,QUARTER,TIME_REMAINING,UTAH_ACTION,MILWAUKEE_ACTION,UTAH_SCORE,MILWAUKEE_SCORE
78,1,4:14.0,,Personal foul by J. Johnson (drawn by G. Antetokounmpo),21,13
79,1,4:03.0,,Personal foul by D. Exum (drawn by K. Middleton),21,13
80,1,4:03.0,,K. Middleton makes free throw 1 of 2,21,14
81,1,4:03.0,,K. Middleton makes free throw 2 of 2,21,15
82,1,3:51.0,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),,23,15
83,1,3:37.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,23,15
84,1,3:36.0,,Offensive rebound by G. Antetokounmpo,23,15
85,1,3:36.0,,Shooting foul by R. Gobert (drawn by G. Antetokounmpo),23,15
86,1,3:36.0,,G. Antetokounmpo misses free throw 1 of 2,23,15
87,1,3:36.0,,Offensive rebound by Team,23,15
88,1,3:36.0,,G. Antetokounmpo makes free throw 2 of 2,23,16
89,1,3:29.0,D. Exum makes 2-pt dunk at rim,,25,16
90,1,3:29.0,Shooting foul by R. Vaughn (drawn by D. Exum),,25,16
91,1,3:29.0,A. Burks enters the game for G. Hayward,,25,16
92,1,3:29.0,D. Favors enters the game for R. Gobert,,25,16
93,1,3:29.0,,M. Beasley enters the game for G. Antetokounmpo,25,16
94,1,3:29.0,D. Exum makes free throw 1 of 1,,26,16
95,1,3:15.0,,Shooting foul by A. Burks (drawn by G. Monroe),26,16
96,1,3:15.0,,G. Monroe makes free throw 1 of 2,26,17
97,1,3:15.0,,G. Monroe makes free throw 2 of 2,26,18
98,1,3:00.0,A. Burks misses 3-pt jump shot from 27 ft,,26,18
99,1,2:57.0,,Defensive rebound by M. Beasley,26,18
100,1,2:48.0,,M. Brogdon makes 2-pt dunk at rim (assist by G. Monroe),26,20
101,1,2:31.0,J. Ingles misses 2-pt layup from 2 ft,,26,20
102,1,2:30.0,Offensive rebound by D. Favors,,26,20
103,1,2:30.0,D. Favors makes 2-pt layup at rim,,28,20
104,1,2:17.0,,M. Brogdon makes 3-pt jump shot from 26 ft,28,23
105,1,1:59.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,30,23
106,1,1:44.0,,M. Beasley misses 2-pt jump shot from 12 ft,30,23
107,1,1:43.0,Defensive rebound by D. Exum,,30,23
108,1,1:37.0,Shooting block foul by R. Vaughn (drawn by D. Exum),,30,23
109,1,1:37.0,D. Exum makes free throw 1 of 2,,31,23
110,1,1:37.0,,J. Terry enters the game for R. Vaughn,31,23
111,1,1:37.0,D. Exum makes free throw 2 of 2,,32,23
112,1,1:21.0,,Turnover by M. Brogdon (lost ball; steal by D. Exum),32,23
113,1,1:08.0,A. Burks makes 2-pt jump shot from 5 ft,,34,23
114,1,0:51.0,,M. Beasley misses 2-pt layup from 2 ft (block by D. Favors),34,23
115,1,0:49.0,,Offensive rebound by K. Middleton,34,23
116,1,0:46.0,,K. Middleton makes 2-pt jump shot from 14 ft,34,25
117,1,0:35.0,D. Favors makes 2-pt jump shot from 5 ft (assist by D. Exum),,36,25
118,1,0:22.0,,Personal foul by A. Burks (drawn by K. Middleton),36,25
119,1,0:22.0,,K. Middleton makes free throw 1 of 2,36,26
120,1,0:22.0,,K. Middleton makes free throw 2 of 2,36,27
121,1,0:00.0,D. Favors misses 2-pt jump shot from 15 ft,,36,27
122,1,0:00.0,Offensive rebound by Team,,36,27
123,2,11:49.0,,Turnover by J. Terry (bad pass; steal by G. Hill),36,27
124,2,11:49.0,Personal foul by M. Brogdon (drawn by G. Hill),,36,27
125,2,11:29.0,B. Diaw misses 2-pt jump shot from 16 ft,,36,27
126,2,11:28.0,,Defensive rebound by K. Middleton,36,27
127,2,11:21.0,,M. Beasley makes 2-pt layup from 1 ft,36,29
128,2,11:03.0,D. Favors misses 2-pt jump shot from 17 ft,,36,29
129,2,11:01.0,,Defensive rebound by M. Beasley,36,29
130,2,10:56.0,,Shooting block foul by B. Diaw (drawn by M. Beasley),36,29
131,2,10:56.0,,M. Beasley makes free throw 1 of 2,36,30
132,2,10:56.0,,M. Beasley makes free throw 2 of 2,36,31
133,2,10:36.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,38,31
134,2,10:20.0,,M. Beasley makes 2-pt layup at rim (assist by M. Brogdon),38,33
135,2,9:58.0,D. Favors makes 2-pt layup at rim (assist by A. Burks),,40,33
136,2,9:58.0,Shooting foul by M. Brogdon (drawn by D. Favors),,40,33
137,2,9:58.0,,M. Dellavedova enters the game for M. Brogdon,40,33
138,2,9:58.0,D. Favors makes free throw 1 of 1,,41,33
139,2,9:48.0,,Personal block foul by G. Hill (drawn by M. Dellavedova),41,33
140,2,9:48.0,,T. Snell enters the game for K. Middleton,41,33
141,2,9:41.0,,J. Henson misses 2-pt hook shot from 6 ft,41,33
142,2,9:40.0,Defensive rebound by J. Ingles,,41,33
143,2,9:30.0,D. Favors makes 2-pt jump shot from 8 ft (assist by A. Burks),,43,33
144,2,9:18.0,,M. Dellavedova misses 2-pt jump shot from 8 ft,43,33
145,2,9:16.0,Defensive rebound by D. Favors,,43,33
146,2,9:02.0,B. Diaw misses 3-pt jump shot from 26 ft,,43,33
147,2,9:01.0,,Defensive rebound by M. Beasley,43,33
148,2,8:42.0,,T. Snell misses 2-pt layup from 2 ft,43,33
149,2,8:40.0,Defensive rebound by J. Ingles,,43,33
150,2,8:29.0,G. Hill makes 3-pt jump shot from 24 ft (assist by J. Ingles),,46,33
151,2,8:29.0,,Milwaukee full timeout,46,33
152,2,8:29.0,,G. Antetokounmpo enters the game for M. Beasley,46,33
153,2,8:29.0,R. Gobert enters the game for D. Favors,,46,33
154,2,8:22.0,,Turnover by J. Terry (bad pass),46,33
155,2,8:13.0,Turnover by B. Diaw (lost ball; steal by G. Antetokounmpo),,46,33
156,2,8:09.0,,G. Antetokounmpo makes 2-pt dunk at rim,46,35
157,2,7:58.0,Personal foul by M. Dellavedova (drawn by G. Hill),,46,35
158,2,7:58.0,J. Johnson enters the game for J. Ingles,,46,35
159,2,7:58.0,G. Hayward enters the game for B. Diaw,,46,35
160,2,7:43.0,J. Johnson misses 2-pt jump shot from 16 ft,,46,35
161,2,7:41.0,,Defensive rebound by J. Henson,46,35
162,2,7:33.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Johnson),46,35
163,2,7:31.0,D. Exum enters the game for A. Burks,,46,35
164,2,7:31.0,R. Hood enters the game for G. Hill,,46,35
165,2,7:18.0,Turnover by D. Exum (traveling),,46,35
166,2,6:54.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by M. Dellavedova),46,37
167,2,6:48.0,Personal foul by J. Terry (drawn by R. Hood),,46,37
168,2,6:34.0,G. Hayward misses 2-pt jump shot from 8 ft,,46,37
169,2,6:33.0,,Defensive rebound by G. Antetokounmpo,46,37
170,2,6:24.0,,J. Terry misses 3-pt jump shot from 23 ft,46,37
171,2,6:23.0,Defensive rebound by D. Exum,,46,37
172,2,6:15.0,R. Hood misses 2-pt layup from 1 ft (block by J. Henson),,46,37
173,2,6:13.0,Offensive rebound by D. Exum,,46,37
174,2,6:13.0,Personal foul by J. Terry (drawn by D. Exum),,46,37
175,2,6:13.0,D. Exum makes free throw 1 of 2,,47,37
176,2,6:13.0,,K. Middleton enters the game for J. Terry,47,37
177,2,6:13.0,D. Exum makes free throw 2 of 2,,48,37
178,2,6:06.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,48,37
179,2,6:04.0,Defensive rebound by R. Hood,,48,37
180,2,5:53.0,R. Hood misses 2-pt layup from 4 ft,,48,37
181,2,5:52.0,Offensive rebound by D. Exum,,48,37
182,2,5:40.0,R. Gobert misses 2-pt layup from 3 ft,,48,37
183,2,5:40.0,,Defensive rebound by Team,48,37
184,2,5:40.0,Loose ball foul by R. Gobert (drawn by J. Henson),,48,37
185,2,5:40.0,Official timeout,,48,37
186,2,5:40.0,G. Hill enters the game for D. Exum,,48,37
187,2,5:25.0,,Turnover by M. Dellavedova (dbl dribble),48,37
188,2,5:16.0,Offensive foul by R. Hood (drawn by J. Henson),,48,37
189,2,5:16.0,Turnover by R. Hood (offensive foul),,48,37
190,2,5:16.0,J. Ingles enters the game for R. Hood,,48,37
191,2,5:03.0,,Turnover by G. Antetokounmpo (offensive foul),48,37
192,2,5:03.0,,Offensive foul by G. Antetokounmpo (drawn by G. Hill),48,37
193,2,4:50.0,Personal foul by J. Henson (drawn by J. Johnson),,48,37
194,2,4:50.0,J. Johnson makes free throw 1 of 2,,49,37
195,2,4:50.0,,G. Monroe enters the game for J. Henson,49,37
196,2,4:50.0,J. Johnson makes free throw 2 of 2,,50,37
197,2,4:28.0,,G. Monroe misses 2-pt hook shot from 5 ft,50,37
198,2,4:27.0,Defensive rebound by J. Ingles,,50,37
199,2,4:12.0,Turnover by G. Hill (bad pass; steal by G. Antetokounmpo),,50,37
200,2,4:04.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),50,40
201,2,3:44.0,Personal foul by M. Dellavedova (drawn by R. Gobert),,50,40
202,2,3:44.0,R. Gobert makes free throw 1 of 2,,51,40
203,2,3:44.0,R. Gobert misses free throw 2 of 2,,51,40
204,2,3:42.0,,Defensive rebound by G. Antetokounmpo,51,40
205,2,3:31.0,,K. Middleton misses 2-pt jump shot from 14 ft,51,40
206,2,3:30.0,,Offensive rebound by G. Monroe,51,40
207,2,3:22.0,,G. Monroe makes 2-pt jump shot from 15 ft,51,42
208,2,3:06.0,J. Ingles misses 2-pt layup from 1 ft,,51,42
209,2,3:04.0,,Defensive rebound by G. Monroe,51,42
210,2,2:54.0,,K. Middleton misses 3-pt jump shot from 28 ft,51,42
211,2,2:53.0,Defensive rebound by R. Gobert,,51,42
212,2,2:47.0,Personal foul by G. Antetokounmpo (drawn by G. Hill),,51,42
213,2,2:47.0,Utah full timeout,,51,42
214,2,2:47.0,G. Hill makes free throw 1 of 2,,52,42
215,2,2:47.0,,M. Beasley enters the game for G. Antetokounmpo,51,42
216,2,2:47.0,G. Hill makes free throw 2 of 2,,53,42
217,2,2:30.0,,G. Monroe misses 2-pt layup from 1 ft,53,42
218,2,2:29.0,,Offensive rebound by G. Monroe,53,42
219,2,2:23.0,D. Favors enters the game for R. Gobert,,53,42
220,2,2:06.0,,Turnover by G. Monroe (lost ball; steal by G. Hill),53,42
221,2,2:02.0,G. Hayward makes 2-pt layup from 1 ft,,55,42
222,2,1:44.0,,M. Beasley makes 2-pt layup at rim,55,44
223,2,1:21.0,J. Johnson makes 2-pt jump shot from 6 ft (assist by D. Favors),,57,44
224,2,1:11.0,,Personal foul by G. Hill (drawn by M. Dellavedova),57,44
225,2,1:02.0,,Turnover by M. Dellavedova (bad pass; steal by J. Johnson),57,44
226,2,0:55.0,J. Ingles misses 3-pt jump shot from 24 ft,,57,44
227,2,0:54.0,,Defensive rebound by M. Beasley,57,44
228,2,0:40.0,,M. Beasley makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),57,46
229,2,0:36.0,Shooting block foul by G. Monroe (drawn by G. Hill),,57,46
230,2,0:36.0,G. Hill makes free throw 1 of 2,,58,46
231,2,0:36.0,G. Hill makes free throw 2 of 2,,59,46
232,2,0:13.0,,G. Monroe misses 2-pt layup from 3 ft,59,46
233,2,0:11.0,Defensive rebound by G. Hill,,59,46
234,2,0:01.0,G. Hayward misses 3-pt jump shot from 23 ft,,59,46
235,2,0:00.0,,Defensive rebound by G. Monroe,59,46
236,3,11:41.0,,G. Antetokounmpo misses 2-pt jump shot from 1 ft (block by R. Gobert),59,46
237,3,11:38.0,Defensive rebound by R. Gobert,,59,46
238,3,11:24.0,R. Hood misses 2-pt layup from 1 ft,,59,46
239,3,11:22.0,Offensive rebound by R. Gobert,,59,46
240,3,11:22.0,R. Gobert misses 2-pt layup from 1 ft,,59,46
241,3,11:21.0,,Defensive rebound by M. Dellavedova,59,46
242,3,11:18.0,,Personal foul by G. Hill (drawn by G. Antetokounmpo),59,46
243,3,11:04.0,,T. Maker makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),59,49
244,3,10:39.0,G. Hayward makes 2-pt jump shot from 9 ft,,61,49
245,3,10:21.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),61,51
246,3,9:57.0,G. Hill makes 2-pt jump shot from 15 ft,,63,51
247,3,9:44.0,,Turnover by G. Antetokounmpo (lost ball),63,51
248,3,9:19.0,R. Hood misses 3-pt jump shot from 31 ft,,63,51
249,3,9:19.0,Offensive rebound by Team,,63,51
250,3,9:19.0,Turnover by Team (shot clock),,63,51
251,3,9:07.0,,Turnover by M. Dellavedova (bad pass; steal by G. Hill),63,51
252,3,9:00.0,Shooting foul by T. Maker (drawn by G. Hill),,63,51
253,3,9:00.0,G. Hill makes free throw 1 of 2,,64,51
254,3,9:00.0,G. Hill makes free throw 2 of 2,,65,51
255,3,8:36.0,,M. Beasley makes 2-pt jump shot from 9 ft,65,53
256,3,8:18.0,Personal foul by T. Maker (drawn by R. Gobert),,65,53
257,3,8:07.0,D. Favors makes 2-pt jump shot from 10 ft (assist by G. Hayward),,67,53
258,3,7:55.0,,M. Beasley makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),67,55
259,3,7:33.0,R. Gobert makes 2-pt dunk at rim (assist by R. Hood),,69,55
260,3,7:33.0,Shooting foul by M. Beasley (drawn by R. Gobert),,69,55
261,3,7:33.0,R. Gobert misses free throw 1 of 1,,69,55
262,3,7:31.0,,Defensive rebound by T. Maker,69,55
263,3,7:13.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,69,55
264,3,7:12.0,Defensive rebound by R. Gobert,,69,55
265,3,7:05.0,Turnover by G. Hill (bad pass; steal by G. Antetokounmpo),,69,55
266,3,7:05.0,,Personal foul by R. Gobert (drawn by T. Maker),69,55
267,3,6:53.0,,M. Dellavedova makes 2-pt jump shot from 16 ft,69,57
268,3,6:46.0,G. Hayward makes 2-pt layup from 1 ft (assist by G. Hill),,71,57
269,3,6:30.0,,M. Beasley misses 2-pt jump shot from 19 ft,71,57
270,3,6:28.0,Defensive rebound by R. Gobert,,71,57
271,3,6:13.0,Turnover by R. Gobert (bad pass),,71,57
272,3,6:13.0,,Milwaukee full timeout,71,57
273,3,6:13.0,J. Johnson enters the game for D. Favors,,71,57
274,3,6:13.0,D. Exum enters the game for G. Hill,,71,57
275,3,6:13.0,,M. Brogdon enters the game for M. Beasley,71,57
276,3,6:13.0,,K. Middleton enters the game for M. Dellavedova,71,57
277,3,6:04.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft,71,60
278,3,5:44.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,73,60
279,3,5:19.0,,G. Antetokounmpo makes 2-pt jump shot from 6 ft,73,62
280,3,5:19.0,,Shooting foul by J. Johnson (drawn by G. Antetokounmpo),73,62
281,3,5:19.0,Technical foul by R. Gobert,,73,62
282,3,5:19.0,,M. Brogdon makes technical free throw,73,63
283,3,5:19.0,D. Favors enters the game for R. Gobert,,73,63
284,3,5:19.0,,G. Antetokounmpo makes free throw 1 of 1,73,64
285,3,4:58.0,D. Exum makes 2-pt layup from 2 ft,,75,64
286,3,4:44.0,,G. Antetokounmpo makes 2-pt dunk at rim,75,66
287,3,4:16.0,G. Hayward makes 2-pt jump shot from 7 ft,,77,66
288,3,4:06.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,77,66
289,3,4:05.0,Defensive rebound by D. Favors,,77,66
290,3,3:56.0,G. Hayward makes 2-pt dunk at rim,,79,66
291,3,3:36.0,,M. Brogdon misses 3-pt jump shot from 27 ft,79,66
292,3,3:35.0,Defensive rebound by J. Johnson,,79,66
293,3,3:22.0,R. Hood misses 3-pt jump shot from 24 ft,,79,66
294,3,3:20.0,,Defensive rebound by T. Maker,79,66
295,3,2:58.0,,K. Middleton misses 2-pt hook shot from 3 ft,79,66
296,3,2:57.0,Defensive rebound by D. Favors,,79,66
297,3,2:54.0,Utah full timeout,,79,66
298,3,2:54.0,,G. Monroe enters the game for T. Maker,79,66
299,3,2:54.0,J. Ingles enters the game for R. Hood,,79,66
300,3,2:46.0,D. Favors makes 2-pt jump shot from 12 ft (assist by G. Hayward),,81,66
301,3,2:32.0,,Personal foul by D. Favors (drawn by M. Brogdon),81,66
302,3,2:32.0,A. Burks enters the game for G. Hayward,,81,66
303,3,2:24.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by G. Monroe),81,69
304,3,2:08.0,D. Exum misses 3-pt jump shot from 24 ft,,81,69
305,3,2:06.0,Offensive rebound by D. Favors,,81,69
306,3,2:05.0,Turnover by D. Favors (bad pass),,81,69
307,3,1:55.0,,M. Brogdon misses 2-pt jump shot from 7 ft,81,69
308,3,1:54.0,Defensive rebound by J. Johnson,,81,69
309,3,1:41.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Exum),,84,69
310,3,1:31.0,,Shooting foul by J. Ingles (drawn by G. Antetokounmpo),84,69
311,3,1:31.0,,G. Antetokounmpo makes free throw 1 of 2,84,70
312,3,1:31.0,,G. Antetokounmpo makes free throw 2 of 2,84,71
313,3,1:11.0,D. Favors misses 2-pt jump shot from 9 ft,,84,71
314,3,1:10.0,,Defensive rebound by G. Monroe,84,71
315,3,0:56.0,,G. Monroe makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),84,73
316,3,0:42.0,D. Exum makes 3-pt jump shot from 24 ft (assist by D. Favors),,87,73
317,3,0:34.0,,Shooting foul by D. Exum (drawn by G. Antetokounmpo),87,73
318,3,0:34.0,,G. Antetokounmpo makes free throw 1 of 2,87,74
319,3,0:34.0,G. Hill enters the game for D. Exum,,87,74
320,3,0:34.0,,J. Terry enters the game for T. Snell,87,74
321,3,0:34.0,,G. Antetokounmpo makes free throw 2 of 2,87,75
322,3,0:13.0,D. Favors misses 2-pt jump shot from 16 ft,,87,75
323,3,0:11.0,,Defensive rebound by G. Antetokounmpo,87,75
324,3,0:02.0,,K. Middleton misses 2-pt layup from 1 ft (block by D. Favors),87,75
325,3,0:00.0,Defensive rebound by J. Ingles,,87,75
326,4,11:45.0,G. Hill makes 3-pt jump shot from 25 ft,,90,75
327,4,11:28.0,,M. Beasley makes 2-pt layup at rim,90,77
328,4,11:01.0,Turnover by Team (shot clock),,90,77
329,4,10:44.0,,G. Monroe misses 2-pt hook shot from 8 ft,90,77
330,4,10:42.0,,Offensive rebound by G. Monroe,90,77
331,4,10:42.0,,G. Monroe misses 2-pt layup from 1 ft,90,77
332,4,10:40.0,Defensive rebound by R. Gobert,,90,77
333,4,10:27.0,J. Ingles makes 3-pt jump shot from 27 ft (assist by B. Diaw),,93,77
334,4,10:07.0,,K. Middleton misses 2-pt jump shot from 11 ft,93,77
335,4,10:06.0,Defensive rebound by J. Ingles,,93,77
336,4,9:58.0,J. Ingles misses 3-pt jump shot from 26 ft,,93,77
337,4,9:57.0,,Defensive rebound by K. Middleton,93,77
338,4,9:54.0,,Shooting foul by J. Ingles (drawn by J. Terry),93,77
339,4,9:54.0,,J. Terry misses free throw 1 of 2,93,77
340,4,9:54.0,,Offensive rebound by Team,93,77
341,4,9:54.0,,M. Dellavedova enters the game for K. Middleton,93,77
342,4,9:54.0,R. Hood enters the game for A. Burks,,93,77
343,4,9:54.0,,J. Terry makes free throw 2 of 2,93,78
344,4,9:38.0,Turnover by G. Hill (bad pass),,93,78
345,4,9:29.0,,M. Beasley misses 2-pt jump shot from 13 ft (block by R. Gobert),93,78
346,4,9:28.0,,Offensive rebound by Team,93,78
347,4,9:28.0,Loose ball foul by B. Diaw (drawn by G. Monroe),,93,78
348,4,9:20.0,,M. Beasley misses 2-pt jump shot from 8 ft,93,78
349,4,9:19.0,,Offensive rebound by G. Monroe,93,78
350,4,9:17.0,,G. Monroe misses 2-pt layup from 1 ft,93,78
351,4,9:15.0,,Offensive rebound by G. Monroe,93,78
352,4,9:13.0,,Turnover by G. Monroe (lost ball; steal by R. Hood),93,78
353,4,9:08.0,J. Ingles misses 2-pt layup from 1 ft,,93,78
354,4,9:07.0,Offensive rebound by J. Ingles,,93,78
355,4,9:07.0,J. Ingles misses 2-pt layup from 1 ft,,93,78
356,4,9:05.0,Offensive rebound by R. Gobert,,93,78
357,4,9:05.0,R. Gobert makes 2-pt layup from 1 ft,,95,78
358,4,8:52.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by M. Brogdon),95,81
359,4,8:29.0,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Ingles),,98,81
360,4,8:14.0,,M. Brogdon misses 2-pt jump shot from 10 ft,98,81
361,4,8:14.0,Defensive rebound by Team,,98,81
362,4,8:14.0,,Loose ball foul by G. Monroe (drawn by R. Gobert),98,81
363,4,8:14.0,Official timeout,,98,81
364,4,8:14.0,,G. Antetokounmpo enters the game for M. Dellavedova,98,81
365,4,8:14.0,G. Hayward enters the game for J. Ingles,,98,81
366,4,7:50.0,Turnover by R. Gobert (traveling),,98,81
367,4,7:33.0,,M. Brogdon misses 3-pt jump shot from 29 ft,98,81
368,4,7:32.0,Defensive rebound by R. Gobert,,98,81
369,4,7:12.0,R. Hood misses 3-pt jump shot from 27 ft,,98,81
370,4,7:11.0,,Defensive rebound by M. Brogdon,98,81
371,4,7:03.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),98,83
372,4,6:43.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by B. Diaw),,101,83
373,4,6:24.0,,Personal foul by G. Hill (drawn by M. Brogdon),101,83
374,4,6:24.0,J. Johnson enters the game for B. Diaw,,101,83
375,4,6:24.0,D. Exum enters the game for R. Hood,,101,83
376,4,6:15.0,,Shooting foul by J. Johnson (drawn by G. Antetokounmpo),101,83
377,4,6:15.0,,G. Antetokounmpo misses free throw 1 of 2,101,83
378,4,6:15.0,,Offensive rebound by Team,101,83
379,4,6:15.0,,G. Antetokounmpo makes free throw 2 of 2,101,84
380,4,6:01.0,G. Hayward misses 2-pt jump shot from 13 ft,,101,84
381,4,6:00.0,,Defensive rebound by M. Beasley,101,84
