,QUARTER,TIME_REMAINING,INDIANA_ACTION,MILWAUKEE_ACTION,INDIANA_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,,Turnover by M. Dellavedova (bad pass; steal by M. Turner),0,0
1,1,11:32.0,J. Teague makes 3-pt jump shot from 27 ft (assist by P. George),,3,0
2,1,11:17.0,,J. Parker misses 2-pt jump shot from 17 ft,3,0
3,1,11:16.0,Defensive rebound by J. Teague,,3,0
4,1,11:12.0,Shooting block foul by M. Plumlee (drawn by J. Teague),,3,0
5,1,11:12.0,J. Teague makes free throw 1 of 2,,4,0
6,1,11:12.0,J. Teague makes free throw 2 of 2,,5,0
7,1,11:04.0,,Offensive foul by G. Antetokounmpo (drawn by M. Ellis),5,0
8,1,11:04.0,,Turnover by G. Antetokounmpo (offensive foul),5,0
9,1,10:49.0,Turnover by P. George (bad pass),,5,0
10,1,10:30.0,,J. Parker makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),5,2
11,1,10:15.0,P. George makes 2-pt layup from 1 ft (assist by J. Teague),,7,2
12,1,9:56.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,7,2
13,1,9:55.0,,Offensive rebound by J. Parker,7,2
14,1,9:50.0,,T. Snell makes 2-pt layup at rim,7,4
15,1,9:39.0,Turnover by P. George (bad pass; steal by M. Plumlee),,7,4
16,1,9:34.0,,J. Parker makes 2-pt dunk at rim (assist by M. Dellavedova),7,6
17,1,9:17.0,M. Turner makes 2-pt jump shot from 17 ft (assist by J. Teague),,9,6
18,1,8:56.0,,T. Snell makes 2-pt jump shot from 21 ft (assist by G. Antetokounmpo),9,8
19,1,8:32.0,Turnover by P. George (3 sec),,9,8
20,1,8:18.0,,Turnover by M. Plumlee (bad pass; steal by M. Turner),9,8
21,1,8:14.0,Turnover by T. Young (lost ball; steal by G. Antetokounmpo),,9,8
22,1,8:06.0,,J. Parker makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),9,11
23,1,7:43.0,M. Turner makes 2-pt hook shot from 4 ft,,11,11
24,1,7:30.0,,Turnover by M. Dellavedova (bad pass; steal by P. George),11,11
25,1,7:23.0,P. George makes 2-pt jump shot from 15 ft,,13,11
26,1,7:05.0,,T. Snell makes 2-pt jump shot from 18 ft (assist by M. Plumlee),13,13
27,1,6:54.0,T. Young makes 2-pt layup from 4 ft (assist by J. Teague),,15,13
28,1,6:40.0,,T. Snell misses 3-pt jump shot from 23 ft,15,13
29,1,6:38.0,Defensive rebound by T. Young,,15,13
30,1,6:26.0,Personal foul by M. Plumlee (drawn by P. George),,15,13
31,1,6:26.0,,G. Monroe enters the game for M. Plumlee,15,13
32,1,6:26.0,,M. Teletović enters the game for G. Antetokounmpo,15,13
33,1,6:18.0,M. Turner misses 3-pt jump shot from 24 ft,,15,13
34,1,6:16.0,,Defensive rebound by G. Monroe,15,13
35,1,6:07.0,,G. Monroe makes 2-pt layup from 2 ft,15,15
36,1,5:42.0,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),,18,15
37,1,5:40.0,,Milwaukee full timeout,18,15
38,1,5:40.0,,J. Terry enters the game for T. Snell,18,15
39,1,5:40.0,,M. Brogdon enters the game for M. Dellavedova,18,15
40,1,5:40.0,C. Miles enters the game for M. Turner,,18,15
