,QUARTER,TIME_REMAINING,INDIANA_ACTION,OKLAHOMA CITY_ACTION,INDIANA_SCORE,OKLAHOMA CITY_SCORE
32,1,7:20.0,M. Turner makes 2-pt layup from 1 ft (assist by J. Teague),,14,14
33,1,7:08.0,,Turnover by R. Westbrook (bad pass; steal by J. Teague),14,14
34,1,6:59.0,T. Young makes 2-pt layup from 1 ft (assist by M. Ellis),,16,14
35,1,6:42.0,,A. Roberson misses 3-pt jump shot from 23 ft,16,14
36,1,6:42.0,Defensive rebound by Team,,16,14
37,1,6:29.0,T. Young makes 2-pt layup from 2 ft (assist by J. Teague),,18,14
38,1,6:12.0,,R. Westbrook misses 2-pt layup from 2 ft,18,14
39,1,6:11.0,,Offensive rebound by A. Roberson,18,14
40,1,6:05.0,,R. Westbrook misses 3-pt jump shot from 23 ft,18,14
41,1,6:05.0,Defensive rebound by J. Teague,,18,14
42,1,5:58.0,G. Robinson misses 3-pt jump shot from 25 ft,,18,14
43,1,5:57.0,,Defensive rebound by D. Sabonis,18,14
44,1,5:35.0,,Turnover by D. Sabonis (lost ball; steal by T. Young),18,14
45,1,5:23.0,Shooting foul by V. Oladipo (drawn by M. Turner),,18,14
46,1,5:23.0,,Oklahoma City full timeout,18,14
47,1,5:23.0,M. Turner misses free throw 1 of 2,,18,14
48,1,5:23.0,Offensive rebound by Team,,18,14
49,1,5:23.0,,Á. Abrines enters the game for V. Oladipo,18,14
50,1,5:23.0,M. Turner makes free throw 2 of 2,,19,14
51,1,5:12.0,,D. Sabonis misses 3-pt jump shot from 22 ft,19,14
52,1,5:12.0,Defensive rebound by M. Ellis,,19,14
53,1,5:07.0,T. Young makes 2-pt layup at rim (assist by M. Ellis),,21,14
54,1,4:41.0,,D. Sabonis misses 3-pt jump shot from 25 ft,21,14
55,1,4:40.0,,Offensive rebound by Team,21,14
56,1,4:40.0,R. Stuckey enters the game for G. Robinson,,21,14
57,1,4:32.0,,Turnover by R. Westbrook (lost ball; steal by J. Teague),21,14
58,1,4:24.0,J. Teague misses 2-pt jump shot from 9 ft,,21,14
59,1,4:24.0,Offensive rebound by M. Turner,,21,14
60,1,4:17.0,R. Stuckey makes 2-pt jump shot from 14 ft,,23,14
61,1,3:59.0,,R. Westbrook makes 2-pt layup from 1 ft,23,16
62,1,3:39.0,Turnover by M. Ellis (bad pass; steal by D. Sabonis),,23,16
63,1,3:36.0,,Personal block foul by J. Teague (drawn by R. Westbrook),23,16
64,1,3:36.0,,J. Lauvergne enters the game for D. Sabonis,23,16
65,1,3:36.0,A. Jefferson enters the game for M. Turner,,23,16
66,1,3:30.0,,R. Westbrook misses 2-pt jump shot from 15 ft,23,16
67,1,3:29.0,Defensive rebound by J. Teague,,23,16
68,1,3:17.0,T. Young makes 2-pt layup from 2 ft (assist by J. Teague),,25,16
69,1,3:02.0,,Á. Abrines makes 2-pt jump shot from 16 ft (assist by R. Westbrook),25,18
70,1,2:49.0,Turnover by A. Jefferson (lost ball),,25,18
71,1,2:49.0,Indiana full timeout,,25,18
72,1,2:49.0,,E. Freedom enters the game for S. Adams,25,18
73,1,2:49.0,,V. Oladipo enters the game for R. Westbrook,25,18
74,1,2:49.0,A. Brooks enters the game for J. Teague,,25,18
75,1,2:41.0,,Turnover by V. Oladipo (bad pass; steal by R. Stuckey),25,18
76,1,2:17.0,A. Brooks makes 3-pt jump shot from 26 ft,,28,18
77,1,1:55.0,G. Robinson enters the game for M. Ellis,,28,18
78,1,1:55.0,L. Allen enters the game for T. Young,,28,18
79,1,1:51.0,,V. Oladipo makes 3-pt jump shot from 22 ft (assist by E. Freedom),28,21
80,1,1:29.0,A. Jefferson makes 2-pt layup from 3 ft,,30,21
81,1,1:16.0,,E. Freedom misses 2-pt layup from 1 ft,30,21
82,1,1:15.0,Defensive rebound by G. Robinson,,30,21
83,1,1:08.0,,Offensive charge foul by A. Brooks (drawn by J. Lauvergne),30,21
84,1,1:08.0,Turnover by A. Brooks (offensive foul),,30,21
85,1,0:55.0,,Á. Abrines misses 2-pt jump shot from 23 ft,30,21
86,1,0:54.0,,Offensive rebound by J. Lauvergne,30,21
87,1,0:51.0,,V. Oladipo misses 3-pt jump shot from 26 ft,30,21
88,1,0:50.0,Defensive rebound by A. Jefferson,,30,21
89,1,0:42.0,R. Stuckey misses 2-pt layup from 1 ft (block by E. Freedom),,30,21
90,1,0:41.0,,Defensive rebound by V. Oladipo,30,21
91,1,0:38.0,,Personal foul by A. Jefferson (drawn by V. Oladipo),30,21
92,1,0:38.0,,Oklahoma City full timeout,30,21
93,1,0:33.0,,E. Freedom misses 2-pt layup from 2 ft,30,21
94,1,0:33.0,Defensive rebound by L. Allen,,30,21
95,1,0:15.0,A. Jefferson misses 2-pt jump shot from 9 ft (block by E. Freedom),,30,21
96,1,0:14.0,,Defensive rebound by J. Lauvergne,30,21
97,1,0:00.0,,V. Oladipo misses 2-pt jump shot from 16 ft,30,21
98,1,0:00.0,,Offensive rebound by Team,30,21
99,2,11:37.0,L. Allen misses 2-pt jump shot from 16 ft,,30,21
100,2,11:37.0,,Defensive rebound by V. Oladipo,30,21
101,2,11:24.0,,Á. Abrines makes 2-pt jump shot from 5 ft,30,23
102,2,11:06.0,A. Jefferson misses 2-pt layup from 3 ft,,30,23
103,2,11:05.0,,Defensive rebound by E. Freedom,30,23
104,2,11:00.0,,J. Grant makes 2-pt dunk at rim (assist by V. Oladipo),30,25
105,2,10:43.0,Turnover by G. Robinson (lost ball; steal by V. Oladipo),,30,25
106,2,10:36.0,,Turnover by V. Oladipo (bad pass),30,25
107,2,10:28.0,Offensive foul by A. Jefferson (drawn by Á. Abrines),,30,25
108,2,10:28.0,Turnover by A. Jefferson (offensive foul),,30,25
109,2,10:17.0,,J. Lauvergne makes 3-pt jump shot from 24 ft (assist by V. Oladipo),30,28
110,2,9:55.0,R. Stuckey misses 2-pt jump shot from 15 ft,,30,28
111,2,9:54.0,,Defensive rebound by V. Oladipo,30,28
112,2,9:47.0,,V. Oladipo makes 2-pt jump shot from 18 ft,30,30
113,2,9:28.0,A. Brooks makes 2-pt layup from 1 ft,,32,30
114,2,9:07.0,,Á. Abrines makes 2-pt jump shot from 16 ft (assist by J. Lauvergne),32,32
115,2,8:54.0,A. Brooks misses 3-pt jump shot from 25 ft,,32,32
116,2,8:54.0,Offensive rebound by A. Jefferson,,32,32
117,2,8:50.0,R. Stuckey makes 3-pt jump shot from 23 ft (assist by L. Allen),,35,32
118,2,8:34.0,,Shooting foul by L. Allen (drawn by E. Freedom),35,32
119,2,8:34.0,Official timeout,,35,32
120,2,8:34.0,,E. Freedom makes free throw 1 of 2,35,33
121,2,8:34.0,,S. Adams enters the game for Á. Abrines,35,32
122,2,8:34.0,,R. Westbrook enters the game for J. Lauvergne,35,32
123,2,8:34.0,M. Ellis enters the game for G. Robinson,,35,32
124,2,8:34.0,M. Turner enters the game for A. Jefferson,,35,32
125,2,8:34.0,J. Teague enters the game for A. Brooks,,35,32
126,2,8:34.0,,E. Freedom makes free throw 2 of 2,35,34
127,2,8:20.0,Shooting foul by S. Adams (drawn by M. Turner),,35,34
128,2,8:20.0,M. Turner makes free throw 1 of 2,,36,34
129,2,8:20.0,M. Turner makes free throw 2 of 2,,37,34
130,2,8:08.0,,E. Freedom makes 2-pt jump shot from 5 ft (assist by R. Westbrook),37,36
131,2,7:56.0,M. Turner misses 2-pt jump shot from 17 ft,,37,36
132,2,7:55.0,,Defensive rebound by S. Adams,37,36
133,2,7:50.0,,Turnover by R. Westbrook (bad pass),37,36
134,2,7:50.0,G. Robinson enters the game for R. Stuckey,,37,36
135,2,7:34.0,G. Robinson misses 2-pt jump shot from 14 ft,,37,36
136,2,7:33.0,,Defensive rebound by E. Freedom,37,36
137,2,7:27.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),37,38
138,2,7:06.0,Turnover by M. Turner (lost ball; steal by R. Westbrook),,37,38
139,2,7:02.0,,Shooting block foul by G. Robinson (drawn by E. Freedom),37,38
140,2,7:02.0,,E. Freedom misses free throw 1 of 2,37,38
141,2,7:02.0,,Offensive rebound by Team,37,38
142,2,7:02.0,,Á. Abrines enters the game for V. Oladipo,37,38
143,2,7:02.0,,E. Freedom makes free throw 2 of 2,37,39
144,2,6:59.0,Indiana full timeout,,37,39
145,2,6:59.0,T. Young enters the game for L. Allen,,37,39
146,2,6:43.0,J. Teague misses 2-pt jump shot from 8 ft (block by J. Grant),,37,39
147,2,6:42.0,Offensive rebound by T. Young,,37,39
148,2,6:39.0,T. Young misses 2-pt jump shot from 20 ft,,37,39
149,2,6:37.0,,Defensive rebound by E. Freedom,37,39
150,2,6:24.0,,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),37,41
151,2,6:12.0,Shooting foul by J. Grant (drawn by M. Turner),,37,41
152,2,6:12.0,M. Turner makes free throw 1 of 2,,38,41
153,2,6:12.0,,D. Sabonis enters the game for E. Freedom,38,41
154,2,6:12.0,,A. Roberson enters the game for J. Grant,38,41
155,2,6:12.0,M. Turner makes free throw 2 of 2,,39,41
156,2,6:03.0,Offensive charge foul by S. Adams (drawn by M. Ellis),,39,41
157,2,6:03.0,,Turnover by S. Adams (offensive foul),39,41
158,2,5:53.0,Shooting foul by D. Sabonis (drawn by M. Turner),,39,41
159,2,5:53.0,M. Turner makes free throw 1 of 2,,40,41
160,2,5:53.0,M. Turner makes free throw 2 of 2,,41,41
161,2,5:42.0,,S. Adams makes 2-pt dunk at rim (assist by Á. Abrines),41,43
162,2,5:17.0,Turnover by M. Ellis (bad pass),,41,43
163,2,5:11.0,,Offensive foul by S. Adams (drawn by J. Teague),41,43
164,2,5:11.0,,Turnover by S. Adams (offensive foul),41,43
165,2,5:11.0,,J. Lauvergne enters the game for S. Adams,41,43
166,2,5:00.0,Turnover by J. Teague (lost ball; steal by D. Sabonis),,41,43
167,2,4:55.0,,R. Westbrook misses 2-pt layup from 1 ft,41,43
168,2,4:54.0,Defensive rebound by M. Turner,,41,43
169,2,4:48.0,T. Young misses 3-pt jump shot from 23 ft,,41,43
170,2,4:47.0,,Defensive rebound by D. Sabonis,41,43
171,2,4:37.0,,Á. Abrines misses 3-pt jump shot from 25 ft,41,43
172,2,4:36.0,Defensive rebound by J. Teague,,41,43
173,2,4:24.0,G. Robinson makes 3-pt jump shot from 23 ft (assist by J. Teague),,44,43
174,2,4:16.0,,Oklahoma City full timeout,44,43
175,2,4:16.0,,V. Oladipo enters the game for Á. Abrines,44,43
176,2,4:10.0,,D. Sabonis misses 3-pt jump shot from 22 ft,44,43
177,2,4:09.0,Defensive rebound by M. Ellis,,44,43
178,2,3:48.0,T. Young makes 3-pt jump shot from 23 ft (assist by M. Ellis),,47,43
179,2,3:33.0,,V. Oladipo misses 2-pt jump shot from 18 ft,47,43
180,2,3:33.0,Defensive rebound by G. Robinson,,47,43
181,2,3:22.0,J. Teague makes 2-pt jump shot from 6 ft,,49,43
182,2,3:08.0,,D. Sabonis makes 2-pt jump shot from 19 ft (assist by R. Westbrook),49,45
183,2,2:47.0,M. Ellis makes 2-pt jump shot from 4 ft,,51,45
184,2,2:34.0,,R. Westbrook misses 2-pt jump shot from 9 ft,51,45
185,2,2:33.0,Defensive rebound by M. Turner,,51,45
186,2,2:17.0,T. Young misses 2-pt hook shot from 5 ft,,51,45
187,2,2:16.0,,Defensive rebound by J. Lauvergne,51,45
188,2,2:14.0,,Turnover by R. Westbrook (bad pass; steal by J. Teague),51,45
189,2,2:06.0,G. Robinson makes 3-pt jump shot from 24 ft (assist by M. Ellis),,54,45
190,2,1:51.0,,R. Westbrook misses 2-pt layup from 1 ft,54,45
191,2,1:50.0,Defensive rebound by M. Ellis,,54,45
192,2,1:45.0,M. Ellis makes 2-pt layup from 1 ft,,56,45
193,2,1:34.0,,J. Lauvergne misses 3-pt jump shot from 25 ft,56,45
194,2,1:33.0,Defensive rebound by G. Robinson,,56,45
195,2,1:23.0,Shooting foul by J. Lauvergne (drawn by M. Turner),,56,45
196,2,1:23.0,M. Turner makes free throw 1 of 2,,57,45
197,2,1:23.0,M. Turner makes free throw 2 of 2,,58,45
198,2,1:17.0,,Personal foul by M. Turner (drawn by J. Lauvergne),58,45
199,2,1:12.0,,J. Lauvergne makes 2-pt layup from 1 ft (assist by R. Westbrook),58,47
200,2,1:12.0,,Shooting foul by M. Ellis (drawn by J. Lauvergne),58,47
201,2,1:12.0,,J. Lauvergne misses free throw 1 of 1,58,47
202,2,1:10.0,,Offensive rebound by Team,58,47
203,2,1:07.0,,R. Westbrook makes 2-pt jump shot from 18 ft (assist by A. Roberson),58,49
204,2,0:45.0,M. Ellis misses 2-pt jump shot from 12 ft,,58,49
205,2,0:44.0,,Defensive rebound by J. Lauvergne,58,49
206,2,0:31.0,,A. Roberson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),58,52
207,2,0:10.0,J. Teague misses 3-pt jump shot from 25 ft,,58,52
208,2,0:09.0,,Defensive rebound by A. Roberson,58,52
209,2,0:01.0,,R. Westbrook makes 2-pt layup from 2 ft,58,54
210,2,0:01.0,,Shooting foul by M. Turner (drawn by R. Westbrook),58,54
211,2,0:01.0,Indiana full timeout,,58,54
212,2,0:01.0,,R. Westbrook misses free throw 1 of 1,58,54
213,2,0:01.0,Defensive rebound by G. Robinson,,58,54
214,2,0:01.0,,J. Grant enters the game for D. Sabonis,58,54
215,3,11:44.0,M. Turner misses 2-pt jump shot from 18 ft,,58,54
216,3,11:44.0,,Defensive rebound by A. Roberson,58,54
217,3,11:28.0,,R. Westbrook misses 2-pt jump shot from 7 ft,58,54
218,3,11:28.0,Defensive rebound by M. Turner,,58,54
219,3,11:08.0,Turnover by M. Ellis (bad pass; steal by S. Adams),,58,54
220,3,10:48.0,,D. Sabonis misses 3-pt jump shot from 24 ft,58,54
221,3,10:47.0,Defensive rebound by T. Young,,58,54
222,3,10:32.0,G. Robinson misses 3-pt jump shot from 25 ft,,58,54
223,3,10:32.0,,Defensive rebound by S. Adams,58,54
224,3,10:25.0,,V. Oladipo misses 3-pt jump shot from 25 ft,58,54
225,3,10:25.0,Defensive rebound by T. Young,,58,54
226,3,10:09.0,J. Teague misses 2-pt layup from 2 ft,,58,54
227,3,10:07.0,Offensive rebound by G. Robinson,,58,54
228,3,10:07.0,G. Robinson misses 2-pt layup from 1 ft,,58,54
229,3,10:07.0,,Defensive rebound by D. Sabonis,58,54
230,3,9:56.0,,R. Westbrook makes 2-pt jump shot from 14 ft,58,56
231,3,9:38.0,M. Ellis makes 3-pt jump shot from 24 ft (assist by G. Robinson),,61,56
232,3,9:22.0,,Turnover by V. Oladipo (lost ball; steal by J. Teague),61,56
233,3,9:16.0,T. Young misses 2-pt jump shot from 5 ft,,61,56
234,3,9:16.0,,Defensive rebound by Team,61,56
235,3,9:16.0,Loose ball foul by G. Robinson (drawn by A. Roberson),,61,56
236,3,9:16.0,,Oklahoma City full timeout,61,56
237,3,9:06.0,,Turnover by R. Westbrook (bad pass; steal by M. Ellis),61,56
238,3,9:05.0,Turnover by M. Ellis (bad pass),,61,56
239,3,8:58.0,,Turnover by R. Westbrook (lost ball; steal by J. Teague),61,56
240,3,8:54.0,Personal foul by R. Westbrook (drawn by J. Teague),,61,56
241,3,8:42.0,Turnover by G. Robinson (lost ball; steal by A. Roberson),,61,56
242,3,8:35.0,,R. Westbrook misses 2-pt layup from 2 ft,61,56
243,3,8:34.0,Defensive rebound by M. Turner,,61,56
244,3,8:20.0,Turnover by J. Teague (lost ball),,61,56
245,3,8:02.0,,R. Westbrook misses 3-pt jump shot from 24 ft,61,56
246,3,8:01.0,Defensive rebound by M. Ellis,,61,56
247,3,7:42.0,T. Young misses 3-pt jump shot from 24 ft,,61,56
248,3,7:42.0,Offensive rebound by M. Turner,,61,56
249,3,7:31.0,M. Ellis misses 3-pt jump shot from 24 ft,,61,56
250,3,7:29.0,Offensive rebound by G. Robinson,,61,56
251,3,7:29.0,G. Robinson makes 2-pt dunk at rim,,63,56
252,3,7:16.0,,Offensive foul by D. Sabonis (drawn by J. Teague),63,56
253,3,7:16.0,,Turnover by D. Sabonis (offensive foul),63,56
254,3,7:16.0,,Á. Abrines enters the game for V. Oladipo,63,56
255,3,7:07.0,J. Teague makes 2-pt layup from 1 ft,,65,56
256,3,6:47.0,,A. Roberson misses 2-pt layup from 2 ft,65,56
257,3,6:46.0,,Offensive rebound by D. Sabonis,65,56
258,3,6:46.0,,D. Sabonis misses 2-pt layup from 3 ft,65,56
259,3,6:45.0,,Offensive rebound by D. Sabonis,65,56
260,3,6:45.0,,D. Sabonis misses 2-pt layup from 2 ft,65,56
261,3,6:44.0,Defensive rebound by G. Robinson,,65,56
262,3,6:32.0,M. Ellis makes 2-pt layup from 1 ft,,67,56
263,3,6:19.0,,R. Westbrook misses 2-pt jump shot from 13 ft,67,56
264,3,6:18.0,,Offensive rebound by R. Westbrook,67,56
265,3,6:17.0,,Shooting foul by G. Robinson (drawn by R. Westbrook),67,56
266,3,6:17.0,,R. Westbrook misses free throw 1 of 2,67,56
267,3,6:17.0,,Offensive rebound by Team,67,56
268,3,6:17.0,,E. Freedom enters the game for D. Sabonis,67,56
269,3,6:17.0,,R. Westbrook makes free throw 2 of 2,67,57
270,3,6:07.0,T. Young misses 2-pt jump shot from 15 ft,,67,57
271,3,6:06.0,,Defensive rebound by A. Roberson,67,57
272,3,5:56.0,,Á. Abrines misses 3-pt jump shot from 23 ft,67,57
273,3,5:56.0,Defensive rebound by T. Young,,67,57
274,3,5:46.0,J. Teague makes 2-pt jump shot from 19 ft,,69,57
275,3,5:30.0,,R. Westbrook misses 3-pt jump shot from 25 ft,69,57
276,3,5:29.0,Defensive rebound by G. Robinson,,69,57
277,3,5:08.0,M. Ellis misses 2-pt jump shot from 15 ft,,69,57
278,3,5:08.0,,Defensive rebound by Team,69,57
279,3,5:07.0,Loose ball foul by M. Turner (drawn by S. Adams),,69,57
280,3,5:07.0,A. Jefferson enters the game for M. Turner,,69,57
281,3,4:51.0,,R. Westbrook misses 3-pt jump shot from 24 ft,69,57
282,3,4:51.0,Defensive rebound by T. Young,,69,57
283,3,4:39.0,T. Young makes 2-pt dunk at rim (assist by J. Teague),,71,57
284,3,4:39.0,,Oklahoma City full timeout,71,57
285,3,4:39.0,R. Stuckey enters the game for G. Robinson,,71,57
286,3,4:30.0,,Turnover by Á. Abrines (lost ball; steal by M. Ellis),71,57
287,3,4:25.0,M. Ellis misses 2-pt layup from 1 ft (block by A. Roberson),,71,57
288,3,4:23.0,Offensive rebound by R. Stuckey,,71,57
289,3,4:23.0,Turnover by R. Stuckey (lost ball; steal by R. Westbrook),,71,57
290,3,4:19.0,,Shooting block foul by A. Jefferson (drawn by R. Westbrook),71,57
291,3,4:19.0,,R. Westbrook makes free throw 1 of 2,71,58
292,3,4:19.0,,R. Westbrook makes free throw 2 of 2,71,59
293,3,4:07.0,J. Teague misses 2-pt layup from 2 ft (block by E. Freedom),,71,59
294,3,4:05.0,,Defensive rebound by R. Westbrook,71,59
295,3,4:01.0,,Á. Abrines makes 2-pt layup from 2 ft (assist by R. Westbrook),71,61
296,3,3:44.0,R. Stuckey makes 2-pt jump shot from 17 ft (assist by A. Jefferson),,73,61
297,3,3:26.0,,A. Roberson misses 3-pt jump shot from 25 ft,73,61
298,3,3:25.0,Defensive rebound by A. Jefferson,,73,61
299,3,3:21.0,Personal foul by E. Freedom (drawn by J. Teague),,73,61
300,3,3:21.0,,J. Grant enters the game for A. Roberson,73,61
301,3,3:21.0,L. Allen enters the game for T. Young,,73,61
302,3,3:05.0,J. Teague makes 3-pt jump shot from 25 ft (assist by R. Stuckey),,76,61
303,3,2:47.0,,Turnover by E. Freedom (step out of bounds),76,61
304,3,2:47.0,Indiana full timeout,,76,61
305,3,2:47.0,,V. Oladipo enters the game for R. Westbrook,76,61
306,3,2:47.0,A. Brooks enters the game for J. Teague,,76,61
307,3,2:35.0,R. Stuckey misses 2-pt layup from 2 ft,,76,61
308,3,2:34.0,Offensive rebound by A. Jefferson,,76,61
309,3,2:34.0,A. Jefferson misses 2-pt layup from 2 ft,,76,61
310,3,2:34.0,,Defensive rebound by E. Freedom,76,61
311,3,2:19.0,G. Niang enters the game for M. Ellis,,76,61
312,3,2:19.0,,Turnover by E. Freedom (lost ball; steal by L. Allen),76,61
313,3,2:01.0,Turnover by A. Brooks (bad pass),,76,61
314,3,2:01.0,,J. Lauvergne enters the game for S. Adams,76,61
315,3,1:47.0,,Shooting foul by G. Niang (drawn by J. Grant),76,61
316,3,1:47.0,,J. Grant makes free throw 1 of 2,76,62
317,3,1:47.0,,J. Grant makes free throw 2 of 2,76,63
318,3,1:30.0,Turnover by G. Niang (traveling),,76,63
319,3,1:21.0,,Shooting foul by L. Allen (drawn by E. Freedom),76,63
320,3,1:21.0,,E. Freedom makes free throw 1 of 2,76,64
321,3,1:21.0,,E. Freedom makes free throw 2 of 2,76,65
322,3,0:59.0,G. Niang misses 2-pt layup from 3 ft (block by J. Lauvergne),,76,65
323,3,0:58.0,,Defensive rebound by V. Oladipo,76,65
324,3,0:53.0,,J. Grant makes 2-pt layup at rim (assist by V. Oladipo),76,67
325,3,0:36.0,Shooting block foul by E. Freedom (drawn by R. Stuckey),,76,67
326,3,0:36.0,R. Stuckey makes free throw 1 of 2,,77,67
327,3,0:36.0,R. Stuckey misses free throw 2 of 2,,77,67
328,3,0:36.0,Offensive rebound by L. Allen,,77,67
329,3,0:22.0,A. Brooks makes 2-pt layup from 2 ft,,79,67
330,3,0:00.0,,E. Freedom makes 3-pt jump shot from 24 ft (assist by V. Oladipo),79,70
331,4,11:38.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by J. Lauvergne),79,73
332,4,11:17.0,A. Jefferson misses 2-pt jump shot from 14 ft,,79,73
333,4,11:17.0,Offensive rebound by L. Allen,,79,73
334,4,11:12.0,Turnover by L. Allen (bad pass; steal by Á. Abrines),,79,73
335,4,11:07.0,,Á. Abrines misses 3-pt jump shot from 25 ft,79,73
336,4,11:05.0,Defensive rebound by G. Robinson,,79,73
337,4,10:45.0,R. Stuckey misses 2-pt jump shot from 20 ft,,79,73
338,4,10:44.0,Offensive rebound by A. Jefferson,,79,73
339,4,10:34.0,A. Brooks misses 2-pt jump shot from 15 ft,,79,73
340,4,10:33.0,,Defensive rebound by J. Grant,79,73
341,4,10:23.0,,Personal foul by A. Jefferson (drawn by J. Lauvergne),79,73
342,4,10:15.0,,V. Oladipo makes 2-pt jump shot from 15 ft (assist by E. Freedom),79,75
343,4,9:54.0,R. Stuckey misses 2-pt layup from 2 ft,,79,75
344,4,9:53.0,,Defensive rebound by Team,79,75
345,4,9:42.0,,V. Oladipo misses 3-pt jump shot from 24 ft,79,75
346,4,9:40.0,,Offensive rebound by Team,79,75
347,4,9:40.0,M. Turner enters the game for A. Jefferson,,79,75
348,4,9:28.0,,E. Freedom makes 2-pt jump shot from 7 ft (assist by V. Oladipo),79,77
349,4,9:09.0,R. Stuckey misses 3-pt jump shot from 23 ft (block by J. Grant),,79,77
350,4,9:08.0,Offensive rebound by A. Brooks,,79,77
351,4,9:03.0,A. Brooks makes 3-pt jump shot from 26 ft,,82,77
352,4,8:37.0,,Á. Abrines misses 3-pt jump shot from 24 ft,82,77
353,4,8:36.0,Defensive rebound by R. Stuckey,,82,77
354,4,8:23.0,L. Allen makes 2-pt jump shot from 4 ft (assist by A. Brooks),,84,77
355,4,8:22.0,,Oklahoma City full timeout,84,77
356,4,8:22.0,,A. Morrow enters the game for V. Oladipo,84,77
357,4,8:22.0,,R. Westbrook enters the game for Á. Abrines,84,77
358,4,8:22.0,J. Teague enters the game for R. Stuckey,,84,77
359,4,8:22.0,M. Ellis enters the game for A. Brooks,,84,77
360,4,8:12.0,,J. Lauvergne makes 2-pt dunk at rim (assist by R. Westbrook),84,79
361,4,7:50.0,M. Turner makes 2-pt layup from 1 ft (assist by M. Ellis),,86,79
362,4,7:35.0,,E. Freedom misses 3-pt jump shot from 23 ft,86,79
363,4,7:33.0,,Offensive rebound by R. Westbrook,86,79
364,4,7:30.0,,Personal foul by M. Ellis (drawn by J. Grant),86,79
365,4,7:30.0,T. Young enters the game for L. Allen,,86,79
366,4,7:24.0,,R. Westbrook makes 2-pt jump shot from 14 ft (assist by E. Freedom),86,81
367,4,7:08.0,M. Ellis makes 2-pt jump shot from 11 ft,,88,81
368,4,7:08.0,Shooting foul by J. Grant (drawn by M. Ellis),,88,81
369,4,7:08.0,M. Ellis makes free throw 1 of 1,,89,81
370,4,6:53.0,,A. Morrow makes 2-pt jump shot from 9 ft,89,83
371,4,6:36.0,M. Turner misses 2-pt jump shot from 15 ft,,89,83
372,4,6:36.0,,Defensive rebound by J. Lauvergne,89,83
373,4,6:23.0,,R. Westbrook makes 2-pt jump shot from 12 ft,89,85
374,4,6:10.0,Personal block foul by J. Grant (drawn by M. Ellis),,89,85
375,4,6:10.0,,A. Roberson enters the game for J. Grant,89,85
376,4,6:10.0,,S. Adams enters the game for J. Lauvergne,89,85
377,4,5:58.0,G. Robinson misses 2-pt jump shot from 21 ft,,89,85
378,4,5:58.0,,Defensive rebound by R. Westbrook,89,85
