,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ORLANDO_ACTION,NEW YORK_SCORE,ORLANDO_SCORE
0,1,11:41.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Payton),0,2
1,1,11:21.0,D. Rose makes 2-pt layup from 3 ft (assist by K. Porziņģis),,2,2
2,1,11:21.0,Shooting foul by E. Payton (drawn by D. Rose),,2,2
3,1,11:21.0,D. Rose misses free throw 1 of 1,,2,2
4,1,11:19.0,,Defensive rebound by A. Gordon,2,2
5,1,11:07.0,,N. Vučević misses 2-pt hook shot from 12 ft,2,2
6,1,11:06.0,Defensive rebound by L. Thomas,,2,2
7,1,10:52.0,Personal foul by E. Payton (drawn by K. Porziņģis),,2,2
8,1,10:49.0,D. Rose misses 2-pt layup from 1 ft,,2,2
9,1,10:47.0,,Defensive rebound by N. Vučević,2,2
10,1,10:27.0,,N. Vučević misses 2-pt hook shot from 11 ft,2,2
11,1,10:25.0,,Offensive rebound by A. Gordon,2,2
12,1,10:25.0,,A. Gordon misses 2-pt layup from 1 ft,2,2
13,1,10:23.0,,Offensive rebound by A. Gordon,2,2
14,1,10:17.0,,A. Gordon misses 2-pt jump shot from 11 ft,2,2
15,1,10:15.0,Defensive rebound by K. Porziņģis,,2,2
16,1,10:01.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by D. Rose),,5,2
17,1,9:46.0,,N. Vučević misses 2-pt jump shot from 15 ft,5,2
18,1,9:45.0,,Offensive rebound by N. Vučević,5,2
19,1,9:43.0,,N. Vučević misses 2-pt layup from 2 ft,5,2
20,1,9:41.0,,Offensive rebound by N. Vučević,5,2
21,1,9:41.0,,N. Vučević misses 2-pt layup from 2 ft,5,2
22,1,9:38.0,Defensive rebound by K. Porziņģis,,5,2
23,1,9:28.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,5,2
24,1,9:27.0,,Defensive rebound by E. Payton,5,2
25,1,9:21.0,,E. Payton makes 2-pt jump shot from 8 ft,5,4
26,1,9:08.0,C. Anthony makes 2-pt jump shot from 22 ft,,7,4
27,1,9:03.0,,Shooting foul by L. Thomas (drawn by E. Fournier),7,4
28,1,9:03.0,,E. Fournier makes free throw 1 of 2,7,5
29,1,9:03.0,,E. Fournier makes free throw 2 of 2,7,6
30,1,8:43.0,Turnover by C. Lee (bad pass),,7,6
31,1,8:28.0,,Shooting foul by K. Porziņģis (drawn by A. Gordon),7,6
32,1,8:28.0,,A. Gordon makes free throw 1 of 2,7,7
33,1,8:28.0,,A. Gordon makes free throw 2 of 2,7,8
34,1,8:16.0,D. Rose makes 2-pt layup from 2 ft,,9,8
35,1,7:57.0,,T. Ross misses 3-pt jump shot from 25 ft,9,8
36,1,7:56.0,Defensive rebound by D. Rose,,9,8
37,1,7:43.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by D. Rose),,12,8
38,1,7:34.0,,Turnover by E. Payton (bad pass; steal by L. Thomas),12,8
39,1,7:26.0,C. Anthony makes 3-pt jump shot from 23 ft,,15,8
40,1,7:26.0,,Orlando full timeout,15,8
41,1,7:10.0,,Turnover by N. Vučević (bad pass; steal by D. Rose),15,8
42,1,7:00.0,C. Anthony misses 3-pt jump shot from 26 ft,,15,8
43,1,6:59.0,,Defensive rebound by A. Gordon,15,8
44,1,6:47.0,,T. Ross misses 2-pt jump shot from 18 ft,15,8
45,1,6:46.0,,Offensive rebound by N. Vučević,15,8
46,1,6:44.0,,N. Vučević makes 2-pt layup from 1 ft,15,10
47,1,6:33.0,Turnover by D. Rose (bad pass; steal by N. Vučević),,15,10
48,1,6:29.0,,Turnover by N. Vučević (lost ball; steal by C. Lee),15,10
49,1,6:23.0,Turnover by C. Lee (bad pass),,15,10
50,1,6:06.0,,E. Fournier makes 2-pt jump shot from 23 ft,15,12
51,1,5:45.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by D. Rose),,17,12
52,1,5:29.0,,E. Fournier misses 3-pt jump shot from 25 ft,17,12
53,1,5:27.0,Defensive rebound by K. Porziņģis,,17,12
54,1,5:21.0,D. Rose makes 2-pt layup from 3 ft,,19,12
55,1,5:07.0,,Shooting foul by D. Rose (drawn by N. Vučević),19,12
56,1,5:07.0,,N. Vučević makes free throw 1 of 2,19,13
57,1,5:07.0,,D. Augustin enters the game for E. Payton,19,13
58,1,5:07.0,,M. Hezonja enters the game for T. Ross,19,13
59,1,5:07.0,J. Holiday enters the game for L. Thomas,,19,13
60,1,5:07.0,,N. Vučević makes free throw 2 of 2,19,14
61,1,4:49.0,C. Anthony misses 2-pt jump shot from 14 ft,,19,14
62,1,4:48.0,Offensive rebound by K. Porziņģis,,19,14
63,1,4:45.0,K. Porziņģis misses 3-pt jump shot from 23 ft,,19,14
64,1,4:43.0,,Defensive rebound by M. Hezonja,19,14
65,1,4:31.0,,E. Fournier misses 2-pt jump shot from 10 ft,19,14
66,1,4:29.0,Defensive rebound by C. Anthony,,19,14
67,1,4:12.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,19,14
68,1,4:11.0,,Defensive rebound by M. Hezonja,19,14
69,1,4:06.0,,Turnover by M. Hezonja (bad pass; steal by C. Anthony),19,14
70,1,3:57.0,Shooting foul by A. Gordon (drawn by C. Anthony),,19,14
71,1,3:57.0,C. Anthony makes free throw 1 of 2,,20,14
72,1,3:57.0,K. O'Quinn enters the game for K. Porziņģis,,20,14
73,1,3:57.0,M. Kuzminskas enters the game for C. Lee,,20,14
74,1,3:57.0,C. Anthony makes free throw 2 of 2,,21,14
75,1,3:43.0,,N. Vučević misses 2-pt jump shot from 11 ft,21,14
76,1,3:43.0,Defensive rebound by Team,,21,14
77,1,3:43.0,,Loose ball foul by A. Gordon (drawn by C. Anthony),21,14
78,1,3:43.0,,J. Green enters the game for A. Gordon,21,14
79,1,3:25.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by M. Kuzminskas),,24,14
80,1,3:06.0,,E. Fournier makes 2-pt layup from 2 ft,24,16
81,1,3:06.0,,Shooting foul by J. Holiday (drawn by E. Fournier),24,16
82,1,3:06.0,,E. Fournier misses free throw 1 of 1,24,16
83,1,3:05.0,Defensive rebound by K. O'Quinn,,24,16
84,1,2:58.0,New York full timeout,,24,16
85,1,2:58.0,,B. Biyombo enters the game for N. Vučević,24,16
86,1,2:54.0,M. Kuzminskas misses 2-pt layup from 2 ft,,24,16
87,1,2:52.0,,Defensive rebound by D. Augustin,24,16
88,1,2:40.0,,M. Hezonja makes 2-pt hook shot from 3 ft (assist by D. Augustin),24,18
89,1,2:17.0,R. Baker enters the game for D. Rose,,24,18
90,1,2:09.0,J. Holiday makes 2-pt layup from 2 ft (assist by K. O'Quinn),,26,18
91,1,1:50.0,,E. Fournier misses 3-pt jump shot from 26 ft,26,18
92,1,1:49.0,Defensive rebound by K. O'Quinn,,26,18
93,1,1:35.0,M. Kuzminskas makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),,29,18
94,1,1:20.0,,D. Augustin makes 3-pt jump shot from 24 ft,29,21
95,1,1:03.0,J. Holiday makes 2-pt jump shot from 17 ft (assist by K. O'Quinn),,31,21
96,1,0:45.0,,J. Green misses 3-pt jump shot from 24 ft,31,21
97,1,0:42.0,,Offensive rebound by B. Biyombo,31,21
98,1,0:40.0,,J. Green makes 2-pt layup from 2 ft (assist by B. Biyombo),31,23
99,1,0:40.0,,Shooting foul by K. O'Quinn (drawn by J. Green),31,23
100,1,0:40.0,,J. Green makes free throw 1 of 1,31,24
101,1,0:24.0,M. Kuzminskas misses 3-pt jump shot from 23 ft,,31,24
102,1,0:23.0,,Defensive rebound by D. Augustin,31,24
103,1,0:02.0,,Turnover by B. Biyombo (bad pass; steal by R. Baker),31,24
104,1,0:00.0,R. Baker misses 3-pt jump shot from 52 ft,,31,24
105,1,0:00.0,Offensive rebound by Team,,31,24
106,2,11:42.0,K. O'Quinn misses 3-pt jump shot from 25 ft,,31,24
107,2,11:41.0,Offensive rebound by M. Kuzminskas,,31,24
108,2,11:41.0,Shooting foul by M. Hezonja (drawn by M. Kuzminskas),,31,24
109,2,11:41.0,M. Kuzminskas makes free throw 1 of 2,,32,24
110,2,11:41.0,M. Kuzminskas makes free throw 2 of 2,,33,24
111,2,11:22.0,,M. Hezonja misses 2-pt jump shot from 18 ft,33,24
112,2,11:19.0,,Offensive rebound by B. Biyombo,33,24
113,2,11:19.0,,B. Biyombo makes 2-pt layup from 1 ft,33,26
114,2,11:09.0,K. Porziņģis makes 2-pt hook shot from 5 ft (assist by R. Baker),,35,26
115,2,11:09.0,Shooting foul by B. Biyombo (drawn by K. Porziņģis),,35,26
116,2,11:09.0,K. Porziņģis makes free throw 1 of 1,,36,26
117,2,10:50.0,,T. Ross misses 2-pt layup from 2 ft,36,26
118,2,10:47.0,Defensive rebound by M. Kuzminskas,,36,26
119,2,10:31.0,K. O'Quinn makes 2-pt jump shot from 7 ft (assist by R. Baker),,38,26
120,2,10:16.0,,T. Ross makes 2-pt layup from 1 ft (assist by B. Biyombo),38,28
121,2,10:00.0,Offensive foul by M. Kuzminskas (drawn by J. Green),,38,28
122,2,10:00.0,Turnover by M. Kuzminskas (offensive foul),,38,28
123,2,9:41.0,,T. Ross makes 2-pt jump shot from 19 ft,38,30
124,2,9:27.0,Personal foul by J. Green (drawn by K. Porziņģis),,38,30
125,2,9:27.0,C. Lee enters the game for J. Holiday,,38,30
126,2,9:27.0,L. Thomas enters the game for K. O'Quinn,,38,30
127,2,9:20.0,M. Kuzminskas makes 2-pt dunk at rim (assist by K. Porziņģis),,40,30
128,2,9:05.0,,Def 3 sec tech foul by K. Porziņģis,40,30
129,2,9:05.0,,J. Green makes technical free throw,40,31
130,2,8:55.0,,Shooting foul by R. Baker (drawn by D. Augustin),40,31
131,2,8:55.0,Official timeout,,40,31
132,2,8:55.0,,D. Augustin makes free throw 1 of 3,40,32
133,2,8:55.0,,D. Augustin makes free throw 2 of 3,40,33
134,2,8:55.0,,D. Augustin makes free throw 3 of 3,40,34
135,2,8:34.0,L. Thomas makes 2-pt jump shot from 23 ft (assist by C. Lee),,42,34
136,2,8:15.0,,J. Green makes 2-pt jump shot from 8 ft,42,36
137,2,8:09.0,Turnover by R. Baker (back court),,42,36
138,2,7:57.0,,B. Biyombo misses 2-pt jump shot from 10 ft,42,36
139,2,7:55.0,Defensive rebound by L. Thomas,,42,36
140,2,7:40.0,M. Kuzminskas misses 3-pt jump shot from 26 ft,,42,36
141,2,7:38.0,,Defensive rebound by T. Ross,42,36
142,2,7:31.0,,Turnover by T. Ross (lost ball),42,36
143,2,7:31.0,C. Anthony enters the game for M. Kuzminskas,,42,36
144,2,7:31.0,D. Rose enters the game for R. Baker,,42,36
145,2,7:15.0,C. Lee misses 2-pt jump shot from 16 ft,,42,36
146,2,7:13.0,,Defensive rebound by T. Ross,42,36
147,2,7:01.0,,D. Augustin makes 2-pt jump shot from 14 ft,42,38
148,2,6:49.0,K. Porziņģis misses 2-pt jump shot from 6 ft,,42,38
149,2,6:48.0,,Defensive rebound by M. Hezonja,42,38
150,2,6:42.0,,D. Augustin makes 3-pt jump shot from 26 ft,42,41
151,2,6:42.0,New York full timeout,,42,41
152,2,6:28.0,Personal foul by M. Hezonja (drawn by D. Rose),,42,41
153,2,6:13.0,C. Anthony misses 2-pt jump shot from 22 ft,,42,41
154,2,6:12.0,,Defensive rebound by T. Ross,42,41
155,2,5:51.0,,T. Ross misses 3-pt jump shot from 27 ft,42,41
156,2,5:50.0,Defensive rebound by D. Rose,,42,41
157,2,5:44.0,D. Rose makes 2-pt layup from 1 ft,,44,41
158,2,5:26.0,,T. Ross misses 3-pt jump shot from 26 ft,44,41
