,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW YORK_ACTION,DENVER_SCORE,NEW YORK_SCORE
0,1,11:45.0,W. Chandler makes 2-pt jump shot from 6 ft,,2,0
1,1,11:32.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by D. Rose),2,3
2,1,11:13.0,D. Arthur makes 3-pt jump shot from 23 ft (assist by W. Chandler),,5,3
3,1,10:59.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by D. Rose),5,6
4,1,10:39.0,W. Chandler makes 2-pt jump shot from 5 ft,,7,6
5,1,10:25.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by C. Anthony),7,9
6,1,10:08.0,W. Chandler misses 2-pt layup from 1 ft,,7,9
7,1,10:06.0,,Defensive rebound by C. Anthony,7,9
8,1,9:59.0,,C. Anthony misses 3-pt jump shot from 25 ft,7,9
9,1,9:58.0,,Offensive rebound by D. Rose,7,9
10,1,9:53.0,,K. Porziņģis misses 2-pt hook shot from 4 ft,7,9
11,1,9:51.0,Defensive rebound by D. Arthur,,7,9
12,1,9:35.0,J. Nelson misses 3-pt jump shot from 25 ft,,7,9
13,1,9:33.0,,Defensive rebound by D. Rose,7,9
14,1,9:27.0,,D. Rose makes 2-pt layup from 1 ft,7,11
15,1,9:14.0,G. Harris misses 3-pt jump shot from 24 ft,,7,11
16,1,9:13.0,Offensive rebound by N. Jokić,,7,11
17,1,9:09.0,D. Arthur misses 3-pt jump shot from 25 ft,,7,11
18,1,9:07.0,Offensive rebound by Team,,7,11
19,1,8:50.0,J. Nelson makes 3-pt jump shot from 24 ft (assist by N. Jokić),,10,11
20,1,8:38.0,,C. Lee makes 2-pt jump shot from 16 ft (assist by B. Jennings),10,13
21,1,8:17.0,G. Harris makes 3-pt jump shot from 24 ft (assist by D. Arthur),,13,13
22,1,8:01.0,,B. Jennings misses 3-pt jump shot from 25 ft,13,13
23,1,7:59.0,Defensive rebound by G. Harris,,13,13
24,1,7:54.0,Turnover by G. Harris (lost ball; steal by C. Lee),,13,13
25,1,7:52.0,,Personal foul by N. Jokić (drawn by D. Rose),13,13
26,1,7:41.0,,D. Rose makes 2-pt jump shot from 17 ft,13,15
27,1,7:21.0,W. Chandler makes 2-pt dunk at rim (assist by J. Nelson),,15,15
28,1,7:13.0,,C. Lee misses 3-pt jump shot from 23 ft,15,15
29,1,7:11.0,Defensive rebound by G. Harris,,15,15
30,1,7:01.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Nelson),,17,15
31,1,7:00.0,,New York full timeout,17,15
32,1,6:47.0,,C. Anthony makes 2-pt jump shot from 23 ft,17,17
33,1,6:34.0,D. Arthur makes 2-pt jump shot from 16 ft (assist by N. Jokić),,19,17
34,1,6:18.0,,K. Porziņģis misses 2-pt jump shot from 3 ft (block by W. Chandler),19,17
35,1,6:16.0,Defensive rebound by J. Nelson,,19,17
36,1,6:09.0,D. Arthur makes 3-pt jump shot from 25 ft (assist by G. Harris),,22,17
37,1,5:47.0,,C. Anthony misses 2-pt jump shot from 16 ft,22,17
38,1,5:46.0,Defensive rebound by J. Nelson,,22,17
39,1,5:36.0,Personal foul by C. Lee (drawn by W. Chandler),,22,17
40,1,5:36.0,W. Barton enters the game for D. Arthur,,22,17
41,1,5:32.0,Turnover by N. Jokić (lost ball; steal by D. Rose),,22,17
42,1,5:28.0,Violation by W. Barton (def goaltending),,22,17
43,1,5:28.0,,C. Lee makes 2-pt layup from 2 ft (assist by D. Rose),22,19
44,1,5:13.0,Turnover by J. Nelson (bad pass; steal by K. Porziņģis),,22,19
45,1,5:11.0,,K. O'Quinn enters the game for K. Porziņģis,22,19
46,1,5:00.0,,D. Rose misses 2-pt jump shot from 7 ft,22,19
47,1,4:58.0,,Offensive rebound by C. Anthony,22,19
48,1,4:57.0,,C. Anthony makes 2-pt jump shot from 19 ft,22,21
49,1,4:40.0,J. Nelson makes 2-pt layup from 2 ft,,24,21
50,1,4:14.0,,C. Anthony makes 2-pt jump shot from 17 ft,24,23
51,1,3:58.0,N. Jokić makes 2-pt layup from 2 ft,,26,23
52,1,3:47.0,,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by C. Lee),26,25
53,1,3:36.0,W. Chandler makes 3-pt jump shot from 25 ft,,29,25
54,1,3:19.0,,Turnover by C. Lee (bad pass; steal by W. Chandler),29,25
55,1,3:16.0,,J. Holiday enters the game for B. Jennings,29,25
56,1,3:16.0,J. Hernangómez enters the game for G. Harris,,29,25
57,1,3:02.0,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by W. Chandler),,32,25
58,1,2:54.0,,C. Anthony misses 3-pt jump shot from 25 ft,32,25
59,1,2:52.0,Defensive rebound by N. Jokić,,32,25
60,1,2:44.0,J. Nelson misses 2-pt jump shot from 7 ft,,32,25
61,1,2:42.0,,Defensive rebound by D. Rose,32,25
62,1,2:38.0,,D. Rose makes 2-pt layup from 2 ft,32,27
63,1,2:25.0,N. Jokić misses 3-pt jump shot from 25 ft,,32,27
64,1,2:24.0,,Defensive rebound by C. Lee,32,27
65,1,2:18.0,,J. Holiday misses 3-pt jump shot from 23 ft,32,27
66,1,2:16.0,Defensive rebound by W. Barton,,32,27
67,1,2:11.0,W. Barton misses 2-pt jump shot from 6 ft (block by K. O'Quinn),,32,27
68,1,2:09.0,,Defensive rebound by K. O'Quinn,32,27
69,1,2:04.0,,C. Lee makes 2-pt layup from 1 ft (assist by J. Holiday),32,29
70,1,2:04.0,Denver full timeout,,32,29
71,1,2:04.0,J. Murray enters the game for N. Jokić,,32,29
72,1,2:04.0,J. Nurkić enters the game for J. Nelson,,32,29
73,1,1:52.0,Turnover by W. Chandler (bad pass; steal by C. Anthony),,32,29
74,1,1:47.0,,J. Holiday misses 3-pt jump shot from 24 ft,32,29
75,1,1:45.0,,Offensive rebound by Team,32,29
76,1,1:42.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Holiday),32,32
77,1,1:22.0,Personal foul by K. O'Quinn (drawn by J. Nurkić),,32,32
78,1,1:16.0,W. Barton makes 2-pt layup from 2 ft,,34,32
79,1,0:49.0,,C. Lee misses 3-pt jump shot from 25 ft,34,32
80,1,0:47.0,Defensive rebound by J. Hernangómez,,34,32
81,1,0:38.0,Turnover by W. Barton (traveling),,34,32
82,1,0:29.0,,D. Rose misses 2-pt jump shot from 22 ft,34,32
83,1,0:27.0,Defensive rebound by W. Chandler,,34,32
84,1,0:09.0,J. Murray misses 3-pt jump shot from 25 ft,,34,32
85,1,0:08.0,Offensive rebound by W. Barton,,34,32
86,1,0:07.0,W. Barton misses 2-pt layup from 3 ft,,34,32
87,1,0:05.0,Offensive rebound by J. Nurkić,,34,32
88,1,0:04.0,J. Nurkić misses 2-pt layup from 2 ft,,34,32
89,1,0:02.0,Offensive rebound by W. Barton,,34,32
90,1,0:02.0,W. Barton misses 2-pt layup at rim,,34,32
91,1,0:01.0,Offensive rebound by W. Barton,,34,32
92,2,11:40.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by B. Jennings),34,34
93,2,11:24.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,34,34
94,2,11:22.0,,Defensive rebound by K. Porziņģis,34,34
95,2,11:14.0,,B. Jennings makes 3-pt jump shot from 24 ft,34,37
96,2,10:48.0,J. Murray misses 2-pt jump shot from 19 ft,,34,37
97,2,10:45.0,Offensive rebound by J. Nurkić,,34,37
98,2,10:44.0,J. Nurkić makes 2-pt layup from 2 ft,,36,37
99,2,10:34.0,,J. Holiday makes 3-pt jump shot from 22 ft (assist by R. Baker),36,40
100,2,10:22.0,Turnover by J. Nurkić (bad pass; steal by J. Holiday),,36,40
101,2,10:15.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by R. Baker),36,42
102,2,10:15.0,Denver full timeout,,36,42
103,2,9:59.0,J. Nurkić misses 2-pt layup from 1 ft (block by K. O'Quinn),,36,42
104,2,9:56.0,Offensive rebound by W. Barton,,36,42
105,2,9:51.0,J. Hernangómez misses 3-pt jump shot from 24 ft,,36,42
106,2,9:50.0,Offensive rebound by Team,,36,42
107,2,9:38.0,Turnover by J. Murray (bad pass),,36,42
108,2,9:15.0,,B. Jennings misses 3-pt jump shot from 25 ft,36,42
109,2,9:13.0,Defensive rebound by J. Nurkić,,36,42
110,2,9:08.0,D. Arthur misses 3-pt jump shot from 25 ft,,36,42
111,2,9:06.0,,Defensive rebound by J. Holiday,36,42
112,2,8:53.0,,K. Porziņģis makes 2-pt dunk at rim (assist by K. O'Quinn),36,44
113,2,8:34.0,Shooting foul by K. Porziņģis (drawn by W. Barton),,36,44
114,2,8:34.0,W. Barton makes free throw 1 of 3,,37,44
115,2,8:34.0,W. Barton makes free throw 2 of 3,,38,44
116,2,8:34.0,W. Barton misses free throw 3 of 3,,38,44
117,2,8:34.0,,W. Hernangómez enters the game for K. O'Quinn,38,44
118,2,8:33.0,,Defensive rebound by W. Hernangómez,38,44
119,2,8:18.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),38,47
120,2,8:11.0,D. Arthur makes 2-pt dunk at rim (assist by W. Barton),,40,47
121,2,8:00.0,,J. Holiday misses 3-pt jump shot from 23 ft,40,47
122,2,7:58.0,,Offensive rebound by B. Jennings,40,47
123,2,7:51.0,,Shooting foul by D. Arthur (drawn by K. Porziņģis),40,47
124,2,7:51.0,,K. Porziņģis misses free throw 1 of 2,40,47
125,2,7:51.0,,Offensive rebound by Team,40,47
126,2,7:51.0,,K. Porziņģis makes free throw 2 of 2,40,48
127,2,7:34.0,Turnover by J. Murray (lost ball),,40,48
128,2,7:34.0,G. Harris enters the game for J. Hernangómez,,40,48
129,2,7:26.0,,Personal foul by J. Nurkić (drawn by W. Hernangómez),40,48
130,2,7:26.0,N. Jokić enters the game for J. Nurkić,,40,48
131,2,7:22.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by R. Baker),40,50
132,2,7:06.0,D. Arthur misses 2-pt jump shot from 18 ft,,40,50
133,2,7:04.0,,Defensive rebound by B. Jennings,40,50
134,2,6:58.0,,R. Baker misses 3-pt jump shot from 23 ft,40,50
135,2,6:56.0,Defensive rebound by D. Arthur,,40,50
136,2,6:51.0,G. Harris misses 3-pt jump shot from 25 ft,,40,50
137,2,6:49.0,,Defensive rebound by W. Hernangómez,40,50
138,2,6:42.0,,B. Jennings misses 2-pt layup from 2 ft,40,50
139,2,6:40.0,,Offensive rebound by W. Hernangómez,40,50
140,2,6:40.0,,W. Hernangómez makes 2-pt layup from 1 ft,40,52
141,2,6:23.0,N. Jokić makes 2-pt layup from 2 ft,,42,52
142,2,6:17.0,,R. Baker makes 2-pt layup from 2 ft (assist by B. Jennings),42,54
143,2,6:15.0,Denver full timeout,,42,54
144,2,6:15.0,J. Nelson enters the game for D. Arthur,,42,54
145,2,6:15.0,W. Chandler enters the game for J. Murray,,42,54
146,2,5:53.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by W. Barton),,44,54
147,2,5:40.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,44,54
148,2,5:37.0,Defensive rebound by W. Barton,,44,54
149,2,5:32.0,W. Barton misses 3-pt jump shot from 25 ft,,44,54
150,2,5:30.0,,Defensive rebound by Team,44,54
151,2,5:30.0,Official timeout,,44,54
152,2,5:30.0,,D. Rose enters the game for B. Jennings,44,54
153,2,5:30.0,,C. Lee enters the game for J. Holiday,44,54
154,2,5:30.0,,C. Anthony enters the game for R. Baker,44,54
155,2,5:16.0,,Turnover by C. Lee (bad pass),44,54
156,2,5:04.0,W. Chandler makes 2-pt layup from 1 ft (assist by J. Nelson),,46,54
157,2,4:50.0,,Shooting foul by W. Barton (drawn by C. Anthony),46,54
158,2,4:50.0,,C. Anthony misses free throw 1 of 2,46,54
159,2,4:50.0,,Offensive rebound by Team,46,54
160,2,4:50.0,,C. Anthony makes free throw 2 of 2,46,55
161,2,4:27.0,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Nelson),,49,55
162,2,4:10.0,,W. Hernangómez makes 2-pt layup from 1 ft,49,57
163,2,4:00.0,N. Jokić makes 2-pt layup from 2 ft,,51,57
164,2,3:46.0,,W. Hernangómez misses 2-pt layup from 2 ft,51,57
165,2,3:45.0,Defensive rebound by G. Harris,,51,57
166,2,3:39.0,W. Barton misses 2-pt layup from 2 ft,,51,57
167,2,3:38.0,Offensive rebound by G. Harris,,51,57
168,2,3:32.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by J. Nelson),,53,57
169,2,3:32.0,,New York full timeout,53,57
170,2,3:32.0,,R. Baker enters the game for K. Porziņģis,53,57
171,2,3:32.0,,K. O'Quinn enters the game for W. Hernangómez,53,57
172,2,3:18.0,,D. Rose misses 2-pt layup from 2 ft (block by W. Chandler),53,57
173,2,3:17.0,,Offensive rebound by K. O'Quinn,53,57
174,2,3:09.0,,C. Anthony misses 3-pt jump shot from 25 ft,53,57
175,2,3:07.0,Defensive rebound by N. Jokić,,53,57
176,2,2:55.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by J. Nelson),,55,57
177,2,2:55.0,Shooting foul by C. Lee (drawn by N. Jokić),,55,57
178,2,2:55.0,N. Jokić makes free throw 1 of 1,,56,57
179,2,2:40.0,,K. O'Quinn makes 2-pt jump shot from 15 ft (assist by D. Rose),56,59
180,2,2:23.0,Turnover by W. Chandler (bad pass; steal by R. Baker),,56,59
181,2,2:18.0,,D. Rose makes 2-pt jump shot from 6 ft (assist by R. Baker),56,61
182,2,2:18.0,,Shooting foul by J. Nelson (drawn by D. Rose),56,61
183,2,2:18.0,,D. Rose makes free throw 1 of 1,56,62
184,2,2:04.0,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),,58,62
185,2,1:52.0,,C. Anthony makes 2-pt jump shot from 21 ft (assist by K. O'Quinn),58,64
186,2,1:41.0,Turnover by G. Harris (bad pass),,58,64
187,2,1:29.0,,C. Lee misses 3-pt jump shot from 23 ft,58,64
188,2,1:27.0,Defensive rebound by N. Jokić,,58,64
189,2,1:14.0,Personal foul by R. Baker (drawn by J. Nelson),,58,64
190,2,1:11.0,N. Jokić misses 2-pt jump shot from 14 ft,,58,64
191,2,1:09.0,,Defensive rebound by C. Anthony,58,64
192,2,1:01.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by C. Anthony),58,66
193,2,0:53.0,J. Nelson makes 3-pt jump shot from 25 ft,,61,66
194,2,0:49.0,,Turnover by D. Rose (lost ball; steal by G. Harris),61,66
195,2,0:41.0,Turnover by W. Barton (lost ball; steal by C. Lee),,61,66
196,2,0:29.0,,C. Anthony misses 3-pt jump shot from 25 ft,61,66
197,2,0:27.0,Defensive rebound by J. Nelson,,61,66
198,2,0:07.0,G. Harris makes 3-pt jump shot from 23 ft (assist by J. Nelson),,64,66
199,3,11:45.0,,K. Porziņģis makes 2-pt jump shot from 7 ft (assist by C. Lee),64,68
200,3,11:22.0,N. Jokić makes 2-pt jump shot from 20 ft,,66,68
201,3,11:06.0,,Offensive foul by C. Anthony (drawn by N. Jokić),66,68
202,3,11:06.0,,Turnover by C. Anthony (offensive foul),66,68
203,3,10:51.0,N. Jokić makes 2-pt hook shot from 3 ft,,68,68
204,3,10:43.0,,Turnover by K. Porziņģis (bad pass),68,68
205,3,10:41.0,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),,70,68
206,3,10:38.0,,New York full timeout,70,68
207,3,10:21.0,,K. Porziņģis makes 2-pt hook shot from 3 ft (assist by C. Anthony),70,70
208,3,10:00.0,D. Arthur makes 3-pt jump shot from 24 ft (assist by W. Chandler),,73,70
209,3,9:48.0,,Personal foul by J. Nelson (drawn by C. Lee),73,70
210,3,9:41.0,,D. Rose makes 2-pt jump shot from 18 ft,73,72
211,3,9:24.0,N. Jokić makes 2-pt hook shot from 3 ft,,75,72
212,3,9:04.0,,K. Porziņģis misses 2-pt layup from 2 ft,75,72
213,3,9:02.0,Defensive rebound by W. Chandler,,75,72
214,3,8:57.0,Personal foul by K. Porziņģis (drawn by W. Chandler),,75,72
215,3,8:57.0,,J. Holiday enters the game for C. Lee,75,72
216,3,8:50.0,G. Harris makes 2-pt dunk at rim (assist by J. Nelson),,77,72
217,3,8:27.0,,K. Porziņģis misses 3-pt jump shot from 23 ft,77,72
218,3,8:25.0,Defensive rebound by W. Chandler,,77,72
219,3,8:17.0,Shooting foul by K. Porziņģis (drawn by N. Jokić),,77,72
220,3,8:17.0,N. Jokić makes free throw 1 of 2,,78,72
221,3,8:17.0,,K. O'Quinn enters the game for K. Porziņģis,78,72
