,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BOSTON_ACTION,GOLDEN STATE_SCORE,BOSTON_SCORE
64,1,4:09.0,Defensive rebound by J. McAdoo,,21,16
65,1,4:04.0,A. Iguodala makes 2-pt layup from 1 ft (assist by J. McAdoo),,23,16
66,1,3:48.0,,Turnover by M. Smart (bad pass),23,16
67,1,3:48.0,P. McCaw enters the game for K. Thompson,,23,16
68,1,3:36.0,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),,25,16
69,1,3:13.0,,I. Thomas misses 3-pt jump shot from 25 ft,25,16
70,1,3:11.0,,Offensive rebound by A. Johnson,25,16
71,1,3:11.0,,A. Johnson makes 2-pt dunk at rim,25,18
72,1,3:02.0,S. Curry misses 3-pt jump shot from 26 ft,,25,18
73,1,3:01.0,,Defensive rebound by J. Jerebko,25,18
74,1,2:54.0,,Shooting foul by D. Green (drawn by I. Thomas),25,18
75,1,2:54.0,,I. Thomas makes free throw 1 of 2,25,19
76,1,2:54.0,,T. Rozier enters the game for M. Smart,25,19
77,1,2:54.0,,T. Zeller enters the game for A. Johnson,25,19
78,1,2:54.0,,I. Thomas makes free throw 2 of 2,25,20
79,1,2:39.0,S. Curry misses 2-pt jump shot from 15 ft,,25,20
80,1,2:37.0,,Defensive rebound by I. Thomas,25,20
81,1,2:14.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by J. Jerebko),25,23
82,1,2:00.0,S. Curry misses 3-pt jump shot from 26 ft,,25,23
83,1,1:59.0,,Defensive rebound by T. Rozier,25,23
84,1,1:47.0,,Offensive foul by J. Jerebko (drawn by A. Iguodala),25,23
85,1,1:47.0,,Turnover by J. Jerebko (offensive foul),25,23
86,1,1:47.0,,A. Bradley enters the game for I. Thomas,25,23
87,1,1:31.0,D. Green misses 2-pt jump shot from 8 ft,,25,23
88,1,1:29.0,Offensive rebound by D. Green,,25,23
89,1,1:29.0,D. Green misses 2-pt layup from 1 ft,,25,23
90,1,1:28.0,,Defensive rebound by T. Zeller,25,23
91,1,1:15.0,K. Thompson enters the game for S. Curry,,25,23
92,1,1:15.0,K. Durant enters the game for D. Green,,25,23
93,1,1:08.0,,T. Zeller makes 2-pt jump shot from 19 ft (assist by T. Rozier),25,25
94,1,0:47.0,K. Durant makes 2-pt jump shot from 13 ft (assist by K. Thompson),,27,25
95,1,0:35.0,,Personal foul by P. McCaw (drawn by T. Rozier),27,25
96,1,0:30.0,,T. Zeller makes 2-pt jump shot from 20 ft (assist by T. Rozier),27,27
97,1,0:12.0,J. McAdoo makes 2-pt dunk at rim (assist by K. Durant),,29,27
98,1,0:00.0,,J. Brown misses 3-pt jump shot from 25 ft,29,27
99,1,0:00.0,,Offensive rebound by Team,29,27
100,2,12:00.0,,Technical foul by J. Brown,29,27
101,2,12:00.0,K. Thompson makes technical free throw,,30,27
102,2,11:46.0,A. Iguodala misses 2-pt jump shot from 17 ft,,30,27
103,2,11:43.0,,Defensive rebound by T. Rozier,30,27
104,2,11:38.0,,Turnover by T. Rozier (lost ball),30,27
105,2,11:19.0,K. Durant makes 2-pt jump shot from 14 ft,,32,27
106,2,11:00.0,,Shooting foul by K. Thompson (drawn by T. Rozier),32,27
107,2,11:00.0,,T. Rozier misses free throw 1 of 2,32,27
108,2,11:00.0,,Offensive rebound by Team,32,27
109,2,11:00.0,,T. Rozier makes free throw 2 of 2,32,28
110,2,10:50.0,Turnover by D. West (bad pass; steal by A. Bradley),,32,28
111,2,10:44.0,,A. Bradley misses 2-pt layup from 1 ft (block by D. West),32,28
112,2,10:42.0,Defensive rebound by K. Thompson,,32,28
113,2,10:35.0,K. Durant makes 2-pt jump shot from 16 ft,,34,28
114,2,10:15.0,,A. Bradley misses 2-pt jump shot from 17 ft,34,28
115,2,10:14.0,Defensive rebound by A. Iguodala,,34,28
116,2,10:03.0,S. Livingston makes 2-pt dunk at rim (assist by K. Durant),,36,28
117,2,10:02.0,,Boston full timeout,36,28
118,2,10:02.0,,G. Green enters the game for J. Brown,36,28
119,2,9:43.0,,A. Bradley makes 2-pt layup from 1 ft,36,30
120,2,9:27.0,Shooting foul by A. Bradley (drawn by K. Durant),,36,30
121,2,9:27.0,K. Durant misses free throw 1 of 2,,36,30
122,2,9:27.0,Offensive rebound by Team,,36,30
123,2,9:27.0,K. Durant misses free throw 2 of 2,,36,30
124,2,9:27.0,,Defensive rebound by G. Green,36,30
125,2,9:08.0,,Turnover by A. Bradley (lost ball; steal by S. Livingston),36,30
126,2,8:53.0,D. West misses 2-pt jump shot from 19 ft,,36,30
127,2,8:52.0,Offensive rebound by Team,,36,30
128,2,8:52.0,,Loose ball foul by A. Bradley (drawn by S. Livingston),36,30
129,2,8:52.0,,J. Jerebko enters the game for T. Zeller,36,30
130,2,8:49.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by A. Iguodala),,38,30
131,2,8:37.0,,Personal foul by D. West (drawn by K. Olynyk),38,30
132,2,8:37.0,P. McCaw enters the game for A. Iguodala,,38,30
133,2,8:25.0,,G. Green misses 2-pt jump shot from 21 ft,38,30
134,2,8:24.0,Defensive rebound by K. Durant,,38,30
135,2,8:17.0,Turnover by K. Durant (lost ball; steal by J. Jerebko),,38,30
136,2,8:12.0,,A. Bradley makes 2-pt dunk at rim (assist by T. Rozier),38,32
137,2,7:47.0,Turnover by P. McCaw (bad pass; steal by A. Bradley),,38,32
138,2,7:39.0,,T. Rozier misses 2-pt jump shot from 11 ft,38,32
139,2,7:38.0,Defensive rebound by D. West,,38,32
140,2,7:24.0,D. West makes 2-pt layup at rim (assist by S. Livingston),,40,32
141,2,7:07.0,,J. Jerebko makes 2-pt jump shot from 6 ft,40,34
142,2,6:49.0,K. Thompson makes 2-pt jump shot from 10 ft (assist by K. Durant),,42,34
143,2,6:34.0,,G. Green misses 2-pt layup from 3 ft,42,34
144,2,6:33.0,,Offensive rebound by K. Olynyk,42,34
145,2,6:32.0,,K. Olynyk misses 2-pt layup from 2 ft (block by S. Livingston),42,34
146,2,6:30.0,Defensive rebound by K. Durant,,42,34
147,2,6:25.0,Turnover by S. Livingston (bad pass; steal by J. Jerebko),,42,34
148,2,6:24.0,,Personal foul by S. Livingston (drawn by J. Jerebko),42,34
149,2,6:24.0,,M. Smart enters the game for T. Rozier,42,34
150,2,6:24.0,S. Curry enters the game for K. Durant,,42,34
151,2,6:24.0,D. Green enters the game for K. Thompson,,42,34
152,2,6:24.0,J. McAdoo enters the game for D. West,,42,34
153,2,6:11.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by K. Olynyk),42,36
154,2,5:54.0,D. Green misses 3-pt jump shot from 26 ft,,42,36
155,2,5:53.0,,Defensive rebound by A. Bradley,42,36
156,2,5:44.0,,A. Bradley misses 2-pt jump shot from 12 ft,42,36
157,2,5:43.0,Defensive rebound by S. Livingston,,42,36
158,2,5:26.0,P. McCaw misses 3-pt jump shot from 26 ft,,42,36
159,2,5:25.0,,Defensive rebound by G. Green,42,36
160,2,5:14.0,,G. Green misses 2-pt layup from 2 ft,42,36
161,2,5:13.0,Defensive rebound by D. Green,,42,36
162,2,5:11.0,Personal foul by J. Jerebko (drawn by S. Livingston),,42,36
163,2,5:11.0,Official timeout,,42,36
164,2,5:11.0,,I. Thomas enters the game for K. Olynyk,42,36
165,2,5:11.0,,A. Johnson enters the game for A. Bradley,42,36
166,2,4:53.0,S. Curry makes 2-pt jump shot from 23 ft,,44,36
167,2,4:31.0,,G. Green misses 2-pt jump shot from 11 ft (block by S. Livingston),44,36
168,2,4:30.0,Defensive rebound by S. Livingston,,44,36
169,2,4:22.0,S. Curry misses 3-pt jump shot from 26 ft,,44,36
170,2,4:21.0,,Defensive rebound by Team,44,36
171,2,4:21.0,Loose ball foul by D. Green (drawn by M. Smart),,44,36
172,2,4:02.0,,G. Green makes 3-pt jump shot from 26 ft (assist by I. Thomas),44,39
173,2,3:41.0,S. Livingston misses 2-pt jump shot from 13 ft,,44,39
174,2,3:40.0,,Defensive rebound by J. Jerebko,44,39
175,2,3:29.0,,I. Thomas makes 2-pt layup from 1 ft,44,41
176,2,3:29.0,Golden State full timeout,,44,41
177,2,3:29.0,A. Iguodala enters the game for J. McAdoo,,44,41
178,2,3:29.0,K. Durant enters the game for P. McCaw,,44,41
179,2,3:29.0,K. Thompson enters the game for S. Livingston,,44,41
180,2,3:04.0,A. Iguodala makes 2-pt hook shot at rim (assist by D. Green),,46,41
181,2,2:51.0,,G. Green makes 3-pt jump shot from 25 ft (assist by I. Thomas),46,44
182,2,2:40.0,Shooting foul by G. Green (drawn by D. Green),,46,44
183,2,2:40.0,D. Green makes free throw 1 of 2,,47,44
184,2,2:40.0,D. Green misses free throw 2 of 2,,47,44
185,2,2:40.0,,Defensive rebound by G. Green,47,44
186,2,2:40.0,,A. Bradley enters the game for J. Jerebko,47,44
187,2,2:27.0,,I. Thomas misses 3-pt jump shot from 26 ft,47,44
188,2,2:25.0,Defensive rebound by K. Durant,,47,44
189,2,2:12.0,K. Thompson makes 2-pt jump shot from 17 ft,,49,44
190,2,2:06.0,,Shooting block foul by K. Thompson (drawn by I. Thomas),49,44
191,2,2:06.0,,I. Thomas makes free throw 1 of 2,49,45
192,2,2:06.0,,I. Thomas makes free throw 2 of 2,49,46
193,2,1:52.0,S. Curry makes 2-pt layup from 3 ft (assist by D. Green),,51,46
194,2,1:33.0,,G. Green misses 2-pt jump shot from 11 ft,51,46
195,2,1:32.0,Defensive rebound by A. Iguodala,,51,46
196,2,1:25.0,K. Durant misses 3-pt jump shot from 25 ft,,51,46
197,2,1:24.0,,Defensive rebound by A. Bradley,51,46
198,2,1:18.0,,I. Thomas misses 3-pt jump shot from 26 ft,51,46
199,2,1:17.0,Defensive rebound by D. Green,,51,46
200,2,1:06.0,K. Durant makes 2-pt jump shot from 10 ft (assist by D. Green),,53,46
201,2,0:57.0,,Personal block foul by S. Curry (drawn by I. Thomas),53,46
202,2,0:57.0,,I. Thomas makes free throw 1 of 2,53,47
203,2,0:57.0,,K. Olynyk enters the game for A. Johnson,53,47
204,2,0:57.0,,I. Thomas makes free throw 2 of 2,53,48
205,2,0:46.0,K. Thompson misses 3-pt jump shot from 29 ft,,53,48
206,2,0:45.0,,Defensive rebound by K. Olynyk,53,48
207,2,0:32.0,,I. Thomas misses 2-pt layup from 1 ft,53,48
208,2,0:32.0,Defensive rebound by D. Green,,53,48
209,2,0:14.0,K. Thompson makes 2-pt layup from 2 ft (assist by A. Iguodala),,55,48
210,2,0:04.0,,M. Smart misses 3-pt jump shot from 27 ft,55,48
211,2,0:03.0,Defensive rebound by D. Green,,55,48
212,2,0:00.0,S. Curry misses 3-pt jump shot from 43 ft,,55,48
213,2,0:00.0,Offensive rebound by Team,,55,48
214,3,11:49.0,K. Durant misses 2-pt jump shot from 13 ft,,55,48
215,3,11:49.0,,Defensive rebound by A. Johnson,55,48
216,3,11:33.0,,I. Thomas misses 2-pt layup from 2 ft,55,48
217,3,11:32.0,Defensive rebound by K. Durant,,55,48
218,3,11:25.0,S. Curry misses 3-pt jump shot from 26 ft,,55,48
219,3,11:24.0,Offensive rebound by Z. Pachulia,,55,48
220,3,11:21.0,K. Thompson misses 3-pt jump shot from 26 ft,,55,48
221,3,11:20.0,Offensive rebound by K. Durant,,55,48
222,3,11:14.0,Personal foul by I. Thomas (drawn by Z. Pachulia),,55,48
223,3,11:11.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,58,48
224,3,10:56.0,,K. Olynyk misses 3-pt jump shot from 25 ft,58,48
225,3,10:55.0,Defensive rebound by K. Durant,,58,48
226,3,10:46.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Durant),,61,48
227,3,10:21.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by M. Smart),61,51
228,3,10:00.0,K. Thompson makes 2-pt jump shot from 8 ft (assist by D. Green),,63,51
229,3,9:42.0,,Turnover by A. Johnson (bad pass; steal by K. Durant),63,51
230,3,9:30.0,Turnover by D. Green (bad pass),,63,51
231,3,9:17.0,,K. Olynyk misses 2-pt jump shot from 10 ft (block by S. Curry),63,51
232,3,9:16.0,Defensive rebound by Team,,63,51
233,3,9:16.0,,J. Jerebko enters the game for A. Johnson,63,51
234,3,9:01.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,66,51
235,3,8:35.0,,M. Smart misses 2-pt jump shot from 23 ft,66,51
236,3,8:34.0,Defensive rebound by Z. Pachulia,,66,51
237,3,8:25.0,K. Thompson makes 2-pt jump shot from 14 ft,,68,51
238,3,8:25.0,,Boston full timeout,68,51
239,3,8:25.0,,J. Mickey enters the game for K. Olynyk,68,51
240,3,8:07.0,,Turnover by A. Bradley (bad pass; steal by K. Durant),68,51
241,3,8:03.0,K. Durant makes 2-pt dunk at rim (assist by S. Curry),,70,51
242,3,7:54.0,,Turnover by M. Smart (bad pass; steal by S. Curry),70,51
243,3,7:48.0,S. Curry makes 3-pt jump shot from 26 ft,,73,51
244,3,7:47.0,,Boston full timeout,73,51
245,3,7:24.0,,J. Mickey misses 2-pt layup from 3 ft,73,51
246,3,7:23.0,Defensive rebound by Z. Pachulia,,73,51
247,3,7:18.0,S. Curry makes 2-pt layup from 1 ft (assist by K. Durant),,75,51
248,3,6:55.0,,Turnover by J. Jerebko (bad pass; steal by Z. Pachulia),75,51
249,3,6:44.0,Turnover by K. Thompson (lost ball),,75,51
250,3,6:44.0,,T. Rozier enters the game for J. Jerebko,75,51
251,3,6:44.0,,G. Green enters the game for A. Bradley,75,51
252,3,6:31.0,,G. Green misses 3-pt jump shot from 26 ft,75,51
253,3,6:30.0,Defensive rebound by K. Thompson,,75,51
254,3,6:16.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),,77,51
255,3,5:52.0,,G. Green misses 3-pt jump shot from 24 ft,77,51
256,3,5:51.0,Defensive rebound by K. Durant,,77,51
257,3,5:39.0,Z. Pachulia makes 2-pt jump shot from 17 ft (assist by K. Thompson),,79,51
258,3,5:21.0,,M. Smart misses 3-pt jump shot from 23 ft,79,51
259,3,5:20.0,,Offensive rebound by Team,79,51
260,3,5:20.0,A. Iguodala enters the game for K. Durant,,79,51
261,3,5:20.0,,T. Zeller enters the game for J. Mickey,79,51
262,3,5:16.0,,I. Thomas misses 3-pt jump shot from 23 ft,79,51
263,3,5:15.0,Defensive rebound by A. Iguodala,,79,51
264,3,5:02.0,K. Thompson misses 3-pt jump shot from 26 ft,,79,51
265,3,5:01.0,,Defensive rebound by G. Green,79,51
266,3,4:52.0,,Personal foul by S. Curry (drawn by I. Thomas),79,51
267,3,4:52.0,Technical foul by S. Curry,,79,51
268,3,4:52.0,,I. Thomas makes technical free throw,79,52
269,3,4:52.0,,J. Brown enters the game for I. Thomas,79,52
270,3,4:41.0,,M. Smart misses 2-pt layup from 1 ft,79,52
271,3,4:41.0,,Offensive rebound by T. Zeller,79,52
272,3,4:41.0,,Personal foul by S. Curry (drawn by T. Zeller),79,52
273,3,4:41.0,I. Clark enters the game for K. Thompson,,79,52
274,3,4:31.0,,M. Smart makes 2-pt hook shot from 6 ft (assist by T. Zeller),79,54
275,3,4:18.0,D. Green misses 2-pt jump shot from 12 ft,,79,54
276,3,4:17.0,,Defensive rebound by T. Rozier,79,54
277,3,4:06.0,,G. Green misses 2-pt jump shot from 6 ft,79,54
278,3,4:05.0,Defensive rebound by Z. Pachulia,,79,54
279,3,3:45.0,Z. Pachulia misses 2-pt jump shot from 18 ft,,79,54
280,3,3:44.0,,Defensive rebound by G. Green,79,54
281,3,3:34.0,,Shooting foul by A. Iguodala (drawn by J. Brown),79,54
282,3,3:34.0,,J. Brown makes free throw 1 of 2,79,55
283,3,3:34.0,Golden State full timeout,,79,55
284,3,3:34.0,,J. Brown misses free throw 2 of 2,79,55
285,3,3:34.0,Defensive rebound by K. Durant,,79,55
286,3,3:34.0,K. Durant enters the game for Z. Pachulia,,79,55
287,3,3:14.0,K. Durant makes 2-pt jump shot from 20 ft (assist by S. Curry),,81,55
288,3,2:57.0,,Turnover by T. Zeller (lost ball; steal by K. Durant),81,55
289,3,2:52.0,I. Clark misses 2-pt layup from 1 ft (block by J. Brown),,81,55
290,3,2:51.0,,Defensive rebound by G. Green,81,55
291,3,2:35.0,,Shooting foul by D. Green (drawn by T. Rozier),81,55
292,3,2:35.0,,T. Rozier makes free throw 1 of 2,81,56
293,3,2:35.0,,A. Bradley enters the game for M. Smart,81,56
294,3,2:35.0,,T. Rozier makes free throw 2 of 2,81,57
295,3,2:19.0,A. Iguodala misses 3-pt jump shot from 25 ft,,81,57
296,3,2:18.0,,Defensive rebound by T. Zeller,81,57
297,3,1:54.0,,T. Zeller misses 2-pt hook shot from 8 ft,81,57
298,3,1:53.0,Defensive rebound by A. Iguodala,,81,57
299,3,1:46.0,S. Curry misses 3-pt jump shot from 28 ft,,81,57
300,3,1:45.0,Offensive rebound by I. Clark,,81,57
301,3,1:38.0,D. Green misses 3-pt jump shot from 27 ft,,81,57
302,3,1:37.0,,Defensive rebound by A. Bradley,81,57
303,3,1:20.0,,T. Rozier misses 3-pt jump shot from 26 ft,81,57
304,3,1:19.0,Defensive rebound by K. Durant,,81,57
305,3,1:09.0,Personal foul by J. Brown (drawn by K. Durant),,81,57
306,3,1:09.0,D. West enters the game for D. Green,,81,57
307,3,0:59.0,I. Clark makes 3-pt jump shot from 25 ft (assist by S. Curry),,84,57
308,3,0:42.0,,A. Bradley misses 3-pt jump shot from 24 ft,84,57
309,3,0:41.0,,Offensive rebound by T. Zeller,84,57
310,3,0:29.0,,G. Green misses 3-pt jump shot from 23 ft,84,57
311,3,0:25.0,Defensive rebound by A. Iguodala,,84,57
312,3,0:00.0,D. West makes 2-pt jump shot from 16 ft (assist by S. Curry),,86,57
313,4,11:49.0,,T. Zeller misses 2-pt jump shot from 3 ft (block by K. Durant),86,57
314,4,11:48.0,,Offensive rebound by Team,86,57
315,4,11:47.0,,Shooting foul by D. West (drawn by A. Bradley),86,57
316,4,11:47.0,,A. Bradley misses free throw 1 of 2,86,57
317,4,11:47.0,,Offensive rebound by Team,86,57
318,4,11:47.0,,A. Bradley makes free throw 2 of 2,86,58
319,4,11:33.0,D. West misses 2-pt jump shot from 14 ft,,86,58
320,4,11:33.0,,Defensive rebound by J. Young,86,58
321,4,11:17.0,,J. Brown misses 2-pt jump shot from 13 ft,86,58
322,4,11:16.0,Defensive rebound by D. West,,86,58
323,4,11:10.0,K. Durant makes 2-pt layup from 2 ft (assist by K. Thompson),,88,58
324,4,10:52.0,,J. Young makes 2-pt layup from 3 ft (assist by T. Rozier),88,60
325,4,10:38.0,K. Thompson misses 2-pt jump shot from 19 ft,,88,60
326,4,10:37.0,,Defensive rebound by T. Rozier,88,60
327,4,10:29.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by J. Young),88,63
328,4,10:09.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by K. Durant),,90,63
329,4,9:57.0,,J. Young misses 3-pt jump shot from 26 ft,90,63
330,4,9:56.0,Defensive rebound by K. Thompson,,90,63
331,4,9:46.0,Shooting foul by T. Rozier (drawn by S. Livingston),,90,63
332,4,9:46.0,S. Livingston misses free throw 1 of 2,,90,63
333,4,9:46.0,Offensive rebound by Team,,90,63
334,4,9:46.0,S. Livingston makes free throw 2 of 2,,91,63
335,4,9:36.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by T. Zeller),91,66
336,4,9:24.0,K. Thompson misses 2-pt jump shot from 20 ft,,91,66
337,4,9:22.0,,Defensive rebound by A. Bradley,91,66
338,4,9:14.0,,A. Bradley makes 3-pt jump shot from 25 ft,91,69
339,4,8:55.0,K. Durant makes 2-pt jump shot from 16 ft (assist by S. Livingston),,93,69
340,4,8:38.0,,A. Bradley makes 2-pt jump shot from 9 ft,93,71
341,4,8:27.0,A. Iguodala misses 2-pt layup from 2 ft,,93,71
342,4,8:26.0,Offensive rebound by A. Iguodala,,93,71
343,4,8:25.0,A. Iguodala makes 2-pt layup from 2 ft,,95,71
344,4,8:25.0,Shooting foul by T. Zeller (drawn by A. Iguodala),,95,71
345,4,8:25.0,Official timeout,,95,71
346,4,8:25.0,A. Iguodala misses free throw 1 of 1,,95,71
347,4,8:25.0,,Defensive rebound by J. Brown,95,71
348,4,8:10.0,,J. Brown makes 2-pt jump shot from 13 ft (assist by T. Rozier),95,73
349,4,7:57.0,K. Thompson misses 2-pt jump shot from 15 ft,,95,73
350,4,7:56.0,,Defensive rebound by T. Rozier,95,73
351,4,7:36.0,,A. Bradley makes 2-pt jump shot from 7 ft,95,75
352,4,7:20.0,K. Thompson misses 2-pt jump shot from 10 ft (block by A. Bradley),,95,75
353,4,7:18.0,,Defensive rebound by T. Rozier,95,75
354,4,7:14.0,,A. Bradley misses 3-pt jump shot from 26 ft,95,75
355,4,7:13.0,Defensive rebound by K. Thompson,,95,75
356,4,7:09.0,Golden State full timeout,,95,75
357,4,7:09.0,P. McCaw enters the game for K. Durant,,95,75
358,4,7:09.0,D. Green enters the game for K. Thompson,,95,75
359,4,7:09.0,S. Curry enters the game for A. Iguodala,,95,75
360,4,6:55.0,S. Curry misses 2-pt jump shot from 20 ft,,95,75
361,4,6:54.0,,Defensive rebound by J. Young,95,75
362,4,6:30.0,,T. Zeller misses 2-pt jump shot from 18 ft,95,75
363,4,6:29.0,Defensive rebound by D. Green,,95,75
364,4,6:18.0,S. Curry misses 3-pt jump shot from 24 ft,,95,75
365,4,6:17.0,,Defensive rebound by T. Zeller,95,75
366,4,5:57.0,,T. Rozier makes 3-pt jump shot from 25 ft,95,78
367,4,5:34.0,D. West misses 2-pt jump shot from 21 ft,,95,78
368,4,5:33.0,,Defensive rebound by A. Bradley,95,78
369,4,5:23.0,,A. Bradley misses 2-pt layup from 1 ft,95,78
370,4,5:23.0,Defensive rebound by S. Curry,,95,78
371,4,5:19.0,P. McCaw makes 2-pt dunk at rim (assist by S. Curry),,97,78
372,4,5:16.0,,Boston full timeout,97,78
373,4,5:16.0,,I. Thomas enters the game for T. Rozier,97,78
374,4,5:16.0,Z. Pachulia enters the game for D. West,,97,78
375,4,5:05.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by I. Thomas),97,81
376,4,4:43.0,D. Green misses 3-pt jump shot from 26 ft,,97,81
377,4,4:42.0,,Defensive rebound by A. Bradley,97,81
378,4,4:34.0,,I. Thomas misses 2-pt layup from 1 ft (block by D. Green),97,81
379,4,4:33.0,Defensive rebound by P. McCaw,,97,81
380,4,4:30.0,S. Curry misses 2-pt layup from 1 ft,,97,81
381,4,4:29.0,,Defensive rebound by A. Bradley,97,81
382,4,4:22.0,,J. Brown misses 3-pt jump shot from 26 ft,97,81
383,4,4:22.0,,Offensive rebound by T. Zeller,97,81
384,4,4:22.0,,Personal foul by S. Curry (drawn by T. Zeller),97,81
385,4,4:12.0,,Personal foul by S. Livingston (drawn by T. Zeller),97,81
