,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
194,2,3:31.0,,K. Towns misses free throw 1 of 2,44,54
195,2,3:31.0,,Offensive rebound by Team,44,54
196,2,3:31.0,,K. Towns misses free throw 2 of 2,44,54
197,2,3:30.0,Defensive rebound by J. Randle,,44,54
198,2,3:24.0,Offensive foul by T. Mozgov (drawn by G. Dieng),,44,54
199,2,3:24.0,Turnover by T. Mozgov (offensive foul),,44,54
200,2,3:24.0,L. Nance enters the game for T. Mozgov,,44,54
201,2,3:09.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),44,56
202,2,3:03.0,Turnover by J. Randle (back court),,44,56
203,2,2:49.0,,A. Wiggins makes 2-pt jump shot from 20 ft,44,58
204,2,2:28.0,L. Deng misses 2-pt jump shot from 9 ft,,44,58
205,2,2:27.0,,Defensive rebound by N. Bjelica,44,58
206,2,2:19.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by R. Rubio),44,61
207,2,2:01.0,Personal foul by R. Rubio (drawn by L. Nance),,44,61
208,2,2:01.0,LA Lakers full timeout,,44,61
209,2,1:55.0,D. Russell misses 2-pt jump shot from 11 ft,,44,61
210,2,1:53.0,,Defensive rebound by Team,44,61
211,2,1:33.0,,G. Dieng makes 2-pt dunk at rim (assist by K. Towns),44,63
212,2,1:14.0,N. Young misses 3-pt jump shot from 24 ft,,44,63
213,2,1:12.0,,Defensive rebound by K. Towns,44,63
214,2,1:01.0,,N. Bjelica misses 2-pt jump shot from 9 ft,44,63
215,2,1:00.0,,Offensive rebound by N. Bjelica,44,63
216,2,0:58.0,,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),44,65
217,2,0:42.0,J. Randle makes 2-pt layup from 2 ft,,46,65
218,2,0:35.0,,Personal foul by N. Young (drawn by R. Rubio),46,65
219,2,0:35.0,,R. Rubio misses free throw 1 of 2,46,65
220,2,0:35.0,,Offensive rebound by Team,46,65
221,2,0:35.0,,R. Rubio makes free throw 2 of 2,46,66
222,2,0:28.0,N. Young misses 3-pt jump shot from 25 ft,,46,66
223,2,0:27.0,,Defensive rebound by N. Bjelica,46,66
224,2,0:06.0,,A. Wiggins makes 3-pt jump shot from 24 ft,46,69
225,3,11:34.0,J. Randle makes 3-pt jump shot from 24 ft (assist by D. Russell),,49,69
226,3,11:11.0,,K. Towns misses 3-pt jump shot from 25 ft,49,69
227,3,11:10.0,Defensive rebound by J. Randle,,49,69
228,3,11:02.0,N. Young makes 3-pt jump shot from 24 ft (assist by J. Randle),,52,69
229,3,11:02.0,,Minnesota full timeout,52,69
230,3,10:47.0,,G. Dieng misses 2-pt jump shot from 16 ft,52,69
231,3,10:46.0,Defensive rebound by D. Russell,,52,69
232,3,10:37.0,J. Randle misses 2-pt jump shot from 8 ft,,52,69
233,3,10:36.0,,Defensive rebound by A. Wiggins,52,69
234,3,10:28.0,,A. Wiggins misses 2-pt jump shot from 21 ft,52,69
235,3,10:27.0,Defensive rebound by Team,,52,69
236,3,10:16.0,Turnover by N. Young (lost ball; steal by N. Bjelica),,52,69
237,3,10:11.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by N. Bjelica),52,71
238,3,9:58.0,D. Russell makes 2-pt jump shot from 12 ft,,54,71
239,3,9:44.0,,Shooting foul by T. Mozgov (drawn by K. Towns),54,71
240,3,9:44.0,,K. Towns makes free throw 1 of 2,54,72
241,3,9:44.0,I. Zubac enters the game for T. Mozgov,,54,71
242,3,9:44.0,,K. Towns misses free throw 2 of 2,54,72
243,3,9:44.0,Defensive rebound by L. Deng,,54,72
244,3,9:24.0,D. Russell misses 3-pt jump shot from 24 ft,,54,72
245,3,9:23.0,,Defensive rebound by G. Dieng,54,72
246,3,9:12.0,,K. Towns makes 2-pt hook shot from 5 ft (assist by N. Bjelica),54,74
247,3,9:05.0,J. Randle makes 2-pt jump shot from 3 ft,,56,74
248,3,9:05.0,Shooting foul by K. Towns (drawn by J. Randle),,56,74
249,3,9:05.0,J. Randle misses free throw 1 of 1,,56,74
250,3,9:04.0,,Defensive rebound by K. Towns,56,74
251,3,8:52.0,,Def 3 sec tech foul by I. Zubac,56,74
252,3,8:52.0,,A. Wiggins makes technical free throw,56,75
253,3,8:44.0,,Turnover by A. Wiggins (traveling),56,75
254,3,8:27.0,N. Young makes 2-pt jump shot from 21 ft (assist by J. Randle),,58,75
255,3,8:15.0,,G. Dieng misses 2-pt layup from 2 ft,58,75
256,3,8:13.0,Defensive rebound by I. Zubac,,58,75
257,3,8:02.0,I. Zubac misses 2-pt layup from 1 ft (block by N. Bjelica),,58,75
258,3,8:00.0,,Defensive rebound by N. Bjelica,58,75
259,3,7:55.0,,R. Rubio misses 3-pt jump shot from 24 ft,58,75
260,3,7:52.0,Defensive rebound by D. Russell,,58,75
261,3,7:50.0,Shooting foul by R. Rubio (drawn by L. Deng),,58,75
262,3,7:50.0,L. Deng makes free throw 1 of 2,,59,75
263,3,7:50.0,L. Deng makes free throw 2 of 2,,60,75
264,3,7:37.0,,Personal foul by N. Young (drawn by A. Wiggins),60,75
265,3,7:28.0,,N. Bjelica misses 2-pt jump shot from 8 ft,60,75
266,3,7:26.0,,Offensive rebound by Team,60,75
267,3,7:20.0,,N. Bjelica misses 3-pt jump shot from 25 ft,60,75
268,3,7:19.0,Defensive rebound by N. Young,,60,75
269,3,7:13.0,Shooting block foul by N. Bjelica (drawn by L. Deng),,60,75
270,3,7:13.0,L. Deng makes free throw 1 of 3,,61,75
271,3,7:13.0,L. Deng makes free throw 2 of 3,,62,75
272,3,7:13.0,J. Calderón enters the game for D. Russell,,62,75
273,3,7:13.0,L. Deng makes free throw 3 of 3,,63,75
274,3,6:59.0,,K. Towns misses 3-pt jump shot from 25 ft,63,75
275,3,6:58.0,Defensive rebound by I. Zubac,,63,75
276,3,6:50.0,N. Young misses 3-pt jump shot from 25 ft,,63,75
277,3,6:49.0,,Defensive rebound by A. Wiggins,63,75
278,3,6:41.0,,A. Wiggins misses 3-pt jump shot from 25 ft,63,75
279,3,6:40.0,Defensive rebound by L. Deng,,63,75
280,3,6:33.0,Turnover by L. Deng (lost ball),,63,75
281,3,6:12.0,,K. Towns makes 2-pt hook shot from 7 ft,63,77
282,3,6:02.0,Offensive foul by I. Zubac (drawn by R. Rubio),,63,77
283,3,6:02.0,Turnover by I. Zubac (offensive foul),,63,77
284,3,6:02.0,J. Clarkson enters the game for N. Young,,63,77
285,3,6:02.0,B. Ingram enters the game for L. Deng,,63,77
286,3,5:44.0,,K. Towns misses 2-pt jump shot from 3 ft,63,77
287,3,5:43.0,,Offensive rebound by G. Dieng,63,77
288,3,5:25.0,,Turnover by R. Rubio (bad pass; steal by J. Randle),63,77
289,3,5:18.0,J. Clarkson misses 2-pt layup from 1 ft,,63,77
290,3,5:17.0,,Defensive rebound by G. Dieng,63,77
291,3,5:10.0,,N. Bjelica makes 2-pt jump shot from 4 ft,63,79
292,3,4:58.0,J. Calderón misses 2-pt jump shot from 16 ft,,63,79
293,3,4:56.0,,Defensive rebound by G. Dieng,63,79
294,3,4:51.0,,Personal foul by B. Ingram (drawn by A. Wiggins),63,79
295,3,4:51.0,,Minnesota full timeout,63,79
296,3,4:51.0,L. Nance enters the game for J. Randle,,63,79
297,3,4:51.0,T. Black enters the game for I. Zubac,,63,79
298,3,4:38.0,,N. Bjelica makes 3-pt jump shot from 22 ft (assist by R. Rubio),63,82
299,3,4:12.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by J. Calderón),,66,82
300,3,3:50.0,,A. Wiggins misses 3-pt jump shot from 24 ft,66,82
301,3,3:48.0,,Offensive rebound by Team,66,82
302,3,3:45.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),66,84
303,3,3:29.0,J. Clarkson misses 2-pt jump shot from 21 ft,,66,84
304,3,3:28.0,,Defensive rebound by N. Bjelica,66,84
305,3,3:19.0,,K. Towns misses 2-pt jump shot from 21 ft,66,84
306,3,3:17.0,,Offensive rebound by G. Dieng,66,84
307,3,3:07.0,,T. Jones enters the game for A. Wiggins,66,84
308,3,3:00.0,,K. Towns misses 2-pt jump shot from 17 ft,66,84
309,3,2:59.0,Defensive rebound by J. Clarkson,,66,84
310,3,2:51.0,J. Clarkson makes 2-pt layup from 3 ft,,68,84
311,3,2:39.0,,N. Bjelica misses 3-pt jump shot from 25 ft,68,84
312,3,2:38.0,Defensive rebound by J. Calderón,,68,84
313,3,2:29.0,Turnover by J. Calderón (bad pass; steal by N. Bjelica),,68,84
314,3,2:17.0,,Turnover by K. Towns (3 sec),68,84
315,3,2:17.0,LA Lakers full timeout,,68,84
316,3,2:17.0,,C. Aldrich enters the game for G. Dieng,68,84
317,3,2:05.0,J. Clarkson misses 2-pt hook shot from 5 ft,,68,84
318,3,2:04.0,Offensive rebound by T. Black,,68,84
319,3,2:03.0,Shooting foul by C. Aldrich (drawn by T. Black),,68,84
320,3,2:03.0,T. Black makes free throw 1 of 2,,69,84
321,3,2:03.0,,K. Dunn enters the game for R. Rubio,69,84
322,3,2:03.0,T. Black makes free throw 2 of 2,,70,84
323,3,1:48.0,,K. Towns misses 2-pt hook shot at rim,70,84
324,3,1:47.0,Defensive rebound by J. Calderón,,70,84
325,3,1:24.0,J. Calderón misses 3-pt jump shot from 24 ft,,70,84
326,3,1:20.0,Offensive rebound by J. Calderón,,70,84
327,3,1:12.0,J. Clarkson misses 2-pt layup from 1 ft (block by K. Towns),,70,84
328,3,1:10.0,,Defensive rebound by C. Aldrich,70,84
329,3,1:03.0,,N. Bjelica misses 2-pt layup from 2 ft,70,84
330,3,1:01.0,Defensive rebound by T. Black,,70,84
331,3,0:48.0,Turnover by L. Nance (bad pass; steal by K. Dunn),,70,84
332,3,0:34.0,,Shooting foul by J. Clarkson (drawn by C. Aldrich),70,84
333,3,0:34.0,,C. Aldrich misses free throw 1 of 2,70,84
334,3,0:34.0,,Offensive rebound by Team,70,84
335,3,0:34.0,,C. Aldrich misses free throw 2 of 2,70,84
336,3,0:34.0,Defensive rebound by L. Nance,,70,84
337,3,0:12.0,B. Ingram makes 2-pt layup at rim,,72,84
338,3,0:00.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by T. Jones),72,87
339,4,11:47.0,,K. Towns misses 2-pt jump shot from 16 ft,72,87
340,4,11:45.0,Defensive rebound by L. Williams,,72,87
341,4,11:37.0,Shooting foul by T. Jones (drawn by L. Williams),,72,87
342,4,11:37.0,L. Williams makes free throw 1 of 3,,73,87
343,4,11:37.0,L. Williams makes free throw 2 of 3,,74,87
344,4,11:37.0,,A. Wiggins enters the game for N. Bjelica,74,87
345,4,11:37.0,,A. Payne enters the game for K. Towns,74,87
346,4,11:37.0,N. Young enters the game for T. Black,,74,87
347,4,11:37.0,L. Williams makes free throw 3 of 3,,75,87
348,4,11:26.0,,Shooting foul by L. Nance (drawn by A. Wiggins),75,87
349,4,11:26.0,,A. Wiggins makes free throw 1 of 2,75,88
350,4,11:26.0,,A. Wiggins makes free throw 2 of 2,75,89
351,4,11:17.0,,Violation by C. Aldrich (kicked ball),75,89
352,4,11:05.0,L. Williams makes 3-pt jump shot from 23 ft (assist by B. Ingram),,78,89
353,4,10:44.0,,Turnover by T. Jones (lost ball; steal by B. Ingram),78,89
354,4,10:38.0,L. Williams makes 2-pt jump shot from 11 ft,,80,89
355,4,10:37.0,,Minnesota full timeout,80,89
356,4,10:37.0,,G. Dieng enters the game for C. Aldrich,80,89
357,4,10:37.0,,R. Rubio enters the game for K. Dunn,80,89
358,4,10:37.0,,K. Towns enters the game for A. Payne,80,89
359,4,10:23.0,,Personal foul by N. Young (drawn by K. Towns),80,89
360,4,10:17.0,,A. Wiggins makes 2-pt jump shot from 22 ft,80,91
361,4,10:01.0,L. Williams makes 3-pt jump shot from 24 ft,,83,91
362,4,9:47.0,,Shooting foul by L. Nance (drawn by A. Wiggins),83,91
363,4,9:47.0,,A. Wiggins makes free throw 1 of 2,83,92
364,4,9:47.0,,N. Bjelica enters the game for T. Jones,83,92
365,4,9:47.0,,A. Wiggins makes free throw 2 of 2,83,93
366,4,9:34.0,L. Nance makes 2-pt dunk at rim (assist by L. Williams),,85,93
367,4,9:15.0,,N. Bjelica makes 2-pt hook shot from 3 ft,85,95
368,4,9:04.0,Turnover by L. Williams (bad pass; steal by R. Rubio),,85,95
369,4,8:56.0,,N. Bjelica misses 3-pt jump shot from 23 ft,85,95
370,4,8:53.0,Defensive rebound by J. Clarkson,,85,95
371,4,8:47.0,L. Williams misses 3-pt jump shot from 25 ft,,85,95
372,4,8:45.0,,Defensive rebound by K. Towns,85,95
373,4,8:28.0,,K. Towns misses 3-pt jump shot from 24 ft,85,95
374,4,8:27.0,Defensive rebound by L. Williams,,85,95
375,4,8:24.0,L. Nance makes 2-pt dunk at rim (assist by L. Williams),,87,95
376,4,8:24.0,,Minnesota full timeout,87,95
377,4,8:24.0,T. Mozgov enters the game for N. Young,,87,95
378,4,8:09.0,,Shooting foul by T. Mozgov (drawn by K. Towns),87,95
379,4,8:09.0,,K. Towns makes free throw 1 of 2,87,96
380,4,8:09.0,J. Randle enters the game for T. Mozgov,,87,95
381,4,8:09.0,,K. Towns makes free throw 2 of 2,87,97
382,4,7:56.0,J. Clarkson makes 2-pt jump shot from 12 ft,,89,97
383,4,7:40.0,,Shooting foul by B. Ingram (drawn by A. Wiggins),89,97
384,4,7:40.0,,A. Wiggins misses free throw 1 of 3,89,97
385,4,7:40.0,,Offensive rebound by Team,89,97
386,4,7:40.0,,A. Wiggins makes free throw 2 of 3,89,98
387,4,7:40.0,,A. Wiggins makes free throw 3 of 3,89,99
