,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
387,4,6:52.0,,Personal foul by J. Poeltl (drawn by B. Ingram),105,88
388,4,6:40.0,,J. Randle misses 2-pt jump shot from 4 ft,105,88
389,4,6:38.0,,Offensive rebound by J. Randle,105,88
390,4,6:35.0,,B. Ingram misses 3-pt jump shot from 25 ft,105,88
391,4,6:34.0,Defensive rebound by J. Poeltl,,105,88
392,4,6:30.0,Personal foul by J. Randle (drawn by J. Poeltl),,105,88
393,4,6:21.0,L. Nogueira makes 2-pt jump shot from 19 ft (assist by C. Joseph),,107,88
394,4,6:06.0,,D. Russell makes 3-pt jump shot from 25 ft,107,91
395,4,5:55.0,K. Lowry makes 3-pt jump shot from 25 ft,,110,91
396,4,5:34.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by L. Deng),110,94
397,4,5:23.0,K. Lowry misses 2-pt layup from 1 ft (block by J. Randle),,110,94
398,4,5:23.0,Offensive rebound by Team,,110,94
399,4,5:23.0,Official timeout,,110,94
400,4,5:23.0,D. DeRozan enters the game for L. Nogueira,,110,94
401,4,5:23.0,J. Valančiūnas enters the game for T. Ross,,110,94
402,4,5:23.0,P. Siakam enters the game for J. Poeltl,,110,94
403,4,5:19.0,Turnover by P. Siakam (bad pass; steal by J. Randle),,110,94
404,4,5:15.0,,J. Randle makes 2-pt dunk at rim,110,96
405,4,4:55.0,D. DeRozan misses 2-pt jump shot from 14 ft,,110,96
406,4,4:51.0,Offensive rebound by J. Valančiūnas,,110,96
407,4,4:51.0,J. Valančiūnas makes 2-pt layup from 2 ft,,112,96
408,4,4:35.0,,Shooting foul by P. Siakam (drawn by N. Young),112,96
409,4,4:35.0,,N. Young makes free throw 1 of 3,112,97
410,4,4:35.0,,N. Young makes free throw 2 of 3,112,98
411,4,4:35.0,,N. Young makes free throw 3 of 3,112,99
412,4,4:16.0,Turnover by J. Valančiūnas (bad pass; steal by J. Randle),,112,99
413,4,4:12.0,,J. Randle makes 2-pt layup from 2 ft,112,101
414,4,3:49.0,J. Valančiūnas misses 2-pt layup at rim (block by J. Randle),,112,101
415,4,3:48.0,,Defensive rebound by D. Russell,112,101
416,4,3:36.0,,D. Russell makes 2-pt jump shot from 8 ft,112,103
417,4,3:23.0,Offensive foul by J. Valančiūnas (drawn by N. Young),,112,103
418,4,3:23.0,Turnover by J. Valančiūnas (offensive foul),,112,103
419,4,3:23.0,,LA Lakers full timeout,112,103
420,4,3:10.0,,D. Russell makes 3-pt jump shot from 25 ft,112,106
421,4,2:46.0,Shooting foul by J. Randle (drawn by K. Lowry),,112,106
422,4,2:46.0,K. Lowry makes free throw 1 of 2,,113,106
423,4,2:46.0,K. Lowry makes free throw 2 of 2,,114,106
424,4,2:22.0,,Turnover by Team (shot clock),114,106
425,4,2:22.0,Toronto full timeout,,114,106
426,4,2:22.0,T. Ross enters the game for P. Siakam,,114,106
427,4,2:05.0,K. Lowry makes 2-pt layup from 2 ft,,116,106
428,4,1:52.0,,N. Young makes 3-pt jump shot from 24 ft (assist by D. Russell),116,109
429,4,1:34.0,D. DeRozan misses 2-pt jump shot from 15 ft,,116,109
430,4,1:32.0,Offensive rebound by K. Lowry,,116,109
431,4,1:26.0,T. Ross makes 3-pt jump shot from 25 ft (assist by C. Joseph),,119,109
432,4,1:20.0,,J. Randle makes 2-pt dunk at rim (assist by D. Russell),119,111
433,4,0:56.0,T. Ross misses 3-pt jump shot from 26 ft,,119,111
434,4,0:54.0,,Defensive rebound by B. Ingram,119,111
435,4,0:49.0,,Personal foul by D. DeRozan (drawn by J. Randle),119,111
436,4,0:43.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by B. Ingram),119,114
437,4,0:34.0,K. Lowry makes 2-pt layup at rim,,121,114
438,4,0:29.0,,Shooting foul by D. DeRozan (drawn by D. Russell),121,114
439,4,0:29.0,,D. Russell misses free throw 1 of 2,121,114
440,4,0:29.0,,Offensive rebound by Team,121,114
441,4,0:29.0,,D. Russell misses free throw 2 of 2,121,114
442,4,0:27.0,,Offensive rebound by J. Randle,121,114
443,4,0:23.0,,N. Young misses 3-pt jump shot from 26 ft,121,114
444,4,0:23.0,Defensive rebound by K. Lowry,,121,114
445,4,0:23.0,Personal take foul by D. Russell (drawn by K. Lowry),,121,114
446,4,0:23.0,K. Lowry makes free throw 1 of 2,,122,114
447,4,0:23.0,K. Lowry makes free throw 2 of 2,,123,114
448,4,0:18.0,,D. Russell misses 3-pt jump shot from 27 ft,123,114
449,4,0:16.0,Defensive rebound by K. Lowry,,123,114
