,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DENVER_ACTION,CHICAGO_SCORE,DENVER_SCORE
383,4,5:39.0,,D. Gallinari misses 3-pt jump shot from 25 ft,97,99
384,4,5:38.0,Defensive rebound by R. Rondo,,97,99
385,4,5:27.0,T. Gibson misses 2-pt jump shot from 9 ft,,97,99
386,4,5:25.0,,Defensive rebound by J. Murray,97,99
387,4,5:24.0,,Personal foul by R. Rondo (drawn by J. Nurkić),97,99
388,4,5:18.0,,J. Nelson misses 2-pt jump shot from 22 ft,97,99
389,4,5:16.0,,Offensive rebound by J. Murray,97,99
390,4,5:03.0,,J. Nelson misses 2-pt layup from 3 ft,97,99
391,4,5:02.0,Defensive rebound by R. Rondo,,97,99
392,4,4:58.0,D. Wade makes 2-pt layup from 1 ft (assist by J. Butler),,99,99
393,4,4:58.0,,Denver full timeout,99,99
394,4,4:58.0,,E. Mudiay enters the game for J. Nelson,99,99
395,4,4:58.0,,W. Barton enters the game for J. Murray,99,99
396,4,4:46.0,,W. Chandler misses 3-pt jump shot from 25 ft,99,99
397,4,4:45.0,,Offensive rebound by J. Nurkić,99,99
398,4,4:42.0,,J. Nurkić misses 2-pt layup from 2 ft (block by D. Wade),99,99
399,4,4:40.0,Defensive rebound by D. Wade,,99,99
400,4,4:32.0,D. Wade misses 2-pt jump shot from 20 ft,,99,99
401,4,4:31.0,,Defensive rebound by E. Mudiay,99,99
402,4,4:19.0,,Shooting foul by J. Butler (drawn by D. Gallinari),99,99
403,4,4:19.0,,D. Gallinari makes free throw 1 of 2,99,100
404,4,4:19.0,,D. Gallinari misses free throw 2 of 2,99,100
405,4,4:16.0,Defensive rebound by R. Rondo,,99,100
406,4,3:55.0,D. Wade misses 3-pt jump shot from 29 ft,,99,100
407,4,3:53.0,Offensive rebound by Team,,99,100
408,4,3:53.0,Turnover by Team (shot clock),,99,100
409,4,3:31.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by J. Nurkić),99,102
410,4,3:18.0,Personal foul by D. Gallinari (drawn by J. Butler),,99,102
411,4,3:08.0,R. Rondo makes 2-pt jump shot from 12 ft (assist by T. Gibson),,101,102
412,4,2:52.0,,W. Chandler misses 2-pt jump shot from 4 ft (block by R. Lopez),101,102
413,4,2:50.0,Defensive rebound by J. Butler,,101,102
414,4,2:36.0,Turnover by R. Rondo (lost ball; steal by D. Gallinari),,101,102
415,4,2:20.0,,W. Chandler misses 2-pt jump shot from 5 ft,101,102
416,4,2:19.0,Defensive rebound by R. Lopez,,101,102
417,4,2:04.0,R. Rondo misses 2-pt jump shot from 19 ft,,101,102
418,4,2:04.0,Offensive rebound by R. Lopez,,101,102
419,4,1:59.0,R. Lopez misses 2-pt layup from 3 ft,,101,102
420,4,1:59.0,,Defensive rebound by J. Nurkić,101,102
421,4,1:43.0,,W. Barton misses 2-pt jump shot from 4 ft (block by R. Lopez),101,102
422,4,1:41.0,,Offensive rebound by W. Barton,101,102
423,4,1:40.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by W. Chandler),101,105
424,4,1:40.0,Chicago full timeout,,101,105
425,4,1:25.0,Shooting foul by E. Mudiay (drawn by J. Butler),,101,105
426,4,1:25.0,J. Butler makes free throw 1 of 3,,102,105
427,4,1:25.0,J. Butler makes free throw 2 of 3,,103,105
428,4,1:25.0,J. Butler makes free throw 3 of 3,,104,105
429,4,1:08.0,,Personal foul by R. Rondo (drawn by E. Mudiay),104,105
430,4,1:03.0,,Shooting foul by R. Lopez (drawn by E. Mudiay),104,105
431,4,1:03.0,,E. Mudiay makes free throw 1 of 2,104,106
432,4,1:03.0,,E. Mudiay makes free throw 2 of 2,104,107
433,4,0:56.0,J. Butler makes 3-pt jump shot from 25 ft (assist by R. Rondo),,107,107
434,4,0:38.0,,Turnover by J. Nurkić (offensive goaltending),107,107
435,4,0:38.0,N. Mirotić enters the game for T. Gibson,,107,107
436,4,0:29.0,J. Butler misses 2-pt jump shot from 1 ft,,107,107
437,4,0:28.0,,Defensive rebound by J. Nurkić,107,107
438,4,0:20.0,,Denver full timeout,107,107
439,4,0:20.0,T. Gibson enters the game for N. Mirotić,,107,107
440,4,0:20.0,,J. Murray enters the game for E. Mudiay,107,107
441,4,0:15.0,,Denver full timeout,107,107
442,4,0:10.0,,Shooting foul by D. Wade (drawn by W. Barton),107,107
443,4,0:10.0,,W. Barton makes free throw 1 of 2,107,108
444,4,0:10.0,,W. Barton makes free throw 2 of 2,107,109
445,4,0:10.0,Chicago full timeout,,107,109
446,4,0:10.0,I. Canaan enters the game for R. Lopez,,107,109
447,4,0:10.0,N. Mirotić enters the game for R. Rondo,,107,109
448,4,0:10.0,,E. Mudiay enters the game for D. Gallinari,107,109
449,4,0:10.0,,D. Gallinari enters the game for J. Nurkić,107,109
450,4,0:10.0,,K. Faried enters the game for J. Murray,107,109
451,4,0:05.0,I. Canaan misses 3-pt jump shot from 25 ft,,107,109
452,4,0:04.0,,Defensive rebound by K. Faried,107,109
453,4,0:03.0,,Denver full timeout,107,109
454,4,0:03.0,R. Rondo enters the game for I. Canaan,,107,109
455,4,0:03.0,,N. Jokić enters the game for K. Faried,107,109
456,4,0:01.0,,Personal take foul by J. Butler (drawn by D. Gallinari),107,109
457,4,0:01.0,,D. Gallinari makes free throw 1 of 2,107,110
458,4,0:01.0,,D. Gallinari misses free throw 2 of 2,107,110
459,4,0:01.0,R. Lopez enters the game for N. Mirotić,,107,110
460,4,0:00.0,Defensive rebound by R. Lopez,,107,110
461,4,0:00.0,Chicago full timeout,,107,110
462,4,0:00.0,I. Canaan enters the game for R. Lopez,,107,110
463,4,0:00.0,,K. Faried enters the game for E. Mudiay,107,110
