,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PORTLAND_ACTION,PHILADELPHIA_SCORE,PORTLAND_SCORE
0,1,11:41.0,,M. Harkless makes 2-pt dunk at rim (assist by J. Nurkić),0,2
1,1,11:22.0,N. Stauskas misses 2-pt jump shot from 16 ft,,0,2
2,1,11:21.0,Offensive rebound by J. Okafor,,0,2
3,1,11:18.0,J. Okafor misses 2-pt layup at rim (block by J. Nurkić),,0,2
4,1,11:16.0,,Defensive rebound by J. Nurkić,0,2
5,1,11:08.0,,J. Nurkić makes 2-pt hook shot from 5 ft (assist by D. Lillard),0,4
6,1,10:53.0,Turnover by R. Covington (lost ball; steal by M. Harkless),,0,4
7,1,10:38.0,,J. Nurkić misses 2-pt jump shot from 18 ft,0,4
8,1,10:37.0,,Offensive rebound by Team,0,4
9,1,10:27.0,,J. Nurkić misses 2-pt layup from 2 ft,0,4
10,1,10:26.0,Defensive rebound by D. Šarić,,0,4
11,1,10:24.0,Personal foul by N. Vonleh (drawn by D. Šarić),,0,4
12,1,10:10.0,N. Stauskas misses 2-pt layup from 2 ft (block by J. Nurkić),,0,4
13,1,10:10.0,Offensive rebound by Team,,0,4
14,1,10:06.0,R. Covington makes 2-pt jump shot from 15 ft,,2,4
15,1,9:50.0,,C. McCollum misses 2-pt jump shot from 15 ft,2,4
16,1,9:48.0,,Offensive rebound by N. Vonleh,2,4
17,1,9:48.0,,N. Vonleh makes 2-pt layup from 1 ft,2,6
18,1,9:36.0,T. McConnell misses 2-pt jump shot from 4 ft,,2,6
19,1,9:36.0,,Defensive rebound by J. Nurkić,2,6
20,1,9:29.0,,Turnover by N. Vonleh (lost ball; steal by D. Šarić),2,6
21,1,9:19.0,Personal foul by N. Vonleh (drawn by D. Šarić),,2,6
22,1,9:08.0,D. Šarić misses 3-pt jump shot from 24 ft,,2,6
23,1,9:07.0,,Defensive rebound by Team,2,6
24,1,8:53.0,,D. Lillard misses 2-pt jump shot from 9 ft,2,6
25,1,8:52.0,,Offensive rebound by J. Nurkić,2,6
26,1,8:51.0,,J. Nurkić makes 2-pt layup from 1 ft,2,8
27,1,8:35.0,R. Covington misses 2-pt jump shot from 4 ft,,2,8
28,1,8:34.0,Offensive rebound by R. Covington,,2,8
29,1,8:29.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by R. Covington),,5,8
30,1,8:06.0,,C. McCollum misses 2-pt jump shot from 16 ft,5,8
31,1,8:04.0,Defensive rebound by R. Covington,,5,8
32,1,7:57.0,D. Šarić misses 2-pt layup from 3 ft (block by J. Nurkić),,5,8
33,1,7:55.0,,Defensive rebound by D. Lillard,5,8
34,1,7:49.0,,Turnover by D. Lillard (bad pass; steal by T. McConnell),5,8
35,1,7:35.0,Shooting foul by N. Vonleh (drawn by J. Okafor),,5,8
36,1,7:35.0,J. Okafor makes free throw 1 of 2,,6,8
37,1,7:35.0,,A. Aminu enters the game for N. Vonleh,6,8
38,1,7:35.0,J. Okafor makes free throw 2 of 2,,7,8
39,1,7:21.0,,D. Lillard misses 2-pt jump shot from 19 ft,7,8
40,1,7:20.0,Defensive rebound by J. Okafor,,7,8
41,1,7:09.0,J. Okafor misses 2-pt jump shot from 5 ft (block by J. Nurkić),,7,8
42,1,7:06.0,Offensive rebound by J. Okafor,,7,8
43,1,7:04.0,J. Okafor misses 2-pt layup from 1 ft,,7,8
44,1,7:02.0,,Defensive rebound by C. McCollum,7,8
45,1,6:58.0,,C. McCollum makes 2-pt layup from 1 ft,7,10
46,1,6:43.0,D. Šarić misses 3-pt jump shot from 25 ft,,7,10
47,1,6:42.0,,Defensive rebound by C. McCollum,7,10
48,1,6:28.0,,C. McCollum makes 2-pt jump shot from 20 ft,7,12
49,1,6:28.0,Philadelphia full timeout,,7,12
50,1,6:04.0,N. Stauskas misses 3-pt jump shot from 26 ft,,7,12
51,1,6:04.0,Offensive rebound by D. Šarić,,7,12
52,1,6:01.0,D. Šarić misses 2-pt jump shot from 4 ft (block by J. Nurkić),,7,12
53,1,5:59.0,,Defensive rebound by D. Lillard,7,12
54,1,5:53.0,,A. Aminu makes 2-pt layup at rim (assist by D. Lillard),7,14
55,1,5:38.0,R. Covington misses 3-pt jump shot from 26 ft,,7,14
56,1,5:38.0,,Defensive rebound by J. Nurkić,7,14
57,1,5:21.0,,M. Harkless misses 2-pt layup from 2 ft,7,14
58,1,5:20.0,,Offensive rebound by M. Harkless,7,14
59,1,5:20.0,,Shooting foul by R. Covington (drawn by M. Harkless),7,14
60,1,5:20.0,,M. Harkless misses free throw 1 of 2,7,14
61,1,5:20.0,,Offensive rebound by Team,7,14
62,1,5:20.0,,M. Harkless misses free throw 2 of 2,7,14
63,1,5:20.0,,A. Crabbe enters the game for C. McCollum,7,14
64,1,5:20.0,G. Henderson enters the game for J. Okafor,,7,14
65,1,5:20.0,J. Anderson enters the game for D. Šarić,,7,14
66,1,5:20.0,R. Holmes enters the game for N. Stauskas,,7,14
67,1,5:19.0,Defensive rebound by J. Anderson,,7,14
68,1,5:07.0,J. Anderson misses 3-pt jump shot from 26 ft,,7,14
69,1,5:06.0,Offensive rebound by G. Henderson,,7,14
70,1,5:06.0,G. Henderson makes 2-pt layup at rim,,9,14
71,1,4:50.0,,M. Harkless misses 2-pt layup from 1 ft (block by J. Anderson),9,14
72,1,4:49.0,Defensive rebound by R. Covington,,9,14
73,1,4:40.0,R. Covington makes 2-pt layup from 2 ft,,11,14
74,1,4:25.0,,M. Leonard enters the game for J. Nurkić,11,14
75,1,4:22.0,,Personal foul by R. Holmes (drawn by D. Lillard),11,14
76,1,4:16.0,,D. Lillard misses 2-pt jump shot from 21 ft,11,14
77,1,4:15.0,Defensive rebound by R. Covington,,11,14
78,1,4:06.0,R. Covington misses 3-pt jump shot from 26 ft,,11,14
79,1,4:05.0,,Defensive rebound by M. Leonard,11,14
80,1,3:52.0,,Shooting foul by T. McConnell (drawn by D. Lillard),11,14
81,1,3:52.0,,D. Lillard makes 2-pt jump shot from 17 ft,11,16
82,1,3:52.0,,D. Lillard makes free throw 1 of 1,11,17
83,1,3:32.0,R. Covington misses 2-pt layup from 2 ft,,11,17
84,1,3:31.0,,Defensive rebound by M. Harkless,11,17
85,1,3:25.0,,A. Crabbe makes 2-pt jump shot from 21 ft (assist by M. Harkless),11,19
86,1,3:07.0,G. Henderson makes 2-pt dunk at rim (assist by T. McConnell),,13,19
87,1,2:55.0,,Turnover by M. Harkless (offensive goaltending),13,19
88,1,2:55.0,,Portland full timeout,13,19
89,1,2:55.0,,C. McCollum enters the game for M. Harkless,13,19
90,1,2:55.0,,S. Napier enters the game for D. Lillard,13,19
91,1,2:55.0,S. Rodríguez enters the game for T. McConnell,,13,19
92,1,2:43.0,G. Henderson misses 2-pt jump shot from 20 ft,,13,19
93,1,2:41.0,,Defensive rebound by C. McCollum,13,19
94,1,2:24.0,,A. Crabbe misses 2-pt jump shot from 20 ft,13,19
95,1,2:23.0,,Offensive rebound by A. Aminu,13,19
96,1,2:22.0,D. Šarić enters the game for R. Covington,,13,19
97,1,2:08.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Leonard),13,22
98,1,1:52.0,Personal foul by M. Leonard (drawn by R. Holmes),,13,22
99,1,1:44.0,S. Rodríguez makes 2-pt jump shot from 12 ft,,15,22
100,1,1:17.0,,A. Aminu misses 3-pt jump shot from 24 ft,15,22
101,1,1:16.0,,Offensive rebound by S. Napier,15,22
102,1,1:12.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by S. Napier),15,25
103,1,1:01.0,Turnover by J. Anderson (lost ball; steal by S. Napier),,15,25
