,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DALLAS_ACTION,HOUSTON_SCORE,DALLAS_SCORE
122,2,7:56.0,,J. Barea misses 2-pt layup from 1 ft,32,28
123,2,7:54.0,Defensive rebound by C. Capela,,32,28
124,2,7:51.0,Shooting foul by S. Curry (drawn by E. Gordon),,32,28
125,2,7:51.0,E. Gordon makes free throw 1 of 2,,33,28
126,2,7:51.0,,H. Barnes enters the game for J. Barea,33,28
127,2,7:51.0,,W. Matthews enters the game for S. Curry,33,28
128,2,7:51.0,,D. Williams enters the game for Q. Acy,33,28
129,2,7:51.0,E. Gordon makes free throw 2 of 2,,34,28
130,2,7:36.0,,J. Anderson makes 3-pt jump shot from 24 ft (assist by D. Williams),34,31
131,2,7:25.0,Turnover by C. Brewer (lost ball; steal by J. Anderson),,34,31
132,2,7:24.0,R. Anderson enters the game for C. Brewer,,34,31
133,2,7:24.0,T. Ariza enters the game for S. Dekker,,34,31
134,2,7:13.0,Offensive charge foul by W. Matthews (drawn by E. Gordon),,34,31
135,2,7:13.0,,Turnover by W. Matthews (offensive foul),34,31
136,2,7:00.0,T. Ennis misses 3-pt jump shot from 25 ft,,34,31
137,2,7:00.0,,Defensive rebound by J. Anderson,34,31
138,2,6:46.0,,Turnover by J. Anderson (offensive goaltending),34,31
139,2,6:24.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by T. Ennis),,37,31
140,2,6:20.0,,Dallas full timeout,37,31
141,2,6:20.0,,A. Bogut enters the game for D. Powell,37,31
142,2,6:19.0,J. Harden enters the game for C. Capela,,37,31
143,2,6:19.0,M. Harrell enters the game for E. Gordon,,37,31
144,2,6:14.0,,Shooting foul by T. Ariza (drawn by J. Anderson),37,31
145,2,6:14.0,,J. Anderson misses free throw 1 of 2,37,31
146,2,6:14.0,,Offensive rebound by Team,37,31
147,2,6:14.0,,J. Anderson makes free throw 2 of 2,37,32
148,2,6:04.0,J. Harden misses 3-pt jump shot from 25 ft,,37,32
149,2,6:03.0,,Defensive rebound by A. Bogut,37,32
150,2,5:54.0,,Personal foul by M. Harrell (drawn by H. Barnes),37,32
151,2,5:44.0,,A. Bogut makes 2-pt hook shot from 7 ft,37,34
152,2,5:19.0,Turnover by Team (shot clock),,37,34
153,2,4:57.0,,H. Barnes misses 2-pt layup from 4 ft,37,34
154,2,4:56.0,Defensive rebound by M. Harrell,,37,34
155,2,4:49.0,T. Ennis misses 2-pt layup from 1 ft,,37,34
156,2,4:47.0,,Defensive rebound by W. Matthews,37,34
157,2,4:32.0,,Shooting foul by T. Ennis (drawn by W. Matthews),37,34
158,2,4:32.0,,W. Matthews makes free throw 1 of 2,37,35
159,2,4:32.0,,W. Matthews makes free throw 2 of 2,37,36
160,2,4:22.0,J. Harden makes 3-pt jump shot from 25 ft,,40,36
161,2,4:01.0,,Personal foul by J. Harden (drawn by W. Matthews),40,36
162,2,4:01.0,,W. Matthews makes free throw 1 of 2,40,37
163,2,4:01.0,N. Hilário enters the game for M. Harrell,,40,37
164,2,4:01.0,E. Gordon enters the game for T. Ennis,,40,37
165,2,4:01.0,,W. Matthews makes free throw 2 of 2,40,38
166,2,3:47.0,J. Harden makes 2-pt jump shot from 18 ft,,42,38
167,2,3:37.0,,Turnover by A. Bogut (bad pass; steal by N. Hilário),42,38
168,2,3:35.0,Shooting foul by A. Bogut (drawn by N. Hilário),,42,38
169,2,3:35.0,N. Hilário misses free throw 1 of 2,,42,38
170,2,3:35.0,Offensive rebound by Team,,42,38
171,2,3:35.0,N. Hilário misses free throw 2 of 2,,42,38
172,2,3:35.0,,J. Barea enters the game for J. Anderson,42,38
173,2,3:33.0,,Defensive rebound by A. Bogut,42,38
174,2,3:13.0,,D. Williams makes 2-pt jump shot from 15 ft,42,40
175,2,2:57.0,N. Hilário misses 2-pt jump shot from 18 ft,,42,40
176,2,2:56.0,,Defensive rebound by H. Barnes,42,40
177,2,2:38.0,,Shooting foul by E. Gordon (drawn by J. Barea),42,40
178,2,2:38.0,Houston full timeout,,42,40
179,2,2:38.0,,J. Barea misses free throw 1 of 2,42,40
180,2,2:38.0,,Offensive rebound by Team,42,40
181,2,2:38.0,,J. Barea makes free throw 2 of 2,42,41
182,2,2:26.0,Turnover by R. Anderson (lost ball; steal by D. Williams),,42,41
183,2,2:16.0,,Shooting foul by R. Anderson (drawn by D. Williams),42,41
184,2,2:16.0,,D. Williams makes free throw 1 of 2,42,42
185,2,2:16.0,,D. Williams makes free throw 2 of 2,42,43
186,2,2:05.0,E. Gordon misses 3-pt jump shot from 23 ft,,42,43
187,2,2:05.0,,Defensive rebound by H. Barnes,42,43
188,2,1:50.0,,A. Bogut misses 2-pt hook shot from 5 ft,42,43
189,2,1:49.0,Defensive rebound by T. Ariza,,42,43
190,2,1:49.0,,Loose ball foul by A. Bogut (drawn by N. Hilário),42,43
191,2,1:49.0,N. Hilário makes free throw 1 of 2,,43,43
192,2,1:49.0,,D. Powell enters the game for A. Bogut,43,43
193,2,1:49.0,N. Hilário makes free throw 2 of 2,,44,43
194,2,1:27.0,,D. Williams makes 2-pt jump shot from 17 ft,44,45
195,2,1:03.0,J. Harden makes 2-pt jump shot from 17 ft,,46,45
196,2,0:51.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Barea),46,48
197,2,0:38.0,E. Gordon makes 3-pt jump shot from 27 ft,,49,48
198,2,0:30.0,,J. Barea misses 2-pt jump shot from 12 ft,49,48
199,2,0:29.0,,Offensive rebound by D. Powell,49,48
200,2,0:29.0,,D. Powell makes 2-pt hook shot from 3 ft,49,50
201,2,0:05.0,J. Harden misses 2-pt jump shot from 6 ft (block by D. Powell),,49,50
202,2,0:05.0,Offensive rebound by J. Harden,,49,50
203,2,0:05.0,J. Harden makes 2-pt layup from 6 ft,,51,50
204,2,0:05.0,Shooting foul by W. Matthews (drawn by J. Harden),,51,50
205,2,0:05.0,,Technical foul by W. Matthews,51,50
206,2,0:05.0,J. Harden misses technical free throw,,51,50
207,2,0:05.0,Offensive rebound by Team,,51,50
208,2,0:05.0,J. Harden makes free throw 1 of 1,,52,50
209,2,0:00.0,,D. Williams misses 3-pt jump shot from 31 ft,52,50
210,2,0:00.0,,Offensive rebound by Team,52,50
211,3,11:43.0,,W. Matthews misses 2-pt layup from 1 ft,52,50
212,3,11:41.0,Defensive rebound by R. Anderson,,52,50
213,3,11:23.0,J. Harden misses 2-pt jump shot from 11 ft,,52,50
214,3,11:21.0,Offensive rebound by C. Capela,,52,50
215,3,11:18.0,C. Capela makes 2-pt layup from 1 ft,,54,50
216,3,11:04.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by D. Williams),54,52
217,3,10:44.0,C. Capela misses 2-pt hook shot from 6 ft,,54,52
218,3,10:41.0,,Defensive rebound by J. Barea,54,52
219,3,10:22.0,,Personal foul by J. Harden (drawn by W. Matthews),54,52
220,3,10:14.0,,H. Barnes misses 2-pt jump shot from 17 ft,54,52
221,3,10:13.0,Defensive rebound by J. Harden,,54,52
222,3,10:07.0,T. Ariza misses 3-pt jump shot from 26 ft,,54,52
223,3,10:06.0,,Defensive rebound by A. Bogut,54,52
224,3,9:57.0,,H. Barnes makes 2-pt jump shot from 9 ft,54,54
225,3,9:57.0,,Shooting block foul by R. Anderson (drawn by H. Barnes),54,54
226,3,9:57.0,,H. Barnes makes free throw 1 of 1,54,55
227,3,9:42.0,R. Anderson makes 2-pt jump shot from 17 ft,,56,55
228,3,9:23.0,,H. Barnes misses 2-pt jump shot from 13 ft,56,55
229,3,9:21.0,Defensive rebound by C. Capela,,56,55
230,3,9:14.0,,Offensive charge foul by C. Capela (drawn by A. Bogut),56,55
231,3,9:14.0,Turnover by C. Capela (offensive foul),,56,55
232,3,8:55.0,,D. Williams misses 3-pt jump shot from 25 ft,56,55
233,3,8:54.0,Defensive rebound by J. Harden,,56,55
234,3,8:50.0,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),,58,55
235,3,8:37.0,,J. Barea misses 2-pt jump shot from 20 ft,58,55
236,3,8:36.0,Defensive rebound by J. Harden,,58,55
237,3,8:27.0,E. Gordon misses 3-pt jump shot from 25 ft,,58,55
238,3,8:27.0,,Defensive rebound by A. Bogut,58,55
239,3,8:06.0,,H. Barnes makes 2-pt jump shot from 19 ft,58,57
240,3,7:47.0,R. Anderson misses 2-pt jump shot from 4 ft,,58,57
241,3,7:45.0,,Defensive rebound by W. Matthews,58,57
242,3,7:36.0,,W. Matthews misses 2-pt jump shot from 12 ft,58,57
243,3,7:33.0,Defensive rebound by C. Capela,,58,57
244,3,7:18.0,J. Harden makes 2-pt jump shot from 6 ft,,60,57
245,3,7:03.0,,J. Barea misses 3-pt jump shot from 25 ft,60,57
246,3,7:02.0,Defensive rebound by C. Capela,,60,57
247,3,6:58.0,Personal foul by J. Barea,,60,57
248,3,6:50.0,J. Harden misses 3-pt jump shot from 25 ft,,60,57
249,3,6:49.0,Offensive rebound by R. Anderson,,60,57
250,3,6:44.0,Shooting foul by H. Barnes (drawn by E. Gordon),,60,57
251,3,6:44.0,E. Gordon makes free throw 1 of 2,,61,57
252,3,6:44.0,,Violation by D. Williams (lane),61,57
253,3,6:44.0,E. Gordon misses free throw 2 of 2,,61,57
254,3,6:44.0,,J. Anderson enters the game for J. Barea,61,57
255,3,6:43.0,,Defensive rebound by A. Bogut,61,57
256,3,6:26.0,,W. Matthews makes 2-pt jump shot from 13 ft,61,59
257,3,6:13.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),,64,59
258,3,5:42.0,,W. Matthews misses 3-pt jump shot from 25 ft,64,59
259,3,5:40.0,Defensive rebound by E. Gordon,,64,59
260,3,5:40.0,,Technical foul by A. Bogut,64,59
261,3,5:40.0,,Dallas full timeout,64,59
262,3,5:40.0,K. McDaniels enters the game for E. Gordon,,64,59
263,3,5:40.0,J. Harden makes technical free throw,,65,59
264,3,5:16.0,Turnover by C. Capela (bad pass; steal by W. Matthews),,65,59
265,3,5:03.0,,Turnover by D. Williams (bad pass; steal by C. Capela),65,59
266,3,4:54.0,K. McDaniels makes 2-pt layup from 1 ft (assist by J. Harden),,67,59
267,3,4:30.0,,D. Williams misses 2-pt layup from 2 ft,67,59
268,3,4:28.0,,Offensive rebound by A. Bogut,67,59
269,3,4:28.0,,A. Bogut makes 2-pt layup from 1 ft,67,61
270,3,4:06.0,R. Anderson misses 2-pt jump shot from 17 ft,,67,61
271,3,4:03.0,,Defensive rebound by Team,67,61
272,3,4:03.0,S. Dekker enters the game for R. Anderson,,67,61
273,3,3:45.0,,H. Barnes makes 2-pt jump shot from 18 ft,67,63
274,3,3:37.0,,Offensive charge foul by J. Harden (drawn by A. Bogut),67,63
275,3,3:37.0,Turnover by J. Harden (offensive foul),,67,63
276,3,3:37.0,C. Brewer enters the game for T. Ariza,,67,63
277,3,3:22.0,,H. Barnes misses 2-pt jump shot from 10 ft,67,63
278,3,3:19.0,Defensive rebound by K. McDaniels,,67,63
279,3,3:08.0,K. McDaniels misses 3-pt jump shot from 24 ft,,67,63
280,3,3:07.0,,Defensive rebound by A. Bogut,67,63
281,3,2:46.0,,W. Matthews makes 2-pt jump shot from 10 ft,67,65
282,3,2:29.0,C. Brewer misses 2-pt layup from 1 ft (block by J. Anderson),,67,65
283,3,2:29.0,Offensive rebound by Team,,67,65
284,3,2:29.0,Houston full timeout,,67,65
285,3,2:29.0,,D. Powell enters the game for A. Bogut,67,65
286,3,2:29.0,N. Hilário enters the game for C. Capela,,67,65
287,3,2:26.0,J. Harden makes 3-pt jump shot from 24 ft (assist by C. Brewer),,70,65
288,3,2:03.0,,H. Barnes makes 2-pt hook shot from 5 ft,70,67
289,3,1:51.0,J. Harden makes 3-pt jump shot from 25 ft,,73,67
290,3,1:36.0,,J. Anderson misses 2-pt jump shot from 15 ft,73,67
291,3,1:35.0,Defensive rebound by S. Dekker,,73,67
292,3,1:18.0,Shooting foul by H. Barnes (drawn by N. Hilário),,73,67
293,3,1:18.0,N. Hilário makes free throw 1 of 2,,74,67
294,3,1:18.0,N. Hilário misses free throw 2 of 2,,74,67
295,3,1:18.0,,J. Barea enters the game for D. Williams,74,67
296,3,1:17.0,Offensive rebound by K. McDaniels,,74,67
297,3,1:07.0,C. Brewer misses 3-pt jump shot from 24 ft,,74,67
298,3,1:06.0,,Defensive rebound by J. Barea,74,67
299,3,0:44.0,,H. Barnes misses 3-pt jump shot from 23 ft,74,67
300,3,0:43.0,Defensive rebound by N. Hilário,,74,67
301,3,0:36.0,J. Harden makes 3-pt jump shot from 26 ft,,77,67
302,3,0:25.0,,J. Anderson misses 3-pt jump shot from 27 ft,77,67
303,3,0:24.0,Defensive rebound by Team,,77,67
304,3,0:04.0,Turnover by J. Harden (lost ball; steal by D. Powell),,77,67
305,3,0:01.0,,W. Matthews misses 3-pt jump shot from 24 ft,77,67
306,3,0:00.0,,Offensive rebound by Team,77,67
307,4,11:38.0,K. McDaniels misses 3-pt jump shot from 24 ft,,77,67
308,4,11:37.0,,Defensive rebound by J. Anderson,77,67
309,4,11:25.0,,Personal foul by T. Ennis (drawn by D. Powell),77,67
310,4,11:15.0,,Shooting block foul by T. Ennis (drawn by J. Barea),77,67
311,4,11:15.0,,J. Barea makes free throw 1 of 2,77,68
312,4,11:15.0,,J. Barea makes free throw 2 of 2,77,69
313,4,11:02.0,Personal block foul by D. Powell (drawn by N. Hilário),,77,69
314,4,10:53.0,Turnover by N. Hilário (lost ball; steal by J. Anderson),,77,69
315,4,10:50.0,,Shooting foul by T. Ariza (drawn by J. Anderson),77,69
316,4,10:50.0,,J. Anderson makes free throw 1 of 2,77,70
317,4,10:50.0,,J. Anderson makes free throw 2 of 2,77,71
318,4,10:40.0,E. Gordon misses 3-pt jump shot from 25 ft,,77,71
319,4,10:39.0,,Defensive rebound by D. Powell,77,71
320,4,10:26.0,,Turnover by J. Anderson (bad pass; steal by K. McDaniels),77,71
321,4,10:23.0,Turnover by K. McDaniels (bad pass; steal by J. Barea),,77,71
322,4,10:00.0,,J. Barea misses 2-pt layup from 1 ft,77,71
323,4,9:58.0,Defensive rebound by T. Ennis,,77,71
324,4,9:55.0,Shooting block foul by Q. Acy (drawn by E. Gordon),,77,71
325,4,9:55.0,E. Gordon makes free throw 1 of 2,,78,71
326,4,9:55.0,E. Gordon makes free throw 2 of 2,,79,71
327,4,9:32.0,,J. Anderson misses 3-pt jump shot from 23 ft,79,71
328,4,9:31.0,,Offensive rebound by D. Powell,79,71
329,4,9:14.0,,S. Curry makes 2-pt jump shot from 4 ft (assist by J. Barea),79,73
330,4,9:02.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by T. Ennis),,82,73
331,4,8:36.0,,Q. Acy misses 2-pt layup at rim,82,73
332,4,8:35.0,Defensive rebound by N. Hilário,,82,73
333,4,8:27.0,T. Ariza misses 3-pt jump shot from 24 ft,,82,73
334,4,8:26.0,Offensive rebound by Team,,82,73
335,4,8:25.0,Official timeout,,82,73
336,4,8:25.0,,D. Williams enters the game for J. Barea,82,73
337,4,8:25.0,,H. Barnes enters the game for Q. Acy,82,73
338,4,8:24.0,C. Capela enters the game for N. Hilário,,82,73
339,4,8:22.0,T. Ariza makes 2-pt hook shot from 3 ft (assist by E. Gordon),,84,73
340,4,8:02.0,,H. Barnes misses 2-pt hook shot from 7 ft,84,73
341,4,8:00.0,,Offensive rebound by J. Anderson,84,73
342,4,8:00.0,,J. Anderson makes 2-pt layup from 1 ft,84,75
343,4,7:41.0,Turnover by K. McDaniels (lost ball; steal by D. Powell),,84,75
344,4,7:36.0,,Turnover by D. Williams (lost ball; steal by K. McDaniels),84,75
345,4,7:26.0,K. McDaniels makes 3-pt jump shot from 23 ft (assist by E. Gordon),,87,75
346,4,6:59.0,,Turnover by Team (shot clock),87,75
347,4,6:59.0,,A. Bogut enters the game for D. Powell,87,75
348,4,6:59.0,,W. Matthews enters the game for J. Anderson,87,75
349,4,6:47.0,E. Gordon misses 2-pt jump shot from 7 ft,,87,75
350,4,6:46.0,,Defensive rebound by Team,87,75
351,4,6:33.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),87,78
352,4,6:32.0,Houston full timeout,,87,78
353,4,6:32.0,J. Harden enters the game for T. Ennis,,87,78
354,4,6:15.0,Turnover by E. Gordon (kicked ball),,87,78
355,4,6:07.0,,Personal foul by T. Ariza (drawn by H. Barnes),87,78
356,4,5:59.0,,W. Matthews misses 3-pt jump shot from 25 ft,87,78
357,4,5:58.0,Defensive rebound by E. Gordon,,87,78
358,4,5:40.0,K. McDaniels makes 2-pt dunk at rim (assist by J. Harden),,89,78
359,4,5:13.0,,D. Williams misses 2-pt jump shot from 6 ft (block by C. Capela),89,78
360,4,5:10.0,Defensive rebound by E. Gordon,,89,78
361,4,5:06.0,Personal foul by D. Williams (drawn by J. Harden),,89,78
362,4,4:55.0,Shooting block foul by S. Curry (drawn by T. Ariza),,89,78
363,4,4:55.0,T. Ariza makes free throw 1 of 3,,90,78
364,4,4:55.0,T. Ariza makes free throw 2 of 3,,91,78
365,4,4:55.0,,J. Barea enters the game for S. Curry,91,78
366,4,4:55.0,N. Hilário enters the game for C. Capela,,91,78
367,4,4:55.0,T. Ariza makes free throw 3 of 3,,92,78
368,4,4:55.0,,Dallas full timeout,92,78
369,4,4:34.0,,D. Williams misses 3-pt jump shot from 26 ft,92,78
370,4,4:34.0,Defensive rebound by T. Ariza,,92,78
371,4,4:28.0,Personal take foul by D. Williams (drawn by N. Hilário),,92,78
372,4,4:28.0,N. Hilário misses free throw 1 of 2,,92,78
373,4,4:28.0,Offensive rebound by Team,,92,78
374,4,4:28.0,N. Hilário makes free throw 2 of 2,,93,78
375,4,4:17.0,,H. Barnes misses 2-pt jump shot from 7 ft,93,78
376,4,4:16.0,,Offensive rebound by H. Barnes,93,78
377,4,4:11.0,,W. Matthews misses 3-pt jump shot from 25 ft,93,78
378,4,4:11.0,,Offensive rebound by Team,93,78
379,4,4:11.0,Loose ball foul by K. McDaniels (drawn by H. Barnes),,93,78
380,4,4:11.0,,H. Barnes makes free throw 1 of 2,93,79
381,4,4:11.0,,D. Powell enters the game for A. Bogut,93,79
382,4,4:11.0,,H. Barnes makes free throw 2 of 2,93,80
383,4,4:07.0,Personal take foul by D. Williams (drawn by N. Hilário),,93,80
384,4,4:07.0,N. Hilário makes free throw 1 of 2,,94,80
385,4,4:07.0,N. Hilário makes free throw 2 of 2,,95,80
386,4,3:49.0,,H. Barnes makes 2-pt jump shot from 20 ft (assist by J. Barea),95,82
387,4,3:28.0,N. Hilário misses 2-pt jump shot from 14 ft,,95,82
388,4,3:28.0,,Defensive rebound by H. Barnes,95,82
389,4,3:21.0,,H. Barnes makes 2-pt jump shot from 18 ft,95,84
390,4,3:03.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),,98,84
391,4,2:52.0,,Shooting foul by N. Hilário (drawn by D. Williams),98,84
392,4,2:52.0,,D. Williams makes free throw 1 of 2,98,85
