,QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
0,1,11:40.0,T. Sefolosha misses 2-pt jump shot from 18 ft,,0,0
1,1,11:39.0,Offensive rebound by Team,,0,0
2,1,11:27.0,D. Schröder misses 2-pt layup from 1 ft,,0,0
3,1,11:27.0,Offensive rebound by T. Sefolosha,,0,0
4,1,11:26.0,T. Sefolosha misses 2-pt jump shot from 3 ft,,0,0
5,1,11:24.0,,Defensive rebound by M. Morris,0,0
6,1,11:10.0,,Turnover by B. Beal (step out of bounds),0,0
7,1,10:53.0,Turnover by D. Schröder (bad pass; steal by J. Wall),,0,0
8,1,10:44.0,,B. Beal makes 2-pt jump shot from 20 ft (assist by J. Wall),0,2
9,1,10:26.0,D. Schröder makes 2-pt layup from 2 ft,,2,2
10,1,10:26.0,Shooting foul by M. Morris (drawn by D. Schröder),,2,2
11,1,10:26.0,D. Schröder makes free throw 1 of 1,,3,2
12,1,10:11.0,,M. Gortat makes 2-pt jump shot from 14 ft (assist by B. Beal),3,4
13,1,10:01.0,T. Hardaway makes 3-pt jump shot from 29 ft (assist by D. Schröder),,6,4
14,1,9:52.0,,B. Beal misses 3-pt jump shot from 29 ft,6,4
15,1,9:51.0,,Offensive rebound by M. Gortat,6,4
16,1,9:47.0,,O. Porter makes 2-pt jump shot from 19 ft (assist by M. Gortat),6,6
17,1,9:29.0,Turnover by D. Schröder (bad pass; steal by B. Beal),,6,6
18,1,9:25.0,,B. Beal misses 2-pt layup at rim,6,6
19,1,9:25.0,,Offensive rebound by B. Beal,6,6
20,1,9:23.0,,B. Beal misses 2-pt layup from 1 ft (block by T. Hardaway),6,6
21,1,9:22.0,,Offensive rebound by B. Beal,6,6
22,1,9:20.0,,Turnover by B. Beal (bad pass),6,6
23,1,9:06.0,E. İlyasova makes 2-pt jump shot from 16 ft (assist by D. Schröder),,8,6
24,1,8:45.0,,M. Morris makes 2-pt jump shot from 8 ft,8,8
25,1,8:20.0,D. Howard makes 2-pt hook shot from 7 ft (assist by E. İlyasova),,10,8
26,1,8:03.0,,O. Porter misses 3-pt jump shot from 23 ft,10,8
27,1,8:02.0,Defensive rebound by D. Howard,,10,8
28,1,7:53.0,T. Hardaway misses 2-pt jump shot from 11 ft,,10,8
29,1,7:51.0,,Defensive rebound by M. Gortat,10,8
30,1,7:50.0,,Turnover by M. Gortat (bad pass),10,8
31,1,7:36.0,D. Howard makes 2-pt jump shot from 12 ft (assist by T. Hardaway),,12,8
32,1,7:22.0,,Turnover by J. Wall (bad pass; steal by T. Sefolosha),12,8
33,1,7:09.0,T. Hardaway makes 2-pt dunk at rim (assist by E. İlyasova),,14,8
34,1,6:56.0,,J. Wall misses 2-pt layup from 2 ft,14,8
35,1,6:55.0,Defensive rebound by E. İlyasova,,14,8
36,1,6:47.0,D. Schröder misses 2-pt layup from 1 ft,,14,8
37,1,6:47.0,,Defensive rebound by M. Gortat,14,8
38,1,6:42.0,,Personal block foul by E. İlyasova (drawn by J. Wall),14,8
39,1,6:36.0,,B. Beal misses 2-pt jump shot from 19 ft,14,8
40,1,6:36.0,Defensive rebound by D. Howard,,14,8
41,1,6:25.0,T. Hardaway misses 3-pt jump shot from 29 ft,,14,8
42,1,6:24.0,Offensive rebound by Team,,14,8
43,1,6:21.0,E. İlyasova misses 3-pt jump shot from 24 ft,,14,8
44,1,6:19.0,,Defensive rebound by M. Gortat,14,8
45,1,6:10.0,,J. Wall misses 2-pt jump shot from 20 ft,14,8
46,1,6:10.0,Defensive rebound by T. Sefolosha,,14,8
47,1,5:58.0,Turnover by D. Howard (lost ball),,14,8
48,1,5:58.0,,Washington full timeout,14,8
49,1,5:44.0,,M. Gortat misses 2-pt jump shot from 8 ft,14,8
50,1,5:43.0,Defensive rebound by T. Sefolosha,,14,8
51,1,5:32.0,D. Howard misses 2-pt jump shot from 16 ft,,14,8
52,1,5:31.0,,Defensive rebound by J. Wall,14,8
53,1,5:22.0,,M. Morris misses 3-pt jump shot from 23 ft,14,8
54,1,5:21.0,Defensive rebound by D. Schröder,,14,8
55,1,5:14.0,Turnover by D. Schröder (lost ball; steal by B. Beal),,14,8
56,1,5:07.0,,M. Morris misses 2-pt layup from 1 ft,14,8
57,1,5:07.0,,Offensive rebound by Team,14,8
58,1,5:07.0,Loose ball foul by E. İlyasova (drawn by M. Morris),,14,8
59,1,5:07.0,T. Prince enters the game for E. İlyasova,,14,8
