,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PORTLAND_ACTION,WASHINGTON_SCORE,PORTLAND_SCORE
386,4,2:56.0,,M. Harkless misses 2-pt layup from 3 ft,102,106
387,4,2:55.0,Defensive rebound by M. Morris,,102,106
388,4,2:39.0,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),,105,106
389,4,2:22.0,,D. Lillard misses 2-pt jump shot from 7 ft,105,106
390,4,2:21.0,Defensive rebound by O. Porter,,105,106
391,4,2:11.0,B. Beal makes 3-pt jump shot from 28 ft (assist by J. Wall),,108,106
392,4,1:42.0,,C. McCollum misses 2-pt layup at rim,108,106
393,4,1:41.0,Defensive rebound by O. Porter,,108,106
394,4,1:36.0,J. Wall misses 2-pt layup from 2 ft,,108,106
395,4,1:36.0,,Defensive rebound by M. Harkless,108,106
396,4,1:28.0,,Turnover by D. Lillard (bad pass; steal by O. Porter),108,106
397,4,1:24.0,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),,110,106
398,4,1:24.0,Shooting foul by M. Harkless (drawn by O. Porter),,110,106
399,4,1:24.0,Official timeout,,110,106
400,4,1:24.0,O. Porter misses free throw 1 of 1,,110,106
401,4,1:24.0,Offensive rebound by M. Gortat,,110,106
402,4,1:24.0,,A. Crabbe enters the game for M. Harkless,110,106
403,4,1:11.0,J. Wall makes 2-pt layup from 1 ft,,112,106
404,4,1:00.0,,Def 3 sec tech foul by M. Morris,112,106
405,4,1:00.0,,D. Lillard makes technical free throw,112,107
406,4,0:53.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by A. Crabbe),112,110
407,4,0:32.0,B. Beal misses 3-pt jump shot from 25 ft,,112,110
408,4,0:32.0,,Defensive rebound by D. Lillard,112,110
409,4,0:23.0,,Shooting foul by O. Porter (drawn by J. Nurkić),112,110
410,4,0:23.0,,J. Nurkić makes free throw 1 of 2,112,111
411,4,0:23.0,,M. Harkless enters the game for D. Lillard,112,111
412,4,0:23.0,,J. Nurkić makes free throw 2 of 2,112,112
413,4,0:23.0,Washington full timeout,,112,112
414,4,0:01.0,J. Wall misses 2-pt jump shot from 16 ft,,112,112
415,4,0:00.0,Offensive rebound by Team,,112,112
416,1OT,4:40.0,,J. Nurkić misses 2-pt hook shot from 4 ft,112,112
417,1OT,4:39.0,Defensive rebound by O. Porter,,112,112
418,1OT,4:23.0,B. Beal misses 2-pt layup from 1 ft (block by J. Nurkić),,112,112
419,1OT,4:23.0,,Defensive rebound by A. Crabbe,112,112
420,1OT,4:14.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by C. McCollum),112,115
421,1OT,3:57.0,O. Porter makes 3-pt jump shot from 25 ft,,115,115
422,1OT,3:35.0,,J. Nurkić misses 2-pt jump shot from 3 ft (block by M. Morris),115,115
423,1OT,3:34.0,Defensive rebound by M. Gortat,,115,115
424,1OT,3:23.0,M. Gortat misses 2-pt hook shot from 5 ft,,115,115
425,1OT,3:23.0,,Defensive rebound by A. Crabbe,115,115
426,1OT,3:13.0,,Turnover by D. Lillard (lost ball),115,115
427,1OT,3:04.0,B. Beal misses 3-pt jump shot from 25 ft,,115,115
428,1OT,3:04.0,,Defensive rebound by J. Nurkić,115,115
429,1OT,2:55.0,,D. Lillard makes 2-pt jump shot from 21 ft,115,117
430,1OT,2:35.0,J. Wall makes 2-pt jump shot from 16 ft,,117,117
431,1OT,2:25.0,,Personal foul by O. Porter (drawn by A. Crabbe),117,117
432,1OT,2:18.0,,D. Lillard makes 3-pt jump shot from 28 ft (assist by C. McCollum),117,120
433,1OT,2:16.0,Washington full timeout,,117,120
434,1OT,2:07.0,J. Wall makes 2-pt layup from 1 ft (assist by O. Porter),,119,120
435,1OT,1:51.0,,D. Lillard misses 2-pt jump shot from 20 ft,119,120
436,1OT,1:50.0,Defensive rebound by M. Gortat,,119,120
437,1OT,1:28.0,O. Porter misses 3-pt jump shot from 25 ft,,119,120
438,1OT,1:27.0,Offensive rebound by M. Gortat,,119,120
439,1OT,1:27.0,M. Gortat makes 2-pt layup from 1 ft,,121,120
440,1OT,1:04.0,,D. Lillard makes 2-pt jump shot from 6 ft,121,122
441,1OT,0:50.0,B. Beal misses 2-pt jump shot from 14 ft,,121,122
442,1OT,0:50.0,,Defensive rebound by A. Crabbe,121,122
443,1OT,0:36.0,,D. Lillard makes 2-pt layup from 1 ft,121,124
444,1OT,0:36.0,Washington full timeout,,121,124
445,1OT,0:36.0,,M. Harkless enters the game for D. Lillard,121,124
446,1OT,0:32.0,Shooting foul by A. Crabbe (drawn by B. Beal),,121,124
447,1OT,0:32.0,B. Beal misses free throw 1 of 3,,121,124
448,1OT,0:32.0,Offensive rebound by Team,,121,124
449,1OT,0:32.0,B. Beal makes free throw 2 of 3,,122,124
450,1OT,0:32.0,B. Beal makes free throw 3 of 3,,123,124
451,1OT,0:32.0,,Portland full timeout,123,124
452,1OT,0:32.0,,D. Lillard enters the game for M. Harkless,123,124
453,1OT,0:17.0,,D. Lillard misses 2-pt jump shot from 22 ft (block by J. Wall),123,124
454,1OT,0:16.0,Defensive rebound by M. Gortat,,123,124
455,1OT,0:07.0,Washington full timeout,,123,124
456,1OT,0:07.0,,M. Harkless enters the game for D. Lillard,123,124
457,1OT,0:00.0,M. Morris makes 2-pt jump shot from 20 ft (assist by B. Beal),,125,124
458,1OT,0:00.0,,Portland full timeout,125,124
459,1OT,0:00.0,,D. Lillard enters the game for M. Harkless,125,124
460,1OT,0:00.0,I. Mahinmi enters the game for M. Gortat,,125,124
461,1OT,0:00.0,,M. Leonard enters the game for A. Aminu,125,124
462,1OT,0:00.0,,D. Lillard misses 3-pt jump shot from 30 ft,125,124
463,1OT,0:00.0,,Offensive rebound by Team,125,124
