,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BOSTON_ACTION,PORTLAND_SCORE,BOSTON_SCORE
49,1,6:05.0,,Personal foul by M. Plumlee (drawn by I. Thomas),11,14
50,1,6:05.0,N. Vonleh enters the game for M. Plumlee,,11,14
51,1,5:51.0,,A. Horford misses 2-pt jump shot from 12 ft,11,14
52,1,5:49.0,,Offensive rebound by Team,11,14
53,1,5:39.0,,Turnover by I. Thomas (bad pass; steal by N. Vonleh),11,14
54,1,5:31.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by E. Turner),,14,14
55,1,5:14.0,,A. Horford makes 2-pt hook shot from 9 ft,14,16
56,1,4:57.0,A. Aminu makes 2-pt layup from 1 ft,,16,16
57,1,4:35.0,,I. Thomas misses 2-pt layup from 3 ft (block by E. Turner),16,16
58,1,4:34.0,Defensive rebound by A. Aminu,,16,16
59,1,4:24.0,C. McCollum makes 2-pt jump shot from 20 ft,,18,16
60,1,4:24.0,,Boston full timeout,18,16
61,1,4:24.0,,K. Olynyk enters the game for A. Johnson,18,16
62,1,4:24.0,A. Crabbe enters the game for E. Turner,,18,16
63,1,4:24.0,M. Harkless enters the game for D. Lillard,,18,16
64,1,4:12.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by T. Rozier),18,19
65,1,3:55.0,A. Crabbe misses 2-pt jump shot from 17 ft,,18,19
66,1,3:54.0,Offensive rebound by N. Vonleh,,18,19
67,1,3:54.0,N. Vonleh makes 2-pt layup from 1 ft,,20,19
68,1,3:43.0,,T. Rozier misses 3-pt jump shot from 27 ft,20,19
69,1,3:42.0,,Offensive rebound by Team,20,19
70,1,3:42.0,Loose ball foul by N. Vonleh (drawn by A. Horford),,20,19
71,1,3:42.0,,M. Smart enters the game for I. Thomas,20,19
72,1,3:26.0,,Shooting foul by N. Vonleh (drawn by A. Horford),20,19
73,1,3:26.0,,A. Horford misses free throw 1 of 2,20,19
74,1,3:26.0,,Offensive rebound by Team,20,19
75,1,3:26.0,M. Leonard enters the game for N. Vonleh,,20,19
76,1,3:26.0,,A. Horford makes free throw 2 of 2,20,20
77,1,3:11.0,C. McCollum misses 2-pt jump shot from 17 ft,,20,20
78,1,3:10.0,,Defensive rebound by M. Smart,20,20
79,1,3:01.0,,A. Horford misses 2-pt hook shot from 8 ft,20,20
80,1,3:00.0,Defensive rebound by M. Leonard,,20,20
81,1,2:47.0,Turnover by M. Leonard (bad pass; steal by M. Smart),,20,20
82,1,2:33.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by M. Smart),20,22
83,1,2:10.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by A. Crabbe),,23,22
84,1,1:50.0,,A. Horford misses 2-pt jump shot from 9 ft,23,22
85,1,1:49.0,Defensive rebound by A. Aminu,,23,22
86,1,1:43.0,A. Aminu misses 2-pt layup from 2 ft,,23,22
87,1,1:42.0,,Defensive rebound by K. Olynyk,23,22
88,1,1:37.0,,Shooting foul by M. Leonard (drawn by A. Horford),23,22
89,1,1:37.0,,A. Horford makes free throw 1 of 2,23,23
90,1,1:37.0,,J. Brown enters the game for J. Crowder,23,23
91,1,1:37.0,D. Lillard enters the game for C. McCollum,,23,23
92,1,1:37.0,,A. Horford makes free throw 2 of 2,23,24
93,1,1:28.0,Personal foul by M. Smart (drawn by D. Lillard),,23,24
94,1,1:28.0,,J. Mickey enters the game for A. Horford,23,24
95,1,1:18.0,Turnover by D. Lillard (bad pass; steal by J. Brown),,23,24
96,1,1:17.0,,Personal foul by D. Lillard (drawn by M. Smart),23,24
97,1,1:17.0,,M. Smart makes free throw 1 of 2,23,25
98,1,1:17.0,,M. Smart makes free throw 2 of 2,23,26
99,1,1:04.0,M. Harkless misses 2-pt jump shot from 10 ft,,23,26
100,1,1:03.0,,Defensive rebound by J. Mickey,23,26
101,1,0:54.0,,T. Rozier misses 2-pt layup from 1 ft,23,26
102,1,0:53.0,Defensive rebound by M. Leonard,,23,26
103,1,0:34.0,Def 3 sec tech foul by J. Mickey,,23,26
104,1,0:34.0,D. Lillard makes technical free throw,,24,26
105,1,0:33.0,M. Leonard makes 2-pt dunk at rim (assist by M. Harkless),,26,26
106,1,0:14.0,,M. Smart makes 2-pt jump shot from 11 ft,26,28
107,1,0:02.0,D. Lillard misses 2-pt jump shot from 16 ft,,26,28
108,1,0:01.0,,Defensive rebound by J. Brown,26,28
109,2,11:48.0,Turnover by A. Aminu (bad pass; steal by J. Brown),,26,28
110,2,11:44.0,,Turnover by J. Brown (step out of bounds),26,28
111,2,11:34.0,D. Lillard misses 3-pt jump shot from 25 ft,,26,28
112,2,11:34.0,,Defensive rebound by I. Thomas,26,28
113,2,11:27.0,,Turnover by I. Thomas (lost ball; steal by A. Crabbe),26,28
114,2,11:18.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by A. Crabbe),,29,28
115,2,10:56.0,,Turnover by M. Smart (bad pass; steal by A. Crabbe),29,28
116,2,10:49.0,A. Crabbe misses 3-pt jump shot from 25 ft,,29,28
117,2,10:48.0,,Defensive rebound by K. Olynyk,29,28
118,2,10:42.0,,Personal foul by D. Lillard (drawn by I. Thomas),29,28
119,2,10:42.0,C. McCollum enters the game for D. Lillard,,29,28
120,2,10:36.0,,M. Smart misses 2-pt jump shot from 19 ft,29,28
121,2,10:36.0,Defensive rebound by C. McCollum,,29,28
122,2,10:19.0,Turnover by M. Leonard (bad pass),,29,28
123,2,10:06.0,,Shooting foul by A. Aminu (drawn by K. Olynyk),29,28
124,2,10:06.0,,K. Olynyk makes free throw 1 of 2,29,29
125,2,10:06.0,,K. Olynyk makes free throw 2 of 2,29,30
126,2,9:51.0,Shooting foul by J. Mickey (drawn by M. Leonard),,29,30
127,2,9:51.0,M. Leonard makes 2-pt dunk at rim (assist by A. Crabbe),,31,30
128,2,9:51.0,M. Leonard makes free throw 1 of 1,,32,30
129,2,9:40.0,,I. Thomas makes 2-pt layup from 1 ft,32,32
130,2,9:31.0,C. McCollum misses 2-pt layup from 1 ft,,32,32
131,2,9:30.0,,Defensive rebound by Team,32,32
132,2,9:15.0,,Turnover by M. Smart (bad pass),32,32
133,2,9:00.0,Shooting block foul by K. Olynyk (drawn by C. McCollum),,32,32
134,2,9:00.0,C. McCollum makes free throw 1 of 2,,33,32
135,2,9:00.0,C. McCollum misses free throw 2 of 2,,33,32
136,2,8:59.0,,Defensive rebound by K. Olynyk,33,32
137,2,8:49.0,,I. Thomas misses 3-pt jump shot from 25 ft,33,32
138,2,8:47.0,Defensive rebound by Team,,33,32
139,2,8:47.0,Official timeout,,33,32
140,2,8:47.0,,A. Johnson enters the game for J. Mickey,33,32
141,2,8:47.0,,T. Rozier enters the game for M. Smart,33,32
142,2,8:26.0,C. McCollum misses 3-pt jump shot from 25 ft,,33,32
143,2,8:26.0,Offensive rebound by Team,,33,32
144,2,8:26.0,,Loose ball foul by I. Thomas (drawn by M. Harkless),33,32
145,2,8:19.0,Personal foul by T. Rozier (drawn by C. McCollum),,33,32
146,2,8:05.0,C. McCollum makes 2-pt jump shot from 7 ft,,35,32
147,2,8:05.0,Shooting foul by T. Rozier (drawn by C. McCollum),,35,32
148,2,8:05.0,C. McCollum makes free throw 1 of 1,,36,32
149,2,7:42.0,,I. Thomas makes 2-pt jump shot from 14 ft (assist by T. Rozier),36,34
150,2,7:42.0,,Shooting foul by C. McCollum (drawn by I. Thomas),36,34
151,2,7:42.0,E. Turner enters the game for M. Harkless,,36,34
152,2,7:42.0,,I. Thomas makes free throw 1 of 1,36,35
153,2,7:29.0,A. Crabbe misses 2-pt jump shot from 19 ft,,36,35
154,2,7:26.0,,Defensive rebound by J. Brown,36,35
155,2,7:08.0,,Shooting foul by C. McCollum (drawn by J. Brown),36,35
156,2,7:08.0,,J. Brown makes free throw 1 of 2,36,36
157,2,7:08.0,,J. Brown makes free throw 2 of 2,36,37
158,2,6:57.0,Def 3 sec tech foul by K. Olynyk,,36,37
159,2,6:57.0,C. McCollum makes technical free throw,,37,37
160,2,6:57.0,M. Plumlee enters the game for M. Leonard,,37,37
161,2,6:45.0,A. Crabbe makes 2-pt layup from 1 ft (assist by M. Plumlee),,39,37
162,2,6:32.0,,T. Rozier makes 2-pt layup from 1 ft,39,39
163,2,6:16.0,A. Crabbe makes 2-pt jump shot from 10 ft (assist by M. Plumlee),,41,39
164,2,6:06.0,,I. Thomas makes 2-pt layup from 2 ft,41,41
165,2,6:06.0,,Shooting block foul by A. Crabbe (drawn by I. Thomas),41,41
166,2,6:06.0,,I. Thomas misses free throw 1 of 1,41,41
167,2,6:06.0,,J. Crowder enters the game for K. Olynyk,41,41
168,2,6:06.0,,A. Horford enters the game for J. Brown,41,41
169,2,6:05.0,,Offensive rebound by I. Thomas,41,41
170,2,6:02.0,,I. Thomas makes 2-pt layup from 1 ft,41,43
171,2,6:01.0,Portland full timeout,,41,43
172,2,6:01.0,,M. Smart enters the game for I. Thomas,41,43
173,2,5:50.0,C. McCollum makes 2-pt jump shot from 10 ft,,43,43
174,2,5:50.0,Shooting foul by T. Rozier (drawn by C. McCollum),,43,43
175,2,5:50.0,M. Leonard enters the game for A. Aminu,,43,43
176,2,5:50.0,C. McCollum makes free throw 1 of 1,,44,43
177,2,5:36.0,,T. Rozier makes 2-pt jump shot from 13 ft (assist by A. Horford),44,45
178,2,5:22.0,M. Plumlee makes 2-pt layup at rim (assist by C. McCollum),,46,45
179,2,5:04.0,,A. Horford misses 2-pt jump shot from 18 ft,46,45
180,2,5:00.0,Defensive rebound by M. Plumlee,,46,45
181,2,4:54.0,A. Crabbe makes 2-pt layup from 1 ft (assist by M. Plumlee),,48,45
182,2,4:28.0,,J. Crowder misses 3-pt jump shot from 25 ft,48,45
183,2,4:27.0,Defensive rebound by M. Plumlee,,48,45
184,2,4:15.0,A. Crabbe misses 2-pt jump shot from 23 ft,,48,45
185,2,4:14.0,,Defensive rebound by A. Johnson,48,45
186,2,4:09.0,,M. Smart makes 3-pt jump shot from 26 ft,48,48
187,2,3:52.0,C. McCollum misses 2-pt jump shot from 16 ft,,48,48
188,2,3:51.0,,Defensive rebound by Team,48,48
189,2,3:51.0,Loose ball foul by M. Plumlee (drawn by M. Smart),,48,48
190,2,3:51.0,,M. Smart makes free throw 1 of 2,48,49
191,2,3:51.0,,I. Thomas enters the game for T. Rozier,48,49
192,2,3:51.0,,K. Olynyk enters the game for A. Johnson,48,49
193,2,3:51.0,A. Aminu enters the game for M. Plumlee,,48,49
194,2,3:51.0,,M. Smart makes free throw 2 of 2,48,50
195,2,3:37.0,E. Turner misses 2-pt jump shot from 15 ft,,48,50
196,2,3:36.0,,Defensive rebound by K. Olynyk,48,50
197,2,3:28.0,,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),48,52
198,2,3:11.0,A. Aminu misses 3-pt jump shot from 24 ft,,48,52
199,2,3:10.0,,Defensive rebound by A. Horford,48,52
200,2,2:57.0,,M. Smart misses 3-pt jump shot from 26 ft,48,52
201,2,2:54.0,Defensive rebound by E. Turner,,48,52
202,2,2:47.0,Shooting foul by J. Crowder (drawn by C. McCollum),,48,52
203,2,2:47.0,,Boston full timeout,48,52
204,2,2:47.0,C. McCollum misses free throw 1 of 2,,48,52
205,2,2:47.0,Offensive rebound by Team,,48,52
206,2,2:47.0,C. McCollum makes free throw 2 of 2,,49,52
207,2,2:26.0,,I. Thomas makes 2-pt jump shot from 18 ft,49,54
208,2,2:09.0,E. Turner misses 2-pt jump shot from 18 ft,,49,54
209,2,2:08.0,,Defensive rebound by J. Crowder,49,54
210,2,1:57.0,,A. Horford makes 3-pt jump shot from 23 ft (assist by I. Thomas),49,57
211,2,1:55.0,Portland full timeout,,49,57
212,2,1:42.0,Shooting foul by K. Olynyk (drawn by A. Aminu),,49,57
213,2,1:42.0,A. Aminu makes free throw 1 of 2,,50,57
214,2,1:42.0,A. Aminu makes free throw 2 of 2,,51,57
215,2,1:24.0,,K. Olynyk makes 2-pt hook shot from 7 ft (assist by I. Thomas),51,59
216,2,1:04.0,M. Leonard misses 2-pt jump shot from 9 ft,,51,59
217,2,1:03.0,,Defensive rebound by K. Olynyk,51,59
218,2,0:59.0,,I. Thomas makes 2-pt layup from 2 ft (assist by K. Olynyk),51,61
219,2,0:52.0,C. McCollum makes 3-pt jump shot from 26 ft,,54,61
220,2,0:33.0,,M. Smart makes 2-pt layup from 3 ft (assist by A. Horford),54,63
221,2,0:22.0,Personal foul by A. Horford (drawn by C. McCollum),,54,63
222,2,0:22.0,C. McCollum makes free throw 1 of 2,,55,63
223,2,0:22.0,C. McCollum makes free throw 2 of 2,,56,63
224,2,0:03.0,,Shooting foul by M. Leonard (drawn by I. Thomas),56,63
225,2,0:03.0,,I. Thomas makes free throw 1 of 2,56,64
226,2,0:03.0,,T. Rozier enters the game for K. Olynyk,56,64
227,2,0:03.0,,I. Thomas makes free throw 2 of 2,56,65
228,2,0:01.0,A. Aminu misses 3-pt jump shot from 29 ft,,56,65
229,2,0:00.0,Offensive rebound by Team,,56,65
230,3,11:45.0,Offensive foul by M. Plumlee (drawn by I. Thomas),,56,65
231,3,11:45.0,Turnover by M. Plumlee (offensive foul),,56,65
232,3,11:35.0,,M. Smart makes 2-pt jump shot from 14 ft (assist by I. Thomas),56,67
233,3,11:19.0,E. Turner makes 2-pt jump shot from 15 ft,,58,67
234,3,11:06.0,,M. Smart misses 2-pt jump shot from 23 ft,58,67
235,3,11:04.0,Defensive rebound by M. Plumlee,,58,67
236,3,10:57.0,D. Lillard makes 2-pt jump shot from 19 ft,,60,67
237,3,10:39.0,,Turnover by I. Thomas (lost ball; steal by N. Vonleh),60,67
238,3,10:25.0,M. Plumlee misses 2-pt jump shot from 5 ft,,60,67
239,3,10:24.0,Offensive rebound by N. Vonleh,,60,67
240,3,10:10.0,N. Vonleh makes 2-pt layup from 2 ft (assist by D. Lillard),,62,67
241,3,10:10.0,,Violation by A. Horford (def goaltending),62,67
242,3,9:54.0,,Loose ball foul by A. Johnson (drawn by C. McCollum),62,67
243,3,9:54.0,,Turnover by A. Johnson (offensive foul),62,67
244,3,9:37.0,C. McCollum misses 3-pt jump shot from 25 ft,,62,67
245,3,9:36.0,Offensive rebound by Team,,62,67
246,3,9:30.0,D. Lillard makes 2-pt jump shot from 21 ft (assist by M. Plumlee),,64,67
247,3,9:10.0,,I. Thomas misses 3-pt jump shot from 25 ft,64,67
248,3,9:09.0,Defensive rebound by M. Plumlee,,64,67
249,3,8:59.0,E. Turner makes 2-pt jump shot from 7 ft (assist by D. Lillard),,66,67
250,3,8:38.0,,Turnover by A. Horford (lost ball; steal by E. Turner),66,67
251,3,8:34.0,Turnover by E. Turner (bad pass; steal by J. Crowder),,66,67
252,3,8:27.0,,I. Thomas misses 2-pt layup from 2 ft,66,67
253,3,8:26.0,Defensive rebound by N. Vonleh,,66,67
254,3,8:12.0,Shooting foul by M. Smart (drawn by C. McCollum),,66,67
255,3,8:12.0,C. McCollum misses free throw 1 of 2,,66,67
256,3,8:12.0,Offensive rebound by Team,,66,67
257,3,8:12.0,,K. Olynyk enters the game for A. Johnson,66,67
258,3,8:12.0,C. McCollum makes free throw 2 of 2,,67,67
259,3,7:49.0,,I. Thomas misses 2-pt jump shot from 14 ft,67,67
260,3,7:48.0,,Offensive rebound by K. Olynyk,67,67
261,3,7:47.0,,K. Olynyk makes 2-pt layup from 1 ft,67,69
262,3,7:35.0,Offensive foul by N. Vonleh (drawn by I. Thomas),,67,69
263,3,7:35.0,Turnover by N. Vonleh (offensive foul),,67,69
264,3,7:24.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by M. Smart),67,72
265,3,7:08.0,D. Lillard misses 2-pt layup from 2 ft,,67,72
266,3,7:07.0,,Defensive rebound by A. Horford,67,72
267,3,7:02.0,,I. Thomas misses 3-pt jump shot from 25 ft,67,72
268,3,7:02.0,Defensive rebound by Team,,67,72
269,3,6:45.0,N. Vonleh misses 2-pt jump shot from 20 ft,,67,72
270,3,6:44.0,,Defensive rebound by J. Crowder,67,72
271,3,6:28.0,,Turnover by I. Thomas (bad pass; steal by C. McCollum),67,72
272,3,6:23.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),,70,72
273,3,6:09.0,,Turnover by K. Olynyk (lost ball; steal by C. McCollum),70,72
274,3,6:09.0,Personal take foul by K. Olynyk (drawn by C. McCollum),,70,72
275,3,5:58.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by E. Turner),,72,72
276,3,5:41.0,,Turnover by K. Olynyk (lost ball; steal by C. McCollum),72,72
277,3,5:34.0,D. Lillard misses 2-pt layup from 2 ft,,72,72
278,3,5:33.0,Offensive rebound by N. Vonleh,,72,72
279,3,5:33.0,N. Vonleh misses 2-pt layup from 1 ft,,72,72
280,3,5:32.0,Offensive rebound by N. Vonleh,,72,72
281,3,5:31.0,N. Vonleh makes 2-pt dunk at rim,,74,72
282,3,5:31.0,,Boston full timeout,74,72
283,3,5:20.0,,J. Crowder misses 2-pt layup from 3 ft,74,72
284,3,5:19.0,,Offensive rebound by K. Olynyk,74,72
285,3,5:17.0,,Turnover by K. Olynyk (bad pass; steal by M. Plumlee),74,72
286,3,5:12.0,N. Vonleh makes 2-pt dunk at rim (assist by M. Plumlee),,76,72
287,3,4:56.0,,I. Thomas misses 2-pt layup from 1 ft,76,72
288,3,4:55.0,Defensive rebound by E. Turner,,76,72
289,3,4:42.0,N. Vonleh misses 2-pt jump shot from 16 ft,,76,72
290,3,4:41.0,Offensive rebound by M. Plumlee,,76,72
291,3,4:38.0,M. Plumlee makes 2-pt layup from 1 ft,,78,72
292,3,4:26.0,,Shooting foul by N. Vonleh (drawn by J. Crowder),78,72
293,3,4:26.0,,J. Crowder makes free throw 1 of 3,78,73
294,3,4:26.0,,J. Crowder makes free throw 2 of 3,78,74
295,3,4:26.0,A. Crabbe enters the game for N. Vonleh,,78,74
296,3,4:26.0,A. Aminu enters the game for C. McCollum,,78,74
297,3,4:26.0,M. Leonard enters the game for M. Plumlee,,78,74
298,3,4:26.0,,J. Mickey enters the game for A. Horford,78,74
299,3,4:26.0,,J. Crowder makes free throw 3 of 3,78,75
300,3,4:04.0,E. Turner makes 2-pt layup at rim,,80,75
301,3,3:51.0,,J. Mickey misses 2-pt jump shot from 20 ft,80,75
302,3,3:50.0,Defensive rebound by E. Turner,,80,75
303,3,3:37.0,A. Crabbe misses 2-pt layup from 1 ft,,80,75
304,3,3:36.0,,Defensive rebound by Team,80,75
305,3,3:36.0,,T. Rozier enters the game for I. Thomas,80,75
306,3,3:19.0,,M. Smart makes 2-pt layup from 2 ft (assist by J. Crowder),80,77
307,3,3:04.0,A. Crabbe misses 2-pt jump shot from 9 ft,,80,77
308,3,3:03.0,Offensive rebound by A. Aminu,,80,77
309,3,2:59.0,E. Turner misses 3-pt jump shot from 23 ft,,80,77
310,3,2:58.0,Offensive rebound by M. Leonard,,80,77
311,3,2:54.0,A. Crabbe misses 3-pt jump shot from 26 ft,,80,77
312,3,2:53.0,,Defensive rebound by T. Rozier,80,77
313,3,2:47.0,,T. Rozier makes 2-pt layup from 1 ft,80,79
314,3,2:44.0,Portland full timeout,,80,79
315,3,2:27.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),,83,79
316,3,2:14.0,,M. Smart misses 2-pt jump shot from 12 ft (block by E. Turner),83,79
317,3,2:13.0,,Offensive rebound by M. Smart,83,79
318,3,2:12.0,,Shooting foul by E. Turner (drawn by M. Smart),83,79
319,3,2:12.0,,M. Smart makes free throw 1 of 2,83,80
320,3,2:12.0,M. Harkless enters the game for E. Turner,,83,80
321,3,2:12.0,,M. Smart makes free throw 2 of 2,83,81
322,3,1:57.0,Turnover by M. Leonard (bad pass; steal by M. Smart),,83,81
323,3,1:52.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Smart),83,84
324,3,1:39.0,D. Lillard makes 2-pt layup from 1 ft,,85,84
325,3,1:25.0,,J. Crowder misses 2-pt jump shot from 23 ft,85,84
326,3,1:24.0,Defensive rebound by A. Aminu,,85,84
327,3,1:17.0,M. Harkless misses 3-pt jump shot from 24 ft,,85,84
328,3,1:16.0,,Defensive rebound by K. Olynyk,85,84
329,3,1:05.0,,K. Olynyk makes 2-pt jump shot from 16 ft (assist by T. Rozier),85,86
330,3,0:44.0,M. Leonard makes 3-pt jump shot from 27 ft (assist by D. Lillard),,88,86
331,3,0:29.0,,T. Rozier misses 2-pt jump shot from 14 ft,88,86
332,3,0:28.0,Defensive rebound by A. Crabbe,,88,86
333,3,0:05.0,D. Lillard misses 2-pt jump shot from 9 ft,,88,86
334,3,0:05.0,,Defensive rebound by M. Smart,88,86
335,3,0:00.0,,M. Smart misses 3-pt jump shot from 25 ft (block by D. Lillard),88,86
336,3,0:00.0,,Offensive rebound by Team,88,86
337,4,11:51.0,,J. Brown misses 2-pt layup from 1 ft,88,86
338,4,11:49.0,,Offensive rebound by J. Mickey,88,86
339,4,11:49.0,,J. Mickey makes 2-pt dunk at rim,88,88
340,4,11:32.0,A. Aminu misses 3-pt jump shot from 23 ft,,88,88
341,4,11:31.0,,Defensive rebound by J. Brown,88,88
342,4,11:10.0,,T. Rozier misses 2-pt jump shot from 10 ft,88,88
343,4,11:09.0,,Offensive rebound by Team,88,88
344,4,11:09.0,Loose ball foul by A. Aminu (drawn by K. Olynyk),,88,88
345,4,10:58.0,,J. Mickey misses 2-pt jump shot from 7 ft,88,88
346,4,10:57.0,Defensive rebound by A. Aminu,,88,88
347,4,10:54.0,Personal foul by K. Olynyk (drawn by A. Aminu),,88,88
348,4,10:44.0,C. McCollum misses 2-pt jump shot from 14 ft,,88,88
349,4,10:43.0,,Defensive rebound by T. Rozier,88,88
350,4,10:32.0,,I. Thomas makes 2-pt jump shot from 18 ft (assist by J. Mickey),88,90
351,4,10:13.0,C. McCollum misses 2-pt jump shot from 18 ft,,88,90
352,4,10:12.0,,Defensive rebound by T. Rozier,88,90
353,4,10:05.0,,Turnover by I. Thomas (traveling),88,90
354,4,10:05.0,E. Turner enters the game for M. Harkless,,88,90
355,4,9:48.0,Shooting foul by J. Brown (drawn by A. Aminu),,88,90
356,4,9:48.0,A. Aminu makes free throw 1 of 2,,89,90
357,4,9:48.0,D. Lillard enters the game for A. Crabbe,,89,90
358,4,9:48.0,A. Aminu makes free throw 2 of 2,,90,90
359,4,9:33.0,,Turnover by K. Olynyk (illegal screen),90,90
360,4,9:25.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by D. Lillard),,93,90
361,4,9:10.0,,Turnover by T. Rozier (bad pass),93,90
362,4,9:10.0,,A. Horford enters the game for K. Olynyk,93,90
363,4,9:10.0,N. Vonleh enters the game for A. Aminu,,93,90
364,4,8:56.0,D. Lillard misses 3-pt jump shot from 26 ft,,93,90
365,4,8:56.0,,Defensive rebound by A. Horford,93,90
366,4,8:46.0,,I. Thomas misses 3-pt jump shot from 25 ft,93,90
367,4,8:44.0,,Offensive rebound by J. Mickey,93,90
368,4,8:33.0,,Turnover by I. Thomas (lost ball; steal by M. Leonard),93,90
369,4,8:28.0,C. McCollum makes 2-pt jump shot from 18 ft,,95,90
370,4,8:27.0,,Boston full timeout,95,90
371,4,8:27.0,,A. Johnson enters the game for J. Mickey,95,90
372,4,8:15.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by A. Horford),95,93
373,4,7:57.0,Turnover by D. Lillard (bad pass),,95,93
374,4,7:44.0,,T. Rozier misses 3-pt jump shot from 26 ft,95,93
375,4,7:43.0,,Offensive rebound by A. Johnson,95,93
376,4,7:38.0,,Shooting foul by E. Turner (drawn by I. Thomas),95,93
377,4,7:38.0,,I. Thomas misses free throw 1 of 2,95,93
378,4,7:38.0,,Offensive rebound by Team,95,93
379,4,7:38.0,,I. Thomas makes free throw 2 of 2,95,94
380,4,7:24.0,C. McCollum misses 2-pt jump shot from 8 ft (block by A. Johnson),,95,94
381,4,7:23.0,,Defensive rebound by J. Brown,95,94
382,4,7:18.0,,T. Rozier misses 2-pt layup from 1 ft,95,94
