,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
165,2,5:17.0,,N. Powell misses 2-pt layup from 3 ft (block by G. Antetokounmpo),32,41
166,2,5:16.0,Defensive rebound by M. Dellavedova,,32,41
167,2,5:09.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,32,41
168,2,5:08.0,Offensive rebound by M. Plumlee,,32,41
169,2,5:02.0,R. Vaughn misses 3-pt jump shot from 26 ft,,32,41
170,2,5:02.0,,Defensive rebound by J. Valančiūnas,32,41
171,2,4:45.0,,J. Valančiūnas misses 2-pt hook shot from 7 ft,32,41
172,2,4:45.0,Defensive rebound by J. Terry,,32,41
173,2,4:34.0,G. Antetokounmpo makes 2-pt jump shot from 10 ft,,34,41
174,2,4:08.0,,N. Powell makes 2-pt jump shot from 4 ft (assist by C. Joseph),34,43
175,2,3:55.0,Turnover by G. Antetokounmpo (traveling),,34,43
176,2,3:55.0,J. Parker enters the game for J. Terry,,34,43
177,2,3:55.0,,K. Lowry enters the game for C. Joseph,34,43
178,2,3:38.0,,Shooting block foul by M. Plumlee (drawn by K. Lowry),34,43
179,2,3:38.0,,K. Lowry makes free throw 1 of 2,34,44
180,2,3:38.0,,K. Lowry makes free throw 2 of 2,34,45
181,2,3:25.0,Personal foul by F. VanVleet (drawn by M. Dellavedova),,34,45
182,2,3:17.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,34,45
183,2,3:17.0,Offensive rebound by M. Plumlee,,34,45
184,2,3:14.0,M. Plumlee misses 2-pt layup at rim,,34,45
185,2,3:14.0,Offensive rebound by M. Plumlee,,34,45
186,2,3:06.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,34,45
187,2,3:06.0,,Defensive rebound by J. Valančiūnas,34,45
188,2,2:59.0,,D. Carroll misses 3-pt jump shot from 27 ft,34,45
189,2,2:58.0,Defensive rebound by R. Vaughn,,34,45
190,2,2:48.0,Shooting foul by F. VanVleet (drawn by R. Vaughn),,34,45
191,2,2:48.0,Official timeout,,34,45
192,2,2:48.0,R. Vaughn misses free throw 1 of 2,,34,45
193,2,2:48.0,Offensive rebound by Team,,34,45
194,2,2:48.0,R. Vaughn makes free throw 2 of 2,,35,45
195,2,2:24.0,,J. Valančiūnas makes 2-pt jump shot from 9 ft (assist by F. VanVleet),35,47
196,2,2:11.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,35,47
197,2,2:11.0,,Defensive rebound by J. Valančiūnas,35,47
198,2,1:54.0,,F. VanVleet makes 3-pt jump shot from 24 ft (assist by N. Powell),35,50
199,2,1:42.0,Personal foul by F. VanVleet (drawn by M. Dellavedova),,35,50
200,2,1:42.0,M. Dellavedova makes free throw 1 of 2,,36,50
201,2,1:42.0,T. Snell enters the game for R. Vaughn,,36,50
202,2,1:42.0,M. Dellavedova makes free throw 2 of 2,,37,50
203,2,1:27.0,,D. Carroll misses 3-pt jump shot from 25 ft,37,50
204,2,1:26.0,Defensive rebound by J. Parker,,37,50
205,2,1:11.0,Shooting foul by F. VanVleet (drawn by M. Plumlee),,37,50
206,2,1:11.0,M. Plumlee misses free throw 1 of 2,,37,50
207,2,1:11.0,Offensive rebound by Team,,37,50
208,2,1:11.0,,Violation by T. Ross (lane),37,50
209,2,1:11.0,M. Plumlee misses free throw 2 of 2,,37,50
210,2,1:11.0,,T. Ross enters the game for F. VanVleet,37,50
211,2,1:10.0,,Defensive rebound by J. Valančiūnas,37,50
212,2,1:00.0,,K. Lowry makes 3-pt jump shot from 27 ft,37,53
213,2,0:52.0,T. Snell misses 3-pt jump shot from 24 ft,,37,53
214,2,0:51.0,Offensive rebound by J. Parker,,37,53
215,2,0:48.0,J. Parker misses 2-pt layup from 3 ft (block by D. Carroll),,37,53
216,2,0:47.0,Offensive rebound by J. Parker,,37,53
217,2,0:47.0,Shooting foul by J. Valančiūnas (drawn by J. Parker),,37,53
218,2,0:47.0,J. Parker makes free throw 1 of 2,,38,53
219,2,0:47.0,,C. Joseph enters the game for D. Carroll,38,53
220,2,0:47.0,J. Parker makes free throw 2 of 2,,39,53
221,2,0:24.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,39,53
222,2,0:24.0,Defensive rebound by J. Parker,,39,53
223,2,0:05.0,Turnover by G. Antetokounmpo (kicked ball),,39,53
224,2,0:00.0,,K. Lowry misses 3-pt jump shot from 36 ft,39,53
225,2,0:00.0,,Offensive rebound by Team,39,53
226,3,11:48.0,M. Dellavedova misses 2-pt jump shot from 21 ft,,39,53
227,3,11:47.0,,Defensive rebound by J. Valančiūnas,39,53
228,3,11:21.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by P. Patterson),39,55
229,3,10:59.0,M. Plumlee misses 2-pt layup from 1 ft,,39,55
230,3,10:58.0,,Defensive rebound by D. Carroll,39,55
231,3,10:50.0,,P. Patterson misses 3-pt jump shot from 24 ft,39,55
232,3,10:49.0,Defensive rebound by G. Antetokounmpo,,39,55
233,3,10:42.0,Turnover by M. Dellavedova (bad pass; steal by P. Patterson),,39,55
234,3,10:34.0,,N. Powell makes 2-pt layup from 3 ft (assist by D. Carroll),39,57
235,3,10:34.0,,Shooting foul by G. Antetokounmpo (drawn by N. Powell),39,57
236,3,10:34.0,,N. Powell makes free throw 1 of 1,39,58
237,3,10:23.0,J. Parker makes 2-pt jump shot from 6 ft,,41,58
238,3,10:07.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,41,58
239,3,10:07.0,Defensive rebound by J. Parker,,41,58
240,3,9:57.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,43,58
241,3,9:40.0,,Shooting block foul by T. Snell (drawn by K. Lowry),43,58
242,3,9:40.0,,K. Lowry misses free throw 1 of 3,43,58
243,3,9:40.0,,Offensive rebound by Team,43,58
244,3,9:40.0,,K. Lowry makes free throw 2 of 3,43,59
245,3,9:40.0,,K. Lowry makes free throw 3 of 3,43,60
246,3,9:30.0,Turnover by J. Parker (bad pass; steal by P. Patterson),,43,60
247,3,9:23.0,,P. Patterson misses 3-pt jump shot from 24 ft,43,60
248,3,9:23.0,,Offensive rebound by K. Lowry,43,60
249,3,9:19.0,,Personal foul by T. Snell (drawn by D. Carroll),43,60
250,3,9:12.0,,K. Lowry misses 2-pt layup from 5 ft,43,60
251,3,9:11.0,Defensive rebound by M. Plumlee,,43,60
252,3,8:57.0,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by J. Parker),,46,60
253,3,8:31.0,,P. Patterson makes 2-pt hook shot from 5 ft,46,62
254,3,8:19.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,49,62
255,3,7:56.0,,J. Valančiūnas misses 2-pt layup from 3 ft,49,62
256,3,7:55.0,Defensive rebound by G. Antetokounmpo,,49,62
257,3,7:49.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,52,62
258,3,7:48.0,,Toronto full timeout,52,62
259,3,7:48.0,R. Vaughn enters the game for T. Snell,,52,62
260,3,7:34.0,,Personal foul by M. Plumlee (drawn by J. Valančiūnas),52,62
261,3,7:25.0,,J. Valančiūnas misses 2-pt jump shot from 11 ft,52,62
262,3,7:24.0,Defensive rebound by J. Parker,,52,62
263,3,7:14.0,Personal foul by N. Powell (drawn by M. Dellavedova),,52,62
264,3,7:07.0,M. Plumlee misses 2-pt layup from 4 ft (block by J. Valančiūnas),,52,62
265,3,7:06.0,,Defensive rebound by J. Valančiūnas,52,62
266,3,6:57.0,,K. Lowry makes 2-pt layup from 2 ft,52,64
267,3,6:41.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,52,64
268,3,6:41.0,,Defensive rebound by P. Patterson,52,64
269,3,6:29.0,,K. Lowry makes 2-pt layup from 1 ft,52,66
270,3,6:28.0,Milwaukee full timeout,,52,66
271,3,6:28.0,G. Monroe enters the game for M. Plumlee,,52,66
272,3,6:28.0,M. Brogdon enters the game for M. Dellavedova,,52,66
273,3,6:17.0,J. Parker misses 2-pt layup from 4 ft (block by P. Patterson),,52,66
274,3,6:16.0,,Defensive rebound by N. Powell,52,66
275,3,6:10.0,,Shooting foul by G. Antetokounmpo (drawn by N. Powell),52,66
276,3,6:10.0,,N. Powell makes free throw 1 of 2,52,67
277,3,6:10.0,,N. Powell makes free throw 2 of 2,52,68
278,3,5:52.0,G. Antetokounmpo makes 2-pt jump shot from 14 ft,,54,68
279,3,5:52.0,Shooting foul by D. Carroll (drawn by G. Antetokounmpo),,54,68
280,3,5:52.0,G. Antetokounmpo makes free throw 1 of 1,,55,68
281,3,5:37.0,,P. Siakam enters the game for P. Patterson,55,68
282,3,5:31.0,,N. Powell makes 2-pt layup from 1 ft,55,70
283,3,5:12.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,55,70
284,3,5:12.0,,Defensive rebound by D. Carroll,55,70
285,3,4:59.0,,P. Siakam misses 2-pt jump shot from 16 ft,55,70
286,3,4:59.0,Defensive rebound by Team,,55,70
287,3,4:36.0,G. Monroe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,57,70
288,3,4:13.0,,P. Siakam makes 2-pt hook shot from 4 ft,57,72
289,3,3:55.0,J. Parker misses 3-pt jump shot from 26 ft,,57,72
290,3,3:54.0,,Defensive rebound by J. Valančiūnas,57,72
291,3,3:42.0,,Turnover by P. Siakam (bad pass; steal by G. Antetokounmpo),57,72
292,3,3:32.0,G. Monroe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,59,72
293,3,3:17.0,,Turnover by N. Powell (bad pass; steal by R. Vaughn),59,72
294,3,3:12.0,Shooting foul by P. Siakam (drawn by J. Parker),,59,72
295,3,3:12.0,J. Parker misses free throw 1 of 2,,59,72
296,3,3:12.0,Offensive rebound by Team,,59,72
297,3,3:12.0,,C. Joseph enters the game for K. Lowry,59,72
298,3,3:12.0,,L. Nogueira enters the game for J. Valančiūnas,59,72
299,3,3:12.0,J. Parker makes free throw 2 of 2,,60,72
300,3,2:56.0,,D. Carroll misses 3-pt jump shot from 25 ft,60,72
301,3,2:56.0,Defensive rebound by G. Antetokounmpo,,60,72
302,3,2:49.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by P. Siakam),,60,72
303,3,2:49.0,Offensive rebound by Team,,60,72
304,3,2:48.0,,T. Ross enters the game for N. Powell,60,72
305,3,2:37.0,R. Vaughn misses 3-pt jump shot from 27 ft,,60,72
306,3,2:37.0,,Defensive rebound by T. Ross,60,72
307,3,2:31.0,,Personal foul by R. Vaughn (drawn by T. Ross),60,72
308,3,2:31.0,,T. Ross misses free throw 1 of 2,60,72
309,3,2:31.0,,Offensive rebound by Team,60,72
310,3,2:31.0,,T. Ross makes free throw 2 of 2,60,73
311,3,2:12.0,G. Monroe misses 2-pt layup from 3 ft,,60,73
312,3,2:12.0,,Defensive rebound by P. Siakam,60,73
313,3,2:01.0,,C. Joseph misses 2-pt layup from 4 ft (block by G. Monroe),60,73
314,3,2:00.0,Defensive rebound by J. Parker,,60,73
315,3,1:58.0,J. Parker makes 2-pt layup from 2 ft,,62,73
316,3,1:58.0,Shooting foul by P. Siakam (drawn by J. Parker),,62,73
317,3,1:58.0,J. Parker makes free throw 1 of 1,,63,73
318,3,1:38.0,,T. Ross misses 3-pt jump shot from 26 ft,63,73
319,3,1:38.0,,Offensive rebound by P. Siakam,63,73
320,3,1:31.0,,D. Carroll makes 2-pt jump shot from 7 ft (assist by C. Joseph),63,75
321,3,1:16.0,J. Parker makes 2-pt jump shot from 8 ft (assist by G. Antetokounmpo),,65,75
322,3,1:03.0,,Turnover by C. Joseph (lost ball; steal by G. Monroe),65,75
323,3,0:58.0,Shooting foul by P. Siakam (drawn by G. Antetokounmpo),,65,75
324,3,0:58.0,G. Antetokounmpo makes free throw 1 of 2,,66,75
325,3,0:58.0,G. Antetokounmpo makes free throw 2 of 2,,67,75
326,3,0:44.0,,P. Siakam makes 2-pt dunk at rim (assist by T. Ross),67,77
327,3,0:26.0,J. Parker makes 2-pt layup from 4 ft (assist by M. Brogdon),,69,77
328,3,0:26.0,Shooting foul by P. Siakam (drawn by J. Parker),,69,77
329,3,0:26.0,J. Parker makes free throw 1 of 1,,70,77
330,3,0:05.0,,D. Carroll misses 3-pt jump shot from 23 ft,70,77
331,3,0:04.0,Defensive rebound by M. Brogdon,,70,77
332,3,0:00.0,M. Brogdon misses 2-pt jump shot from 13 ft,,70,77
333,3,0:00.0,Offensive rebound by Team,,70,77
334,4,11:46.0,,T. Ross misses 2-pt jump shot from 12 ft,70,77
335,4,11:46.0,Defensive rebound by R. Vaughn,,70,77
336,4,11:27.0,Turnover by G. Monroe (bad pass; steal by C. Joseph),,70,77
337,4,11:16.0,,K. Lowry makes 3-pt jump shot from 26 ft,70,80
338,4,11:16.0,,Shooting foul by T. Snell (drawn by K. Lowry),70,80
339,4,11:16.0,,K. Lowry misses free throw 1 of 1,70,80
340,4,11:16.0,Defensive rebound by G. Antetokounmpo,,70,80
341,4,11:16.0,J. Terry enters the game for T. Snell,,70,80
342,4,11:04.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,70,80
343,4,11:04.0,,Defensive rebound by T. Ross,70,80
344,4,10:53.0,,Turnover by K. Lowry (lost ball; steal by R. Vaughn),70,80
345,4,10:49.0,M. Brogdon makes 2-pt dunk at rim (assist by R. Vaughn),,72,80
346,4,10:29.0,,Turnover by L. Nogueira (bad pass),72,80
347,4,10:20.0,M. Brogdon misses 2-pt layup from 4 ft (block by L. Nogueira),,72,80
348,4,10:20.0,Offensive rebound by Team,,72,80
349,4,10:11.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,72,80
350,4,10:10.0,,Defensive rebound by T. Ross,72,80
351,4,9:44.0,,T. Ross misses 3-pt jump shot from 27 ft,72,80
352,4,9:44.0,,Offensive rebound by K. Lowry,72,80
353,4,9:31.0,,K. Lowry makes 2-pt layup from 3 ft,72,82
354,4,9:08.0,Turnover by J. Terry (bad pass; steal by L. Nogueira),,72,82
355,4,9:03.0,,L. Nogueira makes 2-pt dunk at rim (assist by T. Ross),72,84
356,4,8:43.0,,Violation by K. Lowry (kicked ball),72,84
357,4,8:43.0,Official timeout,,72,84
358,4,8:43.0,J. Parker enters the game for G. Monroe,,72,84
359,4,8:43.0,T. Snell enters the game for J. Terry,,72,84
360,4,8:36.0,J. Parker misses 2-pt jump shot from 16 ft,,72,84
361,4,8:36.0,,Defensive rebound by T. Ross,72,84
362,4,8:23.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by K. Lowry),72,87
363,4,8:02.0,R. Vaughn misses 3-pt jump shot from 27 ft,,72,87
364,4,8:01.0,,Defensive rebound by T. Ross,72,87
365,4,7:44.0,,K. Lowry misses 3-pt jump shot from 25 ft,72,87
366,4,7:44.0,,Offensive rebound by P. Patterson,72,87
367,4,7:33.0,,Turnover by L. Nogueira (bad pass),72,87
368,4,7:19.0,T. Snell makes 3-pt jump shot from 22 ft (assist by M. Brogdon),,75,87
369,4,7:04.0,,L. Nogueira misses 2-pt layup from 2 ft,75,87
370,4,7:04.0,,Offensive rebound by P. Patterson,75,87
371,4,7:04.0,,P. Patterson makes 2-pt dunk at rim,75,89
372,4,6:51.0,J. Parker misses 2-pt hook shot from 4 ft,,75,89
373,4,6:51.0,,Defensive rebound by K. Lowry,75,89
374,4,6:47.0,,Shooting foul by M. Brogdon (drawn by K. Lowry),75,89
375,4,6:47.0,,K. Lowry misses free throw 1 of 2,75,89
376,4,6:47.0,,Offensive rebound by Team,75,89
377,4,6:47.0,M. Dellavedova enters the game for M. Brogdon,,75,89
