,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,SAN ANTONIO_ACTION,SACRAMENTO_SCORE,SAN ANTONIO_SCORE
0,1,11:42.0,B. Hield makes 2-pt jump shot from 15 ft (assist by G. Temple),,2,0
1,1,11:26.0,,L. Aldridge misses 2-pt hook shot from 6 ft,2,0
2,1,11:24.0,Defensive rebound by W. Cauley-Stein,,2,0
3,1,11:06.0,G. Temple makes 2-pt jump shot from 15 ft (assist by B. Hield),,4,0
4,1,10:46.0,,K. Leonard misses 3-pt jump shot from 26 ft,4,0
5,1,10:45.0,Defensive rebound by K. Koufos,,4,0
6,1,10:32.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,4,0
7,1,10:31.0,Offensive rebound by K. Koufos,,4,0
8,1,10:31.0,K. Koufos misses 2-pt layup from 3 ft,,4,0
9,1,10:29.0,,Defensive rebound by T. Parker,4,0
10,1,10:09.0,,K. Leonard misses 2-pt jump shot from 17 ft,4,0
11,1,10:08.0,Defensive rebound by B. Hield,,4,0
12,1,9:45.0,B. Hield makes 2-pt jump shot from 13 ft (assist by G. Temple),,6,0
13,1,9:29.0,,D. Bertāns misses 3-pt jump shot from 25 ft,6,0
14,1,9:28.0,,Offensive rebound by D. Green,6,0
15,1,9:15.0,,L. Aldridge misses 2-pt jump shot from 20 ft,6,0
16,1,9:14.0,Defensive rebound by B. Hield,,6,0
17,1,9:06.0,G. Temple makes 3-pt jump shot from 26 ft (assist by B. Hield),,9,0
18,1,8:51.0,,T. Parker misses 2-pt layup from 2 ft (block by W. Cauley-Stein),9,0
19,1,8:49.0,Defensive rebound by K. Koufos,,9,0
20,1,8:43.0,D. Collison misses 2-pt jump shot from 18 ft,,9,0
21,1,8:43.0,,Defensive rebound by Team,9,0
22,1,8:43.0,Loose ball foul by K. Koufos (drawn by D. Green),,9,0
23,1,8:43.0,L. Galloway enters the game for G. Temple,,9,0
24,1,8:28.0,,L. Aldridge misses 2-pt jump shot from 7 ft,9,0
25,1,8:27.0,,Offensive rebound by L. Aldridge,9,0
26,1,8:20.0,,K. Leonard misses 2-pt layup from 3 ft,9,0
27,1,8:18.0,,Offensive rebound by L. Aldridge,9,0
28,1,8:18.0,,L. Aldridge makes 2-pt layup from 1 ft,9,2
29,1,8:10.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Collison),,12,2
30,1,7:47.0,,K. Leonard misses 3-pt jump shot from 26 ft,12,2
31,1,7:47.0,,Offensive rebound by L. Aldridge,12,2
32,1,7:47.0,Loose ball foul by K. Koufos (drawn by L. Aldridge),,12,2
33,1,7:47.0,G. Temple enters the game for L. Galloway,,12,2
34,1,7:47.0,S. Labissière enters the game for K. Koufos,,12,2
35,1,7:31.0,,D. Green misses 2-pt jump shot from 21 ft,12,2
36,1,7:30.0,,Offensive rebound by L. Aldridge,12,2
37,1,7:24.0,,D. Green misses 3-pt jump shot from 25 ft,12,2
38,1,7:23.0,Defensive rebound by D. Collison,,12,2
39,1,7:05.0,S. Labissière makes 2-pt jump shot from 20 ft (assist by D. Collison),,14,2
40,1,7:05.0,,San Antonio full timeout,14,2
41,1,7:05.0,,D. Lee enters the game for D. Bertāns,14,2
42,1,7:05.0,,P. Mills enters the game for T. Parker,14,2
43,1,6:39.0,,K. Leonard misses 2-pt jump shot from 22 ft,14,2
44,1,6:37.0,,Offensive rebound by D. Lee,14,2
45,1,6:20.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by P. Mills),14,4
46,1,5:59.0,Personal foul by D. Green (drawn by S. Labissière),,14,4
47,1,5:59.0,,J. Simmons enters the game for D. Green,14,4
48,1,5:51.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by G. Temple),,16,4
49,1,5:36.0,,Shooting foul by S. Labissière (drawn by D. Lee),16,4
50,1,5:36.0,,D. Lee makes free throw 1 of 2,16,5
51,1,5:36.0,,D. Lee makes free throw 2 of 2,16,6
52,1,5:29.0,Sacramento full timeout,,16,6
53,1,5:29.0,,P. Gasol enters the game for L. Aldridge,16,6
54,1,5:23.0,Turnover by S. Labissière (bad pass; steal by P. Gasol),,16,6
55,1,5:18.0,,K. Leonard makes 2-pt layup from 2 ft (assist by J. Simmons),16,8
56,1,5:04.0,Turnover by G. Temple (bad pass; steal by K. Leonard),,16,8
57,1,4:53.0,,P. Mills misses 2-pt jump shot from 23 ft,16,8
58,1,4:52.0,,Offensive rebound by P. Gasol,16,8
59,1,4:44.0,,P. Gasol misses 2-pt jump shot from 24 ft,16,8
60,1,4:42.0,Defensive rebound by B. Hield,,16,8
61,1,4:36.0,D. Collison misses 2-pt jump shot from 16 ft,,16,8
62,1,4:35.0,,Defensive rebound by P. Gasol,16,8
63,1,4:22.0,,K. Leonard misses 3-pt jump shot from 25 ft,16,8
64,1,4:21.0,Defensive rebound by D. Collison,,16,8
65,1,4:17.0,Turnover by S. Labissière (bad pass; steal by P. Mills),,16,8
66,1,4:16.0,,Shooting foul by W. Cauley-Stein (drawn by P. Mills),16,8
67,1,4:16.0,,P. Mills makes free throw 1 of 2,16,9
68,1,4:16.0,G. Papagiannis enters the game for W. Cauley-Stein,,16,9
69,1,4:16.0,,K. Anderson enters the game for K. Leonard,16,9
70,1,4:16.0,L. Galloway enters the game for B. Hield,,16,9
71,1,4:16.0,,P. Mills makes free throw 2 of 2,16,10
72,1,4:16.0,Turnover by G. Temple (bad pass; steal by P. Mills),,16,10
73,1,4:11.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Lee),16,13
74,1,3:53.0,L. Galloway makes 2-pt jump shot from 19 ft (assist by S. Labissière),,18,13
75,1,3:41.0,,Shooting foul by L. Galloway (drawn by J. Simmons),18,13
76,1,3:41.0,,J. Simmons makes free throw 1 of 2,18,14
77,1,3:41.0,,J. Simmons makes free throw 2 of 2,18,15
78,1,3:20.0,D. Collison misses 2-pt jump shot from 19 ft,,18,15
79,1,3:20.0,Offensive rebound by Team,,18,15
80,1,3:20.0,,Loose ball foul by J. Simmons (drawn by S. Labissière),18,15
81,1,3:05.0,G. Papagiannis makes 2-pt hook shot from 8 ft (assist by G. Temple),,20,15
82,1,2:51.0,,P. Gasol makes 2-pt hook shot from 6 ft (assist by P. Mills),20,17
83,1,2:41.0,G. Temple makes 3-pt jump shot from 25 ft (assist by L. Galloway),,23,17
84,1,2:32.0,,Personal foul by G. Papagiannis (drawn by P. Gasol),23,17
85,1,2:32.0,,P. Gasol misses free throw 1 of 2,23,17
86,1,2:32.0,,Offensive rebound by Team,23,17
87,1,2:32.0,Violation by S. Labissière (lane),,23,17
88,1,2:32.0,,P. Gasol misses free throw 2 of 2,23,17
89,1,2:31.0,Defensive rebound by G. Papagiannis,,23,17
90,1,2:24.0,S. Labissière misses 2-pt jump shot from 9 ft,,23,17
91,1,2:23.0,Offensive rebound by G. Papagiannis,,23,17
92,1,2:20.0,G. Papagiannis makes 2-pt jump shot from 6 ft,,25,17
93,1,2:06.0,,D. Lee makes 2-pt layup from 3 ft (assist by P. Mills),25,19
94,1,1:41.0,S. Labissière makes 2-pt jump shot from 12 ft,,27,19
95,1,1:31.0,,D. Lee misses 2-pt jump shot from 18 ft,27,19
96,1,1:30.0,Defensive rebound by G. Papagiannis,,27,19
97,1,1:09.0,D. Collison misses 2-pt jump shot from 15 ft,,27,19
98,1,1:08.0,Offensive rebound by G. Papagiannis,,27,19
99,1,1:08.0,G. Papagiannis misses 2-pt layup at rim,,27,19
100,1,1:07.0,,Defensive rebound by P. Gasol,27,19
101,1,0:58.0,,D. Lee misses 2-pt jump shot from 14 ft,27,19
102,1,0:57.0,,Offensive rebound by D. Lee,27,19
103,1,0:57.0,,D. Lee makes 2-pt jump shot from 14 ft,27,21
104,1,0:40.0,L. Galloway misses 2-pt jump shot from 16 ft,,27,21
105,1,0:39.0,,Defensive rebound by P. Gasol,27,21
106,1,0:24.0,,P. Mills misses 3-pt jump shot from 26 ft,27,21
107,1,0:23.0,Defensive rebound by G. Papagiannis,,27,21
108,1,0:09.0,Personal take foul by K. Anderson (drawn by G. Temple),,27,21
109,1,0:09.0,,B. Forbes enters the game for P. Mills,27,21
110,1,0:09.0,A. Tolliver enters the game for G. Papagiannis,,27,21
111,1,0:09.0,T. Lawson enters the game for D. Collison,,27,21
112,1,0:00.0,G. Temple misses 2-pt jump shot from 20 ft (block by K. Anderson),,27,21
113,1,0:00.0,Offensive rebound by Team,,27,21
