,QUARTER,TIME_REMAINING,DETROIT_ACTION,SACRAMENTO_ACTION,DETROIT_SCORE,SACRAMENTO_SCORE
0,1,11:50.0,Shooting foul by D. Cousins (drawn by A. Drummond),,0,0
1,1,11:50.0,A. Drummond misses free throw 1 of 2,,0,0
2,1,11:50.0,Offensive rebound by Team,,0,0
3,1,11:50.0,A. Drummond misses free throw 2 of 2,,0,0
4,1,11:49.0,,Defensive rebound by D. Cousins,0,0
5,1,11:26.0,,G. Temple makes 2-pt jump shot from 3 ft (assist by D. Cousins),0,2
6,1,11:12.0,T. Harris misses 2-pt jump shot from 18 ft,,0,2
7,1,11:10.0,,Defensive rebound by D. Cousins,0,2
8,1,10:57.0,,A. Tolliver misses 3-pt jump shot from 25 ft,0,2
9,1,10:55.0,,Offensive rebound by D. Cousins,0,2
10,1,10:55.0,,D. Cousins makes 2-pt layup from 3 ft,0,4
11,1,10:29.0,T. Harris makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,3,4
12,1,10:13.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Gay),3,7
13,1,10:00.0,Offensive foul by R. Jackson (drawn by G. Temple),,3,7
14,1,10:00.0,Turnover by R. Jackson (offensive foul),,3,7
15,1,9:43.0,,A. Tolliver misses 2-pt jump shot from 15 ft,3,7
16,1,9:42.0,Defensive rebound by T. Harris,,3,7
17,1,9:29.0,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),,6,7
18,1,9:04.0,,D. Cousins misses 2-pt jump shot from 18 ft,6,7
19,1,9:04.0,,Offensive rebound by Team,6,7
20,1,9:04.0,,Turnover by Team (shot clock),6,7
21,1,8:53.0,Turnover by A. Drummond (bad pass),,6,7
22,1,8:29.0,,D. Cousins makes 2-pt layup from 2 ft,6,9
23,1,8:05.0,R. Jackson makes 3-pt jump shot from 27 ft,,9,9
24,1,7:52.0,,R. Gay misses 2-pt jump shot from 18 ft,9,9
25,1,7:51.0,Defensive rebound by A. Drummond,,9,9
26,1,7:44.0,M. Morris misses 3-pt jump shot from 25 ft,,9,9
27,1,7:44.0,,Defensive rebound by Team,9,9
28,1,7:29.0,,D. Collison makes 2-pt layup from 3 ft (assist by D. Cousins),9,11
29,1,7:16.0,R. Jackson makes 2-pt layup from 4 ft,,11,11
30,1,7:05.0,,D. Collison misses 2-pt layup from 3 ft,11,11
31,1,7:04.0,Defensive rebound by A. Drummond,,11,11
32,1,6:52.0,T. Harris makes 2-pt jump shot from 8 ft,,13,11
33,1,6:39.0,,Shooting foul by M. Morris (drawn by R. Gay),13,11
34,1,6:39.0,,R. Gay makes free throw 1 of 2,13,12
35,1,6:39.0,,R. Gay makes free throw 2 of 2,13,13
36,1,6:27.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,15,13
37,1,6:05.0,,D. Cousins makes 2-pt jump shot from 14 ft,15,15
38,1,6:05.0,,Shooting foul by A. Drummond (drawn by D. Cousins),15,15
39,1,6:05.0,,D. Cousins makes free throw 1 of 1,15,16
40,1,5:47.0,M. Morris makes 2-pt jump shot from 16 ft,,17,16
41,1,5:28.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Cousins),17,19
42,1,5:19.0,Detroit full timeout,,17,19
43,1,5:19.0,,O. Casspi enters the game for A. Tolliver,17,19
44,1,5:19.0,S. Johnson enters the game for M. Morris,,17,19
45,1,5:04.0,T. Harris misses 2-pt jump shot from 11 ft,,17,19
46,1,5:04.0,,Defensive rebound by O. Casspi,17,19
47,1,4:42.0,,R. Gay misses 2-pt jump shot from 7 ft,17,19
48,1,4:40.0,Defensive rebound by A. Drummond,,17,19
49,1,4:31.0,R. Jackson misses 2-pt layup from 4 ft (block by D. Cousins),,17,19
50,1,4:31.0,Offensive rebound by Team,,17,19
51,1,4:21.0,T. Harris makes 2-pt jump shot from 13 ft,,19,19
52,1,3:53.0,,R. Gay misses 3-pt jump shot from 25 ft,19,19
53,1,3:52.0,,Offensive rebound by D. Cousins,19,19
54,1,3:50.0,,G. Temple misses 2-pt layup from 2 ft (block by A. Drummond),19,19
55,1,3:48.0,Defensive rebound by K. Caldwell-Pope,,19,19
56,1,3:41.0,A. Drummond misses 2-pt hook shot from 5 ft,,19,19
57,1,3:39.0,,Defensive rebound by O. Casspi,19,19
58,1,3:30.0,,D. Cousins misses 2-pt layup from 3 ft (block by A. Drummond),19,19
59,1,3:28.0,,Offensive rebound by R. Gay,19,19
60,1,3:27.0,,R. Gay makes 2-pt dunk at rim,19,21
61,1,3:12.0,R. Jackson makes 3-pt jump shot from 25 ft,,22,21
62,1,3:00.0,,D. Collison misses 2-pt layup from 3 ft (block by T. Harris),22,21
63,1,2:58.0,Defensive rebound by S. Johnson,,22,21
64,1,2:45.0,,Sacramento full timeout,22,21
65,1,2:45.0,M. Morris enters the game for T. Harris,,22,21
66,1,2:45.0,I. Smith enters the game for R. Jackson,,22,21
67,1,2:45.0,,T. Lawson enters the game for D. Collison,22,21
68,1,2:45.0,,A. Afflalo enters the game for R. Gay,22,21
69,1,2:37.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by S. Johnson),,25,21
70,1,2:26.0,,Personal foul by S. Johnson (drawn by A. Afflalo),25,21
71,1,2:12.0,,T. Lawson misses 2-pt jump shot from 17 ft,25,21
72,1,2:11.0,,Offensive rebound by O. Casspi,25,21
73,1,2:07.0,Offensive charge foul by D. Cousins (drawn by I. Smith),,25,21
74,1,2:07.0,,Turnover by D. Cousins (offensive foul),25,21
75,1,2:07.0,,K. Koufos enters the game for D. Cousins,25,21
76,1,2:07.0,B. Marjanović enters the game for A. Drummond,,25,21
77,1,1:57.0,I. Smith misses 2-pt jump shot from 19 ft,,25,21
78,1,1:56.0,Offensive rebound by B. Marjanović,,25,21
79,1,1:56.0,Shooting foul by O. Casspi (drawn by B. Marjanović),,25,21
80,1,1:56.0,B. Marjanović makes free throw 1 of 2,,26,21
81,1,1:56.0,B. Marjanović makes free throw 2 of 2,,27,21
82,1,1:42.0,,K. Koufos misses 2-pt hook shot from 6 ft,27,21
83,1,1:41.0,Defensive rebound by B. Marjanović,,27,21
84,1,1:26.0,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,,27,21
85,1,1:25.0,Offensive rebound by M. Morris,,27,21
86,1,1:14.0,B. Marjanović misses 2-pt hook shot from 9 ft,,27,21
87,1,1:13.0,,Defensive rebound by K. Koufos,27,21
88,1,1:04.0,,Personal foul by M. Morris (drawn by O. Casspi),27,21
89,1,1:04.0,T. Harris enters the game for M. Morris,,27,21
90,1,0:51.0,,K. Koufos misses 2-pt hook shot from 6 ft,27,21
91,1,0:50.0,Defensive rebound by B. Marjanović,,27,21
92,1,0:42.0,S. Johnson misses 2-pt jump shot from 8 ft,,27,21
93,1,0:41.0,,Defensive rebound by K. Koufos,27,21
94,1,0:28.0,,Turnover by K. Koufos (lost ball; steal by I. Smith),27,21
95,1,0:24.0,Shooting foul by G. Temple (drawn by T. Harris),,27,21
96,1,0:24.0,T. Harris makes free throw 1 of 2,,28,21
97,1,0:24.0,,B. McLemore enters the game for K. Koufos,28,21
98,1,0:24.0,D. Hilliard enters the game for B. Marjanović,,28,21
99,1,0:24.0,T. Harris makes free throw 2 of 2,,29,21
100,1,0:03.0,,Turnover by T. Lawson (bad pass; steal by I. Smith),29,21
101,1,0:00.0,I. Smith misses 3-pt jump shot from 42 ft,,29,21
102,1,0:00.0,Offensive rebound by Team,,29,21
103,2,11:52.0,,Turnover by T. Lawson (bad pass; steal by S. Johnson),29,21
104,2,11:45.0,I. Smith makes 2-pt layup from 2 ft (assist by S. Johnson),,31,21
105,2,11:21.0,,A. Afflalo makes 2-pt jump shot from 22 ft (assist by B. McLemore),31,23
106,2,10:59.0,T. Harris misses 2-pt jump shot from 14 ft,,31,23
107,2,10:59.0,,Defensive rebound by O. Casspi,31,23
108,2,10:55.0,,Turnover by T. Lawson (dbl dribble),31,23
