,QUARTER,TIME_REMAINING,DENVER_ACTION,BROOKLYN_ACTION,DENVER_SCORE,BROOKLYN_SCORE
0,1,11:42.0,Turnover by D. Gallinari (bad pass),,0,0
1,1,11:30.0,,T. Booker misses 2-pt hook shot from 5 ft,0,0
2,1,11:28.0,Defensive rebound by E. Mudiay,,0,0
3,1,11:21.0,E. Mudiay misses 2-pt layup from 3 ft,,0,0
4,1,11:20.0,,Defensive rebound by T. Booker,0,0
5,1,11:17.0,,B. Bogdanović makes 2-pt dunk at rim (assist by T. Booker),0,2
6,1,11:11.0,Turnover by J. Nurkić (bad pass; steal by I. Whitehead),,0,2
7,1,11:07.0,,I. Whitehead makes 2-pt jump shot from 13 ft,0,4
8,1,10:50.0,Turnover by W. Barton (bad pass; steal by T. Booker),,0,4
9,1,10:47.0,,T. Booker makes 2-pt layup from 1 ft,0,6
10,1,10:44.0,Denver full timeout,,0,6
11,1,10:23.0,D. Gallinari misses 2-pt jump shot from 15 ft,,0,6
12,1,10:22.0,Offensive rebound by K. Faried,,0,6
13,1,10:21.0,K. Faried misses 2-pt layup from 2 ft,,0,6
14,1,10:20.0,,Defensive rebound by B. Lopez,0,6
15,1,10:00.0,,T. Booker makes 2-pt jump shot from 8 ft,0,8
16,1,9:36.0,D. Gallinari misses 2-pt jump shot from 19 ft,,0,8
17,1,9:35.0,,Defensive rebound by S. Kilpatrick,0,8
18,1,9:21.0,,Shooting foul by J. Nurkić (drawn by B. Lopez),0,8
19,1,9:21.0,,B. Lopez makes 2-pt layup from 3 ft,0,10
20,1,9:21.0,,B. Lopez makes free throw 1 of 1,0,11
21,1,9:08.0,Personal foul by B. Bogdanović (drawn by D. Gallinari),,0,11
22,1,8:58.0,E. Mudiay makes 2-pt jump shot from 9 ft,,2,11
23,1,8:50.0,,T. Booker misses 2-pt hook shot from 6 ft,2,11
24,1,8:49.0,Defensive rebound by K. Faried,,2,11
25,1,8:39.0,Turnover by W. Barton (bad pass; steal by I. Whitehead),,2,11
26,1,8:36.0,,S. Kilpatrick makes 2-pt layup from 1 ft (assist by B. Bogdanović),2,13
27,1,8:24.0,W. Barton misses 3-pt jump shot from 24 ft,,2,13
28,1,8:22.0,,Defensive rebound by Team,2,13
29,1,8:22.0,W. Chandler enters the game for K. Faried,,2,13
30,1,8:22.0,N. Jokić enters the game for J. Nurkić,,2,13
31,1,8:14.0,,I. Whitehead misses 2-pt layup from 3 ft,2,13
32,1,8:13.0,Defensive rebound by W. Chandler,,2,13
33,1,8:00.0,D. Gallinari misses 2-pt layup from 3 ft,,2,13
34,1,7:59.0,,Defensive rebound by T. Booker,2,13
35,1,7:52.0,,T. Booker makes 2-pt layup from 1 ft,2,15
36,1,7:52.0,Denver full timeout,,2,15
37,1,7:49.0,J. Murray enters the game for W. Barton,,2,15
38,1,7:47.0,J. Nelson enters the game for E. Mudiay,,2,15
39,1,7:34.0,J. Murray makes 3-pt jump shot from 25 ft,,5,15
40,1,7:24.0,,Shooting foul by W. Chandler (drawn by B. Lopez),5,15
41,1,7:24.0,,B. Lopez misses free throw 1 of 2,5,15
42,1,7:24.0,,Offensive rebound by Team,5,15
43,1,7:24.0,,B. Lopez makes free throw 2 of 2,5,16
44,1,7:04.0,N. Jokić makes 2-pt jump shot from 17 ft (assist by J. Nelson),,7,16
45,1,6:57.0,,I. Whitehead makes 2-pt layup from 2 ft (assist by B. Lopez),7,18
46,1,6:43.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by J. Nelson),,10,18
47,1,6:34.0,,B. Lopez makes 2-pt jump shot from 16 ft,10,20
48,1,6:16.0,J. Nelson makes 2-pt jump shot from 22 ft,,12,20
49,1,6:05.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,12,20
50,1,6:04.0,,Offensive rebound by T. Booker,12,20
51,1,6:01.0,,T. Booker misses 2-pt layup from 3 ft,12,20
52,1,5:59.0,Defensive rebound by D. Gallinari,,12,20
53,1,5:52.0,J. Nelson misses 3-pt jump shot from 25 ft,,12,20
54,1,5:49.0,,Defensive rebound by Team,12,20
55,1,5:35.0,,B. Lopez misses 3-pt jump shot from 25 ft,12,20
56,1,5:34.0,Defensive rebound by W. Chandler,,12,20
57,1,5:26.0,W. Chandler misses 2-pt jump shot from 6 ft,,12,20
58,1,5:25.0,,Defensive rebound by S. Kilpatrick,12,20
59,1,5:18.0,,Turnover by S. Kilpatrick (offensive foul),12,20
60,1,5:18.0,Offensive charge foul by S. Kilpatrick (drawn by J. Murray),,12,20
61,1,5:18.0,,J. Hamilton enters the game for B. Lopez,12,20
62,1,5:08.0,J. Murray misses 3-pt jump shot from 25 ft,,12,20
63,1,5:07.0,,Defensive rebound by T. Booker,12,20
64,1,5:02.0,,I. Whitehead makes 3-pt jump shot from 26 ft (assist by T. Booker),12,23
