,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CLEVELAND_ACTION,CHARLOTTE_SCORE,CLEVELAND_SCORE
38,1,6:33.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),10,18
39,1,6:08.0,K. Walker makes 3-pt jump shot from 26 ft (assist by C. Zeller),,13,18
40,1,5:53.0,,Turnover by L. James (bad pass; steal by K. Walker),13,18
41,1,5:46.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by C. Zeller),,15,18
42,1,5:23.0,,K. Irving misses 2-pt jump shot from 10 ft,15,18
43,1,5:22.0,Defensive rebound by M. Kidd-Gilchrist,,15,18
44,1,5:14.0,Turnover by N. Batum (bad pass),,15,18
45,1,5:02.0,,T. Thompson makes 2-pt jump shot from 4 ft (assist by K. Irving),15,20
46,1,4:52.0,Shooting foul by J. Smith (drawn by C. Zeller),,15,20
47,1,4:52.0,C. Zeller makes free throw 1 of 2,,16,20
48,1,4:52.0,F. Kaminsky enters the game for M. Williams,,16,20
49,1,4:52.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,16,20
50,1,4:52.0,C. Zeller makes free throw 2 of 2,,17,20
51,1,4:37.0,,K. Love misses 2-pt jump shot from 20 ft,17,20
52,1,4:35.0,,Offensive rebound by T. Thompson,17,20
53,1,4:34.0,,Turnover by K. Irving (bad pass),17,20
54,1,4:22.0,F. Kaminsky misses 2-pt jump shot from 6 ft,,17,20
55,1,4:21.0,,Defensive rebound by T. Thompson,17,20
56,1,4:12.0,,Personal foul by C. Zeller (drawn by L. James),17,20
57,1,4:12.0,,D. Liggins enters the game for K. Irving,17,20
58,1,4:12.0,,I. Shumpert enters the game for L. James,17,20
59,1,3:59.0,,K. Love makes 2-pt jump shot from 8 ft,17,22
60,1,3:53.0,Personal foul by D. Liggins (drawn by K. Walker),,17,22
61,1,3:53.0,R. Sessions enters the game for K. Walker,,17,22
62,1,3:47.0,N. Batum misses 3-pt jump shot from 25 ft,,17,22
63,1,3:46.0,,Defensive rebound by T. Thompson,17,22
64,1,3:39.0,,Shooting foul by C. Zeller (drawn by K. Love),17,22
65,1,3:39.0,,K. Love makes free throw 1 of 2,17,23
66,1,3:39.0,,K. Love misses free throw 2 of 2,17,23
67,1,3:39.0,,R. Jefferson enters the game for J. Smith,17,23
68,1,3:39.0,R. Hibbert enters the game for C. Zeller,,17,23
69,1,3:38.0,Defensive rebound by N. Batum,,17,23
70,1,3:24.0,N. Batum makes 2-pt jump shot from 11 ft,,19,23
71,1,3:03.0,,K. Love makes 2-pt jump shot from 16 ft,19,25
72,1,2:55.0,Charlotte full timeout,,19,25
73,1,2:55.0,,Cleveland full timeout,19,25
74,1,2:43.0,R. Sessions misses 2-pt jump shot from 11 ft,,19,25
75,1,2:41.0,,Defensive rebound by K. Love,19,25
76,1,2:32.0,,T. Thompson makes 2-pt layup from 2 ft (assist by D. Liggins),19,27
77,1,2:19.0,N. Batum misses 2-pt jump shot from 12 ft,,19,27
78,1,2:19.0,,Defensive rebound by R. Jefferson,19,27
79,1,2:08.0,,I. Shumpert makes 3-pt jump shot from 26 ft (assist by R. Jefferson),19,30
80,1,1:52.0,Shooting foul by K. Love (drawn by R. Hibbert),,19,30
81,1,1:52.0,R. Hibbert makes free throw 1 of 2,,20,30
82,1,1:52.0,,K. Irving enters the game for T. Thompson,20,30
83,1,1:52.0,R. Hibbert makes free throw 2 of 2,,21,30
84,1,1:39.0,,K. Love misses 3-pt jump shot from 23 ft,21,30
85,1,1:39.0,Defensive rebound by R. Sessions,,21,30
86,1,1:30.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,21,30
87,1,1:30.0,,Defensive rebound by R. Jefferson,21,30
88,1,1:25.0,,Turnover by I. Shumpert (bad pass; steal by N. Batum),21,30
89,1,1:11.0,F. Kaminsky misses 2-pt hook shot from 6 ft,,21,30
90,1,1:09.0,,Defensive rebound by I. Shumpert,21,30
91,1,0:56.0,,I. Shumpert makes 3-pt jump shot from 26 ft (assist by R. Jefferson),21,33
92,1,0:47.0,Shooting foul by D. Liggins (drawn by R. Hibbert),,21,33
93,1,0:47.0,R. Hibbert makes free throw 1 of 2,,22,33
94,1,0:47.0,,L. James enters the game for K. Love,22,33
95,1,0:47.0,R. Hibbert makes free throw 2 of 2,,23,33
96,1,0:45.0,,Personal foul by R. Sessions (drawn by K. Irving),23,33
97,1,0:45.0,M. Williams enters the game for R. Hibbert,,23,33
98,1,0:33.0,,Shooting foul by M. Williams (drawn by L. James),23,33
99,1,0:33.0,,L. James makes free throw 1 of 2,23,34
100,1,0:33.0,,L. James misses free throw 2 of 2,23,34
101,1,0:33.0,Defensive rebound by M. Williams,,23,34
102,1,0:10.0,R. Sessions makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,26,34
103,1,0:05.0,,L. James makes 2-pt layup from 1 ft (assist by K. Irving),26,36
104,1,0:00.0,F. Kaminsky misses 3-pt jump shot from 39 ft,,26,36
105,1,0:00.0,Offensive rebound by Team,,26,36
106,2,11:52.0,,K. Irving makes 2-pt layup from 1 ft (assist by L. James),26,38
107,2,11:52.0,,Shooting foul by R. Sessions (drawn by K. Irving),26,38
108,2,11:52.0,,K. Irving makes free throw 1 of 1,26,39
109,2,11:34.0,F. Kaminsky misses 2-pt jump shot from 7 ft,,26,39
110,2,11:32.0,,Defensive rebound by L. James,26,39
111,2,11:27.0,,D. Liggins misses 2-pt layup from 1 ft,26,39
112,2,11:27.0,,Offensive rebound by Team,26,39
113,2,11:27.0,,Turnover by D. Liggins (traveling),26,39
114,2,11:22.0,Personal foul by I. Shumpert (drawn by M. Belinelli),,26,39
115,2,11:12.0,M. Williams misses 2-pt jump shot from 8 ft,,26,39
116,2,11:11.0,,Defensive rebound by L. James,26,39
117,2,11:01.0,,R. Jefferson misses 3-pt jump shot from 27 ft,26,39
118,2,11:01.0,,Offensive rebound by K. Irving,26,39
119,2,10:55.0,,K. Irving misses 2-pt layup from 1 ft,26,39
120,2,10:54.0,Defensive rebound by J. Lamb,,26,39
121,2,10:43.0,M. Williams misses 3-pt jump shot from 25 ft,,26,39
122,2,10:42.0,,Defensive rebound by I. Shumpert,26,39
123,2,10:26.0,,Turnover by K. Irving (lost ball),26,39
124,2,10:11.0,J. Lamb makes 2-pt hook shot from 9 ft,,28,39
125,2,9:50.0,,L. James makes 2-pt dunk at rim (assist by I. Shumpert),28,41
126,2,9:37.0,Shooting foul by K. Irving (drawn by R. Sessions),,28,41
127,2,9:37.0,R. Sessions misses free throw 1 of 2,,28,41
128,2,9:37.0,Offensive rebound by Team,,28,41
129,2,9:37.0,R. Sessions makes free throw 2 of 2,,29,41
130,2,9:26.0,,R. Jefferson makes 2-pt dunk at rim (assist by L. James),29,43
131,2,9:20.0,Charlotte full timeout,,29,43
132,2,9:20.0,,J. Smith enters the game for D. Liggins,29,43
133,2,9:11.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,32,43
134,2,8:54.0,,K. Irving makes 2-pt jump shot from 15 ft (assist by R. Jefferson),32,45
135,2,8:34.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,35,45
136,2,8:14.0,,Turnover by L. James (bad pass; steal by R. Sessions),35,45
137,2,7:52.0,R. Sessions misses 2-pt jump shot from 14 ft,,35,45
138,2,7:50.0,,Defensive rebound by I. Shumpert,35,45
139,2,7:43.0,,I. Shumpert makes 2-pt jump shot from 18 ft,35,47
140,2,7:30.0,R. Sessions misses 2-pt jump shot from 5 ft,,35,47
141,2,7:30.0,Offensive rebound by Team,,35,47
142,2,7:30.0,K. Walker enters the game for R. Sessions,,35,47
143,2,7:30.0,M. Kidd-Gilchrist enters the game for M. Williams,,35,47
144,2,7:30.0,,K. Love enters the game for R. Jefferson,35,47
145,2,7:22.0,M. Belinelli makes 2-pt jump shot from 16 ft (assist by K. Walker),,37,47
146,2,6:58.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by J. Smith),37,50
147,2,6:48.0,Personal foul by I. Shumpert (drawn by M. Belinelli),,37,50
148,2,6:40.0,M. Belinelli makes 3-pt jump shot from 24 ft,,40,50
149,2,6:17.0,,I. Shumpert makes 3-pt jump shot from 26 ft (assist by J. Smith),40,53
150,2,6:05.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,40,53
151,2,6:03.0,,Defensive rebound by J. Smith,40,53
152,2,5:46.0,Offensive charge foul by K. Love (drawn by K. Walker),,40,53
153,2,5:46.0,,Turnover by K. Love (offensive foul),40,53
154,2,5:46.0,Official timeout,,40,53
155,2,5:46.0,,T. Thompson enters the game for I. Shumpert,40,53
156,2,5:46.0,C. Zeller enters the game for J. Lamb,,40,53
157,2,5:25.0,K. Walker makes 2-pt layup at rim,,42,53
158,2,5:15.0,,L. James makes 2-pt layup from 1 ft,42,55
159,2,4:55.0,K. Walker makes 2-pt jump shot from 9 ft,,44,55
160,2,4:33.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),44,58
161,2,4:18.0,K. Walker misses 2-pt layup at rim,,44,58
162,2,4:17.0,Offensive rebound by C. Zeller,,44,58
163,2,4:17.0,C. Zeller misses 2-pt layup from 1 ft,,44,58
164,2,4:16.0,,Defensive rebound by T. Thompson,44,58
165,2,4:04.0,,K. Love makes 2-pt layup from 1 ft (assist by L. James),44,60
166,2,3:44.0,M. Belinelli makes 2-pt jump shot from 7 ft (assist by F. Kaminsky),,46,60
167,2,3:34.0,,J. Smith misses 3-pt jump shot from 23 ft,46,60
168,2,3:33.0,Defensive rebound by F. Kaminsky,,46,60
169,2,3:32.0,Personal foul by J. Smith (drawn by K. Walker),,46,60
170,2,3:32.0,,I. Shumpert enters the game for K. Irving,46,60
171,2,3:32.0,N. Batum enters the game for M. Belinelli,,46,60
172,2,3:19.0,Turnover by C. Zeller (bad pass; steal by K. Love),,46,60
173,2,3:10.0,,K. Love misses 3-pt jump shot from 23 ft,46,60
174,2,3:10.0,Defensive rebound by N. Batum,,46,60
175,2,3:01.0,Shooting foul by J. Smith (drawn by C. Zeller),,46,60
176,2,3:01.0,C. Zeller misses free throw 1 of 2,,46,60
177,2,3:01.0,Offensive rebound by Team,,46,60
178,2,3:01.0,,D. Liggins enters the game for J. Smith,46,60
179,2,3:01.0,C. Zeller makes free throw 2 of 2,,47,60
180,2,2:38.0,,L. James makes 2-pt jump shot from 15 ft,47,62
181,2,2:25.0,Turnover by K. Walker (lost ball),,47,62
182,2,2:25.0,,Cleveland full timeout,47,62
183,2,2:25.0,R. Hibbert enters the game for C. Zeller,,47,62
184,2,2:11.0,,L. James makes 2-pt jump shot from 12 ft,47,64
185,2,1:59.0,Offensive foul by R. Hibbert (drawn by I. Shumpert),,47,64
186,2,1:59.0,Turnover by R. Hibbert (offensive foul),,47,64
187,2,1:44.0,,L. James makes 2-pt jump shot from 13 ft,47,66
188,2,1:26.0,N. Batum misses 2-pt jump shot from 22 ft,,47,66
189,2,1:25.0,,Defensive rebound by L. James,47,66
190,2,1:15.0,,Turnover by D. Liggins (traveling),47,66
191,2,1:15.0,,R. Jefferson enters the game for K. Love,47,66
192,2,1:15.0,,J. McRae enters the game for I. Shumpert,47,66
193,2,0:58.0,K. Walker misses 2-pt jump shot from 3 ft (block by D. Liggins),,47,66
194,2,0:58.0,Offensive rebound by Team,,47,66
195,2,0:56.0,Shooting foul by R. Jefferson (drawn by N. Batum),,47,66
196,2,0:56.0,N. Batum makes free throw 1 of 2,,48,66
197,2,0:56.0,N. Batum misses free throw 2 of 2,,48,66
198,2,0:56.0,Offensive rebound by F. Kaminsky,,48,66
199,2,0:49.0,N. Batum misses 3-pt jump shot from 25 ft,,48,66
200,2,0:49.0,,Defensive rebound by L. James,48,66
201,2,0:45.0,,Shooting foul by R. Hibbert (drawn by T. Thompson),48,66
202,2,0:45.0,,T. Thompson makes free throw 1 of 2,48,67
203,2,0:45.0,,T. Thompson misses free throw 2 of 2,48,67
204,2,0:43.0,Defensive rebound by N. Batum,,48,67
205,2,0:31.0,N. Batum makes 2-pt jump shot from 21 ft (assist by F. Kaminsky),,50,67
206,2,0:12.0,,L. James misses 3-pt jump shot from 33 ft,50,67
207,2,0:12.0,Defensive rebound by F. Kaminsky,,50,67
208,2,0:04.0,K. Walker makes 2-pt layup from 1 ft,,52,67
209,2,0:00.0,,J. McRae misses 3-pt jump shot from 47 ft,52,67
210,2,0:00.0,,Offensive rebound by Team,52,67
211,3,11:44.0,,Turnover by T. Thompson (traveling),52,67
212,3,11:36.0,Offensive foul by C. Zeller (drawn by L. James),,52,67
213,3,11:36.0,Turnover by C. Zeller (offensive foul),,52,67
214,3,11:23.0,,K. Irving misses 2-pt jump shot from 21 ft,52,67
215,3,11:22.0,Defensive rebound by M. Williams,,52,67
216,3,11:06.0,Turnover by N. Batum (bad pass; steal by K. Love),,52,67
217,3,10:50.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),52,69
218,3,10:34.0,K. Walker makes 3-pt jump shot from 24 ft,,55,69
219,3,10:16.0,,Shooting foul by M. Williams (drawn by T. Thompson),55,69
220,3,10:16.0,,T. Thompson misses free throw 1 of 2,55,69
221,3,10:16.0,,Offensive rebound by Team,55,69
222,3,10:16.0,,T. Thompson makes free throw 2 of 2,55,70
223,3,10:00.0,M. Williams makes 2-pt jump shot from 7 ft (assist by N. Batum),,57,70
224,3,9:43.0,,Personal foul by K. Walker (drawn by K. Irving),57,70
225,3,9:35.0,,Turnover by K. Love (lost ball; steal by C. Zeller),57,70
226,3,9:18.0,C. Zeller makes 2-pt jump shot from 7 ft (assist by K. Walker),,59,70
227,3,8:57.0,,K. Irving misses 2-pt jump shot from 7 ft,59,70
228,3,8:57.0,Defensive rebound by C. Zeller,,59,70
229,3,8:57.0,Personal foul by K. Irving (drawn by C. Zeller),,59,70
230,3,8:32.0,M. Williams makes 2-pt layup from 2 ft (assist by K. Walker),,61,70
231,3,8:32.0,,Cleveland full timeout,61,70
232,3,8:10.0,,K. Irving misses 3-pt jump shot from 25 ft,61,70
233,3,8:09.0,Defensive rebound by C. Zeller,,61,70
234,3,7:59.0,K. Walker makes 2-pt layup from 1 ft,,63,70
235,3,7:51.0,,K. Irving misses 2-pt jump shot from 11 ft,63,70
236,3,7:50.0,Defensive rebound by C. Zeller,,63,70
237,3,7:42.0,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),,66,70
238,3,7:26.0,,Personal foul by C. Zeller (drawn by T. Thompson),66,70
239,3,7:26.0,,I. Shumpert enters the game for K. Irving,66,70
240,3,7:26.0,R. Hibbert enters the game for C. Zeller,,66,70
241,3,7:16.0,,L. James makes 3-pt jump shot from 29 ft (assist by K. Love),66,73
242,3,6:55.0,M. Williams misses 3-pt jump shot from 24 ft,,66,73
243,3,6:55.0,Offensive rebound by Team,,66,73
244,3,6:55.0,,Loose ball foul by K. Love (drawn by R. Hibbert),66,73
245,3,6:48.0,N. Batum misses 3-pt jump shot from 25 ft,,66,73
246,3,6:47.0,,Defensive rebound by K. Love,66,73
247,3,6:37.0,,L. James misses 2-pt jump shot from 13 ft,66,73
248,3,6:36.0,Defensive rebound by R. Hibbert,,66,73
249,3,6:25.0,K. Walker makes 2-pt layup from 2 ft,,68,73
250,3,6:12.0,,Personal foul by M. Williams (drawn by K. Love),68,73
251,3,6:12.0,F. Kaminsky enters the game for M. Williams,,68,73
252,3,6:05.0,,I. Shumpert misses 3-pt jump shot from 26 ft,68,73
253,3,6:04.0,,Offensive rebound by T. Thompson,68,73
254,3,6:01.0,,Turnover by T. Thompson (back court),68,73
255,3,5:46.0,K. Walker makes 2-pt jump shot from 16 ft,,70,73
256,3,5:27.0,,K. Love misses 3-pt jump shot from 24 ft,70,73
257,3,5:26.0,,Offensive rebound by T. Thompson,70,73
258,3,5:19.0,,Personal foul by M. Kidd-Gilchrist (drawn by K. Love),70,73
259,3,5:19.0,,K. Love makes free throw 1 of 2,70,74
260,3,5:19.0,,K. Love makes free throw 2 of 2,70,75
261,3,5:06.0,N. Batum makes 2-pt jump shot from 10 ft (assist by R. Hibbert),,72,75
262,3,4:56.0,,K. Love misses 3-pt jump shot from 25 ft,72,75
263,3,4:55.0,Defensive rebound by N. Batum,,72,75
264,3,4:46.0,N. Batum misses 2-pt jump shot from 6 ft,,72,75
265,3,4:45.0,,Defensive rebound by T. Thompson,72,75
266,3,4:29.0,,K. Love makes 2-pt layup from 1 ft,72,77
267,3,4:15.0,K. Walker misses 3-pt jump shot from 26 ft,,72,77
268,3,4:14.0,,Defensive rebound by T. Thompson,72,77
269,3,4:01.0,,L. James makes 3-pt jump shot from 24 ft,72,80
270,3,3:45.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,72,80
271,3,3:44.0,,Defensive rebound by T. Thompson,72,80
272,3,3:35.0,,L. James makes 3-pt jump shot from 25 ft,72,83
273,3,3:35.0,Charlotte full timeout,,72,83
274,3,3:35.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,72,83
275,3,3:12.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by R. Hibbert),,75,83
276,3,2:54.0,,Turnover by T. Thompson (offensive foul),75,83
277,3,2:54.0,,Offensive foul by T. Thompson (drawn by M. Belinelli),75,83
278,3,2:38.0,M. Belinelli makes 3-pt jump shot from 27 ft (assist by F. Kaminsky),,78,83
279,3,2:11.0,,L. James misses 3-pt jump shot from 26 ft,78,83
280,3,2:10.0,,Offensive rebound by L. James,78,83
281,3,2:08.0,,Shooting foul by N. Batum (drawn by K. Love),78,83
282,3,2:08.0,,K. Love makes free throw 1 of 2,78,84
283,3,2:08.0,,K. Love misses free throw 2 of 2,78,84
284,3,2:08.0,R. Sessions enters the game for K. Walker,,78,84
285,3,2:08.0,,R. Jefferson enters the game for L. James,78,84
286,3,2:08.0,,K. Irving enters the game for J. Smith,78,84
287,3,2:07.0,Defensive rebound by N. Batum,,78,84
288,3,1:57.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by R. Sessions),,80,84
289,3,1:42.0,,K. Irving misses 2-pt jump shot from 6 ft,80,84
290,3,1:42.0,,Offensive rebound by T. Thompson,80,84
291,3,1:42.0,,Personal foul by M. Belinelli (drawn by T. Thompson),80,84
292,3,1:42.0,,T. Thompson misses free throw 1 of 2,80,84
293,3,1:42.0,,Offensive rebound by Team,80,84
294,3,1:42.0,,T. Thompson makes free throw 2 of 2,80,85
295,3,1:25.0,R. Sessions misses 3-pt jump shot from 26 ft,,80,85
296,3,1:25.0,,Defensive rebound by Team,80,85
297,3,1:25.0,Loose ball foul by R. Hibbert (drawn by I. Shumpert),,80,85
298,3,1:25.0,,I. Shumpert makes free throw 1 of 2,80,86
299,3,1:25.0,,I. Shumpert makes free throw 2 of 2,80,87
300,3,1:12.0,M. Belinelli misses 2-pt jump shot from 20 ft,,80,87
301,3,1:11.0,,Defensive rebound by K. Irving,80,87
302,3,0:53.0,,I. Shumpert misses 2-pt jump shot from 19 ft,80,87
303,3,0:53.0,,Offensive rebound by K. Love,80,87
304,3,0:53.0,,Personal foul by N. Batum (drawn by K. Love),80,87
305,3,0:53.0,,K. Love makes free throw 1 of 2,80,88
306,3,0:53.0,,K. Love makes free throw 2 of 2,80,89
307,3,0:35.0,Shooting foul by T. Thompson (drawn by R. Sessions),,80,89
308,3,0:35.0,R. Sessions makes free throw 1 of 2,,81,89
309,3,0:35.0,R. Sessions misses free throw 2 of 2,,81,89
310,3,0:34.0,,Defensive rebound by T. Thompson,81,89
311,3,0:16.0,,K. Irving makes 3-pt jump shot from 25 ft,81,92
312,3,0:01.0,F. Kaminsky misses 2-pt jump shot from 10 ft,,81,92
313,3,0:00.0,Offensive rebound by R. Hibbert,,81,92
314,4,11:51.0,F. Kaminsky misses 2-pt layup from 1 ft,,81,92
315,4,11:51.0,Offensive rebound by F. Kaminsky,,81,92
316,4,11:49.0,F. Kaminsky misses 2-pt layup from 1 ft (block by L. James),,81,92
317,4,11:48.0,,Defensive rebound by I. Shumpert,81,92
318,4,11:33.0,,Shooting foul by F. Kaminsky (drawn by L. James),81,92
319,4,11:33.0,,L. James misses free throw 1 of 2,81,92
320,4,11:33.0,,Offensive rebound by Team,81,92
321,4,11:33.0,,L. James makes free throw 2 of 2,81,93
322,4,11:22.0,Turnover by R. Sessions (bad pass; steal by I. Shumpert),,81,93
323,4,11:16.0,,R. Jefferson makes 2-pt dunk at rim (assist by L. James),81,95
324,4,11:16.0,Charlotte full timeout,,81,95
325,4,10:59.0,M. Belinelli misses 2-pt jump shot from 18 ft,,81,95
326,4,10:59.0,Offensive rebound by F. Kaminsky,,81,95
327,4,10:59.0,Shooting foul by L. James (drawn by F. Kaminsky),,81,95
328,4,10:59.0,F. Kaminsky misses free throw 1 of 2,,81,95
329,4,10:59.0,Offensive rebound by Team,,81,95
330,4,10:59.0,F. Kaminsky makes free throw 2 of 2,,82,95
331,4,10:43.0,,Turnover by D. Liggins (lost ball),82,95
332,4,10:25.0,F. Kaminsky makes 2-pt layup from 1 ft (assist by J. Lamb),,84,95
333,4,9:52.0,,L. James makes 3-pt jump shot from 24 ft,84,98
334,4,9:40.0,J. Lamb makes 2-pt layup from 1 ft,,86,98
335,4,9:40.0,Shooting foul by R. Jefferson (drawn by J. Lamb),,86,98
336,4,9:40.0,J. Lamb makes free throw 1 of 1,,87,98
337,4,9:29.0,,K. Irving misses 2-pt jump shot from 7 ft,87,98
338,4,9:27.0,Defensive rebound by J. Lamb,,87,98
339,4,9:12.0,J. Lamb misses 3-pt jump shot from 25 ft,,87,98
340,4,9:12.0,,Defensive rebound by Team,87,98
341,4,8:52.0,,L. James misses 3-pt jump shot from 25 ft,87,98
342,4,8:51.0,Defensive rebound by R. Sessions,,87,98
343,4,8:38.0,J. Lamb misses 2-pt jump shot from 5 ft,,87,98
344,4,8:36.0,Offensive rebound by M. Belinelli,,87,98
345,4,8:34.0,M. Belinelli misses 2-pt jump shot from 10 ft,,87,98
346,4,8:33.0,Offensive rebound by M. Williams,,87,98
347,4,8:31.0,M. Williams misses 2-pt layup from 3 ft,,87,98
348,4,8:30.0,Offensive rebound by F. Kaminsky,,87,98
349,4,8:30.0,F. Kaminsky misses 2-pt layup from 1 ft,,87,98
350,4,8:29.0,Offensive rebound by J. Lamb,,87,98
351,4,8:13.0,Turnover by F. Kaminsky (lost ball; steal by L. James),,87,98
352,4,8:03.0,,L. James makes 2-pt layup at rim (assist by R. Jefferson),87,100
353,4,7:49.0,Shooting foul by R. Jefferson (drawn by J. Lamb),,87,100
354,4,7:49.0,J. Lamb makes free throw 1 of 2,,88,100
355,4,7:49.0,K. Walker enters the game for R. Sessions,,88,100
356,4,7:49.0,J. Lamb makes free throw 2 of 2,,89,100
357,4,7:34.0,,Turnover by L. James (offensive foul),89,100
358,4,7:34.0,,Offensive foul by L. James (drawn by K. Walker),89,100
359,4,7:34.0,,J. Smith enters the game for D. Liggins,89,100
360,4,7:19.0,J. Lamb misses 2-pt jump shot from 7 ft,,89,100
361,4,7:18.0,,Defensive rebound by L. James,89,100
362,4,7:13.0,,L. James makes 2-pt layup from 1 ft,89,102
363,4,7:06.0,M. Williams makes 2-pt layup at rim (assist by K. Walker),,91,102
364,4,7:06.0,Shooting foul by J. Smith (drawn by M. Williams),,91,102
365,4,7:06.0,M. Williams misses free throw 1 of 1,,91,102
366,4,7:00.0,,Defensive rebound by J. Smith,91,102
367,4,6:51.0,,J. Smith misses 3-pt jump shot from 26 ft,91,102
368,4,6:51.0,Defensive rebound by M. Williams,,91,102
369,4,6:39.0,K. Walker misses 2-pt jump shot from 20 ft,,91,102
370,4,6:38.0,,Defensive rebound by I. Shumpert,91,102
371,4,6:34.0,,Cleveland full timeout,91,102
372,4,6:34.0,,K. Love enters the game for R. Jefferson,91,102
373,4,6:34.0,C. Zeller enters the game for F. Kaminsky,,91,102
374,4,6:26.0,,Shooting foul by M. Belinelli (drawn by L. James),91,102
375,4,6:26.0,,L. James makes free throw 1 of 2,91,103
376,4,6:26.0,,L. James misses free throw 2 of 2,91,103
377,4,6:25.0,Defensive rebound by K. Walker,,91,103
378,4,6:15.0,M. Belinelli misses 2-pt jump shot from 22 ft,,91,103
379,4,6:14.0,Offensive rebound by J. Lamb,,91,103
380,4,6:14.0,J. Lamb misses 2-pt layup from 1 ft,,91,103
381,4,6:13.0,,Defensive rebound by L. James,91,103
382,4,6:09.0,,Offensive foul by L. James (drawn by M. Belinelli),91,103
383,4,6:09.0,,Turnover by L. James (offensive foul),91,103
384,4,6:01.0,Personal foul by K. Love (drawn by K. Walker),,91,103
385,4,6:01.0,K. Walker makes free throw 1 of 2,,92,103
386,4,6:01.0,K. Walker makes free throw 2 of 2,,93,103
387,4,5:38.0,,L. James misses 3-pt jump shot from 25 ft,93,103
388,4,5:37.0,Defensive rebound by J. Lamb,,93,103
