,QUARTER,TIME_REMAINING,TORONTO_ACTION,DENVER_ACTION,TORONTO_SCORE,DENVER_SCORE
0,1,11:37.0,,J. Nurkić misses 2-pt layup from 1 ft,0,0
1,1,11:35.0,Defensive rebound by K. Lowry,,0,0
2,1,11:04.0,J. Valančiūnas misses 2-pt jump shot from 11 ft,,0,0
3,1,11:04.0,,Defensive rebound by J. Nurkić,0,0
4,1,10:58.0,,D. Gallinari misses 3-pt jump shot from 24 ft,0,0
5,1,10:57.0,Defensive rebound by D. DeRozan,,0,0
6,1,10:49.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,3,0
7,1,10:34.0,,D. Gallinari misses 2-pt layup from 2 ft,3,0
8,1,10:32.0,,Offensive rebound by K. Faried,3,0
9,1,10:32.0,,K. Faried misses 2-pt layup from 3 ft,3,0
10,1,10:30.0,Defensive rebound by K. Lowry,,3,0
11,1,10:09.0,J. Valančiūnas misses 2-pt jump shot from 11 ft,,3,0
12,1,10:08.0,,Defensive rebound by D. Gallinari,3,0
13,1,9:49.0,,J. Nurkić makes 2-pt layup from 3 ft (assist by E. Mudiay),3,2
14,1,9:35.0,Turnover by D. DeRozan (bad pass; steal by D. Gallinari),,3,2
15,1,9:26.0,,D. Gallinari makes 2-pt dunk at rim,3,4
16,1,9:15.0,Shooting foul by J. Nelson (drawn by D. DeRozan),,3,4
17,1,9:15.0,D. DeRozan makes free throw 1 of 2,,4,4
18,1,9:15.0,D. DeRozan makes free throw 2 of 2,,5,4
19,1,8:59.0,,E. Mudiay makes 2-pt jump shot from 23 ft (assist by K. Faried),5,6
20,1,8:34.0,D. DeRozan misses 3-pt jump shot from 25 ft,,5,6
21,1,8:34.0,,Defensive rebound by E. Mudiay,5,6
22,1,8:27.0,,Turnover by E. Mudiay (bad pass; steal by D. DeRozan),5,6
23,1,8:19.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,8,6
24,1,8:07.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by E. Mudiay),8,8
25,1,7:46.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,11,8
26,1,7:29.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by K. Faried),11,10
27,1,7:18.0,D. Carroll misses 2-pt jump shot from 21 ft,,11,10
28,1,7:17.0,,Defensive rebound by K. Faried,11,10
29,1,6:59.0,,J. Nurkić makes 2-pt layup from 3 ft (assist by J. Nelson),11,12
30,1,6:52.0,Toronto full timeout,,11,12
31,1,6:43.0,D. DeRozan misses 2-pt jump shot from 18 ft,,11,12
32,1,6:41.0,,Defensive rebound by K. Faried,11,12
33,1,6:25.0,,Turnover by J. Nelson (bad pass; steal by D. Carroll),11,12
34,1,6:19.0,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),,13,12
35,1,6:00.0,,D. Gallinari misses 2-pt jump shot from 22 ft,13,12
36,1,5:58.0,Defensive rebound by D. DeRozan,,13,12
37,1,5:42.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,15,12
38,1,5:26.0,,J. Nelson misses 3-pt jump shot from 26 ft,15,12
39,1,5:26.0,Defensive rebound by D. Carroll,,15,12
40,1,5:20.0,D. Carroll makes 2-pt layup at rim,,17,12
41,1,5:20.0,,Denver full timeout,17,12
