,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW ORLEANS_ACTION,DALLAS_SCORE,NEW ORLEANS_SCORE
91,1,2:19.0,Defensive rebound by D. Nowitzki,,14,16
92,1,2:10.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by J. Barea),,17,16
93,1,1:55.0,,D. Cunningham misses 3-pt jump shot from 24 ft,17,16
94,1,1:53.0,,Offensive rebound by A. Davis,17,16
95,1,1:51.0,,A. Davis makes 2-pt layup from 1 ft,17,18
96,1,1:39.0,D. Harris misses 2-pt layup from 2 ft (block by E. Moore),,17,18
97,1,1:38.0,Offensive rebound by Team,,17,18
98,1,1:38.0,,D. Cousins enters the game for S. Hill,17,18
99,1,1:38.0,,T. Frazier enters the game for A. Davis,17,18
100,1,1:38.0,,J. Crawford enters the game for J. Holiday,17,18
101,1,1:35.0,Turnover by J. Barea (bad pass; steal by D. Cunningham),,17,18
102,1,1:32.0,,D. Cousins makes 2-pt layup from 2 ft (assist by T. Frazier),17,20
103,1,1:19.0,J. Barea makes 2-pt layup from 2 ft,,19,20
104,1,1:06.0,,J. Crawford makes 3-pt jump shot from 25 ft,19,23
105,1,0:49.0,Personal foul by T. Frazier (drawn by D. Nowitzki),,19,23
106,1,0:38.0,D. Nowitzki makes 2-pt jump shot from 22 ft (assist by J. Barea),,21,23
107,1,0:31.0,,Personal foul by D. Harris (drawn by E. Moore),21,23
108,1,0:31.0,,E. Moore makes free throw 1 of 2,21,24
109,1,0:31.0,,E. Moore makes free throw 2 of 2,21,25
110,1,0:17.0,J. Barea makes 2-pt jump shot from 10 ft,,23,25
111,1,0:02.0,,D. Cousins makes 2-pt layup from 2 ft,23,27
112,1,0:00.0,D. Harris misses 3-pt jump shot from 46 ft,,23,27
113,1,0:00.0,Offensive rebound by Team,,23,27
114,2,11:44.0,D. Powell misses 2-pt jump shot from 16 ft,,23,27
115,2,11:44.0,,Defensive rebound by D. Cousins,23,27
116,2,11:18.0,,E. Moore misses 2-pt jump shot from 22 ft,23,27
117,2,11:15.0,Defensive rebound by D. Finney-Smith,,23,27
118,2,11:10.0,D. Nowitzki makes 2-pt layup from 2 ft (assist by J. Barea),,25,27
119,2,10:49.0,,D. Cousins misses 2-pt jump shot from 19 ft,25,27
120,2,10:49.0,Defensive rebound by J. Barea,,25,27
121,2,10:44.0,J. Barea misses 2-pt jump shot from 17 ft,,25,27
122,2,10:42.0,,Defensive rebound by T. Frazier,25,27
123,2,10:37.0,,D. Cunningham makes 2-pt dunk at rim (assist by T. Frazier),25,29
124,2,10:18.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),,27,29
125,2,10:10.0,,E. Moore makes 3-pt jump shot from 26 ft (assist by J. Crawford),27,32
126,2,9:53.0,J. Barea misses 3-pt jump shot from 25 ft,,27,32
127,2,9:53.0,,Defensive rebound by D. Cousins,27,32
128,2,9:39.0,,E. Moore misses 2-pt jump shot from 10 ft,27,32
129,2,9:38.0,,Offensive rebound by D. Cousins,27,32
130,2,9:37.0,,D. Cousins misses 2-pt dunk at rim,27,32
131,2,9:36.0,Defensive rebound by J. Barea,,27,32
132,2,9:33.0,Personal foul by E. Moore (drawn by D. Powell),,27,32
133,2,9:33.0,J. Uthoff enters the game for D. Nowitzki,,27,32
134,2,9:28.0,J. Uthoff misses 2-pt jump shot from 23 ft,,27,32
135,2,9:23.0,Offensive rebound by Team,,27,32
136,2,9:22.0,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),,29,32
137,2,9:08.0,,Personal foul by D. Harris (drawn by J. Crawford),29,32
138,2,9:08.0,Technical foul by D. Harris,,29,32
139,2,9:08.0,Technical foul by D. Harris,,29,32
140,2,9:08.0,Technical foul by Team,,29,32
141,2,9:08.0,Technical foul by Team,,29,32
142,2,9:08.0,,J. Crawford misses technical free throw,29,32
143,2,9:08.0,,Offensive rebound by Team,29,32
144,2,9:08.0,,J. Crawford misses technical free throw,29,32
145,2,9:08.0,,Offensive rebound by Team,29,32
146,2,9:08.0,,J. Crawford makes technical free throw,29,33
147,2,9:08.0,,J. Crawford makes technical free throw,29,34
148,2,9:08.0,W. Matthews enters the game for D. Harris,,29,34
149,2,8:59.0,,Shooting foul by D. Powell (drawn by D. Cousins),29,34
150,2,8:59.0,,D. Cousins makes 2-pt layup from 1 ft (assist by J. Crawford),29,36
151,2,8:59.0,Official timeout,,29,36
152,2,8:59.0,,J. Holiday enters the game for E. Moore,29,36
153,2,8:59.0,,D. Cousins makes free throw 1 of 1,29,37
154,2,8:43.0,J. Barea makes 2-pt jump shot from 7 ft,,31,37
155,2,8:22.0,,D. Cunningham makes 3-pt jump shot from 25 ft (assist by D. Cousins),31,40
156,2,8:05.0,J. Uthoff misses 2-pt jump shot from 4 ft,,31,40
157,2,8:03.0,Offensive rebound by J. Uthoff,,31,40
158,2,8:02.0,J. Uthoff makes 2-pt layup from 2 ft,,33,40
159,2,7:46.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by J. Crawford),33,43
160,2,7:37.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by J. Uthoff),,36,43
161,2,7:15.0,,D. Cousins misses 3-pt jump shot from 25 ft,36,43
162,2,7:14.0,Defensive rebound by J. Uthoff,,36,43
163,2,7:05.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,36,43
164,2,7:01.0,,Defensive rebound by Team,36,43
165,2,6:51.0,,J. Crawford makes 3-pt jump shot from 28 ft (assist by D. Cousins),36,46
166,2,6:48.0,Dallas full timeout,,36,46
167,2,6:48.0,D. Nowitzki enters the game for J. Barea,,36,46
168,2,6:48.0,N. Noel enters the game for D. Powell,,36,46
169,2,6:48.0,H. Barnes enters the game for D. Finney-Smith,,36,46
170,2,6:48.0,S. Curry enters the game for J. Uthoff,,36,46
171,2,6:48.0,,S. Hill enters the game for T. Frazier,36,46
172,2,6:35.0,W. Matthews misses 2-pt layup from 2 ft,,36,46
173,2,6:34.0,Offensive rebound by N. Noel,,36,46
174,2,6:33.0,N. Noel makes 2-pt layup from 2 ft,,38,46
175,2,6:22.0,,J. Crawford misses 3-pt jump shot from 26 ft,38,46
176,2,6:19.0,Defensive rebound by N. Noel,,38,46
177,2,5:59.0,Shooting foul by J. Crawford (drawn by D. Nowitzki),,38,46
178,2,5:59.0,D. Nowitzki makes free throw 1 of 2,,39,46
179,2,5:59.0,,A. Davis enters the game for D. Cunningham,39,46
180,2,5:59.0,D. Nowitzki makes free throw 2 of 2,,40,46
181,2,5:48.0,,S. Hill misses 3-pt jump shot from 24 ft,40,46
182,2,5:46.0,Defensive rebound by W. Matthews,,40,46
183,2,5:35.0,D. Nowitzki misses 2-pt jump shot from 4 ft,,40,46
184,2,5:33.0,,Defensive rebound by A. Davis,40,46
185,2,5:29.0,,D. Cousins misses 2-pt dunk at rim,40,46
186,2,5:28.0,Defensive rebound by D. Nowitzki,,40,46
187,2,5:22.0,S. Curry misses 3-pt jump shot from 24 ft,,40,46
188,2,5:18.0,,Defensive rebound by A. Davis,40,46
189,2,5:05.0,,Shooting foul by D. Nowitzki (drawn by D. Cousins),40,46
190,2,5:05.0,,D. Cousins misses free throw 1 of 2,40,46
191,2,5:05.0,,Offensive rebound by Team,40,46
192,2,5:05.0,,D. Cousins makes free throw 2 of 2,40,47
193,2,4:52.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by H. Barnes),,43,47
194,2,4:33.0,,A. Davis makes 2-pt jump shot from 10 ft (assist by J. Crawford),43,49
195,2,4:24.0,S. Curry misses 3-pt jump shot from 26 ft,,43,49
196,2,4:21.0,,Defensive rebound by J. Holiday,43,49
197,2,4:08.0,,A. Davis misses 2-pt jump shot from 8 ft,43,49
198,2,4:07.0,Defensive rebound by D. Nowitzki,,43,49
199,2,3:49.0,N. Noel misses 2-pt jump shot from 20 ft,,43,49
200,2,3:47.0,,Defensive rebound by J. Holiday,43,49
201,2,3:37.0,,Shooting foul by N. Noel (drawn by D. Cousins),43,49
202,2,3:37.0,,D. Cousins makes free throw 1 of 2,43,50
203,2,3:37.0,,D. Cousins misses free throw 2 of 2,43,50
204,2,3:36.0,Defensive rebound by D. Nowitzki,,43,50
205,2,3:14.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,43,50
206,2,3:12.0,,Defensive rebound by D. Cousins,43,50
207,2,3:00.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),43,52
208,2,2:42.0,Personal foul by S. Hill (drawn by H. Barnes),,43,52
209,2,2:42.0,,New Orleans full timeout,43,52
210,2,2:32.0,H. Barnes misses 2-pt layup from 2 ft,,43,52
211,2,2:31.0,Offensive rebound by N. Noel,,43,52
212,2,2:30.0,N. Noel misses 2-pt layup from 3 ft,,43,52
213,2,2:29.0,,Defensive rebound by D. Cousins,43,52
214,2,2:18.0,,J. Holiday makes 2-pt layup from 2 ft,43,54
215,2,2:05.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,43,54
216,2,2:00.0,,Defensive rebound by Team,43,54
217,2,1:50.0,,J. Holiday makes 3-pt jump shot from 25 ft,43,57
218,2,1:30.0,H. Barnes makes 2-pt layup from 2 ft,,45,57
219,2,1:30.0,Shooting foul by J. Crawford (drawn by H. Barnes),,45,57
220,2,1:30.0,H. Barnes makes free throw 1 of 1,,46,57
221,2,1:16.0,,Turnover by J. Crawford (bad pass; steal by S. Curry),46,57
222,2,1:15.0,W. Matthews makes 3-pt jump shot from 26 ft,,49,57
223,2,1:03.0,,A. Davis makes 2-pt dunk at rim (assist by D. Cousins),49,59
224,2,0:51.0,S. Curry misses 3-pt jump shot from 26 ft,,49,59
225,2,0:49.0,Offensive rebound by H. Barnes,,49,59
226,2,0:48.0,H. Barnes makes 2-pt layup from 2 ft,,51,59
227,2,0:39.0,,A. Davis misses 2-pt layup from 1 ft (block by N. Noel),51,59
228,2,0:38.0,,Offensive rebound by J. Crawford,51,59
229,2,0:32.0,,Shooting block foul by N. Noel (drawn by J. Holiday),51,59
230,2,0:32.0,,J. Holiday makes free throw 1 of 2,51,60
231,2,0:32.0,,J. Holiday misses free throw 2 of 2,51,60
232,2,0:32.0,D. Powell enters the game for N. Noel,,51,60
233,2,0:30.0,Defensive rebound by H. Barnes,,51,60
234,2,0:08.0,H. Barnes misses 2-pt jump shot from 7 ft,,51,60
235,2,0:07.0,,Defensive rebound by D. Cousins,51,60
236,2,0:01.0,,D. Cousins makes 3-pt jump shot from 29 ft,51,63
237,3,11:41.0,H. Barnes makes 2-pt jump shot from 11 ft (assist by S. Curry),,53,63
238,3,11:28.0,,Turnover by T. Frazier (bad pass; steal by N. Noel),53,63
239,3,11:24.0,N. Noel makes 2-pt dunk at rim,,55,63
240,3,11:24.0,Shooting foul by T. Frazier (drawn by N. Noel),,55,63
241,3,11:24.0,N. Noel makes free throw 1 of 1,,56,63
242,3,11:01.0,,D. Cousins misses 3-pt jump shot from 26 ft,56,63
243,3,10:59.0,Defensive rebound by D. Nowitzki,,56,63
244,3,10:49.0,S. Curry makes 2-pt jump shot from 13 ft,,58,63
245,3,10:45.0,,New Orleans full timeout,58,63
246,3,10:22.0,,A. Davis misses 2-pt jump shot from 15 ft,58,63
247,3,10:22.0,Defensive rebound by D. Nowitzki,,58,63
248,3,9:59.0,H. Barnes misses 2-pt jump shot from 7 ft,,58,63
249,3,9:58.0,,Defensive rebound by A. Davis,58,63
250,3,9:46.0,,A. Davis misses 2-pt jump shot from 8 ft,58,63
251,3,9:45.0,Defensive rebound by N. Noel,,58,63
252,3,9:32.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,58,63
253,3,9:30.0,,Defensive rebound by D. Cousins,58,63
254,3,9:16.0,,Personal foul by N. Noel (drawn by D. Cousins),58,63
255,3,9:06.0,,D. Cousins misses 2-pt dunk from 2 ft,58,63
256,3,9:05.0,,Offensive rebound by D. Cousins,58,63
257,3,9:04.0,,D. Cousins misses 2-pt layup from 2 ft,58,63
258,3,9:03.0,Defensive rebound by Team,,58,63
259,3,9:03.0,,Loose ball foul by D. Cousins (drawn by D. Nowitzki),58,63
260,3,9:03.0,Y. Ferrell enters the game for N. Noel,,58,63
261,3,8:44.0,S. Curry makes 3-pt jump shot from 24 ft (assist by H. Barnes),,61,63
262,3,8:24.0,,D. Cousins makes 2-pt layup from 1 ft,61,65
263,3,8:24.0,,Shooting foul by D. Nowitzki (drawn by D. Cousins),61,65
264,3,8:24.0,,D. Cousins makes free throw 1 of 1,61,66
265,3,8:14.0,S. Curry misses 2-pt jump shot from 18 ft,,61,66
266,3,8:11.0,Offensive rebound by H. Barnes,,61,66
267,3,8:05.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by W. Matthews),,64,66
268,3,7:44.0,,S. Hill makes 3-pt jump shot from 27 ft (assist by J. Holiday),64,69
269,3,7:27.0,H. Barnes misses 2-pt jump shot from 18 ft,,64,69
270,3,7:25.0,,Defensive rebound by D. Cousins,64,69
271,3,7:13.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by A. Davis),64,72
272,3,7:10.0,Dallas full timeout,,64,72
273,3,6:58.0,H. Barnes misses 2-pt jump shot from 8 ft,,64,72
274,3,6:57.0,,Defensive rebound by D. Cousins,64,72
275,3,6:43.0,,S. Hill misses 3-pt jump shot from 25 ft,64,72
276,3,6:41.0,Defensive rebound by Y. Ferrell,,64,72
277,3,6:36.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,67,72
278,3,6:16.0,,D. Cousins makes 2-pt jump shot from 18 ft (assist by J. Holiday),67,74
279,3,6:00.0,Shooting foul by T. Frazier (drawn by D. Nowitzki),,67,74
280,3,6:00.0,D. Nowitzki makes free throw 1 of 3,,68,74
281,3,6:00.0,D. Nowitzki makes free throw 2 of 3,,69,74
282,3,6:00.0,,E. Moore enters the game for T. Frazier,69,74
283,3,6:00.0,D. Nowitzki makes free throw 3 of 3,,70,74
284,3,5:48.0,,Shooting foul by W. Matthews (drawn by A. Davis),70,74
285,3,5:48.0,,A. Davis makes free throw 1 of 2,70,75
286,3,5:48.0,D. Powell enters the game for D. Nowitzki,,70,75
287,3,5:48.0,,A. Davis makes free throw 2 of 2,70,76
288,3,5:26.0,Y. Ferrell misses 2-pt jump shot from 16 ft (block by A. Davis),,70,76
289,3,5:24.0,,Defensive rebound by A. Davis,70,76
290,3,5:08.0,,Shooting foul by S. Curry (drawn by A. Davis),70,76
291,3,5:08.0,,A. Davis makes free throw 1 of 2,70,77
292,3,5:08.0,,D. Cunningham enters the game for D. Cousins,70,77
293,3,5:08.0,,A. Davis makes free throw 2 of 2,70,78
294,3,4:52.0,Y. Ferrell misses 2-pt jump shot from 3 ft,,70,78
295,3,4:48.0,,Defensive rebound by S. Hill,70,78
296,3,4:41.0,,Shooting foul by D. Powell (drawn by A. Davis),70,78
297,3,4:41.0,,A. Davis makes free throw 1 of 2,70,79
298,3,4:41.0,J. Barea enters the game for S. Curry,,70,79
299,3,4:41.0,,A. Davis makes free throw 2 of 2,70,80
300,3,4:24.0,H. Barnes makes 2-pt layup from 2 ft,,72,80
301,3,4:15.0,,A. Davis makes 2-pt jump shot from 16 ft,72,82
302,3,3:57.0,Turnover by W. Matthews (bad pass; steal by A. Davis),,72,82
303,3,3:53.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),72,84
304,3,3:52.0,Dallas full timeout,,72,84
305,3,3:38.0,Turnover by H. Barnes (bad pass; steal by E. Moore),,72,84
306,3,3:35.0,,E. Moore misses 3-pt jump shot from 25 ft,72,84
307,3,3:33.0,,Offensive rebound by D. Cunningham,72,84
308,3,3:29.0,,Shooting foul by H. Barnes (drawn by D. Cunningham),72,84
309,3,3:29.0,,D. Cunningham misses free throw 1 of 2,72,84
310,3,3:29.0,,Offensive rebound by Team,72,84
311,3,3:29.0,,D. Cunningham misses free throw 2 of 2,72,84
312,3,3:27.0,Defensive rebound by H. Barnes,,72,84
313,3,3:09.0,W. Matthews makes 2-pt jump shot from 6 ft (assist by H. Barnes),,74,84
314,3,2:59.0,,J. Holiday misses 2-pt jump shot from 14 ft,74,84
315,3,2:58.0,Defensive rebound by D. Powell,,74,84
316,3,2:39.0,Turnover by Y. Ferrell (lost ball; steal by A. Davis),,74,84
317,3,2:34.0,,Turnover by J. Holiday (bad pass; steal by Y. Ferrell),74,84
318,3,2:30.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by W. Matthews),,77,84
319,3,2:13.0,,E. Moore misses 3-pt jump shot from 24 ft,77,84
320,3,2:10.0,Defensive rebound by W. Matthews,,77,84
321,3,2:04.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,80,84
322,3,1:47.0,D. Finney-Smith enters the game for H. Barnes,,80,84
323,3,1:47.0,S. Curry enters the game for W. Matthews,,80,84
324,3,1:47.0,,J. Crawford enters the game for S. Hill,80,84
325,3,1:44.0,,A. Davis misses 2-pt jump shot from 10 ft,80,84
326,3,1:43.0,Defensive rebound by D. Powell,,80,84
327,3,1:27.0,Personal foul by A. Davis (drawn by D. Powell),,80,84
328,3,1:27.0,,D. Cousins enters the game for A. Davis,80,84
329,3,1:27.0,,T. Frazier enters the game for J. Holiday,80,84
330,3,1:21.0,J. Barea makes 2-pt jump shot from 9 ft,,82,84
331,3,0:56.0,,E. Moore misses 3-pt jump shot from 26 ft,82,84
332,3,0:54.0,,Offensive rebound by D. Cunningham,82,84
333,3,0:53.0,,D. Cunningham makes 2-pt layup from 2 ft,82,86
334,3,0:35.0,D. Powell misses 3-pt jump shot from 26 ft,,82,86
335,3,0:32.0,Offensive rebound by Y. Ferrell,,82,86
336,3,0:32.0,Personal foul by T. Frazier (drawn by Y. Ferrell),,82,86
337,3,0:32.0,Y. Ferrell makes free throw 1 of 2,,83,86
338,3,0:32.0,Y. Ferrell misses free throw 2 of 2,,83,86
339,3,0:31.0,,Defensive rebound by D. Cousins,83,86
340,3,0:19.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by D. Cousins),83,89
341,3,0:01.0,Turnover by J. Barea (bad pass; steal by D. Cunningham),,83,89
342,4,11:44.0,,T. Frazier makes 2-pt jump shot from 16 ft (assist by E. Moore),83,91
343,4,11:30.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by J. Barea),,85,91
344,4,11:14.0,,J. Crawford misses 2-pt jump shot from 16 ft,85,91
345,4,11:12.0,,Offensive rebound by T. Frazier,85,91
346,4,11:00.0,,D. Cousins misses 2-pt layup from 3 ft (block by D. Finney-Smith),85,91
347,4,10:58.0,,Offensive rebound by Team,85,91
348,4,10:56.0,,D. Cousins makes 2-pt layup from 2 ft (assist by E. Moore),85,93
349,4,10:42.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,88,93
350,4,10:26.0,,Shooting foul by D. Nowitzki (drawn by D. Cousins),88,93
351,4,10:26.0,,D. Cousins makes free throw 1 of 2,88,94
352,4,10:26.0,,D. Cousins makes free throw 2 of 2,88,95
353,4,10:15.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,91,95
354,4,10:12.0,,New Orleans full timeout,91,95
355,4,9:59.0,,D. Cousins makes 2-pt jump shot from 15 ft (assist by T. Frazier),91,97
356,4,9:42.0,D. Finney-Smith makes 2-pt dunk at rim (assist by J. Barea),,93,97
357,4,9:31.0,,D. Cunningham misses 3-pt jump shot from 24 ft,93,97
358,4,9:29.0,Defensive rebound by D. Finney-Smith,,93,97
359,4,9:16.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),,96,97
360,4,8:57.0,,Personal foul by D. Finney-Smith (drawn by D. Cousins),96,97
361,4,8:57.0,,J. Holiday enters the game for T. Frazier,96,97
362,4,8:57.0,,A. Davis enters the game for D. Cousins,96,97
363,4,8:57.0,,S. Hill enters the game for E. Moore,96,97
364,4,8:45.0,,D. Cunningham makes 2-pt jump shot from 5 ft (assist by J. Holiday),96,99
365,4,8:27.0,Shooting foul by S. Hill (drawn by D. Nowitzki),,96,99
366,4,8:27.0,D. Nowitzki makes free throw 1 of 2,,97,99
367,4,8:27.0,W. Matthews enters the game for S. Curry,,97,99
368,4,8:27.0,D. Nowitzki makes free throw 2 of 2,,98,99
369,4,8:18.0,,A. Davis misses 3-pt jump shot from 25 ft,98,99
370,4,8:13.0,,Offensive rebound by S. Hill,98,99
371,4,8:01.0,,J. Holiday misses 2-pt layup from 2 ft (block by Y. Ferrell),98,99
372,4,8:00.0,Defensive rebound by D. Finney-Smith,,98,99
373,4,7:55.0,Personal foul by D. Cunningham (drawn by Y. Ferrell),,98,99
374,4,7:55.0,N. Noel enters the game for D. Finney-Smith,,98,99
375,4,7:55.0,H. Barnes enters the game for D. Nowitzki,,98,99
376,4,7:55.0,,D. Cousins enters the game for D. Cunningham,98,99
377,4,7:43.0,Y. Ferrell makes 2-pt jump shot from 14 ft,,100,99
378,4,7:17.0,,J. Holiday makes 2-pt jump shot from 5 ft,100,101
379,4,7:04.0,N. Noel misses 2-pt dunk at rim,,100,101
380,4,7:04.0,,Defensive rebound by D. Cousins,100,101
381,4,6:59.0,,Personal foul by W. Matthews (drawn by J. Crawford),100,101
382,4,6:51.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by J. Holiday),100,104
383,4,6:27.0,Shooting foul by J. Crawford (drawn by H. Barnes),,100,104
