,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DETROIT_ACTION,NEW ORLEANS_SCORE,DETROIT_SCORE
0,1,11:42.0,B. Hield makes 2-pt layup at rim (assist by A. Davis),,2,0
1,1,11:18.0,,R. Jackson misses 2-pt jump shot from 9 ft,2,0
2,1,11:17.0,Defensive rebound by J. Holiday,,2,0
3,1,11:15.0,Turnover by J. Holiday (bad pass; steal by K. Caldwell-Pope),,2,0
4,1,11:09.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,2,3
5,1,10:59.0,B. Hield misses 3-pt jump shot from 27 ft,,2,3
6,1,10:59.0,,Defensive rebound by M. Morris,2,3
7,1,10:48.0,,M. Morris misses 2-pt jump shot from 13 ft,2,3
8,1,10:46.0,Defensive rebound by A. Davis,,2,3
9,1,10:30.0,A. Davis makes 2-pt hook shot from 6 ft,,4,3
10,1,10:17.0,,R. Jackson misses 3-pt jump shot from 26 ft,4,3
11,1,10:17.0,Defensive rebound by B. Hield,,4,3
12,1,10:10.0,Turnover by B. Hield (bad pass; steal by A. Drummond),,4,3
13,1,10:04.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by R. Jackson),4,5
14,1,9:39.0,A. Davis makes 2-pt jump shot from 9 ft,,6,5
15,1,9:27.0,,Turnover by K. Caldwell-Pope (lost ball; steal by B. Hield),6,5
16,1,9:18.0,B. Hield misses 3-pt jump shot from 26 ft,,6,5
17,1,9:18.0,,Defensive rebound by J. Leuer,6,5
18,1,9:06.0,,J. Leuer misses 3-pt jump shot from 24 ft,6,5
19,1,9:06.0,Defensive rebound by B. Hield,,6,5
20,1,8:50.0,A. Davis makes 2-pt hook shot from 6 ft,,8,5
21,1,8:40.0,,Shooting foul by B. Hield (drawn by K. Caldwell-Pope),8,5
22,1,8:40.0,,K. Caldwell-Pope makes free throw 1 of 3,8,6
23,1,8:40.0,,K. Caldwell-Pope makes free throw 2 of 3,8,7
24,1,8:40.0,,K. Caldwell-Pope makes free throw 3 of 3,8,8
25,1,8:23.0,Turnover by A. Davis (lost ball; steal by A. Drummond),,8,8
26,1,8:20.0,,Personal foul by S. Hill (drawn by M. Morris),8,8
27,1,8:08.0,,M. Morris misses 2-pt layup from 2 ft (block by A. Davis),8,8
28,1,8:07.0,Defensive rebound by S. Hill,,8,8
29,1,8:01.0,J. Holiday misses 3-pt jump shot from 26 ft,,8,8
30,1,8:01.0,,Defensive rebound by J. Leuer,8,8
31,1,7:55.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by J. Leuer),8,11
32,1,7:43.0,J. Holiday makes 2-pt layup from 1 ft,,10,11
33,1,7:22.0,,J. Leuer misses 2-pt jump shot from 8 ft,10,11
34,1,7:22.0,Defensive rebound by B. Hield,,10,11
35,1,7:11.0,T. Jones makes 2-pt layup at rim (assist by A. Davis),,12,11
36,1,7:05.0,,Detroit full timeout,12,11
37,1,6:55.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,12,11
38,1,6:55.0,,Offensive rebound by A. Drummond,12,11
39,1,6:45.0,,A. Drummond misses 2-pt hook shot from 6 ft,12,11
40,1,6:43.0,Defensive rebound by J. Holiday,,12,11
41,1,6:41.0,T. Jones makes 2-pt layup from 1 ft (assist by J. Holiday),,14,11
42,1,6:41.0,Shooting foul by M. Morris (drawn by T. Jones),,14,11
43,1,6:41.0,T. Jones makes free throw 1 of 1,,15,11
44,1,6:22.0,,A. Drummond makes 2-pt hook shot from 7 ft,15,13
45,1,5:59.0,A. Davis misses 2-pt jump shot from 7 ft,,15,13
46,1,5:59.0,,Defensive rebound by Team,15,13
47,1,5:49.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Leuer),15,16
48,1,5:33.0,B. Hield misses 2-pt jump shot from 4 ft,,15,16
49,1,5:32.0,,Defensive rebound by K. Caldwell-Pope,15,16
50,1,5:25.0,,J. Leuer makes 2-pt dunk at rim (assist by K. Caldwell-Pope),15,18
51,1,5:11.0,J. Holiday makes 2-pt layup at rim,,17,18
52,1,4:53.0,,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,17,18
53,1,4:53.0,,Offensive rebound by M. Morris,17,18
54,1,4:53.0,,Turnover by M. Morris (lost ball),17,18
55,1,4:53.0,,T. Harris enters the game for J. Leuer,17,18
56,1,4:53.0,D. Motiejūnas enters the game for S. Hill,,17,18
57,1,4:53.0,D. Cunningham enters the game for T. Jones,,17,18
58,1,4:37.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,19,18
59,1,4:27.0,,Turnover by A. Drummond (bad pass; steal by J. Holiday),19,18
60,1,4:13.0,D. Cunningham misses 3-pt jump shot from 25 ft,,19,18
61,1,4:13.0,,Defensive rebound by T. Harris,19,18
62,1,4:02.0,,R. Jackson makes 2-pt jump shot from 15 ft,19,20
63,1,3:45.0,,I. Smith enters the game for R. Jackson,19,20
64,1,3:45.0,E. Moore enters the game for B. Hield,,19,20
65,1,3:39.0,Shooting foul by A. Drummond (drawn by A. Davis),,19,20
