,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DETROIT_ACTION,CHARLOTTE_SCORE,DETROIT_SCORE
0,1,11:44.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,0,0
1,1,11:43.0,Defensive rebound by M. Kidd-Gilchrist,,0,0
2,1,11:20.0,M. Williams makes 2-pt layup from 2 ft (assist by K. Walker),,2,0
3,1,11:01.0,,A. Drummond makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),2,2
4,1,10:40.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Williams),,5,2
5,1,10:25.0,,J. Leuer misses 3-pt jump shot from 23 ft,5,2
6,1,10:24.0,Defensive rebound by N. Batum,,5,2
7,1,10:04.0,K. Walker misses 2-pt layup at rim,,5,2
8,1,10:03.0,,Defensive rebound by A. Drummond,5,2
9,1,9:47.0,,A. Drummond misses 2-pt layup from 1 ft,5,2
10,1,9:46.0,Defensive rebound by M. Kidd-Gilchrist,,5,2
11,1,9:30.0,F. Kaminsky misses 2-pt jump shot from 18 ft,,5,2
12,1,9:29.0,,Defensive rebound by M. Morris,5,2
13,1,9:18.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by J. Leuer),5,5
14,1,9:06.0,Turnover by F. Kaminsky (traveling),,5,5
15,1,8:53.0,,A. Drummond makes 2-pt hook shot from 8 ft (assist by J. Leuer),5,7
16,1,8:39.0,K. Walker makes 3-pt jump shot from 26 ft,,8,7
17,1,8:23.0,,M. Morris misses 2-pt jump shot from 18 ft,8,7
18,1,8:22.0,Defensive rebound by M. Williams,,8,7
19,1,8:12.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),,10,7
20,1,7:59.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by R. Jackson),10,10
21,1,7:35.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,10,10
22,1,7:35.0,,Defensive rebound by R. Jackson,10,10
23,1,7:15.0,,J. Leuer misses 2-pt hook shot from 6 ft,10,10
24,1,7:14.0,Defensive rebound by M. Williams,,10,10
25,1,7:00.0,Shooting foul by R. Jackson (drawn by N. Batum),,10,10
26,1,7:00.0,N. Batum makes free throw 1 of 2,,11,10
27,1,7:00.0,N. Batum makes free throw 2 of 2,,12,10
28,1,6:46.0,,J. Leuer misses 3-pt jump shot from 26 ft,12,10
29,1,6:45.0,Defensive rebound by K. Walker,,12,10
30,1,6:31.0,K. Walker makes 2-pt jump shot from 16 ft,,14,10
31,1,6:19.0,,Turnover by R. Jackson (lost ball; steal by K. Walker),14,10
32,1,6:03.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by K. Walker),,17,10
33,1,5:56.0,,Detroit full timeout,17,10
34,1,5:56.0,,T. Harris enters the game for J. Leuer,17,10
35,1,5:56.0,J. Lamb enters the game for M. Williams,,17,10
36,1,5:39.0,,A. Drummond misses 2-pt hook shot from 5 ft,17,10
37,1,5:38.0,Defensive rebound by N. Batum,,17,10
38,1,5:19.0,F. Kaminsky makes 2-pt layup from 2 ft,,19,10
39,1,5:10.0,,T. Harris makes 2-pt jump shot from 6 ft (assist by K. Caldwell-Pope),19,12
40,1,4:52.0,N. Batum misses 3-pt jump shot from 26 ft,,19,12
41,1,4:51.0,,Defensive rebound by A. Drummond,19,12
42,1,4:46.0,,R. Jackson misses 3-pt jump shot from 27 ft,19,12
43,1,4:45.0,Defensive rebound by N. Batum,,19,12
44,1,4:34.0,N. Batum misses 2-pt jump shot from 10 ft,,19,12
45,1,4:32.0,,Defensive rebound by T. Harris,19,12
46,1,4:28.0,,Shooting foul by K. Walker (drawn by R. Jackson),19,12
47,1,4:28.0,,R. Jackson makes free throw 1 of 2,19,13
48,1,4:28.0,M. Tobey enters the game for F. Kaminsky,,19,13
49,1,4:28.0,,R. Jackson makes free throw 2 of 2,19,14
50,1,4:01.0,J. Lamb misses 3-pt jump shot from 26 ft,,19,14
51,1,4:01.0,,Defensive rebound by K. Caldwell-Pope,19,14
52,1,3:59.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft,19,17
53,1,3:45.0,K. Walker misses 3-pt jump shot from 26 ft,,19,17
54,1,3:45.0,,Defensive rebound by T. Harris,19,17
55,1,3:33.0,,R. Jackson makes 2-pt jump shot from 7 ft,19,19
56,1,3:28.0,Charlotte full timeout,,19,19
57,1,3:28.0,,I. Smith enters the game for M. Morris,19,19
58,1,3:28.0,,S. Johnson enters the game for R. Jackson,19,19
59,1,3:28.0,M. Belinelli enters the game for N. Batum,,19,19
60,1,3:19.0,Shooting foul by T. Harris (drawn by M. Kidd-Gilchrist),,19,19
61,1,3:19.0,M. Kidd-Gilchrist makes free throw 1 of 2,,20,19
62,1,3:19.0,M. Kidd-Gilchrist makes free throw 2 of 2,,21,19
63,1,3:04.0,,A. Drummond makes 2-pt hook shot from 8 ft (assist by I. Smith),21,21
64,1,2:47.0,K. Walker makes 3-pt jump shot from 24 ft (assist by J. Lamb),,24,21
65,1,2:22.0,,I. Smith misses 2-pt jump shot from 17 ft,24,21
66,1,2:21.0,Defensive rebound by M. Belinelli,,24,21
67,1,2:09.0,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by M. Belinelli),,26,21
68,1,1:55.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,26,21
69,1,1:54.0,,Offensive rebound by K. Caldwell-Pope,26,21
