,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
382,4,1:23.0,,B. Beal misses 2-pt jump shot from 15 ft,104,95
383,4,1:22.0,Defensive rebound by D. Nowitzki,,104,95
384,4,1:03.0,Y. Ferrell misses 2-pt jump shot from 18 ft,,104,95
385,4,1:02.0,,Defensive rebound by B. Beal,104,95
386,4,1:01.0,,Washington full timeout,104,95
387,4,1:01.0,D. Harris enters the game for S. Curry,,104,95
388,4,1:00.0,,Shooting foul by N. Brussino (drawn by B. Bogdanović),104,95
389,4,1:00.0,,B. Bogdanović makes free throw 1 of 3,104,96
390,4,1:00.0,,B. Bogdanović makes free throw 2 of 3,104,97
391,4,1:00.0,S. Curry enters the game for N. Brussino,,104,97
392,4,1:00.0,,B. Bogdanović makes free throw 3 of 3,104,98
393,4,0:52.0,Personal foul by O. Porter (drawn by Y. Ferrell),,104,98
394,4,0:48.0,Dallas full timeout,,104,98
395,4,0:46.0,Turnover by H. Barnes (traveling),,104,98
396,4,0:42.0,,J. Wall makes 2-pt layup at rim,104,100
397,4,0:32.0,Personal take foul by B. Beal (drawn by Y. Ferrell),,104,100
398,4,0:32.0,Y. Ferrell makes free throw 1 of 2,,105,100
399,4,0:32.0,D. Finney-Smith enters the game for D. Nowitzki,,105,100
400,4,0:32.0,Y. Ferrell makes free throw 2 of 2,,106,100
401,4,0:23.0,,B. Beal misses 3-pt jump shot from 27 ft,106,100
402,4,0:22.0,Defensive rebound by H. Barnes,,106,100
403,4,0:22.0,Personal take foul by B. Bogdanović (drawn by H. Barnes),,106,100
404,4,0:22.0,H. Barnes makes free throw 1 of 2,,107,100
405,4,0:22.0,H. Barnes misses free throw 2 of 2,,107,100
406,4,0:21.0,,Defensive rebound by M. Morris,107,100
407,4,0:16.0,,J. Wall makes 2-pt layup from 1 ft (assist by M. Morris),107,102
408,4,0:14.0,Personal take foul by B. Bogdanović (drawn by Y. Ferrell),,107,102
409,4,0:14.0,Y. Ferrell misses free throw 1 of 2,,107,102
410,4,0:14.0,Offensive rebound by Team,,107,102
411,4,0:14.0,Y. Ferrell makes free throw 2 of 2,,108,102
412,4,0:10.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by M. Morris),108,105
413,4,0:09.0,Personal take foul by B. Bogdanović (drawn by S. Curry),,108,105
414,4,0:09.0,S. Curry misses free throw 1 of 2,,108,105
415,4,0:09.0,Offensive rebound by Team,,108,105
416,4,0:09.0,S. Curry makes free throw 2 of 2,,109,105
417,4,0:06.0,,Shooting block foul by Y. Ferrell (drawn by J. Wall),109,105
418,4,0:06.0,,J. Wall makes free throw 1 of 2,109,106
419,4,0:06.0,D. Nowitzki enters the game for D. Finney-Smith,,109,106
420,4,0:06.0,N. Noel enters the game for D. Harris,,109,106
421,4,0:06.0,D. Harris enters the game for N. Noel,,109,107
422,4,0:06.0,,J. Wall makes free throw 2 of 2,109,107
423,4,0:06.0,Dallas full timeout,,109,107
424,4,0:05.0,Personal take foul by M. Morris (drawn by S. Curry),,109,107
425,4,0:05.0,S. Curry misses free throw 1 of 2,,109,107
426,4,0:05.0,Offensive rebound by Team,,109,107
427,4,0:05.0,,M. Gortat enters the game for M. Morris,109,107
428,4,0:05.0,D. Finney-Smith enters the game for D. Nowitzki,,109,107
429,4,0:05.0,S. Curry makes free throw 2 of 2,,110,107
430,4,0:03.0,,Personal take foul by Y. Ferrell (drawn by J. Wall),110,107
431,4,0:03.0,,J. Wall misses free throw 1 of 2,110,107
432,4,0:03.0,,Offensive rebound by Team,110,107
433,4,0:03.0,,J. Wall misses free throw 2 of 2,110,107
434,4,0:03.0,,J. Smith enters the game for B. Bogdanović,110,107
435,4,0:03.0,D. Nowitzki enters the game for D. Finney-Smith,,110,107
436,4,0:03.0,N. Noel enters the game for S. Curry,,110,107
437,4,0:02.0,Defensive rebound by N. Noel,,110,107
438,4,0:02.0,Personal take foul by J. Smith (drawn by N. Noel),,110,107
439,4,0:02.0,N. Noel makes free throw 1 of 2,,111,107
440,4,0:02.0,N. Noel makes free throw 2 of 2,,112,107
