,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MILWAUKEE_ACTION,MINNESOTA_SCORE,MILWAUKEE_SCORE
104,1,0:40.0,,R. Vaughn makes 2-pt layup from 1 ft,19,23
105,1,0:13.0,K. Dunn misses 2-pt jump shot from 19 ft,,19,23
106,1,0:11.0,,Defensive rebound by K. Middleton,19,23
107,2,11:45.0,K. Towns makes 2-pt layup from 1 ft (assist by K. Dunn),,21,23
108,2,11:32.0,,Personal block foul by K. Dunn (drawn by J. Terry),21,23
109,2,11:27.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,21,23
110,2,11:26.0,Defensive rebound by T. Jones,,21,23
111,2,11:20.0,T. Jones misses 2-pt layup at rim,,21,23
112,2,11:18.0,,Defensive rebound by G. Monroe,21,23
113,2,11:11.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,21,25
114,2,10:55.0,K. Towns makes 2-pt jump shot from 7 ft,,23,25
115,2,10:55.0,Shooting foul by G. Monroe (drawn by K. Towns),,23,25
116,2,10:55.0,K. Towns misses free throw 1 of 1,,23,25
117,2,10:53.0,,Defensive rebound by G. Monroe,23,25
118,2,10:52.0,,Turnover by G. Monroe (bad pass),23,25
119,2,10:47.0,K. Towns makes 2-pt layup from 1 ft,,25,25
120,2,10:22.0,,R. Vaughn misses 3-pt jump shot from 25 ft,25,25
121,2,10:22.0,,Offensive rebound by Team,25,25
122,2,9:56.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,25,25
123,2,9:54.0,Defensive rebound by K. Towns,,25,25
124,2,9:41.0,K. Towns makes 2-pt dunk at rim (assist by N. Bjelica),,27,25
125,2,9:17.0,,G. Monroe misses 2-pt hook shot from 6 ft,27,25
126,2,9:16.0,Defensive rebound by K. Towns,,27,25
127,2,9:08.0,S. Muhammad makes 2-pt layup at rim (assist by T. Jones),,29,25
128,2,9:08.0,Shooting foul by R. Vaughn (drawn by S. Muhammad),,29,25
129,2,9:08.0,,Milwaukee full timeout,29,25
130,2,9:08.0,S. Muhammad misses free throw 1 of 1,,29,25
131,2,9:08.0,,M. Dellavedova enters the game for J. Terry,29,25
132,2,9:08.0,,S. Hawes enters the game for G. Monroe,29,25
133,2,9:07.0,,Defensive rebound by J. Henson,29,25
134,2,8:55.0,,Turnover by S. Hawes (lost ball; steal by T. Jones),29,25
135,2,8:55.0,Offensive foul by S. Muhammad (drawn by M. Dellavedova),,29,25
136,2,8:55.0,Turnover by S. Muhammad (offensive foul),,29,25
137,2,8:42.0,,R. Vaughn misses 2-pt jump shot from 5 ft,29,25
138,2,8:41.0,Defensive rebound by K. Towns,,29,25
139,2,8:32.0,K. Towns misses 2-pt jump shot from 17 ft,,29,25
140,2,8:31.0,,Defensive rebound by Team,29,25
141,2,8:22.0,,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),29,27
142,2,8:04.0,Personal foul by J. Henson (drawn by K. Towns),,29,27
143,2,7:59.0,S. Muhammad misses 2-pt layup from 2 ft,,29,27
144,2,7:59.0,,Defensive rebound by Team,29,27
145,2,7:59.0,Loose ball foul by K. Towns (drawn by R. Vaughn),,29,27
146,2,7:51.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),29,30
147,2,7:20.0,K. Dunn misses 3-pt jump shot from 25 ft,,29,30
148,2,7:19.0,,Defensive rebound by R. Vaughn,29,30
149,2,7:14.0,,J. Henson makes 2-pt dunk at rim (assist by R. Vaughn),29,32
150,2,7:02.0,Minnesota full timeout,,29,32
151,2,7:02.0,R. Rubio enters the game for K. Dunn,,29,32
152,2,7:02.0,A. Wiggins enters the game for S. Muhammad,,29,32
153,2,6:52.0,K. Towns misses 2-pt hook shot from 7 ft,,29,32
154,2,6:50.0,Offensive rebound by K. Towns,,29,32
155,2,6:45.0,N. Bjelica misses 2-pt layup from 1 ft (block by J. Henson),,29,32
156,2,6:43.0,,Defensive rebound by S. Hawes,29,32
157,2,6:34.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,29,34
158,2,6:23.0,Personal foul by M. Dellavedova (drawn by R. Rubio),,29,34
159,2,6:13.0,A. Wiggins misses 2-pt jump shot from 14 ft,,29,34
160,2,6:12.0,,Defensive rebound by S. Hawes,29,34
161,2,5:56.0,,Turnover by M. Dellavedova (bad pass; steal by K. Towns),29,34
162,2,5:52.0,Shooting foul by J. Henson (drawn by R. Rubio),,29,34
163,2,5:52.0,R. Rubio makes 2-pt jump shot from 18 ft,,31,34
164,2,5:52.0,,G. Monroe enters the game for J. Henson,31,34
165,2,5:52.0,R. Rubio makes free throw 1 of 1,,32,34
166,2,5:36.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,32,34
167,2,5:34.0,Defensive rebound by K. Towns,,32,34
168,2,5:25.0,Shooting foul by G. Antetokounmpo (drawn by A. Wiggins),,32,34
169,2,5:25.0,A. Wiggins makes free throw 1 of 2,,33,34
170,2,5:25.0,A. Wiggins misses free throw 2 of 2,,33,34
171,2,5:25.0,,T. Snell enters the game for R. Vaughn,33,34
172,2,5:25.0,,K. Middleton enters the game for S. Hawes,33,34
173,2,5:25.0,B. Rush enters the game for T. Jones,,33,34
174,2,5:23.0,,Defensive rebound by T. Snell,33,34
175,2,5:07.0,,G. Monroe makes 2-pt layup from 1 ft,33,36
176,2,4:48.0,B. Rush makes 2-pt jump shot from 9 ft (assist by R. Rubio),,35,36
177,2,4:23.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,35,36
178,2,4:22.0,Defensive rebound by B. Rush,,35,36
179,2,4:15.0,Personal foul by K. Middleton (drawn by A. Wiggins),,35,36
180,2,4:15.0,A. Wiggins makes free throw 1 of 2,,36,36
181,2,4:15.0,A. Wiggins makes free throw 2 of 2,,37,36
182,2,4:04.0,,K. Middleton makes 2-pt layup from 1 ft (assist by G. Monroe),37,38
183,2,3:50.0,R. Rubio makes 2-pt layup from 2 ft,,39,38
184,2,3:25.0,,G. Monroe misses 2-pt hook shot from 5 ft,39,38
185,2,3:24.0,Defensive rebound by B. Rush,,39,38
186,2,3:13.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,41,38
187,2,2:58.0,,T. Snell misses 3-pt jump shot from 25 ft,41,38
188,2,2:57.0,,Offensive rebound by G. Monroe,41,38
189,2,2:55.0,,G. Monroe makes 2-pt layup from 1 ft,41,40
190,2,2:36.0,B. Rush makes 2-pt jump shot from 19 ft (assist by N. Bjelica),,43,40
191,2,2:11.0,,K. Middleton misses 2-pt layup from 2 ft,43,40
192,2,2:11.0,,Offensive rebound by Team,43,40
193,2,2:11.0,Official timeout,,43,40
194,2,2:04.0,,K. Middleton misses 2-pt jump shot from 16 ft,43,40
195,2,2:03.0,,Offensive rebound by G. Monroe,43,40
196,2,1:59.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),43,43
197,2,1:44.0,Turnover by A. Wiggins (lost ball; steal by T. Snell),,43,43
198,2,1:39.0,,G. Monroe misses 2-pt layup from 1 ft,43,43
199,2,1:38.0,Defensive rebound by K. Towns,,43,43
200,2,1:17.0,A. Wiggins makes 2-pt jump shot from 17 ft,,45,43
201,2,1:03.0,,G. Antetokounmpo makes 2-pt dunk at rim,45,45
202,2,0:49.0,Offensive foul by K. Towns (drawn by K. Middleton),,45,45
203,2,0:49.0,Turnover by K. Towns (offensive foul),,45,45
204,2,0:34.0,,T. Snell misses 3-pt jump shot from 25 ft,45,45
205,2,0:33.0,Defensive rebound by K. Towns,,45,45
206,2,0:19.0,R. Rubio makes 3-pt jump shot from 27 ft (assist by K. Towns),,48,45
207,2,0:19.0,Violation by Team (delay of game),,48,45
208,2,0:02.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),48,48
209,2,0:00.0,R. Rubio misses 3-pt jump shot from 38 ft,,48,48
210,2,0:00.0,Offensive rebound by Team,,48,48
211,3,11:37.0,R. Rubio makes 2-pt layup from 1 ft,,50,48
212,3,11:22.0,,M. Dellavedova makes 2-pt jump shot from 6 ft,50,50
213,3,11:02.0,K. Towns misses 2-pt hook shot from 6 ft,,50,50
214,3,11:02.0,,Defensive rebound by Team,50,50
215,3,10:51.0,,M. Dellavedova misses 2-pt jump shot from 6 ft (block by K. Towns),50,50
216,3,10:49.0,,Offensive rebound by K. Middleton,50,50
217,3,10:45.0,,G. Antetokounmpo misses 2-pt layup at rim,50,50
218,3,10:44.0,,Offensive rebound by J. Henson,50,50
219,3,10:44.0,,J. Henson misses 2-pt layup from 2 ft,50,50
220,3,10:42.0,,Offensive rebound by J. Henson,50,50
221,3,10:42.0,,J. Henson makes 2-pt layup from 1 ft,50,52
222,3,10:28.0,K. Towns makes 3-pt jump shot from 28 ft (assist by R. Rubio),,53,52
223,3,10:15.0,,Shooting foul by R. Rubio (drawn by M. Dellavedova),53,52
224,3,10:15.0,,M. Dellavedova makes free throw 1 of 2,53,53
225,3,10:15.0,,M. Dellavedova makes free throw 2 of 2,53,54
226,3,10:05.0,K. Towns makes 3-pt jump shot from 26 ft (assist by R. Rubio),,56,54
227,3,9:53.0,Violation by G. Dieng (kicked ball),,56,54
228,3,9:45.0,,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),56,56
229,3,9:28.0,Turnover by B. Rush (traveling),,56,56
230,3,9:08.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Dellavedova),56,58
231,3,8:52.0,K. Towns misses 3-pt jump shot from 26 ft,,56,58
232,3,8:51.0,,Defensive rebound by G. Antetokounmpo,56,58
233,3,8:43.0,,J. Henson makes 2-pt hook shot from 1 ft (assist by K. Middleton),56,60
234,3,8:43.0,Violation by G. Dieng (def goaltending),,56,60
235,3,8:43.0,Technical foul by Team,,56,60
236,3,8:43.0,,K. Middleton makes technical free throw,56,61
237,3,8:23.0,A. Wiggins misses 2-pt jump shot from 11 ft,,56,61
238,3,8:23.0,,Defensive rebound by K. Middleton,56,61
239,3,8:16.0,,M. Dellavedova misses 3-pt jump shot from 29 ft,56,61
240,3,8:16.0,,Offensive rebound by Team,56,61
241,3,8:12.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by K. Middleton),56,64
242,3,7:49.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by B. Rush),,59,64
243,3,7:22.0,,K. Middleton misses 3-pt jump shot from 29 ft,59,64
244,3,7:22.0,Defensive rebound by Team,,59,64
245,3,7:13.0,Turnover by R. Rubio (bad pass; steal by K. Middleton),,59,64
246,3,7:01.0,,T. Snell misses 3-pt jump shot from 25 ft,59,64
247,3,6:59.0,Defensive rebound by K. Towns,,59,64
248,3,6:38.0,G. Dieng misses 2-pt jump shot from 9 ft,,59,64
249,3,6:36.0,,Defensive rebound by J. Henson,59,64
250,3,6:25.0,,Personal block foul by R. Rubio (drawn by G. Antetokounmpo),59,64
251,3,6:25.0,,J. Terry enters the game for K. Middleton,59,64
252,3,6:25.0,K. Dunn enters the game for R. Rubio,,59,64
253,3,6:11.0,,J. Henson misses 2-pt jump shot from 15 ft,59,64
254,3,6:08.0,Defensive rebound by G. Dieng,,59,64
255,3,5:53.0,A. Wiggins misses 2-pt layup from 1 ft,,59,64
256,3,5:51.0,Offensive rebound by K. Towns,,59,64
257,3,5:51.0,K. Towns makes 2-pt dunk at rim,,61,64
258,3,5:40.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,61,64
259,3,5:38.0,Defensive rebound by A. Wiggins,,61,64
260,3,5:31.0,Personal foul by J. Henson (drawn by K. Towns),,61,64
261,3,5:31.0,,Technical foul by J. Henson,61,64
262,3,5:31.0,,Milwaukee full timeout,61,64
263,3,5:31.0,K. Towns misses technical free throw,,61,64
264,3,5:31.0,Offensive rebound by Team,,61,64
265,3,5:31.0,,R. Vaughn enters the game for M. Dellavedova,61,64
266,3,5:31.0,,G. Monroe enters the game for J. Henson,61,64
267,3,5:16.0,A. Wiggins makes 2-pt layup from 1 ft,,63,64
268,3,4:52.0,,G. Monroe misses 2-pt jump shot from 5 ft,63,64
269,3,4:51.0,Defensive rebound by K. Towns,,63,64
270,3,4:41.0,Shooting block foul by G. Monroe (drawn by A. Wiggins),,63,64
271,3,4:41.0,A. Wiggins makes free throw 1 of 2,,64,64
272,3,4:41.0,A. Wiggins makes free throw 2 of 2,,65,64
273,3,4:20.0,,R. Vaughn misses 3-pt jump shot from 24 ft,65,64
274,3,4:18.0,Defensive rebound by G. Dieng,,65,64
275,3,4:11.0,K. Towns makes 2-pt dunk at rim (assist by K. Dunn),,67,64
276,3,3:49.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),67,67
277,3,3:29.0,Shooting block foul by G. Monroe (drawn by K. Dunn),,67,67
278,3,3:29.0,K. Dunn makes free throw 1 of 2,,68,67
279,3,3:29.0,N. Bjelica enters the game for K. Towns,,68,67
280,3,3:29.0,K. Dunn makes free throw 2 of 2,,69,67
281,3,3:05.0,,Turnover by Team (bad pass),69,67
282,3,2:56.0,Turnover by K. Dunn (bad pass; steal by T. Snell),,69,67
283,3,2:51.0,,T. Snell makes 2-pt dunk at rim,69,69
284,3,2:32.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by A. Wiggins),,71,69
285,3,2:16.0,,Shooting foul by K. Dunn (drawn by J. Terry),71,69
286,3,2:16.0,Minnesota full timeout,,71,69
287,3,2:16.0,,J. Terry makes free throw 1 of 2,71,70
288,3,2:16.0,,J. Terry makes free throw 2 of 2,71,71
289,3,2:02.0,A. Wiggins makes 2-pt jump shot from 13 ft,,73,71
290,3,1:41.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Terry),73,74
291,3,1:14.0,Turnover by Team (shot clock),,73,74
292,3,1:14.0,,K. Middleton enters the game for G. Antetokounmpo,73,74
293,3,1:00.0,,Personal foul by K. Dunn (drawn by G. Monroe),73,74
294,3,1:00.0,S. Muhammad enters the game for B. Rush,,73,74
295,3,0:47.0,,K. Middleton makes 2-pt jump shot from 14 ft,73,76
296,3,0:28.0,N. Bjelica misses 2-pt layup from 1 ft,,73,76
297,3,0:27.0,,Defensive rebound by J. Terry,73,76
298,3,0:06.0,,Turnover by K. Middleton (bad pass; steal by K. Dunn),73,76
299,3,0:02.0,K. Dunn misses 2-pt layup from 1 ft,,73,76
300,3,0:01.0,Offensive rebound by N. Bjelica,,73,76
301,3,0:01.0,N. Bjelica misses 2-pt layup from 1 ft,,73,76
302,3,0:01.0,Offensive rebound by N. Bjelica,,73,76
303,3,0:00.0,N. Bjelica makes 2-pt layup from 1 ft,,75,76
304,4,11:45.0,,Shooting foul by S. Muhammad (drawn by K. Middleton),75,76
305,4,11:45.0,,K. Middleton makes free throw 1 of 2,75,77
306,4,11:45.0,,K. Middleton makes free throw 2 of 2,75,78
307,4,11:37.0,Personal foul by R. Vaughn (drawn by T. Jones),,75,78
308,4,11:28.0,Turnover by N. Bjelica (lost ball),,75,78
309,4,11:14.0,,Shooting foul by K. Dunn (drawn by J. Henson),75,78
310,4,11:14.0,,J. Henson makes free throw 1 of 2,75,79
311,4,11:14.0,,J. Henson misses free throw 2 of 2,75,79
312,4,11:12.0,Defensive rebound by S. Muhammad,,75,79
313,4,11:07.0,Shooting foul by K. Middleton (drawn by K. Towns),,75,79
314,4,11:07.0,K. Towns makes free throw 1 of 2,,76,79
315,4,11:07.0,K. Towns makes free throw 2 of 2,,77,79
316,4,10:45.0,,R. Vaughn makes 2-pt layup from 1 ft,77,81
317,4,10:37.0,S. Muhammad misses 2-pt jump shot from 19 ft,,77,81
318,4,10:36.0,Offensive rebound by K. Towns,,77,81
319,4,10:35.0,K. Towns misses 2-pt layup from 1 ft (block by J. Henson),,77,81
320,4,10:32.0,,Defensive rebound by J. Henson,77,81
321,4,10:22.0,,J. Terry misses 2-pt jump shot from 10 ft,77,81
322,4,10:21.0,,Offensive rebound by G. Monroe,77,81
323,4,10:21.0,,G. Monroe makes 2-pt layup from 1 ft,77,83
324,4,10:21.0,Minnesota full timeout,,77,83
325,4,10:05.0,T. Jones misses 2-pt jump shot from 10 ft,,77,83
326,4,10:03.0,Offensive rebound by K. Towns,,77,83
327,4,9:56.0,K. Dunn misses 2-pt layup from 1 ft (block by R. Vaughn),,77,83
328,4,9:52.0,,Defensive rebound by K. Middleton,77,83
329,4,9:50.0,,G. Monroe misses 2-pt layup from 1 ft (block by N. Bjelica),77,83
330,4,9:47.0,Defensive rebound by S. Muhammad,,77,83
331,4,9:40.0,Personal foul by J. Henson (drawn by N. Bjelica),,77,83
332,4,9:40.0,R. Rubio enters the game for K. Dunn,,77,83
333,4,9:40.0,,G. Antetokounmpo enters the game for J. Henson,77,83
334,4,9:35.0,Personal foul by G. Antetokounmpo (drawn by N. Bjelica),,77,83
335,4,9:25.0,S. Muhammad misses 2-pt jump shot from 7 ft,,77,83
336,4,9:23.0,,Defensive rebound by K. Middleton,77,83
337,4,9:20.0,,R. Vaughn makes 2-pt layup at rim (assist by K. Middleton),77,85
338,4,9:03.0,Shooting foul by G. Antetokounmpo (drawn by K. Towns),,77,85
339,4,9:03.0,K. Towns makes free throw 1 of 2,,78,85
340,4,9:03.0,K. Towns makes free throw 2 of 2,,79,85
341,4,8:41.0,,R. Vaughn misses 2-pt jump shot from 11 ft,79,85
342,4,8:40.0,Defensive rebound by N. Bjelica,,79,85
343,4,8:17.0,R. Rubio misses 2-pt jump shot from 20 ft,,79,85
344,4,8:16.0,,Defensive rebound by K. Middleton,79,85
345,4,8:06.0,,G. Monroe makes 2-pt layup at rim (assist by R. Vaughn),79,87
346,4,7:44.0,R. Rubio misses 2-pt layup from 1 ft,,79,87
347,4,7:43.0,,Defensive rebound by G. Antetokounmpo,79,87
348,4,7:43.0,,Personal block foul by K. Towns (drawn by G. Antetokounmpo),79,87
349,4,7:43.0,A. Wiggins enters the game for T. Jones,,79,87
350,4,7:28.0,,Turnover by K. Middleton (bad pass; steal by A. Wiggins),79,87
351,4,7:14.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,81,87
352,4,6:46.0,,Personal foul by K. Towns (drawn by G. Monroe),81,87
353,4,6:29.0,,Turnover by Team (shot clock),81,87
354,4,6:10.0,R. Rubio makes 2-pt jump shot from 13 ft (assist by N. Bjelica),,83,87
355,4,5:47.0,,R. Vaughn makes 2-pt layup from 1 ft,83,89
356,4,5:31.0,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),,86,89
357,4,5:16.0,,Shooting foul by N. Bjelica (drawn by G. Antetokounmpo),86,89
358,4,5:16.0,Official timeout,,86,89
359,4,5:16.0,,G. Antetokounmpo makes free throw 1 of 2,86,90
360,4,5:16.0,B. Rush enters the game for S. Muhammad,,86,89
361,4,5:16.0,,G. Antetokounmpo makes free throw 2 of 2,86,91
362,4,4:59.0,R. Rubio makes 2-pt jump shot from 16 ft,,88,91
363,4,4:34.0,,R. Vaughn makes 2-pt layup from 1 ft (assist by G. Monroe),88,93
364,4,4:21.0,Personal block foul by R. Vaughn (drawn by R. Rubio),,88,93
365,4,4:21.0,R. Rubio misses free throw 1 of 2,,88,93
366,4,4:21.0,Offensive rebound by Team,,88,93
367,4,4:21.0,,M. Dellavedova enters the game for R. Vaughn,88,93
368,4,4:21.0,R. Rubio makes free throw 2 of 2,,89,93
369,4,4:10.0,Offensive charge foul by G. Antetokounmpo (drawn by N. Bjelica),,89,93
370,4,4:10.0,,Turnover by G. Antetokounmpo (offensive foul),89,93
371,4,3:54.0,A. Wiggins misses 2-pt hook shot from 6 ft,,89,93
372,4,3:52.0,,Defensive rebound by G. Antetokounmpo,89,93
373,4,3:42.0,,K. Middleton makes 2-pt jump shot from 7 ft (assist by G. Antetokounmpo),89,95
374,4,3:27.0,R. Rubio makes 2-pt layup at rim,,91,95
375,4,2:59.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,91,95
376,4,2:59.0,,Offensive rebound by Team,91,95
377,4,2:59.0,,Turnover by Team (shot clock),91,95
378,4,2:59.0,,Milwaukee full timeout,91,95
379,4,2:59.0,,T. Snell enters the game for J. Terry,91,95
380,4,2:49.0,R. Rubio makes 2-pt jump shot from 13 ft,,93,95
