,QUARTER,TIME_REMAINING,MIAMI_ACTION,INDIANA_ACTION,MIAMI_SCORE,INDIANA_SCORE
33,1,8:30.0,H. Whiteside misses 2-pt layup from 1 ft,,8,9
34,1,8:29.0,,Defensive rebound by J. Teague,8,9
35,1,8:21.0,,P. George misses 2-pt jump shot from 20 ft,8,9
36,1,8:20.0,Defensive rebound by D. Waiters,,8,9
37,1,8:04.0,D. Waiters makes 2-pt layup from 3 ft,,10,9
38,1,8:04.0,Shooting foul by M. Turner (drawn by D. Waiters),,10,9
39,1,8:04.0,D. Waiters misses free throw 1 of 1,,10,9
40,1,8:04.0,,Defensive rebound by T. Young,10,9
41,1,7:53.0,,T. Young misses 2-pt layup at rim,10,9
42,1,7:53.0,Defensive rebound by H. Whiteside,,10,9
43,1,7:40.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Waiters),,12,9
44,1,7:35.0,,M. Turner makes 2-pt dunk at rim (assist by J. Teague),12,11
45,1,7:35.0,,Shooting foul by L. Babbitt (drawn by M. Turner),12,11
46,1,7:35.0,,M. Turner makes free throw 1 of 1,12,12
47,1,7:22.0,L. Babbitt misses 3-pt jump shot from 26 ft,,12,12
48,1,7:21.0,,Defensive rebound by C. Miles,12,12
49,1,7:11.0,,Personal foul by L. Babbitt (drawn by T. Young),12,12
50,1,6:59.0,,J. Teague misses 2-pt jump shot from 13 ft,12,12
51,1,6:59.0,Defensive rebound by J. Richardson,,12,12
52,1,6:41.0,H. Whiteside makes 2-pt layup from 1 ft,,14,12
53,1,6:27.0,,J. Teague misses 2-pt jump shot from 19 ft,14,12
54,1,6:25.0,Defensive rebound by D. Waiters,,14,12
55,1,6:11.0,R. McGruder makes 2-pt layup from 3 ft,,16,12
56,1,5:59.0,,T. Young makes 2-pt layup from 1 ft,16,14
57,1,5:47.0,D. Waiters misses 2-pt layup from 3 ft,,16,14
58,1,5:47.0,,Defensive rebound by P. George,16,14
59,1,5:36.0,,P. George makes 2-pt layup from 1 ft,16,16
60,1,5:31.0,Miami full timeout,,16,16
61,1,5:31.0,J. Johnson enters the game for L. Babbitt,,16,16
62,1,5:31.0,T. Johnson enters the game for J. Richardson,,16,16
63,1,5:21.0,H. Whiteside misses 2-pt jump shot from 4 ft,,16,16
64,1,5:20.0,,Defensive rebound by M. Turner,16,16
65,1,4:54.0,,M. Turner misses 3-pt jump shot from 23 ft,16,16
66,1,4:53.0,,Offensive rebound by J. Teague,16,16
67,1,4:51.0,,J. Teague makes 2-pt jump shot from 13 ft,16,18
68,1,4:32.0,H. Whiteside misses 2-pt jump shot from 7 ft,,16,18
69,1,4:32.0,,Defensive rebound by J. Teague,16,18
70,1,4:22.0,,J. Teague misses 2-pt jump shot from 17 ft,16,18
71,1,4:22.0,Defensive rebound by H. Whiteside,,16,18
72,1,4:12.0,H. Whiteside misses 2-pt layup from 2 ft (block by P. George),,16,18
73,1,4:11.0,,Defensive rebound by J. Teague,16,18
74,1,4:07.0,,M. Turner makes 2-pt layup from 2 ft (assist by J. Teague),16,20
75,1,3:41.0,Turnover by Team (shot clock),,16,20
76,1,3:41.0,,M. Ellis enters the game for C. Miles,16,20
77,1,3:41.0,W. Reed enters the game for H. Whiteside,,16,20
78,1,3:28.0,,Shooting foul by R. McGruder (drawn by P. George),16,20
79,1,3:28.0,,P. George makes 2-pt layup from 3 ft,16,22
80,1,3:28.0,J. Richardson enters the game for R. McGruder,,16,22
81,1,3:28.0,,P. George makes free throw 1 of 1,16,23
82,1,3:13.0,T. Johnson misses 3-pt jump shot from 26 ft,,16,23
83,1,3:12.0,Offensive rebound by J. Richardson,,16,23
84,1,2:57.0,J. Johnson misses 3-pt jump shot from 26 ft,,16,23
85,1,2:56.0,,Defensive rebound by M. Turner,16,23
86,1,2:52.0,,Turnover by J. Teague (bad pass),16,23
87,1,2:52.0,,Indiana full timeout,16,23
88,1,2:52.0,,R. Christmas enters the game for M. Turner,16,23
89,1,2:52.0,,R. Stuckey enters the game for J. Teague,16,23
90,1,2:42.0,J. Richardson makes 2-pt layup from 1 ft (assist by W. Reed),,18,23
91,1,2:26.0,,P. George makes 2-pt jump shot from 17 ft,18,25
92,1,2:09.0,Personal foul by M. Ellis (drawn by W. Reed),,18,25
93,1,2:03.0,D. Waiters misses 2-pt jump shot from 20 ft,,18,25
94,1,2:02.0,,Defensive rebound by R. Stuckey,18,25
95,1,1:52.0,,T. Young makes 2-pt hook shot from 1 ft,18,27
96,1,1:27.0,J. Richardson misses 3-pt jump shot from 24 ft,,18,27
97,1,1:27.0,,Defensive rebound by Team,18,27
98,1,1:27.0,W. Ellington enters the game for D. Waiters,,18,27
99,1,1:27.0,,G. Robinson enters the game for P. George,18,27
100,1,1:14.0,,R. Christmas makes 2-pt layup from 1 ft (assist by M. Ellis),18,29
101,1,1:01.0,T. Johnson misses 2-pt layup at rim,,18,29
102,1,1:00.0,Offensive rebound by W. Reed,,18,29
103,1,1:00.0,W. Reed makes 2-pt dunk at rim,,20,29
104,1,0:48.0,,R. Christmas misses 2-pt layup from 1 ft (block by W. Reed),20,29
105,1,0:47.0,Defensive rebound by J. Richardson,,20,29
106,1,0:34.0,J. Johnson misses 2-pt jump shot from 19 ft,,20,29
107,1,0:33.0,,Defensive rebound by G. Robinson,20,29
108,1,0:27.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by R. Stuckey),20,32
109,1,0:09.0,Shooting foul by R. Christmas (drawn by J. Richardson),,20,32
110,1,0:09.0,J. Richardson makes free throw 1 of 2,,21,32
111,1,0:09.0,,L. Allen enters the game for T. Young,21,32
112,1,0:09.0,J. Richardson makes free throw 2 of 2,,22,32
113,2,11:58.0,,Turnover by M. Ellis (bad pass),22,32
114,2,11:48.0,W. Ellington makes 3-pt jump shot from 27 ft (assist by T. Johnson),,25,32
115,2,11:28.0,,Turnover by L. Allen (bad pass; steal by W. Reed),25,32
116,2,11:23.0,W. Ellington misses 3-pt jump shot from 24 ft,,25,32
117,2,11:22.0,,Defensive rebound by R. Stuckey,25,32
118,2,11:13.0,,Turnover by R. Stuckey (bad pass; steal by J. Richardson),25,32
119,2,11:04.0,T. Johnson misses 2-pt jump shot from 10 ft,,25,32
120,2,11:01.0,,Defensive rebound by G. Robinson,25,32
121,2,10:48.0,,L. Allen misses 2-pt layup at rim,25,32
122,2,10:48.0,Defensive rebound by W. Reed,,25,32
123,2,10:41.0,J. Johnson misses 2-pt layup from 2 ft,,25,32
124,2,10:40.0,,Defensive rebound by L. Allen,25,32
125,2,10:19.0,,G. Robinson makes 2-pt jump shot from 15 ft,25,34
126,2,10:05.0,J. Johnson makes 2-pt layup from 2 ft (assist by T. Johnson),,27,34
127,2,10:05.0,Shooting block foul by R. Christmas (drawn by J. Johnson),,27,34
128,2,10:05.0,J. Johnson makes free throw 1 of 1,,28,34
129,2,10:05.0,,Personal foul by J. Johnson (drawn by M. Ellis),28,34
130,2,9:51.0,,R. Stuckey makes 2-pt jump shot from 19 ft,28,36
131,2,9:30.0,J. Johnson makes 2-pt jump shot from 20 ft,,30,36
132,2,9:24.0,,Turnover by R. Stuckey (lost ball; steal by J. Richardson),30,36
133,2,9:16.0,T. Johnson makes 2-pt jump shot from 18 ft (assist by W. Ellington),,32,36
134,2,9:01.0,,M. Ellis misses 2-pt jump shot from 20 ft,32,36
135,2,9:00.0,,Offensive rebound by L. Allen,32,36
136,2,8:54.0,,Shooting foul by T. Johnson (drawn by R. Stuckey),32,36
137,2,8:54.0,Official timeout,,32,36
138,2,8:54.0,,R. Stuckey makes free throw 1 of 2,32,37
139,2,8:54.0,,T. Young enters the game for R. Christmas,32,36
140,2,8:54.0,,M. Turner enters the game for L. Allen,32,36
141,2,8:54.0,,R. Stuckey makes free throw 2 of 2,32,38
142,2,8:41.0,Turnover by J. Johnson (bad pass; steal by G. Robinson),,32,38
143,2,8:36.0,,G. Robinson makes 2-pt layup from 1 ft,32,40
144,2,8:25.0,Turnover by T. Johnson (step out of bounds),,32,40
145,2,8:12.0,,M. Ellis makes 2-pt layup from 2 ft,32,42
146,2,8:05.0,Miami full timeout,,32,42
147,2,8:05.0,D. Waiters enters the game for J. Richardson,,32,42
148,2,8:05.0,H. Whiteside enters the game for W. Reed,,32,42
149,2,7:47.0,W. Ellington makes 3-pt jump shot from 25 ft,,35,42
150,2,7:30.0,,M. Turner misses 2-pt jump shot from 18 ft,35,42
151,2,7:29.0,Defensive rebound by H. Whiteside,,35,42
152,2,7:18.0,D. Waiters makes 2-pt jump shot from 18 ft,,37,42
153,2,7:02.0,,Personal foul by T. Johnson (drawn by M. Ellis),37,42
154,2,7:02.0,,P. George enters the game for G. Robinson,37,42
155,2,7:02.0,R. McGruder enters the game for T. Johnson,,37,42
156,2,6:49.0,,Turnover by P. George (bad pass),37,42
157,2,6:34.0,Personal foul by M. Turner (drawn by H. Whiteside),,37,42
158,2,6:34.0,,J. Teague enters the game for R. Stuckey,37,42
159,2,6:34.0,,C. Miles enters the game for M. Ellis,37,42
160,2,6:26.0,W. Ellington makes 2-pt jump shot from 22 ft (assist by D. Waiters),,39,42
161,2,6:14.0,,P. George misses 3-pt jump shot from 28 ft,39,42
162,2,6:12.0,Defensive rebound by H. Whiteside,,39,42
163,2,6:02.0,D. Waiters misses 2-pt layup from 2 ft,,39,42
164,2,6:01.0,,Defensive rebound by P. George,39,42
165,2,5:55.0,,Offensive foul by M. Turner (drawn by R. McGruder),39,42
166,2,5:55.0,,Turnover by M. Turner (offensive foul),39,42
167,2,5:55.0,,R. Christmas enters the game for M. Turner,39,42
168,2,5:45.0,W. Ellington misses 3-pt jump shot from 26 ft,,39,42
169,2,5:44.0,Offensive rebound by R. McGruder,,39,42
170,2,5:38.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Waiters),,41,42
171,2,5:19.0,,Shooting foul by J. Johnson (drawn by R. Christmas),41,42
172,2,5:19.0,,R. Christmas misses free throw 1 of 2,41,42
173,2,5:19.0,,Offensive rebound by Team,41,42
174,2,5:19.0,O. White enters the game for J. Johnson,,41,42
175,2,5:19.0,,R. Christmas makes free throw 2 of 2,41,43
176,2,5:03.0,W. Ellington misses 3-pt jump shot from 28 ft,,41,43
177,2,5:02.0,,Defensive rebound by P. George,41,43
178,2,4:52.0,,P. George makes 2-pt jump shot from 7 ft,41,45
179,2,4:42.0,D. Waiters misses 2-pt layup from 2 ft,,41,45
180,2,4:40.0,Offensive rebound by H. Whiteside,,41,45
181,2,4:40.0,H. Whiteside misses 2-pt layup from 1 ft,,41,45
182,2,4:40.0,Offensive rebound by H. Whiteside,,41,45
183,2,4:40.0,Shooting foul by C. Miles (drawn by H. Whiteside),,41,45
184,2,4:40.0,H. Whiteside misses free throw 1 of 2,,41,45
185,2,4:40.0,Offensive rebound by Team,,41,45
186,2,4:40.0,H. Whiteside makes free throw 2 of 2,,42,45
187,2,4:28.0,,Shooting foul by O. White (drawn by T. Young),42,45
188,2,4:28.0,,T. Young misses free throw 1 of 2,42,45
189,2,4:28.0,,Offensive rebound by Team,42,45
190,2,4:28.0,,T. Young misses free throw 2 of 2,42,45
191,2,4:28.0,,Offensive rebound by R. Christmas,42,45
192,2,4:14.0,,P. George misses 2-pt layup from 2 ft (block by R. McGruder),42,45
193,2,4:12.0,Defensive rebound by R. McGruder,,42,45
194,2,3:59.0,R. McGruder makes 2-pt jump shot from 20 ft,,44,45
195,2,3:48.0,,J. Teague makes 3-pt jump shot from 26 ft,44,48
196,2,3:20.0,T. Johnson enters the game for W. Ellington,,44,48
197,2,3:19.0,Turnover by Team (shot clock),,44,48
198,2,3:06.0,,R. Christmas misses 2-pt dunk at rim,44,48
199,2,3:05.0,Defensive rebound by D. Waiters,,44,48
200,2,2:50.0,H. Whiteside makes 2-pt layup from 2 ft,,46,48
201,2,2:37.0,,J. Teague misses 2-pt jump shot from 9 ft,46,48
202,2,2:36.0,Defensive rebound by O. White,,46,48
203,2,2:28.0,Shooting block foul by J. Teague (drawn by H. Whiteside),,46,48
204,2,2:28.0,,Indiana full timeout,46,48
205,2,2:28.0,H. Whiteside makes free throw 1 of 2,,47,48
206,2,2:28.0,H. Whiteside makes free throw 2 of 2,,48,48
207,2,2:14.0,,C. Miles makes 2-pt layup from 4 ft,48,50
208,2,2:14.0,,Shooting foul by R. McGruder (drawn by C. Miles),48,50
209,2,2:14.0,J. Richardson enters the game for R. McGruder,,48,50
210,2,2:14.0,,C. Miles makes free throw 1 of 1,48,51
211,2,2:02.0,H. Whiteside misses 2-pt hook shot from 9 ft,,48,51
212,2,2:02.0,,Defensive rebound by P. George,48,51
213,2,1:57.0,,Shooting foul by J. Richardson (drawn by P. George),48,51
214,2,1:57.0,,P. George makes free throw 1 of 2,48,52
215,2,1:57.0,,P. George makes free throw 2 of 2,48,53
216,2,1:38.0,Personal block foul by P. George (drawn by J. Richardson),,48,53
217,2,1:38.0,J. Richardson makes free throw 1 of 2,,49,53
218,2,1:38.0,J. Richardson makes free throw 2 of 2,,50,53
219,2,1:23.0,,Shooting foul by O. White (drawn by T. Young),50,53
220,2,1:23.0,,T. Young makes free throw 1 of 2,50,54
221,2,1:23.0,W. Ellington enters the game for T. Johnson,,50,54
222,2,1:23.0,,T. Young makes free throw 2 of 2,50,55
223,2,1:10.0,W. Ellington misses 3-pt jump shot from 27 ft,,50,55
224,2,1:10.0,Offensive rebound by J. Richardson,,50,55
225,2,1:00.0,Personal foul by P. George (drawn by D. Waiters),,50,55
226,2,1:00.0,D. Waiters makes free throw 1 of 2,,51,55
227,2,1:00.0,D. Waiters misses free throw 2 of 2,,51,55
228,2,1:00.0,,Defensive rebound by T. Young,51,55
229,2,1:00.0,,R. Stuckey enters the game for P. George,51,55
230,2,0:36.0,,C. Miles misses 3-pt jump shot from 28 ft,51,55
231,2,0:35.0,,Offensive rebound by T. Young,51,55
232,2,0:31.0,,T. Young misses 2-pt layup from 1 ft,51,55
233,2,0:31.0,,Offensive rebound by R. Christmas,51,55
234,2,0:31.0,,R. Christmas makes 2-pt dunk at rim,51,57
235,2,0:23.0,Miami full timeout,,51,57
236,2,0:11.0,D. Waiters misses 2-pt jump shot from 18 ft,,51,57
237,2,0:09.0,Offensive rebound by H. Whiteside,,51,57
238,2,0:09.0,H. Whiteside makes 2-pt dunk at rim,,53,57
239,2,0:02.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by R. Stuckey),53,60
240,2,0:00.0,J. Richardson misses 3-pt jump shot from 71 ft,,53,60
241,2,0:00.0,Offensive rebound by Team,,53,60
242,3,11:40.0,,P. George misses 3-pt jump shot from 28 ft,53,60
243,3,11:39.0,Defensive rebound by H. Whiteside,,53,60
244,3,11:15.0,Turnover by Team (shot clock),,53,60
245,3,11:01.0,,M. Turner misses 3-pt jump shot from 23 ft,53,60
246,3,11:00.0,Defensive rebound by D. Waiters,,53,60
247,3,10:50.0,L. Babbitt misses 2-pt jump shot from 20 ft,,53,60
248,3,10:50.0,Offensive rebound by J. Richardson,,53,60
249,3,10:35.0,H. Whiteside makes 2-pt layup from 1 ft (assist by R. McGruder),,55,60
250,3,10:26.0,,Personal foul by D. Waiters (drawn by P. George),55,60
251,3,10:11.0,,P. George makes 2-pt jump shot from 16 ft,55,62
252,3,9:47.0,D. Waiters makes 2-pt jump shot from 19 ft,,57,62
253,3,9:39.0,,Shooting foul by D. Waiters (drawn by J. Teague),57,62
254,3,9:39.0,,J. Teague makes free throw 1 of 3,57,63
255,3,9:39.0,,J. Teague makes free throw 2 of 3,57,64
256,3,9:39.0,,J. Teague makes free throw 3 of 3,57,65
257,3,9:26.0,J. Richardson misses 3-pt jump shot from 23 ft,,57,65
258,3,9:26.0,,Defensive rebound by Team,57,65
259,3,9:14.0,,Turnover by P. George (bad pass; steal by J. Richardson),57,65
260,3,8:51.0,R. McGruder misses 3-pt jump shot from 24 ft,,57,65
261,3,8:51.0,Offensive rebound by H. Whiteside,,57,65
262,3,8:50.0,Turnover by Team (shot clock),,57,65
263,3,8:29.0,,C. Miles misses 3-pt jump shot from 23 ft,57,65
264,3,8:28.0,Defensive rebound by J. Richardson,,57,65
265,3,8:10.0,Turnover by H. Whiteside (traveling),,57,65
266,3,7:51.0,,J. Teague misses 2-pt jump shot from 4 ft,57,65
267,3,7:50.0,Defensive rebound by H. Whiteside,,57,65
268,3,7:43.0,Shooting foul by J. Teague (drawn by J. Richardson),,57,65
269,3,7:43.0,J. Richardson makes free throw 1 of 2,,58,65
270,3,7:43.0,J. Richardson misses free throw 2 of 2,,58,65
271,3,7:43.0,,Defensive rebound by T. Young,58,65
272,3,7:43.0,J. Johnson enters the game for L. Babbitt,,58,65
273,3,7:28.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Teague),58,67
274,3,7:08.0,D. Waiters makes 2-pt jump shot from 20 ft,,60,67
275,3,6:56.0,,P. George makes 2-pt jump shot from 16 ft (assist by J. Teague),60,69
276,3,6:29.0,D. Waiters misses 3-pt jump shot from 24 ft,,60,69
277,3,6:27.0,Offensive rebound by H. Whiteside,,60,69
278,3,6:25.0,H. Whiteside makes 2-pt jump shot from 4 ft,,62,69
279,3,6:25.0,Shooting foul by C. Miles (drawn by H. Whiteside),,62,69
280,3,6:25.0,T. Johnson enters the game for R. McGruder,,62,69
281,3,6:25.0,H. Whiteside makes free throw 1 of 1,,63,69
282,3,6:13.0,,Shooting foul by H. Whiteside (drawn by M. Turner),63,69
283,3,6:13.0,,M. Turner makes free throw 1 of 2,63,70
284,3,6:13.0,,M. Turner makes free throw 2 of 2,63,71
285,3,5:52.0,D. Waiters misses 3-pt jump shot from 26 ft,,63,71
286,3,5:51.0,Offensive rebound by J. Richardson,,63,71
287,3,5:49.0,J. Richardson misses 2-pt layup from 2 ft (block by M. Turner),,63,71
288,3,5:48.0,,Defensive rebound by M. Turner,63,71
289,3,5:37.0,,J. Teague makes 2-pt layup at rim,63,73
290,3,5:37.0,Miami full timeout,,63,73
291,3,5:18.0,T. Johnson misses 2-pt jump shot from 10 ft,,63,73
292,3,5:17.0,Offensive rebound by H. Whiteside,,63,73
293,3,5:17.0,H. Whiteside misses 2-pt layup at rim,,63,73
294,3,5:16.0,Offensive rebound by H. Whiteside,,63,73
295,3,5:14.0,H. Whiteside makes 2-pt hook shot from 3 ft,,65,73
296,3,5:00.0,,Turnover by J. Teague (bad pass),65,73
297,3,4:41.0,Turnover by J. Richardson (step out of bounds),,65,73
298,3,4:25.0,,C. Miles misses 3-pt jump shot from 30 ft,65,73
299,3,4:24.0,Defensive rebound by T. Johnson,,65,73
300,3,4:03.0,T. Johnson misses 3-pt jump shot from 27 ft,,65,73
301,3,4:02.0,,Defensive rebound by P. George,65,73
302,3,3:55.0,,Shooting foul by J. Johnson (drawn by P. George),65,73
303,3,3:55.0,,P. George makes free throw 1 of 3,65,74
304,3,3:55.0,,P. George makes free throw 2 of 3,65,75
305,3,3:55.0,,M. Ellis enters the game for C. Miles,65,75
306,3,3:55.0,W. Ellington enters the game for J. Richardson,,65,75
307,3,3:55.0,,P. George makes free throw 3 of 3,65,76
308,3,3:41.0,Turnover by J. Johnson (bad pass),,65,76
309,3,3:30.0,,P. George misses 3-pt jump shot from 25 ft,65,76
310,3,3:29.0,Defensive rebound by H. Whiteside,,65,76
311,3,3:21.0,J. Johnson misses 2-pt layup from 3 ft,,65,76
312,3,3:19.0,Offensive rebound by H. Whiteside,,65,76
313,3,3:19.0,H. Whiteside makes 2-pt layup from 1 ft,,67,76
314,3,3:08.0,,T. Young misses 2-pt layup from 1 ft,67,76
315,3,3:08.0,Defensive rebound by J. Johnson,,67,76
316,3,2:56.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by T. Johnson),,70,76
317,3,2:55.0,,Indiana full timeout,70,76
318,3,2:55.0,,R. Stuckey enters the game for J. Teague,70,76
319,3,2:42.0,,P. George misses 2-pt layup from 3 ft,70,76
320,3,2:42.0,Defensive rebound by D. Waiters,,70,76
321,3,2:24.0,T. Johnson misses 3-pt jump shot from 25 ft,,70,76
322,3,2:23.0,,Defensive rebound by P. George,70,76
323,3,2:13.0,,P. George makes 2-pt jump shot from 8 ft,70,78
324,3,1:47.0,W. Ellington makes 3-pt jump shot from 28 ft (assist by T. Johnson),,73,78
325,3,1:32.0,,M. Turner misses 3-pt jump shot from 27 ft,73,78
326,3,1:30.0,Defensive rebound by D. Waiters,,73,78
327,3,1:15.0,H. Whiteside misses 2-pt jump shot from 18 ft,,73,78
328,3,1:15.0,,Defensive rebound by M. Ellis,73,78
329,3,1:02.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Stuckey),73,81
330,3,0:39.0,Turnover by H. Whiteside (3 sec),,73,81
331,3,0:39.0,J. Richardson enters the game for H. Whiteside,,73,81
332,3,0:39.0,W. Reed enters the game for D. Waiters,,73,81
333,3,0:28.0,,Personal foul by J. Richardson (drawn by P. George),73,81
334,3,0:28.0,,P. George makes free throw 1 of 2,73,82
335,3,0:28.0,,R. Christmas enters the game for M. Turner,73,82
336,3,0:28.0,,G. Robinson enters the game for T. Young,73,82
337,3,0:28.0,,P. George makes free throw 2 of 2,73,83
338,3,0:06.0,J. Johnson makes 2-pt jump shot from 10 ft,,75,83
339,3,0:01.0,,R. Stuckey misses 2-pt jump shot from 21 ft,75,83
340,3,0:00.0,,Offensive rebound by Team,75,83
341,4,11:49.0,Personal foul by R. Stuckey (drawn by W. Ellington),,75,83
342,4,11:41.0,Turnover by T. Johnson (bad pass),,75,83
343,4,11:25.0,,M. Ellis misses 2-pt jump shot from 18 ft,75,83
344,4,11:24.0,Defensive rebound by W. Reed,,75,83
345,4,11:12.0,J. Johnson misses 2-pt layup from 2 ft,,75,83
346,4,11:12.0,Offensive rebound by W. Reed,,75,83
347,4,11:06.0,J. Johnson misses 3-pt jump shot from 23 ft,,75,83
348,4,11:05.0,,Defensive rebound by R. Christmas,75,83
349,4,10:53.0,,C. Miles misses 2-pt jump shot from 20 ft,75,83
350,4,10:52.0,Defensive rebound by W. Ellington,,75,83
351,4,10:46.0,T. Johnson misses 2-pt layup at rim (block by G. Robinson),,75,83
352,4,10:46.0,Offensive rebound by Team,,75,83
353,4,10:31.0,W. Reed misses 2-pt layup from 2 ft,,75,83
354,4,10:31.0,,Defensive rebound by R. Christmas,75,83
355,4,10:15.0,,G. Robinson misses 2-pt jump shot from 6 ft,75,83
356,4,10:15.0,,Offensive rebound by Team,75,83
357,4,10:15.0,Loose ball foul by W. Reed (drawn by R. Christmas),,75,83
358,4,10:04.0,,R. Stuckey misses 2-pt jump shot from 19 ft,75,83
359,4,10:03.0,Defensive rebound by W. Reed,,75,83
360,4,9:48.0,W. Ellington misses 3-pt jump shot from 25 ft,,75,83
361,4,9:48.0,,Defensive rebound by C. Miles,75,83
362,4,9:37.0,,C. Miles makes 2-pt jump shot from 10 ft,75,85
363,4,9:16.0,W. Reed makes 2-pt dunk at rim (assist by W. Ellington),,77,85
364,4,9:16.0,Shooting foul by C. Miles (drawn by W. Reed),,77,85
365,4,9:16.0,W. Reed misses free throw 1 of 1,,77,85
366,4,9:16.0,,Defensive rebound by G. Robinson,77,85
367,4,8:57.0,,R. Stuckey misses 2-pt layup from 1 ft,77,85
368,4,8:56.0,Defensive rebound by W. Reed,,77,85
369,4,8:47.0,T. Johnson misses 3-pt jump shot from 27 ft,,77,85
370,4,8:47.0,,Defensive rebound by C. Miles,77,85
371,4,8:40.0,,Shooting foul by W. Reed (drawn by M. Ellis),77,85
372,4,8:40.0,Official timeout,,77,85
373,4,8:40.0,,M. Ellis makes free throw 1 of 2,77,86
374,4,8:40.0,,P. George enters the game for C. Miles,77,85
375,4,8:40.0,,M. Ellis misses free throw 2 of 2,77,86
376,4,8:40.0,Defensive rebound by J. Johnson,,77,86
377,4,8:21.0,J. Johnson makes 2-pt jump shot from 11 ft,,79,86
378,4,8:05.0,,M. Ellis misses 2-pt jump shot from 12 ft,79,86
379,4,8:05.0,Defensive rebound by T. Johnson,,79,86
380,4,7:45.0,J. Richardson makes 2-pt jump shot from 15 ft (assist by W. Reed),,81,86
381,4,7:18.0,,R. Stuckey makes 3-pt jump shot from 22 ft (assist by M. Ellis),81,89
382,4,6:58.0,W. Ellington makes 2-pt layup from 1 ft (assist by T. Johnson),,83,89
383,4,6:45.0,,R. Stuckey makes 2-pt layup at rim,83,91
384,4,6:30.0,J. Johnson makes 2-pt jump shot from 6 ft,,85,91
385,4,6:10.0,,M. Ellis misses 2-pt jump shot from 7 ft,85,91
386,4,6:08.0,,Offensive rebound by R. Christmas,85,91
387,4,6:08.0,,R. Christmas makes 2-pt layup from 1 ft,85,93
388,4,6:02.0,Miami full timeout,,85,93
389,4,6:02.0,D. Waiters enters the game for T. Johnson,,85,93
390,4,6:02.0,H. Whiteside enters the game for W. Reed,,85,93
391,4,6:02.0,,J. Teague enters the game for M. Ellis,85,93
392,4,6:02.0,,M. Turner enters the game for R. Christmas,85,93
393,4,6:02.0,,T. Young enters the game for G. Robinson,85,93
394,4,5:43.0,W. Ellington makes 3-pt jump shot from 27 ft (assist by D. Waiters),,88,93
395,4,5:25.0,,P. George misses 2-pt jump shot from 16 ft,88,93
396,4,5:24.0,Defensive rebound by H. Whiteside,,88,93
397,4,5:08.0,J. Johnson makes 3-pt jump shot from 28 ft (assist by D. Waiters),,91,93
398,4,4:50.0,,J. Teague misses 2-pt jump shot from 10 ft,91,93
