,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MINNESOTA_ACTION,BROOKLYN_SCORE,MINNESOTA_SCORE
249,3,7:57.0,,R. Rubio makes 2-pt layup from 2 ft,69,74
250,3,7:30.0,B. Lopez misses 3-pt jump shot from 25 ft,,69,74
251,3,7:29.0,,Defensive rebound by G. Dieng,69,74
252,3,7:15.0,,K. Towns misses 2-pt hook shot from 7 ft,69,74
253,3,7:14.0,Defensive rebound by R. Foye,,69,74
254,3,7:06.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,69,74
255,3,7:05.0,Offensive rebound by B. Lopez,,69,74
256,3,7:04.0,B. Lopez makes 2-pt layup from 2 ft,,71,74
257,3,6:46.0,,G. Dieng makes 2-pt hook shot from 9 ft (assist by R. Rubio),71,76
258,3,6:26.0,Turnover by B. Lopez (bad pass; steal by Z. LaVine),,71,76
259,3,6:23.0,,Shooting foul by B. Bogdanović (drawn by Z. LaVine),71,76
260,3,6:23.0,,Z. LaVine makes free throw 1 of 2,71,77
261,3,6:23.0,,Z. LaVine misses free throw 2 of 2,71,77
262,3,6:23.0,Defensive rebound by R. Foye,,71,77
263,3,6:23.0,C. LeVert enters the game for B. Bogdanović,,71,77
264,3,6:14.0,R. Foye misses 3-pt jump shot from 25 ft,,71,77
265,3,6:13.0,,Defensive rebound by R. Rubio,71,77
266,3,6:06.0,,R. Rubio misses 2-pt jump shot from 18 ft,71,77
267,3,6:04.0,Defensive rebound by C. LeVert,,71,77
268,3,5:48.0,T. Booker misses 2-pt jump shot from 6 ft,,71,77
269,3,5:47.0,,Defensive rebound by G. Dieng,71,77
270,3,5:36.0,,Z. LaVine misses 2-pt jump shot from 14 ft,71,77
271,3,5:35.0,Defensive rebound by S. Dinwiddie,,71,77
272,3,5:16.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,71,77
273,3,5:15.0,,Defensive rebound by R. Rubio,71,77
274,3,5:04.0,,A. Wiggins misses 2-pt jump shot from 21 ft,71,77
275,3,5:02.0,Defensive rebound by B. Lopez,,71,77
276,3,4:50.0,Shooting block foul by R. Rubio (drawn by B. Lopez),,71,77
277,3,4:50.0,,Minnesota full timeout,71,77
278,3,4:50.0,B. Lopez misses free throw 1 of 2,,71,77
279,3,4:50.0,Offensive rebound by Team,,71,77
280,3,4:50.0,,K. Dunn enters the game for R. Rubio,71,77
281,3,4:50.0,Q. Acy enters the game for T. Booker,,71,77
282,3,4:50.0,I. Whitehead enters the game for R. Foye,,71,77
283,3,4:50.0,S. Kilpatrick enters the game for S. Dinwiddie,,71,77
284,3,4:50.0,,S. Muhammad enters the game for Z. LaVine,71,77
285,3,4:50.0,B. Lopez makes free throw 2 of 2,,72,77
286,3,4:40.0,,A. Wiggins makes 2-pt jump shot from 21 ft,72,79
287,3,4:31.0,I. Whitehead makes 2-pt layup from 2 ft,,74,79
288,3,4:13.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by A. Wiggins),74,82
289,3,4:06.0,Turnover by I. Whitehead (bad pass),,74,82
290,3,4:06.0,J. Hamilton enters the game for B. Lopez,,74,82
291,3,3:49.0,,Shooting foul by J. Hamilton (drawn by K. Towns),74,82
292,3,3:49.0,,K. Towns misses free throw 1 of 2,74,82
293,3,3:49.0,,Offensive rebound by Team,74,82
294,3,3:49.0,,K. Towns makes free throw 2 of 2,74,83
295,3,3:41.0,Personal block foul by A. Wiggins (drawn by C. LeVert),,74,83
296,3,3:30.0,C. LeVert misses 2-pt layup from 1 ft,,74,83
297,3,3:30.0,,Defensive rebound by Team,74,83
298,3,3:14.0,,K. Towns makes 2-pt jump shot from 6 ft (assist by K. Dunn),74,85
299,3,2:56.0,Q. Acy misses 2-pt layup from 1 ft (block by K. Dunn),,74,85
300,3,2:54.0,Offensive rebound by Q. Acy,,74,85
301,3,2:53.0,Q. Acy misses 2-pt layup from 2 ft,,74,85
302,3,2:52.0,Offensive rebound by Q. Acy,,74,85
303,3,2:51.0,Q. Acy misses 2-pt layup from 1 ft,,74,85
304,3,2:50.0,,Defensive rebound by G. Dieng,74,85
305,3,2:38.0,,S. Muhammad makes 2-pt jump shot from 8 ft (assist by G. Dieng),74,87
306,3,2:37.0,Brooklyn full timeout,,74,87
307,3,2:37.0,,N. Bjelica enters the game for K. Towns,74,87
308,3,2:28.0,Turnover by I. Whitehead (bad pass; steal by K. Dunn),,74,87
309,3,2:22.0,,A. Wiggins misses 2-pt jump shot from 3 ft (block by C. LeVert),74,87
310,3,2:20.0,,Offensive rebound by A. Wiggins,74,87
311,3,2:05.0,,G. Dieng misses 2-pt jump shot from 19 ft,74,87
312,3,2:03.0,,Offensive rebound by A. Wiggins,74,87
313,3,2:02.0,,A. Wiggins makes 2-pt dunk at rim,74,89
314,3,1:45.0,S. Kilpatrick makes 2-pt jump shot from 5 ft (assist by I. Whitehead),,76,89
315,3,1:26.0,,Shooting foul by C. LeVert (drawn by A. Wiggins),76,89
316,3,1:26.0,,A. Wiggins makes free throw 1 of 2,76,90
317,3,1:26.0,,A. Wiggins misses free throw 2 of 2,76,90
318,3,1:26.0,Defensive rebound by J. Hamilton,,76,90
319,3,1:11.0,C. LeVert misses 3-pt jump shot from 24 ft,,76,90
320,3,1:10.0,,Defensive rebound by G. Dieng,76,90
321,3,1:10.0,,Personal foul by C. LeVert (drawn by G. Dieng),76,90
322,3,1:10.0,,G. Dieng makes free throw 1 of 2,76,91
323,3,1:10.0,,G. Dieng makes free throw 2 of 2,76,92
324,3,1:00.0,Personal foul by S. Muhammad (drawn by I. Whitehead),,76,92
325,3,0:48.0,S. Kilpatrick makes 2-pt layup from 1 ft,,78,92
326,3,0:30.0,,A. Wiggins misses 2-pt jump shot from 14 ft,78,92
327,3,0:28.0,Defensive rebound by J. Hamilton,,78,92
328,3,0:06.0,I. Whitehead misses 3-pt jump shot from 24 ft,,78,92
329,3,0:05.0,,Defensive rebound by A. Wiggins,78,92
330,3,0:01.0,,A. Wiggins misses 2-pt layup from 2 ft,78,92
331,3,0:00.0,Defensive rebound by J. Hamilton,,78,92
332,4,11:43.0,,S. Muhammad misses 2-pt jump shot from 8 ft,78,92
333,4,11:42.0,Defensive rebound by B. Lopez,,78,92
334,4,11:29.0,B. Bogdanović misses 2-pt layup from 2 ft (block by S. Muhammad),,78,92
335,4,11:28.0,Offensive rebound by Team,,78,92
336,4,11:28.0,Turnover by Team (5 sec inbounds),,78,92
337,4,11:09.0,,G. Dieng misses 2-pt layup from 1 ft (block by Q. Acy),78,92
338,4,11:08.0,Defensive rebound by I. Whitehead,,78,92
339,4,11:04.0,S. Kilpatrick makes 2-pt layup at rim (assist by I. Whitehead),,80,92
340,4,10:49.0,,N. Bjelica misses 3-pt jump shot from 25 ft,80,92
341,4,10:47.0,,Offensive rebound by S. Muhammad,80,92
342,4,10:46.0,,Minnesota full timeout,80,92
343,4,10:46.0,,K. Towns enters the game for G. Dieng,80,92
344,4,10:41.0,,Shooting foul by B. Lopez (drawn by Z. LaVine),80,92
345,4,10:41.0,,Z. LaVine makes free throw 1 of 2,80,93
346,4,10:41.0,,Z. LaVine makes free throw 2 of 2,80,94
347,4,10:35.0,,Violation by K. Dunn (kicked ball),80,94
348,4,10:25.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,80,94
349,4,10:25.0,Offensive rebound by Team,,80,94
350,4,10:25.0,,Loose ball foul by N. Bjelica (drawn by Q. Acy),80,94
351,4,10:15.0,B. Lopez makes 2-pt jump shot from 5 ft (assist by I. Whitehead),,82,94
352,4,9:57.0,,K. Towns misses 2-pt jump shot from 19 ft,82,94
353,4,9:56.0,Defensive rebound by S. Kilpatrick,,82,94
354,4,9:49.0,S. Kilpatrick makes 2-pt jump shot from 18 ft,,84,94
355,4,9:24.0,,Shooting foul by B. Lopez (drawn by K. Towns),84,94
356,4,9:24.0,,K. Towns makes free throw 1 of 2,84,95
357,4,9:24.0,,R. Rubio enters the game for K. Dunn,84,95
358,4,9:24.0,,A. Wiggins enters the game for N. Bjelica,84,95
359,4,9:24.0,T. Booker enters the game for Q. Acy,,84,95
360,4,9:24.0,,K. Towns makes free throw 2 of 2,84,96
361,4,9:14.0,B. Bogdanović makes 2-pt layup at rim,,86,96
362,4,8:54.0,,S. Muhammad makes 2-pt layup at rim,86,98
363,4,8:37.0,I. Whitehead misses 2-pt jump shot from 5 ft,,86,98
364,4,8:36.0,,Defensive rebound by K. Towns,86,98
365,4,8:31.0,,R. Rubio makes 2-pt jump shot from 18 ft,86,100
366,4,8:18.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by S. Kilpatrick),,88,100
367,4,7:59.0,,K. Towns misses 2-pt layup from 3 ft (block by B. Lopez),88,100
368,4,7:57.0,,Offensive rebound by K. Towns,88,100
369,4,7:56.0,,K. Towns makes 2-pt layup from 2 ft,88,102
370,4,7:36.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,88,102
371,4,7:35.0,,Defensive rebound by S. Muhammad,88,102
372,4,7:24.0,,Shooting foul by I. Whitehead (drawn by R. Rubio),88,102
373,4,7:24.0,,Minnesota full timeout,88,102
