,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,INDIANA_ACTION,LA CLIPPERS_SCORE,INDIANA_SCORE
31,1,8:39.0,,J. Teague misses 2-pt jump shot from 14 ft,7,10
32,1,8:38.0,,Offensive rebound by M. Turner,7,10
33,1,8:37.0,,M. Turner misses 2-pt layup from 1 ft,7,10
34,1,8:37.0,,Offensive rebound by M. Turner,7,10
35,1,8:37.0,,M. Turner makes 2-pt layup from 1 ft,7,12
36,1,8:30.0,Shooting foul by M. Turner (drawn by D. Jordan),,7,12
37,1,8:30.0,D. Jordan makes free throw 1 of 2,,8,12
38,1,8:30.0,,A. Jefferson enters the game for M. Turner,8,12
39,1,8:30.0,D. Jordan makes free throw 2 of 2,,9,12
40,1,8:15.0,,A. Jefferson makes 2-pt layup from 1 ft,9,14
41,1,7:59.0,C. Paul misses 3-pt jump shot from 26 ft,,9,14
42,1,7:59.0,,Defensive rebound by G. Robinson,9,14
43,1,7:50.0,,J. Teague misses 2-pt jump shot from 8 ft,9,14
44,1,7:49.0,Defensive rebound by D. Jordan,,9,14
45,1,7:42.0,J. Redick makes 3-pt jump shot from 22 ft (assist by C. Paul),,12,14
46,1,7:20.0,,M. Ellis misses 2-pt jump shot from 18 ft,12,14
47,1,7:20.0,Defensive rebound by B. Griffin,,12,14
48,1,7:09.0,C. Paul makes 2-pt jump shot from 12 ft,,14,14
49,1,6:45.0,,M. Ellis misses 2-pt layup from 3 ft,14,14
50,1,6:44.0,Defensive rebound by D. Jordan,,14,14
51,1,6:35.0,Turnover by L. Mbah a Moute (lost ball),,14,14
52,1,6:16.0,,T. Young misses 3-pt jump shot from 26 ft,14,14
53,1,6:16.0,Defensive rebound by D. Jordan,,14,14
54,1,6:03.0,J. Redick misses 3-pt jump shot from 27 ft,,14,14
55,1,6:01.0,Offensive rebound by D. Jordan,,14,14
56,1,6:01.0,D. Jordan misses 2-pt layup from 1 ft,,14,14
57,1,6:00.0,,Defensive rebound by A. Jefferson,14,14
58,1,5:47.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by J. Teague),14,16
59,1,5:22.0,Turnover by J. Redick (bad pass),,14,16
60,1,5:22.0,,Indiana full timeout,14,16
61,1,5:22.0,,L. Allen enters the game for G. Robinson,14,16
62,1,5:22.0,,R. Stuckey enters the game for T. Young,14,16
63,1,5:09.0,,M. Ellis misses 2-pt jump shot from 18 ft,14,16
64,1,5:09.0,Defensive rebound by B. Griffin,,14,16
65,1,5:04.0,Turnover by C. Paul (bad pass),,14,16
66,1,4:40.0,,M. Ellis misses 3-pt jump shot from 24 ft,14,16
67,1,4:39.0,Defensive rebound by J. Redick,,14,16
68,1,4:17.0,Turnover by L. Mbah a Moute (lost ball; steal by R. Stuckey),,14,16
69,1,4:09.0,,J. Teague misses 3-pt jump shot from 24 ft,14,16
70,1,4:08.0,Defensive rebound by D. Jordan,,14,16
71,1,4:00.0,Shooting foul by M. Ellis (drawn by L. Mbah a Moute),,14,16
72,1,4:00.0,L. Mbah a Moute misses free throw 1 of 2,,14,16
73,1,4:00.0,Offensive rebound by Team,,14,16
74,1,4:00.0,J. Crawford enters the game for J. Redick,,14,16
75,1,4:00.0,L. Mbah a Moute makes free throw 2 of 2,,15,16
76,1,3:46.0,,A. Jefferson misses 2-pt jump shot from 11 ft,15,16
77,1,3:45.0,,Offensive rebound by L. Allen,15,16
78,1,3:36.0,,L. Allen misses 2-pt jump shot from 13 ft (block by D. Jordan),15,16
79,1,3:36.0,,Offensive rebound by Team,15,16
80,1,3:36.0,,Turnover by Team (shot clock),15,16
81,1,3:28.0,Personal foul by J. Teague (drawn by C. Paul),,15,16
82,1,3:28.0,C. Paul makes free throw 1 of 2,,16,16
83,1,3:28.0,A. Rivers enters the game for L. Mbah a Moute,,16,16
84,1,3:28.0,C. Paul makes free throw 2 of 2,,17,16
85,1,3:04.0,,A. Jefferson makes 2-pt hook shot from 11 ft (assist by R. Stuckey),17,18
86,1,2:39.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by B. Griffin),,20,18
87,1,2:22.0,,R. Stuckey misses 2-pt jump shot from 21 ft,20,18
88,1,2:21.0,Defensive rebound by C. Paul,,20,18
89,1,2:12.0,C. Paul misses 3-pt jump shot from 27 ft,,20,18
90,1,2:11.0,,Defensive rebound by M. Ellis,20,18
91,1,2:00.0,,A. Jefferson misses 2-pt jump shot from 18 ft,20,18
92,1,1:59.0,,Offensive rebound by L. Allen,20,18
93,1,1:54.0,,M. Ellis misses 3-pt jump shot from 27 ft,20,18
94,1,1:52.0,Defensive rebound by C. Paul,,20,18
95,1,1:47.0,Turnover by C. Paul (traveling),,20,18
96,1,1:47.0,LA Clippers full timeout,,20,18
97,1,1:47.0,R. Felton enters the game for D. Jordan,,20,18
98,1,1:47.0,M. Speights enters the game for C. Paul,,20,18
99,1,1:47.0,,A. Brooks enters the game for J. Teague,20,18
100,1,1:25.0,,A. Brooks makes 2-pt jump shot from 12 ft (assist by L. Allen),20,20
101,1,1:11.0,Turnover by M. Speights (bad pass; steal by L. Allen),,20,20
102,1,1:06.0,,M. Ellis misses 2-pt layup from 1 ft,20,20
103,1,1:06.0,Defensive rebound by A. Rivers,,20,20
104,1,1:01.0,Turnover by A. Rivers (step out of bounds),,20,20
105,1,1:01.0,,G. Robinson enters the game for M. Ellis,20,20
106,1,0:50.0,,R. Stuckey misses 2-pt layup from 2 ft,20,20
107,1,0:49.0,Defensive rebound by M. Speights,,20,20
108,1,0:34.0,Turnover by B. Griffin (lost ball; steal by A. Brooks),,20,20
109,1,0:31.0,,Shooting foul by R. Felton (drawn by R. Stuckey),20,20
110,1,0:31.0,,R. Stuckey makes free throw 1 of 2,20,21
111,1,0:31.0,,R. Stuckey misses free throw 2 of 2,20,21
112,1,0:31.0,,Offensive rebound by A. Jefferson,20,21
113,1,0:31.0,W. Johnson enters the game for B. Griffin,,20,21
114,1,0:08.0,,A. Brooks makes 2-pt jump shot from 16 ft,20,23
115,1,0:00.0,R. Felton misses 3-pt jump shot from 25 ft,,20,23
116,1,0:00.0,,Defensive rebound by A. Jefferson,20,23
117,2,11:38.0,,G. Robinson makes 2-pt jump shot from 18 ft (assist by A. Jefferson),20,25
118,2,11:21.0,Offensive foul by M. Speights (drawn by A. Brooks),,20,25
119,2,11:21.0,Turnover by M. Speights (offensive foul),,20,25
120,2,11:08.0,,A. Jefferson misses 2-pt jump shot from 11 ft,20,25
121,2,11:06.0,,Offensive rebound by L. Allen,20,25
122,2,11:04.0,,L. Allen misses 2-pt hook shot from 13 ft,20,25
123,2,11:00.0,,Offensive rebound by A. Jefferson,20,25
124,2,10:59.0,,Indiana full timeout,20,25
125,2,10:42.0,,A. Jefferson misses 2-pt hook shot from 8 ft,20,25
126,2,10:42.0,Defensive rebound by W. Johnson,,20,25
127,2,10:29.0,Turnover by J. Crawford (bad pass),,20,25
128,2,10:07.0,,A. Brooks misses 2-pt jump shot from 18 ft,20,25
129,2,10:06.0,Defensive rebound by R. Felton,,20,25
130,2,9:56.0,W. Johnson makes 2-pt jump shot from 16 ft,,22,25
131,2,9:35.0,,R. Stuckey makes 2-pt jump shot from 11 ft,22,27
132,2,9:35.0,,Shooting foul by W. Johnson (drawn by R. Stuckey),22,27
133,2,9:35.0,,M. Turner enters the game for L. Allen,22,27
134,2,9:35.0,,T. Young enters the game for A. Jefferson,22,27
135,2,9:35.0,,R. Stuckey makes free throw 1 of 1,22,28
136,2,9:14.0,R. Felton misses 2-pt jump shot from 3 ft,,22,28
137,2,9:13.0,Offensive rebound by M. Speights,,22,28
138,2,9:11.0,M. Speights misses 2-pt layup from 1 ft,,22,28
139,2,9:09.0,,Defensive rebound by Team,22,28
140,2,8:57.0,,Turnover by R. Stuckey (bad pass; steal by A. Rivers),22,28
141,2,8:53.0,A. Rivers misses 2-pt layup from 1 ft (block by M. Turner),,22,28
142,2,8:52.0,,Defensive rebound by T. Young,22,28
143,2,8:48.0,,Personal foul by W. Johnson (drawn by T. Young),22,28
144,2,8:46.0,,Personal foul by J. Crawford (drawn by G. Robinson),22,28
145,2,8:29.0,,R. Stuckey misses 3-pt jump shot from 26 ft,22,28
146,2,8:29.0,Defensive rebound by M. Speights,,22,28
147,2,8:18.0,J. Crawford makes 3-pt jump shot from 28 ft (assist by A. Rivers),,25,28
148,2,8:03.0,,A. Brooks makes 2-pt layup at rim,25,30
149,2,7:48.0,J. Crawford makes 2-pt jump shot from 18 ft,,27,30
150,2,7:48.0,Violation by Team (jump ball),,27,30
151,2,7:35.0,,A. Brooks misses 3-pt jump shot from 27 ft,27,30
152,2,7:35.0,Defensive rebound by M. Speights,,27,30
153,2,7:22.0,J. Crawford misses 2-pt jump shot from 20 ft,,27,30
154,2,7:21.0,,Defensive rebound by R. Stuckey,27,30
155,2,7:16.0,,Turnover by G. Robinson (lost ball; steal by R. Felton),27,30
156,2,7:10.0,R. Felton misses 2-pt jump shot from 8 ft,,27,30
157,2,7:10.0,,Defensive rebound by M. Turner,27,30
158,2,6:54.0,,G. Robinson misses 2-pt jump shot from 19 ft,27,30
159,2,6:53.0,,Offensive rebound by T. Young,27,30
160,2,6:53.0,,T. Young misses 2-pt layup from 1 ft,27,30
161,2,6:52.0,Defensive rebound by Team,,27,30
162,2,6:52.0,D. Jordan enters the game for M. Speights,,27,30
163,2,6:52.0,C. Paul enters the game for R. Felton,,27,30
164,2,6:52.0,B. Griffin enters the game for W. Johnson,,27,30
165,2,6:31.0,B. Griffin misses 3-pt jump shot from 25 ft,,27,30
166,2,6:31.0,,Defensive rebound by M. Turner,27,30
167,2,6:14.0,,T. Young makes 3-pt jump shot from 28 ft (assist by A. Brooks),27,33
168,2,5:51.0,A. Rivers misses 3-pt jump shot from 24 ft,,27,33
169,2,5:50.0,Offensive rebound by Team,,27,33
170,2,5:50.0,Official timeout,,27,33
171,2,5:50.0,J. Redick enters the game for A. Rivers,,27,33
172,2,5:50.0,,M. Ellis enters the game for R. Stuckey,27,33
173,2,5:50.0,,J. Teague enters the game for A. Brooks,27,33
174,2,5:37.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by C. Paul),,30,33
175,2,5:15.0,,Turnover by T. Young (lost ball; steal by D. Jordan),30,33
176,2,5:06.0,J. Redick misses 3-pt jump shot from 24 ft,,30,33
177,2,5:05.0,,Defensive rebound by G. Robinson,30,33
178,2,4:54.0,,T. Young misses 3-pt jump shot from 27 ft,30,33
179,2,4:53.0,Defensive rebound by C. Paul,,30,33
180,2,4:35.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by J. Crawford),,32,33
181,2,4:27.0,,J. Teague misses 2-pt layup from 1 ft,32,33
182,2,4:26.0,Defensive rebound by D. Jordan,,32,33
183,2,4:20.0,J. Redick misses 3-pt jump shot from 26 ft,,32,33
184,2,4:20.0,,Defensive rebound by M. Turner,32,33
185,2,4:09.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by G. Robinson),32,35
186,2,3:52.0,C. Paul misses 3-pt jump shot from 27 ft,,32,35
187,2,3:51.0,,Defensive rebound by M. Turner,32,35
188,2,3:42.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by J. Teague),32,38
189,2,3:21.0,B. Griffin makes 2-pt dunk from 3 ft,,34,38
190,2,3:07.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Teague),34,40
191,2,3:00.0,LA Clippers full timeout,,34,40
192,2,2:43.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by J. Redick),,36,40
193,2,2:23.0,,M. Turner makes 2-pt layup from 3 ft (assist by T. Young),36,42
194,2,1:59.0,B. Griffin makes 2-pt hook shot from 4 ft,,38,42
195,2,1:48.0,,M. Turner misses 3-pt jump shot from 27 ft,38,42
196,2,1:48.0,Defensive rebound by B. Griffin,,38,42
197,2,1:40.0,J. Crawford misses 2-pt jump shot from 18 ft,,38,42
198,2,1:40.0,,Defensive rebound by T. Young,38,42
199,2,1:29.0,,T. Young makes 2-pt jump shot from 8 ft (assist by J. Teague),38,44
200,2,1:11.0,B. Griffin misses 2-pt jump shot from 20 ft,,38,44
201,2,1:11.0,,Defensive rebound by J. Teague,38,44
202,2,1:00.0,,Shooting foul by B. Griffin (drawn by G. Robinson),38,44
203,2,1:00.0,,G. Robinson makes free throw 1 of 2,38,45
204,2,1:00.0,,A. Jefferson enters the game for M. Turner,38,45
205,2,1:00.0,,G. Robinson makes free throw 2 of 2,38,46
206,2,0:52.0,Turnover by J. Redick (bad pass; steal by T. Young),,38,46
207,2,0:43.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by M. Ellis),38,48
208,2,0:34.0,C. Paul makes 2-pt jump shot from 9 ft,,40,48
209,2,0:23.0,,A. Jefferson makes 2-pt jump shot from 18 ft (assist by J. Teague),40,50
210,2,0:07.0,Personal take foul by J. Teague (drawn by C. Paul),,40,50
211,2,0:07.0,,L. Allen enters the game for A. Jefferson,40,50
212,2,0:07.0,,R. Stuckey enters the game for J. Teague,40,50
213,3,11:48.0,,J. Teague misses 3-pt jump shot from 25 ft,40,50
214,3,11:47.0,Defensive rebound by D. Jordan,,40,50
215,3,11:31.0,Shooting foul by J. Teague (drawn by B. Griffin),,40,50
216,3,11:31.0,B. Griffin makes free throw 1 of 2,,41,50
217,3,11:31.0,B. Griffin makes free throw 2 of 2,,42,50
218,3,11:09.0,,J. Teague makes 2-pt layup from 1 ft,42,52
219,3,10:52.0,C. Paul misses 2-pt jump shot from 18 ft,,42,52
220,3,10:52.0,,Defensive rebound by G. Robinson,42,52
221,3,10:38.0,,Turnover by M. Ellis (lost ball; steal by L. Mbah a Moute),42,52
222,3,10:33.0,J. Redick misses 2-pt layup from 1 ft (block by J. Teague),,42,52
223,3,10:33.0,Offensive rebound by Team,,42,52
224,3,10:25.0,J. Redick misses 3-pt jump shot from 27 ft,,42,52
225,3,10:25.0,,Defensive rebound by M. Turner,42,52
226,3,10:10.0,,J. Teague makes 3-pt jump shot from 28 ft (assist by M. Turner),42,55
227,3,9:47.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,42,55
228,3,9:47.0,,Defensive rebound by M. Turner,42,55
229,3,9:33.0,,M. Turner makes 2-pt jump shot from 8 ft (assist by J. Teague),42,57
230,3,9:23.0,Turnover by J. Redick (lost ball; steal by M. Ellis),,42,57
231,3,9:21.0,,Personal take foul by D. Jordan (drawn by J. Teague),42,57
232,3,9:12.0,,M. Turner misses 2-pt jump shot from 21 ft,42,57
233,3,9:12.0,Defensive rebound by D. Jordan,,42,57
234,3,8:56.0,C. Paul makes 2-pt jump shot from 13 ft,,44,57
235,3,8:30.0,,M. Ellis makes 2-pt layup from 2 ft,44,59
236,3,8:24.0,Personal block foul by J. Teague (drawn by C. Paul),,44,59
237,3,8:24.0,,R. Stuckey enters the game for J. Teague,44,59
238,3,8:08.0,Personal block foul by T. Young (drawn by J. Redick),,44,59
239,3,8:08.0,J. Crawford enters the game for L. Mbah a Moute,,44,59
240,3,8:04.0,Turnover by B. Griffin (traveling),,44,59
241,3,7:49.0,,M. Turner misses 2-pt jump shot from 20 ft,44,59
242,3,7:48.0,Defensive rebound by D. Jordan,,44,59
243,3,7:38.0,B. Griffin misses 2-pt jump shot from 18 ft,,44,59
244,3,7:34.0,,Defensive rebound by R. Stuckey,44,59
245,3,7:30.0,,Turnover by R. Stuckey (lost ball; steal by C. Paul),44,59
246,3,7:17.0,C. Paul misses 3-pt jump shot from 26 ft,,44,59
247,3,7:16.0,Offensive rebound by B. Griffin,,44,59
248,3,7:03.0,J. Crawford misses 3-pt jump shot from 23 ft,,44,59
249,3,7:01.0,,Defensive rebound by M. Turner,44,59
250,3,6:47.0,,G. Robinson makes 3-pt jump shot from 24 ft (assist by M. Turner),44,62
251,3,6:46.0,LA Clippers full timeout,,44,62
252,3,6:32.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,46,62
253,3,6:11.0,,T. Young misses 3-pt jump shot from 25 ft,46,62
254,3,6:10.0,Defensive rebound by J. Redick,,46,62
255,3,6:00.0,B. Griffin misses 2-pt layup from 3 ft,,46,62
256,3,6:00.0,Offensive rebound by B. Griffin,,46,62
257,3,6:00.0,Shooting foul by M. Turner (drawn by B. Griffin),,46,62
258,3,6:00.0,B. Griffin makes free throw 1 of 2,,47,62
259,3,6:00.0,B. Griffin makes free throw 2 of 2,,48,62
260,3,5:39.0,,G. Robinson makes 2-pt jump shot from 22 ft,48,64
261,3,5:19.0,J. Crawford misses 3-pt jump shot from 24 ft,,48,64
262,3,5:19.0,,Defensive rebound by T. Young,48,64
263,3,5:09.0,,Offensive foul by T. Young (drawn by J. Crawford),48,64
264,3,5:09.0,,Turnover by T. Young (offensive foul),48,64
265,3,5:09.0,,A. Jefferson enters the game for M. Turner,48,64
266,3,4:55.0,B. Griffin misses 2-pt jump shot from 20 ft,,48,64
267,3,4:54.0,Offensive rebound by D. Jordan,,48,64
268,3,4:50.0,J. Crawford misses 2-pt jump shot from 13 ft,,48,64
269,3,4:49.0,,Defensive rebound by Team,48,64
270,3,4:35.0,,M. Ellis misses 2-pt jump shot from 19 ft,48,64
271,3,4:34.0,Defensive rebound by D. Jordan,,48,64
272,3,4:16.0,C. Paul misses 3-pt jump shot from 27 ft,,48,64
273,3,4:15.0,,Defensive rebound by T. Young,48,64
274,3,3:58.0,,R. Stuckey makes 2-pt jump shot from 17 ft,48,66
275,3,3:43.0,Def 3 sec tech foul by R. Stuckey,,48,66
276,3,3:43.0,C. Paul makes technical free throw,,49,66
277,3,3:43.0,A. Rivers enters the game for J. Redick,,49,66
278,3,3:38.0,Personal foul by A. Jefferson (drawn by C. Paul),,49,66
279,3,3:38.0,C. Paul makes free throw 1 of 2,,50,66
280,3,3:38.0,C. Paul makes free throw 2 of 2,,51,66
281,3,3:28.0,,Shooting foul by D. Jordan (drawn by R. Stuckey),51,66
282,3,3:28.0,,R. Stuckey makes free throw 1 of 2,51,67
283,3,3:28.0,,L. Allen enters the game for T. Young,51,67
284,3,3:28.0,,R. Stuckey makes free throw 2 of 2,51,68
285,3,3:20.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,53,68
286,3,3:20.0,Shooting foul by M. Ellis (drawn by D. Jordan),,53,68
287,3,3:20.0,D. Jordan misses free throw 1 of 1,,53,68
288,3,3:20.0,,Defensive rebound by A. Jefferson,53,68
289,3,3:19.0,,Indiana full timeout,53,68
290,3,3:19.0,,A. Brooks enters the game for M. Ellis,53,68
291,3,3:00.0,,A. Jefferson misses 2-pt jump shot from 10 ft (block by D. Jordan),53,68
292,3,2:59.0,,Offensive rebound by Team,53,68
293,3,2:54.0,,R. Stuckey misses 3-pt jump shot from 26 ft,53,68
294,3,2:54.0,Defensive rebound by D. Jordan,,53,68
295,3,2:44.0,D. Jordan makes 2-pt layup from 1 ft (assist by B. Griffin),,55,68
296,3,2:25.0,,A. Jefferson makes 2-pt jump shot from 18 ft (assist by A. Brooks),55,70
297,3,2:11.0,Shooting foul by R. Stuckey (drawn by C. Paul),,55,70
298,3,2:11.0,C. Paul makes free throw 1 of 2,,56,70
299,3,2:11.0,C. Paul makes free throw 2 of 2,,57,70
300,3,1:57.0,,R. Stuckey makes 2-pt layup from 1 ft (assist by L. Allen),57,72
301,3,1:39.0,J. Crawford misses 2-pt layup from 1 ft,,57,72
302,3,1:38.0,,Defensive rebound by A. Jefferson,57,72
303,3,1:25.0,,A. Jefferson makes 2-pt jump shot from 9 ft (assist by R. Stuckey),57,74
304,3,1:06.0,Shooting foul by G. Robinson (drawn by D. Jordan),,57,74
305,3,1:06.0,D. Jordan misses free throw 1 of 2,,57,74
306,3,1:06.0,Offensive rebound by Team,,57,74
307,3,1:06.0,M. Speights enters the game for B. Griffin,,57,74
308,3,1:06.0,R. Felton enters the game for J. Crawford,,57,74
309,3,1:06.0,D. Jordan makes free throw 2 of 2,,58,74
310,3,0:53.0,,L. Allen misses 2-pt layup from 1 ft,58,74
311,3,0:52.0,,Offensive rebound by A. Jefferson,58,74
312,3,0:52.0,,A. Jefferson misses 2-pt layup from 1 ft,58,74
313,3,0:51.0,,Offensive rebound by R. Stuckey,58,74
314,3,0:48.0,,R. Stuckey makes 2-pt jump shot from 11 ft,58,76
315,3,0:38.0,R. Felton misses 2-pt jump shot from 20 ft,,58,76
316,3,0:38.0,,Defensive rebound by G. Robinson,58,76
317,3,0:16.0,,A. Brooks misses 2-pt jump shot from 11 ft,58,76
318,3,0:15.0,,Offensive rebound by A. Brooks,58,76
319,3,0:00.0,,R. Stuckey misses 2-pt jump shot from 11 ft (block by D. Jordan),58,76
320,3,0:00.0,,Offensive rebound by Team,58,76
321,4,11:47.0,M. Speights misses 3-pt jump shot from 27 ft,,58,76
322,4,11:47.0,,Defensive rebound by R. Stuckey,58,76
323,4,11:25.0,,M. Ellis makes 3-pt jump shot from 26 ft,58,79
324,4,11:11.0,Shooting foul by A. Jefferson (drawn by A. Rivers),,58,79
325,4,11:11.0,A. Rivers makes free throw 1 of 2,,59,79
326,4,11:11.0,A. Rivers makes free throw 2 of 2,,60,79
327,4,10:49.0,,A. Jefferson makes 2-pt jump shot from 4 ft,60,81
328,4,10:38.0,Personal foul by A. Jefferson (drawn by M. Speights),,60,81
329,4,10:33.0,A. Rivers misses 2-pt jump shot from 9 ft,,60,81
330,4,10:32.0,,Defensive rebound by A. Jefferson,60,81
331,4,10:21.0,,A. Jefferson misses 2-pt jump shot from 20 ft,60,81
332,4,10:21.0,Defensive rebound by Team,,60,81
333,4,10:13.0,J. Crawford makes 2-pt jump shot from 17 ft,,62,81
334,4,9:45.0,,A. Jefferson misses 2-pt jump shot from 16 ft,62,81
335,4,9:44.0,,Offensive rebound by A. Brooks,62,81
336,4,9:39.0,,Personal foul by R. Felton (drawn by R. Stuckey),62,81
337,4,9:39.0,,M. Turner enters the game for A. Jefferson,62,81
338,4,9:27.0,,Turnover by R. Stuckey (bad pass; steal by A. Rivers),62,81
339,4,9:22.0,M. Speights misses 2-pt layup from 4 ft (block by M. Ellis),,62,81
340,4,9:22.0,Offensive rebound by Team,,62,81
341,4,9:19.0,W. Johnson misses 2-pt jump shot from 17 ft,,62,81
342,4,9:18.0,,Defensive rebound by M. Ellis,62,81
343,4,9:04.0,,Turnover by A. Brooks (bad pass; steal by M. Speights),62,81
344,4,8:58.0,Turnover by W. Johnson (bad pass),,62,81
345,4,8:58.0,Official timeout,,62,81
346,4,8:58.0,B. Griffin enters the game for W. Johnson,,62,81
347,4,8:58.0,,T. Young enters the game for L. Allen,62,81
348,4,8:58.0,,J. Teague enters the game for A. Brooks,62,81
349,4,8:39.0,,M. Turner misses 2-pt jump shot from 11 ft,62,81
350,4,8:38.0,Defensive rebound by M. Speights,,62,81
351,4,8:35.0,Personal foul by M. Ellis (drawn by B. Griffin),,62,81
352,4,8:14.0,J. Crawford makes 2-pt jump shot from 14 ft,,64,81
353,4,8:04.0,,Personal foul by R. Felton (drawn by R. Stuckey),64,81
354,4,7:57.0,,Personal foul by R. Felton (drawn by J. Teague),64,81
355,4,7:46.0,,M. Turner misses 3-pt jump shot from 27 ft,64,81
356,4,7:45.0,Defensive rebound by B. Griffin,,64,81
357,4,7:36.0,J. Crawford misses 2-pt jump shot from 20 ft,,64,81
358,4,7:36.0,,Defensive rebound by M. Turner,64,81
359,4,7:28.0,,R. Stuckey misses 2-pt jump shot from 19 ft,64,81
360,4,7:27.0,Defensive rebound by B. Griffin,,64,81
361,4,7:21.0,M. Speights makes 2-pt layup at rim (assist by B. Griffin),,66,81
362,4,7:05.0,,T. Young misses 2-pt layup from 2 ft,66,81
363,4,7:04.0,,Offensive rebound by M. Turner,66,81
364,4,7:04.0,,M. Turner makes 2-pt dunk at rim,66,83
365,4,7:04.0,LA Clippers full timeout,,66,83
366,4,7:04.0,,G. Robinson enters the game for R. Stuckey,66,83
367,4,7:04.0,C. Paul enters the game for R. Felton,,66,83
368,4,7:04.0,D. Jordan enters the game for M. Speights,,66,83
369,4,6:48.0,B. Griffin misses 2-pt jump shot from 18 ft,,66,83
370,4,6:48.0,,Defensive rebound by M. Ellis,66,83
371,4,6:35.0,,Turnover by M. Turner (bad pass),66,83
372,4,6:19.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by J. Crawford),,68,83
373,4,6:04.0,,Turnover by T. Young (traveling),68,83
374,4,5:54.0,B. Griffin misses 2-pt jump shot from 19 ft,,68,83
375,4,5:53.0,,Defensive rebound by M. Ellis,68,83
376,4,5:47.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),68,85
377,4,5:32.0,C. Paul misses 2-pt jump shot from 18 ft,,68,85
378,4,5:31.0,,Defensive rebound by J. Teague,68,85
379,4,5:21.0,,J. Teague makes 2-pt jump shot from 13 ft,68,87
380,4,4:58.0,Offensive foul by D. Jordan (drawn by J. Teague),,68,87
381,4,4:58.0,Turnover by D. Jordan (offensive foul),,68,87
382,4,4:58.0,R. Felton enters the game for J. Crawford,,68,87
383,4,4:44.0,,G. Robinson misses 2-pt jump shot from 19 ft,68,87
384,4,4:44.0,Defensive rebound by B. Griffin,,68,87
385,4,4:33.0,B. Griffin misses 2-pt jump shot from 3 ft,,68,87
386,4,4:33.0,,Defensive rebound by T. Young,68,87
387,4,4:26.0,,M. Ellis misses 3-pt jump shot from 24 ft,68,87
388,4,4:25.0,Defensive rebound by D. Jordan,,68,87
