,QUARTER,TIME_REMAINING,PORTLAND_ACTION,INDIANA_ACTION,PORTLAND_SCORE,INDIANA_SCORE
137,2,7:20.0,C. McCollum misses 3-pt jump shot from 32 ft,,58,41
138,2,7:19.0,,Defensive rebound by G. Robinson,58,41
139,2,7:07.0,,R. Stuckey misses 3-pt jump shot from 25 ft,58,41
140,2,7:06.0,Defensive rebound by M. Leonard,,58,41
141,2,7:01.0,Turnover by C. McCollum (bad pass; steal by A. Brooks),,58,41
142,2,6:52.0,,A. Brooks misses 2-pt layup from 2 ft (block by C. McCollum),58,41
143,2,6:50.0,Defensive rebound by A. Crabbe,,58,41
144,2,6:45.0,Turnover by M. Leonard (lost ball),,58,41
145,2,6:45.0,,M. Turner enters the game for A. Jefferson,58,41
146,2,6:45.0,,P. George enters the game for C. Miles,58,41
147,2,6:45.0,,M. Ellis enters the game for G. Robinson,58,41
148,2,6:29.0,,P. George makes 2-pt jump shot from 10 ft,58,43
149,2,6:09.0,Turnover by C. McCollum (lost ball; steal by A. Brooks),,58,43
150,2,6:02.0,,Shooting foul by M. Leonard (drawn by M. Ellis),58,43
151,2,6:02.0,Portland full timeout,,58,43
152,2,6:02.0,,M. Ellis makes free throw 1 of 2,58,44
153,2,6:02.0,M. Harkless enters the game for M. Leonard,,58,43
154,2,6:02.0,E. Davis enters the game for E. Turner,,58,43
155,2,6:02.0,M. Plumlee enters the game for N. Vonleh,,58,43
156,2,6:02.0,,T. Young enters the game for A. Brooks,58,43
157,2,6:02.0,,M. Ellis makes free throw 2 of 2,58,45
158,2,5:43.0,A. Crabbe makes 2-pt layup from 4 ft,,60,45
159,2,5:28.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Stuckey),60,48
160,2,5:14.0,M. Harkless makes 2-pt layup from 4 ft (assist by M. Plumlee),,62,48
161,2,5:02.0,,R. Stuckey misses 2-pt jump shot from 19 ft,62,48
162,2,5:01.0,,Offensive rebound by M. Turner,62,48
163,2,4:49.0,,P. George misses 2-pt jump shot from 16 ft,62,48
164,2,4:48.0,,Offensive rebound by Team,62,48
165,2,4:48.0,D. Lillard enters the game for C. McCollum,,62,48
166,2,4:48.0,,J. Teague enters the game for R. Stuckey,62,48
167,2,4:32.0,,T. Young makes 3-pt jump shot from 26 ft (assist by P. George),62,51
168,2,4:14.0,E. Davis makes 2-pt hook shot from 11 ft (assist by M. Plumlee),,64,51
169,2,3:57.0,,P. George misses 2-pt jump shot from 3 ft,64,51
170,2,3:57.0,Defensive rebound by M. Plumlee,,64,51
171,2,3:57.0,Personal foul by P. George (drawn by M. Plumlee),,64,51
172,2,3:48.0,Turnover by D. Lillard (bad pass; steal by J. Teague),,64,51
173,2,3:44.0,,Shooting foul by E. Davis (drawn by P. George),64,51
174,2,3:44.0,,P. George makes free throw 1 of 2,64,52
175,2,3:44.0,,P. George makes free throw 2 of 2,64,53
176,2,3:30.0,D. Lillard misses 3-pt jump shot from 26 ft (block by M. Turner),,64,53
177,2,3:29.0,Offensive rebound by D. Lillard,,64,53
178,2,3:25.0,M. Plumlee misses 2-pt dunk from 3 ft,,64,53
179,2,3:25.0,Offensive rebound by E. Davis,,64,53
180,2,3:24.0,Turnover by E. Davis (lost ball; steal by T. Young),,64,53
181,2,3:11.0,,T. Young misses 3-pt jump shot from 26 ft,64,53
182,2,3:09.0,Defensive rebound by E. Davis,,64,53
183,2,2:52.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by E. Davis),,67,53
184,2,2:37.0,,J. Teague misses 2-pt jump shot from 16 ft,67,53
185,2,2:36.0,Defensive rebound by M. Plumlee,,67,53
186,2,2:26.0,Official timeout,,67,53
187,2,2:26.0,Turnover by Team (5 sec inbounds),,67,53
188,2,2:15.0,,M. Turner misses 2-pt jump shot from 13 ft,67,53
189,2,2:13.0,,Offensive rebound by M. Turner,67,53
190,2,2:13.0,,M. Turner makes 2-pt layup from 3 ft,67,55
191,2,1:56.0,D. Lillard makes 2-pt layup from 1 ft,,69,55
192,2,1:45.0,,M. Turner makes 2-pt layup from 5 ft (assist by T. Young),69,57
193,2,1:45.0,,Shooting foul by D. Lillard (drawn by M. Turner),69,57
194,2,1:45.0,C. McCollum enters the game for A. Crabbe,,69,57
195,2,1:45.0,,M. Turner makes free throw 1 of 1,69,58
196,2,1:27.0,D. Lillard misses 3-pt jump shot from 24 ft,,69,58
197,2,1:26.0,Offensive rebound by M. Plumlee,,69,58
198,2,1:26.0,M. Plumlee makes 2-pt dunk from 2 ft,,71,58
199,2,1:11.0,,Turnover by P. George (bad pass),71,58
200,2,0:57.0,C. McCollum misses 3-pt jump shot from 24 ft,,71,58
201,2,0:56.0,,Defensive rebound by M. Turner,71,58
202,2,0:51.0,,P. George makes 3-pt jump shot from 25 ft (assist by M. Ellis),71,61
203,2,0:33.0,D. Lillard misses 2-pt jump shot from 4 ft (block by M. Turner),,71,61
204,2,0:33.0,,Defensive rebound by M. Turner,71,61
205,2,0:25.0,,P. George makes 3-pt jump shot from 24 ft (assist by M. Ellis),71,64
206,2,0:05.0,D. Lillard misses 2-pt layup from 4 ft (block by M. Turner),,71,64
207,2,0:05.0,Offensive rebound by Team,,71,64
208,2,0:05.0,Portland full timeout,,71,64
209,2,0:05.0,E. Turner enters the game for E. Davis,,71,64
210,2,0:05.0,A. Crabbe enters the game for M. Plumlee,,71,64
211,2,0:05.0,,R. Stuckey enters the game for M. Ellis,71,64
212,2,0:01.0,M. Harkless misses 2-pt layup from 2 ft,,71,64
213,2,0:00.0,,Defensive rebound by T. Young,71,64
214,3,11:45.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by M. Turner),71,67
215,3,11:25.0,D. Lillard misses 3-pt jump shot from 27 ft (block by J. Teague),,71,67
216,3,11:24.0,,Defensive rebound by P. George,71,67
217,3,11:08.0,,Turnover by J. Teague (offensive foul),71,67
218,3,11:08.0,Offensive charge foul by J. Teague (drawn by D. Lillard),,71,67
219,3,10:51.0,M. Harkless misses 3-pt jump shot from 23 ft,,71,67
220,3,10:51.0,Offensive rebound by M. Harkless,,71,67
221,3,10:46.0,C. McCollum makes 3-pt jump shot from 28 ft (assist by E. Davis),,74,67
222,3,10:27.0,,G. Robinson makes 2-pt jump shot from 19 ft,74,69
223,3,10:16.0,E. Davis misses 2-pt jump shot from 4 ft (block by T. Young),,74,69
224,3,10:15.0,,Defensive rebound by T. Young,74,69
225,3,10:08.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by J. Teague),74,72
226,3,9:49.0,C. McCollum makes 2-pt jump shot from 15 ft (assist by D. Lillard),,76,72
227,3,9:24.0,,Turnover by T. Young (lost ball; steal by E. Davis),76,72
228,3,9:05.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,79,72
229,3,8:59.0,,Shooting foul by D. Lillard (drawn by J. Teague),79,72
230,3,8:59.0,,J. Teague misses free throw 1 of 2,79,72
231,3,8:59.0,,Offensive rebound by Team,79,72
232,3,8:59.0,,J. Teague makes free throw 2 of 2,79,73
233,3,8:57.0,Turnover by E. Davis (bad pass; steal by J. Teague),,79,73
234,3,8:56.0,,J. Teague misses 2-pt jump shot from 5 ft,79,73
235,3,8:56.0,,Offensive rebound by Team,79,73
236,3,8:56.0,,Turnover by J. Teague (bad pass),79,73
237,3,8:38.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,82,73
238,3,8:19.0,,P. George makes 3-pt jump shot from 24 ft (assist by J. Teague),82,76
239,3,8:01.0,C. McCollum makes 3-pt jump shot from 26 ft,,85,76
240,3,7:43.0,,M. Turner misses 2-pt jump shot from 4 ft (block by E. Davis),85,76
241,3,7:42.0,Defensive rebound by E. Davis,,85,76
242,3,7:21.0,Shooting block foul by M. Turner (drawn by D. Lillard),,85,76
243,3,7:21.0,D. Lillard makes free throw 1 of 2,,86,76
244,3,7:21.0,D. Lillard makes free throw 2 of 2,,87,76
245,3,7:14.0,,Personal foul by M. Harkless (drawn by P. George),87,76
246,3,7:11.0,,Shooting foul by D. Lillard (drawn by P. George),87,76
247,3,7:11.0,,P. George misses free throw 1 of 2,87,76
248,3,7:11.0,,Offensive rebound by Team,87,76
249,3,7:11.0,,P. George makes free throw 2 of 2,87,77
250,3,6:59.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,90,77
251,3,6:41.0,,T. Young makes 3-pt jump shot from 25 ft (assist by P. George),90,80
252,3,6:34.0,C. McCollum misses 3-pt jump shot from 26 ft,,90,80
253,3,6:34.0,,Defensive rebound by T. Young,90,80
254,3,6:26.0,,Turnover by T. Young (lost ball; steal by E. Davis),90,80
255,3,6:15.0,D. Lillard misses 3-pt jump shot from 26 ft,,90,80
256,3,6:14.0,,Defensive rebound by M. Turner,90,80
257,3,5:52.0,,T. Young makes 3-pt jump shot from 24 ft (assist by J. Teague),90,83
258,3,5:40.0,Personal foul by G. Robinson (drawn by C. McCollum),,90,83
259,3,5:40.0,,Indiana full timeout,90,83
260,3,5:25.0,M. Plumlee makes 2-pt layup from 4 ft (assist by C. McCollum),,92,83
261,3,5:06.0,,P. George misses 2-pt jump shot from 18 ft,92,83
262,3,5:05.0,Defensive rebound by M. Plumlee,,92,83
263,3,4:57.0,C. McCollum makes 2-pt jump shot from 18 ft,,94,83
264,3,4:44.0,,Turnover by P. George (bad pass),94,83
265,3,4:44.0,E. Turner enters the game for M. Harkless,,94,83
266,3,4:31.0,Turnover by C. McCollum (bad pass; steal by M. Turner),,94,83
267,3,4:25.0,,T. Young makes 2-pt layup from 4 ft (assist by J. Teague),94,85
268,3,3:58.0,C. McCollum misses 2-pt jump shot from 20 ft,,94,85
269,3,3:57.0,Offensive rebound by C. McCollum,,94,85
270,3,3:46.0,,Offensive charge foul by M. Plumlee (drawn by T. Young),94,85
271,3,3:46.0,Turnover by M. Plumlee (offensive foul),,94,85
272,3,3:46.0,M. Leonard enters the game for M. Plumlee,,94,85
273,3,3:46.0,,R. Stuckey enters the game for G. Robinson,94,85
274,3,3:33.0,,T. Young makes 3-pt jump shot from 25 ft (assist by J. Teague),94,88
275,3,3:08.0,D. Lillard misses 3-pt jump shot from 26 ft (block by T. Young),,94,88
276,3,3:07.0,,Defensive rebound by M. Turner,94,88
277,3,3:00.0,,Turnover by R. Stuckey (bad pass; steal by E. Turner),94,88
278,3,2:53.0,Turnover by E. Turner (bad pass; steal by P. George),,94,88
279,3,2:45.0,,P. George misses 3-pt jump shot from 25 ft,94,88
280,3,2:45.0,Defensive rebound by M. Leonard,,94,88
281,3,2:37.0,Shooting foul by R. Stuckey (drawn by D. Lillard),,94,88
282,3,2:37.0,Portland full timeout,,94,88
283,3,2:37.0,D. Lillard makes free throw 1 of 2,,95,88
284,3,2:37.0,A. Crabbe enters the game for C. McCollum,,94,88
285,3,2:37.0,,C. Miles enters the game for P. George,94,88
286,3,2:37.0,,A. Brooks enters the game for J. Teague,94,88
287,3,2:37.0,D. Lillard makes free throw 2 of 2,,96,88
288,3,2:18.0,,R. Stuckey misses 3-pt jump shot from 26 ft,96,88
289,3,2:17.0,,Offensive rebound by T. Young,96,88
290,3,2:17.0,,T. Young makes 2-pt dunk from 2 ft,96,90
291,3,1:57.0,E. Turner misses 2-pt jump shot from 12 ft,,96,90
292,3,1:57.0,,Defensive rebound by R. Stuckey,96,90
293,3,1:38.0,Offensive charge foul by T. Young (drawn by D. Lillard),,96,90
294,3,1:38.0,,Turnover by T. Young (offensive foul),96,90
295,3,1:23.0,Turnover by E. Turner (back court),,96,90
296,3,1:11.0,,Turnover by R. Stuckey (bad pass; steal by A. Crabbe),96,90
297,3,1:00.0,E. Turner misses 2-pt jump shot from 6 ft (block by C. Miles),,96,90
298,3,1:00.0,Offensive rebound by Team,,96,90
299,3,0:52.0,M. Leonard misses 3-pt jump shot from 28 ft,,96,90
300,3,0:51.0,,Defensive rebound by R. Stuckey,96,90
301,3,0:41.0,,A. Brooks misses 2-pt jump shot from 20 ft,96,90
302,3,0:40.0,Defensive rebound by A. Crabbe,,96,90
303,3,0:31.0,D. Lillard makes 2-pt layup from 2 ft,,98,90
304,3,0:09.0,C. McCollum enters the game for D. Lillard,,98,90
305,3,0:06.0,,C. Miles misses 3-pt jump shot from 26 ft,98,90
306,3,0:02.0,,Offensive rebound by A. Brooks,98,90
307,3,0:00.0,,A. Brooks misses 3-pt jump shot from 28 ft,98,90
308,3,0:00.0,,Offensive rebound by Team,98,90
309,4,11:43.0,M. Leonard misses 2-pt jump shot from 19 ft,,98,90
310,4,11:42.0,,Defensive rebound by C. Miles,98,90
311,4,11:18.0,,A. Jefferson misses 2-pt jump shot from 9 ft,98,90
312,4,11:18.0,Defensive rebound by E. Davis,,98,90
313,4,11:06.0,A. Crabbe misses 2-pt jump shot from 20 ft,,98,90
314,4,11:05.0,,Defensive rebound by A. Brooks,98,90
315,4,10:56.0,,T. Young makes 3-pt jump shot from 25 ft (assist by A. Brooks),98,93
316,4,10:31.0,E. Turner misses 2-pt jump shot from 13 ft,,98,93
317,4,10:30.0,,Defensive rebound by A. Jefferson,98,93
318,4,10:16.0,,Shooting foul by M. Leonard (drawn by A. Jefferson),98,93
319,4,10:16.0,,A. Jefferson misses free throw 1 of 2,98,93
320,4,10:16.0,,Offensive rebound by Team,98,93
321,4,10:16.0,M. Harkless enters the game for E. Davis,,98,93
322,4,10:16.0,,A. Jefferson makes free throw 2 of 2,98,94
323,4,10:01.0,C. McCollum misses 2-pt jump shot from 19 ft,,98,94
324,4,10:01.0,,Defensive rebound by A. Jefferson,98,94
325,4,9:53.0,,Turnover by A. Brooks (traveling),98,94
326,4,9:39.0,M. Leonard misses 3-pt jump shot from 26 ft,,98,94
327,4,9:39.0,,Defensive rebound by A. Jefferson,98,94
328,4,9:34.0,,Shooting block foul by A. Crabbe (drawn by R. Stuckey),98,94
329,4,9:34.0,,R. Stuckey makes free throw 1 of 2,98,95
330,4,9:34.0,,R. Stuckey makes free throw 2 of 2,98,96
331,4,9:15.0,Turnover by A. Crabbe (bad pass),,98,96
332,4,8:52.0,,A. Brooks misses 2-pt layup from 2 ft,98,96
333,4,8:51.0,,Offensive rebound by T. Young,98,96
334,4,8:34.0,,A. Jefferson makes 2-pt layup from 2 ft (assist by A. Brooks),98,98
335,4,8:34.0,,Shooting foul by E. Turner (drawn by A. Jefferson),98,98
336,4,8:34.0,Official timeout,,98,98
337,4,8:34.0,,P. George enters the game for T. Young,98,98
338,4,8:34.0,,A. Jefferson makes free throw 1 of 1,98,99
339,4,8:19.0,C. McCollum makes 2-pt jump shot from 14 ft,,100,99
340,4,8:06.0,,Offensive foul by R. Stuckey (drawn by M. Leonard),100,99
341,4,8:06.0,,Turnover by R. Stuckey (offensive foul),100,99
342,4,8:06.0,D. Lillard enters the game for E. Turner,,100,99
343,4,7:53.0,C. McCollum makes 3-pt jump shot from 26 ft,,103,99
344,4,7:34.0,,A. Jefferson misses 2-pt jump shot from 10 ft,103,99
345,4,7:33.0,Defensive rebound by C. McCollum,,103,99
346,4,7:24.0,C. McCollum makes 2-pt jump shot from 7 ft,,105,99
347,4,7:16.0,,Indiana full timeout,105,99
348,4,7:16.0,,J. Teague enters the game for A. Jefferson,105,99
349,4,7:16.0,,M. Turner enters the game for A. Brooks,105,99
350,4,6:56.0,,Shooting foul by D. Lillard (drawn by M. Turner),105,99
351,4,6:56.0,,M. Turner makes free throw 1 of 3,105,100
352,4,6:56.0,,M. Turner makes free throw 2 of 3,105,101
353,4,6:56.0,,M. Turner misses free throw 3 of 3,105,101
354,4,6:56.0,Defensive rebound by A. Crabbe,,105,101
355,4,6:56.0,,T. Young enters the game for C. Miles,105,101
356,4,6:38.0,M. Leonard misses 3-pt jump shot from 25 ft,,105,101
357,4,6:37.0,,Defensive rebound by J. Teague,105,101
358,4,6:21.0,,P. George makes 2-pt jump shot from 11 ft,105,103
359,4,6:04.0,C. McCollum misses 2-pt layup from 3 ft,,105,103
360,4,6:03.0,,Defensive rebound by T. Young,105,103
361,4,5:46.0,,P. George misses 2-pt jump shot from 7 ft,105,103
362,4,5:46.0,,Offensive rebound by M. Turner,105,103
363,4,5:38.0,,J. Teague misses 2-pt layup from 3 ft,105,103
364,4,5:38.0,Defensive rebound by A. Crabbe,,105,103
365,4,5:20.0,C. McCollum misses 3-pt jump shot from 26 ft,,105,103
366,4,5:20.0,,Defensive rebound by T. Young,105,103
367,4,5:04.0,,P. George makes 2-pt jump shot from 21 ft,105,105
368,4,4:49.0,D. Lillard misses 3-pt jump shot from 25 ft,,105,105
369,4,4:48.0,,Defensive rebound by P. George,105,105
370,4,4:36.0,,P. George makes 2-pt jump shot from 17 ft,105,107
371,4,4:36.0,,Shooting foul by A. Crabbe (drawn by P. George),105,107
372,4,4:36.0,Portland full timeout,,105,107
373,4,4:36.0,E. Turner enters the game for A. Crabbe,,105,107
374,4,4:36.0,M. Plumlee enters the game for M. Leonard,,105,107
375,4,4:36.0,,P. George makes free throw 1 of 1,105,108
376,4,4:22.0,Turnover by D. Lillard (bad pass),,105,108
377,4,4:06.0,,P. George misses 2-pt layup from 1 ft,105,108
378,4,4:05.0,Defensive rebound by E. Turner,,105,108
379,4,4:00.0,Turnover by M. Harkless (bad pass; steal by P. George),,105,108
380,4,3:50.0,,P. George makes 2-pt jump shot from 16 ft,105,110
381,4,3:29.0,M. Harkless misses 3-pt jump shot from 26 ft,,105,110
382,4,3:29.0,,Defensive rebound by Team,105,110
383,4,3:29.0,E. Davis enters the game for E. Turner,,105,110
384,4,3:15.0,,Turnover by J. Teague (bad pass; steal by M. Harkless),105,110
385,4,3:07.0,Shooting foul by M. Turner (drawn by D. Lillard),,105,110
