,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
383,4,6:16.0,Personal foul by K. Olynyk (drawn by R. Gay),,76,83
384,4,6:08.0,G. Temple misses 2-pt layup from 2 ft,,76,83
385,4,6:07.0,,Defensive rebound by K. Olynyk,76,83
386,4,5:59.0,,I. Thomas misses 2-pt layup from 1 ft (block by M. Barnes),76,83
387,4,5:58.0,Defensive rebound by R. Gay,,76,83
388,4,5:53.0,Personal foul by J. Jerebko (drawn by O. Casspi),,76,83
389,4,5:46.0,D. Collison misses 3-pt jump shot from 26 ft,,76,83
390,4,5:45.0,,Defensive rebound by J. Jerebko,76,83
391,4,5:25.0,,I. Thomas misses 3-pt jump shot from 27 ft,76,83
392,4,5:24.0,Defensive rebound by O. Casspi,,76,83
393,4,5:17.0,M. Barnes misses 2-pt layup from 2 ft,,76,83
394,4,5:17.0,Offensive rebound by Team,,76,83
395,4,5:17.0,Technical foul by M. Barnes,,76,83
396,4,5:17.0,,I. Thomas makes technical free throw,76,84
397,4,5:17.0,D. Cousins enters the game for O. Casspi,,76,84
398,4,5:17.0,,A. Horford enters the game for K. Olynyk,76,84
399,4,5:17.0,,A. Bradley enters the game for J. Jerebko,76,84
400,4,5:14.0,Shooting foul by I. Thomas (drawn by D. Cousins),,76,84
401,4,5:14.0,D. Cousins makes free throw 1 of 2,,77,84
402,4,5:14.0,D. Cousins makes free throw 2 of 2,,78,84
403,4,5:00.0,,Turnover by A. Horford (lost ball),78,84
404,4,4:51.0,R. Gay makes 3-pt jump shot from 23 ft (assist by D. Cousins),,81,84
405,4,4:27.0,,J. Crowder makes 2-pt jump shot from 22 ft (assist by I. Thomas),81,86
406,4,4:05.0,M. Barnes makes 2-pt layup from 1 ft (assist by D. Cousins),,83,86
407,4,3:43.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by I. Thomas),83,89
408,4,3:21.0,D. Cousins makes 2-pt jump shot from 5 ft (assist by G. Temple),,85,89
409,4,3:04.0,,Shooting foul by D. Cousins (drawn by I. Thomas),85,89
410,4,3:04.0,,I. Thomas makes free throw 1 of 2,85,90
411,4,3:04.0,,I. Thomas misses free throw 2 of 2,85,90
412,4,3:04.0,Defensive rebound by D. Cousins,,85,90
413,4,3:04.0,,M. Smart enters the game for T. Rozier,85,90
414,4,2:41.0,D. Cousins misses 2-pt layup from 2 ft,,85,90
415,4,2:39.0,Offensive rebound by D. Cousins,,85,90
416,4,2:27.0,D. Cousins misses 2-pt hook shot from 7 ft,,85,90
417,4,2:26.0,,Defensive rebound by A. Bradley,85,90
418,4,2:08.0,,I. Thomas misses 2-pt layup from 2 ft,85,90
419,4,2:07.0,Defensive rebound by R. Gay,,85,90
420,4,1:58.0,R. Gay misses 3-pt jump shot from 26 ft,,85,90
421,4,1:57.0,Offensive rebound by M. Barnes,,85,90
422,4,1:55.0,M. Barnes misses 2-pt layup from 1 ft,,85,90
423,4,1:55.0,,Defensive rebound by A. Horford,85,90
424,4,1:54.0,,Personal foul by D. Cousins (drawn by I. Thomas),85,90
425,4,1:54.0,Official timeout,,85,90
426,4,1:33.0,,I. Thomas misses 2-pt layup from 3 ft,85,90
427,4,1:32.0,Defensive rebound by M. Barnes,,85,90
428,4,1:31.0,Shooting foul by M. Smart (drawn by D. Collison),,85,90
429,4,1:31.0,D. Collison makes free throw 1 of 2,,86,90
430,4,1:31.0,D. Collison makes free throw 2 of 2,,87,90
431,4,1:15.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Crowder),87,93
432,4,1:01.0,D. Collison misses 2-pt layup from 1 ft,,87,93
433,4,1:00.0,Offensive rebound by Team,,87,93
434,4,1:00.0,Sacramento full timeout,,87,93
435,4,1:00.0,Shooting foul by A. Bradley (drawn by D. Cousins),,87,93
436,4,1:00.0,D. Cousins misses free throw 1 of 3,,87,93
437,4,1:00.0,Offensive rebound by Team,,87,93
438,4,1:00.0,D. Cousins makes free throw 2 of 3,,88,93
439,4,1:00.0,,J. Jerebko enters the game for I. Thomas,87,93
440,4,1:00.0,,I. Thomas enters the game for J. Jerebko,88,93
441,4,1:00.0,D. Cousins makes free throw 3 of 3,,89,93
442,4,0:46.0,,Shooting block foul by D. Collison (drawn by I. Thomas),89,93
443,4,0:46.0,,I. Thomas makes free throw 1 of 2,89,94
444,4,0:46.0,,I. Thomas makes free throw 2 of 2,89,95
445,4,0:39.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by D. Collison),,92,95
446,4,0:32.0,,Boston full timeout,92,95
447,4,0:16.0,,I. Thomas misses 2-pt jump shot from 20 ft (block by D. Cousins),92,95
448,4,0:15.0,Defensive rebound by M. Barnes,,92,95
449,4,0:10.0,Sacramento full timeout,,92,95
450,4,0:10.0,,T. Rozier enters the game for I. Thomas,92,95
451,4,0:06.0,D. Cousins misses 3-pt jump shot from 26 ft (block by A. Horford),,92,95
452,4,0:05.0,,Defensive rebound by A. Horford,92,95
453,4,0:05.0,,Personal foul by G. Temple (drawn by A. Horford),92,95
454,4,0:05.0,,A. Horford makes free throw 1 of 2,92,96
455,4,0:05.0,,J. Jerebko enters the game for T. Rozier,92,96
456,4,0:05.0,,A. Horford makes free throw 2 of 2,92,97
457,4,0:05.0,Sacramento full timeout,,92,97
458,4,0:02.0,D. Collison misses 3-pt jump shot from 25 ft,,92,97
459,4,0:01.0,,Defensive rebound by J. Jerebko,92,97
