,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
0,1,11:45.0,A. Davis misses 2-pt hook shot from 6 ft,,0,0
1,1,11:44.0,,Defensive rebound by A. Bogut,0,0
2,1,11:33.0,,H. Barnes makes 2-pt layup from 1 ft (assist by A. Bogut),0,2
3,1,11:16.0,A. Davis makes 2-pt jump shot from 13 ft (assist by E. Moore),,2,2
4,1,11:16.0,Shooting foul by D. Finney-Smith (drawn by A. Davis),,2,2
5,1,11:16.0,A. Davis makes free throw 1 of 1,,3,2
6,1,11:05.0,,D. Williams makes 2-pt jump shot from 16 ft (assist by W. Matthews),3,4
7,1,10:58.0,Shooting foul by D. Williams (drawn by T. Frazier),,3,4
8,1,10:58.0,T. Frazier makes free throw 1 of 2,,4,4
9,1,10:58.0,T. Frazier makes free throw 2 of 2,,5,4
10,1,10:36.0,,D. Finney-Smith misses 2-pt jump shot from 4 ft (block by S. Hill),5,4
11,1,10:34.0,Defensive rebound by S. Hill,,5,4
12,1,10:24.0,E. Moore misses 3-pt jump shot from 22 ft,,5,4
13,1,10:23.0,Offensive rebound by Ö. Aşık,,5,4
14,1,10:18.0,A. Davis misses 2-pt jump shot from 17 ft,,5,4
15,1,10:17.0,,Defensive rebound by D. Williams,5,4
16,1,10:12.0,,D. Finney-Smith makes 2-pt layup from 1 ft (assist by D. Williams),5,6
17,1,10:00.0,Ö. Aşık makes 2-pt dunk at rim (assist by T. Frazier),,7,6
18,1,9:47.0,,H. Barnes misses 2-pt jump shot from 23 ft,7,6
19,1,9:47.0,Defensive rebound by Ö. Aşık,,7,6
20,1,9:39.0,T. Frazier misses 2-pt jump shot from 9 ft,,7,6
21,1,9:38.0,Offensive rebound by Ö. Aşık,,7,6
22,1,9:22.0,E. Moore misses 2-pt jump shot from 16 ft,,7,6
23,1,9:21.0,Offensive rebound by E. Moore,,7,6
24,1,9:14.0,E. Moore misses 2-pt layup from 3 ft (block by D. Finney-Smith),,7,6
25,1,9:13.0,,Defensive rebound by H. Barnes,7,6
26,1,9:07.0,,D. Williams misses 3-pt jump shot from 25 ft,7,6
27,1,9:06.0,,Offensive rebound by A. Bogut,7,6
28,1,9:03.0,,W. Matthews misses 3-pt jump shot from 26 ft,7,6
29,1,9:03.0,,Offensive rebound by D. Finney-Smith,7,6
30,1,8:47.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by H. Barnes),7,9
31,1,8:42.0,New Orleans full timeout,,7,9
32,1,8:42.0,,D. Powell enters the game for A. Bogut,7,9
33,1,8:22.0,E. Moore misses 2-pt jump shot from 15 ft,,7,9
34,1,8:21.0,Offensive rebound by E. Moore,,7,9
35,1,8:08.0,A. Davis makes 2-pt hook shot from 11 ft,,9,9
36,1,7:48.0,,D. Williams misses 2-pt jump shot from 19 ft,9,9
37,1,7:48.0,Defensive rebound by Ö. Aşık,,9,9
38,1,7:40.0,Turnover by S. Hill (lost ball; steal by D. Powell),,9,9
39,1,7:32.0,,D. Williams makes 2-pt jump shot from 10 ft (assist by W. Matthews),9,11
40,1,7:16.0,A. Davis makes 2-pt hook shot from 7 ft,,11,11
41,1,7:02.0,,Turnover by D. Williams (bad pass; steal by S. Hill),11,11
42,1,6:48.0,A. Davis makes 2-pt jump shot from 12 ft,,13,11
43,1,6:24.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),13,14
44,1,6:12.0,Personal foul by W. Matthews (drawn by A. Davis),,13,14
45,1,6:12.0,,A. Bogut enters the game for H. Barnes,13,14
46,1,6:04.0,Shooting foul by D. Powell (drawn by A. Davis),,13,14
47,1,6:04.0,A. Davis makes free throw 1 of 2,,14,14
48,1,6:04.0,A. Davis makes free throw 2 of 2,,15,14
49,1,5:52.0,,Def 3 sec tech foul by Ö. Aşık,15,14
50,1,5:52.0,,D. Williams makes technical free throw,15,15
51,1,5:43.0,,W. Matthews misses 2-pt jump shot from 3 ft (block by E. Moore),15,15
52,1,5:41.0,Defensive rebound by E. Moore,,15,15
53,1,5:33.0,A. Davis misses 2-pt jump shot from 4 ft,,15,15
54,1,5:31.0,,Defensive rebound by A. Bogut,15,15
55,1,5:25.0,,Turnover by D. Williams (bad pass; steal by T. Frazier),15,15
56,1,5:17.0,Turnover by T. Frazier (bad pass; steal by D. Powell),,15,15
