,QUARTER,TIME_REMAINING,DALLAS_ACTION,MIAMI_ACTION,DALLAS_SCORE,MIAMI_SCORE
0,1,11:44.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Waiters),0,2
1,1,11:44.0,,Shooting foul by D. Williams (drawn by H. Whiteside),0,2
2,1,11:44.0,,H. Whiteside makes free throw 1 of 1,0,3
3,1,11:26.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,0,3
4,1,11:25.0,,Defensive rebound by R. McGruder,0,3
5,1,11:16.0,,G. Dragić misses 2-pt jump shot from 6 ft,0,3
6,1,11:15.0,Defensive rebound by W. Matthews,,0,3
7,1,11:08.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,0,3
8,1,11:07.0,,Defensive rebound by L. Babbitt,0,3
9,1,10:54.0,,H. Whiteside makes 2-pt layup from 2 ft,0,5
10,1,10:40.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Williams),,2,5
11,1,10:25.0,,H. Whiteside misses 2-pt jump shot from 10 ft,2,5
12,1,10:24.0,Defensive rebound by H. Barnes,,2,5
13,1,10:10.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,2,5
14,1,10:09.0,,Defensive rebound by H. Whiteside,2,5
15,1,9:46.0,,H. Whiteside makes 2-pt hook shot from 8 ft,2,7
16,1,9:25.0,H. Barnes makes 2-pt jump shot from 7 ft,,4,7
17,1,9:04.0,,Turnover by H. Whiteside (lost ball; steal by D. Nowitzki),4,7
18,1,8:49.0,Personal foul by H. Whiteside (drawn by D. Nowitzki),,4,7
19,1,8:43.0,D. Williams misses 3-pt jump shot from 24 ft,,4,7
20,1,8:42.0,,Defensive rebound by Team,4,7
21,1,8:42.0,,J. Johnson enters the game for H. Whiteside,4,7
22,1,8:28.0,,G. Dragić makes 2-pt layup from 3 ft,4,9
23,1,8:28.0,,Shooting foul by D. Nowitzki (drawn by G. Dragić),4,9
24,1,8:28.0,S. Mejri enters the game for D. Nowitzki,,4,9
25,1,8:28.0,,G. Dragić makes free throw 1 of 1,4,10
26,1,8:09.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Williams),,7,10
27,1,7:44.0,,D. Waiters makes 2-pt jump shot from 17 ft (assist by R. McGruder),7,12
28,1,7:36.0,Shooting foul by G. Dragić (drawn by D. Williams),,7,12
29,1,7:36.0,D. Williams makes free throw 1 of 2,,8,12
30,1,7:36.0,D. Williams misses free throw 2 of 2,,8,12
31,1,7:36.0,D. Powell enters the game for S. Mejri,,8,12
32,1,7:35.0,,Defensive rebound by L. Babbitt,8,12
33,1,7:22.0,,L. Babbitt misses 3-pt jump shot from 25 ft,8,12
34,1,7:21.0,Defensive rebound by W. Matthews,,8,12
35,1,7:04.0,W. Matthews misses 2-pt jump shot from 9 ft,,8,12
36,1,7:03.0,,Defensive rebound by G. Dragić,8,12
37,1,6:57.0,,D. Waiters makes 2-pt layup from 1 ft,8,14
38,1,6:57.0,Dallas full timeout,,8,14
39,1,6:45.0,Personal foul by R. McGruder (drawn by D. Powell),,8,14
40,1,6:33.0,W. Matthews makes 2-pt layup from 2 ft,,10,14
41,1,6:09.0,,D. Waiters makes 2-pt layup from 3 ft,10,16
42,1,5:56.0,S. Curry misses 2-pt jump shot from 18 ft,,10,16
43,1,5:55.0,,Defensive rebound by J. Johnson,10,16
44,1,5:48.0,,D. Waiters misses 2-pt layup from 3 ft (block by D. Powell),10,16
45,1,5:47.0,,Offensive rebound by R. McGruder,10,16
46,1,5:43.0,,G. Dragić makes 2-pt layup from 1 ft,10,18
47,1,5:19.0,H. Barnes makes 2-pt jump shot from 20 ft,,12,18
48,1,5:01.0,,R. McGruder misses 2-pt jump shot from 22 ft,12,18
49,1,5:00.0,Defensive rebound by H. Barnes,,12,18
50,1,4:50.0,H. Barnes misses 3-pt jump shot from 25 ft,,12,18
51,1,4:49.0,,Defensive rebound by L. Babbitt,12,18
52,1,4:26.0,,J. Johnson makes 2-pt jump shot from 11 ft,12,20
53,1,4:10.0,H. Barnes misses 3-pt jump shot from 25 ft,,12,20
54,1,4:09.0,,Defensive rebound by G. Dragić,12,20
55,1,3:52.0,,D. Waiters misses 2-pt jump shot from 19 ft,12,20
56,1,3:51.0,Defensive rebound by D. Powell,,12,20
57,1,3:42.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Williams),,15,20
58,1,3:41.0,,Miami full timeout,15,20
59,1,3:41.0,S. Mejri enters the game for H. Barnes,,15,20
60,1,3:41.0,D. Harris enters the game for S. Curry,,15,20
61,1,3:41.0,D. Nowitzki enters the game for D. Williams,,15,20
62,1,3:41.0,J. Barea enters the game for D. Powell,,15,20
63,1,3:41.0,,H. Whiteside enters the game for R. McGruder,15,20
64,1,3:41.0,,T. Johnson enters the game for L. Babbitt,15,20
65,1,3:41.0,,W. Ellington enters the game for G. Dragić,15,20
66,1,3:26.0,,J. Johnson misses 3-pt jump shot from 24 ft,15,20
67,1,3:25.0,Defensive rebound by S. Mejri,,15,20
68,1,3:07.0,D. Nowitzki makes 2-pt jump shot from 10 ft,,17,20
69,1,2:51.0,,T. Johnson makes 2-pt jump shot from 19 ft (assist by J. Johnson),17,22
70,1,2:33.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,17,22
71,1,2:32.0,,Defensive rebound by Team,17,22
72,1,2:14.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by T. Johnson),17,24
73,1,1:50.0,S. Mejri makes 2-pt dunk at rim,,19,24
74,1,1:40.0,,Offensive foul by H. Whiteside (drawn by S. Mejri),19,24
75,1,1:40.0,,Turnover by H. Whiteside (offensive foul),19,24
76,1,1:40.0,,W. Reed enters the game for H. Whiteside,19,24
77,1,1:30.0,D. Harris misses 2-pt layup from 2 ft,,19,24
78,1,1:29.0,,Defensive rebound by T. Johnson,19,24
79,1,1:24.0,,T. Johnson makes 2-pt layup from 1 ft,19,26
80,1,1:04.0,J. Barea misses 3-pt jump shot from 25 ft,,19,26
81,1,1:03.0,,Defensive rebound by W. Reed,19,26
82,1,0:52.0,,W. Reed makes 2-pt layup from 1 ft (assist by J. Johnson),19,28
83,1,0:52.0,Dallas full timeout,,19,28
84,1,0:52.0,,G. Dragić enters the game for D. Waiters,19,28
85,1,0:52.0,D. Powell enters the game for W. Matthews,,19,28
86,1,0:52.0,D. Finney-Smith enters the game for S. Mejri,,19,28
87,1,0:34.0,Inbound foul by G. Dragić,,19,28
88,1,0:34.0,,O. White enters the game for G. Dragić,19,28
89,1,0:34.0,D. Nowitzki makes free throw 1 of 1,,20,28
90,1,0:23.0,D. Nowitzki makes 2-pt jump shot from 18 ft,,22,28
91,1,0:23.0,Shooting foul by W. Ellington (drawn by D. Nowitzki),,22,28
92,1,0:23.0,D. Nowitzki misses free throw 1 of 1,,22,28
93,1,0:22.0,,Defensive rebound by J. Johnson,22,28
94,1,0:06.0,,Shooting foul by D. Nowitzki (drawn by W. Reed),22,28
95,1,0:06.0,,W. Reed misses free throw 1 of 2,22,28
96,1,0:06.0,,Offensive rebound by Team,22,28
97,1,0:06.0,H. Barnes enters the game for D. Nowitzki,,22,28
98,1,0:06.0,W. Matthews enters the game for D. Finney-Smith,,22,28
99,1,0:06.0,,W. Reed makes free throw 2 of 2,22,29
100,1,0:02.0,D. Harris misses 2-pt layup from 1 ft (block by W. Reed),,22,29
101,1,0:01.0,Offensive rebound by D. Powell,,22,29
102,1,0:01.0,D. Powell misses 2-pt layup from 2 ft,,22,29
103,1,0:00.0,,Defensive rebound by J. Johnson,22,29
104,2,11:37.0,J. Barea makes 3-pt jump shot from 24 ft,,25,29
105,2,11:24.0,,Personal foul by D. Finney-Smith (drawn by W. Reed),25,29
106,2,11:14.0,,W. Ellington misses 3-pt jump shot from 26 ft,25,29
107,2,11:13.0,Defensive rebound by D. Powell,,25,29
108,2,11:04.0,Turnover by J. Barea (bad pass; steal by W. Reed),,25,29
109,2,10:42.0,,W. Ellington misses 2-pt jump shot from 14 ft,25,29
110,2,10:41.0,,Offensive rebound by W. Ellington,25,29
111,2,10:37.0,,Turnover by T. Johnson (lost ball),25,29
112,2,10:37.0,D. Nowitzki enters the game for D. Powell,,25,29
113,2,10:20.0,H. Barnes makes 2-pt layup from 1 ft,,27,29
114,2,10:04.0,,T. Johnson makes 2-pt layup from 3 ft,27,31
115,2,9:49.0,H. Barnes makes 2-pt layup from 1 ft (assist by D. Finney-Smith),,29,31
116,2,9:38.0,,Turnover by J. Johnson (bad pass; steal by D. Nowitzki),29,31
117,2,9:33.0,D. Harris misses 2-pt layup from 2 ft,,29,31
118,2,9:32.0,,Defensive rebound by W. Reed,29,31
119,2,9:24.0,,O. White misses 3-pt jump shot from 23 ft,29,31
120,2,9:23.0,Defensive rebound by D. Finney-Smith,,29,31
121,2,9:07.0,H. Barnes makes 2-pt jump shot from 14 ft,,31,31
122,2,9:05.0,,Miami full timeout,31,31
123,2,9:05.0,,G. Dragić enters the game for T. Johnson,31,31
124,2,8:45.0,,Turnover by J. Johnson (bad pass; steal by H. Barnes),31,31
125,2,8:38.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,31,31
126,2,8:37.0,Offensive rebound by Team,,31,31
127,2,8:37.0,,R. McGruder enters the game for J. Johnson,31,31
128,2,8:25.0,J. Barea makes 3-pt jump shot from 25 ft (assist by D. Harris),,34,31
129,2,8:05.0,,G. Dragić makes 3-pt jump shot from 25 ft,34,34
130,2,7:50.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by J. Barea),,36,34
131,2,7:34.0,,Offensive foul by O. White (drawn by J. Barea),36,34
132,2,7:34.0,,Turnover by O. White (offensive foul),36,34
133,2,7:34.0,J. Anderson enters the game for H. Barnes,,36,34
134,2,7:34.0,,H. Whiteside enters the game for W. Reed,36,34
135,2,7:20.0,J. Barea misses 3-pt jump shot from 24 ft,,36,34
