,QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
53,1,5:17.0,,J. Crowder makes 2-pt jump shot from 10 ft (assist by T. Zeller),13,12
54,1,4:57.0,P. George makes 2-pt hook shot from 8 ft (assist by J. Teague),,15,12
55,1,4:41.0,,J. Crowder makes 2-pt jump shot from 13 ft (assist by A. Bradley),15,14
56,1,4:32.0,Personal foul by J. Crowder,,15,14
57,1,4:32.0,,M. Smart enters the game for A. Bradley,15,14
58,1,4:32.0,M. Ellis enters the game for C. Miles,,15,14
59,1,4:21.0,Turnover by P. George (back court),,15,14
60,1,4:03.0,,A. Johnson misses 3-pt jump shot from 25 ft,15,14
61,1,4:02.0,Defensive rebound by P. George,,15,14
62,1,3:48.0,P. George misses 2-pt jump shot from 20 ft,,15,14
63,1,3:47.0,,Defensive rebound by J. Crowder,15,14
64,1,3:39.0,,I. Thomas misses 2-pt layup from 2 ft (block by M. Turner),15,14
65,1,3:38.0,,Offensive rebound by Team,15,14
66,1,3:38.0,L. Allen enters the game for T. Young,,15,14
67,1,3:38.0,,K. Olynyk enters the game for A. Johnson,15,14
68,1,3:27.0,,Turnover by J. Crowder (bad pass; steal by M. Turner),15,14
69,1,3:17.0,J. Teague misses 2-pt jump shot from 16 ft,,15,14
70,1,3:15.0,Offensive rebound by L. Allen,,15,14
71,1,3:10.0,M. Ellis misses 2-pt jump shot from 17 ft,,15,14
72,1,3:09.0,Offensive rebound by L. Allen,,15,14
73,1,3:06.0,,J. Brown enters the game for I. Thomas,15,14
74,1,3:06.0,,Violation by Team (jump ball),15,14
75,1,2:55.0,M. Ellis misses 2-pt hook shot from 9 ft,,15,14
76,1,2:54.0,Offensive rebound by L. Allen,,15,14
77,1,2:45.0,P. George makes 2-pt jump shot from 15 ft,,17,14
78,1,2:25.0,,J. Brown makes 2-pt jump shot from 14 ft,17,16
79,1,2:21.0,Indiana full timeout,,17,16
80,1,2:21.0,A. Brooks enters the game for M. Turner,,17,16
81,1,2:21.0,A. Jefferson enters the game for J. Teague,,17,16
82,1,2:10.0,P. George misses 2-pt jump shot from 17 ft,,17,16
83,1,2:09.0,,Defensive rebound by J. Brown,17,16
84,1,1:53.0,,J. Crowder misses 2-pt jump shot from 20 ft,17,16
85,1,1:52.0,Defensive rebound by A. Brooks,,17,16
86,1,1:37.0,P. George misses 3-pt jump shot from 25 ft,,17,16
87,1,1:36.0,,Defensive rebound by K. Olynyk,17,16
88,1,1:14.0,,M. Smart misses 3-pt jump shot from 26 ft,17,16
89,1,1:13.0,Defensive rebound by A. Jefferson,,17,16
90,1,1:00.0,M. Ellis misses 2-pt jump shot from 20 ft,,17,16
91,1,1:00.0,,Defensive rebound by T. Zeller,17,16
92,1,0:49.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by M. Smart),17,19
93,1,0:28.0,A. Jefferson misses 2-pt jump shot from 11 ft (block by T. Zeller),,17,19
94,1,0:27.0,,Defensive rebound by T. Zeller,17,19
95,1,0:19.0,,T. Zeller misses 2-pt jump shot from 19 ft,17,19
96,1,0:16.0,,Offensive rebound by J. Brown,17,19
97,1,0:14.0,,J. Brown makes 2-pt jump shot from 6 ft,17,21
98,1,0:02.0,Shooting foul by T. Zeller (drawn by P. George),,17,21
99,1,0:02.0,P. George makes free throw 1 of 2,,18,21
100,1,0:02.0,G. Robinson enters the game for A. Brooks,,18,21
101,1,0:02.0,P. George makes free throw 2 of 2,,19,21
102,1,0:02.0,,Turnover by M. Smart (bad pass; steal by A. Jefferson),19,21
103,2,11:39.0,,M. Smart misses 2-pt layup from 2 ft,19,21
104,2,11:38.0,,Offensive rebound by A. Horford,19,21
105,2,11:38.0,,A. Horford misses 2-pt layup from 2 ft,19,21
106,2,11:36.0,Defensive rebound by L. Allen,,19,21
107,2,11:15.0,M. Ellis makes 2-pt jump shot from 21 ft,,21,21
108,2,11:09.0,,J. Brown misses 3-pt jump shot from 26 ft,21,21
109,2,11:07.0,Defensive rebound by L. Allen,,21,21
110,2,10:55.0,L. Allen misses 2-pt jump shot from 20 ft,,21,21
111,2,10:54.0,,Defensive rebound by A. Horford,21,21
112,2,10:36.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Horford),21,24
113,2,10:13.0,A. Brooks makes 2-pt hook shot from 10 ft,,23,24
114,2,9:54.0,,M. Smart misses 3-pt jump shot from 25 ft,23,24
115,2,9:53.0,,Offensive rebound by A. Horford,23,24
116,2,9:51.0,,A. Horford misses 2-pt hook shot from 2 ft,23,24
117,2,9:50.0,Defensive rebound by L. Allen,,23,24
118,2,9:32.0,G. Robinson misses 2-pt jump shot from 16 ft,,23,24
119,2,9:31.0,,Defensive rebound by A. Horford,23,24
120,2,9:17.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by J. Brown),23,27
121,2,8:58.0,Turnover by A. Jefferson (lost ball; steal by A. Bradley),,23,27
122,2,8:54.0,,A. Bradley makes 2-pt layup from 2 ft,23,29
123,2,8:39.0,Shooting foul by M. Smart (drawn by A. Brooks),,23,29
124,2,8:39.0,Official timeout,,23,29
125,2,8:39.0,A. Brooks misses free throw 1 of 2,,23,29
126,2,8:39.0,Offensive rebound by Team,,23,29
127,2,8:39.0,M. Turner enters the game for L. Allen,,23,29
128,2,8:39.0,T. Young enters the game for A. Jefferson,,23,29
129,2,8:39.0,A. Brooks makes free throw 2 of 2,,24,29
130,2,8:25.0,,Turnover by M. Smart (lost ball; steal by A. Brooks),24,29
131,2,8:19.0,Turnover by M. Ellis (traveling),,24,29
132,2,8:07.0,,Turnover by K. Olynyk (bad pass; steal by M. Ellis),24,29
133,2,8:03.0,M. Ellis misses 2-pt layup at rim,,24,29
134,2,8:02.0,Offensive rebound by G. Robinson,,24,29
135,2,8:01.0,G. Robinson misses 2-pt layup at rim,,24,29
136,2,7:59.0,,Defensive rebound by M. Smart,24,29
137,2,7:57.0,,Turnover by M. Smart (lost ball; steal by M. Ellis),24,29
138,2,7:54.0,Offensive foul by M. Ellis (drawn by M. Smart),,24,29
139,2,7:54.0,Turnover by M. Ellis (offensive foul),,24,29
140,2,7:54.0,,I. Thomas enters the game for J. Brown,24,29
141,2,7:40.0,,A. Bradley misses 2-pt layup from 3 ft,24,29
142,2,7:39.0,,Offensive rebound by A. Bradley,24,29
143,2,7:39.0,,A. Bradley makes 2-pt layup at rim,24,31
144,2,7:18.0,M. Turner misses 2-pt jump shot from 16 ft,,24,31
145,2,7:17.0,,Defensive rebound by A. Bradley,24,31
146,2,7:04.0,,I. Thomas misses 3-pt jump shot from 26 ft,24,31
147,2,7:03.0,Defensive rebound by M. Turner,,24,31
148,2,6:39.0,M. Ellis makes 3-pt jump shot from 28 ft,,27,31
149,2,6:29.0,,Personal foul by M. Turner (drawn by A. Horford),27,31
150,2,6:29.0,J. Teague enters the game for A. Brooks,,27,31
151,2,6:29.0,P. George enters the game for G. Robinson,,27,31
152,2,6:18.0,,A. Horford makes 2-pt jump shot from 9 ft,27,33
153,2,6:18.0,,Shooting foul by M. Turner (drawn by A. Horford),27,33
154,2,6:18.0,R. Christmas enters the game for M. Turner,,27,33
155,2,6:18.0,,A. Horford makes free throw 1 of 1,27,34
156,2,6:04.0,J. Teague makes 2-pt jump shot from 7 ft,,29,34
157,2,5:51.0,,I. Thomas misses 2-pt layup from 1 ft,29,34
158,2,5:50.0,Defensive rebound by T. Young,,29,34
159,2,5:44.0,M. Ellis misses 2-pt layup from 1 ft,,29,34
160,2,5:42.0,,Defensive rebound by K. Olynyk,29,34
161,2,5:34.0,,A. Horford misses 3-pt jump shot from 26 ft,29,34
162,2,5:33.0,,Offensive rebound by K. Olynyk,29,34
163,2,5:29.0,,Turnover by I. Thomas (bad pass; steal by P. George),29,34
164,2,5:20.0,P. George makes 3-pt jump shot from 26 ft (assist by M. Ellis),,32,34
165,2,5:19.0,,Boston full timeout,32,34
166,2,5:19.0,,A. Johnson enters the game for A. Horford,32,34
167,2,5:19.0,,J. Crowder enters the game for M. Smart,32,34
168,2,5:19.0,C. Miles enters the game for M. Ellis,,32,34
169,2,5:07.0,,Turnover by K. Olynyk (bad pass; steal by P. George),32,34
170,2,5:01.0,P. George makes 3-pt jump shot from 25 ft (assist by T. Young),,35,34
171,2,4:43.0,,Personal foul by R. Christmas (drawn by I. Thomas),35,34
172,2,4:35.0,,Shooting foul by C. Miles (drawn by I. Thomas),35,34
173,2,4:35.0,,I. Thomas makes free throw 1 of 2,35,35
174,2,4:35.0,,I. Thomas makes free throw 2 of 2,35,36
175,2,4:18.0,Shooting foul by I. Thomas (drawn by J. Teague),,35,36
176,2,4:18.0,J. Teague makes free throw 1 of 2,,36,36
177,2,4:18.0,J. Teague makes free throw 2 of 2,,37,36
178,2,3:55.0,,K. Olynyk makes 2-pt jump shot from 7 ft,37,38
179,2,3:36.0,T. Young misses 3-pt jump shot from 23 ft,,37,38
180,2,3:35.0,,Defensive rebound by A. Bradley,37,38
181,2,3:23.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by K. Olynyk),37,41
182,2,3:05.0,P. George misses 3-pt jump shot from 26 ft,,37,41
183,2,3:03.0,,Defensive rebound by J. Crowder,37,41
184,2,2:55.0,,A. Johnson misses 2-pt layup from 3 ft (block by T. Young),37,41
185,2,2:54.0,,Offensive rebound by A. Johnson,37,41
186,2,2:51.0,,I. Thomas makes 3-pt jump shot from 27 ft (assist by K. Olynyk),37,44
187,2,2:45.0,Indiana full timeout,,37,44
188,2,2:36.0,C. Miles makes 3-pt jump shot from 26 ft (assist by J. Teague),,40,44
189,2,2:11.0,,I. Thomas makes 2-pt layup from 1 ft,40,46
190,2,1:54.0,P. George misses 3-pt jump shot from 27 ft,,40,46
191,2,1:53.0,,Defensive rebound by K. Olynyk,40,46
192,2,1:46.0,,Turnover by J. Crowder (bad pass; steal by T. Young),40,46
193,2,1:30.0,T. Young misses 2-pt jump shot from 6 ft (block by I. Thomas),,40,46
194,2,1:29.0,,Defensive rebound by A. Johnson,40,46
195,2,1:23.0,,J. Crowder misses 2-pt jump shot from 20 ft,40,46
196,2,1:22.0,Defensive rebound by J. Teague,,40,46
197,2,1:11.0,J. Teague misses 2-pt jump shot from 11 ft,,40,46
198,2,1:10.0,Offensive rebound by R. Christmas,,40,46
199,2,1:03.0,T. Young makes 2-pt dunk at rim (assist by P. George),,42,46
200,2,1:02.0,,Boston full timeout,42,46
201,2,1:02.0,,A. Horford enters the game for A. Bradley,42,46
202,2,1:02.0,,M. Smart enters the game for K. Olynyk,42,46
203,2,0:54.0,,Turnover by A. Horford (lost ball; steal by P. George),42,46
204,2,0:50.0,Personal foul by M. Smart (drawn by T. Young),,42,46
205,2,0:35.0,P. George misses 3-pt jump shot from 26 ft,,42,46
206,2,0:34.0,,Defensive rebound by J. Crowder,42,46
207,2,0:29.0,Offensive charge foul by I. Thomas (drawn by J. Teague),,42,46
208,2,0:29.0,,Turnover by I. Thomas (offensive foul),42,46
209,2,0:24.0,Indiana full timeout,,42,46
210,2,0:24.0,,A. Bradley enters the game for I. Thomas,42,46
211,2,0:09.0,Turnover by P. George (offensive foul),,42,46
212,2,0:09.0,Offensive foul by P. George (drawn by M. Smart),,42,46
213,2,0:09.0,,I. Thomas enters the game for M. Smart,42,46
214,2,0:09.0,,K. Olynyk enters the game for A. Johnson,42,46
215,2,0:09.0,G. Robinson enters the game for P. George,,42,46
216,2,0:01.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by I. Thomas),42,49
217,3,11:42.0,,J. Crowder misses 2-pt layup from 2 ft,42,49
218,3,11:41.0,Defensive rebound by M. Turner,,42,49
219,3,11:33.0,T. Young makes 2-pt layup from 3 ft (assist by J. Teague),,44,49
220,3,11:21.0,,I. Thomas makes 3-pt jump shot from 25 ft,44,52
221,3,11:06.0,Personal foul by I. Thomas (drawn by J. Teague),,44,52
222,3,10:53.0,Turnover by P. George (lost ball; steal by A. Horford),,44,52
223,3,10:47.0,,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),44,54
224,3,10:25.0,T. Young makes 2-pt hook shot from 5 ft (assist by M. Turner),,46,54
225,3,10:13.0,,I. Thomas makes 3-pt jump shot from 24 ft,46,57
226,3,9:59.0,Shooting foul by A. Bradley (drawn by P. George),,46,57
227,3,9:59.0,P. George makes free throw 1 of 2,,47,57
228,3,9:59.0,P. George makes free throw 2 of 2,,48,57
229,3,9:45.0,,A. Johnson misses 2-pt layup from 2 ft (block by T. Young),48,57
230,3,9:44.0,Defensive rebound by T. Young,,48,57
231,3,9:38.0,J. Teague makes 2-pt layup from 1 ft,,50,57
232,3,9:21.0,,A. Bradley makes 2-pt jump shot from 23 ft (assist by A. Horford),50,59
233,3,8:55.0,P. George makes 2-pt jump shot from 22 ft,,52,59
234,3,8:42.0,,J. Crowder misses 3-pt jump shot from 25 ft,52,59
235,3,8:41.0,Defensive rebound by M. Turner,,52,59
236,3,8:31.0,Turnover by J. Teague (lost ball),,52,59
237,3,8:13.0,,I. Thomas misses 3-pt jump shot from 26 ft,52,59
238,3,8:11.0,,Offensive rebound by A. Bradley,52,59
239,3,8:10.0,,A. Bradley makes 2-pt layup from 1 ft,52,61
240,3,8:05.0,Indiana full timeout,,52,61
241,3,7:54.0,Turnover by J. Teague (lost ball),,52,61
242,3,7:41.0,,A. Bradley misses 3-pt jump shot from 26 ft,52,61
243,3,7:40.0,Defensive rebound by P. George,,52,61
244,3,7:32.0,Shooting foul by A. Bradley (drawn by P. George),,52,61
245,3,7:32.0,P. George makes free throw 1 of 2,,53,61
246,3,7:32.0,P. George makes free throw 2 of 2,,54,61
247,3,7:12.0,,I. Thomas makes 2-pt jump shot from 11 ft (assist by A. Johnson),54,63
248,3,6:58.0,C. Miles misses 2-pt jump shot from 21 ft,,54,63
249,3,6:57.0,,Defensive rebound by A. Bradley,54,63
250,3,6:47.0,,I. Thomas misses 2-pt layup from 2 ft,54,63
251,3,6:46.0,,Offensive rebound by A. Johnson,54,63
252,3,6:46.0,,A. Johnson makes 2-pt layup from 1 ft,54,65
253,3,6:30.0,P. George makes 2-pt jump shot from 18 ft,,56,65
254,3,6:06.0,,A. Horford makes 2-pt hook shot from 10 ft,56,67
255,3,5:42.0,T. Young makes 2-pt jump shot from 8 ft,,58,67
256,3,5:29.0,,Turnover by A. Johnson (bad pass; steal by T. Young),58,67
257,3,5:23.0,C. Miles misses 3-pt jump shot from 25 ft,,58,67
258,3,5:22.0,Offensive rebound by M. Turner,,58,67
259,3,5:22.0,M. Turner makes 2-pt layup from 1 ft,,60,67
260,3,5:20.0,,Boston full timeout,60,67
261,3,5:20.0,,T. Zeller enters the game for A. Johnson,60,67
262,3,5:20.0,,K. Olynyk enters the game for A. Horford,60,67
263,3,5:05.0,,T. Zeller makes 2-pt jump shot from 18 ft (assist by I. Thomas),60,69
264,3,4:36.0,J. Teague misses 3-pt jump shot from 24 ft,,60,69
265,3,4:36.0,Offensive rebound by T. Young,,60,69
266,3,4:29.0,P. George misses 2-pt jump shot from 5 ft,,60,69
267,3,4:28.0,,Defensive rebound by T. Zeller,60,69
268,3,4:22.0,,T. Zeller makes 2-pt dunk at rim (assist by J. Crowder),60,71
269,3,4:01.0,J. Teague makes 2-pt jump shot from 4 ft (assist by M. Turner),,62,71
270,3,3:51.0,,I. Thomas makes 2-pt jump shot from 13 ft (assist by T. Zeller),62,73
271,3,3:51.0,,Shooting foul by C. Miles (drawn by I. Thomas),62,73
272,3,3:51.0,,M. Smart enters the game for A. Bradley,62,73
273,3,3:51.0,L. Allen enters the game for T. Young,,62,73
274,3,3:51.0,,I. Thomas makes free throw 1 of 1,62,74
275,3,3:43.0,Personal foul by T. Zeller (drawn by J. Teague),,62,74
276,3,3:34.0,J. Teague makes 2-pt layup from 1 ft,,64,74
277,3,3:26.0,,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),64,76
278,3,3:20.0,,Offensive charge foul by P. George (drawn by J. Crowder),64,76
279,3,3:20.0,Turnover by P. George (offensive foul),,64,76
280,3,3:20.0,A. Jefferson enters the game for M. Turner,,64,76
281,3,3:08.0,,J. Crowder makes 2-pt layup from 1 ft (assist by K. Olynyk),64,78
282,3,2:56.0,C. Miles misses 2-pt jump shot from 8 ft,,64,78
283,3,2:55.0,,Defensive rebound by Team,64,78
284,3,2:44.0,,I. Thomas misses 3-pt jump shot from 26 ft,64,78
285,3,2:43.0,Defensive rebound by Team,,64,78
286,3,2:30.0,A. Jefferson makes 2-pt layup from 2 ft,,66,78
287,3,2:14.0,,T. Zeller misses 2-pt jump shot from 16 ft,66,78
288,3,2:12.0,Defensive rebound by P. George,,66,78
289,3,1:48.0,J. Teague makes 2-pt jump shot from 8 ft,,68,78
290,3,1:30.0,,T. Zeller makes 2-pt layup from 1 ft (assist by K. Olynyk),68,80
291,3,1:30.0,,Shooting foul by C. Miles (drawn by T. Zeller),68,80
292,3,1:30.0,,T. Zeller misses free throw 1 of 1,68,80
293,3,1:30.0,Defensive rebound by A. Jefferson,,68,80
294,3,1:30.0,M. Ellis enters the game for J. Teague,,68,80
295,3,1:30.0,A. Brooks enters the game for C. Miles,,68,80
296,3,1:30.0,,J. Brown enters the game for I. Thomas,68,80
297,3,1:14.0,P. George makes 3-pt jump shot from 25 ft (assist by A. Brooks),,71,80
298,3,0:57.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Crowder),71,82
299,3,0:36.0,Shooting foul by M. Smart (drawn by P. George),,71,82
300,3,0:36.0,P. George makes free throw 1 of 2,,72,82
301,3,0:36.0,P. George misses free throw 2 of 2,,72,82
302,3,0:36.0,,Defensive rebound by K. Olynyk,72,82
303,3,0:36.0,,A. Horford enters the game for T. Zeller,72,82
304,3,0:21.0,,A. Horford makes 3-pt jump shot from 23 ft (assist by J. Brown),72,85
305,3,0:05.0,P. George makes 2-pt jump shot from 19 ft,,74,85
306,3,0:01.0,,M. Smart makes 2-pt jump shot from 12 ft (assist by A. Horford),74,87
307,3,0:01.0,,Shooting foul by A. Brooks (drawn by M. Smart),74,87
308,3,0:01.0,,M. Smart makes free throw 1 of 1,74,88
309,4,11:36.0,L. Allen misses 2-pt hook shot from 7 ft,,74,88
310,4,11:35.0,,Defensive rebound by A. Horford,74,88
311,4,11:24.0,,M. Smart misses 2-pt jump shot from 7 ft,74,88
312,4,11:23.0,Defensive rebound by P. George,,74,88
313,4,11:05.0,M. Ellis misses 3-pt jump shot from 25 ft,,74,88
314,4,11:04.0,Offensive rebound by P. George,,74,88
315,4,11:04.0,Personal foul by A. Horford (drawn by P. George),,74,88
316,4,10:43.0,A. Brooks misses 2-pt layup from 1 ft,,74,88
317,4,10:42.0,,Defensive rebound by K. Olynyk,74,88
318,4,10:30.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by A. Horford),74,91
319,4,10:15.0,P. George misses 2-pt jump shot from 15 ft,,74,91
320,4,10:13.0,Offensive rebound by L. Allen,,74,91
321,4,10:11.0,L. Allen makes 2-pt layup from 1 ft,,76,91
322,4,9:58.0,,J. Brown makes 2-pt dunk at rim (assist by A. Horford),76,93
323,4,9:39.0,Turnover by A. Jefferson (bad pass; steal by M. Smart),,76,93
324,4,9:31.0,,J. Brown misses 3-pt jump shot from 24 ft,76,93
325,4,9:30.0,Defensive rebound by M. Ellis,,76,93
326,4,9:21.0,P. George misses 3-pt jump shot from 25 ft,,76,93
327,4,9:19.0,Offensive rebound by L. Allen,,76,93
328,4,9:13.0,P. George makes 2-pt dunk at rim (assist by L. Allen),,78,93
329,4,8:50.0,,K. Olynyk misses 2-pt layup from 2 ft (block by A. Jefferson),78,93
330,4,8:49.0,Defensive rebound by L. Allen,,78,93
331,4,8:37.0,A. Brooks misses 3-pt jump shot from 23 ft,,78,93
332,4,8:36.0,Offensive rebound by A. Jefferson,,78,93
333,4,8:30.0,A. Jefferson misses 2-pt jump shot from 13 ft,,78,93
334,4,8:29.0,,Defensive rebound by A. Bradley,78,93
335,4,8:23.0,,Turnover by A. Horford (lost ball),78,93
336,4,8:23.0,Official timeout,,78,93
337,4,8:23.0,M. Turner enters the game for A. Brooks,,78,93
338,4,8:23.0,J. Teague enters the game for A. Jefferson,,78,93
339,4,7:58.0,L. Allen makes 2-pt layup from 1 ft (assist by M. Turner),,80,93
340,4,7:32.0,,J. Brown misses 2-pt layup from 2 ft,80,93
341,4,7:31.0,Defensive rebound by M. Turner,,80,93
342,4,7:15.0,,I. Thomas enters the game for J. Brown,80,93
343,4,7:09.0,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),,83,93
344,4,6:56.0,,Personal foul by J. Teague (drawn by I. Thomas),83,93
345,4,6:49.0,,A. Bradley misses 2-pt layup from 3 ft (block by P. George),83,93
346,4,6:49.0,,Offensive rebound by Team,83,93
347,4,6:46.0,,A. Horford misses 3-pt jump shot from 23 ft,83,93
348,4,6:45.0,Defensive rebound by M. Ellis,,83,93
349,4,6:32.0,J. Teague makes 3-pt jump shot from 25 ft (assist by P. George),,86,93
350,4,6:31.0,,Boston full timeout,86,93
351,4,6:31.0,,A. Johnson enters the game for A. Horford,86,93
352,4,6:31.0,,J. Crowder enters the game for M. Smart,86,93
353,4,6:21.0,,I. Thomas misses 3-pt jump shot from 24 ft,86,93
354,4,6:20.0,,Offensive rebound by K. Olynyk,86,93
355,4,6:16.0,,I. Thomas misses 3-pt jump shot from 23 ft,86,93
356,4,6:15.0,Defensive rebound by L. Allen,,86,93
357,4,5:58.0,M. Ellis misses 2-pt layup from 1 ft,,86,93
358,4,5:57.0,Offensive rebound by L. Allen,,86,93
359,4,5:54.0,P. George misses 3-pt jump shot from 24 ft,,86,93
360,4,5:53.0,,Defensive rebound by A. Johnson,86,93
361,4,5:43.0,,K. Olynyk makes 2-pt jump shot from 23 ft (assist by I. Thomas),86,95
362,4,5:26.0,M. Turner misses 2-pt jump shot from 16 ft,,86,95
363,4,5:24.0,Offensive rebound by L. Allen,,86,95
364,4,5:20.0,J. Teague makes 3-pt jump shot from 25 ft (assist by L. Allen),,89,95
365,4,5:11.0,,Personal foul by L. Allen (drawn by K. Olynyk),89,95
366,4,5:05.0,,Shooting foul by L. Allen (drawn by A. Johnson),89,95
367,4,5:05.0,,A. Johnson makes free throw 1 of 2,89,96
368,4,5:05.0,,A. Johnson makes free throw 2 of 2,89,97
369,4,4:52.0,L. Allen makes 2-pt dunk at rim (assist by M. Turner),,91,97
370,4,4:40.0,,I. Thomas misses 2-pt layup from 1 ft,91,97
371,4,4:39.0,Defensive rebound by M. Turner,,91,97
372,4,4:26.0,M. Turner misses 2-pt jump shot from 14 ft,,91,97
373,4,4:25.0,,Defensive rebound by J. Crowder,91,97
374,4,4:14.0,,K. Olynyk makes 2-pt layup from 2 ft,91,99
375,4,4:13.0,Indiana full timeout,,91,99
376,4,3:55.0,P. George misses 2-pt jump shot from 19 ft,,91,99
377,4,3:54.0,,Defensive rebound by K. Olynyk,91,99
378,4,3:42.0,,I. Thomas misses 3-pt jump shot from 24 ft,91,99
379,4,3:41.0,,Offensive rebound by Team,91,99
380,4,3:41.0,,A. Horford enters the game for A. Johnson,91,99
381,4,3:38.0,,A. Bradley misses 2-pt jump shot from 17 ft,91,99
382,4,3:37.0,Defensive rebound by M. Ellis,,91,99
383,4,3:23.0,Turnover by M. Ellis (bad pass; steal by I. Thomas),,91,99
384,4,3:19.0,,I. Thomas makes 2-pt layup from 2 ft,91,101
385,4,3:03.0,P. George misses 2-pt jump shot from 22 ft,,91,101
386,4,3:03.0,Offensive rebound by M. Ellis,,91,101
387,4,2:58.0,P. George misses 3-pt jump shot from 25 ft,,91,101
388,4,2:57.0,Offensive rebound by L. Allen,,91,101
389,4,2:56.0,L. Allen makes 2-pt layup from 2 ft,,93,101
390,4,2:31.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by A. Bradley),93,103
391,4,2:20.0,,Technical foul by Team,93,103
392,4,2:20.0,P. George makes technical free throw,,94,103
