,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
0,1,11:35.0,,Offensive charge foul by D. Cousins (drawn by S. Mejri),0,0
1,1,11:35.0,Turnover by D. Cousins (offensive foul),,0,0
2,1,11:11.0,,H. Barnes misses 3-pt jump shot from 26 ft,0,0
3,1,11:10.0,Defensive rebound by K. Koufos,,0,0
4,1,10:54.0,R. Gay misses 2-pt jump shot from 14 ft,,0,0
5,1,10:52.0,,Defensive rebound by S. Mejri,0,0
6,1,10:42.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Williams),0,3
7,1,10:24.0,B. McLemore misses 3-pt jump shot from 24 ft,,0,3
8,1,10:23.0,,Defensive rebound by S. Mejri,0,3
9,1,10:09.0,,S. Mejri misses 2-pt layup from 1 ft,0,3
10,1,10:08.0,Defensive rebound by K. Koufos,,0,3
11,1,9:59.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),,3,3
12,1,9:39.0,,Turnover by D. Finney-Smith (step out of bounds),3,3
13,1,9:19.0,R. Gay makes 2-pt jump shot from 8 ft,,5,3
14,1,9:00.0,,H. Barnes misses 2-pt hook shot from 8 ft,5,3
15,1,8:59.0,Defensive rebound by D. Cousins,,5,3
16,1,8:37.0,D. Cousins misses 2-pt jump shot from 18 ft,,5,3
17,1,8:36.0,,Defensive rebound by S. Mejri,5,3
18,1,8:27.0,,H. Barnes misses 3-pt jump shot from 25 ft,5,3
19,1,8:26.0,,Offensive rebound by S. Mejri,5,3
20,1,8:14.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Williams),5,6
21,1,8:01.0,B. McLemore misses 2-pt jump shot from 6 ft,,5,6
22,1,7:59.0,Offensive rebound by D. Cousins,,5,6
23,1,7:59.0,D. Cousins makes 2-pt layup from 1 ft,,7,6
24,1,7:59.0,,Turnover by S. Mejri (inbound),7,6
25,1,7:54.0,D. Cousins misses 2-pt layup at rim,,7,6
26,1,7:53.0,,Defensive rebound by D. Finney-Smith,7,6
27,1,7:48.0,,H. Barnes misses 2-pt layup from 2 ft,7,6
28,1,7:46.0,Defensive rebound by R. Gay,,7,6
29,1,7:42.0,Shooting foul by D. Williams (drawn by B. McLemore),,7,6
30,1,7:42.0,B. McLemore makes free throw 1 of 2,,8,6
31,1,7:42.0,B. McLemore makes free throw 2 of 2,,9,6
32,1,7:36.0,,Offensive foul by H. Barnes (drawn by D. Collison),9,6
33,1,7:36.0,,Turnover by H. Barnes (offensive foul),9,6
34,1,7:20.0,B. McLemore misses 3-pt jump shot from 26 ft,,9,6
35,1,7:19.0,,Defensive rebound by D. Finney-Smith,9,6
36,1,7:11.0,,D. Finney-Smith makes 2-pt layup from 1 ft (assist by D. Williams),9,8
37,1,7:00.0,D. Collison misses 2-pt jump shot from 16 ft,,9,8
38,1,6:57.0,,Defensive rebound by D. Finney-Smith,9,8
39,1,6:37.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),9,11
40,1,6:32.0,Personal foul by D. Williams (drawn by D. Collison),,9,11
41,1,6:32.0,,J. Gibson enters the game for D. Williams,9,11
42,1,6:24.0,B. McLemore makes 2-pt layup from 2 ft (assist by R. Gay),,11,11
43,1,6:07.0,,Personal foul by B. McLemore (drawn by W. Matthews),11,11
44,1,5:56.0,,Turnover by H. Barnes (back court),11,11
45,1,5:56.0,,Dallas full timeout,11,11
46,1,5:56.0,,D. Harris enters the game for H. Barnes,11,11
47,1,5:41.0,R. Gay makes 3-pt jump shot from 27 ft (assist by D. Cousins),,14,11
48,1,5:24.0,,Personal foul by R. Gay (drawn by D. Harris),14,11
49,1,5:19.0,,S. Mejri misses 2-pt layup from 1 ft,14,11
50,1,5:16.0,,Offensive rebound by S. Mejri,14,11
51,1,5:16.0,,S. Mejri makes 2-pt layup at rim,14,13
52,1,5:02.0,R. Gay misses 2-pt jump shot from 20 ft,,14,13
53,1,5:01.0,,Defensive rebound by D. Harris,14,13
54,1,4:49.0,,D. Harris misses 3-pt jump shot from 26 ft,14,13
55,1,4:46.0,Defensive rebound by D. Cousins,,14,13
56,1,4:34.0,D. Collison makes 3-pt jump shot from 25 ft (assist by D. Cousins),,17,13
