,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,OKLAHOMA CITY_ACTION,CHARLOTTE_SCORE,OKLAHOMA CITY_SCORE
70,1,3:45.0,N. Batum misses 3-pt jump shot from 24 ft,,17,16
71,1,3:45.0,,Defensive rebound by R. Westbrook,17,16
72,1,3:37.0,,R. Westbrook makes 2-pt layup from 2 ft,17,18
73,1,3:25.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),,20,18
74,1,3:11.0,,R. Westbrook makes 2-pt layup from 1 ft,20,20
75,1,2:57.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by K. Walker),,22,20
76,1,2:51.0,,Turnover by R. Westbrook (lost ball),22,20
77,1,2:51.0,M. Belinelli enters the game for N. Batum,,22,20
78,1,2:51.0,M. Plumlee enters the game for C. Zeller,,22,20
79,1,2:51.0,,S. Christon enters the game for R. Westbrook,22,20
80,1,2:40.0,M. Belinelli makes 2-pt layup from 1 ft (assist by K. Walker),,24,20
81,1,2:27.0,,Á. Abrines misses 3-pt jump shot from 24 ft,24,20
82,1,2:26.0,Defensive rebound by M. Kidd-Gilchrist,,24,20
83,1,2:15.0,K. Walker misses 2-pt layup from 1 ft,,24,20
84,1,2:15.0,Offensive rebound by M. Plumlee,,24,20
85,1,2:13.0,B. Roberts enters the game for K. Walker,,24,20
86,1,2:13.0,J. Lamb enters the game for M. Kidd-Gilchrist,,24,20
87,1,2:13.0,Violation by Team (jump ball),,24,20
88,1,2:06.0,F. Kaminsky misses 2-pt jump shot from 23 ft,,24,20
89,1,2:04.0,,Defensive rebound by A. Roberson,24,20
90,1,1:50.0,,Á. Abrines misses 3-pt jump shot from 25 ft,24,20
91,1,1:49.0,,Offensive rebound by E. Freedom,24,20
92,1,1:45.0,,E. Freedom misses 2-pt layup from 2 ft,24,20
93,1,1:45.0,Defensive rebound by J. Lamb,,24,20
94,1,1:36.0,Shooting foul by Á. Abrines (drawn by M. Belinelli),,24,20
95,1,1:36.0,M. Belinelli makes free throw 1 of 3,,25,20
96,1,1:36.0,M. Belinelli makes free throw 2 of 3,,26,20
97,1,1:36.0,,V. Oladipo enters the game for A. Roberson,26,20
98,1,1:36.0,M. Belinelli makes free throw 3 of 3,,27,20
99,1,1:22.0,,E. Freedom misses 2-pt hook shot from 3 ft,27,20
100,1,1:22.0,Defensive rebound by F. Kaminsky,,27,20
101,1,1:06.0,B. Roberts makes 2-pt layup from 2 ft,,29,20
102,1,0:53.0,,Shooting foul by M. Plumlee (drawn by V. Oladipo),29,20
103,1,0:53.0,,V. Oladipo makes free throw 1 of 2,29,21
104,1,0:53.0,,V. Oladipo makes free throw 2 of 2,29,22
105,1,0:38.0,M. Belinelli makes 2-pt layup from 1 ft,,31,22
106,1,0:21.0,,V. Oladipo misses 3-pt jump shot from 24 ft,31,22
107,1,0:20.0,Defensive rebound by M. Belinelli,,31,22
108,1,0:03.0,Turnover by B. Roberts (bad pass; steal by S. Christon),,31,22
109,1,0:00.0,,Á. Abrines misses 3-pt jump shot from 28 ft,31,22
110,1,0:00.0,,Offensive rebound by Team,31,22
111,2,11:42.0,Turnover by F. Kaminsky (traveling),,31,22
112,2,11:21.0,,D. McDermott misses 3-pt jump shot from 24 ft,31,22
113,2,11:21.0,,Offensive rebound by Team,31,22
114,2,11:21.0,Loose ball foul by M. Plumlee (drawn by E. Freedom),,31,22
115,2,11:11.0,,S. Christon misses 2-pt jump shot from 14 ft,31,22
116,2,11:10.0,Defensive rebound by J. Lamb,,31,22
117,2,10:54.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,34,22
118,2,10:38.0,,D. Sabonis makes 3-pt jump shot from 25 ft (assist by V. Oladipo),34,25
119,2,10:18.0,J. Lamb misses 2-pt jump shot from 15 ft,,34,25
120,2,10:17.0,,Defensive rebound by V. Oladipo,34,25
121,2,10:14.0,,V. Oladipo makes 2-pt layup from 1 ft,34,27
122,2,10:14.0,,Shooting foul by B. Roberts (drawn by V. Oladipo),34,27
123,2,10:14.0,,V. Oladipo makes free throw 1 of 1,34,28
124,2,9:50.0,J. Lamb misses 3-pt jump shot from 25 ft,,34,28
125,2,9:48.0,,Defensive rebound by V. Oladipo,34,28
126,2,9:39.0,,D. Sabonis misses 2-pt jump shot from 4 ft,34,28
127,2,9:39.0,Defensive rebound by M. Belinelli,,34,28
128,2,9:20.0,Turnover by M. Plumlee (lost ball; steal by S. Christon),,34,28
129,2,9:15.0,,Turnover by V. Oladipo (bad pass; steal by J. Lamb),34,28
130,2,9:11.0,J. Lamb makes 2-pt dunk at rim,,36,28
131,2,9:11.0,Shooting foul by V. Oladipo (drawn by J. Lamb),,36,28
132,2,9:11.0,,R. Westbrook enters the game for S. Christon,36,28
133,2,9:11.0,M. Williams enters the game for M. Plumlee,,36,28
134,2,9:11.0,J. Lamb makes free throw 1 of 1,,37,28
135,2,8:58.0,,V. Oladipo misses 3-pt jump shot from 23 ft,37,28
136,2,8:58.0,Defensive rebound by J. Lamb,,37,28
137,2,8:48.0,Turnover by J. Lamb (bad pass),,37,28
138,2,8:48.0,Official timeout,,37,28
139,2,8:48.0,M. Kidd-Gilchrist enters the game for J. Lamb,,37,28
140,2,8:48.0,,J. Grant enters the game for E. Freedom,37,28
141,2,8:36.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by R. Westbrook),37,30
142,2,8:17.0,M. Belinelli misses 2-pt jump shot from 17 ft,,37,30
143,2,8:16.0,,Defensive rebound by D. Sabonis,37,30
144,2,8:10.0,,R. Westbrook makes 2-pt jump shot from 14 ft,37,32
145,2,8:10.0,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Westbrook),37,32
146,2,8:10.0,,R. Westbrook makes free throw 1 of 1,37,33
147,2,7:55.0,F. Kaminsky misses 2-pt jump shot from 15 ft,,37,33
148,2,7:54.0,,Defensive rebound by D. McDermott,37,33
149,2,7:47.0,,Turnover by R. Westbrook (bad pass; steal by B. Roberts),37,33
150,2,7:35.0,B. Roberts makes 2-pt jump shot from 23 ft,,39,33
151,2,7:12.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by V. Oladipo),39,36
152,2,6:59.0,Turnover by M. Kidd-Gilchrist (lost ball),,39,36
153,2,6:59.0,N. Batum enters the game for M. Belinelli,,39,36
154,2,6:59.0,K. Walker enters the game for B. Roberts,,39,36
155,2,6:59.0,,S. Adams enters the game for V. Oladipo,39,36
156,2,6:59.0,,A. Roberson enters the game for D. Sabonis,39,36
157,2,6:51.0,,Turnover by R. Westbrook (bad pass; steal by F. Kaminsky),39,36
158,2,6:42.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,39,36
159,2,6:41.0,,Defensive rebound by A. Roberson,39,36
160,2,6:35.0,,Oklahoma City full timeout,39,36
161,2,6:30.0,,R. Westbrook misses 2-pt jump shot from 16 ft,39,36
162,2,6:29.0,Defensive rebound by K. Walker,,39,36
163,2,6:11.0,Turnover by M. Williams (traveling),,39,36
164,2,5:58.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),39,38
165,2,5:40.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,42,38
166,2,5:30.0,,Turnover by R. Westbrook (bad pass; steal by K. Walker),42,38
167,2,5:26.0,Shooting foul by J. Grant (drawn by M. Kidd-Gilchrist),,42,38
168,2,5:26.0,M. Kidd-Gilchrist makes free throw 1 of 2,,43,38
169,2,5:26.0,M. Kidd-Gilchrist makes free throw 2 of 2,,44,38
170,2,5:06.0,,A. Roberson makes 2-pt layup from 2 ft,44,40
171,2,4:46.0,Shooting foul by D. McDermott (drawn by F. Kaminsky),,44,40
172,2,4:46.0,F. Kaminsky makes free throw 1 of 2,,45,40
173,2,4:46.0,F. Kaminsky makes free throw 2 of 2,,46,40
174,2,4:31.0,,S. Adams misses 2-pt hook shot from 4 ft,46,40
175,2,4:30.0,,Offensive rebound by R. Westbrook,46,40
176,2,4:30.0,,Shooting foul by M. Williams (drawn by R. Westbrook),46,40
177,2,4:30.0,,R. Westbrook makes free throw 1 of 2,46,41
178,2,4:30.0,C. Zeller enters the game for F. Kaminsky,,46,41
179,2,4:30.0,,R. Westbrook makes free throw 2 of 2,46,42
180,2,4:20.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,49,42
181,2,4:04.0,,A. Roberson misses 3-pt jump shot from 24 ft,49,42
182,2,4:04.0,,Offensive rebound by J. Grant,49,42
183,2,4:03.0,,V. Oladipo enters the game for D. McDermott,49,42
184,2,3:59.0,,R. Westbrook misses 3-pt jump shot from 25 ft,49,42
185,2,3:58.0,Defensive rebound by N. Batum,,49,42
186,2,3:51.0,N. Batum misses 3-pt jump shot from 24 ft,,49,42
187,2,3:49.0,,Defensive rebound by J. Grant,49,42
188,2,3:36.0,,R. Westbrook misses 2-pt jump shot from 15 ft,49,42
189,2,3:35.0,,Offensive rebound by S. Adams,49,42
190,2,3:35.0,,S. Adams misses 2-pt layup from 2 ft,49,42
191,2,3:35.0,Defensive rebound by N. Batum,,49,42
192,2,3:22.0,Shooting foul by A. Roberson (drawn by M. Kidd-Gilchrist),,49,42
193,2,3:22.0,M. Kidd-Gilchrist makes free throw 1 of 2,,50,42
194,2,3:22.0,M. Kidd-Gilchrist makes free throw 2 of 2,,51,42
195,2,3:11.0,,V. Oladipo misses 3-pt jump shot from 22 ft,51,42
196,2,3:11.0,Defensive rebound by M. Kidd-Gilchrist,,51,42
197,2,2:58.0,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft (assist by M. Williams),,53,42
198,2,2:32.0,,S. Adams misses 2-pt layup from 3 ft (block by C. Zeller),53,42
199,2,2:31.0,Defensive rebound by M. Kidd-Gilchrist,,53,42
200,2,2:27.0,K. Walker makes 2-pt layup from 2 ft (assist by M. Kidd-Gilchrist),,55,42
201,2,2:27.0,,Oklahoma City full timeout,55,42
202,2,2:27.0,Charlotte full timeout,,55,42
203,2,2:10.0,,R. Westbrook makes 2-pt layup from 1 ft,55,44
204,2,1:44.0,K. Walker makes 2-pt jump shot from 20 ft,,57,44
205,2,1:30.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by R. Westbrook),57,47
206,2,1:08.0,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,,57,47
207,2,1:08.0,,Defensive rebound by A. Roberson,57,47
208,2,1:02.0,,R. Westbrook makes 3-pt jump shot from 24 ft,57,50
209,2,0:47.0,N. Batum makes 2-pt jump shot from 12 ft,,59,50
210,2,0:35.0,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Westbrook),59,50
211,2,0:35.0,,R. Westbrook makes free throw 1 of 2,59,51
212,2,0:35.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,59,51
213,2,0:35.0,,R. Westbrook makes free throw 2 of 2,59,52
214,2,0:20.0,Turnover by M. Belinelli (lost ball; steal by R. Westbrook),,59,52
215,2,0:16.0,,V. Oladipo makes 2-pt dunk at rim (assist by R. Westbrook),59,54
216,2,0:02.0,M. Belinelli misses 3-pt jump shot from 25 ft,,59,54
217,2,0:01.0,,Defensive rebound by S. Adams,59,54
218,3,11:51.0,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),,61,54
219,3,11:26.0,,Turnover by T. Gibson (traveling),61,54
220,3,11:09.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,63,54
221,3,10:43.0,,V. Oladipo misses 2-pt jump shot from 15 ft,63,54
222,3,10:43.0,,Offensive rebound by T. Gibson,63,54
223,3,10:41.0,,Turnover by T. Gibson (lost ball; steal by M. Kidd-Gilchrist),63,54
224,3,10:26.0,K. Walker makes 3-pt jump shot from 25 ft,,66,54
225,3,10:26.0,,Oklahoma City full timeout,66,54
226,3,10:17.0,,Turnover by R. Westbrook (lost ball),66,54
227,3,10:01.0,K. Walker makes 2-pt jump shot from 22 ft (assist by C. Zeller),,68,54
228,3,9:45.0,,R. Westbrook misses 2-pt jump shot from 17 ft,68,54
229,3,9:44.0,Defensive rebound by M. Williams,,68,54
230,3,9:26.0,K. Walker misses 2-pt jump shot from 7 ft (block by T. Gibson),,68,54
231,3,9:25.0,,Defensive rebound by T. Gibson,68,54
232,3,9:21.0,,R. Westbrook misses 2-pt layup from 1 ft,68,54
233,3,9:20.0,Defensive rebound by M. Kidd-Gilchrist,,68,54
234,3,9:11.0,M. Kidd-Gilchrist misses 2-pt jump shot from 11 ft,,68,54
235,3,9:10.0,,Defensive rebound by S. Adams,68,54
236,3,8:57.0,,Turnover by S. Adams (bad pass; steal by M. Williams),68,54
237,3,8:48.0,N. Batum misses 3-pt jump shot from 25 ft,,68,54
238,3,8:47.0,,Defensive rebound by S. Adams,68,54
239,3,8:36.0,,R. Westbrook misses 3-pt jump shot from 25 ft,68,54
240,3,8:35.0,Defensive rebound by M. Williams,,68,54
241,3,8:16.0,Turnover by M. Kidd-Gilchrist (bad pass; steal by S. Adams),,68,54
242,3,8:11.0,,Turnover by A. Roberson (lost ball; steal by M. Kidd-Gilchrist),68,54
243,3,8:05.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),,70,54
244,3,7:46.0,,V. Oladipo misses 3-pt jump shot from 25 ft,70,54
245,3,7:45.0,Defensive rebound by C. Zeller,,70,54
246,3,7:32.0,K. Walker misses 3-pt jump shot from 25 ft,,70,54
247,3,7:30.0,,Defensive rebound by S. Adams,70,54
248,3,7:18.0,,V. Oladipo misses 2-pt layup from 2 ft (block by M. Williams),70,54
249,3,7:17.0,Defensive rebound by M. Williams,,70,54
250,3,7:07.0,C. Zeller makes 2-pt jump shot from 5 ft (assist by N. Batum),,72,54
251,3,7:07.0,,Oklahoma City full timeout,72,54
252,3,6:52.0,,R. Westbrook misses 3-pt jump shot from 24 ft,72,54
253,3,6:51.0,Defensive rebound by N. Batum,,72,54
254,3,6:34.0,M. Williams misses 2-pt jump shot from 21 ft,,72,54
255,3,6:33.0,,Defensive rebound by Team,72,54
256,3,6:33.0,Loose ball foul by N. Batum (drawn by A. Roberson),,72,54
257,3,6:33.0,,Á. Abrines enters the game for V. Oladipo,72,54
258,3,6:33.0,,J. Grant enters the game for T. Gibson,72,54
259,3,6:23.0,,R. Westbrook makes 2-pt layup from 1 ft,72,56
260,3,6:12.0,K. Walker makes 3-pt jump shot from 25 ft,,75,56
261,3,5:58.0,,R. Westbrook makes 3-pt jump shot from 24 ft,75,59
262,3,5:32.0,N. Batum misses 2-pt jump shot from 14 ft,,75,59
263,3,5:32.0,Offensive rebound by Team,,75,59
264,3,5:32.0,,Loose ball foul by S. Adams (drawn by M. Kidd-Gilchrist),75,59
265,3,5:32.0,F. Kaminsky enters the game for M. Williams,,75,59
266,3,5:27.0,K. Walker makes 2-pt layup from 1 ft,,77,59
267,3,5:18.0,,R. Westbrook misses 2-pt layup from 1 ft,77,59
268,3,5:17.0,,Offensive rebound by S. Adams,77,59
269,3,5:17.0,,S. Adams misses 2-pt layup from 1 ft,77,59
270,3,5:16.0,Defensive rebound by C. Zeller,,77,59
271,3,5:12.0,Turnover by K. Walker (lost ball; steal by R. Westbrook),,77,59
272,3,5:03.0,,R. Westbrook makes 3-pt jump shot from 26 ft,77,62
273,3,4:41.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by N. Batum),,79,62
274,3,4:24.0,,Turnover by J. Grant (bad pass; steal by K. Walker),79,62
275,3,4:21.0,Shooting foul by Á. Abrines (drawn by K. Walker),,79,62
276,3,4:21.0,K. Walker makes free throw 1 of 2,,80,62
277,3,4:21.0,,E. Freedom enters the game for S. Adams,80,62
278,3,4:21.0,M. Belinelli enters the game for N. Batum,,80,62
279,3,4:21.0,K. Walker makes free throw 2 of 2,,81,62
280,3,4:11.0,,R. Westbrook makes 2-pt layup from 1 ft,81,64
281,3,3:55.0,K. Walker misses 3-pt jump shot from 26 ft,,81,64
282,3,3:54.0,,Defensive rebound by Á. Abrines,81,64
283,3,3:40.0,,R. Westbrook makes 3-pt jump shot from 25 ft,81,67
284,3,3:21.0,Shooting foul by E. Freedom (drawn by C. Zeller),,81,67
285,3,3:21.0,C. Zeller misses free throw 1 of 2,,81,67
286,3,3:21.0,Offensive rebound by Team,,81,67
287,3,3:21.0,C. Zeller makes free throw 2 of 2,,82,67
288,3,3:13.0,,R. Westbrook misses 3-pt jump shot from 25 ft,82,67
289,3,3:12.0,Defensive rebound by M. Belinelli,,82,67
290,3,2:54.0,K. Walker misses 3-pt jump shot from 26 ft,,82,67
291,3,2:54.0,,Defensive rebound by R. Westbrook,82,67
292,3,2:41.0,,Shooting foul by M. Belinelli (drawn by E. Freedom),82,67
293,3,2:41.0,Charlotte full timeout,,82,67
294,3,2:41.0,,E. Freedom makes free throw 1 of 2,82,68
295,3,2:41.0,M. Plumlee enters the game for C. Zeller,,82,67
296,3,2:41.0,,E. Freedom misses free throw 2 of 2,82,68
297,3,2:40.0,Defensive rebound by M. Kidd-Gilchrist,,82,68
298,3,2:18.0,M. Belinelli misses 3-pt jump shot from 24 ft,,82,68
299,3,2:17.0,,Defensive rebound by Á. Abrines,82,68
300,3,1:59.0,,E. Freedom misses 2-pt layup from 1 ft,82,68
301,3,1:58.0,Defensive rebound by M. Belinelli,,82,68
302,3,1:41.0,K. Walker misses 2-pt jump shot from 17 ft,,82,68
303,3,1:41.0,,Defensive rebound by J. Grant,82,68
304,3,1:36.0,,Personal block foul by K. Walker (drawn by Á. Abrines),82,68
305,3,1:36.0,,S. Christon enters the game for R. Westbrook,82,68
306,3,1:36.0,B. Roberts enters the game for K. Walker,,82,68
307,3,1:36.0,J. Lamb enters the game for M. Kidd-Gilchrist,,82,68
308,3,1:28.0,,Turnover by Á. Abrines (bad pass; steal by M. Plumlee),82,68
309,3,1:16.0,J. Lamb makes 2-pt jump shot from 4 ft,,84,68
310,3,1:02.0,,E. Freedom makes 2-pt layup from 2 ft (assist by J. Grant),84,70
311,3,0:47.0,Offensive foul by M. Belinelli (drawn by A. Roberson),,84,70
312,3,0:47.0,Turnover by M. Belinelli (offensive foul),,84,70
313,3,0:25.0,,Turnover by S. Christon (bad pass; steal by M. Plumlee),84,70
314,3,0:01.0,M. Plumlee misses 2-pt dunk at rim (block by J. Grant),,84,70
315,3,0:01.0,Offensive rebound by Team,,84,70
316,3,0:01.0,Turnover by Team (shot clock),,84,70
317,4,11:42.0,,J. Grant makes 2-pt layup from 1 ft,84,72
318,4,11:18.0,B. Roberts misses 3-pt jump shot from 26 ft,,84,72
319,4,11:17.0,Offensive rebound by F. Kaminsky,,84,72
320,4,11:16.0,F. Kaminsky makes 2-pt layup at rim,,86,72
321,4,11:00.0,,Offensive foul by V. Oladipo (drawn by J. Lamb),86,72
322,4,11:00.0,,Turnover by V. Oladipo (offensive foul),86,72
323,4,10:39.0,Shooting foul by J. Grant (drawn by F. Kaminsky),,86,72
324,4,10:39.0,F. Kaminsky makes free throw 1 of 2,,87,72
325,4,10:39.0,F. Kaminsky makes free throw 2 of 2,,88,72
326,4,10:28.0,,Personal foul by M. Plumlee (drawn by E. Freedom),88,72
327,4,10:12.0,,S. Christon makes 2-pt layup from 1 ft,88,74
328,4,9:45.0,B. Roberts misses 2-pt jump shot from 15 ft,,88,74
329,4,9:45.0,,Defensive rebound by D. McDermott,88,74
330,4,9:35.0,,E. Freedom makes 2-pt layup from 2 ft (assist by V. Oladipo),88,76
331,4,9:35.0,Charlotte full timeout,,88,76
332,4,9:15.0,J. Lamb makes 2-pt jump shot from 14 ft,,90,76
333,4,9:01.0,,E. Freedom makes 2-pt layup from 2 ft,90,78
334,4,8:51.0,J. Lamb makes 2-pt jump shot from 15 ft (assist by B. Roberts),,92,78
335,4,8:51.0,Shooting foul by S. Christon (drawn by J. Lamb),,92,78
336,4,8:51.0,M. Williams enters the game for M. Plumlee,,92,78
337,4,8:51.0,,R. Westbrook enters the game for S. Christon,92,78
338,4,8:51.0,J. Lamb makes free throw 1 of 1,,93,78
339,4,8:42.0,,E. Freedom makes 2-pt jump shot from 7 ft,93,80
340,4,8:30.0,J. Lamb makes 3-pt jump shot from 24 ft (assist by B. Roberts),,96,80
341,4,8:14.0,,Turnover by E. Freedom (lost ball; steal by M. Belinelli),96,80
342,4,7:58.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,99,80
343,4,7:38.0,,E. Freedom misses 2-pt layup from 2 ft (block by F. Kaminsky),99,80
344,4,7:37.0,Defensive rebound by B. Roberts,,99,80
345,4,7:34.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,99,80
346,4,7:34.0,N. Batum enters the game for J. Lamb,,99,80
347,4,7:34.0,,D. Sabonis enters the game for E. Freedom,99,80
348,4,7:34.0,,A. Roberson enters the game for D. McDermott,99,80
349,4,7:25.0,B. Roberts makes 2-pt layup at rim,,101,80
350,4,7:12.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),101,83
351,4,6:51.0,B. Roberts misses 3-pt jump shot from 25 ft,,101,83
352,4,6:51.0,,Defensive rebound by A. Roberson,101,83
353,4,6:44.0,,Turnover by R. Westbrook (bad pass),101,83
354,4,6:44.0,K. Walker enters the game for B. Roberts,,101,83
355,4,6:23.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,101,83
356,4,6:23.0,,Defensive rebound by R. Westbrook,101,83
357,4,6:15.0,,D. Sabonis misses 2-pt jump shot from 19 ft,101,83
358,4,6:15.0,Defensive rebound by N. Batum,,101,83
359,4,6:05.0,Shooting foul by J. Grant (drawn by F. Kaminsky),,101,83
360,4,6:05.0,F. Kaminsky makes free throw 1 of 2,,102,83
361,4,6:05.0,F. Kaminsky misses free throw 2 of 2,,102,83
362,4,6:05.0,,S. Adams enters the game for J. Grant,102,83
363,4,6:04.0,,Defensive rebound by R. Westbrook,102,83
364,4,5:50.0,,A. Roberson makes 2-pt layup from 1 ft (assist by V. Oladipo),102,85
365,4,5:36.0,M. Williams misses 3-pt jump shot from 25 ft,,102,85
366,4,5:36.0,,Defensive rebound by V. Oladipo,102,85
367,4,5:29.0,,Shooting foul by F. Kaminsky (drawn by V. Oladipo),102,85
368,4,5:29.0,Official timeout,,102,85
369,4,5:29.0,,V. Oladipo makes free throw 1 of 2,102,86
370,4,5:29.0,,S. Christon enters the game for D. Sabonis,102,85
371,4,5:29.0,,V. Oladipo makes free throw 2 of 2,102,87
372,4,5:12.0,Turnover by K. Walker (lost ball; steal by S. Adams),,102,87
