,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,WASHINGTON_ACTION,CLEVELAND_SCORE,WASHINGTON_SCORE
55,1,5:01.0,,Personal foul by J. Smith (drawn by J. Wall),16,19
56,1,4:51.0,,J. Wall makes 2-pt jump shot from 15 ft,16,21
57,1,4:41.0,K. Irving misses 3-pt jump shot from 28 ft,,16,21
58,1,4:40.0,Offensive rebound by T. Thompson,,16,21
59,1,4:18.0,L. James makes 3-pt jump shot from 27 ft,,19,21
60,1,3:57.0,,M. Thornton misses 3-pt jump shot from 25 ft,19,21
61,1,3:56.0,Defensive rebound by J. Smith,,19,21
62,1,3:39.0,L. James makes 2-pt jump shot from 16 ft,,21,21
63,1,3:32.0,,Washington full timeout,21,21
64,1,3:32.0,,K. Oubre enters the game for M. Thornton,21,21
65,1,3:29.0,I. Shumpert enters the game for L. James,,21,21
66,1,3:17.0,,T. Satoranský misses 2-pt jump shot from 10 ft,21,21
67,1,3:16.0,Defensive rebound by J. Smith,,21,21
68,1,3:00.0,J. Smith misses 2-pt jump shot from 12 ft,,21,21
69,1,2:59.0,,Defensive rebound by J. Wall,21,21
70,1,2:53.0,,J. Wall makes 2-pt jump shot from 19 ft,21,23
71,1,2:34.0,K. Irving misses 2-pt jump shot from 7 ft,,21,23
72,1,2:34.0,,Defensive rebound by O. Porter,21,23
73,1,2:29.0,,K. Oubre makes 2-pt layup from 2 ft (assist by J. Wall),21,25
74,1,2:20.0,Cleveland full timeout,,21,25
75,1,2:20.0,M. Dunleavy enters the game for T. Thompson,,21,25
76,1,2:20.0,K. Love enters the game for J. Smith,,21,25
77,1,2:20.0,,T. Burke enters the game for J. Wall,21,25
78,1,2:20.0,,J. Smith enters the game for M. Gortat,21,25
79,1,2:04.0,K. Love misses 2-pt jump shot from 9 ft,,21,25
80,1,2:03.0,,Defensive rebound by K. Oubre,21,25
81,1,1:52.0,,K. Oubre makes 2-pt layup from 1 ft (assist by T. Satoranský),21,27
82,1,1:40.0,Personal foul by K. Oubre (drawn by K. Love),,21,27
83,1,1:40.0,K. Love makes free throw 1 of 2,,22,27
84,1,1:40.0,K. Love misses free throw 2 of 2,,22,27
85,1,1:40.0,K. Felder enters the game for K. Irving,,22,27
86,1,1:39.0,,Defensive rebound by O. Porter,22,27
87,1,1:26.0,,K. Oubre makes 2-pt jump shot from 19 ft (assist by O. Porter),22,29
88,1,1:13.0,Turnover by I. Shumpert (step out of bounds),,22,29
89,1,0:56.0,,K. Oubre makes 2-pt jump shot from 10 ft (assist by T. Satoranský),22,31
90,1,0:46.0,I. Shumpert misses 3-pt jump shot from 25 ft,,22,31
91,1,0:45.0,Offensive rebound by K. Love,,22,31
92,1,0:42.0,K. Love makes 2-pt jump shot from 5 ft,,24,31
93,1,0:19.0,,O. Porter misses 2-pt jump shot from 20 ft,24,31
94,1,0:18.0,Defensive rebound by R. Jefferson,,24,31
95,1,0:03.0,K. Felder makes 2-pt layup at rim,,26,31
96,2,11:39.0,,T. Burke makes 2-pt jump shot from 16 ft,26,33
97,2,11:27.0,C. Frye makes 2-pt layup from 1 ft (assist by M. Dunleavy),,28,33
98,2,11:10.0,,T. Burke misses 2-pt jump shot from 16 ft,28,33
99,2,11:09.0,Defensive rebound by L. James,,28,33
100,2,11:05.0,Turnover by I. Shumpert (bad pass),,28,33
101,2,10:52.0,,Turnover by M. Morris (bad pass; steal by I. Shumpert),28,33
102,2,10:43.0,K. Felder misses 2-pt jump shot from 17 ft,,28,33
103,2,10:42.0,,Defensive rebound by K. Oubre,28,33
104,2,10:35.0,,T. Satoranský misses 2-pt jump shot from 6 ft,28,33
105,2,10:34.0,Defensive rebound by L. James,,28,33
106,2,10:23.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,28,33
107,2,10:22.0,,Defensive rebound by K. Oubre,28,33
108,2,10:10.0,,M. Morris misses 3-pt jump shot from 26 ft,28,33
109,2,10:09.0,Defensive rebound by Team,,28,33
110,2,10:09.0,,Loose ball foul by J. Smith (drawn by C. Frye),28,33
111,2,9:57.0,C. Frye misses 2-pt layup from 1 ft,,28,33
112,2,9:56.0,,Defensive rebound by J. Smith,28,33
113,2,9:51.0,,M. Morris makes 2-pt layup from 1 ft (assist by T. Burke),28,35
114,2,9:51.0,,Shooting foul by K. Felder (drawn by M. Morris),28,35
115,2,9:51.0,,M. Morris makes free throw 1 of 1,28,36
116,2,9:30.0,C. Frye makes 3-pt jump shot from 28 ft (assist by L. James),,31,36
117,2,9:14.0,,T. Burke makes 2-pt jump shot from 17 ft (assist by M. Morris),31,38
118,2,8:53.0,C. Frye misses 3-pt jump shot from 26 ft,,31,38
119,2,8:52.0,Offensive rebound by I. Shumpert,,31,38
120,2,8:47.0,Turnover by L. James (3 sec),,31,38
121,2,8:47.0,Official timeout,,31,38
122,2,8:39.0,,Turnover by T. Satoranský (bad pass; steal by I. Shumpert),31,38
123,2,8:35.0,I. Shumpert makes 2-pt dunk at rim (assist by C. Frye),,33,38
124,2,8:16.0,,T. Satoranský misses 2-pt jump shot from 6 ft,33,38
125,2,8:15.0,Defensive rebound by K. Felder,,33,38
126,2,8:08.0,I. Shumpert misses 3-pt jump shot from 26 ft,,33,38
127,2,8:07.0,,Defensive rebound by K. Oubre,33,38
128,2,7:51.0,,T. Burke misses 2-pt jump shot from 17 ft,33,38
129,2,7:49.0,Defensive rebound by K. Felder,,33,38
130,2,7:43.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,33,38
131,2,7:41.0,,Defensive rebound by J. Smith,33,38
132,2,7:28.0,,T. Satoranský makes 2-pt jump shot from 18 ft,33,40
133,2,7:09.0,C. Frye misses 2-pt jump shot from 15 ft,,33,40
134,2,7:08.0,,Defensive rebound by K. Oubre,33,40
135,2,6:58.0,,Personal foul by M. Dunleavy (drawn by T. Satoranský),33,40
136,2,6:58.0,K. Irving enters the game for K. Felder,,33,40
137,2,6:58.0,K. Love enters the game for C. Frye,,33,40
138,2,6:58.0,,J. Wall enters the game for T. Satoranský,33,40
139,2,6:50.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by T. Burke),33,43
140,2,6:49.0,,Violation by Team (delay of game),33,43
141,2,6:36.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,33,43
142,2,6:35.0,,Defensive rebound by Team,33,43
143,2,6:21.0,,J. Wall makes 2-pt jump shot from 17 ft,33,45
144,2,6:19.0,Cleveland full timeout,,33,45
145,2,6:19.0,,M. Gortat enters the game for J. Smith,33,45
146,2,6:19.0,T. Thompson enters the game for L. James,,33,45
147,2,6:19.0,J. Smith enters the game for M. Dunleavy,,33,45
148,2,6:11.0,K. Irving makes 2-pt layup from 2 ft,,35,45
149,2,6:11.0,Shooting foul by J. Wall (drawn by K. Irving),,35,45
150,2,6:11.0,K. Irving makes free throw 1 of 1,,36,45
151,2,5:56.0,,M. Gortat misses 2-pt layup from 1 ft (block by T. Thompson),36,45
152,2,5:55.0,Defensive rebound by K. Irving,,36,45
153,2,5:48.0,T. Thompson misses 2-pt layup at rim,,36,45
154,2,5:47.0,,Defensive rebound by M. Gortat,36,45
155,2,5:31.0,,Turnover by J. Wall (bad pass),36,45
156,2,5:31.0,,M. Thornton enters the game for T. Burke,36,45
157,2,5:18.0,K. Irving makes 2-pt layup from 1 ft,,38,45
158,2,5:18.0,Shooting foul by M. Gortat (drawn by K. Irving),,38,45
159,2,5:18.0,,O. Porter enters the game for K. Oubre,38,45
160,2,5:18.0,K. Irving makes free throw 1 of 1,,39,45
161,2,5:08.0,,Personal foul by T. Thompson (drawn by M. Morris),39,45
162,2,5:00.0,,M. Thornton misses 2-pt layup from 1 ft (block by T. Thompson),39,45
163,2,4:59.0,,Offensive rebound by Team,39,45
164,2,4:54.0,,J. Wall misses 2-pt jump shot from 20 ft,39,45
165,2,4:53.0,Defensive rebound by K. Love,,39,45
166,2,4:45.0,K. Irving misses 2-pt jump shot from 4 ft,,39,45
167,2,4:44.0,,Defensive rebound by M. Gortat,39,45
168,2,4:39.0,,J. Wall makes 2-pt layup at rim,39,47
169,2,4:20.0,J. Smith makes 3-pt jump shot from 29 ft (assist by K. Irving),,42,47
170,2,3:55.0,,J. Wall misses 3-pt jump shot from 28 ft,42,47
171,2,3:54.0,,Offensive rebound by Team,42,47
172,2,3:54.0,L. James enters the game for I. Shumpert,,42,47
173,2,3:50.0,,J. Wall makes 2-pt layup from 1 ft (assist by O. Porter),42,49
174,2,3:50.0,,Shooting foul by K. Irving (drawn by J. Wall),42,49
175,2,3:50.0,,J. Wall makes free throw 1 of 1,42,50
176,2,3:34.0,,Violation by M. Morris (kicked ball),42,50
177,2,3:27.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,44,50
178,2,3:24.0,,Washington full timeout,44,50
179,2,3:14.0,,Shooting foul by T. Thompson (drawn by M. Gortat),44,50
180,2,3:14.0,,M. Gortat misses free throw 1 of 2,44,50
181,2,3:14.0,,Offensive rebound by Team,44,50
182,2,3:14.0,,M. Gortat misses free throw 2 of 2,44,50
183,2,3:12.0,Defensive rebound by K. Love,,44,50
184,2,2:53.0,L. James makes 3-pt jump shot from 24 ft (assist by T. Thompson),,47,50
185,2,2:36.0,,J. Wall makes 2-pt jump shot from 13 ft,47,52
186,2,2:21.0,K. Irving makes 2-pt layup from 1 ft,,49,52
187,2,2:05.0,,M. Thornton misses 2-pt jump shot from 16 ft,49,52
188,2,2:05.0,Defensive rebound by T. Thompson,,49,52
189,2,1:55.0,K. Irving misses 3-pt jump shot from 23 ft,,49,52
190,2,1:54.0,Offensive rebound by T. Thompson,,49,52
191,2,1:34.0,L. James makes 2-pt jump shot from 19 ft,,51,52
192,2,1:20.0,,J. Wall makes 2-pt jump shot from 8 ft,51,54
193,2,1:00.0,Shooting foul by M. Gortat (drawn by K. Love),,51,54
194,2,1:00.0,K. Love makes 2-pt layup from 1 ft (assist by K. Irving),,53,54
195,2,1:00.0,K. Love makes free throw 1 of 1,,54,54
196,2,1:00.0,,Washington full timeout,54,54
197,2,1:00.0,I. Shumpert enters the game for T. Thompson,,54,54
198,2,1:00.0,,J. Smith enters the game for M. Gortat,54,54
199,2,0:48.0,,Personal foul by I. Shumpert (drawn by M. Morris),54,54
200,2,0:48.0,,M. Morris makes free throw 1 of 2,54,55
201,2,0:48.0,,M. Morris makes free throw 2 of 2,54,56
202,2,0:38.0,Personal foul by J. Smith (drawn by K. Love),,54,56
203,2,0:38.0,K. Love makes free throw 1 of 2,,55,56
204,2,0:38.0,K. Love makes free throw 2 of 2,,56,56
205,2,0:26.0,,J. Wall misses 2-pt jump shot from 18 ft,56,56
206,2,0:26.0,Defensive rebound by Team,,56,56
207,2,0:26.0,,Loose ball foul by J. Smith (drawn by J. Smith),56,56
208,2,0:26.0,J. Smith makes free throw 1 of 2,,57,56
209,2,0:26.0,J. Smith makes free throw 2 of 2,,58,56
210,2,0:02.0,,J. Wall misses 2-pt layup from 3 ft,58,56
211,2,0:02.0,Defensive rebound by K. Love,,58,56
212,3,11:41.0,,O. Porter makes 2-pt jump shot from 14 ft (assist by M. Gortat),58,58
213,3,11:13.0,J. Smith misses 3-pt jump shot from 32 ft,,58,58
214,3,11:12.0,Offensive rebound by K. Love,,58,58
215,3,11:10.0,K. Love misses 2-pt layup from 1 ft (block by M. Morris),,58,58
216,3,11:10.0,Offensive rebound by Team,,58,58
217,3,10:58.0,T. Thompson misses 2-pt jump shot from 11 ft,,58,58
218,3,10:57.0,,Defensive rebound by O. Porter,58,58
219,3,10:43.0,,M. Gortat misses 2-pt jump shot from 8 ft,58,58
220,3,10:42.0,Defensive rebound by J. Smith,,58,58
221,3,10:33.0,K. Irving makes 3-pt jump shot from 28 ft,,61,58
222,3,10:23.0,,Turnover by O. Porter (bad pass; steal by J. Smith),61,58
223,3,10:18.0,Turnover by L. James (lost ball; steal by M. Morris),,61,58
224,3,10:15.0,,Shooting foul by J. Smith (drawn by M. Morris),61,58
225,3,10:15.0,,M. Morris makes free throw 1 of 2,61,59
226,3,10:15.0,,M. Morris makes free throw 2 of 2,61,60
227,3,10:04.0,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),,64,60
228,3,9:47.0,,Turnover by M. Thornton (traveling),64,60
229,3,9:27.0,J. Smith misses 3-pt jump shot from 31 ft,,64,60
230,3,9:25.0,Offensive rebound by T. Thompson,,64,60
231,3,9:14.0,Turnover by K. Love (bad pass),,64,60
232,3,9:02.0,,O. Porter misses 3-pt jump shot from 29 ft,64,60
233,3,9:01.0,Defensive rebound by K. Love,,64,60
234,3,8:56.0,L. James misses 2-pt layup from 1 ft,,64,60
235,3,8:55.0,,Defensive rebound by M. Gortat,64,60
236,3,8:44.0,,M. Gortat makes 2-pt dunk at rim (assist by M. Thornton),64,62
237,3,8:30.0,K. Irving makes 3-pt jump shot from 26 ft,,67,62
238,3,8:10.0,,Flagrant foul type 1 by J. Smith (drawn by M. Thornton),67,62
239,3,8:10.0,,M. Thornton makes flagrant free throw 1 of 2,67,63
240,3,8:10.0,,M. Thornton makes flagrant free throw 2 of 2,67,64
241,3,7:58.0,,M. Thornton misses 2-pt jump shot from 18 ft,67,64
242,3,7:56.0,Defensive rebound by J. Smith,,67,64
243,3,7:50.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,70,64
244,3,7:49.0,,Washington full timeout,70,64
245,3,7:35.0,,M. Morris makes 2-pt jump shot from 15 ft,70,66
246,3,7:23.0,L. James misses 2-pt jump shot from 5 ft,,70,66
247,3,7:22.0,,Defensive rebound by M. Gortat,70,66
248,3,7:14.0,,J. Wall misses 2-pt layup from 2 ft (block by L. James),70,66
249,3,7:13.0,,Offensive rebound by J. Wall,70,66
250,3,7:12.0,,J. Wall misses 2-pt jump shot from 4 ft,70,66
251,3,7:12.0,,Offensive rebound by Team,70,66
252,3,7:08.0,Loose ball foul by K. Love (drawn by O. Porter),,70,66
253,3,7:08.0,,Personal foul by K. Irving (drawn by J. Wall),70,66
254,3,6:56.0,,O. Porter misses 2-pt jump shot from 18 ft,70,66
255,3,6:54.0,Defensive rebound by K. Love,,70,66
256,3,6:40.0,K. Irving misses 2-pt layup from 3 ft,,70,66
257,3,6:38.0,,Defensive rebound by M. Gortat,70,66
258,3,6:33.0,,Shooting foul by T. Thompson (drawn by J. Wall),70,66
259,3,6:33.0,,J. Wall misses free throw 1 of 2,70,66
260,3,6:33.0,,Offensive rebound by Team,70,66
261,3,6:33.0,,J. Wall misses free throw 2 of 2,70,66
262,3,6:32.0,Defensive rebound by K. Love,,70,66
263,3,6:09.0,L. James makes 2-pt jump shot from 21 ft,,72,66
264,3,6:00.0,,Turnover by M. Gortat (lost ball),72,66
265,3,5:47.0,K. Love misses 3-pt jump shot from 25 ft,,72,66
266,3,5:45.0,,Defensive rebound by M. Gortat,72,66
267,3,5:39.0,,J. Wall misses 2-pt jump shot from 6 ft,72,66
268,3,5:37.0,,Offensive rebound by M. Morris,72,66
269,3,5:34.0,,M. Morris misses 2-pt layup from 2 ft (block by T. Thompson),72,66
270,3,5:33.0,Defensive rebound by T. Thompson,,72,66
271,3,5:30.0,K. Irving misses 2-pt layup from 1 ft (block by J. Wall),,72,66
272,3,5:28.0,Offensive rebound by K. Love,,72,66
273,3,5:24.0,T. Thompson misses 2-pt layup from 2 ft,,72,66
274,3,5:24.0,Offensive rebound by T. Thompson,,72,66
275,3,5:24.0,K. Love misses 2-pt layup at rim,,72,66
276,3,5:24.0,,Defensive rebound by M. Thornton,72,66
277,3,5:19.0,,O. Porter makes 2-pt jump shot from 16 ft,72,68
278,3,5:16.0,Cleveland full timeout,,72,68
279,3,5:16.0,,T. Satoranský enters the game for M. Thornton,72,68
280,3,5:16.0,C. Frye enters the game for T. Thompson,,72,68
281,3,5:01.0,Turnover by C. Frye (bad pass; steal by M. Gortat),,72,68
282,3,4:55.0,,T. Satoranský misses 2-pt layup from 2 ft,72,68
283,3,4:54.0,Defensive rebound by L. James,,72,68
284,3,4:49.0,L. James makes 2-pt layup from 1 ft,,74,68
285,3,4:49.0,Shooting foul by M. Morris (drawn by L. James),,74,68
286,3,4:49.0,L. James makes free throw 1 of 1,,75,68
287,3,4:38.0,,Shooting foul by K. Love (drawn by M. Morris),75,68
288,3,4:38.0,,M. Morris makes free throw 1 of 2,75,69
289,3,4:38.0,,M. Morris makes free throw 2 of 2,75,70
290,3,4:24.0,Turnover by K. Love (lost ball; steal by T. Satoranský),,75,70
291,3,4:14.0,,M. Morris misses 2-pt jump shot from 18 ft,75,70
292,3,4:13.0,,Offensive rebound by Team,75,70
293,3,4:11.0,,Turnover by O. Porter (bad pass; steal by K. Love),75,70
294,3,4:10.0,,K. Oubre enters the game for M. Morris,75,70
295,3,3:47.0,C. Frye misses 3-pt jump shot from 26 ft,,75,70
296,3,3:46.0,Offensive rebound by K. Love,,75,70
297,3,3:38.0,K. Love misses 2-pt jump shot from 12 ft,,75,70
298,3,3:38.0,,Defensive rebound by M. Gortat,75,70
299,3,3:27.0,,J. Wall misses 2-pt layup from 1 ft,75,70
300,3,3:26.0,Defensive rebound by L. James,,75,70
301,3,3:18.0,J. Smith misses 3-pt jump shot from 24 ft,,75,70
302,3,3:17.0,Offensive rebound by K. Love,,75,70
303,3,3:14.0,K. Love misses 2-pt layup from 1 ft (block by K. Oubre),,75,70
304,3,3:12.0,Offensive rebound by K. Love,,75,70
305,3,3:11.0,K. Love misses 2-pt layup from 1 ft (block by O. Porter),,75,70
306,3,3:10.0,Offensive rebound by K. Love,,75,70
307,3,3:10.0,Shooting foul by O. Porter (drawn by K. Love),,75,70
308,3,3:10.0,K. Love makes free throw 1 of 2,,76,70
309,3,3:10.0,I. Shumpert enters the game for L. James,,76,70
310,3,3:10.0,K. Love makes free throw 2 of 2,,77,70
311,3,2:58.0,,O. Porter misses 2-pt jump shot from 8 ft,77,70
312,3,2:57.0,Defensive rebound by K. Love,,77,70
313,3,2:32.0,K. Love makes 2-pt jump shot from 4 ft,,79,70
314,3,2:14.0,,K. Oubre misses 3-pt jump shot from 30 ft,79,70
315,3,2:13.0,,Offensive rebound by M. Gortat,79,70
316,3,2:01.0,,K. Oubre misses 2-pt jump shot from 5 ft (block by C. Frye),79,70
317,3,1:59.0,,Offensive rebound by M. Gortat,79,70
318,3,1:57.0,,M. Gortat makes 2-pt layup from 1 ft,79,72
319,3,1:41.0,K. Irving makes 2-pt jump shot from 10 ft,,81,72
320,3,1:20.0,,O. Porter misses 2-pt jump shot from 11 ft,81,72
321,3,1:20.0,,Offensive rebound by M. Gortat,81,72
322,3,1:17.0,,Turnover by J. Wall (back court),81,72
323,3,1:17.0,,J. Smith enters the game for M. Gortat,81,72
324,3,1:17.0,,T. Burke enters the game for J. Wall,81,72
325,3,1:17.0,T. Thompson enters the game for K. Love,,81,72
326,3,1:09.0,K. Irving misses 2-pt layup from 1 ft (block by J. Smith),,81,72
327,3,1:08.0,Offensive rebound by Team,,81,72
328,3,1:06.0,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),,84,72
329,3,0:44.0,,O. Porter misses 3-pt jump shot from 28 ft,84,72
330,3,0:43.0,Defensive rebound by T. Thompson,,84,72
331,3,0:34.0,J. Smith misses 2-pt jump shot from 17 ft,,84,72
332,3,0:33.0,,Defensive rebound by T. Burke,84,72
333,3,0:11.0,,T. Burke makes 2-pt jump shot from 18 ft,84,74
334,3,0:11.0,,Shooting foul by J. Smith (drawn by T. Burke),84,74
335,3,0:11.0,,T. Burke makes free throw 1 of 1,84,75
336,3,0:00.0,K. Irving misses 3-pt jump shot from 24 ft,,84,75
337,3,0:00.0,Offensive rebound by Team,,84,75
338,4,11:37.0,L. James misses 2-pt jump shot from 19 ft,,84,75
339,4,11:36.0,,Defensive rebound by T. Satoranský,84,75
340,4,11:30.0,,Turnover by J. Smith (bad pass),84,75
341,4,11:16.0,Shooting foul by K. Oubre (drawn by I. Shumpert),,84,75
342,4,11:16.0,I. Shumpert makes free throw 1 of 2,,85,75
343,4,11:16.0,I. Shumpert makes free throw 2 of 2,,86,75
344,4,11:07.0,,Shooting foul by R. Jefferson (drawn by T. Satoranský),86,75
345,4,11:07.0,,T. Satoranský makes free throw 1 of 2,86,76
346,4,11:07.0,,T. Satoranský makes free throw 2 of 2,86,77
347,4,10:56.0,Shooting foul by K. Oubre (drawn by L. James),,86,77
348,4,10:56.0,L. James misses free throw 1 of 2,,86,77
349,4,10:56.0,Offensive rebound by Team,,86,77
350,4,10:56.0,L. James makes free throw 2 of 2,,87,77
351,4,10:41.0,,S. Mac makes 2-pt jump shot from 23 ft,87,79
352,4,10:26.0,C. Frye makes 3-pt jump shot from 27 ft (assist by L. James),,90,79
353,4,10:08.0,,T. Satoranský makes 2-pt jump shot from 22 ft (assist by T. Burke),90,81
354,4,9:47.0,Turnover by L. James (offensive foul),,90,81
355,4,9:47.0,,Offensive charge foul by L. James (drawn by K. Oubre),90,81
356,4,9:30.0,,T. Satoranský makes 2-pt jump shot from 17 ft,90,83
357,4,9:29.0,Cleveland full timeout,,90,83
358,4,9:16.0,C. Frye misses 2-pt layup from 1 ft,,90,83
359,4,9:15.0,,Defensive rebound by J. Smith,90,83
360,4,9:09.0,,Offensive foul by K. Oubre (drawn by L. James),90,83
361,4,9:09.0,,Turnover by K. Oubre (offensive foul),90,83
362,4,9:00.0,Personal foul by J. Smith (drawn by C. Frye),,90,83
363,4,8:49.0,L. James misses 3-pt jump shot from 27 ft,,90,83
364,4,8:49.0,,Defensive rebound by S. Mac,90,83
365,4,8:30.0,,J. Smith misses 2-pt jump shot from 20 ft,90,83
366,4,8:28.0,,Offensive rebound by T. Satoranský,90,83
367,4,8:20.0,,T. Burke makes 2-pt jump shot from 17 ft,90,85
368,4,7:58.0,L. James misses 2-pt layup from 2 ft,,90,85
369,4,7:58.0,,Defensive rebound by K. Oubre,90,85
370,4,7:58.0,Loose ball foul by M. Dunleavy (drawn by K. Oubre),,90,85
371,4,7:58.0,K. Love enters the game for M. Dunleavy,,90,85
372,4,7:58.0,K. Irving enters the game for C. Frye,,90,85
373,4,7:44.0,,K. Oubre misses 2-pt jump shot from 6 ft,90,85
374,4,7:43.0,Defensive rebound by Team,,90,85
375,4,7:43.0,,Loose ball foul by J. Smith (drawn by L. James),90,85
376,4,7:43.0,,J. Wall enters the game for T. Satoranský,90,85
377,4,7:43.0,,M. Morris enters the game for J. Smith,90,85
378,4,7:28.0,Shooting foul by J. Wall (drawn by L. James),,90,85
379,4,7:28.0,L. James makes free throw 1 of 2,,91,85
380,4,7:28.0,J. Smith enters the game for R. Jefferson,,91,85
381,4,7:28.0,L. James makes free throw 2 of 2,,92,85
382,4,7:12.0,,S. Mac misses 2-pt jump shot from 13 ft,92,85
383,4,7:11.0,Defensive rebound by I. Shumpert,,92,85
384,4,7:02.0,Turnover by K. Irving (bad pass; steal by K. Oubre),,92,85
385,4,6:55.0,,K. Oubre makes 2-pt dunk at rim (assist by J. Wall),92,87
386,4,6:38.0,K. Irving makes 3-pt jump shot from 26 ft,,95,87
387,4,6:13.0,,T. Burke misses 2-pt jump shot from 8 ft,95,87
388,4,6:12.0,Defensive rebound by L. James,,95,87
389,4,6:00.0,K. Irving misses 3-pt jump shot from 28 ft,,95,87
390,4,5:59.0,,Defensive rebound by M. Morris,95,87
391,4,5:59.0,,Personal foul by K. Love (drawn by M. Morris),95,87
392,4,5:59.0,Official timeout,,95,87
393,4,5:46.0,,Turnover by J. Wall (lost ball; steal by I. Shumpert),95,87
394,4,5:36.0,L. James makes 2-pt layup from 2 ft,,97,87
395,4,5:15.0,,M. Morris misses 2-pt jump shot from 12 ft,97,87
396,4,5:14.0,Defensive rebound by L. James,,97,87
397,4,5:08.0,Turnover by L. James (bad pass),,97,87
