,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
0,1,11:42.0,,Turnover by I. Thomas (bad pass; steal by N. Stauskas),0,0
1,1,11:36.0,J. Embiid makes 2-pt dunk at rim (assist by T. McConnell),,2,0
2,1,11:17.0,,Turnover by I. Thomas (bad pass),2,0
3,1,11:03.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by R. Covington),,5,0
4,1,10:46.0,,A. Horford misses 2-pt hook shot from 9 ft,5,0
5,1,10:45.0,Defensive rebound by J. Embiid,,5,0
6,1,10:23.0,J. Embiid misses 3-pt jump shot from 25 ft,,5,0
7,1,10:22.0,,Defensive rebound by A. Horford,5,0
8,1,10:12.0,,Offensive foul by A. Johnson (drawn by J. Embiid),5,0
9,1,10:12.0,,Turnover by A. Johnson (offensive foul),5,0
10,1,10:01.0,E. İlyasova misses 3-pt jump shot from 25 ft,,5,0
11,1,10:00.0,,Defensive rebound by J. Crowder,5,0
12,1,9:49.0,,Shooting foul by T. McConnell (drawn by I. Thomas),5,0
13,1,9:49.0,,I. Thomas makes 2-pt jump shot from 4 ft (assist by A. Horford),5,2
14,1,9:49.0,,I. Thomas makes free throw 1 of 1,5,3
15,1,9:31.0,T. McConnell makes 2-pt jump shot from 7 ft (assist by E. İlyasova),,7,3
16,1,9:19.0,,A. Bradley misses 2-pt jump shot from 15 ft,7,3
17,1,9:18.0,Defensive rebound by R. Covington,,7,3
18,1,9:03.0,J. Embiid misses 2-pt layup from 3 ft,,7,3
19,1,9:02.0,,Defensive rebound by A. Johnson,7,3
20,1,8:43.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by A. Johnson),7,6
21,1,8:30.0,J. Embiid makes 2-pt layup from 1 ft (assist by N. Stauskas),,9,6
22,1,8:07.0,,Turnover by I. Thomas (lost ball; steal by E. İlyasova),9,6
23,1,8:02.0,Turnover by T. McConnell (bad pass; steal by J. Crowder),,9,6
24,1,7:56.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by J. Crowder),9,9
25,1,7:37.0,E. İlyasova misses 3-pt jump shot from 24 ft,,9,9
26,1,7:36.0,,Defensive rebound by I. Thomas,9,9
27,1,7:27.0,,J. Crowder misses 3-pt jump shot from 26 ft,9,9
28,1,7:26.0,,Offensive rebound by A. Horford,9,9
29,1,7:26.0,,A. Horford misses 2-pt layup from 2 ft,9,9
30,1,7:24.0,Defensive rebound by T. McConnell,,9,9
31,1,7:15.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. McConnell),,12,9
32,1,7:04.0,,Personal foul by T. McConnell (drawn by I. Thomas),12,9
33,1,7:04.0,N. Noel enters the game for J. Embiid,,12,9
34,1,7:04.0,G. Henderson enters the game for T. McConnell,,12,9
35,1,6:57.0,,A. Johnson misses 2-pt hook shot from 5 ft,12,9
36,1,6:56.0,Defensive rebound by N. Noel,,12,9
37,1,6:45.0,N. Stauskas misses 2-pt layup at rim,,12,9
38,1,6:44.0,,Defensive rebound by A. Horford,12,9
39,1,6:39.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by A. Horford),12,12
40,1,6:17.0,Personal foul by I. Thomas (drawn by R. Covington),,12,12
41,1,6:10.0,Personal foul by A. Bradley (drawn by N. Noel),,12,12
42,1,6:02.0,G. Henderson misses 2-pt jump shot from 17 ft,,12,12
43,1,6:01.0,,Defensive rebound by A. Horford,12,12
44,1,5:54.0,,A. Bradley misses 3-pt jump shot from 26 ft,12,12
45,1,5:53.0,Defensive rebound by G. Henderson,,12,12
46,1,5:41.0,R. Covington makes 3-pt jump shot from 25 ft (assist by G. Henderson),,15,12
47,1,5:29.0,,I. Thomas makes 3-pt jump shot from 26 ft,15,15
48,1,5:19.0,Philadelphia full timeout,,15,15
49,1,5:19.0,,J. Jerebko enters the game for A. Johnson,15,15
50,1,5:19.0,D. Šarić enters the game for E. İlyasova,,15,15
51,1,5:06.0,N. Stauskas misses 2-pt jump shot from 16 ft,,15,15
52,1,5:05.0,,Defensive rebound by A. Horford,15,15
53,1,4:50.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by A. Horford),15,18
54,1,4:38.0,Turnover by R. Covington (traveling),,15,18
55,1,4:27.0,,A. Horford misses 2-pt layup from 2 ft (block by N. Noel),15,18
56,1,4:25.0,Defensive rebound by N. Stauskas,,15,18
57,1,4:13.0,Turnover by D. Šarić (traveling),,15,18
58,1,4:13.0,,M. Smart enters the game for I. Thomas,15,18
59,1,3:53.0,,A. Horford misses 3-pt jump shot from 25 ft,15,18
