,QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
28,1,7:57.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by K. Middleton),4,5
29,1,7:32.0,N. Powell makes 3-pt jump shot from 26 ft (assist by S. Ibaka),,7,5
30,1,7:14.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by M. Brogdon),7,8
31,1,6:51.0,D. Carroll makes 2-pt jump shot from 16 ft (assist by K. Lowry),,9,8
32,1,6:44.0,,K. Middleton misses 2-pt layup from 1 ft,9,8
33,1,6:42.0,Defensive rebound by S. Ibaka,,9,8
34,1,6:36.0,D. Carroll misses 3-pt jump shot from 25 ft,,9,8
35,1,6:35.0,,Defensive rebound by M. Brogdon,9,8
36,1,6:25.0,,T. Maker misses 3-pt jump shot from 28 ft,9,8
37,1,6:24.0,Defensive rebound by D. DeRozan,,9,8
38,1,6:22.0,Turnover by D. DeRozan (bad pass; steal by T. Maker),,9,8
39,1,6:13.0,,Personal foul by K. Lowry (drawn by G. Antetokounmpo),9,8
40,1,6:03.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,9,8
41,1,6:02.0,Defensive rebound by D. Carroll,,9,8
42,1,5:51.0,Turnover by D. DeRozan (lost ball; steal by G. Antetokounmpo),,9,8
43,1,5:46.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,9,8
44,1,5:45.0,,Offensive rebound by T. Maker,9,8
45,1,5:45.0,,T. Maker makes 2-pt layup from 1 ft,9,10
46,1,5:45.0,,Shooting foul by D. DeRozan (drawn by T. Maker),9,10
47,1,5:45.0,,Milwaukee full timeout,9,10
48,1,5:45.0,P. Tucker enters the game for N. Powell,,9,10
49,1,5:45.0,P. Patterson enters the game for D. Carroll,,9,10
50,1,5:45.0,,T. Maker makes free throw 1 of 1,9,11
51,1,5:28.0,S. Ibaka misses 2-pt jump shot from 19 ft,,9,11
52,1,5:26.0,,Defensive rebound by G. Antetokounmpo,9,11
53,1,5:07.0,,T. Snell misses 3-pt jump shot from 24 ft,9,11
54,1,5:06.0,Defensive rebound by D. DeRozan,,9,11
55,1,4:59.0,D. DeRozan makes 2-pt layup at rim,,11,11
56,1,4:40.0,,Turnover by K. Middleton (lost ball; steal by D. DeRozan),11,11
57,1,4:38.0,K. Lowry makes 2-pt layup from 1 ft,,13,11
58,1,4:38.0,,Violation by G. Antetokounmpo (def goaltending),13,11
59,1,4:31.0,,Turnover by G. Antetokounmpo (step out of bounds),13,11
60,1,4:31.0,,M. Dellavedova enters the game for T. Maker,13,11
61,1,4:31.0,,G. Monroe enters the game for M. Brogdon,13,11
62,1,4:28.0,J. Valančiūnas enters the game for S. Ibaka,,13,11
63,1,4:19.0,K. Lowry makes 2-pt layup from 1 ft,,15,11
64,1,4:00.0,,Turnover by G. Monroe (bad pass),15,11
65,1,3:41.0,Turnover by J. Valančiūnas (lost ball),,15,11
66,1,3:27.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,15,13
67,1,3:16.0,Toronto full timeout,,15,13
68,1,3:16.0,C. Joseph enters the game for K. Lowry,,15,13
69,1,3:16.0,,M. Beasley enters the game for G. Antetokounmpo,15,13
70,1,3:04.0,D. DeRozan makes 2-pt jump shot from 13 ft,,17,13
71,1,2:46.0,,G. Monroe misses 2-pt hook shot from 3 ft,17,13
72,1,2:44.0,Defensive rebound by P. Patterson,,17,13
73,1,2:39.0,Turnover by D. DeRozan (offensive foul),,17,13
74,1,2:39.0,,Offensive charge foul by D. DeRozan (drawn by G. Monroe),17,13
75,1,2:39.0,K. Lowry enters the game for D. DeRozan,,17,13
76,1,2:29.0,,Personal foul by J. Valančiūnas (drawn by G. Monroe),17,13
77,1,2:29.0,,G. Monroe misses free throw 1 of 2,17,13
78,1,2:29.0,,Offensive rebound by Team,17,13
79,1,2:29.0,,G. Monroe makes free throw 2 of 2,17,14
80,1,2:04.0,P. Patterson misses 2-pt jump shot from 17 ft,,17,14
81,1,2:02.0,Offensive rebound by K. Lowry,,17,14
82,1,1:58.0,Shooting foul by G. Monroe (drawn by J. Valančiūnas),,17,14
83,1,1:58.0,J. Valančiūnas makes free throw 1 of 2,,18,14
84,1,1:58.0,J. Valančiūnas makes free throw 2 of 2,,19,14
85,1,1:42.0,,M. Beasley misses 3-pt jump shot from 26 ft,19,14
86,1,1:42.0,Defensive rebound by Team,,19,14
87,1,1:32.0,C. Joseph misses 2-pt layup from 1 ft,,19,14
88,1,1:31.0,,Defensive rebound by G. Monroe,19,14
89,1,1:19.0,,G. Monroe misses 2-pt layup from 2 ft,19,14
90,1,1:17.0,Defensive rebound by J. Valančiūnas,,19,14
91,1,1:05.0,C. Joseph misses 2-pt jump shot from 19 ft,,19,14
92,1,1:04.0,,Defensive rebound by K. Middleton,19,14
93,1,1:00.0,,Personal block foul by P. Tucker,19,14
94,1,1:00.0,,K. Middleton misses free throw 1 of 2,19,14
95,1,1:00.0,,Offensive rebound by Team,19,14
96,1,1:00.0,,J. Terry enters the game for T. Snell,19,14
97,1,1:00.0,,K. Middleton makes free throw 2 of 2,19,15
98,1,0:36.0,Turnover by Team (shot clock),,19,15
99,1,0:31.0,,K. Middleton makes 2-pt jump shot from 13 ft,19,17
100,1,0:24.0,P. Patterson misses 2-pt layup from 2 ft,,19,17
101,1,0:22.0,,Defensive rebound by G. Monroe,19,17
102,1,0:03.0,,K. Middleton makes 2-pt jump shot from 15 ft,19,19
103,1,0:00.0,K. Lowry misses 3-pt jump shot from 70 ft,,19,19
104,1,0:00.0,Offensive rebound by Team,,19,19
105,2,11:42.0,J. Valančiūnas makes 2-pt layup at rim (assist by P. Patterson),,21,19
106,2,11:16.0,,M. Beasley misses 3-pt jump shot from 23 ft,21,19
107,2,11:15.0,,Offensive rebound by Team,21,19
108,2,11:15.0,,Turnover by Team (shot clock),21,19
109,2,10:57.0,Turnover by J. Valančiūnas (lost ball; steal by G. Monroe),,21,19
110,2,10:52.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Wright),21,19
111,2,10:47.0,Turnover by D. Wright (lost ball; steal by G. Antetokounmpo),,21,19
112,2,10:34.0,,M. Beasley makes 2-pt jump shot from 9 ft (assist by G. Monroe),21,21
113,2,10:13.0,K. Lowry misses 2-pt jump shot from 14 ft,,21,21
114,2,10:10.0,,Defensive rebound by G. Antetokounmpo,21,21
115,2,10:08.0,,Turnover by G. Antetokounmpo (bad pass),21,21
116,2,9:57.0,Personal foul by J. Terry (drawn by D. Wright),,21,21
117,2,9:57.0,S. Ibaka enters the game for J. Valančiūnas,,21,21
118,2,9:57.0,D. DeRozan enters the game for P. Patterson,,21,21
119,2,9:42.0,D. DeRozan misses 2-pt jump shot from 19 ft,,21,21
120,2,9:40.0,,Defensive rebound by M. Dellavedova,21,21
121,2,9:34.0,,G. Monroe misses 2-pt layup from 1 ft,21,21
122,2,9:32.0,Defensive rebound by S. Ibaka,,21,21
123,2,9:27.0,K. Lowry misses 3-pt jump shot from 25 ft,,21,21
124,2,9:25.0,,Defensive rebound by G. Antetokounmpo,21,21
125,2,9:14.0,,Shooting foul by S. Ibaka (drawn by G. Monroe),21,21
126,2,9:14.0,,G. Monroe makes free throw 1 of 2,21,22
127,2,9:14.0,,G. Monroe makes free throw 2 of 2,21,23
128,2,9:00.0,Personal foul by M. Beasley (drawn by D. DeRozan),,21,23
129,2,8:43.0,D. DeRozan makes 2-pt jump shot from 22 ft (assist by D. Wright),,23,23
130,2,8:31.0,,M. Dellavedova misses 2-pt jump shot from 5 ft (block by D. Wright),23,23
131,2,8:29.0,Defensive rebound by D. DeRozan,,23,23
132,2,8:29.0,Personal take foul by M. Dellavedova (drawn by D. DeRozan),,23,23
133,2,8:29.0,Official timeout,,23,23
134,2,8:29.0,,T. Maker enters the game for M. Dellavedova,23,23
135,2,8:29.0,,M. Brogdon enters the game for G. Monroe,23,23
136,2,8:29.0,,T. Snell enters the game for M. Beasley,23,23
137,2,8:29.0,D. Carroll enters the game for K. Lowry,,23,23
138,2,8:29.0,C. Joseph enters the game for P. Tucker,,23,23
139,2,8:23.0,Turnover by C. Joseph (bad pass; steal by J. Terry),,23,23
140,2,8:20.0,,J. Terry makes 2-pt layup from 1 ft,23,25
141,2,8:06.0,Turnover by C. Joseph (bad pass; steal by T. Maker),,23,25
142,2,8:01.0,,T. Maker misses 2-pt jump shot from 9 ft,23,25
143,2,7:59.0,,Offensive rebound by T. Snell,23,25
144,2,7:56.0,,T. Snell makes 2-pt layup from 1 ft,23,27
145,2,7:47.0,Toronto full timeout,,23,27
146,2,7:35.0,D. DeRozan misses 2-pt jump shot from 19 ft,,23,27
147,2,7:34.0,,Defensive rebound by T. Maker,23,27
148,2,7:10.0,,M. Brogdon misses 2-pt jump shot from 23 ft (block by S. Ibaka),23,27
149,2,7:08.0,Defensive rebound by D. DeRozan,,23,27
150,2,6:55.0,D. DeRozan makes 2-pt layup from 1 ft,,25,27
151,2,6:55.0,Shooting foul by G. Antetokounmpo (drawn by D. DeRozan),,25,27
152,2,6:55.0,D. DeRozan makes free throw 1 of 1,,26,27
153,2,6:40.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,26,29
154,2,6:20.0,S. Ibaka misses 3-pt jump shot from 28 ft,,26,29
155,2,6:19.0,Offensive rebound by D. Carroll,,26,29
156,2,6:19.0,D. Carroll misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,26,29
157,2,6:19.0,Offensive rebound by Team,,26,29
158,2,6:19.0,N. Powell enters the game for C. Joseph,,26,29
159,2,6:19.0,K. Lowry enters the game for D. Wright,,26,29
160,2,6:19.0,,K. Middleton enters the game for J. Terry,26,29
161,2,6:09.0,N. Powell misses 2-pt layup from 1 ft,,26,29
162,2,6:07.0,Offensive rebound by S. Ibaka,,26,29
163,2,6:04.0,D. Carroll misses 3-pt jump shot from 27 ft,,26,29
164,2,6:03.0,,Defensive rebound by G. Antetokounmpo,26,29
165,2,5:51.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by M. Brogdon),26,31
166,2,5:37.0,K. Lowry misses 2-pt jump shot from 6 ft,,26,31
167,2,5:35.0,,Defensive rebound by K. Middleton,26,31
168,2,5:33.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),26,33
169,2,5:28.0,Toronto full timeout,,26,33
170,2,5:19.0,D. DeRozan makes 2-pt jump shot from 20 ft (assist by N. Powell),,28,33
171,2,4:57.0,,K. Middleton misses 3-pt jump shot from 24 ft,28,33
172,2,4:56.0,Defensive rebound by N. Powell,,28,33
173,2,4:45.0,D. DeRozan makes 2-pt layup at rim,,30,33
174,2,4:32.0,,Offensive foul by M. Brogdon (drawn by K. Lowry),30,33
175,2,4:32.0,,Turnover by M. Brogdon (offensive foul),30,33
176,2,4:26.0,Shooting foul by T. Maker (drawn by N. Powell),,30,33
177,2,4:26.0,N. Powell misses free throw 1 of 2,,30,33
178,2,4:26.0,Offensive rebound by Team,,30,33
179,2,4:26.0,N. Powell makes free throw 2 of 2,,31,33
180,2,4:11.0,,Turnover by K. Middleton (bad pass; steal by D. Carroll),31,33
181,2,4:07.0,D. Carroll misses 2-pt layup from 2 ft,,31,33
182,2,4:05.0,,Defensive rebound by M. Brogdon,31,33
183,2,3:58.0,,T. Snell misses 3-pt jump shot from 29 ft,31,33
184,2,3:56.0,Defensive rebound by S. Ibaka,,31,33
185,2,3:34.0,D. DeRozan misses 2-pt jump shot from 19 ft,,31,33
186,2,3:33.0,,Defensive rebound by M. Brogdon,31,33
187,2,3:16.0,,Turnover by K. Middleton (bad pass; steal by D. DeRozan),31,33
188,2,3:15.0,Personal foul by T. Snell (drawn by D. DeRozan),,31,33
189,2,3:15.0,D. DeRozan makes free throw 1 of 2,,32,33
190,2,3:15.0,D. DeRozan makes free throw 2 of 2,,33,33
191,2,3:03.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by T. Maker),33,35
192,2,2:42.0,Turnover by S. Ibaka (bad pass; steal by K. Middleton),,33,35
193,2,2:34.0,,K. Middleton misses 3-pt jump shot from 24 ft,33,35
194,2,2:33.0,Defensive rebound by D. DeRozan,,33,35
195,2,2:26.0,Shooting foul by K. Middleton (drawn by D. DeRozan),,33,35
196,2,2:26.0,,Milwaukee full timeout,33,35
197,2,2:26.0,D. DeRozan makes free throw 1 of 2,,34,35
198,2,2:26.0,P. Tucker enters the game for D. Carroll,,33,35
199,2,2:26.0,D. DeRozan makes free throw 2 of 2,,35,35
200,2,2:08.0,,G. Antetokounmpo makes 2-pt jump shot from 8 ft,35,37
201,2,1:56.0,D. DeRozan misses 2-pt jump shot from 22 ft,,35,37
202,2,1:54.0,Offensive rebound by S. Ibaka,,35,37
203,2,1:52.0,S. Ibaka makes 2-pt layup from 1 ft,,37,37
204,2,1:39.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,37,37
205,2,1:38.0,Defensive rebound by D. DeRozan,,37,37
206,2,1:36.0,Personal foul by G. Antetokounmpo (drawn by S. Ibaka),,37,37
207,2,1:36.0,S. Ibaka makes free throw 1 of 2,,38,37
208,2,1:36.0,S. Ibaka makes free throw 2 of 2,,39,37
209,2,1:14.0,,T. Maker makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),39,39
210,2,0:55.0,N. Powell misses 2-pt layup at rim,,39,39
211,2,0:53.0,,Defensive rebound by T. Snell,39,39
212,2,0:46.0,,G. Antetokounmpo makes 2-pt jump shot from 3 ft,39,41
213,2,0:36.0,D. DeRozan makes 2-pt jump shot from 14 ft,,41,41
214,2,0:30.0,,Turnover by G. Antetokounmpo (lost ball; steal by S. Ibaka),41,41
215,2,0:08.0,D. DeRozan misses 2-pt jump shot from 15 ft,,41,41
216,2,0:07.0,,Defensive rebound by K. Middleton,41,41
217,2,0:03.0,,Turnover by M. Brogdon (bad pass),41,41
218,2,0:00.0,K. Lowry misses 3-pt jump shot from 40 ft,,41,41
219,2,0:00.0,Offensive rebound by Team,,41,41
220,3,11:43.0,S. Ibaka misses 2-pt layup from 1 ft,,41,41
221,3,11:42.0,,Defensive rebound by K. Middleton,41,41
222,3,11:28.0,,K. Middleton misses 2-pt jump shot from 15 ft,41,41
223,3,11:27.0,Defensive rebound by S. Ibaka,,41,41
224,3,11:19.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by K. Lowry),,43,41
225,3,10:58.0,,M. Brogdon misses 3-pt jump shot from 26 ft,43,41
226,3,10:57.0,Defensive rebound by S. Ibaka,,43,41
227,3,10:48.0,D. Carroll misses 3-pt jump shot from 26 ft,,43,41
228,3,10:47.0,,Defensive rebound by T. Maker,43,41
229,3,10:32.0,,T. Maker makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),43,43
230,3,10:21.0,S. Ibaka misses 3-pt jump shot from 28 ft,,43,43
231,3,10:19.0,,Defensive rebound by K. Middleton,43,43
232,3,10:10.0,,G. Antetokounmpo misses 2-pt jump shot from 21 ft,43,43
233,3,10:09.0,Defensive rebound by D. Carroll,,43,43
234,3,9:57.0,Personal foul by K. Middleton (drawn by K. Lowry),,43,43
235,3,9:44.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,45,43
236,3,9:24.0,,T. Snell makes 2-pt jump shot from 20 ft,45,45
237,3,9:09.0,S. Ibaka misses 3-pt jump shot from 26 ft,,45,45
238,3,9:08.0,,Defensive rebound by G. Antetokounmpo,45,45
239,3,8:44.0,,K. Middleton misses 3-pt jump shot from 24 ft,45,45
240,3,8:42.0,Defensive rebound by D. Carroll,,45,45
241,3,8:26.0,S. Ibaka misses 3-pt jump shot from 27 ft,,45,45
242,3,8:25.0,,Defensive rebound by M. Brogdon,45,45
243,3,8:18.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,45,45
244,3,8:17.0,Defensive rebound by S. Ibaka,,45,45
245,3,8:06.0,D. DeRozan makes 2-pt jump shot from 6 ft,,47,45
246,3,7:47.0,,T. Snell makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),47,48
247,3,7:27.0,S. Ibaka misses 2-pt jump shot from 17 ft,,47,48
248,3,7:26.0,,Defensive rebound by K. Middleton,47,48
249,3,7:18.0,,Def 3 sec tech foul by S. Ibaka,47,48
250,3,7:18.0,,K. Middleton makes technical free throw,47,49
251,3,7:15.0,,Personal foul by S. Ibaka (drawn by T. Maker),47,49
252,3,7:15.0,J. Valančiūnas enters the game for S. Ibaka,,47,49
253,3,7:01.0,,T. Maker misses 2-pt layup from 1 ft,47,49
254,3,6:59.0,Defensive rebound by D. DeRozan,,47,49
255,3,6:43.0,D. DeRozan makes 2-pt jump shot from 8 ft,,49,49
256,3,6:21.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by T. Maker),49,52
257,3,6:12.0,Personal foul by T. Maker (drawn by D. DeRozan),,49,52
258,3,6:07.0,K. Lowry makes 3-pt jump shot from 28 ft,,52,52
259,3,5:53.0,,Shooting foul by D. Carroll (drawn by G. Antetokounmpo),52,52
260,3,5:53.0,,Milwaukee full timeout,52,52
261,3,5:53.0,,G. Antetokounmpo misses free throw 1 of 2,52,52
262,3,5:53.0,,Offensive rebound by Team,52,52
263,3,5:53.0,,G. Monroe enters the game for T. Maker,52,52
264,3,5:53.0,,G. Antetokounmpo makes free throw 2 of 2,52,53
265,3,5:39.0,K. Lowry makes 2-pt layup from 1 ft (assist by N. Powell),,54,53
266,3,5:16.0,,K. Middleton misses 2-pt jump shot from 17 ft,54,53
267,3,5:14.0,Defensive rebound by J. Valančiūnas,,54,53
268,3,5:09.0,D. DeRozan makes 2-pt dunk at rim,,56,53
269,3,4:49.0,,M. Brogdon misses 2-pt jump shot from 17 ft,56,53
270,3,4:47.0,Defensive rebound by K. Lowry,,56,53
271,3,4:40.0,N. Powell makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,59,53
272,3,4:40.0,,Milwaukee full timeout,59,53
273,3,4:40.0,P. Tucker enters the game for D. Carroll,,59,53
274,3,4:40.0,,M. Dellavedova enters the game for M. Brogdon,59,53
275,3,4:28.0,,Personal foul by N. Powell (drawn by G. Antetokounmpo),59,53
276,3,4:23.0,,G. Monroe misses 2-pt hook shot from 6 ft,59,53
277,3,4:22.0,Defensive rebound by N. Powell,,59,53
278,3,4:08.0,J. Valančiūnas makes 2-pt hook shot from 7 ft (assist by K. Lowry),,61,53
279,3,3:47.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),61,55
280,3,3:28.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,64,55
281,3,3:03.0,Offensive charge foul by G. Antetokounmpo (drawn by K. Lowry),,64,55
282,3,3:03.0,,Turnover by G. Antetokounmpo (offensive foul),64,55
283,3,2:43.0,D. DeRozan misses 2-pt jump shot from 23 ft,,64,55
284,3,2:40.0,,Defensive rebound by G. Monroe,64,55
285,3,2:32.0,,T. Snell misses 3-pt jump shot from 24 ft,64,55
286,3,2:30.0,Defensive rebound by P. Tucker,,64,55
287,3,2:23.0,Turnover by J. Valančiūnas (offensive foul),,64,55
288,3,2:23.0,Offensive foul by J. Valančiūnas (drawn by M. Dellavedova),,64,55
289,3,2:23.0,Toronto full timeout,,64,55
290,3,2:23.0,,M. Beasley enters the game for G. Antetokounmpo,64,55
291,3,2:21.0,C. Joseph enters the game for K. Lowry,,64,55
292,3,2:20.0,D. Wright enters the game for N. Powell,,64,55
293,3,2:06.0,,M. Beasley makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),64,57
294,3,1:49.0,D. DeRozan misses 2-pt jump shot from 16 ft,,64,57
295,3,1:48.0,,Defensive rebound by K. Middleton,64,57
296,3,1:38.0,,T. Snell misses 3-pt jump shot from 23 ft,64,57
297,3,1:37.0,,Offensive rebound by G. Monroe,64,57
298,3,1:36.0,,G. Monroe misses 2-pt layup at rim,64,57
299,3,1:34.0,Defensive rebound by J. Valančiūnas,,64,57
300,3,1:21.0,Turnover by J. Valančiūnas (lost ball; steal by G. Monroe),,64,57
301,3,1:10.0,,K. Middleton misses 2-pt jump shot from 5 ft,64,57
302,3,1:09.0,,Offensive rebound by G. Monroe,64,57
303,3,1:09.0,,Shooting foul by J. Valančiūnas (drawn by G. Monroe),64,57
304,3,1:09.0,,G. Monroe makes free throw 1 of 2,64,58
305,3,1:09.0,,G. Monroe misses free throw 2 of 2,64,58
306,3,1:08.0,Defensive rebound by D. DeRozan,,64,58
307,3,0:53.0,P. Tucker misses 3-pt jump shot from 25 ft,,64,58
308,3,0:52.0,,Defensive rebound by M. Dellavedova,64,58
309,3,0:40.0,,M. Beasley misses 2-pt layup from 4 ft,64,58
310,3,0:39.0,Defensive rebound by J. Valančiūnas,,64,58
311,3,0:27.0,Personal foul by K. Middleton (drawn by C. Joseph),,64,58
312,3,0:13.0,C. Joseph misses 2-pt jump shot from 18 ft,,64,58
313,3,0:12.0,,Defensive rebound by Team,64,58
314,3,0:12.0,Loose ball foul by J. Valančiūnas (drawn by G. Monroe),,64,58
315,3,0:12.0,,G. Monroe misses free throw 1 of 2,64,58
316,3,0:12.0,,Offensive rebound by Team,64,58
317,3,0:12.0,,G. Monroe misses free throw 2 of 2,64,58
318,3,0:09.0,Defensive rebound by J. Valančiūnas,,64,58
319,3,0:00.0,D. DeRozan misses 3-pt jump shot from 29 ft,,64,58
320,3,0:00.0,Offensive rebound by Team,,64,58
321,4,11:44.0,,Turnover by M. Dellavedova (bad pass; steal by S. Ibaka),64,58
322,4,11:34.0,K. Lowry makes 2-pt layup from 1 ft,,66,58
323,4,11:10.0,,M. Dellavedova misses 2-pt jump shot from 5 ft,66,58
324,4,11:10.0,,Offensive rebound by Team,66,58
325,4,11:10.0,,Personal foul by S. Ibaka (drawn by G. Monroe),66,58
326,4,11:01.0,,G. Antetokounmpo misses 2-pt layup from 4 ft,66,58
327,4,11:00.0,Defensive rebound by D. Wright,,66,58
328,4,10:50.0,K. Lowry misses 3-pt jump shot from 26 ft,,66,58
329,4,10:50.0,,Defensive rebound by Team,66,58
330,4,10:50.0,Loose ball foul by P. Tucker,,66,58
331,4,10:42.0,Offensive charge foul by G. Antetokounmpo (drawn by P. Tucker),,66,58
332,4,10:42.0,,Turnover by G. Antetokounmpo (offensive foul),66,58
333,4,10:30.0,P. Tucker misses 3-pt jump shot from 24 ft,,66,58
334,4,10:29.0,,Defensive rebound by J. Terry,66,58
335,4,10:14.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,66,58
336,4,10:12.0,Defensive rebound by D. Wright,,66,58
337,4,10:00.0,S. Ibaka misses 2-pt jump shot from 14 ft,,66,58
338,4,9:59.0,,Defensive rebound by M. Beasley,66,58
339,4,9:53.0,,Personal foul by S. Ibaka (drawn by G. Monroe),66,58
340,4,9:40.0,,M. Beasley misses 2-pt jump shot from 12 ft (block by N. Powell),66,58
341,4,9:37.0,Defensive rebound by D. Wright,,66,58
342,4,9:25.0,S. Ibaka misses 2-pt jump shot from 17 ft,,66,58
343,4,9:24.0,,Defensive rebound by M. Beasley,66,58
344,4,9:04.0,,J. Terry misses 3-pt jump shot from 26 ft,66,58
345,4,9:02.0,,Offensive rebound by G. Antetokounmpo,66,58
346,4,9:01.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,66,58
347,4,8:59.0,,Offensive rebound by M. Beasley,66,58
348,4,8:58.0,,M. Beasley misses 2-pt layup from 1 ft,66,58
349,4,8:57.0,,Offensive rebound by M. Beasley,66,58
350,4,8:40.0,,J. Terry misses 3-pt jump shot from 24 ft,66,58
351,4,8:39.0,,Offensive rebound by G. Monroe,66,58
352,4,8:37.0,,M. Beasley misses 2-pt jump shot from 3 ft (block by K. Lowry),66,58
353,4,8:34.0,,Offensive rebound by G. Monroe,66,58
354,4,8:34.0,,G. Monroe makes 2-pt layup from 1 ft,66,60
355,4,8:34.0,Toronto full timeout,,66,60
356,4,8:34.0,J. Valančiūnas enters the game for S. Ibaka,,66,60
357,4,8:34.0,D. DeRozan enters the game for D. Wright,,66,60
358,4,8:15.0,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by N. Powell),,68,60
359,4,7:59.0,,M. Beasley misses 2-pt jump shot from 5 ft,68,60
360,4,7:58.0,,Offensive rebound by G. Monroe,68,60
361,4,7:50.0,,J. Terry makes 2-pt jump shot from 8 ft (assist by M. Dellavedova),68,62
362,4,7:36.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by N. Powell),,70,62
363,4,7:22.0,,G. Monroe makes 2-pt layup from 3 ft,70,64
364,4,7:10.0,D. DeRozan misses 2-pt jump shot from 15 ft,,70,64
365,4,7:09.0,,Defensive rebound by M. Beasley,70,64
366,4,7:01.0,,Turnover by J. Terry (bad pass; steal by D. DeRozan),70,64
367,4,6:45.0,K. Lowry makes 2-pt layup from 1 ft,,72,64
368,4,6:30.0,,M. Dellavedova makes 2-pt jump shot from 10 ft,72,66
369,4,6:08.0,Shooting foul by M. Beasley (drawn by D. DeRozan),,72,66
370,4,6:08.0,D. DeRozan makes free throw 1 of 2,,73,66
371,4,6:08.0,,T. Snell enters the game for M. Beasley,73,66
372,4,6:08.0,,K. Middleton enters the game for J. Terry,73,66
373,4,6:08.0,D. DeRozan makes free throw 2 of 2,,74,66
374,4,5:59.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),74,68
375,4,5:39.0,K. Lowry misses 2-pt layup from 2 ft (block by G. Monroe),,74,68
376,4,5:36.0,,Defensive rebound by G. Monroe,74,68
377,4,5:32.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,74,68
