,QUARTER,TIME_REMAINING,DENVER_ACTION,MILWAUKEE_ACTION,DENVER_SCORE,MILWAUKEE_SCORE
0,1,11:40.0,,T. Maker misses 2-pt hook shot from 6 ft,0,0
1,1,11:39.0,Defensive rebound by N. Jokić,,0,0
2,1,11:23.0,G. Harris makes 2-pt layup at rim,,2,0
3,1,10:59.0,,T. Snell misses 2-pt layup from 2 ft,2,0
4,1,10:57.0,Defensive rebound by D. Gallinari,,2,0
5,1,10:41.0,N. Jokić makes 2-pt layup at rim (assist by J. Murray),,4,0
6,1,10:19.0,,T. Maker makes 3-pt jump shot from 26 ft (assist by T. Snell),4,3
7,1,10:02.0,D. Gallinari makes 2-pt layup from 1 ft (assist by N. Jokić),,6,3
8,1,9:41.0,,R. Vaughn misses 2-pt jump shot from 19 ft,6,3
9,1,9:40.0,Defensive rebound by W. Chandler,,6,3
10,1,9:26.0,J. Murray makes 3-pt jump shot from 27 ft (assist by G. Harris),,9,3
11,1,9:09.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),9,5
12,1,8:54.0,G. Harris misses 2-pt layup from 2 ft,,9,5
13,1,8:52.0,,Defensive rebound by T. Maker,9,5
14,1,8:45.0,,M. Brogdon misses 2-pt layup from 3 ft,9,5
15,1,8:43.0,Defensive rebound by D. Gallinari,,9,5
16,1,8:38.0,D. Gallinari makes 2-pt layup from 1 ft (assist by G. Harris),,11,5
17,1,8:21.0,,M. Brogdon misses 2-pt layup at rim,11,5
18,1,8:19.0,Defensive rebound by N. Jokić,,11,5
19,1,8:13.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by J. Murray),,14,5
20,1,8:13.0,,Milwaukee full timeout,14,5
21,1,7:52.0,,M. Brogdon misses 2-pt layup from 1 ft (block by J. Murray),14,5
22,1,7:50.0,,Offensive rebound by M. Brogdon,14,5
23,1,7:49.0,,M. Brogdon misses 2-pt layup from 2 ft,14,5
24,1,7:49.0,,Offensive rebound by Team,14,5
25,1,7:44.0,,G. Antetokounmpo misses 2-pt jump shot from 6 ft,14,5
26,1,7:43.0,Defensive rebound by N. Jokić,,14,5
27,1,7:36.0,J. Murray makes 2-pt layup from 1 ft,,16,5
28,1,7:26.0,,T. Snell misses 3-pt jump shot from 25 ft,16,5
29,1,7:25.0,Defensive rebound by G. Harris,,16,5
30,1,7:18.0,Personal block foul by T. Snell (drawn by D. Gallinari),,16,5
31,1,7:18.0,,M. Dellavedova enters the game for M. Brogdon,16,5
32,1,7:18.0,,G. Monroe enters the game for T. Maker,16,5
33,1,7:13.0,D. Gallinari makes 2-pt dunk at rim (assist by N. Jokić),,18,5
34,1,6:58.0,,Shooting foul by N. Jokić (drawn by G. Monroe),18,5
35,1,6:58.0,,G. Monroe makes free throw 1 of 2,18,6
36,1,6:58.0,,K. Middleton enters the game for R. Vaughn,18,6
37,1,6:58.0,,G. Monroe makes free throw 2 of 2,18,7
38,1,6:46.0,J. Murray misses 3-pt jump shot from 26 ft,,18,7
39,1,6:44.0,,Defensive rebound by K. Middleton,18,7
40,1,6:32.0,,G. Monroe makes 2-pt layup from 1 ft,18,9
41,1,6:22.0,Personal foul by G. Monroe (drawn by N. Jokić),,18,9
42,1,6:19.0,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),,20,9
43,1,6:04.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,20,9
44,1,6:02.0,,Offensive rebound by G. Monroe,20,9
45,1,5:57.0,,T. Snell misses 3-pt jump shot from 26 ft,20,9
46,1,5:56.0,Defensive rebound by W. Chandler,,20,9
47,1,5:41.0,D. Gallinari misses 3-pt jump shot from 24 ft,,20,9
48,1,5:40.0,,Defensive rebound by G. Antetokounmpo,20,9
49,1,5:36.0,,Turnover by G. Antetokounmpo (bad pass),20,9
50,1,5:18.0,Turnover by J. Murray (bad pass),,20,9
51,1,5:09.0,,K. Middleton makes 2-pt jump shot from 7 ft,20,11
52,1,4:59.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by N. Jokić),,23,11
53,1,4:48.0,,G. Monroe misses 2-pt jump shot from 19 ft,23,11
54,1,4:46.0,,Offensive rebound by G. Antetokounmpo,23,11
55,1,4:46.0,,G. Antetokounmpo misses 2-pt dunk at rim,23,11
56,1,4:44.0,Defensive rebound by W. Chandler,,23,11
57,1,4:23.0,D. Gallinari misses 2-pt layup at rim,,23,11
58,1,4:21.0,Offensive rebound by D. Gallinari,,23,11
59,1,4:20.0,Shooting foul by G. Antetokounmpo (drawn by D. Gallinari),,23,11
60,1,4:20.0,D. Gallinari makes free throw 1 of 2,,24,11
61,1,4:20.0,M. Plumlee enters the game for N. Jokić,,24,11
62,1,4:20.0,W. Barton enters the game for G. Harris,,24,11
63,1,4:20.0,,J. Terry enters the game for T. Snell,24,11
64,1,4:20.0,D. Gallinari makes free throw 2 of 2,,25,11
65,1,4:07.0,,K. Middleton makes 2-pt layup at rim (assist by G. Monroe),25,13
66,1,3:47.0,W. Barton misses 3-pt jump shot from 25 ft,,25,13
67,1,3:46.0,,Defensive rebound by J. Terry,25,13
68,1,3:36.0,,K. Middleton misses 2-pt hook shot from 6 ft,25,13
69,1,3:35.0,Defensive rebound by M. Plumlee,,25,13
70,1,3:24.0,W. Chandler misses 3-pt jump shot from 26 ft,,25,13
71,1,3:22.0,,Defensive rebound by K. Middleton,25,13
72,1,3:12.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,25,13
73,1,3:09.0,Defensive rebound by D. Gallinari,,25,13
74,1,2:58.0,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Murray),,27,13
75,1,2:48.0,,Turnover by K. Middleton (bad pass; steal by M. Plumlee),27,13
76,1,2:44.0,M. Plumlee misses 2-pt dunk at rim,,27,13
77,1,2:44.0,,Defensive rebound by Team,27,13
78,1,2:44.0,Denver full timeout,,27,13
79,1,2:44.0,,M. Teletović enters the game for G. Antetokounmpo,27,13
80,1,2:44.0,E. Mudiay enters the game for D. Gallinari,,27,13
81,1,2:44.0,J. Hernangómez enters the game for J. Murray,,27,13
82,1,2:28.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,27,13
83,1,2:27.0,Defensive rebound by W. Chandler,,27,13
84,1,2:11.0,M. Plumlee misses 2-pt jump shot from 14 ft,,27,13
85,1,2:10.0,,Defensive rebound by G. Monroe,27,13
86,1,1:58.0,,M. Dellavedova makes 2-pt jump shot from 6 ft,27,15
87,1,1:36.0,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by W. Barton),,30,15
88,1,1:18.0,,G. Monroe misses 2-pt hook shot from 4 ft,30,15
89,1,1:16.0,Defensive rebound by J. Hernangómez,,30,15
90,1,0:54.0,W. Chandler misses 3-pt jump shot from 30 ft,,30,15
91,1,0:52.0,,Defensive rebound by Team,30,15
92,1,0:52.0,D. Arthur enters the game for W. Chandler,,30,15
93,1,0:34.0,,K. Middleton misses 2-pt jump shot from 8 ft,30,15
94,1,0:32.0,,Offensive rebound by G. Monroe,30,15
95,1,0:26.0,,J. Terry misses 3-pt jump shot from 24 ft,30,15
96,1,0:25.0,,Offensive rebound by J. Terry,30,15
97,1,0:11.0,,Personal take foul by J. Hernangómez,30,15
98,1,0:04.0,,Turnover by K. Middleton (lost ball; steal by M. Plumlee),30,15
99,1,0:01.0,J. Hernangómez makes 2-pt dunk at rim,,32,15
100,1,0:00.0,,J. Terry misses 2-pt jump shot from 20 ft,32,15
101,1,0:00.0,,Offensive rebound by Team,32,15
102,2,11:42.0,Personal foul by K. Middleton,,32,15
103,2,11:36.0,W. Barton misses 3-pt jump shot from 25 ft,,32,15
104,2,11:33.0,,Defensive rebound by G. Monroe,32,15
105,2,11:25.0,,G. Monroe misses 2-pt layup from 2 ft,32,15
106,2,11:24.0,Defensive rebound by E. Mudiay,,32,15
107,2,11:15.0,E. Mudiay misses 2-pt jump shot from 15 ft,,32,15
108,2,11:13.0,,Defensive rebound by K. Middleton,32,15
109,2,10:51.0,,M. Teletović misses 2-pt layup from 1 ft,32,15
110,2,10:49.0,Defensive rebound by E. Mudiay,,32,15
111,2,10:40.0,M. Plumlee makes 2-pt jump shot from 10 ft (assist by E. Mudiay),,34,15
112,2,10:28.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Dellavedova),34,17
113,2,10:28.0,,Shooting foul by M. Plumlee (drawn by G. Monroe),34,17
114,2,10:28.0,,G. Monroe makes free throw 1 of 1,34,18
115,2,10:09.0,E. Mudiay makes 3-pt jump shot from 27 ft (assist by W. Barton),,37,18
116,2,9:52.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by G. Monroe),37,20
117,2,9:43.0,W. Barton makes 2-pt layup from 2 ft,,39,20
118,2,9:21.0,,G. Monroe misses 2-pt layup from 1 ft,39,20
119,2,9:21.0,,Offensive rebound by G. Monroe,39,20
120,2,9:21.0,,G. Monroe misses 2-pt layup from 1 ft,39,20
121,2,9:20.0,Defensive rebound by Team,,39,20
122,2,9:12.0,Shooting foul by M. Dellavedova (drawn by J. Hernangómez),,39,20
123,2,9:12.0,J. Hernangómez makes free throw 1 of 3,,40,20
124,2,9:12.0,J. Hernangómez makes free throw 2 of 3,,41,20
125,2,9:12.0,J. Hernangómez makes free throw 3 of 3,,42,20
126,2,8:55.0,,K. Middleton makes 2-pt hook shot from 7 ft (assist by M. Dellavedova),42,22
127,2,8:35.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,42,22
128,2,8:34.0,,Defensive rebound by M. Teletović,42,22
129,2,8:26.0,,K. Middleton misses 2-pt jump shot from 8 ft,42,22
130,2,8:25.0,Defensive rebound by J. Hernangómez,,42,22
131,2,8:20.0,W. Barton makes 2-pt layup from 3 ft,,44,22
132,2,8:20.0,Shooting foul by M. Dellavedova (drawn by W. Barton),,44,22
133,2,8:20.0,Official timeout,,44,22
134,2,8:20.0,,A. Toupane enters the game for M. Dellavedova,44,22
135,2,8:20.0,,T. Maker enters the game for G. Monroe,44,22
136,2,8:20.0,,T. Snell enters the game for K. Middleton,44,22
137,2,8:20.0,,M. Brogdon enters the game for J. Terry,44,22
138,2,8:20.0,W. Barton makes free throw 1 of 1,,45,22
139,2,7:54.0,,M. Teletović misses 2-pt jump shot from 16 ft,45,22
140,2,7:53.0,Defensive rebound by D. Arthur,,45,22
141,2,7:47.0,W. Barton makes 2-pt layup from 4 ft,,47,22
142,2,7:31.0,,A. Toupane misses 3-pt jump shot from 23 ft,47,22
143,2,7:29.0,Defensive rebound by M. Plumlee,,47,22
144,2,7:22.0,E. Mudiay misses 2-pt layup from 2 ft,,47,22
145,2,7:20.0,Offensive rebound by W. Barton,,47,22
146,2,7:20.0,W. Barton misses 2-pt layup from 2 ft,,47,22
147,2,7:19.0,,Defensive rebound by M. Brogdon,47,22
148,2,7:06.0,,T. Snell misses 3-pt jump shot from 28 ft,47,22
149,2,7:05.0,Defensive rebound by M. Plumlee,,47,22
150,2,6:52.0,M. Plumlee misses 2-pt layup from 2 ft,,47,22
151,2,6:50.0,Offensive rebound by D. Arthur,,47,22
152,2,6:50.0,D. Arthur makes 2-pt layup from 1 ft,,49,22
153,2,6:39.0,,Personal foul by W. Barton (drawn by T. Snell),49,22
154,2,6:39.0,,G. Antetokounmpo enters the game for M. Teletović,49,22
155,2,6:39.0,W. Chandler enters the game for D. Arthur,,49,22
156,2,6:25.0,,G. Antetokounmpo misses 2-pt jump shot from 22 ft,49,22
157,2,6:24.0,Defensive rebound by E. Mudiay,,49,22
158,2,6:08.0,W. Chandler misses 3-pt jump shot from 25 ft,,49,22
159,2,6:08.0,Offensive rebound by Team,,49,22
160,2,6:08.0,,Loose ball foul by T. Maker (drawn by M. Plumlee),49,22
161,2,6:08.0,,J. Henson enters the game for T. Maker,49,22
162,2,6:00.0,E. Mudiay makes 2-pt jump shot from 20 ft,,51,22
163,2,5:48.0,,M. Brogdon misses 2-pt jump shot from 7 ft,51,22
164,2,5:48.0,,Offensive rebound by Team,51,22
165,2,5:48.0,,Personal foul by W. Barton (drawn by J. Henson),51,22
166,2,5:48.0,,Milwaukee full timeout,51,22
167,2,5:48.0,D. Gallinari enters the game for J. Hernangómez,,51,22
168,2,5:37.0,,M. Brogdon makes 3-pt jump shot from 28 ft (assist by T. Snell),51,25
169,2,5:16.0,Turnover by E. Mudiay (bad pass; steal by J. Henson),,51,25
170,2,5:13.0,,Shooting foul by D. Gallinari (drawn by G. Antetokounmpo),51,25
171,2,5:13.0,,G. Antetokounmpo makes free throw 1 of 2,51,26
172,2,5:13.0,G. Harris enters the game for M. Plumlee,,51,26
173,2,5:13.0,N. Jokić enters the game for W. Barton,,51,26
174,2,5:13.0,J. Murray enters the game for E. Mudiay,,51,26
175,2,5:13.0,,G. Antetokounmpo makes free throw 2 of 2,51,27
176,2,4:55.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by N. Jokić),,54,27
177,2,4:34.0,,J. Henson misses 2-pt hook shot from 8 ft,54,27
178,2,4:33.0,Defensive rebound by N. Jokić,,54,27
179,2,4:26.0,Turnover by W. Chandler (3 sec),,54,27
180,2,4:16.0,,T. Snell makes 2-pt layup from 2 ft (assist by M. Brogdon),54,29
181,2,3:58.0,J. Murray misses 2-pt layup from 4 ft,,54,29
182,2,3:55.0,Offensive rebound by N. Jokić,,54,29
183,2,3:54.0,N. Jokić misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,54,29
184,2,3:50.0,Offensive rebound by N. Jokić,,54,29
185,2,3:50.0,Shooting foul by A. Toupane (drawn by D. Gallinari),,54,29
186,2,3:50.0,D. Gallinari makes free throw 1 of 2,,55,29
187,2,3:50.0,,K. Middleton enters the game for A. Toupane,55,29
188,2,3:50.0,D. Gallinari makes free throw 2 of 2,,56,29
189,2,3:29.0,,G. Antetokounmpo misses 2-pt layup at rim (block by N. Jokić),56,29
190,2,3:26.0,,Offensive rebound by G. Antetokounmpo,56,29
191,2,3:26.0,,Turnover by Team (shot clock),56,29
192,2,3:11.0,J. Murray misses 3-pt jump shot from 28 ft,,56,29
193,2,3:09.0,,Defensive rebound by G. Antetokounmpo,56,29
194,2,2:55.0,,M. Brogdon misses 2-pt layup from 2 ft,56,29
195,2,2:53.0,Defensive rebound by N. Jokić,,56,29
196,2,2:45.0,J. Murray misses 3-pt jump shot from 26 ft,,56,29
197,2,2:44.0,,Defensive rebound by J. Henson,56,29
198,2,2:37.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),56,31
199,2,2:16.0,Turnover by N. Jokić (lost ball; steal by M. Brogdon),,56,31
200,2,2:10.0,,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),56,33
201,2,2:10.0,Denver full timeout,,56,33
202,2,1:52.0,Turnover by N. Jokić (bad pass; steal by K. Middleton),,56,33
203,2,1:48.0,Offensive charge foul by G. Antetokounmpo (drawn by D. Gallinari),,56,33
204,2,1:48.0,,Turnover by G. Antetokounmpo (offensive foul),56,33
205,2,1:35.0,G. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),,59,33
206,2,1:17.0,,K. Middleton misses 2-pt jump shot from 6 ft (block by D. Gallinari),59,33
207,2,1:14.0,Defensive rebound by N. Jokić,,59,33
208,2,1:09.0,Shooting foul by K. Middleton (drawn by D. Gallinari),,59,33
209,2,1:09.0,D. Gallinari makes free throw 1 of 2,,60,33
210,2,1:09.0,D. Gallinari makes free throw 2 of 2,,61,33
211,2,1:00.0,,M. Brogdon makes 2-pt jump shot from 16 ft,61,35
212,2,0:52.0,N. Jokić misses 2-pt layup from 2 ft,,61,35
213,2,0:52.0,Offensive rebound by N. Jokić,,61,35
214,2,0:52.0,N. Jokić makes 2-pt layup from 2 ft,,63,35
215,2,0:41.0,,Turnover by M. Brogdon (bad pass; steal by D. Gallinari),63,35
216,2,0:30.0,Turnover by J. Murray (bad pass; steal by M. Brogdon),,63,35
217,2,0:28.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Henson),63,37
218,2,0:03.0,J. Murray misses 3-pt jump shot from 30 ft,,63,37
219,2,0:02.0,Offensive rebound by N. Jokić,,63,37
220,2,0:01.0,N. Jokić misses 2-pt layup from 2 ft (block by J. Henson),,63,37
221,2,0:00.0,,Defensive rebound by K. Middleton,63,37
