,QUARTER,TIME_REMAINING,INDIANA_ACTION,CLEVELAND_ACTION,INDIANA_SCORE,CLEVELAND_SCORE
0,1,11:41.0,,J. Smith misses 3-pt jump shot from 25 ft,0,0
1,1,11:40.0,,Offensive rebound by K. Love,0,0
2,1,11:34.0,,K. Love makes 2-pt jump shot from 14 ft,0,2
3,1,11:06.0,Turnover by Team (shot clock),,0,2
4,1,10:53.0,,K. Love makes 2-pt jump shot from 21 ft (assist by J. Smith),0,4
5,1,10:40.0,Personal foul by L. James (drawn by P. George),,0,4
6,1,10:33.0,Turnover by J. Teague (lost ball),,0,4
7,1,10:23.0,,K. Irving misses 2-pt jump shot from 6 ft,0,4
8,1,10:21.0,,Offensive rebound by K. Irving,0,4
9,1,10:17.0,,K. Love misses 3-pt jump shot from 26 ft,0,4
10,1,10:17.0,Defensive rebound by P. George,,0,4
11,1,10:10.0,P. George misses 2-pt jump shot from 16 ft,,0,4
12,1,10:09.0,,Defensive rebound by T. Thompson,0,4
13,1,10:03.0,,L. James misses 2-pt layup from 2 ft,0,4
14,1,10:01.0,,Offensive rebound by T. Thompson,0,4
15,1,10:01.0,,T. Thompson makes 2-pt layup from 1 ft,0,6
16,1,9:40.0,M. Ellis makes 3-pt jump shot from 24 ft (assist by P. George),,3,6
17,1,9:21.0,,Shooting foul by T. Young (drawn by K. Love),3,6
18,1,9:21.0,,K. Love makes free throw 1 of 2,3,7
19,1,9:21.0,,K. Love misses free throw 2 of 2,3,7
20,1,9:19.0,Defensive rebound by T. Young,,3,7
21,1,9:04.0,J. Teague misses 3-pt jump shot from 25 ft,,3,7
22,1,9:03.0,,Defensive rebound by J. Smith,3,7
23,1,8:57.0,,L. James misses 2-pt layup from 3 ft (block by M. Turner),3,7
24,1,8:56.0,Defensive rebound by M. Turner,,3,7
25,1,8:48.0,T. Young makes 2-pt layup from 1 ft (assist by M. Ellis),,5,7
26,1,8:23.0,,Turnover by Team (shot clock),5,7
27,1,7:59.0,T. Young makes 2-pt dunk at rim (assist by J. Teague),,7,7
28,1,7:39.0,,K. Irving misses 2-pt layup at rim,7,7
29,1,7:37.0,Defensive rebound by P. George,,7,7
30,1,7:29.0,P. George makes 2-pt layup from 1 ft,,9,7
31,1,7:21.0,,Offensive foul by T. Thompson (drawn by M. Ellis),9,7
32,1,7:21.0,,Turnover by T. Thompson (offensive foul),9,7
33,1,7:06.0,P. George makes 2-pt dunk at rim,,11,7
34,1,6:56.0,,T. Thompson misses 2-pt layup from 2 ft,11,7
35,1,6:55.0,,Offensive rebound by L. James,11,7
36,1,6:55.0,,L. James makes 2-pt layup at rim,11,9
37,1,6:45.0,M. Turner misses 2-pt jump shot from 17 ft,,11,9
38,1,6:44.0,,Defensive rebound by K. Love,11,9
39,1,6:36.0,,Personal foul by T. Young (drawn by T. Thompson),11,9
40,1,6:36.0,L. Allen enters the game for T. Young,,11,9
41,1,6:28.0,,K. Irving makes 2-pt jump shot from 15 ft,11,11
42,1,6:21.0,Turnover by J. Teague (lost ball; steal by J. Smith),,11,11
43,1,6:16.0,,L. James misses 2-pt layup from 1 ft,11,11
44,1,6:15.0,,Offensive rebound by L. James,11,11
45,1,6:15.0,,L. James makes 2-pt layup at rim,11,13
46,1,6:14.0,Indiana full timeout,,11,13
47,1,6:01.0,M. Turner makes 2-pt jump shot from 12 ft (assist by J. Teague),,13,13
48,1,5:38.0,,K. Irving misses 3-pt jump shot from 26 ft,13,13
49,1,5:38.0,Defensive rebound by P. George,,13,13
50,1,5:23.0,M. Ellis makes 2-pt hook shot from 7 ft (assist by P. George),,15,13
51,1,5:04.0,,Personal foul by P. George (drawn by T. Thompson),15,13
52,1,5:04.0,,C. Frye enters the game for K. Love,15,13
53,1,4:55.0,,C. Frye misses 3-pt jump shot from 24 ft,15,13
54,1,4:54.0,Defensive rebound by L. Allen,,15,13
55,1,4:32.0,J. Teague misses 2-pt jump shot from 7 ft (block by K. Irving),,15,13
56,1,4:30.0,,Defensive rebound by L. James,15,13
57,1,4:26.0,,L. James makes 2-pt dunk at rim,15,15
58,1,4:13.0,Turnover by P. George (bad pass; steal by J. Smith),,15,15
59,1,3:58.0,,K. Irving misses 2-pt jump shot from 17 ft,15,15
60,1,3:56.0,Defensive rebound by M. Ellis,,15,15
61,1,3:37.0,J. Teague makes 3-pt jump shot from 25 ft,,18,15
62,1,3:24.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),18,18
63,1,3:12.0,P. George makes 3-pt jump shot from 25 ft (assist by J. Teague),,21,18
64,1,2:56.0,,Turnover by K. Irving (lost ball),21,18
65,1,2:56.0,,Cleveland full timeout,21,18
66,1,2:56.0,,I. Shumpert enters the game for L. James,21,18
67,1,2:56.0,C. Miles enters the game for M. Ellis,,21,18
68,1,2:56.0,A. Brooks enters the game for J. Teague,,21,18
69,1,2:44.0,P. George misses 3-pt jump shot from 24 ft,,21,18
70,1,2:43.0,Offensive rebound by C. Miles,,21,18
71,1,2:36.0,P. George misses 3-pt jump shot from 26 ft,,21,18
72,1,2:35.0,,Defensive rebound by C. Frye,21,18
73,1,2:11.0,,K. Irving misses 2-pt jump shot from 7 ft (block by A. Brooks),21,18
74,1,2:11.0,,Offensive rebound by Team,21,18
75,1,2:11.0,,Turnover by Team (shot clock),21,18
76,1,2:11.0,,D. Williams enters the game for J. Smith,21,18
77,1,1:57.0,C. Miles makes 3-pt jump shot from 26 ft (assist by P. George),,24,18
78,1,1:35.0,,K. Irving misses 2-pt jump shot from 8 ft,24,18
79,1,1:35.0,Defensive rebound by L. Allen,,24,18
80,1,1:19.0,P. George misses 2-pt jump shot from 14 ft,,24,18
81,1,1:19.0,,Defensive rebound by T. Thompson,24,18
82,1,1:12.0,,Shooting foul by A. Brooks (drawn by I. Shumpert),24,18
83,1,1:12.0,,I. Shumpert makes free throw 1 of 2,24,19
84,1,1:12.0,K. Séraphin enters the game for M. Turner,,24,19
85,1,1:12.0,L. Stephenson enters the game for P. George,,24,19
86,1,1:12.0,,I. Shumpert makes free throw 2 of 2,24,20
87,1,1:00.0,C. Miles makes 3-pt jump shot from 25 ft (assist by A. Brooks),,27,20
88,1,0:48.0,,C. Frye makes 2-pt jump shot from 20 ft (assist by K. Irving),27,22
89,1,0:31.0,A. Brooks misses 3-pt jump shot from 28 ft,,27,22
90,1,0:30.0,,Defensive rebound by C. Frye,27,22
91,1,0:09.0,,C. Frye makes 3-pt jump shot from 23 ft (assist by K. Irving),27,25
92,1,0:02.0,Turnover by A. Brooks (lost ball),,27,25
93,1,0:02.0,Technical foul by A. Brooks,,27,25
94,1,0:02.0,,K. Irving makes technical free throw,27,26
95,1,0:02.0,,L. James enters the game for T. Thompson,27,26
96,1,0:00.0,,L. James misses 3-pt jump shot from 41 ft,27,26
97,1,0:00.0,,Offensive rebound by Team,27,26
98,2,11:43.0,C. Miles makes 2-pt jump shot from 15 ft (assist by L. Stephenson),,29,26
99,2,11:24.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by L. James),29,29
100,2,11:08.0,L. Stephenson misses 2-pt jump shot from 22 ft,,29,29
101,2,11:08.0,,Defensive rebound by L. James,29,29
102,2,11:00.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by L. James),29,32
103,2,10:40.0,K. Séraphin misses 2-pt jump shot from 7 ft,,29,32
104,2,10:38.0,,Defensive rebound by L. James,29,32
105,2,10:34.0,,Shooting foul by L. Stephenson (drawn by L. James),29,32
106,2,10:34.0,,L. James makes 2-pt layup from 1 ft,29,34
107,2,10:34.0,,L. James misses free throw 1 of 1,29,34
108,2,10:33.0,Defensive rebound by L. Allen,,29,34
109,2,10:14.0,K. Séraphin misses 2-pt jump shot from 16 ft,,29,34
110,2,10:13.0,,Defensive rebound by L. James,29,34
111,2,10:06.0,,Turnover by I. Shumpert (step out of bounds),29,34
112,2,9:53.0,C. Miles misses 3-pt jump shot from 25 ft,,29,34
113,2,9:52.0,,Defensive rebound by C. Frye,29,34
114,2,9:42.0,,C. Frye misses 3-pt jump shot from 25 ft,29,34
115,2,9:41.0,Defensive rebound by L. Stephenson,,29,34
116,2,9:40.0,Personal foul by C. Frye (drawn by K. Séraphin),,29,34
117,2,9:35.0,A. Brooks misses 2-pt layup from 3 ft (block by C. Frye),,29,34
118,2,9:35.0,Offensive rebound by Team,,29,34
119,2,9:27.0,Turnover by A. Brooks (lost ball; steal by I. Shumpert),,29,34
120,2,9:21.0,,R. Jefferson misses 2-pt layup from 2 ft,29,34
121,2,9:18.0,Defensive rebound by C. Miles,,29,34
122,2,9:07.0,L. Stephenson makes 2-pt layup at rim,,31,34
123,2,8:47.0,,Personal foul by L. Stephenson (drawn by L. James),31,34
124,2,8:47.0,Official timeout,,31,34
125,2,8:47.0,M. Turner enters the game for L. Allen,,31,34
126,2,8:47.0,P. George enters the game for K. Séraphin,,31,34
127,2,8:35.0,,Turnover by L. James (bad pass; steal by M. Turner),31,34
128,2,8:27.0,C. Miles makes 3-pt jump shot from 23 ft (assist by L. Stephenson),,34,34
129,2,8:12.0,,Shooting foul by A. Brooks (drawn by L. James),34,34
130,2,8:12.0,,L. James misses free throw 1 of 2,34,34
131,2,8:12.0,,Offensive rebound by Team,34,34
132,2,8:12.0,,K. Love enters the game for C. Frye,34,34
133,2,8:12.0,,L. James makes free throw 2 of 2,34,35
134,2,7:52.0,A. Brooks misses 3-pt jump shot from 23 ft,,34,35
135,2,7:52.0,,Defensive rebound by Team,34,35
136,2,7:29.0,,R. Jefferson misses 3-pt jump shot from 24 ft,34,35
137,2,7:28.0,,Offensive rebound by L. James,34,35
138,2,7:15.0,,Shooting foul by A. Brooks (drawn by D. Williams),34,35
139,2,7:15.0,,D. Williams misses free throw 1 of 2,34,35
140,2,7:15.0,,Offensive rebound by Team,34,35
141,2,7:15.0,J. Teague enters the game for A. Brooks,,34,35
142,2,7:15.0,,K. Irving enters the game for R. Jefferson,34,35
143,2,7:15.0,,D. Williams makes free throw 2 of 2,34,36
144,2,6:59.0,L. Stephenson misses 2-pt jump shot from 17 ft,,34,36
145,2,6:57.0,,Defensive rebound by I. Shumpert,34,36
146,2,6:40.0,,L. James makes 2-pt dunk at rim (assist by D. Williams),34,38
147,2,6:34.0,Personal foul by K. Love (drawn by M. Turner),,34,38
148,2,6:34.0,,J. Smith enters the game for D. Williams,34,38
149,2,6:34.0,M. Ellis enters the game for L. Stephenson,,34,38
150,2,6:21.0,P. George makes 2-pt layup from 1 ft (assist by C. Miles),,36,38
