,QUARTER,TIME_REMAINING,DENVER_ACTION,PHOENIX_ACTION,DENVER_SCORE,PHOENIX_SCORE
162,2,7:00.0,,P. Tucker makes free throw 1 of 2,43,31
163,2,7:00.0,W. Chandler enters the game for M. Beasley,,43,31
164,2,7:00.0,J. Nurkić enters the game for N. Jokić,,43,31
165,2,7:00.0,,P. Tucker makes free throw 2 of 2,43,32
166,2,6:43.0,Turnover by A. Gee (traveling),,43,32
167,2,6:37.0,,Shooting foul by J. Nurkić (drawn by B. Knight),43,32
168,2,6:37.0,,B. Knight misses free throw 1 of 2,43,32
169,2,6:37.0,,Offensive rebound by Team,43,32
170,2,6:37.0,,B. Knight makes free throw 2 of 2,43,33
171,2,6:20.0,Personal foul by P. Tucker (drawn by K. Faried),,43,33
172,2,6:20.0,J. Murray enters the game for A. Gee,,43,33
173,2,6:19.0,,Violation by P. Tucker (kicked ball),43,33
174,2,6:08.0,E. Mudiay makes 2-pt layup from 1 ft,,45,33
175,2,6:02.0,,E. Bledsoe misses 2-pt layup from 1 ft,45,33
176,2,5:58.0,,Offensive rebound by P. Tucker,45,33
177,2,5:58.0,,P. Tucker makes 2-pt layup from 2 ft,45,35
178,2,5:40.0,Official timeout,,45,35
179,2,5:35.0,J. Murray makes 2-pt jump shot from 9 ft,,47,35
180,2,5:20.0,,D. Booker misses 3-pt jump shot from 24 ft,47,35
181,2,5:18.0,Defensive rebound by J. Murray,,47,35
182,2,5:10.0,W. Chandler misses 2-pt jump shot from 16 ft,,47,35
183,2,5:09.0,Offensive rebound by J. Nurkić,,47,35
184,2,5:09.0,J. Nurkić makes 2-pt layup from 1 ft,,49,35
185,2,4:46.0,,E. Bledsoe misses 2-pt layup from 2 ft,49,35
186,2,4:42.0,,Offensive rebound by T. Chandler,49,35
187,2,4:42.0,,T. Chandler makes 2-pt layup from 1 ft,49,37
188,2,4:26.0,E. Mudiay misses 2-pt jump shot from 15 ft,,49,37
189,2,4:23.0,,Defensive rebound by E. Bledsoe,49,37
190,2,4:18.0,,D. Booker misses 2-pt jump shot from 14 ft,49,37
191,2,4:17.0,Defensive rebound by J. Nurkić,,49,37
192,2,4:17.0,Turnover by J. Nurkić (offensive foul),,49,37
193,2,4:17.0,,Offensive charge foul by J. Nurkić (drawn by E. Bledsoe),49,37
194,2,4:09.0,,Turnover by E. Bledsoe (bad pass; steal by W. Chandler),49,37
195,2,4:06.0,W. Chandler misses 2-pt layup from 1 ft (block by E. Bledsoe),,49,37
196,2,4:06.0,Offensive rebound by Team,,49,37
197,2,3:40.0,W. Chandler makes 2-pt layup from 1 ft,,51,37
198,2,3:35.0,,D. Booker misses 2-pt jump shot from 4 ft,51,37
199,2,3:32.0,Defensive rebound by J. Nurkić,,51,37
200,2,3:32.0,Personal foul by D. Booker (drawn by W. Chandler),,51,37
201,2,3:22.0,J. Nurkić makes 2-pt jump shot from 3 ft (assist by E. Mudiay),,53,37
202,2,3:03.0,,Shooting foul by J. Nurkić (drawn by B. Knight),53,37
203,2,3:03.0,,B. Knight makes free throw 1 of 2,53,38
204,2,3:03.0,,B. Knight misses free throw 2 of 2,53,38
205,2,3:03.0,N. Jokić enters the game for J. Nurkić,,53,38
206,2,2:57.0,Defensive rebound by K. Faried,,53,38
207,2,2:48.0,W. Chandler makes 2-pt layup from 1 ft,,55,38
208,2,2:48.0,Shooting foul by D. Booker (drawn by W. Chandler),,55,38
209,2,2:48.0,Denver full timeout,,55,38
210,2,2:48.0,,M. Chriss enters the game for B. Knight,55,38
211,2,2:48.0,W. Chandler makes free throw 1 of 1,,56,38
212,2,2:27.0,,Shooting foul by J. Murray (drawn by E. Bledsoe),56,38
213,2,2:27.0,,E. Bledsoe makes free throw 1 of 2,56,39
214,2,2:27.0,A. Gee enters the game for J. Murray,,56,39
215,2,2:27.0,,E. Bledsoe makes free throw 2 of 2,56,40
216,2,2:12.0,Personal foul by E. Bledsoe (drawn by W. Chandler),,56,40
217,2,2:12.0,W. Chandler makes free throw 1 of 2,,57,40
218,2,2:12.0,W. Chandler makes free throw 2 of 2,,58,40
219,2,2:02.0,,E. Bledsoe misses 2-pt jump shot from 11 ft,58,40
220,2,2:00.0,Defensive rebound by N. Jokić,,58,40
221,2,1:55.0,Personal foul by D. Booker (drawn by K. Faried),,58,40
222,2,1:55.0,K. Faried misses free throw 1 of 2,,58,40
223,2,1:55.0,Offensive rebound by Team,,58,40
224,2,1:55.0,,B. Knight enters the game for D. Booker,58,40
225,2,1:55.0,K. Faried makes free throw 2 of 2,,59,40
226,2,1:44.0,,M. Chriss makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),59,42
227,2,1:28.0,Personal foul by M. Chriss (drawn by W. Chandler),,59,42
228,2,1:28.0,W. Chandler makes free throw 1 of 2,,60,42
229,2,1:28.0,W. Chandler makes free throw 2 of 2,,61,42
230,2,1:18.0,,Turnover by B. Knight (lost ball; steal by K. Faried),61,42
231,2,1:18.0,,Violation by B. Knight (kicked ball),61,42
232,2,1:03.0,E. Mudiay misses 3-pt jump shot from 25 ft,,61,42
233,2,1:01.0,,Defensive rebound by T. Chandler,61,42
234,2,0:57.0,,Personal foul by E. Mudiay (drawn by B. Knight),61,42
235,2,0:57.0,,B. Knight misses free throw 1 of 2,61,42
236,2,0:57.0,,Offensive rebound by Team,61,42
237,2,0:57.0,,B. Knight makes free throw 2 of 2,61,43
238,2,0:42.0,N. Jokić makes 2-pt jump shot from 5 ft,,63,43
239,2,0:32.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,63,43
240,2,0:29.0,Defensive rebound by W. Chandler,,63,43
241,2,0:14.0,Turnover by A. Gee (bad pass; steal by P. Tucker),,63,43
242,2,0:10.0,,B. Knight misses 2-pt layup from 1 ft,63,43
243,2,0:09.0,,Offensive rebound by Team,63,43
244,2,0:09.0,M. Beasley enters the game for E. Mudiay,,63,43
245,2,0:01.0,,B. Knight misses 2-pt layup from 3 ft (block by N. Jokić),63,43
246,2,0:00.0,Defensive rebound by N. Jokić,,63,43
247,3,11:35.0,W. Chandler misses 3-pt jump shot from 25 ft,,63,43
248,3,11:33.0,,Defensive rebound by E. Bledsoe,63,43
249,3,11:15.0,,D. Booker misses 2-pt jump shot from 16 ft,63,43
250,3,11:13.0,Defensive rebound by J. Nurkić,,63,43
251,3,11:09.0,Turnover by E. Mudiay (lost ball; steal by D. Booker),,63,43
252,3,11:03.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by D. Booker),63,46
253,3,10:49.0,J. Nelson makes 2-pt jump shot from 16 ft,,65,46
254,3,10:45.0,,Shooting foul by J. Nelson (drawn by D. Booker),65,46
255,3,10:45.0,,D. Booker misses free throw 1 of 2,65,46
256,3,10:45.0,,Offensive rebound by Team,65,46
257,3,10:45.0,,D. Booker makes free throw 2 of 2,65,47
258,3,10:25.0,E. Mudiay misses 2-pt jump shot from 5 ft (block by A. Len),,65,47
259,3,10:22.0,,Defensive rebound by A. Len,65,47
260,3,10:19.0,,D. Booker misses 3-pt jump shot from 25 ft,65,47
261,3,10:16.0,Defensive rebound by K. Faried,,65,47
262,3,10:11.0,Personal foul by E. Bledsoe (drawn by E. Mudiay),,65,47
263,3,10:00.0,K. Faried misses 2-pt jump shot from 15 ft,,65,47
264,3,9:58.0,,Defensive rebound by E. Bledsoe,65,47
265,3,9:52.0,,Shooting foul by E. Mudiay (drawn by E. Bledsoe),65,47
266,3,9:52.0,Denver full timeout,,65,47
267,3,9:52.0,,E. Bledsoe makes free throw 1 of 2,65,48
268,3,9:52.0,,E. Bledsoe makes free throw 2 of 2,65,49
269,3,9:41.0,Turnover by J. Nurkić (lost ball; steal by A. Len),,65,49
270,3,9:36.0,,Turnover by E. Bledsoe (bad pass),65,49
271,3,9:19.0,E. Mudiay misses 2-pt layup from 3 ft (block by T. Chandler),,65,49
272,3,9:17.0,,Defensive rebound by A. Len,65,49
273,3,9:06.0,,T. Chandler makes 2-pt layup from 2 ft,65,51
274,3,9:06.0,,Technical foul by T. Chandler,65,51
275,3,9:06.0,J. Nelson makes technical free throw,,66,51
276,3,8:45.0,Turnover by J. Nelson (traveling),,66,51
277,3,8:33.0,,D. Booker makes 2-pt jump shot from 17 ft,66,53
278,3,8:19.0,J. Nurkić misses 2-pt jump shot from 6 ft,,66,53
279,3,8:17.0,,Defensive rebound by A. Len,66,53
280,3,8:10.0,,A. Len misses 2-pt hook shot from 7 ft,66,53
281,3,8:07.0,Defensive rebound by J. Nurkić,,66,53
282,3,8:02.0,W. Chandler misses 2-pt jump shot from 16 ft,,66,53
283,3,7:58.0,,Defensive rebound by P. Tucker,66,53
284,3,7:53.0,,E. Bledsoe makes 2-pt jump shot from 15 ft,66,55
285,3,7:52.0,Denver full timeout,,66,55
286,3,7:52.0,N. Jokić enters the game for K. Faried,,66,55
287,3,7:52.0,D. Arthur enters the game for J. Nurkić,,66,55
288,3,7:35.0,W. Chandler makes 2-pt jump shot from 5 ft,,68,55
289,3,7:13.0,,D. Booker misses 2-pt jump shot from 17 ft,68,55
290,3,7:11.0,,Offensive rebound by T. Chandler,68,55
291,3,7:11.0,,T. Chandler makes 2-pt layup from 1 ft,68,57
292,3,6:59.0,W. Chandler misses 2-pt jump shot from 7 ft,,68,57
293,3,6:56.0,,Defensive rebound by A. Len,68,57
294,3,6:52.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),68,60
295,3,6:32.0,E. Mudiay misses 2-pt layup from 3 ft (block by T. Chandler),,68,60
296,3,6:29.0,,Defensive rebound by T. Chandler,68,60
297,3,6:26.0,,P. Tucker misses 2-pt layup from 1 ft,68,60
298,3,6:23.0,Defensive rebound by N. Jokić,,68,60
299,3,6:15.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by W. Chandler),,71,60
300,3,5:58.0,,D. Booker misses 2-pt jump shot from 15 ft,71,60
301,3,5:57.0,Defensive rebound by E. Mudiay,,71,60
302,3,5:53.0,D. Arthur makes 2-pt layup from 2 ft (assist by E. Mudiay),,73,60
303,3,5:52.0,,Phoenix full timeout,73,60
304,3,5:40.0,,T. Chandler misses 2-pt jump shot from 4 ft,73,60
305,3,5:38.0,,Offensive rebound by T. Chandler,73,60
306,3,5:38.0,,T. Chandler makes 2-pt layup from 2 ft,73,62
307,3,5:17.0,W. Chandler misses 2-pt jump shot from 14 ft,,73,62
308,3,5:15.0,,Defensive rebound by T. Chandler,73,62
309,3,4:59.0,,E. Bledsoe makes 2-pt jump shot from 15 ft,73,64
310,3,4:43.0,J. Nelson makes 3-pt jump shot from 25 ft,,76,64
311,3,4:30.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,76,64
312,3,4:29.0,,Offensive rebound by Team,76,64
313,3,4:29.0,Loose ball foul by N. Jokić (drawn by A. Len),,76,64
314,3,4:29.0,J. Murray enters the game for E. Mudiay,,76,64
315,3,4:22.0,,D. Booker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),76,67
316,3,4:12.0,D. Arthur misses 3-pt jump shot from 25 ft,,76,67
317,3,4:10.0,,Defensive rebound by D. Booker,76,67
318,3,3:58.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,76,70
319,3,3:35.0,J. Nelson makes 2-pt layup from 3 ft,,78,70
320,3,3:26.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),78,73
321,3,3:07.0,W. Chandler misses 3-pt jump shot from 25 ft,,78,73
322,3,3:05.0,Offensive rebound by J. Murray,,78,73
323,3,2:55.0,D. Arthur misses 3-pt jump shot from 24 ft,,78,73
324,3,2:53.0,,Defensive rebound by A. Len,78,73
325,3,2:39.0,,D. Booker misses 3-pt jump shot from 26 ft,78,73
326,3,2:37.0,Defensive rebound by J. Murray,,78,73
327,3,2:33.0,J. Murray misses 2-pt layup from 1 ft,,78,73
328,3,2:31.0,Offensive rebound by W. Chandler,,78,73
329,3,2:23.0,W. Chandler makes 2-pt jump shot from 13 ft,,80,73
330,3,2:00.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by D. Booker),80,76
331,3,1:59.0,Denver full timeout,,80,76
332,3,1:59.0,,A. Williams enters the game for T. Chandler,80,76
333,3,1:47.0,J. Murray misses 3-pt jump shot from 25 ft,,80,76
334,3,1:45.0,,Defensive rebound by E. Bledsoe,80,76
335,3,1:33.0,,Turnover by E. Bledsoe (bad pass; steal by W. Chandler),80,76
336,3,1:32.0,W. Chandler makes 2-pt layup from 1 ft,,82,76
337,3,1:32.0,Shooting foul by D. Booker (drawn by W. Chandler),,82,76
338,3,1:32.0,W. Chandler makes free throw 1 of 1,,83,76
339,3,1:12.0,,D. Booker misses 2-pt jump shot from 14 ft,83,76
340,3,1:09.0,,Offensive rebound by A. Len,83,76
341,3,1:07.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,83,76
342,3,1:05.0,Defensive rebound by W. Chandler,,83,76
343,3,0:57.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by D. Arthur),,86,76
344,3,0:39.0,,A. Williams misses 2-pt jump shot from 7 ft,86,76
345,3,0:36.0,Defensive rebound by N. Jokić,,86,76
346,3,0:27.0,J. Nelson misses 3-pt jump shot from 28 ft,,86,76
347,3,0:27.0,,Defensive rebound by Team,86,76
348,3,0:27.0,A. Gee enters the game for W. Chandler,,86,76
349,3,0:06.0,,Shooting foul by J. Nelson (drawn by P. Tucker),86,76
350,3,0:06.0,,P. Tucker makes 2-pt layup from 3 ft,86,78
351,3,0:06.0,,T. Ulis enters the game for D. Booker,86,78
352,3,0:06.0,,P. Tucker makes free throw 1 of 1,86,79
353,4,11:48.0,,B. Knight makes 2-pt jump shot from 10 ft,86,81
354,4,11:33.0,Personal foul by B. Knight (drawn by N. Jokić),,86,81
355,4,11:25.0,E. Mudiay misses 2-pt layup from 2 ft,,86,81
356,4,11:25.0,Offensive rebound by K. Faried,,86,81
357,4,11:25.0,K. Faried misses 2-pt layup from 2 ft,,86,81
358,4,11:25.0,Offensive rebound by E. Mudiay,,86,81
359,4,11:25.0,N. Jokić misses 2-pt jump shot from 19 ft,,86,81
360,4,11:23.0,,Defensive rebound by T. Chandler,86,81
361,4,11:13.0,,Turnover by B. Knight (bad pass; steal by A. Gee),86,81
362,4,11:09.0,K. Faried misses 2-pt layup from 1 ft (block by M. Chriss),,86,81
363,4,11:09.0,Offensive rebound by Team,,86,81
364,4,11:08.0,Personal foul by M. Chriss (drawn by K. Faried),,86,81
365,4,11:00.0,A. Gee misses 2-pt jump shot from 12 ft,,86,81
366,4,10:56.0,,Defensive rebound by T. Chandler,86,81
367,4,10:49.0,,Shooting foul by E. Mudiay (drawn by B. Knight),86,81
368,4,10:49.0,,B. Knight makes free throw 1 of 2,86,82
369,4,10:49.0,W. Chandler enters the game for A. Gee,,86,82
370,4,10:49.0,,B. Knight makes free throw 2 of 2,86,83
371,4,10:32.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by N. Jokić),,89,83
372,4,10:17.0,,B. Knight misses 2-pt jump shot from 15 ft,89,83
373,4,10:15.0,Defensive rebound by Team,,89,83
374,4,9:57.0,Personal foul by L. Barbosa (drawn by J. Murray),,89,83
375,4,9:57.0,Shooting foul by M. Chriss (drawn by E. Mudiay),,89,83
376,4,9:57.0,E. Mudiay makes free throw 1 of 2,,90,83
377,4,9:57.0,E. Mudiay makes free throw 2 of 2,,91,83
378,4,9:44.0,,B. Knight misses 2-pt jump shot from 7 ft,91,83
379,4,9:42.0,Defensive rebound by K. Faried,,91,83
380,4,9:34.0,J. Murray makes 3-pt jump shot from 25 ft (assist by W. Chandler),,94,83
381,4,9:34.0,,Phoenix full timeout,94,83
382,4,9:34.0,,E. Bledsoe enters the game for M. Chriss,94,83
383,4,9:34.0,,P. Tucker enters the game for D. Bender,94,83
384,4,9:34.0,,A. Len enters the game for B. Knight,94,83
385,4,9:16.0,,P. Tucker makes 2-pt hook shot from 6 ft,94,85
386,4,8:52.0,J. Murray makes 2-pt jump shot from 11 ft,,96,85
387,4,8:40.0,,L. Barbosa misses 3-pt jump shot from 25 ft,96,85
388,4,8:39.0,Defensive rebound by E. Mudiay,,96,85
389,4,8:30.0,E. Mudiay misses 2-pt jump shot from 16 ft,,96,85
390,4,8:28.0,Offensive rebound by N. Jokić,,96,85
