,QUARTER,TIME_REMAINING,DETROIT_ACTION,BROOKLYN_ACTION,DETROIT_SCORE,BROOKLYN_SCORE
68,1,4:12.0,,Offensive rebound by A. Goodwin,14,15
69,1,3:55.0,,A. Goodwin misses 2-pt layup from 2 ft (block by T. Harris),14,15
70,1,3:53.0,Defensive rebound by J. Leuer,,14,15
71,1,3:48.0,T. Harris makes 2-pt layup from 3 ft (assist by I. Smith),,16,15
72,1,3:47.0,,Brooklyn full timeout,16,15
73,1,3:47.0,,T. Booker enters the game for B. Lopez,16,15
74,1,3:36.0,,Q. Acy makes 3-pt jump shot from 26 ft (assist by A. Goodwin),16,18
75,1,3:17.0,A. Drummond makes 2-pt jump shot from 14 ft (assist by J. Leuer),,18,18
76,1,2:52.0,,Q. Acy misses 3-pt jump shot from 26 ft,18,18
77,1,2:51.0,Defensive rebound by T. Harris,,18,18
78,1,2:34.0,A. Drummond makes 2-pt layup from 3 ft (assist by T. Harris),,20,18
79,1,2:14.0,,Shooting foul by J. Leuer (drawn by Q. Acy),20,18
80,1,2:14.0,,Q. Acy makes free throw 1 of 2,20,19
81,1,2:14.0,A. Baynes enters the game for A. Drummond,,20,19
82,1,2:14.0,,Q. Acy makes free throw 2 of 2,20,20
83,1,1:58.0,T. Harris makes 2-pt layup from 2 ft,,22,20
84,1,1:58.0,Shooting foul by K. McDaniels (drawn by T. Harris),,22,20
85,1,1:58.0,T. Harris makes free throw 1 of 1,,23,20
86,1,1:42.0,,I. Whitehead misses 2-pt jump shot from 9 ft,23,20
87,1,1:41.0,Defensive rebound by A. Baynes,,23,20
88,1,1:35.0,T. Harris makes 2-pt dunk at rim (assist by I. Smith),,25,20
89,1,1:23.0,,I. Whitehead misses 2-pt layup from 2 ft,25,20
90,1,1:22.0,Defensive rebound by I. Smith,,25,20
91,1,1:10.0,T. Harris misses 2-pt jump shot from 22 ft,,25,20
92,1,1:09.0,,Defensive rebound by Team,25,20
93,1,1:09.0,Loose ball foul by A. Baynes (drawn by I. Whitehead),,25,20
94,1,1:09.0,,I. Whitehead makes free throw 1 of 2,25,21
95,1,1:09.0,,I. Whitehead makes free throw 2 of 2,25,22
96,1,0:49.0,I. Smith makes 2-pt jump shot from 19 ft (assist by K. Caldwell-Pope),,27,22
97,1,0:36.0,,I. Whitehead misses 2-pt layup from 3 ft,27,22
98,1,0:35.0,,Offensive rebound by T. Booker,27,22
99,1,0:34.0,,T. Booker misses 2-pt layup from 3 ft (block by J. Leuer),27,22
100,1,0:32.0,Defensive rebound by A. Baynes,,27,22
101,1,0:27.0,I. Smith makes 2-pt jump shot from 15 ft,,29,22
102,1,0:06.0,,T. Booker misses 2-pt layup from 3 ft,29,22
103,1,0:06.0,Defensive rebound by I. Smith,,29,22
104,1,0:03.0,Shooting foul by I. Whitehead (drawn by K. Caldwell-Pope),,29,22
105,1,0:03.0,K. Caldwell-Pope makes free throw 1 of 2,,30,22
106,1,0:03.0,K. Caldwell-Pope makes free throw 2 of 2,,31,22
107,1,0:00.0,,A. Goodwin misses 3-pt jump shot from 44 ft,31,22
108,1,0:00.0,,Offensive rebound by Team,31,22
109,2,11:43.0,,Q. Acy misses 2-pt layup from 3 ft,31,22
110,2,11:42.0,Defensive rebound by A. Baynes,,31,22
111,2,11:30.0,J. Leuer misses 3-pt jump shot from 25 ft,,31,22
112,2,11:28.0,,Defensive rebound by A. Goodwin,31,22
113,2,11:10.0,,K. McDaniels makes 3-pt jump shot from 25 ft (assist by T. Booker),31,25
114,2,10:57.0,M. Morris misses 2-pt jump shot from 16 ft,,31,25
115,2,10:56.0,,Defensive rebound by T. Booker,31,25
116,2,10:43.0,,K. McDaniels makes 2-pt layup from 2 ft (assist by I. Whitehead),31,27
117,2,10:20.0,R. Jackson misses 2-pt jump shot from 22 ft,,31,27
118,2,10:19.0,,Defensive rebound by Q. Acy,31,27
119,2,10:12.0,,T. Booker makes 2-pt layup from 3 ft (assist by K. McDaniels),31,29
120,2,10:05.0,Detroit full timeout,,31,29
121,2,9:46.0,M. Morris misses 2-pt jump shot from 16 ft,,31,29
122,2,9:45.0,,Defensive rebound by A. Goodwin,31,29
123,2,9:31.0,,A. Goodwin misses 3-pt jump shot from 27 ft,31,29
124,2,9:30.0,Defensive rebound by J. Leuer,,31,29
125,2,9:19.0,J. Leuer misses 2-pt jump shot from 11 ft,,31,29
126,2,9:18.0,,Defensive rebound by T. Booker,31,29
127,2,9:13.0,,Turnover by T. Booker (lost ball; steal by J. Leuer),31,29
128,2,8:54.0,R. Jackson makes 2-pt jump shot from 11 ft (assist by A. Baynes),,33,29
129,2,8:37.0,,T. Booker misses 2-pt layup from 3 ft,33,29
130,2,8:36.0,Defensive rebound by J. Leuer,,33,29
131,2,8:31.0,R. Bullock misses 2-pt layup from 2 ft (block by A. Goodwin),,33,29
132,2,8:29.0,,Defensive rebound by Team,33,29
133,2,8:29.0,Loose ball foul by A. Baynes (drawn by Q. Acy),,33,29
134,2,8:29.0,A. Drummond enters the game for A. Baynes,,33,29
135,2,8:13.0,,K. McDaniels makes 2-pt layup from 1 ft (assist by A. Goodwin),33,31
136,2,7:56.0,R. Jackson makes 3-pt jump shot from 24 ft (assist by A. Drummond),,36,31
137,2,7:38.0,,A. Goodwin makes 2-pt layup from 1 ft,36,33
138,2,7:14.0,R. Bullock makes 2-pt jump shot from 21 ft (assist by M. Morris),,38,33
139,2,7:02.0,,I. Whitehead misses 2-pt layup from 3 ft,38,33
140,2,7:01.0,,Offensive rebound by I. Whitehead,38,33
141,2,7:00.0,,I. Whitehead makes 2-pt layup from 3 ft,38,35
142,2,7:00.0,,Shooting foul by A. Drummond (drawn by I. Whitehead),38,35
143,2,7:00.0,,S. Dinwiddie enters the game for A. Goodwin,38,35
144,2,7:00.0,,B. Lopez enters the game for T. Booker,38,35
145,2,7:00.0,,I. Whitehead makes free throw 1 of 1,38,36
146,2,6:37.0,R. Jackson misses 2-pt jump shot from 8 ft (block by K. McDaniels),,38,36
147,2,6:36.0,Offensive rebound by R. Bullock,,38,36
148,2,6:36.0,Turnover by Team (shot clock),,38,36
149,2,6:18.0,,B. Lopez misses 2-pt layup from 4 ft,38,36
150,2,6:17.0,Defensive rebound by M. Morris,,38,36
151,2,6:08.0,A. Drummond misses 2-pt hook shot from 8 ft,,38,36
152,2,6:06.0,,Defensive rebound by I. Whitehead,38,36
153,2,5:56.0,,B. Lopez misses 2-pt layup from 3 ft,38,36
154,2,5:55.0,Defensive rebound by A. Drummond,,38,36
155,2,5:44.0,J. Leuer misses 2-pt hook shot from 11 ft,,38,36
156,2,5:43.0,,Defensive rebound by B. Lopez,38,36
157,2,5:37.0,,Personal foul by J. Leuer (drawn by Q. Acy),38,36
158,2,5:37.0,Official timeout,,38,36
159,2,5:37.0,,C. LeVert enters the game for Q. Acy,38,36
160,2,5:37.0,,R. Hollis-Jefferson enters the game for K. McDaniels,38,36
161,2,5:37.0,,R. Foye enters the game for I. Whitehead,38,36
162,2,5:37.0,I. Smith enters the game for R. Jackson,,38,36
163,2,5:37.0,T. Harris enters the game for J. Leuer,,38,36
164,2,5:19.0,,Turnover by Team (shot clock),38,36
165,2,5:08.0,Shooting foul by C. LeVert (drawn by M. Morris),,38,36
166,2,5:08.0,M. Morris misses free throw 1 of 2,,38,36
167,2,5:08.0,Offensive rebound by Team,,38,36
168,2,5:08.0,K. Caldwell-Pope enters the game for R. Bullock,,38,36
169,2,5:08.0,M. Morris makes free throw 2 of 2,,39,36
170,2,4:57.0,,C. LeVert makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),39,39
171,2,4:43.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,41,39
172,2,4:28.0,,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,41,39
173,2,4:27.0,Defensive rebound by A. Drummond,,41,39
174,2,4:19.0,T. Harris misses 3-pt jump shot from 23 ft,,41,39
175,2,4:18.0,,Defensive rebound by C. LeVert,41,39
176,2,4:03.0,,S. Dinwiddie makes 2-pt jump shot from 9 ft,41,41
177,2,3:50.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,41,41
178,2,3:50.0,,Defensive rebound by S. Dinwiddie,41,41
179,2,3:37.0,,S. Dinwiddie makes 2-pt layup from 2 ft,41,43
180,2,3:12.0,T. Harris misses 3-pt jump shot from 26 ft,,41,43
181,2,3:10.0,,Defensive rebound by S. Dinwiddie,41,43
182,2,2:48.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,41,43
183,2,2:47.0,Defensive rebound by A. Drummond,,41,43
184,2,2:43.0,Personal foul by B. Lopez (drawn by I. Smith),,41,43
185,2,2:43.0,,Brooklyn full timeout,41,43
186,2,2:24.0,K. Caldwell-Pope makes 2-pt jump shot from 12 ft,,43,43
187,2,2:11.0,,R. Foye misses 3-pt jump shot from 25 ft,43,43
188,2,2:10.0,Defensive rebound by T. Harris,,43,43
189,2,2:00.0,I. Smith misses 2-pt jump shot from 15 ft,,43,43
190,2,1:59.0,,Defensive rebound by R. Hollis-Jefferson,43,43
191,2,1:50.0,,B. Lopez misses 3-pt jump shot from 25 ft,43,43
192,2,1:49.0,Defensive rebound by I. Smith,,43,43
193,2,1:42.0,M. Morris misses 3-pt jump shot from 24 ft,,43,43
194,2,1:41.0,,Defensive rebound by B. Lopez,43,43
195,2,1:32.0,,B. Lopez makes 2-pt jump shot from 13 ft (assist by S. Dinwiddie),43,45
196,2,1:15.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,43,45
197,2,1:14.0,,Defensive rebound by R. Foye,43,45
198,2,0:57.0,,B. Lopez misses 3-pt jump shot from 24 ft,43,45
199,2,0:56.0,Defensive rebound by M. Morris,,43,45
200,2,0:48.0,Shooting foul by R. Hollis-Jefferson (drawn by A. Drummond),,43,45
201,2,0:48.0,A. Drummond makes free throw 1 of 2,,44,45
202,2,0:48.0,A. Drummond misses free throw 2 of 2,,44,45
203,2,0:48.0,,Defensive rebound by R. Foye,44,45
204,2,0:36.0,,R. Hollis-Jefferson makes 2-pt jump shot from 19 ft,44,47
205,2,0:23.0,A. Drummond misses 2-pt hook shot from 11 ft,,44,47
206,2,0:22.0,,Defensive rebound by R. Hollis-Jefferson,44,47
207,2,0:04.0,,C. LeVert makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),44,50
208,2,0:01.0,I. Smith misses 3-pt jump shot from 28 ft,,44,50
209,2,0:00.0,Offensive rebound by Team,,44,50
210,3,11:49.0,,B. Lopez makes 2-pt layup from 2 ft (assist by S. Dinwiddie),44,52
211,3,11:49.0,,Shooting foul by T. Harris (drawn by B. Lopez),44,52
212,3,11:49.0,,B. Lopez misses free throw 1 of 1,44,52
213,3,11:48.0,Defensive rebound by A. Drummond,,44,52
214,3,11:32.0,A. Drummond misses 2-pt jump shot from 11 ft,,44,52
215,3,11:31.0,,Defensive rebound by Team,44,52
216,3,11:08.0,,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,44,52
217,3,11:06.0,Defensive rebound by A. Drummond,,44,52
218,3,11:00.0,M. Morris misses 3-pt jump shot from 25 ft,,44,52
219,3,10:58.0,,Defensive rebound by B. Lopez,44,52
220,3,10:49.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by M. Morris),44,52
221,3,10:48.0,Defensive rebound by A. Drummond,,44,52
222,3,10:39.0,K. Caldwell-Pope misses 2-pt jump shot from 10 ft (block by S. Dinwiddie),,44,52
223,3,10:37.0,Offensive rebound by Team,,44,52
224,3,10:35.0,M. Morris misses 3-pt jump shot from 25 ft,,44,52
225,3,10:33.0,,Defensive rebound by R. Foye,44,52
226,3,10:10.0,,S. Dinwiddie misses 2-pt jump shot from 19 ft,44,52
227,3,10:09.0,,Offensive rebound by S. Dinwiddie,44,52
228,3,10:02.0,,R. Foye misses 3-pt jump shot from 24 ft,44,52
229,3,10:01.0,,Offensive rebound by S. Dinwiddie,44,52
230,3,9:54.0,,Brooklyn full timeout,44,52
231,3,9:47.0,,B. Lopez misses 3-pt jump shot from 27 ft,44,52
232,3,9:46.0,Defensive rebound by K. Caldwell-Pope,,44,52
233,3,9:34.0,A. Drummond misses 2-pt layup from 1 ft,,44,52
234,3,9:33.0,Offensive rebound by A. Drummond,,44,52
235,3,9:32.0,A. Drummond makes 2-pt layup from 2 ft,,46,52
236,3,9:18.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by A. Drummond),46,52
237,3,9:15.0,Defensive rebound by R. Jackson,,46,52
238,3,9:09.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,48,52
239,3,8:53.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by R. Foye),48,54
240,3,8:33.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Harris),,48,54
241,3,8:33.0,T. Harris makes free throw 1 of 2,,49,54
242,3,8:33.0,,Q. Acy enters the game for R. Hollis-Jefferson,49,54
243,3,8:33.0,T. Harris makes free throw 2 of 2,,50,54
244,3,8:13.0,,R. Foye makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),50,57
245,3,7:46.0,M. Morris makes 2-pt jump shot from 21 ft,,52,57
246,3,7:36.0,,B. Lopez makes 2-pt hook shot from 4 ft,52,59
247,3,7:36.0,Detroit full timeout,,52,59
248,3,7:36.0,,R. Hollis-Jefferson enters the game for Q. Acy,52,59
249,3,7:17.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft,,55,59
250,3,6:54.0,,B. Lopez makes 2-pt hook shot from 11 ft (assist by R. Foye),55,61
251,3,6:37.0,K. Caldwell-Pope makes 2-pt jump shot from 6 ft (assist by A. Drummond),,57,61
252,3,6:31.0,,Shooting foul by R. Jackson (drawn by S. Dinwiddie),57,61
253,3,6:31.0,,S. Dinwiddie makes free throw 1 of 3,57,62
254,3,6:31.0,,S. Dinwiddie makes free throw 2 of 3,57,63
255,3,6:31.0,,S. Dinwiddie misses free throw 3 of 3,57,63
256,3,6:31.0,,I. Whitehead enters the game for R. Foye,57,63
257,3,6:30.0,Defensive rebound by A. Drummond,,57,63
258,3,6:19.0,Personal foul by S. Dinwiddie (drawn by A. Drummond),,57,63
259,3,6:19.0,,K. McDaniels enters the game for C. LeVert,57,63
260,3,6:04.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,57,63
261,3,6:03.0,,Defensive rebound by K. McDaniels,57,63
262,3,5:50.0,,B. Lopez makes 2-pt layup from 3 ft,57,65
263,3,5:36.0,R. Jackson misses 2-pt jump shot from 8 ft,,57,65
264,3,5:35.0,Offensive rebound by R. Jackson,,57,65
265,3,5:34.0,R. Jackson misses 2-pt layup from 2 ft,,57,65
266,3,5:33.0,,Defensive rebound by S. Dinwiddie,57,65
267,3,5:28.0,,Turnover by S. Dinwiddie (bad pass),57,65
268,3,5:28.0,A. Baynes enters the game for R. Jackson,,57,65
269,3,5:28.0,J. Leuer enters the game for A. Drummond,,57,65
270,3,5:28.0,I. Smith enters the game for M. Morris,,57,65
271,3,5:11.0,K. Caldwell-Pope makes 2-pt jump shot from 4 ft,,59,65
272,3,4:49.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Harris),59,65
273,3,4:43.0,Personal foul by I. Whitehead (drawn by K. Caldwell-Pope),,59,65
274,3,4:43.0,,T. Booker enters the game for S. Dinwiddie,59,65
275,3,4:43.0,,A. Goodwin enters the game for R. Hollis-Jefferson,59,65
276,3,4:39.0,T. Harris makes 2-pt jump shot from 12 ft (assist by A. Baynes),,61,65
277,3,4:24.0,,Turnover by T. Booker (bad pass; steal by I. Smith),61,65
278,3,4:19.0,J. Leuer misses 2-pt layup from 3 ft (block by I. Whitehead),,61,65
279,3,4:18.0,Offensive rebound by T. Harris,,61,65
280,3,4:16.0,T. Harris makes 2-pt dunk at rim,,63,65
281,3,3:50.0,,K. McDaniels makes 3-pt jump shot from 27 ft (assist by A. Goodwin),63,68
282,3,3:33.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,63,68
283,3,3:32.0,,Defensive rebound by K. McDaniels,63,68
284,3,3:19.0,,A. Goodwin makes 2-pt layup from 2 ft (assist by T. Booker),63,70
285,3,3:19.0,,Shooting foul by J. Leuer (drawn by A. Goodwin),63,70
286,3,3:19.0,,A. Goodwin misses free throw 1 of 1,63,70
287,3,3:19.0,,Q. Acy enters the game for B. Lopez,63,70
288,3,3:18.0,Defensive rebound by T. Harris,,63,70
289,3,3:00.0,J. Leuer misses 3-pt jump shot from 24 ft,,63,70
290,3,2:59.0,,Defensive rebound by T. Booker,63,70
291,3,2:48.0,,I. Whitehead makes 2-pt layup from 3 ft,63,72
292,3,2:28.0,I. Smith misses 3-pt jump shot from 25 ft,,63,72
293,3,2:27.0,,Defensive rebound by I. Whitehead,63,72
294,3,2:13.0,,A. Goodwin misses 2-pt jump shot from 19 ft,63,72
295,3,2:12.0,Defensive rebound by K. Caldwell-Pope,,63,72
296,3,2:04.0,Turnover by A. Baynes (lost ball),,63,72
297,3,1:48.0,,Turnover by K. McDaniels (bad pass; steal by T. Harris),63,72
298,3,1:45.0,K. Caldwell-Pope misses 2-pt layup at rim (block by A. Goodwin),,63,72
299,3,1:43.0,Offensive rebound by I. Smith,,63,72
300,3,1:42.0,I. Smith misses 2-pt layup from 2 ft,,63,72
301,3,1:41.0,,Defensive rebound by Q. Acy,63,72
302,3,1:30.0,,K. McDaniels misses 2-pt jump shot from 5 ft (block by T. Harris),63,72
303,3,1:28.0,Defensive rebound by A. Baynes,,63,72
304,3,1:22.0,T. Harris misses 3-pt jump shot from 25 ft,,63,72
305,3,1:19.0,,Defensive rebound by T. Booker,63,72
306,3,1:03.0,,Turnover by K. McDaniels (lost ball; steal by I. Smith),63,72
307,3,1:00.0,Shooting foul by Q. Acy (drawn by J. Leuer),,63,72
308,3,1:00.0,J. Leuer makes free throw 1 of 2,,64,72
309,3,1:00.0,J. Leuer makes free throw 2 of 2,,65,72
310,3,0:46.0,,K. McDaniels misses 3-pt jump shot from 27 ft,65,72
311,3,0:45.0,,Offensive rebound by A. Goodwin,65,72
312,3,0:40.0,,A. Goodwin makes 2-pt layup from 3 ft,65,74
313,3,0:25.0,Offensive foul by K. Caldwell-Pope (drawn by I. Whitehead),,65,74
314,3,0:25.0,Turnover by K. Caldwell-Pope (offensive foul),,65,74
315,3,0:25.0,Technical foul by K. Caldwell-Pope,,65,74
316,3,0:25.0,,I. Whitehead misses technical free throw,65,74
317,3,0:25.0,,Offensive rebound by Team,65,74
318,3,0:25.0,R. Bullock enters the game for K. Caldwell-Pope,,65,74
319,3,0:25.0,,B. Lopez enters the game for K. McDaniels,65,74
320,3,0:01.0,,Turnover by B. Lopez (bad pass; steal by R. Bullock),65,74
321,4,11:44.0,M. Morris misses 3-pt jump shot from 25 ft,,65,74
322,4,11:43.0,,Defensive rebound by A. Goodwin,65,74
323,4,11:38.0,,A. Goodwin makes 2-pt layup from 3 ft,65,76
324,4,11:16.0,I. Smith makes 2-pt jump shot from 17 ft,,67,76
325,4,11:03.0,,Shooting foul by M. Morris (drawn by K. McDaniels),67,76
326,4,11:03.0,,K. McDaniels misses free throw 1 of 2,67,76
327,4,11:03.0,,Offensive rebound by Team,67,76
328,4,11:03.0,,K. McDaniels makes free throw 2 of 2,67,77
329,4,10:42.0,I. Smith misses 2-pt jump shot from 20 ft,,67,77
330,4,10:41.0,,Defensive rebound by R. Hollis-Jefferson,67,77
331,4,10:30.0,,K. McDaniels misses 3-pt jump shot from 25 ft,67,77
332,4,10:28.0,Defensive rebound by J. Leuer,,67,77
333,4,10:23.0,I. Smith makes 2-pt layup from 2 ft,,69,77
334,4,10:03.0,,Turnover by K. McDaniels (bad pass),69,77
335,4,9:40.0,J. Leuer misses 2-pt jump shot from 10 ft,,69,77
336,4,9:39.0,,Defensive rebound by R. Foye,69,77
337,4,9:19.0,,A. Goodwin makes 2-pt layup from 2 ft,69,79
338,4,9:18.0,Detroit full timeout,,69,79
339,4,9:18.0,A. Drummond enters the game for A. Baynes,,69,79
340,4,9:03.0,I. Smith makes 2-pt jump shot from 14 ft,,71,79
341,4,8:46.0,,A. Goodwin misses 3-pt jump shot from 26 ft,71,79
342,4,8:45.0,Defensive rebound by Team,,71,79
343,4,8:34.0,Turnover by A. Drummond (offensive foul),,71,79
344,4,8:34.0,Offensive foul by A. Drummond (drawn by R. Hollis-Jefferson),,71,79
345,4,8:34.0,,B. Lopez enters the game for R. Hollis-Jefferson,71,79
346,4,8:19.0,,Turnover by A. Goodwin (bad pass; steal by I. Smith),71,79
347,4,8:17.0,I. Smith makes 2-pt dunk from 1 ft,,73,79
348,4,8:17.0,,Brooklyn full timeout,73,79
349,4,8:17.0,,S. Dinwiddie enters the game for A. Goodwin,73,79
350,4,8:17.0,,I. Whitehead enters the game for K. McDaniels,73,79
351,4,7:53.0,,S. Dinwiddie misses 3-pt jump shot from 29 ft,73,79
352,4,7:52.0,Defensive rebound by A. Drummond,,73,79
353,4,7:47.0,I. Smith misses 2-pt layup from 2 ft,,73,79
354,4,7:45.0,Offensive rebound by J. Leuer,,73,79
355,4,7:38.0,R. Bullock misses 3-pt jump shot from 25 ft,,73,79
356,4,7:37.0,Offensive rebound by Team,,73,79
357,4,7:30.0,J. Leuer misses 2-pt jump shot from 16 ft,,73,79
358,4,7:30.0,Offensive rebound by A. Drummond,,73,79
359,4,7:25.0,M. Morris makes 3-pt jump shot from 25 ft (assist by I. Smith),,76,79
360,4,7:10.0,,Q. Acy makes 2-pt layup from 2 ft (assist by I. Whitehead),76,81
361,4,6:46.0,Shooting foul by B. Lopez (drawn by M. Morris),,76,81
362,4,6:46.0,M. Morris misses free throw 1 of 2,,76,81
363,4,6:46.0,Offensive rebound by Team,,76,81
364,4,6:46.0,,C. LeVert enters the game for R. Foye,76,81
365,4,6:46.0,T. Harris enters the game for J. Leuer,,76,81
366,4,6:46.0,K. Caldwell-Pope enters the game for R. Bullock,,76,81
367,4,6:46.0,M. Morris makes free throw 2 of 2,,77,81
368,4,6:29.0,,B. Lopez makes 3-pt jump shot from 23 ft (assist by C. LeVert),77,84
369,4,6:11.0,T. Harris makes 2-pt jump shot from 14 ft,,79,84
370,4,5:53.0,,I. Whitehead misses 2-pt layup from 2 ft (block by T. Harris),79,84
371,4,5:51.0,,Offensive rebound by I. Whitehead,79,84
372,4,5:43.0,,S. Dinwiddie misses 2-pt layup from 2 ft,79,84
373,4,5:42.0,,Offensive rebound by Q. Acy,79,84
374,4,5:41.0,,B. Lopez misses 3-pt jump shot from 25 ft,79,84
375,4,5:40.0,,Offensive rebound by C. LeVert,79,84
376,4,5:33.0,,I. Whitehead misses 2-pt layup from 2 ft,79,84
377,4,5:32.0,,Offensive rebound by B. Lopez,79,84
