,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SACRAMENTO_ACTION,PHILADELPHIA_SCORE,SACRAMENTO_SCORE
380,4,6:50.0,,Personal foul by J. Okafor (drawn by K. Koufos),80,83
381,4,6:50.0,D. Šarić enters the game for N. Stauskas,,80,83
382,4,6:34.0,,R. Gay makes 2-pt jump shot from 16 ft (assist by T. Lawson),80,85
383,4,6:17.0,T. McConnell makes 2-pt jump shot from 10 ft,,82,85
384,4,6:10.0,S. Rodríguez enters the game for J. Okafor,,82,85
385,4,6:10.0,J. Embiid enters the game for T. McConnell,,82,85
386,4,6:10.0,,D. Cousins enters the game for K. Koufos,82,85
387,4,5:56.0,,A. Tolliver misses 3-pt jump shot from 24 ft,82,85
388,4,5:55.0,Defensive rebound by S. Rodríguez,,82,85
389,4,5:49.0,Personal foul by D. Cousins (drawn by J. Embiid),,82,85
390,4,5:49.0,Official timeout,,82,85
391,4,5:49.0,J. Embiid makes free throw 1 of 2,,83,85
392,4,5:49.0,J. Embiid makes free throw 2 of 2,,84,85
393,4,5:34.0,,Turnover by T. Lawson (bad pass; steal by J. Embiid),84,85
394,4,5:31.0,J. Embiid makes 2-pt dunk at rim,,86,85
395,4,5:04.0,,D. Cousins makes 2-pt layup from 3 ft,86,87
396,4,4:56.0,Offensive foul by J. Embiid (drawn by D. Cousins),,86,87
397,4,4:56.0,Turnover by J. Embiid (offensive foul),,86,87
398,4,4:56.0,,O. Casspi enters the game for G. Temple,86,87
399,4,4:56.0,,D. Collison enters the game for T. Lawson,86,87
400,4,4:34.0,,D. Cousins misses 3-pt jump shot from 25 ft,86,87
401,4,4:34.0,,Offensive rebound by A. Tolliver,86,87
402,4,4:30.0,,D. Collison misses 3-pt jump shot from 25 ft,86,87
403,4,4:29.0,Defensive rebound by E. İlyasova,,86,87
404,4,4:19.0,S. Rodríguez makes 3-pt jump shot from 25 ft,,89,87
405,4,4:14.0,,Sacramento full timeout,89,87
406,4,3:55.0,,Turnover by D. Cousins (bad pass; steal by J. Embiid),89,87
407,4,3:47.0,R. Covington makes 2-pt layup from 2 ft (assist by D. Šarić),,91,87
408,4,3:30.0,,D. Cousins makes 2-pt hook shot from 7 ft,91,89
409,4,3:20.0,Turnover by J. Embiid (bad pass),,91,89
410,4,3:06.0,,D. Cousins misses 2-pt jump shot from 13 ft,91,89
411,4,3:06.0,,Offensive rebound by Team,91,89
412,4,3:06.0,Loose ball foul by E. İlyasova (drawn by D. Cousins),,91,89
413,4,3:06.0,,D. Cousins makes free throw 1 of 2,91,90
414,4,3:06.0,,D. Cousins makes free throw 2 of 2,91,91
415,4,2:47.0,S. Rodríguez makes 3-pt jump shot from 25 ft (assist by D. Šarić),,94,91
416,4,2:24.0,,Shooting foul by J. Embiid (drawn by D. Cousins),94,91
417,4,2:24.0,,D. Cousins makes free throw 1 of 2,94,92
418,4,2:24.0,,G. Temple enters the game for A. Tolliver,94,92
419,4,2:24.0,,D. Cousins makes free throw 2 of 2,94,93
420,4,2:03.0,Personal foul by R. Gay (drawn by E. İlyasova),,94,93
421,4,2:03.0,E. İlyasova misses free throw 1 of 2,,94,93
422,4,2:03.0,Offensive rebound by Team,,94,93
423,4,2:03.0,E. İlyasova makes free throw 2 of 2,,95,93
424,4,1:40.0,,R. Gay misses 2-pt jump shot from 9 ft,95,93
425,4,1:40.0,Defensive rebound by D. Šarić,,95,93
426,4,1:21.0,J. Embiid misses 3-pt jump shot from 24 ft,,95,93
427,4,1:18.0,,Defensive rebound by D. Cousins,95,93
428,4,0:59.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Cousins),95,96
429,4,0:59.0,Philadelphia full timeout,,95,96
430,4,0:50.0,E. İlyasova makes 2-pt jump shot from 7 ft,,97,96
431,4,0:29.0,Violation by J. Embiid (kicked ball),,97,96
432,4,0:29.0,T. McConnell enters the game for S. Rodríguez,,97,96
433,4,0:21.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by D. Collison),97,99
434,4,0:21.0,Philadelphia full timeout,,97,99
435,4,0:21.0,S. Rodríguez enters the game for T. McConnell,,97,99
436,4,0:18.0,E. İlyasova misses 2-pt jump shot from 13 ft,,97,99
437,4,0:17.0,,Defensive rebound by G. Temple,97,99
438,4,0:15.0,,Personal foul by J. Embiid (drawn by G. Temple),97,99
439,4,0:15.0,,G. Temple makes free throw 1 of 2,97,100
440,4,0:15.0,,T. Lawson enters the game for R. Gay,97,100
441,4,0:15.0,,G. Temple makes free throw 2 of 2,97,101
442,4,0:07.0,S. Rodríguez makes 3-pt jump shot from 25 ft,,100,101
443,4,0:06.0,,Personal take foul by R. Covington (drawn by D. Cousins),100,101
444,4,0:06.0,,D. Cousins misses free throw 1 of 2,100,101
445,4,0:06.0,,Offensive rebound by Team,100,101
446,4,0:06.0,,D. Cousins makes free throw 2 of 2,100,102
447,4,0:04.0,J. Embiid misses 3-pt jump shot from 25 ft (block by D. Cousins),,100,102
448,4,0:03.0,Offensive rebound by J. Embiid,,100,102
449,4,0:02.0,J. Embiid misses 3-pt jump shot from 28 ft,,100,102
450,4,0:00.0,Offensive rebound by Team,,100,102
