,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
0,1,11:46.0,A. Afflalo misses 3-pt jump shot from 24 ft,,0,0
1,1,11:45.0,,Defensive rebound by M. Plumlee,0,0
2,1,11:28.0,,W. Chandler makes 3-pt jump shot from 23 ft (assist by M. Plumlee),0,3
3,1,11:07.0,W. Cauley-Stein misses 2-pt jump shot from 16 ft,,0,3
4,1,11:07.0,,Defensive rebound by G. Harris,0,3
5,1,10:50.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by W. Chandler),0,6
6,1,10:32.0,D. Collison misses 2-pt jump shot from 5 ft,,0,6
7,1,10:31.0,,Defensive rebound by M. Plumlee,0,6
8,1,10:30.0,,Turnover by M. Plumlee (lost ball),0,6
9,1,10:21.0,W. Cauley-Stein misses 2-pt dunk at rim (block by M. Plumlee),,0,6
10,1,10:20.0,Offensive rebound by Team,,0,6
11,1,10:09.0,K. Koufos makes 2-pt hook shot from 6 ft (assist by D. Collison),,2,6
12,1,9:46.0,,J. Nelson misses 2-pt jump shot from 10 ft,2,6
13,1,9:45.0,Defensive rebound by K. Koufos,,2,6
14,1,9:35.0,D. Collison misses 2-pt jump shot from 16 ft,,2,6
15,1,9:34.0,,Defensive rebound by M. Plumlee,2,6
16,1,9:28.0,,G. Harris makes 2-pt layup from 1 ft (assist by M. Plumlee),2,8
17,1,9:13.0,T. Lawson misses 3-pt jump shot from 25 ft,,2,8
18,1,9:13.0,Offensive rebound by K. Koufos,,2,8
19,1,9:08.0,D. Collison makes 3-pt jump shot from 27 ft (assist by A. Afflalo),,5,8
20,1,8:56.0,,J. Nelson makes 2-pt jump shot from 16 ft,5,10
21,1,8:42.0,T. Lawson makes 3-pt jump shot from 27 ft (assist by D. Collison),,8,10
22,1,8:33.0,,G. Harris misses 3-pt jump shot from 26 ft,8,10
23,1,8:31.0,Defensive rebound by W. Cauley-Stein,,8,10
24,1,8:15.0,K. Koufos misses 2-pt hook shot from 14 ft,,8,10
25,1,8:13.0,,Defensive rebound by W. Chandler,8,10
26,1,8:05.0,,Turnover by W. Chandler (lost ball; steal by T. Lawson),8,10
27,1,7:59.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Lawson),,10,10
28,1,7:44.0,,Shooting foul by W. Cauley-Stein (drawn by D. Gallinari),10,10
29,1,7:44.0,,D. Gallinari makes free throw 1 of 2,10,11
30,1,7:44.0,A. Tolliver enters the game for W. Cauley-Stein,,10,11
31,1,7:44.0,,D. Gallinari makes free throw 2 of 2,10,12
32,1,7:20.0,D. Collison makes 2-pt jump shot from 17 ft,,12,12
33,1,7:03.0,,M. Plumlee misses 2-pt layup from 2 ft (block by K. Koufos),12,12
34,1,7:03.0,Defensive rebound by A. Tolliver,,12,12
35,1,6:41.0,A. Afflalo misses 2-pt jump shot from 3 ft,,12,12
36,1,6:40.0,,Defensive rebound by D. Gallinari,12,12
37,1,6:31.0,,W. Chandler makes 3-pt jump shot from 25 ft,12,15
38,1,6:07.0,K. Koufos makes 2-pt hook shot from 4 ft (assist by D. Collison),,14,15
39,1,5:53.0,,Shooting foul by K. Koufos (drawn by W. Chandler),14,15
40,1,5:53.0,,W. Chandler makes 2-pt jump shot from 15 ft (assist by G. Harris),14,17
41,1,5:53.0,,Denver full timeout,14,17
42,1,5:53.0,,W. Barton enters the game for G. Harris,14,17
43,1,5:53.0,B. McLemore enters the game for T. Lawson,,14,17
44,1,5:53.0,,W. Chandler makes free throw 1 of 1,14,18
45,1,5:35.0,Personal foul by M. Plumlee (drawn by D. Collison),,14,18
46,1,5:20.0,A. Afflalo misses 2-pt jump shot from 22 ft,,14,18
47,1,5:19.0,,Defensive rebound by W. Barton,14,18
48,1,4:59.0,,W. Chandler makes 2-pt hook shot from 2 ft (assist by M. Plumlee),14,20
49,1,4:39.0,A. Tolliver misses 3-pt jump shot from 26 ft,,14,20
50,1,4:37.0,Offensive rebound by K. Koufos,,14,20
51,1,4:31.0,K. Koufos misses 2-pt layup from 1 ft,,14,20
52,1,4:29.0,,Defensive rebound by D. Gallinari,14,20
53,1,4:22.0,,W. Chandler misses 3-pt jump shot from 25 ft,14,20
54,1,4:21.0,Defensive rebound by B. McLemore,,14,20
55,1,4:05.0,K. Koufos makes 2-pt hook shot from 5 ft (assist by A. Tolliver),,16,20
56,1,3:53.0,,M. Plumlee misses 2-pt hook shot from 4 ft,16,20
57,1,3:52.0,Defensive rebound by K. Koufos,,16,20
58,1,3:49.0,Personal foul by W. Barton (drawn by B. McLemore),,16,20
59,1,3:49.0,,D. Arthur enters the game for M. Plumlee,16,20
60,1,3:49.0,T. Evans enters the game for K. Koufos,,16,20
61,1,3:49.0,S. Labissière enters the game for A. Afflalo,,16,20
62,1,3:49.0,,J. Murray enters the game for J. Nelson,16,20
63,1,3:34.0,Turnover by B. McLemore (lost ball; steal by D. Arthur),,16,20
64,1,3:21.0,,W. Barton misses 2-pt hook shot from 6 ft,16,20
65,1,3:21.0,Defensive rebound by T. Evans,,16,20
66,1,3:11.0,T. Evans makes 2-pt layup from 1 ft,,18,20
67,1,2:58.0,,W. Chandler makes 2-pt layup from 2 ft (assist by D. Arthur),18,22
68,1,2:34.0,B. McLemore makes 2-pt jump shot from 18 ft (assist by D. Collison),,20,22
69,1,2:15.0,,D. Arthur misses 2-pt jump shot from 21 ft,20,22
70,1,2:13.0,Defensive rebound by S. Labissière,,20,22
71,1,2:08.0,Shooting foul by D. Arthur (drawn by D. Collison),,20,22
72,1,2:08.0,Sacramento full timeout,,20,22
73,1,2:08.0,D. Collison makes free throw 1 of 2,,21,22
74,1,2:08.0,,G. Harris enters the game for D. Gallinari,20,22
75,1,2:08.0,D. Collison makes free throw 2 of 2,,22,22
76,1,1:46.0,,G. Harris misses 2-pt jump shot from 5 ft,22,22
77,1,1:45.0,,Offensive rebound by Team,22,22
78,1,1:45.0,T. Lawson enters the game for D. Collison,,22,22
79,1,1:44.0,,Turnover by Team (bad pass),22,22
80,1,1:23.0,T. Evans misses 2-pt layup from 3 ft,,22,22
81,1,1:22.0,,Defensive rebound by D. Arthur,22,22
82,1,1:05.0,,W. Barton misses 3-pt jump shot from 25 ft,22,22
83,1,1:03.0,Defensive rebound by A. Tolliver,,22,22
84,1,0:55.0,A. Tolliver misses 2-pt layup from 2 ft,,22,22
85,1,0:54.0,Offensive rebound by A. Tolliver,,22,22
86,1,0:54.0,Turnover by A. Tolliver (offensive goaltending),,22,22
87,1,0:54.0,W. Cauley-Stein enters the game for A. Tolliver,,22,22
88,1,0:39.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by W. Barton),22,25
89,1,0:32.0,,Violation by W. Chandler (kicked ball),22,25
