,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,LA LAKERS_ACTION,LA CLIPPERS_SCORE,LA LAKERS_SCORE
385,4,7:38.0,,Offensive rebound by L. Deng,85,90
386,4,7:37.0,,Shooting foul by J. Crawford (drawn by L. Deng),85,90
387,4,7:37.0,,L. Deng makes free throw 1 of 2,85,91
388,4,7:37.0,,L. Deng makes free throw 2 of 2,85,92
389,4,7:26.0,Turnover by R. Felton (bad pass; steal by J. Clarkson),,85,92
390,4,7:22.0,,J. Clarkson makes 2-pt layup from 1 ft,85,94
391,4,7:01.0,Shooting foul by T. Robinson (drawn by M. Speights),,85,94
392,4,7:01.0,M. Speights makes free throw 1 of 2,,86,94
393,4,7:01.0,,N. Young enters the game for L. Deng,86,94
394,4,7:01.0,M. Speights makes free throw 2 of 2,,87,94
395,4,6:44.0,,J. Clarkson misses 2-pt jump shot from 10 ft,87,94
396,4,6:41.0,Defensive rebound by R. Felton,,87,94
397,4,6:28.0,Shooting foul by T. Robinson (drawn by J. Crawford),,87,94
398,4,6:28.0,J. Crawford makes free throw 1 of 2,,88,94
399,4,6:28.0,J. Crawford misses free throw 2 of 2,,88,94
400,4,6:28.0,,D. Russell enters the game for J. Clarkson,88,94
401,4,6:27.0,,Defensive rebound by T. Robinson,88,94
402,4,6:16.0,,T. Robinson misses 2-pt jump shot from 10 ft,88,94
403,4,6:13.0,Defensive rebound by R. Felton,,88,94
404,4,6:04.0,A. Rivers makes 2-pt layup from 2 ft,,90,94
405,4,5:54.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by N. Young),90,97
406,4,5:30.0,M. Speights misses 2-pt layup from 2 ft,,90,97
407,4,5:29.0,,Defensive rebound by B. Ingram,90,97
408,4,5:27.0,,Personal foul by R. Felton,90,97
409,4,5:27.0,Official timeout,,90,97
410,4,5:27.0,,J. Randle enters the game for T. Robinson,90,97
411,4,5:14.0,,B. Ingram makes 2-pt jump shot from 12 ft,90,99
412,4,4:47.0,J. Crawford makes 2-pt layup from 2 ft,,92,99
413,4,4:26.0,,L. Williams makes 2-pt jump shot from 15 ft,92,101
414,4,4:02.0,A. Rivers misses 2-pt jump shot from 6 ft,,92,101
415,4,3:58.0,,Defensive rebound by B. Ingram,92,101
416,4,3:40.0,,L. Williams makes 2-pt layup from 2 ft,92,103
417,4,3:40.0,LA Clippers full timeout,,92,103
418,4,3:30.0,Personal foul by J. Randle (drawn by M. Speights),,92,103
419,4,3:30.0,M. Speights makes free throw 1 of 2,,93,103
420,4,3:30.0,M. Speights makes free throw 2 of 2,,94,103
421,4,3:20.0,,L. Williams makes 2-pt jump shot from 3 ft,94,105
422,4,3:01.0,M. Speights misses 3-pt jump shot from 24 ft,,94,105
423,4,3:01.0,,Defensive rebound by B. Ingram,94,105
424,4,2:41.0,,D. Russell makes 2-pt layup from 2 ft,94,107
425,4,2:41.0,LA Clippers full timeout,,94,107
426,4,2:25.0,Turnover by A. Rivers (bad pass; steal by L. Williams),,94,107
427,4,2:08.0,,B. Ingram misses 2-pt jump shot from 19 ft,94,107
428,4,2:07.0,Defensive rebound by A. Rivers,,94,107
429,4,2:01.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by A. Rivers),,97,107
430,4,1:39.0,,L. Williams misses 2-pt layup from 2 ft (block by W. Johnson),97,107
431,4,1:38.0,Defensive rebound by W. Johnson,,97,107
432,4,1:28.0,J. Crawford misses 3-pt jump shot from 27 ft,,97,107
433,4,1:27.0,Offensive rebound by W. Johnson,,97,107
434,4,1:21.0,Personal take foul by L. Williams,,97,107
435,4,1:21.0,J. Crawford makes free throw 1 of 2,,98,107
436,4,1:21.0,B. Bass enters the game for R. Felton,,98,107
437,4,1:21.0,J. Crawford makes free throw 2 of 2,,99,107
