,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
97,1,1:01.0,,A. Afflalo enters the game for R. Gay,24,30
98,1,0:44.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by M. Barnes),24,33
99,1,0:33.0,K. Durant misses 2-pt jump shot from 7 ft,,24,33
100,1,0:32.0,,Defensive rebound by K. Koufos,24,33
101,1,0:25.0,,K. Koufos misses 2-pt jump shot from 9 ft,24,33
102,1,0:24.0,Defensive rebound by K. Durant,,24,33
103,1,0:03.0,S. Curry misses 2-pt jump shot from 18 ft,,24,33
104,1,0:02.0,Offensive rebound by A. Iguodala,,24,33
105,1,0:02.0,A. Iguodala misses 2-pt layup from 3 ft,,24,33
106,1,0:00.0,,Defensive rebound by A. Afflalo,24,33
107,2,11:42.0,D. West makes 2-pt jump shot from 18 ft,,26,33
108,2,11:19.0,,K. Koufos makes 2-pt hook shot from 8 ft (assist by T. Lawson),26,35
109,2,11:03.0,Turnover by D. West (lost ball; steal by G. Temple),,26,35
110,2,10:57.0,,T. Lawson makes 2-pt layup from 3 ft (assist by M. Barnes),26,37
111,2,10:57.0,,Shooting foul by I. Clark (drawn by T. Lawson),26,37
112,2,10:57.0,,T. Lawson makes free throw 1 of 1,26,38
113,2,10:41.0,Turnover by K. Durant (lost ball; steal by M. Barnes),,26,38
114,2,10:31.0,,T. Lawson makes 2-pt jump shot from 14 ft,26,40
115,2,10:21.0,Turnover by S. Livingston (bad pass; steal by K. Koufos),,26,40
116,2,10:08.0,,Offensive foul by K. Koufos (drawn by A. Iguodala),26,40
117,2,10:08.0,,Turnover by K. Koufos (offensive foul),26,40
118,2,9:56.0,S. Livingston makes 2-pt jump shot from 15 ft,,28,40
119,2,9:36.0,,T. Lawson makes 2-pt jump shot from 14 ft (assist by K. Koufos),28,42
120,2,9:21.0,Personal foul by A. Afflalo (drawn by A. Iguodala),,28,42
121,2,9:21.0,,D. Cousins enters the game for K. Koufos,28,42
122,2,9:21.0,K. Thompson enters the game for I. Clark,,28,42
123,2,9:12.0,K. Thompson misses 2-pt jump shot from 20 ft,,28,42
124,2,9:11.0,,Defensive rebound by D. Cousins,28,42
125,2,8:59.0,,Turnover by D. Cousins (lost ball; steal by D. West),28,42
126,2,8:59.0,Personal foul by T. Lawson (drawn by A. Iguodala),,28,42
127,2,8:59.0,Official timeout,,28,42
128,2,8:42.0,K. Durant makes 2-pt jump shot from 17 ft (assist by A. Iguodala),,30,42
129,2,8:22.0,,A. Afflalo misses 3-pt jump shot from 25 ft,30,42
130,2,8:22.0,Defensive rebound by S. Livingston,,30,42
131,2,8:17.0,,Violation by T. Lawson (kicked ball),30,42
132,2,8:08.0,K. Durant misses 3-pt jump shot from 25 ft,,30,42
133,2,8:08.0,,Defensive rebound by T. Lawson,30,42
134,2,7:51.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by G. Temple),30,45
135,2,7:38.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. West),,32,45
136,2,7:21.0,,G. Temple misses 2-pt layup from 2 ft (block by K. Durant),32,45
137,2,7:21.0,,Offensive rebound by Team,32,45
138,2,7:21.0,D. Green enters the game for K. Durant,,32,45
139,2,7:21.0,S. Curry enters the game for A. Iguodala,,32,45
140,2,7:14.0,,T. Lawson misses 2-pt jump shot from 10 ft,32,45
141,2,7:12.0,Defensive rebound by S. Curry,,32,45
142,2,7:06.0,S. Curry misses 3-pt jump shot from 24 ft,,32,45
143,2,7:05.0,,Defensive rebound by D. Cousins,32,45
144,2,6:55.0,,G. Temple makes 3-pt jump shot from 22 ft (assist by M. Barnes),32,48
145,2,6:42.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. West),,34,48
146,2,6:26.0,,D. Cousins misses 3-pt jump shot from 25 ft,34,48
147,2,6:26.0,Defensive rebound by D. Green,,34,48
148,2,6:21.0,D. West misses 2-pt layup from 2 ft,,34,48
149,2,6:20.0,,Defensive rebound by D. Cousins,34,48
150,2,6:16.0,,Turnover by M. Barnes (lost ball),34,48
151,2,6:16.0,Z. Pachulia enters the game for D. West,,34,48
152,2,6:05.0,K. Thompson makes 2-pt layup from 3 ft (assist by D. Green),,36,48
153,2,5:58.0,,Sacramento full timeout,36,48
154,2,5:58.0,,A. Tolliver enters the game for M. Barnes,36,48
155,2,5:58.0,,R. Gay enters the game for A. Afflalo,36,48
156,2,5:47.0,,G. Temple makes 2-pt layup from 3 ft (assist by R. Gay),36,50
157,2,5:33.0,Z. Pachulia makes 2-pt layup from 3 ft,,38,50
158,2,5:22.0,,T. Lawson makes 2-pt layup from 2 ft,38,52
159,2,5:06.0,K. Thompson misses 2-pt jump shot from 19 ft,,38,52
160,2,5:05.0,,Defensive rebound by D. Cousins,38,52
161,2,4:50.0,,G. Temple makes 2-pt jump shot from 18 ft (assist by R. Gay),38,54
162,2,4:36.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,41,54
163,2,4:14.0,,T. Lawson misses 2-pt layup from 3 ft,41,54
164,2,4:14.0,Defensive rebound by Team,,41,54
165,2,4:14.0,,Loose ball foul by D. Cousins (drawn by D. Green),41,54
166,2,4:14.0,,Technical foul by D. Cousins,41,54
167,2,4:14.0,,K. Koufos enters the game for D. Cousins,41,54
168,2,4:14.0,,D. Collison enters the game for T. Lawson,42,54
169,2,4:14.0,S. Curry makes technical free throw,,42,54
170,2,3:56.0,Turnover by D. Green (traveling),,42,54
171,2,3:42.0,,R. Gay misses 2-pt jump shot from 19 ft,42,54
172,2,3:41.0,Defensive rebound by K. Thompson,,42,54
173,2,3:36.0,D. Green makes 2-pt layup from 2 ft (assist by K. Thompson),,44,54
174,2,3:22.0,,Turnover by K. Koufos (bad pass),44,54
175,2,3:22.0,A. Iguodala enters the game for Z. Pachulia,,44,54
176,2,3:22.0,K. Durant enters the game for S. Livingston,,44,54
177,2,3:14.0,,Violation by K. Koufos (kicked ball),44,54
178,2,3:11.0,K. Thompson misses 2-pt jump shot from 20 ft,,44,54
179,2,3:10.0,,Defensive rebound by A. Tolliver,44,54
180,2,3:03.0,,Turnover by D. Collison (lost ball; steal by S. Curry),44,54
181,2,3:00.0,S. Curry makes 2-pt layup at rim,,46,54
182,2,2:34.0,,R. Gay misses 2-pt jump shot from 8 ft (block by D. Green),46,54
183,2,2:33.0,Defensive rebound by S. Curry,,46,54
184,2,2:22.0,K. Thompson misses 3-pt jump shot from 22 ft,,46,54
185,2,2:22.0,,Defensive rebound by D. Collison,46,54
186,2,2:17.0,,Sacramento full timeout,46,54
187,2,2:17.0,Golden State full timeout,,46,54
188,2,2:17.0,,M. Barnes enters the game for K. Koufos,46,54
189,2,2:06.0,,M. Barnes misses 3-pt jump shot from 25 ft,46,54
190,2,2:05.0,Defensive rebound by K. Thompson,,46,54
191,2,1:55.0,Turnover by S. Curry (lost ball; steal by D. Collison),,46,54
192,2,1:54.0,,Personal foul by D. Green (drawn by D. Collison),46,54
193,2,1:42.0,,R. Gay makes 2-pt jump shot from 8 ft,46,56
194,2,1:33.0,Shooting foul by M. Barnes (drawn by S. Curry),,46,56
195,2,1:33.0,S. Curry makes free throw 1 of 2,,47,56
196,2,1:33.0,S. Curry makes free throw 2 of 2,,48,56
197,2,1:17.0,,Turnover by R. Gay (bad pass; steal by D. Green),48,56
198,2,1:12.0,Personal foul by R. Gay (drawn by K. Thompson),,48,56
199,2,1:12.0,K. Thompson makes free throw 1 of 2,,49,56
200,2,1:12.0,K. Thompson misses free throw 2 of 2,,49,56
201,2,1:11.0,,Defensive rebound by A. Tolliver,49,56
202,2,0:56.0,,Personal foul by K. Thompson (drawn by G. Temple),49,56
203,2,0:56.0,,G. Temple makes free throw 1 of 2,49,57
204,2,0:56.0,,G. Temple makes free throw 2 of 2,49,58
205,2,0:46.0,K. Durant makes 2-pt jump shot from 4 ft (assist by A. Iguodala),,51,58
206,2,0:32.0,,G. Temple misses 3-pt jump shot from 27 ft,51,58
207,2,0:32.0,Defensive rebound by A. Iguodala,,51,58
208,2,0:28.0,D. Green misses 2-pt layup from 4 ft (block by R. Gay),,51,58
209,2,0:25.0,Offensive rebound by Team,,51,58
210,2,0:21.0,D. Green misses 3-pt jump shot from 24 ft,,51,58
211,2,0:20.0,,Defensive rebound by M. Barnes,51,58
212,2,0:01.0,,R. Gay misses 2-pt layup from 2 ft,51,58
213,2,0:00.0,Defensive rebound by K. Thompson,,51,58
214,3,11:38.0,K. Durant misses 2-pt layup from 2 ft (block by D. Cousins),,51,58
215,3,11:36.0,Offensive rebound by Z. Pachulia,,51,58
216,3,11:36.0,Shooting foul by A. Tolliver (drawn by Z. Pachulia),,51,58
217,3,11:36.0,Z. Pachulia makes free throw 1 of 2,,52,58
218,3,11:36.0,Z. Pachulia makes free throw 2 of 2,,53,58
219,3,11:16.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by K. Durant),53,58
220,3,11:16.0,Defensive rebound by Team,,53,58
221,3,11:05.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Green),,55,58
222,3,10:45.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by D. Collison),55,61
223,3,10:40.0,Turnover by Z. Pachulia (bad pass; steal by D. Collison),,55,61
224,3,10:38.0,,D. Collison makes 3-pt jump shot from 25 ft,55,64
225,3,10:24.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,57,64
226,3,10:09.0,,Turnover by D. Cousins (lost ball; steal by Z. Pachulia),57,64
227,3,10:04.0,D. Green makes 2-pt layup from 2 ft,,59,64
228,3,9:44.0,,Turnover by R. Gay (lost ball),59,64
229,3,9:33.0,K. Thompson misses 3-pt jump shot from 25 ft,,59,64
230,3,9:33.0,,Defensive rebound by A. Tolliver,59,64
231,3,9:20.0,,A. Tolliver misses 3-pt jump shot from 25 ft,59,64
232,3,9:19.0,Defensive rebound by K. Durant,,59,64
233,3,9:16.0,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),,61,64
234,3,9:01.0,,Personal foul by D. Green (drawn by D. Cousins),61,64
235,3,8:52.0,,D. Cousins misses 2-pt jump shot from 18 ft,61,64
236,3,8:51.0,Defensive rebound by K. Durant,,61,64
237,3,8:47.0,Shooting foul by G. Temple (drawn by K. Durant),,61,64
238,3,8:47.0,K. Durant makes free throw 1 of 2,,62,64
239,3,8:47.0,K. Durant misses free throw 2 of 2,,62,64
240,3,8:46.0,Offensive rebound by Z. Pachulia,,62,64
241,3,8:45.0,Personal foul by R. Gay (drawn by Z. Pachulia),,62,64
242,3,8:38.0,Z. Pachulia misses 2-pt jump shot from 6 ft,,62,64
243,3,8:37.0,,Defensive rebound by A. Tolliver,62,64
244,3,8:29.0,,Shooting foul by D. Green (drawn by A. Tolliver),62,64
245,3,8:29.0,,A. Tolliver misses free throw 1 of 2,62,64
246,3,8:29.0,,Offensive rebound by Team,62,64
247,3,8:29.0,,A. Tolliver makes free throw 2 of 2,62,65
248,3,8:21.0,S. Curry misses 2-pt jump shot from 21 ft,,62,65
249,3,8:20.0,,Defensive rebound by D. Cousins,62,65
250,3,8:11.0,,R. Gay misses 3-pt jump shot from 24 ft,62,65
251,3,8:11.0,Defensive rebound by K. Thompson,,62,65
252,3,8:02.0,K. Durant makes 3-pt jump shot from 25 ft (assist by D. Green),,65,65
253,3,7:41.0,,R. Gay misses 2-pt jump shot from 4 ft (block by K. Durant),65,65
254,3,7:39.0,Defensive rebound by K. Durant,,65,65
255,3,7:35.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),,68,65
256,3,7:34.0,,Sacramento full timeout,68,65
257,3,7:15.0,,Turnover by D. Cousins (bad pass; steal by Z. Pachulia),68,65
258,3,7:09.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Durant),,70,65
259,3,6:48.0,,A. Tolliver makes 2-pt hook shot from 3 ft (assist by D. Cousins),70,67
260,3,6:26.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Durant),,73,67
261,3,6:13.0,,D. Cousins misses 2-pt layup from 2 ft,73,67
262,3,6:12.0,Defensive rebound by K. Durant,,73,67
263,3,6:06.0,K. Thompson misses 3-pt jump shot from 23 ft,,73,67
264,3,6:05.0,Offensive rebound by D. Green,,73,67
265,3,5:59.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),,75,67
266,3,5:39.0,,Turnover by D. Cousins (lost ball; steal by Z. Pachulia),75,67
267,3,5:32.0,K. Thompson makes 2-pt layup from 2 ft,,77,67
268,3,5:10.0,,Shooting foul by K. Durant (drawn by D. Cousins),77,67
269,3,5:10.0,,D. Cousins misses free throw 1 of 2,77,67
270,3,5:10.0,,Offensive rebound by Team,77,67
271,3,5:10.0,A. Iguodala enters the game for D. Green,,77,67
272,3,5:10.0,,D. Cousins makes free throw 2 of 2,77,68
273,3,4:59.0,Turnover by K. Thompson (bad pass; steal by A. Tolliver),,77,68
274,3,4:41.0,,R. Gay makes 2-pt jump shot from 10 ft,77,70
275,3,4:29.0,K. Durant makes 2-pt layup from 2 ft (assist by S. Curry),,79,70
276,3,4:16.0,,Turnover by R. Gay (bad pass; steal by S. Curry),79,70
277,3,4:11.0,Turnover by S. Curry (lost ball; steal by D. Collison),,79,70
278,3,4:04.0,,Shooting foul by Z. Pachulia (drawn by D. Cousins),79,70
279,3,4:04.0,,D. Cousins makes free throw 1 of 2,79,71
280,3,4:04.0,Golden State full timeout,,79,71
281,3,4:04.0,I. Clark enters the game for K. Thompson,,79,71
282,3,4:04.0,,D. Cousins makes free throw 2 of 2,79,72
283,3,3:52.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,82,72
284,3,3:34.0,,A. Tolliver misses 2-pt jump shot from 19 ft,82,72
285,3,3:33.0,Defensive rebound by Z. Pachulia,,82,72
286,3,3:16.0,I. Clark misses 3-pt jump shot from 26 ft,,82,72
287,3,3:15.0,,Defensive rebound by D. Cousins,82,72
288,3,3:05.0,,D. Cousins misses 2-pt jump shot from 4 ft (block by K. Durant),82,72
289,3,3:04.0,Defensive rebound by Z. Pachulia,,82,72
290,3,3:01.0,S. Curry makes 2-pt layup from 2 ft (assist by Z. Pachulia),,84,72
291,3,2:51.0,,T. Lawson enters the game for D. Cousins,84,72
292,3,2:51.0,,K. Koufos enters the game for G. Temple,84,72
293,3,2:51.0,,M. Barnes enters the game for A. Tolliver,84,72
294,3,2:51.0,D. West enters the game for Z. Pachulia,,84,72
295,3,2:47.0,,Personal foul by I. Clark (drawn by R. Gay),84,72
296,3,2:47.0,,R. Gay makes free throw 1 of 2,84,73
297,3,2:47.0,,R. Gay misses free throw 2 of 2,84,73
298,3,2:46.0,Defensive rebound by K. Durant,,84,73
299,3,2:31.0,S. Curry misses 3-pt jump shot from 23 ft,,84,73
300,3,2:31.0,Offensive rebound by A. Iguodala,,84,73
301,3,2:19.0,A. Iguodala misses 2-pt jump shot from 17 ft,,84,73
302,3,2:19.0,,Defensive rebound by K. Koufos,84,73
303,3,2:12.0,,Personal foul by I. Clark (drawn by T. Lawson),84,73
304,3,2:12.0,,T. Lawson makes free throw 1 of 2,84,74
305,3,2:12.0,,T. Lawson makes free throw 2 of 2,84,75
306,3,1:59.0,S. Curry makes 2-pt layup from 3 ft,,86,75
307,3,1:44.0,,Shooting foul by D. West (drawn by T. Lawson),86,75
308,3,1:44.0,,T. Lawson makes free throw 1 of 2,86,76
309,3,1:44.0,S. Livingston enters the game for S. Curry,,86,76
310,3,1:44.0,,A. Afflalo enters the game for D. Collison,86,76
311,3,1:44.0,,T. Lawson makes free throw 2 of 2,86,77
312,3,1:25.0,I. Clark makes 2-pt layup from 2 ft (assist by K. Durant),,88,77
313,3,1:04.0,,T. Lawson misses 2-pt jump shot from 15 ft,88,77
314,3,1:04.0,Defensive rebound by S. Livingston,,88,77
315,3,0:56.0,Shooting foul by A. Afflalo (drawn by I. Clark),,88,77
316,3,0:56.0,I. Clark makes free throw 1 of 2,,89,77
317,3,0:56.0,I. Clark makes free throw 2 of 2,,90,77
318,3,0:45.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by K. Koufos),90,80
319,3,0:32.0,I. Clark misses 2-pt jump shot from 14 ft,,90,80
320,3,0:32.0,,Defensive rebound by K. Koufos,90,80
321,3,0:11.0,,R. Gay misses 3-pt jump shot from 25 ft,90,80
322,3,0:10.0,Defensive rebound by A. Iguodala,,90,80
323,3,0:03.0,I. Clark misses 2-pt layup from 2 ft (block by R. Gay),,90,80
324,3,0:02.0,,Defensive rebound by K. Koufos,90,80
325,3,0:00.0,,M. Barnes misses 3-pt jump shot from 27 ft,90,80
326,3,0:00.0,,Offensive rebound by Team,90,80
327,4,11:44.0,,M. Barnes misses 2-pt jump shot from 20 ft,90,80
328,4,11:44.0,Defensive rebound by K. Thompson,,90,80
329,4,11:32.0,S. Livingston makes 2-pt jump shot from 8 ft,,92,80
330,4,11:21.0,,A. Afflalo makes 2-pt jump shot from 20 ft (assist by T. Lawson),92,82
331,4,10:59.0,K. Thompson misses 3-pt jump shot from 25 ft,,92,82
332,4,10:59.0,,Defensive rebound by M. Barnes,92,82
333,4,10:46.0,,A. Afflalo misses 3-pt jump shot from 25 ft,92,82
334,4,10:45.0,Defensive rebound by D. West,,92,82
335,4,10:40.0,D. Green makes 2-pt layup from 1 ft,,94,82
336,4,10:23.0,,G. Temple misses 3-pt jump shot from 25 ft,94,82
337,4,10:23.0,Defensive rebound by D. West,,94,82
338,4,10:03.0,K. Thompson misses 2-pt jump shot from 15 ft,,94,82
339,4,10:02.0,Offensive rebound by D. West,,94,82
340,4,9:43.0,K. Thompson misses 2-pt layup from 4 ft (block by G. Temple),,94,82
341,4,9:42.0,Offensive rebound by K. Thompson,,94,82
342,4,9:38.0,D. West misses 2-pt jump shot from 8 ft,,94,82
343,4,9:38.0,,Defensive rebound by M. Barnes,94,82
344,4,9:19.0,,M. Barnes misses 3-pt jump shot from 25 ft,94,82
345,4,9:18.0,Defensive rebound by D. West,,94,82
346,4,8:56.0,Shooting foul by K. Koufos (drawn by A. Iguodala),,94,82
347,4,8:56.0,Official timeout,,94,82
348,4,8:56.0,A. Iguodala misses free throw 1 of 2,,94,82
349,4,8:56.0,Offensive rebound by Team,,94,82
350,4,8:56.0,,D. Cousins enters the game for K. Koufos,94,82
351,4,8:56.0,A. Iguodala makes free throw 2 of 2,,95,82
352,4,8:41.0,,Turnover by D. Cousins (lost ball; steal by D. Green),95,82
353,4,8:37.0,Turnover by D. Green (bad pass; steal by A. Afflalo),,95,82
354,4,8:36.0,,Personal foul by K. Thompson (drawn by A. Afflalo),95,82
355,4,8:19.0,,Turnover by T. Lawson (traveling),95,82
356,4,7:59.0,Turnover by K. Thompson (lost ball),,95,82
357,4,7:44.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by T. Lawson),95,85
358,4,7:29.0,Personal foul by G. Temple (drawn by K. Thompson),,95,85
359,4,7:29.0,S. Curry enters the game for A. Iguodala,,95,85
360,4,7:29.0,,A. Tolliver enters the game for M. Barnes,95,85
361,4,7:29.0,Z. Pachulia enters the game for D. West,,95,85
362,4,7:15.0,S. Curry misses 2-pt jump shot from 17 ft,,95,85
363,4,7:14.0,Offensive rebound by Z. Pachulia,,95,85
364,4,7:08.0,,Offensive charge foul by D. Green (drawn by D. Cousins),95,85
365,4,7:08.0,Turnover by D. Green (offensive foul),,95,85
366,4,6:50.0,,D. Cousins misses 2-pt jump shot from 8 ft,95,85
367,4,6:49.0,Defensive rebound by D. Green,,95,85
368,4,6:35.0,S. Livingston makes 2-pt jump shot from 13 ft,,97,85
369,4,6:31.0,,Personal foul by S. Curry (drawn by T. Lawson),97,85
370,4,6:31.0,K. Durant enters the game for D. Green,,97,85
371,4,6:31.0,,R. Gay enters the game for A. Afflalo,97,85
372,4,6:17.0,,Shooting foul by Z. Pachulia (drawn by A. Tolliver),97,85
373,4,6:17.0,,A. Tolliver makes free throw 1 of 2,97,86
374,4,6:17.0,,A. Tolliver makes free throw 2 of 2,97,87
375,4,6:01.0,Turnover by K. Thompson (bad pass; steal by D. Cousins),,97,87
376,4,5:58.0,,Shooting foul by K. Thompson (drawn by G. Temple),97,87
377,4,5:58.0,,Sacramento full timeout,97,87
378,4,5:58.0,,G. Temple misses free throw 1 of 2,97,87
379,4,5:58.0,,Offensive rebound by Team,97,87
380,4,5:58.0,,G. Temple misses free throw 2 of 2,97,87
381,4,5:58.0,A. Iguodala enters the game for K. Thompson,,97,87
382,4,5:57.0,Defensive rebound by A. Iguodala,,97,87
383,4,5:32.0,K. Durant misses 2-pt jump shot from 18 ft,,97,87
384,4,5:31.0,Offensive rebound by S. Curry,,97,87
