,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,GOLDEN STATE_ACTION,SAN ANTONIO_SCORE,GOLDEN STATE_SCORE
144,2,8:17.0,K. Leonard makes free throw 2 of 2,,38,25
145,2,7:56.0,,S. Livingston misses 2-pt jump shot from 13 ft,38,25
146,2,7:55.0,Defensive rebound by T. Parker,,38,25
147,2,7:47.0,K. Leonard makes 2-pt jump shot from 20 ft (assist by T. Parker),,40,25
148,2,7:36.0,,Personal foul by K. Anderson (drawn by D. Green),40,25
149,2,7:36.0,,K. Thompson enters the game for K. Durant,40,25
150,2,7:27.0,,D. Green misses 3-pt jump shot from 25 ft,40,25
151,2,7:26.0,,Offensive rebound by Team,40,25
152,2,7:22.0,,D. Green misses 2-pt jump shot from 6 ft,40,25
153,2,7:21.0,Defensive rebound by K. Anderson,,40,25
154,2,7:08.0,L. Aldridge misses 2-pt hook shot from 8 ft,,40,25
155,2,7:07.0,,Defensive rebound by D. Green,40,25
156,2,7:05.0,,Turnover by D. Green (bad pass; steal by K. Anderson),40,25
157,2,6:56.0,Shooting foul by D. Green (drawn by K. Leonard),,40,25
158,2,6:56.0,K. Leonard makes free throw 1 of 2,,41,25
159,2,6:56.0,K. Leonard makes free throw 2 of 2,,42,25
160,2,6:47.0,,S. Curry makes 3-pt jump shot from 27 ft,42,28
161,2,6:46.0,San Antonio full timeout,,42,28
162,2,6:29.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by K. Leonard),,44,28
163,2,6:14.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),44,30
164,2,6:07.0,Shooting foul by K. Thompson (drawn by K. Leonard),,44,30
165,2,6:07.0,K. Leonard makes free throw 1 of 2,,45,30
166,2,6:07.0,,A. Iguodala enters the game for S. Livingston,45,30
167,2,6:07.0,K. Leonard makes free throw 2 of 2,,46,30
168,2,5:58.0,,Turnover by Z. Pachulia (offensive foul),46,30
169,2,5:58.0,,Offensive foul by Z. Pachulia (drawn by K. Leonard),46,30
170,2,5:45.0,Personal foul by A. Iguodala (drawn by P. Gasol),,46,30
171,2,5:38.0,K. Leonard misses 2-pt jump shot from 6 ft,,46,30
172,2,5:37.0,,Defensive rebound by A. Iguodala,46,30
173,2,5:31.0,,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),46,32
174,2,5:16.0,Turnover by K. Leonard (bad pass),,46,32
175,2,5:16.0,,K. Durant enters the game for Z. Pachulia,46,32
176,2,5:16.0,M. Ginóbili enters the game for K. Anderson,,46,32
177,2,4:58.0,,S. Curry makes 2-pt jump shot from 7 ft,46,34
178,2,4:40.0,Turnover by P. Gasol (bad pass; steal by D. Green),,46,34
179,2,4:31.0,,K. Durant misses 3-pt jump shot from 24 ft,46,34
180,2,4:30.0,Defensive rebound by M. Ginóbili,,46,34
181,2,4:08.0,L. Aldridge makes 2-pt jump shot from 14 ft,,48,34
182,2,3:56.0,,A. Iguodala misses 3-pt jump shot from 23 ft,48,34
183,2,3:55.0,Defensive rebound by T. Parker,,48,34
184,2,3:50.0,K. Leonard misses 2-pt layup from 2 ft,,48,34
185,2,3:48.0,Offensive rebound by K. Leonard,,48,34
186,2,3:47.0,K. Leonard makes 2-pt layup from 2 ft,,50,34
187,2,3:47.0,,Golden State full timeout,50,34
188,2,3:34.0,,Shooting foul by T. Parker (drawn by S. Curry),50,34
189,2,3:34.0,,S. Curry makes 2-pt layup from 1 ft,50,36
190,2,3:34.0,,S. Curry makes free throw 1 of 1,50,37
191,2,3:22.0,Turnover by T. Parker (lost ball; steal by D. Green),,50,37
192,2,3:17.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),50,40
193,2,3:17.0,San Antonio full timeout,,50,40
194,2,3:03.0,L. Aldridge misses 2-pt jump shot from 19 ft,,50,40
195,2,3:03.0,,Defensive rebound by S. Curry,50,40
196,2,2:55.0,,S. Curry misses 3-pt jump shot from 28 ft,50,40
197,2,2:55.0,,Offensive rebound by A. Iguodala,50,40
198,2,2:47.0,,K. Durant makes 2-pt dunk at rim (assist by A. Iguodala),50,42
199,2,2:31.0,K. Leonard misses 2-pt jump shot from 21 ft,,50,42
200,2,2:30.0,,Defensive rebound by K. Durant,50,42
201,2,2:23.0,,K. Thompson misses 3-pt jump shot from 23 ft,50,42
202,2,2:23.0,Defensive rebound by P. Gasol,,50,42
203,2,2:14.0,Personal foul by S. Curry (drawn by K. Leonard),,50,42
204,2,2:14.0,K. Leonard makes free throw 1 of 2,,51,42
205,2,2:14.0,J. Simmons enters the game for P. Gasol,,51,42
206,2,2:14.0,P. Mills enters the game for T. Parker,,51,42
207,2,2:14.0,K. Leonard makes free throw 2 of 2,,52,42
208,2,2:03.0,,K. Durant makes 2-pt dunk at rim (assist by D. Green),52,44
209,2,1:44.0,M. Ginóbili makes 3-pt jump shot from 25 ft,,55,44
210,2,1:28.0,,K. Durant misses 3-pt jump shot from 26 ft,55,44
211,2,1:27.0,Defensive rebound by M. Ginóbili,,55,44
212,2,1:21.0,,Violation by D. Green (kicked ball),55,44
213,2,1:15.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,55,44
214,2,1:14.0,Offensive rebound by L. Aldridge,,55,44
215,2,1:02.0,L. Aldridge makes 2-pt dunk at rim (assist by K. Leonard),,57,44
216,2,0:47.0,,K. Durant misses 2-pt layup from 2 ft,57,44
217,2,0:47.0,Defensive rebound by L. Aldridge,,57,44
218,2,0:42.0,P. Mills makes 2-pt layup from 1 ft,,59,44
219,2,0:42.0,,Golden State full timeout,59,44
220,2,0:33.0,,Turnover by S. Curry (bad pass),59,44
221,2,0:20.0,K. Leonard makes 2-pt jump shot from 10 ft (assist by M. Ginóbili),,61,44
222,2,0:06.0,,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),61,46
223,2,0:01.0,J. Simmons makes 3-pt jump shot from 26 ft (assist by P. Mills),,64,46
224,3,11:46.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),64,48
225,3,11:29.0,K. Leonard misses 3-pt jump shot from 27 ft,,64,48
226,3,11:29.0,,Defensive rebound by K. Thompson,64,48
227,3,11:18.0,,K. Durant misses 2-pt jump shot from 7 ft,64,48
228,3,11:16.0,,Offensive rebound by D. Green,64,48
229,3,11:16.0,,D. Green makes 2-pt layup from 1 ft,64,50
230,3,10:50.0,T. Parker misses 2-pt jump shot from 7 ft,,64,50
231,3,10:50.0,,Defensive rebound by Z. Pachulia,64,50
232,3,10:41.0,,K. Durant makes 2-pt layup from 2 ft (assist by D. Green),64,52
233,3,10:41.0,San Antonio full timeout,,64,52
234,3,10:31.0,K. Leonard misses 2-pt jump shot from 14 ft,,64,52
235,3,10:27.0,Offensive rebound by K. Leonard,,64,52
236,3,10:27.0,K. Leonard makes 2-pt layup from 2 ft,,66,52
237,3,10:12.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Durant),66,54
238,3,9:44.0,T. Parker makes 2-pt layup from 2 ft,,68,54
239,3,9:26.0,,K. Thompson makes 2-pt jump shot from 4 ft,68,56
240,3,9:12.0,Personal foul by K. Durant (drawn by K. Anderson),,68,56
241,3,9:12.0,J. Simmons enters the game for P. Gasol,,68,56
242,3,9:12.0,D. Dedmon enters the game for K. Anderson,,68,56
243,3,9:01.0,Turnover by J. Simmons (lost ball; steal by D. Green),,68,56
244,3,8:56.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),68,58
245,3,8:56.0,,Technical foul by D. Green,68,58
246,3,8:56.0,K. Leonard makes technical free throw,,69,58
247,3,8:48.0,T. Parker makes 2-pt jump shot from 9 ft,,71,58
248,3,8:36.0,,S. Curry misses 3-pt jump shot from 31 ft,71,58
249,3,8:35.0,,Offensive rebound by D. Green,71,58
250,3,8:35.0,,D. Green misses 2-pt layup from 1 ft (block by D. Dedmon),71,58
251,3,8:33.0,,Offensive rebound by D. Green,71,58
252,3,8:31.0,,K. Thompson misses 3-pt jump shot from 26 ft,71,58
253,3,8:31.0,,Offensive rebound by Z. Pachulia,71,58
254,3,8:31.0,,Personal foul by T. Parker (drawn by Z. Pachulia),71,58
255,3,8:19.0,,K. Durant misses 2-pt jump shot from 9 ft (block by D. Dedmon),71,58
256,3,8:17.0,Defensive rebound by D. Dedmon,,71,58
257,3,8:04.0,L. Aldridge makes 2-pt jump shot from 21 ft,,73,58
258,3,7:57.0,,Personal foul by D. Dedmon (drawn by Z. Pachulia),73,58
259,3,7:47.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),73,61
260,3,7:29.0,K. Leonard misses 2-pt jump shot from 8 ft,,73,61
261,3,7:28.0,Offensive rebound by L. Aldridge,,73,61
262,3,7:28.0,L. Aldridge makes 2-pt layup from 2 ft,,75,61
263,3,7:16.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Thompson),75,64
264,3,7:02.0,T. Parker misses 3-pt jump shot from 23 ft,,75,64
265,3,7:02.0,,Defensive rebound by D. Green,75,64
266,3,6:49.0,,K. Durant misses 2-pt jump shot from 7 ft,75,64
267,3,6:48.0,Defensive rebound by J. Simmons,,75,64
268,3,6:41.0,K. Leonard misses 3-pt jump shot from 26 ft,,75,64
269,3,6:41.0,Offensive rebound by L. Aldridge,,75,64
270,3,6:41.0,Personal foul by K. Thompson (drawn by L. Aldridge),,75,64
271,3,6:25.0,L. Aldridge makes 3-pt jump shot from 23 ft (assist by T. Parker),,78,64
272,3,6:11.0,,D. Green misses 3-pt jump shot from 28 ft,78,64
273,3,6:10.0,Defensive rebound by Team,,78,64
274,3,5:54.0,K. Leonard makes 2-pt hook shot from 10 ft (assist by J. Simmons),,80,64
275,3,5:51.0,,Golden State full timeout,80,64
276,3,5:51.0,,A. Iguodala enters the game for K. Durant,80,64
277,3,5:40.0,,Turnover by Z. Pachulia (bad pass; steal by K. Leonard),80,64
278,3,5:28.0,Personal foul by A. Iguodala (drawn by K. Leonard),,80,64
279,3,5:28.0,,D. West enters the game for Z. Pachulia,80,64
280,3,5:16.0,L. Aldridge misses 2-pt jump shot from 13 ft,,80,64
281,3,5:16.0,,Defensive rebound by S. Curry,80,64
282,3,5:08.0,,S. Curry misses 3-pt jump shot from 30 ft,80,64
283,3,5:06.0,,Offensive rebound by D. Green,80,64
284,3,5:06.0,,D. Green misses 2-pt layup from 2 ft,80,64
285,3,4:57.0,,Offensive rebound by D. Green,80,64
286,3,4:55.0,,Turnover by K. Thompson (bad pass; steal by L. Aldridge),80,64
287,3,4:39.0,Turnover by T. Parker (bad pass; steal by A. Iguodala),,80,64
288,3,4:34.0,,S. Curry misses 2-pt layup from 1 ft (block by J. Simmons),80,64
289,3,4:32.0,Defensive rebound by K. Leonard,,80,64
290,3,4:25.0,T. Parker misses 2-pt jump shot from 11 ft (block by D. West),,80,64
291,3,4:23.0,Offensive rebound by L. Aldridge,,80,64
292,3,4:23.0,L. Aldridge misses 2-pt layup from 2 ft (block by D. Green),,80,64
293,3,4:23.0,Offensive rebound by L. Aldridge,,80,64
294,3,4:23.0,Shooting foul by K. Thompson (drawn by L. Aldridge),,80,64
295,3,4:23.0,L. Aldridge makes free throw 1 of 2,,81,64
296,3,4:23.0,D. Lee enters the game for D. Dedmon,,81,64
297,3,4:23.0,P. Mills enters the game for T. Parker,,81,64
298,3,4:23.0,,P. McCaw enters the game for K. Thompson,81,64
299,3,4:23.0,L. Aldridge makes free throw 2 of 2,,82,64
300,3,4:06.0,,S. Curry misses 3-pt jump shot from 23 ft,82,64
301,3,4:05.0,,Offensive rebound by D. West,82,64
302,3,4:04.0,,D. West misses 2-pt hook shot from 3 ft,82,64
303,3,4:02.0,Defensive rebound by Team,,82,64
304,3,4:02.0,M. Ginóbili enters the game for K. Leonard,,82,64
305,3,3:47.0,Personal foul by D. Green (drawn by L. Aldridge),,82,64
306,3,3:47.0,L. Aldridge makes free throw 1 of 2,,83,64
307,3,3:47.0,L. Aldridge makes free throw 2 of 2,,84,64
308,3,3:35.0,,S. Curry makes 2-pt layup from 1 ft (assist by P. McCaw),84,66
309,3,3:17.0,L. Aldridge makes 2-pt hook shot from 9 ft (assist by P. Mills),,86,66
310,3,3:02.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. McCaw),86,69
311,3,3:02.0,Personal foul by D. West (drawn by J. Simmons),,86,69
312,3,3:02.0,J. Simmons misses free throw 1 of 2,,86,69
313,3,3:02.0,Offensive rebound by Team,,86,69
314,3,3:02.0,,K. Durant enters the game for D. Green,86,69
315,3,3:02.0,J. Simmons makes free throw 2 of 2,,87,69
316,3,2:46.0,,P. McCaw misses 3-pt jump shot from 25 ft,87,69
317,3,2:46.0,Defensive rebound by M. Ginóbili,,87,69
318,3,2:23.0,J. Simmons misses 2-pt layup from 2 ft,,87,69
319,3,2:23.0,,Defensive rebound by Team,87,69
320,3,2:23.0,P. Gasol enters the game for L. Aldridge,,87,69
321,3,2:07.0,,K. Durant makes 2-pt jump shot from 22 ft,87,71
322,3,1:52.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,87,71
323,3,1:52.0,,Defensive rebound by K. Durant,87,71
324,3,1:43.0,,P. McCaw misses 3-pt jump shot from 27 ft,87,71
325,3,1:41.0,Defensive rebound by D. Lee,,87,71
326,3,1:33.0,P. Gasol misses 2-pt jump shot from 10 ft,,87,71
327,3,1:32.0,,Defensive rebound by D. West,87,71
328,3,1:29.0,,Turnover by D. West (bad pass; steal by P. Mills),87,71
329,3,1:24.0,D. Lee makes 2-pt layup from 2 ft (assist by P. Mills),,89,71
330,3,1:16.0,,S. Curry makes 2-pt layup from 2 ft,89,73
331,3,1:16.0,,Shooting foul by P. Gasol (drawn by S. Curry),89,73
332,3,1:16.0,,S. Curry misses free throw 1 of 1,89,73
333,3,1:16.0,K. Anderson enters the game for J. Simmons,,89,73
334,3,1:16.0,K. Leonard enters the game for K. Anderson,,89,73
335,3,1:11.0,Defensive rebound by K. Leonard,,89,73
336,3,1:00.0,K. Leonard makes 2-pt jump shot from 19 ft,,91,73
337,3,0:51.0,,S. Curry makes 2-pt jump shot from 22 ft,91,75
338,3,0:37.0,Personal foul by A. Iguodala (drawn by K. Leonard),,91,75
339,3,0:37.0,K. Leonard makes free throw 1 of 2,,92,75
340,3,0:37.0,,I. Clark enters the game for P. McCaw,91,75
341,3,0:37.0,K. Anderson enters the game for P. Gasol,,91,75
342,3,0:37.0,K. Leonard makes free throw 2 of 2,,93,75
343,3,0:33.0,,Turnover by S. Curry (lost ball; steal by K. Leonard),93,75
344,3,0:30.0,K. Leonard makes 2-pt dunk at rim,,95,75
345,3,0:29.0,,Turnover by D. West (bad pass; steal by P. Mills),95,75
346,3,0:11.0,K. Leonard makes 2-pt jump shot from 17 ft,,97,75
347,3,0:06.0,,I. Clark makes 2-pt jump shot from 8 ft (assist by S. Curry),97,77
348,3,0:01.0,P. Mills misses 2-pt jump shot from 6 ft,,97,77
349,3,0:00.0,Offensive rebound by Team,,97,77
350,4,11:48.0,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,100,77
351,4,11:43.0,,Personal foul by P. Mills,100,77
352,4,11:27.0,,K. Durant makes 2-pt jump shot from 10 ft,100,79
353,4,11:21.0,K. Leonard makes 2-pt jump shot from 9 ft,,102,79
354,4,11:16.0,,Personal foul by M. Ginóbili (drawn by A. Varejão),102,79
355,4,11:04.0,,I. Clark makes 2-pt jump shot from 11 ft,102,81
356,4,11:04.0,,Violation by Team (jump ball),102,81
357,4,10:43.0,M. Ginóbili misses 2-pt layup from 2 ft,,102,81
358,4,10:42.0,Offensive rebound by D. Lee,,102,81
359,4,10:39.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by D. Lee),,104,81
360,4,10:26.0,,Shooting foul by D. Lee (drawn by A. Varejão),104,81
361,4,10:26.0,,A. Varejão misses free throw 1 of 2,104,81
362,4,10:26.0,,Offensive rebound by Team,104,81
363,4,10:26.0,L. Aldridge enters the game for D. Lee,,104,81
364,4,10:26.0,,A. Varejão makes free throw 2 of 2,104,82
365,4,10:08.0,P. Mills makes 3-pt jump shot from 24 ft (assist by K. Leonard),,107,82
366,4,9:56.0,,K. Thompson misses 3-pt jump shot from 25 ft,107,82
367,4,9:56.0,Defensive rebound by Team,,107,82
368,4,9:56.0,,Loose ball foul by A. Varejão (drawn by K. Leonard),107,82
369,4,9:56.0,J. Simmons enters the game for M. Ginóbili,,107,82
370,4,9:41.0,P. Mills misses 3-pt jump shot from 25 ft,,107,82
371,4,9:41.0,Offensive rebound by L. Aldridge,,107,82
372,4,9:41.0,Shooting foul by A. Varejão (drawn by L. Aldridge),,107,82
373,4,9:41.0,L. Aldridge makes free throw 1 of 2,,108,82
374,4,9:41.0,L. Aldridge misses free throw 2 of 2,,108,82
375,4,9:39.0,Offensive rebound by K. Anderson,,108,82
376,4,9:31.0,Shooting foul by A. Varejão (drawn by K. Leonard),,108,82
377,4,9:31.0,K. Leonard makes free throw 1 of 2,,109,82
378,4,9:31.0,K. Leonard makes free throw 2 of 2,,110,82
379,4,9:15.0,,I. Clark misses 3-pt jump shot from 26 ft,110,82
380,4,9:15.0,Defensive rebound by L. Aldridge,,110,82
381,4,8:52.0,J. Simmons misses 3-pt jump shot from 27 ft (block by I. Clark),,110,82
382,4,8:50.0,Offensive rebound by Team,,110,82
383,4,8:50.0,Turnover by Team (shot clock),,110,82
384,4,8:50.0,Official timeout,,110,82
385,4,8:50.0,,D. Green enters the game for I. Clark,110,82
