,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHARLOTTE_ACTION,TORONTO_SCORE,CHARLOTTE_SCORE
97,1,1:13.0,,M. Belinelli misses 3-pt jump shot from 27 ft,26,22
98,1,1:12.0,Defensive rebound by P. Patterson,,26,22
99,1,0:58.0,D. DeRozan makes 2-pt jump shot from 11 ft,,28,22
100,1,0:45.0,,R. Hibbert makes 2-pt dunk at rim (assist by R. Sessions),28,24
101,1,0:32.0,D. DeRozan misses 2-pt jump shot from 11 ft,,28,24
102,1,0:30.0,,Defensive rebound by F. Kaminsky,28,24
103,1,0:16.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by N. Batum),28,27
104,1,0:01.0,L. Nogueira misses 2-pt jump shot from 11 ft,,28,27
105,1,0:00.0,,Defensive rebound by N. Batum,28,27
106,2,11:45.0,,M. Belinelli misses 3-pt jump shot from 25 ft,28,27
107,2,11:44.0,Defensive rebound by L. Nogueira,,28,27
108,2,11:39.0,P. Patterson misses 3-pt jump shot from 25 ft,,28,27
109,2,11:38.0,,Defensive rebound by S. Hawes,28,27
110,2,11:26.0,,M. Williams misses 2-pt layup from 2 ft (block by K. Lowry),28,27
111,2,11:24.0,Defensive rebound by L. Nogueira,,28,27
112,2,11:15.0,P. Patterson misses 3-pt jump shot from 25 ft,,28,27
113,2,11:14.0,Offensive rebound by K. Lowry,,28,27
114,2,11:09.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,31,27
115,2,10:48.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,31,27
116,2,10:47.0,Defensive rebound by L. Nogueira,,31,27
117,2,10:38.0,C. Joseph misses 2-pt jump shot from 16 ft,,31,27
118,2,10:36.0,Offensive rebound by L. Nogueira,,31,27
119,2,10:25.0,L. Nogueira makes 2-pt layup from 1 ft (assist by T. Ross),,33,27
120,2,10:09.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by L. Nogueira),33,27
121,2,10:08.0,Defensive rebound by C. Joseph,,33,27
122,2,9:52.0,K. Lowry makes 3-pt jump shot from 25 ft,,36,27
123,2,9:43.0,,Charlotte full timeout,36,27
124,2,9:31.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,36,27
125,2,9:30.0,Defensive rebound by C. Joseph,,36,27
126,2,9:15.0,P. Patterson misses 3-pt jump shot from 25 ft,,36,27
127,2,9:14.0,,Defensive rebound by M. Williams,36,27
128,2,9:05.0,,M. Williams makes 3-pt jump shot from 27 ft (assist by F. Kaminsky),36,30
129,2,8:48.0,Offensive foul by L. Nogueira (drawn by R. Sessions),,36,30
130,2,8:48.0,Turnover by L. Nogueira (offensive foul),,36,30
131,2,8:36.0,,R. Sessions misses 2-pt jump shot from 13 ft,36,30
132,2,8:35.0,Defensive rebound by P. Patterson,,36,30
133,2,8:30.0,Shooting foul by F. Kaminsky (drawn by L. Nogueira),,36,30
134,2,8:30.0,L. Nogueira makes free throw 1 of 2,,37,30
135,2,8:30.0,,T. Graham enters the game for F. Kaminsky,37,30
136,2,8:30.0,L. Nogueira makes free throw 2 of 2,,38,30
137,2,8:11.0,,M. Belinelli misses 2-pt layup from 1 ft,38,30
138,2,8:10.0,Defensive rebound by L. Nogueira,,38,30
139,2,8:04.0,K. Lowry makes 3-pt jump shot from 25 ft,,41,30
140,2,7:46.0,,S. Hawes misses 3-pt jump shot from 26 ft,41,30
141,2,7:45.0,Defensive rebound by K. Lowry,,41,30
142,2,7:36.0,C. Joseph makes 3-pt jump shot from 26 ft (assist by P. Patterson),,44,30
143,2,7:29.0,,Charlotte full timeout,44,30
144,2,7:17.0,,S. Hawes misses 2-pt layup from 2 ft (block by C. Joseph),44,30
145,2,7:15.0,Defensive rebound by C. Joseph,,44,30
146,2,7:14.0,Shooting foul by T. Graham (drawn by T. Ross),,44,30
147,2,7:14.0,T. Ross makes free throw 1 of 2,,45,30
148,2,7:14.0,T. Ross makes free throw 2 of 2,,46,30
149,2,7:01.0,,S. Hawes misses 2-pt layup at rim,46,30
150,2,7:00.0,,Offensive rebound by S. Hawes,46,30
151,2,7:00.0,,S. Hawes makes 2-pt layup from 1 ft,46,32
152,2,6:43.0,T. Ross makes 2-pt layup from 1 ft,,48,32
153,2,6:34.0,,R. Sessions misses 3-pt jump shot from 25 ft,48,32
154,2,6:31.0,,Offensive rebound by S. Hawes,48,32
155,2,6:31.0,,S. Hawes misses 2-pt layup from 1 ft,48,32
156,2,6:29.0,,Offensive rebound by S. Hawes,48,32
157,2,6:25.0,,M. Williams misses 3-pt jump shot from 24 ft,48,32
158,2,6:24.0,Defensive rebound by K. Lowry,,48,32
159,2,6:18.0,K. Lowry misses 3-pt jump shot from 29 ft,,48,32
160,2,6:17.0,,Defensive rebound by T. Graham,48,32
161,2,6:05.0,,S. Hawes misses 3-pt jump shot from 25 ft,48,32
162,2,6:04.0,Defensive rebound by P. Patterson,,48,32
163,2,5:54.0,P. Patterson misses 2-pt jump shot from 12 ft,,48,32
164,2,5:52.0,,Defensive rebound by M. Williams,48,32
165,2,5:45.0,,R. Sessions misses 2-pt layup from 1 ft,48,32
166,2,5:44.0,,Offensive rebound by S. Hawes,48,32
167,2,5:36.0,,S. Hawes misses 2-pt jump shot from 17 ft,48,32
168,2,5:35.0,Defensive rebound by K. Lowry,,48,32
169,2,5:31.0,Toronto full timeout,,48,32
170,2,5:31.0,D. DeRozan enters the game for C. Joseph,,48,32
171,2,5:31.0,J. Valančiūnas enters the game for L. Nogueira,,48,32
172,2,5:31.0,,C. Zeller enters the game for M. Belinelli,48,32
173,2,5:31.0,,K. Walker enters the game for R. Sessions,48,32
174,2,5:31.0,,N. Batum enters the game for S. Hawes,48,32
175,2,5:21.0,T. Ross misses 3-pt jump shot from 25 ft,,48,32
176,2,5:20.0,,Defensive rebound by M. Williams,48,32
177,2,5:05.0,,C. Zeller misses 2-pt layup from 2 ft,48,32
178,2,5:05.0,,Offensive rebound by M. Williams,48,32
179,2,5:05.0,,Shooting foul by J. Valančiūnas (drawn by M. Williams),48,32
180,2,5:05.0,,M. Williams misses free throw 1 of 2,48,32
181,2,5:05.0,,Offensive rebound by Team,48,32
182,2,5:05.0,,M. Williams makes free throw 2 of 2,48,33
183,2,4:52.0,J. Valančiūnas misses 2-pt jump shot from 16 ft,,48,33
184,2,4:51.0,,Defensive rebound by T. Graham,48,33
185,2,4:43.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by T. Graham),48,36
186,2,4:27.0,J. Valančiūnas misses 2-pt dunk at rim (block by N. Batum),,48,36
187,2,4:25.0,,Defensive rebound by C. Zeller,48,36
188,2,4:22.0,Violation by T. Ross (kicked ball),,48,36
189,2,4:22.0,D. Carroll enters the game for P. Patterson,,48,36
190,2,4:14.0,,N. Batum misses 3-pt jump shot from 25 ft,48,36
191,2,4:12.0,Defensive rebound by K. Lowry,,48,36
192,2,3:56.0,D. DeRozan misses 2-pt jump shot from 15 ft,,48,36
193,2,3:54.0,,Defensive rebound by M. Williams,48,36
194,2,3:45.0,,K. Walker makes 2-pt layup from 1 ft,48,38
195,2,3:26.0,K. Lowry misses 2-pt jump shot from 18 ft,,48,38
196,2,3:24.0,Offensive rebound by J. Valančiūnas,,48,38
197,2,3:24.0,J. Valančiūnas makes 2-pt layup at rim,,50,38
198,2,3:15.0,,K. Walker makes 3-pt jump shot from 25 ft,50,41
199,2,2:55.0,T. Ross makes 2-pt jump shot from 18 ft,,52,41
200,2,2:37.0,,K. Walker makes 3-pt jump shot from 25 ft,52,44
201,2,2:17.0,K. Lowry makes 2-pt jump shot from 11 ft,,54,44
202,2,2:09.0,,Personal foul by K. Lowry (drawn by K. Walker),54,44
203,2,2:09.0,,M. Belinelli enters the game for T. Graham,54,44
204,2,2:09.0,C. Joseph enters the game for K. Lowry,,54,44
205,2,2:01.0,,K. Walker misses 2-pt jump shot from 19 ft,54,44
206,2,2:00.0,,Offensive rebound by Team,54,44
207,2,2:00.0,,Personal foul by D. Carroll (drawn by C. Zeller),54,44
208,2,1:51.0,,Turnover by K. Walker (bad pass; steal by J. Valančiūnas),54,44
209,2,1:47.0,T. Ross makes 2-pt layup from 1 ft (assist by C. Joseph),,56,44
210,2,1:40.0,,Personal foul by J. Valančiūnas (drawn by C. Zeller),56,44
211,2,1:40.0,,C. Zeller misses free throw 1 of 2,56,44
212,2,1:40.0,,Offensive rebound by Team,56,44
213,2,1:40.0,,C. Zeller misses free throw 2 of 2,56,44
214,2,1:39.0,Defensive rebound by D. Carroll,,56,44
215,2,1:23.0,D. Carroll makes 2-pt jump shot from 21 ft (assist by D. DeRozan),,58,44
216,2,1:09.0,,M. Williams misses 2-pt jump shot from 6 ft,58,44
217,2,1:08.0,,Offensive rebound by C. Zeller,58,44
218,2,1:05.0,,K. Walker misses 3-pt jump shot from 25 ft,58,44
219,2,1:04.0,Defensive rebound by D. Carroll,,58,44
220,2,0:46.0,Turnover by C. Joseph (bad pass; steal by M. Belinelli),,58,44
221,2,0:32.0,,Turnover by N. Batum (bad pass; steal by D. DeRozan),58,44
222,2,0:23.0,C. Joseph misses 3-pt jump shot from 22 ft,,58,44
223,2,0:22.0,,Defensive rebound by M. Belinelli,58,44
224,2,0:01.0,,K. Walker misses 2-pt layup from 1 ft,58,44
225,2,0:00.0,Defensive rebound by J. Valančiūnas,,58,44
226,3,11:45.0,,M. Williams misses 2-pt jump shot from 14 ft,58,44
227,3,11:42.0,,Offensive rebound by M. Williams,58,44
228,3,11:40.0,,M. Williams misses 2-pt layup from 1 ft,58,44
229,3,11:38.0,,Offensive rebound by N. Batum,58,44
230,3,11:36.0,,N. Batum makes 2-pt layup from 2 ft,58,46
231,3,11:20.0,P. Siakam misses 2-pt jump shot from 3 ft (block by M. Williams),,58,46
232,3,11:16.0,,Defensive rebound by M. Williams,58,46
233,3,11:07.0,,Turnover by N. Batum (bad pass; steal by J. Valančiūnas),58,46
234,3,10:56.0,K. Lowry misses 2-pt jump shot from 18 ft,,58,46
235,3,10:55.0,Offensive rebound by P. Siakam,,58,46
236,3,10:45.0,D. Carroll makes 2-pt layup from 2 ft,,60,46
237,3,10:29.0,,C. Zeller makes 2-pt jump shot from 12 ft,60,48
238,3,10:05.0,D. DeRozan misses 3-pt jump shot from 25 ft,,60,48
239,3,10:04.0,,Defensive rebound by N. Batum,60,48
240,3,9:58.0,,Shooting foul by K. Lowry (drawn by K. Walker),60,48
241,3,9:58.0,,K. Walker makes free throw 1 of 2,60,49
242,3,9:58.0,,K. Walker makes free throw 2 of 2,60,50
243,3,9:32.0,K. Lowry misses 3-pt jump shot from 24 ft,,60,50
244,3,9:31.0,,Defensive rebound by M. Williams,60,50
245,3,9:22.0,,C. Zeller misses 2-pt jump shot from 5 ft (block by J. Valančiūnas),60,50
246,3,9:20.0,Defensive rebound by J. Valančiūnas,,60,50
247,3,9:17.0,Shooting foul by T. Graham (drawn by K. Lowry),,60,50
248,3,9:17.0,K. Lowry makes 2-pt jump shot from 13 ft,,62,50
249,3,9:17.0,K. Lowry makes free throw 1 of 1,,63,50
250,3,9:05.0,,Turnover by N. Batum (bad pass),63,50
251,3,8:42.0,D. DeRozan misses 2-pt jump shot from 17 ft,,63,50
252,3,8:40.0,,Defensive rebound by M. Williams,63,50
253,3,8:32.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),63,53
254,3,8:05.0,D. Carroll misses 2-pt jump shot from 4 ft,,63,53
255,3,8:00.0,Offensive rebound by J. Valančiūnas,,63,53
256,3,8:00.0,J. Valančiūnas makes 2-pt layup from 1 ft,,65,53
257,3,7:47.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),65,56
258,3,7:27.0,D. Carroll misses 3-pt jump shot from 25 ft,,65,56
259,3,7:26.0,,Defensive rebound by T. Graham,65,56
260,3,7:19.0,,Shooting foul by P. Siakam (drawn by K. Walker),65,56
261,3,7:19.0,,K. Walker makes free throw 1 of 2,65,57
262,3,7:19.0,P. Patterson enters the game for P. Siakam,,65,57
263,3,7:19.0,,K. Walker makes free throw 2 of 2,65,58
264,3,7:04.0,K. Lowry misses 2-pt layup from 2 ft,,65,58
265,3,7:04.0,,Defensive rebound by K. Walker,65,58
266,3,7:00.0,,Shooting foul by K. Lowry (drawn by K. Walker),65,58
267,3,7:00.0,,K. Walker makes free throw 1 of 2,65,59
268,3,7:00.0,,K. Walker misses free throw 2 of 2,65,59
269,3,7:00.0,Defensive rebound by J. Valančiūnas,,65,59
270,3,7:00.0,Toronto full timeout,,65,59
271,3,7:00.0,C. Joseph enters the game for K. Lowry,,65,59
272,3,6:44.0,Turnover by D. DeRozan (bad pass),,65,59
273,3,6:36.0,,Shooting foul by D. Carroll (drawn by N. Batum),65,59
274,3,6:36.0,,N. Batum makes free throw 1 of 2,65,60
275,3,6:36.0,,N. Batum misses free throw 2 of 2,65,60
276,3,6:34.0,Defensive rebound by J. Valančiūnas,,65,60
277,3,6:23.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by P. Patterson),,67,60
278,3,6:07.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),67,62
279,3,5:54.0,P. Patterson misses 3-pt jump shot from 25 ft,,67,62
280,3,5:52.0,,Defensive rebound by K. Walker,67,62
281,3,5:38.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),67,65
282,3,5:37.0,Toronto full timeout,,67,65
283,3,5:37.0,T. Ross enters the game for D. Carroll,,67,65
284,3,5:37.0,L. Nogueira enters the game for J. Valančiūnas,,67,65
285,3,5:26.0,D. DeRozan misses 2-pt layup from 1 ft,,67,65
286,3,5:25.0,,Defensive rebound by C. Zeller,67,65
287,3,5:19.0,,M. Williams misses 3-pt jump shot from 25 ft,67,65
288,3,5:14.0,Defensive rebound by D. DeRozan,,67,65
289,3,5:07.0,L. Nogueira makes 2-pt dunk at rim (assist by D. DeRozan),,69,65
290,3,4:51.0,,Turnover by M. Williams (bad pass; steal by T. Ross),69,65
291,3,4:45.0,C. Joseph makes 2-pt layup at rim (assist by P. Patterson),,71,65
292,3,4:27.0,,N. Batum makes 2-pt jump shot from 22 ft (assist by K. Walker),71,67
293,3,4:08.0,D. DeRozan makes 2-pt layup from 2 ft,,73,67
294,3,3:55.0,,C. Zeller makes 2-pt layup at rim (assist by N. Batum),73,69
295,3,3:40.0,Shooting foul by T. Graham (drawn by D. DeRozan),,73,69
296,3,3:40.0,D. DeRozan makes 2-pt jump shot from 14 ft,,75,69
297,3,3:40.0,D. DeRozan misses free throw 1 of 1,,75,69
298,3,3:38.0,,Defensive rebound by K. Walker,75,69
299,3,3:15.0,,K. Walker misses 3-pt jump shot from 23 ft,75,69
300,3,3:15.0,,Offensive rebound by Team,75,69
301,3,3:15.0,,Turnover by Team (shot clock),75,69
302,3,3:07.0,,R. Hibbert enters the game for C. Zeller,75,69
303,3,3:00.0,Shooting foul by N. Batum (drawn by D. DeRozan),,75,69
304,3,3:00.0,D. DeRozan makes free throw 1 of 2,,76,69
305,3,3:00.0,D. DeRozan makes free throw 2 of 2,,77,69
306,3,2:54.0,,Personal foul by L. Nogueira (drawn by R. Hibbert),77,69
307,3,2:54.0,,R. Hibbert makes free throw 1 of 2,77,70
308,3,2:54.0,,M. Belinelli enters the game for T. Graham,77,70
309,3,2:54.0,,F. Kaminsky enters the game for M. Williams,77,70
310,3,2:54.0,,R. Hibbert makes free throw 2 of 2,77,71
311,3,2:39.0,D. DeRozan makes 2-pt jump shot from 12 ft,,79,71
312,3,2:27.0,,K. Walker makes 3-pt jump shot from 26 ft,79,74
313,3,2:05.0,D. DeRozan misses 2-pt jump shot from 18 ft,,79,74
314,3,2:02.0,,Defensive rebound by N. Batum,79,74
315,3,1:54.0,,K. Walker makes 3-pt jump shot from 26 ft,79,77
316,3,1:38.0,P. Patterson misses 3-pt jump shot from 25 ft,,79,77
317,3,1:37.0,,Defensive rebound by K. Walker,79,77
318,3,1:31.0,,K. Walker misses 3-pt jump shot from 24 ft,79,77
319,3,1:29.0,Defensive rebound by D. DeRozan,,79,77
320,3,1:17.0,D. DeRozan misses 2-pt jump shot from 4 ft (block by M. Belinelli),,79,77
321,3,1:16.0,,Defensive rebound by M. Belinelli,79,77
322,3,1:07.0,,N. Batum makes 2-pt layup at rim (assist by R. Hibbert),79,79
323,3,0:54.0,Personal foul by M. Belinelli (drawn by D. DeRozan),,79,79
324,3,0:54.0,,Personal foul by D. DeRozan,79,79
325,3,0:52.0,,R. Sessions enters the game for N. Batum,79,79
326,3,0:42.0,D. DeRozan misses 2-pt jump shot from 15 ft,,79,79
327,3,0:41.0,,Defensive rebound by K. Walker,79,79
328,3,0:29.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),79,82
329,3,0:07.0,L. Nogueira misses 2-pt jump shot from 16 ft,,79,82
330,3,0:06.0,,Defensive rebound by R. Sessions,79,82
331,4,11:47.0,P. Patterson misses 2-pt jump shot from 18 ft,,79,82
332,4,11:46.0,,Defensive rebound by M. Belinelli,79,82
333,4,11:32.0,,Personal foul by P. Patterson (drawn by R. Hibbert),79,82
334,4,11:22.0,,K. Walker makes 2-pt layup from 1 ft (assist by F. Kaminsky),79,84
335,4,11:06.0,C. Joseph misses 2-pt jump shot from 17 ft,,79,84
336,4,11:03.0,Offensive rebound by P. Patterson,,79,84
337,4,10:59.0,K. Lowry misses 3-pt jump shot from 25 ft,,79,84
338,4,10:58.0,,Defensive rebound by K. Walker,79,84
339,4,10:45.0,,F. Kaminsky misses 2-pt jump shot from 10 ft,79,84
340,4,10:44.0,,Offensive rebound by R. Hibbert,79,84
341,4,10:44.0,,R. Hibbert makes 2-pt layup at rim,79,86
342,4,10:26.0,Turnover by C. Joseph (bad pass),,79,86
343,4,10:26.0,,N. Batum enters the game for K. Walker,79,86
344,4,10:10.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by R. Sessions),79,89
345,4,9:53.0,C. Joseph makes 2-pt layup from 2 ft,,81,89
346,4,9:44.0,,Personal foul by P. Patterson (drawn by R. Hibbert),81,89
347,4,9:43.0,N. Powell enters the game for T. Ross,,81,89
348,4,9:31.0,,M. Belinelli misses 2-pt layup from 1 ft,81,89
349,4,9:30.0,,Offensive rebound by F. Kaminsky,81,89
350,4,9:30.0,,F. Kaminsky makes 2-pt dunk at rim,81,91
351,4,9:11.0,L. Nogueira makes 2-pt dunk at rim (assist by N. Powell),,83,91
352,4,8:57.0,,Turnover by R. Sessions (bad pass; steal by L. Nogueira),83,91
353,4,8:39.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by L. Nogueira),,86,91
354,4,8:25.0,,M. Belinelli makes 2-pt layup at rim,86,93
355,4,8:25.0,,Shooting foul by C. Joseph (drawn by M. Belinelli),86,93
356,4,8:25.0,Official timeout,,86,93
357,4,8:25.0,,M. Belinelli makes free throw 1 of 1,86,94
358,4,8:16.0,K. Lowry misses 3-pt jump shot from 25 ft,,86,94
359,4,8:15.0,,Defensive rebound by N. Batum,86,94
360,4,7:59.0,,M. Belinelli misses 2-pt jump shot from 18 ft,86,94
361,4,7:58.0,Defensive rebound by N. Powell,,86,94
362,4,7:53.0,N. Powell misses 2-pt layup from 1 ft,,86,94
363,4,7:53.0,Offensive rebound by Team,,86,94
364,4,7:50.0,Offensive foul by L. Nogueira (drawn by R. Sessions),,86,94
365,4,7:50.0,Turnover by L. Nogueira (offensive foul),,86,94
366,4,7:36.0,,M. Williams enters the game for R. Hibbert,86,94
367,4,7:36.0,,Offensive foul by N. Batum (drawn by N. Powell),86,94
368,4,7:36.0,,Turnover by N. Batum (offensive foul),86,94
369,4,7:24.0,K. Lowry makes 2-pt layup from 2 ft,,88,94
370,4,7:00.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),88,97
371,4,6:45.0,K. Lowry makes 2-pt layup from 1 ft,,90,97
372,4,6:26.0,,M. Williams misses 3-pt jump shot from 25 ft,90,97
373,4,6:24.0,Defensive rebound by C. Joseph,,90,97
374,4,6:09.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by K. Lowry),,93,97
375,4,6:03.0,,Charlotte full timeout,93,97
376,4,6:03.0,D. DeRozan enters the game for C. Joseph,,93,97
377,4,6:03.0,,K. Walker enters the game for F. Kaminsky,93,97
378,4,6:03.0,,C. Zeller enters the game for R. Sessions,93,97
379,4,5:59.0,,Turnover by M. Belinelli (bad pass; steal by K. Lowry),93,97
380,4,5:55.0,Shooting foul by M. Williams (drawn by K. Lowry),,93,97
381,4,5:55.0,K. Lowry makes free throw 1 of 2,,94,97
382,4,5:55.0,K. Lowry makes free throw 2 of 2,,95,97
383,4,5:32.0,,M. Belinelli misses 3-pt jump shot from 29 ft,95,97
