,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,UTAH_ACTION,CHARLOTTE_SCORE,UTAH_SCORE
105,2,10:59.0,,D. Exum makes 2-pt dunk at rim,28,25
106,2,10:33.0,J. Lamb misses 3-pt jump shot from 24 ft,,28,25
107,2,10:33.0,,Defensive rebound by J. Ingles,28,25
108,2,10:23.0,,J. Johnson makes 3-pt jump shot from 27 ft (assist by J. Ingles),28,28
109,2,10:05.0,B. Roberts misses 3-pt jump shot from 24 ft,,28,28
110,2,10:04.0,Offensive rebound by M. Plumlee,,28,28
111,2,9:49.0,B. Roberts misses 2-pt jump shot from 14 ft,,28,28
112,2,9:49.0,,Defensive rebound by J. Johnson,28,28
113,2,9:40.0,,J. Ingles misses 3-pt jump shot from 23 ft,28,28
114,2,9:40.0,,Offensive rebound by R. Gobert,28,28
115,2,9:39.0,,Shooting foul by M. Plumlee (drawn by R. Gobert),28,28
116,2,9:39.0,,R. Gobert misses free throw 1 of 2,28,28
117,2,9:39.0,,Offensive rebound by Team,28,28
118,2,9:39.0,N. Batum enters the game for J. Lamb,,28,28
119,2,9:39.0,F. Kaminsky enters the game for M. Plumlee,,28,28
120,2,9:39.0,M. Williams enters the game for M. Kidd-Gilchrist,,28,28
121,2,9:39.0,,G. Hill enters the game for A. Burks,28,28
122,2,9:39.0,,R. Gobert makes free throw 2 of 2,28,29
123,2,9:27.0,M. Belinelli misses 3-pt jump shot from 25 ft,,28,29
124,2,9:27.0,,Defensive rebound by J. Ingles,28,29
125,2,9:08.0,,D. Exum makes 2-pt layup from 2 ft,28,31
126,2,8:43.0,F. Kaminsky makes 2-pt jump shot from 16 ft (assist by B. Roberts),,30,31
127,2,8:30.0,,D. Exum misses 2-pt dunk at rim (block by M. Williams),30,31
128,2,8:30.0,Defensive rebound by M. Williams,,30,31
129,2,8:24.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by N. Batum),,33,31
130,2,8:24.0,,Utah full timeout,33,31
131,2,8:24.0,,D. Favors enters the game for R. Gobert,33,31
132,2,8:24.0,,G. Hayward enters the game for D. Exum,33,31
133,2,8:03.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Johnson),33,33
134,2,7:43.0,M. Williams makes 2-pt layup from 3 ft (assist by N. Batum),,35,33
135,2,7:24.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by G. Hayward),35,36
136,2,7:07.0,Personal foul by G. Hill (drawn by M. Belinelli),,35,36
137,2,7:07.0,K. Walker enters the game for B. Roberts,,35,36
138,2,7:00.0,M. Belinelli misses 3-pt jump shot from 23 ft,,35,36
139,2,6:59.0,,Defensive rebound by D. Favors,35,36
140,2,6:47.0,,G. Hill misses 3-pt jump shot from 24 ft,35,36
141,2,6:46.0,Defensive rebound by F. Kaminsky,,35,36
142,2,6:35.0,N. Batum makes 2-pt layup from 2 ft,,37,36
143,2,6:19.0,,G. Hayward misses 2-pt jump shot from 16 ft,37,36
144,2,6:19.0,Defensive rebound by M. Williams,,37,36
145,2,6:05.0,Shooting foul by G. Hayward (drawn by M. Williams),,37,36
146,2,6:05.0,M. Williams misses free throw 1 of 2,,37,36
147,2,6:05.0,Offensive rebound by Team,,37,36
148,2,6:05.0,,T. Lyles enters the game for J. Johnson,37,36
149,2,6:05.0,,A. Burks enters the game for J. Ingles,37,36
150,2,6:05.0,M. Williams makes free throw 2 of 2,,38,36
151,2,5:54.0,,G. Hill makes 3-pt jump shot from 24 ft,38,39
152,2,5:39.0,Shooting foul by T. Lyles (drawn by M. Belinelli),,38,39
153,2,5:39.0,Charlotte full timeout,,38,39
154,2,5:39.0,M. Belinelli makes free throw 1 of 2,,39,39
155,2,5:39.0,M. Belinelli makes free throw 2 of 2,,40,39
156,2,5:25.0,,G. Hill makes 2-pt jump shot from 9 ft,40,41
157,2,5:12.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,40,41
158,2,5:10.0,,Defensive rebound by D. Favors,40,41
159,2,4:59.0,,Personal foul by F. Kaminsky (drawn by G. Hill),40,41
160,2,4:59.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,40,41
161,2,4:59.0,M. Plumlee enters the game for F. Kaminsky,,40,41
162,2,4:49.0,,T. Lyles misses 3-pt jump shot from 23 ft,40,41
163,2,4:49.0,Defensive rebound by M. Kidd-Gilchrist,,40,41
164,2,4:39.0,K. Walker misses 2-pt jump shot from 19 ft,,40,41
165,2,4:38.0,,Defensive rebound by D. Favors,40,41
166,2,4:31.0,,Shooting foul by M. Williams (drawn by G. Hill),40,41
167,2,4:31.0,,G. Hill makes free throw 1 of 2,40,42
168,2,4:31.0,,R. Gobert enters the game for D. Favors,40,42
169,2,4:31.0,,J. Johnson enters the game for T. Lyles,40,42
170,2,4:31.0,,G. Hill makes free throw 2 of 2,40,43
171,2,4:22.0,K. Walker makes 2-pt layup from 3 ft,,42,43
172,2,4:01.0,,A. Burks misses 2-pt jump shot from 15 ft,42,43
173,2,4:01.0,Defensive rebound by M. Williams,,42,43
174,2,3:49.0,Turnover by N. Batum (lost ball; steal by A. Burks),,42,43
175,2,3:31.0,,J. Johnson misses 2-pt jump shot from 10 ft,42,43
176,2,3:31.0,,Offensive rebound by Team,42,43
177,2,3:31.0,Loose ball foul by M. Kidd-Gilchrist (drawn by R. Gobert),,42,43
178,2,3:31.0,,D. Exum enters the game for G. Hill,42,43
179,2,3:31.0,,J. Ingles enters the game for A. Burks,42,43
180,2,3:31.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,42,43
181,2,3:14.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Exum),42,46
182,2,2:59.0,Turnover by K. Walker (lost ball),,42,46
183,2,2:59.0,Charlotte full timeout,,42,46
184,2,2:59.0,T. Graham enters the game for M. Williams,,42,46
185,2,2:45.0,,G. Hayward misses 2-pt jump shot from 15 ft,42,46
186,2,2:45.0,Defensive rebound by M. Plumlee,,42,46
187,2,2:35.0,Turnover by N. Batum (bad pass),,42,46
188,2,2:09.0,,Turnover by Team (shot clock),42,46
189,2,1:53.0,Turnover by N. Batum (bad pass; steal by G. Hayward),,42,46
190,2,1:43.0,,D. Exum misses 3-pt jump shot from 23 ft,42,46
191,2,1:42.0,,Offensive rebound by J. Johnson,42,46
192,2,1:37.0,,G. Hayward makes 2-pt layup from 2 ft (assist by D. Exum),42,48
193,2,1:29.0,Charlotte full timeout,,42,48
194,2,1:29.0,,G. Hill enters the game for D. Exum,42,48
195,2,1:15.0,K. Walker misses 3-pt jump shot from 27 ft,,42,48
196,2,1:14.0,,Defensive rebound by G. Hayward,42,48
197,2,1:00.0,,G. Hayward makes 2-pt jump shot from 13 ft,42,50
198,2,0:43.0,K. Walker misses 2-pt jump shot from 15 ft,,42,50
199,2,0:42.0,,Defensive rebound by R. Gobert,42,50
200,2,0:33.0,,G. Hill misses 3-pt jump shot from 26 ft,42,50
201,2,0:33.0,Defensive rebound by N. Batum,,42,50
202,2,0:13.0,M. Belinelli makes 2-pt jump shot from 15 ft,,44,50
203,2,0:01.0,,J. Johnson misses 2-pt jump shot from 3 ft,44,50
204,2,0:01.0,,Offensive rebound by J. Johnson,44,50
205,2,0:01.0,,J. Johnson makes 2-pt jump shot from 3 ft,44,52
206,3,11:49.0,F. Kaminsky misses 2-pt jump shot from 13 ft,,44,52
207,3,11:47.0,,Defensive rebound by R. Gobert,44,52
208,3,11:37.0,,G. Hayward makes 2-pt layup from 2 ft,44,54
209,3,11:17.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by K. Walker),,46,54
210,3,11:05.0,,Personal foul by N. Batum (drawn by J. Ingles),46,54
211,3,10:53.0,,J. Ingles misses 3-pt jump shot from 23 ft,46,54
212,3,10:53.0,,Offensive rebound by R. Gobert,46,54
213,3,10:49.0,,R. Gobert misses 2-pt layup from 2 ft,46,54
214,3,10:46.0,,Offensive rebound by R. Gobert,46,54
215,3,10:46.0,,R. Gobert makes 2-pt layup from 1 ft,46,56
216,3,10:33.0,K. Walker misses 3-pt jump shot from 25 ft,,46,56
217,3,10:33.0,,Defensive rebound by J. Ingles,46,56
218,3,10:24.0,,J. Ingles misses 3-pt jump shot from 25 ft,46,56
219,3,10:23.0,Defensive rebound by M. Williams,,46,56
220,3,10:11.0,N. Batum makes 3-pt jump shot from 23 ft (assist by K. Walker),,49,56
221,3,9:53.0,,G. Hayward makes 2-pt jump shot from 19 ft (assist by B. Diaw),49,58
222,3,9:37.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,52,58
223,3,9:22.0,,G. Hill makes 2-pt jump shot from 21 ft,52,60
224,3,9:08.0,K. Walker misses 2-pt jump shot from 20 ft (block by G. Hill),,52,60
225,3,9:08.0,Offensive rebound by Team,,52,60
226,3,9:08.0,Personal foul by G. Hill (drawn by M. Kidd-Gilchrist),,52,60
227,3,9:04.0,Turnover by N. Batum (bad pass; steal by R. Gobert),,52,60
228,3,8:57.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by J. Ingles),52,63
229,3,8:41.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,55,63
230,3,8:21.0,,J. Ingles misses 3-pt jump shot from 22 ft,55,63
231,3,8:20.0,Defensive rebound by K. Walker,,55,63
232,3,8:16.0,Personal foul by G. Hill (drawn by K. Walker),,55,63
233,3,8:05.0,M. Williams makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),,58,63
234,3,7:44.0,,B. Diaw misses 2-pt jump shot from 6 ft,58,63
235,3,7:43.0,,Offensive rebound by Team,58,63
236,3,7:43.0,,A. Burks enters the game for J. Ingles,58,63
237,3,7:34.0,,G. Hayward misses 2-pt jump shot from 17 ft,58,63
238,3,7:34.0,Defensive rebound by M. Williams,,58,63
239,3,7:34.0,Personal foul by R. Gobert (drawn by M. Williams),,58,63
240,3,7:19.0,Personal foul by G. Hill (drawn by K. Walker),,58,63
241,3,7:19.0,,D. Exum enters the game for G. Hill,58,63
242,3,7:08.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),,61,63
243,3,6:48.0,,D. Exum misses 3-pt jump shot from 23 ft,61,63
244,3,6:48.0,Defensive rebound by M. Williams,,61,63
245,3,6:37.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by R. Gobert),,61,63
246,3,6:36.0,,Defensive rebound by B. Diaw,61,63
247,3,6:28.0,,Turnover by D. Exum (bad pass; steal by F. Kaminsky),61,63
248,3,6:22.0,Shooting block foul by D. Exum (drawn by M. Williams),,61,63
249,3,6:22.0,M. Williams makes free throw 1 of 2,,62,63
250,3,6:22.0,,T. Lyles enters the game for B. Diaw,62,63
251,3,6:22.0,,D. Favors enters the game for R. Gobert,62,63
252,3,6:22.0,M. Williams makes free throw 2 of 2,,63,63
253,3,6:02.0,,D. Favors makes 2-pt layup from 2 ft (assist by D. Exum),63,65
254,3,5:44.0,N. Batum makes 2-pt layup from 2 ft,,65,65
255,3,5:31.0,,G. Hayward misses 2-pt jump shot from 5 ft,65,65
256,3,5:30.0,Defensive rebound by M. Kidd-Gilchrist,,65,65
257,3,5:11.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,65,65
258,3,5:10.0,,Defensive rebound by G. Hayward,65,65
259,3,4:55.0,,A. Burks misses 2-pt layup from 2 ft,65,65
260,3,4:54.0,Defensive rebound by M. Williams,,65,65
261,3,4:48.0,Shooting foul by D. Exum (drawn by M. Kidd-Gilchrist),,65,65
262,3,4:48.0,,Utah full timeout,65,65
263,3,4:48.0,M. Kidd-Gilchrist misses free throw 1 of 2,,65,65
264,3,4:48.0,Offensive rebound by Team,,65,65
265,3,4:48.0,,J. Johnson enters the game for G. Hayward,65,65
266,3,4:48.0,M. Kidd-Gilchrist makes free throw 2 of 2,,66,65
267,3,4:31.0,,J. Johnson makes 2-pt jump shot from 12 ft,66,67
268,3,4:19.0,Personal foul by A. Burks (drawn by N. Batum),,66,67
269,3,4:19.0,N. Batum makes free throw 1 of 2,,67,67
270,3,4:19.0,N. Batum makes free throw 2 of 2,,68,67
271,3,4:01.0,,T. Lyles misses 2-pt jump shot from 15 ft,68,67
272,3,4:01.0,Defensive rebound by M. Kidd-Gilchrist,,68,67
273,3,3:48.0,M. Williams misses 2-pt jump shot from 8 ft,,68,67
274,3,3:47.0,,Defensive rebound by D. Favors,68,67
275,3,3:38.0,,D. Favors misses 2-pt jump shot from 9 ft,68,67
276,3,3:37.0,Defensive rebound by M. Williams,,68,67
277,3,3:17.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,68,67
278,3,3:17.0,,Defensive rebound by T. Lyles,68,67
279,3,3:04.0,,Personal foul by M. Kidd-Gilchrist (drawn by A. Burks),68,67
280,3,3:04.0,J. Lamb enters the game for M. Williams,,68,67
281,3,3:04.0,M. Plumlee enters the game for N. Batum,,68,67
282,3,3:04.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,68,67
283,3,2:57.0,,A. Burks misses 2-pt layup from 2 ft (block by M. Plumlee),68,67
284,3,2:57.0,Defensive rebound by J. Lamb,,68,67
285,3,2:51.0,Shooting foul by A. Burks (drawn by J. Lamb),,68,67
286,3,2:51.0,Charlotte full timeout,,68,67
287,3,2:51.0,J. Lamb makes free throw 1 of 2,,69,67
288,3,2:51.0,,R. Gobert enters the game for D. Favors,68,67
289,3,2:51.0,,J. Ingles enters the game for T. Lyles,68,67
290,3,2:51.0,J. Lamb makes free throw 2 of 2,,70,67
291,3,2:37.0,Offensive charge foul by R. Gobert (drawn by M. Belinelli),,70,67
292,3,2:37.0,,Turnover by R. Gobert (offensive foul),70,67
293,3,2:23.0,Shooting foul by D. Exum (drawn by K. Walker),,70,67
294,3,2:23.0,K. Walker makes free throw 1 of 3,,71,67
295,3,2:23.0,K. Walker makes free throw 2 of 3,,72,67
296,3,2:23.0,K. Walker makes free throw 3 of 3,,73,67
297,3,2:13.0,,A. Burks makes 2-pt layup from 2 ft,73,69
298,3,1:51.0,F. Kaminsky misses 2-pt layup from 2 ft,,73,69
299,3,1:50.0,Offensive rebound by M. Plumlee,,73,69
300,3,1:50.0,M. Plumlee misses 2-pt layup from 2 ft,,73,69
301,3,1:49.0,Offensive rebound by K. Walker,,73,69
302,3,1:38.0,M. Belinelli makes 3-pt jump shot from 26 ft,,76,69
303,3,1:20.0,,D. Exum misses 2-pt layup from 2 ft (block by M. Plumlee),76,69
304,3,1:19.0,Defensive rebound by M. Plumlee,,76,69
305,3,1:09.0,F. Kaminsky misses 2-pt layup from 2 ft,,76,69
306,3,1:09.0,,Defensive rebound by J. Ingles,76,69
307,3,1:03.0,Offensive charge foul by A. Burks (drawn by J. Lamb),,76,69
308,3,1:03.0,,Turnover by A. Burks (offensive foul),76,69
309,3,1:03.0,M. Williams enters the game for F. Kaminsky,,76,69
310,3,0:42.0,K. Walker misses 3-pt jump shot from 27 ft,,76,69
311,3,0:42.0,,Defensive rebound by D. Exum,76,69
312,3,0:35.0,,D. Exum makes 2-pt layup from 3 ft,76,71
313,3,0:16.0,K. Walker makes 3-pt jump shot from 25 ft,,79,71
314,3,0:04.0,,D. Exum misses 2-pt layup from 2 ft,79,71
315,3,0:04.0,,Offensive rebound by R. Gobert,79,71
316,3,0:04.0,,R. Gobert makes 2-pt dunk at rim,79,73
317,3,0:00.0,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Williams),,82,73
318,4,11:41.0,,J. Johnson makes 3-pt jump shot from 24 ft,82,76
319,4,11:26.0,J. Lamb makes 2-pt jump shot from 16 ft (assist by B. Roberts),,84,76
320,4,11:02.0,,J. Johnson misses 3-pt jump shot from 24 ft,84,76
321,4,11:02.0,Defensive rebound by B. Roberts,,84,76
322,4,10:43.0,M. Williams misses 3-pt jump shot from 24 ft,,84,76
323,4,10:42.0,,Defensive rebound by J. Ingles,84,76
324,4,10:31.0,,G. Hayward misses 3-pt jump shot from 24 ft,84,76
325,4,10:30.0,,Offensive rebound by R. Gobert,84,76
326,4,10:30.0,,R. Gobert misses 2-pt layup from 2 ft,84,76
327,4,10:30.0,,Offensive rebound by R. Gobert,84,76
328,4,10:29.0,,Shooting foul by J. Lamb (drawn by R. Gobert),84,76
329,4,10:29.0,,R. Gobert makes free throw 1 of 2,84,77
330,4,10:29.0,,R. Gobert misses free throw 2 of 2,84,77
331,4,10:29.0,Defensive rebound by J. Lamb,,84,77
332,4,10:11.0,J. Lamb makes 2-pt jump shot from 19 ft,,86,77
333,4,10:03.0,,Personal foul by J. Lamb (drawn by J. Ingles),86,77
334,4,9:53.0,,Shooting foul by M. Plumlee (drawn by G. Hayward),86,77
335,4,9:53.0,,G. Hayward makes free throw 1 of 2,86,78
336,4,9:53.0,,G. Hayward makes free throw 2 of 2,86,79
337,4,9:36.0,J. Lamb misses 3-pt jump shot from 24 ft,,86,79
338,4,9:35.0,,Defensive rebound by J. Ingles,86,79
339,4,9:29.0,,G. Hill makes 3-pt jump shot from 24 ft,86,82
340,4,9:07.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by B. Roberts),,89,82
341,4,8:50.0,,J. Ingles misses 3-pt jump shot from 24 ft,89,82
342,4,8:49.0,Defensive rebound by M. Williams,,89,82
343,4,8:38.0,M. Williams makes 3-pt jump shot from 25 ft (assist by B. Roberts),,92,82
344,4,8:37.0,,Utah full timeout,92,82
345,4,8:37.0,F. Kaminsky enters the game for M. Plumlee,,92,82
346,4,8:37.0,N. Batum enters the game for J. Lamb,,92,82
347,4,8:37.0,,D. Exum enters the game for J. Ingles,92,82
348,4,8:25.0,,Turnover by G. Hayward (bad pass),92,82
349,4,8:10.0,M. Belinelli misses 3-pt jump shot from 25 ft,,92,82
350,4,8:09.0,,Defensive rebound by R. Gobert,92,82
351,4,8:04.0,,Personal foul by B. Roberts (drawn by G. Hill),92,82
352,4,7:57.0,,Shooting foul by F. Kaminsky (drawn by G. Hill),92,82
353,4,7:57.0,,G. Hill makes free throw 1 of 2,92,83
354,4,7:57.0,,G. Hill makes free throw 2 of 2,92,84
355,4,7:47.0,N. Batum misses 3-pt jump shot from 24 ft,,92,84
356,4,7:47.0,,Defensive rebound by R. Gobert,92,84
357,4,7:37.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by J. Johnson),92,87
358,4,7:16.0,M. Belinelli misses 2-pt layup from 2 ft,,92,87
359,4,7:15.0,,Defensive rebound by G. Hayward,92,87
360,4,7:07.0,,R. Gobert misses 2-pt jump shot from 6 ft,92,87
361,4,7:06.0,,Offensive rebound by G. Hayward,92,87
362,4,7:05.0,,G. Hayward makes 2-pt layup from 1 ft,92,89
363,4,7:05.0,Charlotte full timeout,,92,89
364,4,7:05.0,K. Walker enters the game for M. Belinelli,,92,89
365,4,7:05.0,M. Kidd-Gilchrist enters the game for B. Roberts,,92,89
366,4,6:47.0,F. Kaminsky misses 2-pt jump shot from 8 ft,,92,89
367,4,6:47.0,,Defensive rebound by Team,92,89
368,4,6:47.0,Loose ball foul by N. Batum (drawn by R. Gobert),,92,89
369,4,6:47.0,,R. Gobert misses free throw 1 of 2,92,89
370,4,6:47.0,,Offensive rebound by Team,92,89
371,4,6:47.0,,R. Gobert misses free throw 2 of 2,92,89
372,4,6:47.0,Defensive rebound by M. Kidd-Gilchrist,,92,89
373,4,6:28.0,K. Walker misses 2-pt layup from 2 ft,,92,89
374,4,6:28.0,,Defensive rebound by Team,92,89
375,4,6:18.0,,G. Hill misses 3-pt jump shot from 24 ft,92,89
376,4,6:17.0,Defensive rebound by M. Williams,,92,89
377,4,6:02.0,N. Batum misses 2-pt jump shot from 17 ft,,92,89
378,4,6:02.0,,Defensive rebound by R. Gobert,92,89
379,4,5:52.0,,G. Hayward makes 2-pt jump shot from 16 ft,92,91
380,4,5:34.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft,,94,91
381,4,5:10.0,,J. Johnson misses 3-pt jump shot from 24 ft,94,91
382,4,5:10.0,Defensive rebound by N. Batum,,94,91
383,4,5:00.0,N. Batum misses 2-pt layup from 2 ft (block by R. Gobert),,94,91
