,QUARTER,TIME_REMAINING,BOSTON_ACTION,SACRAMENTO_ACTION,BOSTON_SCORE,SACRAMENTO_SCORE
396,4,2:01.0,,Defensive rebound by D. Collison,86,104
397,4,1:40.0,,W. Cauley-Stein makes 2-pt jump shot from 8 ft (assist by M. Barnes),86,106
398,4,1:29.0,J. Young makes 2-pt jump shot from 21 ft (assist by T. Zeller),,88,106
399,4,1:07.0,,A. Afflalo misses 3-pt jump shot from 25 ft,88,106
400,4,1:06.0,Defensive rebound by J. Mickey,,88,106
401,4,1:03.0,Personal foul by D. Collison (drawn by T. Rozier),,88,106
402,4,1:03.0,T. Rozier makes free throw 1 of 2,,89,106
403,4,1:03.0,,S. Labissière enters the game for W. Cauley-Stein,89,106
404,4,1:03.0,,G. Papagiannis enters the game for M. Barnes,89,106
405,4,1:03.0,T. Rozier makes free throw 2 of 2,,90,106
406,4,0:46.0,,A. Tolliver misses 3-pt jump shot from 24 ft,90,106
407,4,0:46.0,Defensive rebound by Team,,90,106
408,4,0:36.0,T. Rozier misses 3-pt jump shot from 23 ft,,90,106
409,4,0:35.0,Offensive rebound by G. Green,,90,106
410,4,0:35.0,G. Green makes 2-pt dunk at rim,,92,106
411,4,0:23.0,,Personal foul by G. Green (drawn by S. Labissière),92,106
412,4,0:23.0,,S. Labissière makes free throw 1 of 2,92,107
413,4,0:23.0,,M. Richardson enters the game for D. Collison,92,107
414,4,0:23.0,,S. Labissière makes free throw 2 of 2,92,108
