,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
377,4,1:45.0,G. Temple makes 2-pt layup from 1 ft,,118,108
378,4,1:22.0,,E. Mudiay misses 3-pt jump shot from 25 ft,118,108
379,4,1:22.0,Defensive rebound by M. Barnes,,118,108
380,4,1:11.0,D. Collison makes 2-pt layup from 2 ft,,120,108
381,4,1:11.0,,Denver full timeout,120,108
382,4,1:11.0,,M. Beasley enters the game for D. Gallinari,120,108
383,4,1:11.0,,W. Barton enters the game for W. Chandler,120,108
384,4,1:11.0,,J. Hernangómez enters the game for N. Jokić,120,108
385,4,1:11.0,,J. Murray enters the game for G. Harris,120,108
386,4,1:11.0,,D. Arthur enters the game for E. Mudiay,120,108
387,4,1:00.0,,J. Murray misses 3-pt jump shot from 26 ft,120,108
388,4,0:59.0,Defensive rebound by G. Temple,,120,108
389,4,0:41.0,D. Cousins misses 3-pt jump shot from 26 ft,,120,108
390,4,0:41.0,,Defensive rebound by J. Hernangómez,120,108
391,4,0:32.0,,D. Arthur makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),120,111
392,4,0:07.0,A. Afflalo misses 3-pt jump shot from 24 ft,,120,111
393,4,0:06.0,,Defensive rebound by M. Beasley,120,111
394,4,0:01.0,,M. Beasley makes 2-pt layup from 1 ft,120,113
