,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ATLANTA_ACTION,CHICAGO_SCORE,ATLANTA_SCORE
0,1,11:43.0,,Turnover by P. Millsap (lost ball),0,0
1,1,11:32.0,Personal foul by D. Schröder (drawn by M. Carter-Williams),,0,0
2,1,11:19.0,T. Gibson misses 3-pt jump shot from 24 ft,,0,0
3,1,11:18.0,,Defensive rebound by K. Bazemore,0,0
4,1,11:05.0,,D. Howard misses 2-pt layup from 2 ft (block by R. Lopez),0,0
5,1,11:03.0,Defensive rebound by D. Wade,,0,0
6,1,10:56.0,R. Lopez makes 2-pt jump shot from 20 ft (assist by D. Wade),,2,0
7,1,10:38.0,,D. Schröder makes 2-pt layup from 2 ft,2,2
8,1,10:13.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,2,2
9,1,10:12.0,,Defensive rebound by P. Millsap,2,2
10,1,10:06.0,,Turnover by P. Millsap (bad pass),2,2
11,1,9:44.0,T. Gibson makes 2-pt layup from 1 ft,,4,2
12,1,9:29.0,,K. Bazemore makes 2-pt jump shot from 20 ft (assist by P. Millsap),4,4
13,1,9:13.0,D. Wade misses 2-pt jump shot from 18 ft,,4,4
14,1,9:12.0,,Defensive rebound by P. Millsap,4,4
15,1,8:56.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by K. Bazemore),4,7
16,1,8:30.0,T. Gibson misses 2-pt jump shot from 15 ft,,4,7
17,1,8:28.0,Offensive rebound by T. Gibson,,4,7
18,1,8:16.0,J. Butler misses 2-pt jump shot from 20 ft,,4,7
19,1,8:16.0,,Defensive rebound by Team,4,7
20,1,8:16.0,Loose ball foul by T. Gibson (drawn by P. Millsap),,4,7
21,1,8:06.0,,D. Schröder makes 2-pt layup from 2 ft,4,9
22,1,7:56.0,Turnover by M. Carter-Williams (lost ball; steal by K. Bazemore),,4,9
23,1,7:42.0,,Turnover by K. Bazemore (bad pass),4,9
24,1,7:25.0,Turnover by D. Wade (bad pass; steal by D. Howard),,4,9
25,1,7:23.0,,Turnover by D. Howard (bad pass; steal by D. Wade),4,9
26,1,7:15.0,R. Lopez makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,6,9
27,1,6:57.0,,D. Schröder makes 2-pt jump shot from 2 ft,6,11
28,1,6:41.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,6,11
29,1,6:40.0,,Defensive rebound by D. Howard,6,11
30,1,6:31.0,,D. Schröder misses 3-pt jump shot from 26 ft,6,11
31,1,6:28.0,,Offensive rebound by T. Sefolosha,6,11
32,1,6:27.0,,T. Sefolosha misses 2-pt layup from 1 ft,6,11
33,1,6:27.0,,Offensive rebound by Team,6,11
34,1,6:27.0,R. Rondo enters the game for M. Carter-Williams,,6,11
35,1,6:24.0,,D. Schröder makes 2-pt jump shot from 15 ft (assist by K. Bazemore),6,13
36,1,6:23.0,Chicago full timeout,,6,13
37,1,6:23.0,D. McDermott enters the game for D. Wade,,6,13
38,1,6:11.0,J. Butler makes 2-pt jump shot from 20 ft (assist by R. Rondo),,8,13
39,1,5:55.0,,Shooting foul by R. Lopez (drawn by D. Howard),8,13
40,1,5:55.0,,D. Howard makes free throw 1 of 2,8,14
41,1,5:55.0,,D. Howard misses free throw 2 of 2,8,14
42,1,5:55.0,,T. Hardaway enters the game for K. Bazemore,8,14
43,1,5:54.0,Defensive rebound by R. Rondo,,8,14
44,1,5:43.0,Turnover by R. Rondo (bad pass),,8,14
45,1,5:34.0,,D. Howard makes 2-pt layup from 2 ft (assist by D. Schröder),8,16
46,1,5:11.0,Turnover by J. Butler (bad pass; steal by D. Schröder),,8,16
47,1,5:07.0,,D. Schröder makes 2-pt layup at rim,8,18
48,1,4:56.0,Turnover by J. Butler (bad pass; steal by D. Howard),,8,18
49,1,4:37.0,,D. Howard makes 2-pt dunk at rim (assist by T. Sefolosha),8,20
50,1,4:15.0,R. Lopez makes 2-pt hook shot from 4 ft,,10,20
51,1,3:59.0,,D. Howard makes 2-pt hook shot at rim (assist by D. Schröder),10,22
52,1,3:49.0,Turnover by R. Rondo (traveling),,10,22
53,1,3:36.0,,D. Schröder misses 2-pt jump shot from 15 ft,10,22
54,1,3:35.0,Defensive rebound by D. McDermott,,10,22
55,1,3:25.0,D. McDermott makes 2-pt layup from 1 ft (assist by R. Rondo),,12,22
56,1,3:16.0,,Atlanta full timeout,12,22
57,1,3:16.0,,M. Delaney enters the game for D. Howard,12,22
58,1,3:16.0,,K. Humphries enters the game for D. Schröder,12,22
59,1,3:09.0,,Turnover by T. Hardaway (bad pass; steal by R. Rondo),12,22
60,1,3:03.0,Turnover by D. McDermott (bad pass; steal by K. Humphries),,12,22
61,1,2:57.0,,T. Hardaway makes 2-pt layup from 1 ft,12,24
62,1,2:41.0,Def 3 sec tech foul by M. Delaney,,12,24
63,1,2:41.0,J. Butler makes technical free throw,,13,24
64,1,2:41.0,C. Felício enters the game for R. Lopez,,13,24
65,1,2:25.0,D. McDermott misses 3-pt jump shot from 25 ft,,13,24
66,1,2:24.0,,Defensive rebound by P. Millsap,13,24
67,1,2:12.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by K. Humphries),13,26
68,1,1:49.0,N. Mirotić enters the game for T. Gibson,,13,26
69,1,1:45.0,C. Felício misses 2-pt jump shot from 18 ft,,13,26
70,1,1:44.0,,Defensive rebound by T. Sefolosha,13,26
71,1,1:33.0,,T. Sefolosha makes 2-pt jump shot from 16 ft (assist by M. Delaney),13,28
72,1,1:32.0,Chicago full timeout,,13,28
73,1,1:16.0,N. Mirotić misses 3-pt jump shot from 24 ft,,13,28
74,1,1:14.0,,Defensive rebound by K. Humphries,13,28
75,1,1:02.0,,Shooting foul by N. Mirotić (drawn by P. Millsap),13,28
76,1,1:02.0,,P. Millsap makes free throw 1 of 2,13,29
77,1,1:02.0,,M. Dunleavy enters the game for T. Sefolosha,13,29
78,1,1:02.0,D. Wade enters the game for J. Butler,,13,29
79,1,1:02.0,,P. Millsap makes free throw 2 of 2,13,30
80,1,0:45.0,R. Rondo misses 3-pt jump shot from 23 ft,,13,30
81,1,0:42.0,,Defensive rebound by K. Humphries,13,30
82,1,0:28.0,,K. Humphries makes 2-pt layup at rim,13,32
83,1,0:06.0,D. Wade misses 2-pt jump shot from 21 ft,,13,32
84,1,0:05.0,Offensive rebound by C. Felício,,13,32
85,1,0:03.0,Turnover by C. Felício (bad pass; steal by T. Hardaway),,13,32
86,1,0:00.0,,T. Hardaway makes 3-pt jump shot from 25 ft,13,35
87,2,11:48.0,Turnover by R. Rondo (bad pass),,13,35
88,2,11:34.0,,M. Delaney makes 3-pt jump shot from 25 ft (assist by M. Scott),13,38
89,2,11:06.0,D. Wade misses 3-pt jump shot from 25 ft,,13,38
90,2,11:04.0,Offensive rebound by R. Rondo,,13,38
91,2,10:58.0,N. Mirotić misses 3-pt jump shot from 26 ft,,13,38
92,2,10:56.0,,Defensive rebound by K. Humphries,13,38
93,2,10:39.0,,M. Scott misses 2-pt jump shot from 14 ft,13,38
94,2,10:38.0,Defensive rebound by D. McDermott,,13,38
95,2,10:36.0,Turnover by D. McDermott (bad pass; steal by M. Delaney),,13,38
96,2,10:31.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,13,38
97,2,10:30.0,Defensive rebound by N. Mirotić,,13,38
98,2,10:23.0,N. Mirotić misses 3-pt jump shot from 25 ft,,13,38
99,2,10:22.0,,Defensive rebound by K. Humphries,13,38
100,2,10:15.0,,T. Hardaway misses 3-pt jump shot from 26 ft,13,38
101,2,10:15.0,Defensive rebound by Team,,13,38
102,2,10:15.0,D. Valentine enters the game for D. McDermott,,13,38
103,2,10:02.0,D. Wade makes 2-pt jump shot from 8 ft,,15,38
104,2,9:34.0,,Turnover by Team (shot clock),15,38
105,2,9:16.0,D. Valentine misses 3-pt jump shot from 24 ft,,15,38
106,2,9:15.0,,Defensive rebound by M. Scott,15,38
107,2,9:06.0,,T. Hardaway makes 2-pt layup at rim (assist by M. Scott),15,40
108,2,9:06.0,Chicago full timeout,,15,40
109,2,9:06.0,M. Carter-Williams enters the game for R. Rondo,,15,40
110,2,9:06.0,J. Butler enters the game for N. Mirotić,,15,40
111,2,9:06.0,,D. Howard enters the game for K. Humphries,15,40
112,2,8:54.0,Turnover by D. Wade (bad pass; steal by T. Hardaway),,15,40
113,2,8:40.0,,Turnover by M. Delaney (bad pass; steal by D. Valentine),15,40
114,2,8:35.0,D. Valentine misses 2-pt layup from 2 ft,,15,40
115,2,8:35.0,Offensive rebound by Team,,15,40
116,2,8:35.0,Turnover by D. Valentine (traveling),,15,40
117,2,8:26.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,15,40
118,2,8:25.0,Defensive rebound by M. Carter-Williams,,15,40
119,2,8:12.0,D. Valentine misses 3-pt jump shot from 24 ft,,15,40
120,2,8:11.0,,Defensive rebound by T. Hardaway,15,40
121,2,7:49.0,,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by M. Scott),15,43
122,2,7:41.0,Shooting foul by D. Howard (drawn by J. Butler),,15,43
123,2,7:41.0,J. Butler makes free throw 1 of 2,,16,43
124,2,7:41.0,,D. Schröder enters the game for M. Delaney,16,43
125,2,7:41.0,,K. Bazemore enters the game for T. Hardaway,16,43
126,2,7:41.0,J. Butler makes free throw 2 of 2,,17,43
127,2,7:26.0,,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by D. Schröder),17,46
128,2,7:01.0,D. Valentine misses 3-pt jump shot from 25 ft,,17,46
129,2,7:00.0,Offensive rebound by D. Valentine,,17,46
130,2,6:56.0,D. Valentine makes 2-pt layup at rim,,19,46
131,2,6:43.0,,Shooting foul by M. Carter-Williams (drawn by D. Schröder),19,46
132,2,6:43.0,,D. Schröder makes 2-pt layup from 1 ft,19,48
133,2,6:43.0,R. Lopez enters the game for C. Felício,,19,48
134,2,6:43.0,P. Zipser enters the game for D. Valentine,,19,48
135,2,6:43.0,,D. Schröder makes free throw 1 of 1,19,49
136,2,6:23.0,P. Zipser misses 2-pt jump shot from 17 ft,,19,49
137,2,6:21.0,,Defensive rebound by D. Howard,19,49
138,2,6:10.0,,D. Howard misses 2-pt layup from 2 ft,19,49
139,2,6:08.0,Defensive rebound by M. Carter-Williams,,19,49
140,2,5:56.0,Shooting foul by M. Dunleavy (drawn by J. Butler),,19,49
141,2,5:56.0,Official timeout,,19,49
142,2,5:56.0,J. Butler makes free throw 1 of 2,,20,49
143,2,5:56.0,D. Valentine enters the game for D. Wade,,19,49
144,2,5:56.0,J. Butler makes free throw 2 of 2,,21,49
145,2,5:42.0,,Turnover by D. Schröder (lost ball),21,49
146,2,5:27.0,J. Butler makes 2-pt jump shot from 18 ft,,23,49
147,2,5:13.0,,Turnover by K. Bazemore (bad pass; steal by R. Lopez),23,49
148,2,5:06.0,J. Butler makes 3-pt jump shot from 26 ft,,26,49
149,2,5:05.0,,Atlanta full timeout,26,49
150,2,5:05.0,,P. Millsap enters the game for M. Dunleavy,26,49
151,2,5:05.0,,T. Sefolosha enters the game for M. Scott,26,49
152,2,4:51.0,,P. Millsap makes 2-pt jump shot from 6 ft,26,51
153,2,4:40.0,Personal foul by K. Bazemore (drawn by J. Butler),,26,51
154,2,4:31.0,P. Zipser makes 2-pt dunk at rim (assist by J. Butler),,28,51
155,2,4:08.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by D. Schröder),28,54
156,2,3:51.0,P. Zipser misses 3-pt jump shot from 23 ft,,28,54
157,2,3:49.0,,Defensive rebound by D. Howard,28,54
158,2,3:34.0,,Shooting foul by P. Zipser (drawn by D. Howard),28,54
159,2,3:34.0,,D. Howard makes free throw 1 of 2,28,55
160,2,3:34.0,,D. Howard misses free throw 2 of 2,28,55
161,2,3:32.0,Defensive rebound by D. Valentine,,28,55
162,2,3:09.0,Turnover by Team (shot clock),,28,55
163,2,2:59.0,,D. Schröder makes 3-pt jump shot from 25 ft,28,58
164,2,2:44.0,Personal foul by K. Bazemore (drawn by J. Butler),,28,58
165,2,2:44.0,R. Rondo enters the game for M. Carter-Williams,,28,58
166,2,2:37.0,J. Butler makes 3-pt jump shot from 25 ft,,31,58
167,2,2:20.0,,D. Schröder misses 2-pt jump shot from 9 ft,31,58
168,2,2:19.0,,Offensive rebound by D. Howard,31,58
169,2,2:19.0,,Shooting foul by R. Rondo (drawn by D. Howard),31,58
