,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
157,2,6:12.0,D. Bertāns enters the game for N. Laprovíttola,,32,23
158,2,5:59.0,Shooting foul by A. Bogut (drawn by D. Lee),,32,23
159,2,5:59.0,D. Lee misses free throw 1 of 2,,32,23
160,2,5:59.0,Offensive rebound by Team,,32,23
161,2,5:59.0,D. Lee makes free throw 2 of 2,,33,23
162,2,5:36.0,,Shooting block foul by D. Lee (drawn by W. Matthews),33,23
163,2,5:36.0,,W. Matthews makes free throw 1 of 3,33,24
164,2,5:36.0,,W. Matthews misses free throw 2 of 3,33,24
165,2,5:36.0,,Offensive rebound by Team,33,24
166,2,5:36.0,,W. Matthews makes free throw 3 of 3,33,25
167,2,5:25.0,D. Lee makes 2-pt hook shot from 6 ft (assist by P. Mills),,35,25
168,2,5:07.0,,H. Barnes makes 2-pt layup from 1 ft,35,27
169,2,4:57.0,Turnover by K. Anderson (bad pass; steal by S. Curry),,35,27
170,2,4:37.0,,S. Curry makes 2-pt layup from 2 ft,35,29
171,2,4:19.0,D. Bertāns makes 2-pt jump shot from 19 ft (assist by J. Simmons),,37,29
172,2,4:01.0,,D. Harris misses 3-pt jump shot from 23 ft,37,29
173,2,3:58.0,,Offensive rebound by H. Barnes,37,29
174,2,3:58.0,,H. Barnes makes 2-pt layup at rim,37,31
175,2,3:45.0,D. Lee makes 2-pt layup from 1 ft (assist by J. Simmons),,39,31
176,2,3:30.0,,W. Matthews misses 2-pt layup from 2 ft,39,31
177,2,3:28.0,Defensive rebound by P. Mills,,39,31
178,2,3:18.0,D. Lee misses 2-pt jump shot from 14 ft,,39,31
179,2,3:16.0,,Defensive rebound by A. Bogut,39,31
180,2,3:16.0,,Dallas full timeout,39,31
181,2,3:16.0,,D. Williams enters the game for D. Harris,39,31
182,2,2:51.0,,D. Williams misses 2-pt jump shot from 8 ft,39,31
183,2,2:51.0,Defensive rebound by P. Mills,,39,31
184,2,2:36.0,Shooting foul by D. Williams (drawn by J. Simmons),,39,31
185,2,2:36.0,J. Simmons makes free throw 1 of 2,,40,31
186,2,2:36.0,J. Simmons misses free throw 2 of 2,,40,31
187,2,2:34.0,,Defensive rebound by A. Bogut,40,31
188,2,2:19.0,,H. Barnes makes 2-pt jump shot from 15 ft,40,33
189,2,2:15.0,Turnover by P. Mills (lost ball),,40,33
190,2,1:52.0,,W. Matthews makes 2-pt jump shot from 10 ft,40,35
191,2,1:36.0,P. Mills makes 3-pt jump shot from 24 ft (assist by K. Anderson),,43,35
192,2,1:20.0,,H. Barnes misses 2-pt dunk at rim (block by K. Anderson),43,35
193,2,1:19.0,Defensive rebound by K. Anderson,,43,35
194,2,1:12.0,Turnover by K. Anderson (lost ball),,43,35
195,2,1:12.0,K. Leonard enters the game for K. Anderson,,43,35
196,2,0:59.0,,A. Bogut makes 2-pt hook shot from 8 ft,43,37
197,2,0:48.0,D. Lee misses 2-pt layup from 1 ft,,43,37
198,2,0:45.0,,Defensive rebound by D. Williams,43,37
199,2,0:31.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Bogut),43,40
200,2,0:07.0,K. Leonard misses 3-pt jump shot from 25 ft,,43,40
201,2,0:07.0,Offensive rebound by Team,,43,40
202,2,0:07.0,Turnover by Team (shot clock),,43,40
203,2,0:00.0,,S. Curry misses 3-pt jump shot from 26 ft,43,40
204,2,0:00.0,,Offensive rebound by Team,43,40
205,3,11:40.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by H. Barnes),43,43
206,3,11:20.0,N. Laprovíttola misses 2-pt layup from 2 ft,,43,43
207,3,11:20.0,,Defensive rebound by Team,43,43
208,3,11:20.0,K. Anderson enters the game for D. Green,,43,43
209,3,11:20.0,J. Simmons enters the game for K. Leonard,,43,43
210,3,11:03.0,,Turnover by H. Barnes (bad pass; steal by J. Simmons),43,43
211,3,10:59.0,J. Simmons makes 2-pt layup from 1 ft,,45,43
212,3,10:42.0,Violation by N. Laprovíttola (kicked ball),,45,43
213,3,10:37.0,,A. Bogut makes 2-pt dunk at rim (assist by D. Williams),45,45
214,3,10:26.0,N. Laprovíttola makes 2-pt layup from 1 ft,,47,45
215,3,10:04.0,,Turnover by D. Williams (bad pass; steal by D. Dedmon),47,45
216,3,9:51.0,Turnover by N. Laprovíttola (traveling),,47,45
217,3,9:37.0,,H. Barnes misses 2-pt jump shot from 7 ft,47,45
218,3,9:35.0,Defensive rebound by K. Anderson,,47,45
219,3,9:32.0,Personal foul by D. Williams (drawn by D. Dedmon),,47,45
220,3,9:20.0,L. Aldridge misses 2-pt jump shot from 15 ft,,47,45
221,3,9:19.0,,Defensive rebound by D. Williams,47,45
222,3,9:08.0,,D. Williams misses 2-pt jump shot from 5 ft (block by D. Dedmon),47,45
223,3,9:06.0,Defensive rebound by D. Dedmon,,47,45
224,3,8:45.0,J. Simmons misses 2-pt jump shot from 4 ft (block by W. Matthews),,47,45
225,3,8:43.0,Offensive rebound by J. Simmons,,47,45
226,3,8:43.0,J. Simmons misses 2-pt layup from 3 ft,,47,45
227,3,8:42.0,,Defensive rebound by A. Bogut,47,45
228,3,8:26.0,,H. Barnes makes 2-pt jump shot from 13 ft (assist by D. Williams),47,47
229,3,8:03.0,Turnover by L. Aldridge (lost ball; steal by W. Matthews),,47,47
230,3,7:55.0,,W. Matthews makes 2-pt layup from 2 ft,47,49
231,3,7:55.0,,Shooting foul by L. Aldridge (drawn by W. Matthews),47,49
232,3,7:55.0,,D. Powell enters the game for H. Barnes,47,49
233,3,7:55.0,,W. Matthews makes free throw 1 of 1,47,50
234,3,7:43.0,D. Dedmon misses 2-pt layup from 3 ft (block by A. Bogut),,47,50
235,3,7:41.0,,Defensive rebound by D. Williams,47,50
236,3,7:29.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,47,50
237,3,7:28.0,,Offensive rebound by D. Finney-Smith,47,50
238,3,7:24.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),47,53
239,3,7:24.0,San Antonio full timeout,,47,53
240,3,7:24.0,P. Mills enters the game for N. Laprovíttola,,47,53
241,3,7:24.0,K. Leonard enters the game for K. Anderson,,47,53
242,3,7:05.0,K. Leonard misses 2-pt jump shot from 18 ft,,47,53
243,3,7:05.0,,Defensive rebound by W. Matthews,47,53
244,3,6:49.0,,D. Williams makes 2-pt jump shot from 7 ft (assist by A. Bogut),47,55
245,3,6:32.0,Turnover by J. Simmons (bad pass; steal by D. Powell),,47,55
246,3,6:24.0,,Turnover by A. Bogut (bad pass),47,55
247,3,6:24.0,D. Green enters the game for J. Simmons,,47,55
248,3,6:00.0,L. Aldridge misses 2-pt jump shot from 14 ft,,47,55
249,3,5:58.0,,Defensive rebound by D. Powell,47,55
250,3,5:42.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),47,58
251,3,5:27.0,D. Green misses 3-pt jump shot from 23 ft,,47,58
252,3,5:26.0,,Defensive rebound by D. Williams,47,58
253,3,5:16.0,,Shooting foul by D. Dedmon (drawn by A. Bogut),47,58
254,3,5:16.0,,A. Bogut misses free throw 1 of 2,47,58
255,3,5:16.0,,Offensive rebound by Team,47,58
256,3,5:16.0,,A. Bogut misses free throw 2 of 2,47,58
257,3,5:16.0,,S. Curry enters the game for D. Williams,47,58
258,3,5:15.0,Defensive rebound by D. Dedmon,,47,58
259,3,5:15.0,,H. Barnes enters the game for A. Bogut,47,58
260,3,4:56.0,K. Leonard misses 2-pt layup from 1 ft (block by H. Barnes),,47,58
261,3,4:55.0,,Defensive rebound by D. Powell,47,58
262,3,4:46.0,,S. Curry misses 3-pt jump shot from 24 ft,47,58
263,3,4:46.0,Defensive rebound by D. Dedmon,,47,58
264,3,4:33.0,Def 3 sec tech foul by D. Finney-Smith,,47,58
265,3,4:33.0,K. Leonard misses technical free throw,,47,58
266,3,4:33.0,Offensive rebound by Team,,47,58
267,3,4:33.0,D. Lee enters the game for D. Dedmon,,47,58
268,3,4:27.0,Turnover by K. Leonard (back court),,47,58
269,3,4:10.0,,D. Powell makes 2-pt layup from 1 ft,47,60
270,3,3:58.0,Turnover by L. Aldridge (lost ball; steal by H. Barnes),,47,60
271,3,3:43.0,,W. Matthews misses 2-pt jump shot from 17 ft,47,60
272,3,3:42.0,Defensive rebound by K. Leonard,,47,60
273,3,3:27.0,K. Leonard makes 2-pt layup from 1 ft (assist by D. Green),,49,60
274,3,3:25.0,,Dallas full timeout,49,60
275,3,3:25.0,,D. Williams enters the game for W. Matthews,49,60
276,3,3:25.0,D. Bertāns enters the game for L. Aldridge,,49,60
277,3,3:10.0,,D. Powell makes 2-pt dunk at rim (assist by D. Williams),49,62
278,3,2:51.0,D. Lee makes 2-pt dunk at rim (assist by D. Green),,51,62
279,3,2:32.0,,D. Williams misses 2-pt jump shot from 21 ft,51,62
280,3,2:30.0,Defensive rebound by D. Green,,51,62
281,3,2:19.0,D. Green misses 3-pt jump shot from 25 ft,,51,62
282,3,2:18.0,,Defensive rebound by Team,51,62
283,3,1:56.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,51,62
284,3,1:55.0,Defensive rebound by D. Lee,,51,62
285,3,1:47.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by P. Mills),,54,62
286,3,1:38.0,,Dallas full timeout,54,62
287,3,1:38.0,,J. Anderson enters the game for D. Finney-Smith,54,62
288,3,1:38.0,,A. Bogut enters the game for D. Powell,54,62
289,3,1:23.0,,D. Williams misses 2-pt jump shot from 7 ft,54,62
290,3,1:22.0,Defensive rebound by D. Green,,54,62
291,3,1:14.0,Shooting foul by A. Bogut (drawn by K. Leonard),,54,62
292,3,1:14.0,K. Leonard makes free throw 1 of 2,,55,62
293,3,1:14.0,K. Leonard makes free throw 2 of 2,,56,62
294,3,1:01.0,,Personal foul by D. Green (drawn by D. Williams),56,62
295,3,0:51.0,,Shooting foul by D. Bertāns (drawn by J. Anderson),56,62
296,3,0:51.0,,J. Anderson makes free throw 1 of 2,56,63
297,3,0:51.0,,W. Matthews enters the game for S. Curry,56,63
298,3,0:51.0,,J. Anderson makes free throw 2 of 2,56,64
299,3,0:40.0,P. Mills makes 3-pt jump shot from 24 ft,,59,64
300,3,0:30.0,,D. Williams makes 2-pt jump shot from 14 ft,59,66
301,3,0:13.0,Shooting foul by D. Williams (drawn by K. Leonard),,59,66
302,3,0:13.0,K. Leonard misses free throw 1 of 3,,59,66
303,3,0:13.0,Offensive rebound by Team,,59,66
304,3,0:13.0,K. Leonard makes free throw 2 of 3,,60,66
305,3,0:13.0,J. Simmons enters the game for D. Bertāns,,60,66
306,3,0:13.0,K. Leonard makes free throw 3 of 3,,61,66
307,3,0:01.0,,W. Matthews misses 2-pt jump shot from 14 ft,61,66
308,3,0:00.0,Defensive rebound by K. Leonard,,61,66
309,4,11:42.0,D. Green makes 2-pt layup from 2 ft,,63,66
310,4,11:23.0,,H. Barnes misses 2-pt jump shot from 20 ft,63,66
311,4,11:22.0,Defensive rebound by K. Leonard,,63,66
312,4,11:09.0,K. Leonard misses 2-pt jump shot from 18 ft,,63,66
313,4,11:08.0,,Defensive rebound by A. Bogut,63,66
314,4,10:50.0,,S. Curry makes 2-pt jump shot from 3 ft,63,68
315,4,10:33.0,P. Mills makes 2-pt jump shot from 17 ft,,65,68
316,4,10:20.0,,S. Curry makes 3-pt jump shot from 24 ft,65,71
317,4,10:06.0,P. Mills makes 2-pt jump shot from 19 ft,,67,71
318,4,9:53.0,,S. Curry makes 2-pt jump shot from 11 ft,67,73
319,4,9:50.0,Turnover by K. Leonard (bad pass; steal by W. Matthews),,67,73
320,4,9:50.0,,Shooting foul by P. Mills (drawn by W. Matthews),67,73
321,4,9:50.0,,W. Matthews makes free throw 1 of 2,67,74
322,4,9:50.0,N. Laprovíttola enters the game for P. Mills,,67,74
323,4,9:50.0,J. Simmons enters the game for K. Leonard,,67,74
324,4,9:50.0,,W. Matthews makes free throw 2 of 2,67,75
325,4,9:36.0,Personal foul by A. Bogut (drawn by L. Aldridge),,67,75
326,4,9:23.0,L. Aldridge makes 2-pt jump shot from 13 ft,,69,75
327,4,9:00.0,,H. Barnes misses 2-pt jump shot from 14 ft,69,75
328,4,9:00.0,Defensive rebound by D. Lee,,69,75
329,4,8:50.0,L. Aldridge misses 2-pt jump shot from 15 ft,,69,75
330,4,8:48.0,,Defensive rebound by A. Bogut,69,75
331,4,8:23.0,,Turnover by Team (shot clock),69,75
332,4,7:56.0,D. Green misses 2-pt jump shot from 6 ft,,69,75
333,4,7:56.0,,Defensive rebound by A. Bogut,69,75
334,4,7:36.0,,W. Matthews misses 3-pt jump shot from 27 ft,69,75
335,4,7:35.0,Defensive rebound by D. Lee,,69,75
336,4,7:30.0,San Antonio full timeout,,69,75
337,4,7:30.0,,D. Powell enters the game for H. Barnes,69,75
338,4,7:30.0,,D. Finney-Smith enters the game for W. Matthews,69,75
339,4,7:29.0,P. Mills enters the game for D. Green,,69,75
340,4,7:29.0,K. Leonard enters the game for N. Laprovíttola,,69,75
341,4,7:22.0,L. Aldridge misses 2-pt jump shot from 19 ft,,69,75
342,4,7:21.0,,Defensive rebound by J. Anderson,69,75
343,4,7:00.0,,Shooting foul by L. Aldridge (drawn by D. Powell),69,75
344,4,7:00.0,,D. Powell makes free throw 1 of 2,69,76
345,4,7:00.0,D. Dedmon enters the game for D. Lee,,69,76
346,4,7:00.0,,D. Powell makes free throw 2 of 2,69,77
347,4,6:37.0,P. Mills makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,72,77
348,4,6:22.0,,Turnover by D. Finney-Smith (lost ball; steal by K. Leonard),72,77
349,4,6:18.0,Shooting foul by J. Anderson (drawn by K. Leonard),,72,77
350,4,6:18.0,,Dallas full timeout,72,77
351,4,6:18.0,K. Leonard makes free throw 1 of 2,,73,77
352,4,6:18.0,,W. Matthews enters the game for D. Finney-Smith,72,77
353,4,6:18.0,,H. Barnes enters the game for A. Bogut,72,77
354,4,6:18.0,K. Leonard makes free throw 2 of 2,,74,77
355,4,6:06.0,,W. Matthews misses 3-pt jump shot from 24 ft,74,77
356,4,6:05.0,,Offensive rebound by D. Powell,74,77
357,4,5:47.0,,D. Powell makes 2-pt layup from 1 ft,74,79
358,4,5:31.0,K. Leonard makes 2-pt jump shot from 12 ft,,76,79
359,4,5:09.0,,H. Barnes misses 2-pt layup at rim (block by D. Dedmon),76,79
360,4,5:07.0,Defensive rebound by D. Dedmon,,76,79
361,4,4:57.0,Shooting foul by D. Powell (drawn by L. Aldridge),,76,79
362,4,4:57.0,L. Aldridge makes free throw 1 of 2,,77,79
363,4,4:57.0,L. Aldridge misses free throw 2 of 2,,77,79
364,4,4:57.0,,A. Bogut enters the game for D. Powell,77,79
365,4,4:55.0,,Defensive rebound by A. Bogut,77,79
366,4,4:34.0,,S. Curry misses 2-pt jump shot from 17 ft,77,79
367,4,4:32.0,Defensive rebound by K. Leonard,,77,79
368,4,4:23.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by J. Simmons),,80,79
369,4,4:23.0,,Dallas full timeout,80,79
370,4,4:23.0,,J. Gibson enters the game for S. Curry,80,79
371,4,4:23.0,D. Green enters the game for J. Simmons,,80,79
372,4,4:00.0,,J. Gibson misses 3-pt jump shot from 26 ft,80,79
373,4,3:59.0,Defensive rebound by D. Dedmon,,80,79
374,4,3:53.0,D. Dedmon makes 2-pt dunk at rim (assist by P. Mills),,82,79
375,4,3:27.0,,H. Barnes makes 2-pt jump shot from 16 ft,82,81
376,4,3:04.0,P. Mills makes 3-pt jump shot from 24 ft,,85,81
377,4,2:50.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by J. Gibson),85,84
378,4,2:34.0,P. Mills makes 3-pt jump shot from 25 ft,,88,84
379,4,2:14.0,,W. Matthews misses 3-pt jump shot from 24 ft,88,84
380,4,2:13.0,Defensive rebound by D. Dedmon,,88,84
381,4,1:57.0,K. Leonard misses 3-pt jump shot from 24 ft,,88,84
382,4,1:56.0,,Defensive rebound by A. Bogut,88,84
383,4,1:46.0,,Turnover by J. Gibson (lost ball; steal by D. Dedmon),88,84
384,4,1:31.0,P. Mills makes 2-pt jump shot from 20 ft,,90,84
385,4,1:31.0,,Dallas full timeout,90,84
386,4,1:19.0,,J. Gibson makes 3-pt jump shot from 26 ft (assist by W. Matthews),90,87
387,4,0:55.0,D. Green makes 2-pt layup from 1 ft (assist by L. Aldridge),,92,87
388,4,0:47.0,,W. Matthews misses 3-pt jump shot from 25 ft,92,87
389,4,0:46.0,Defensive rebound by D. Dedmon,,92,87
