,QUARTER,TIME_REMAINING,BOSTON_ACTION,CLEVELAND_ACTION,BOSTON_SCORE,CLEVELAND_SCORE
0,1,11:39.0,I. Thomas misses 3-pt jump shot from 24 ft,,0,0
1,1,11:39.0,,Defensive rebound by K. Love,0,0
2,1,11:33.0,,D. Liggins misses 2-pt layup from 2 ft,0,0
3,1,11:32.0,Defensive rebound by A. Johnson,,0,0
4,1,11:26.0,A. Bradley makes 2-pt jump shot from 15 ft,,2,0
5,1,11:10.0,,Turnover by K. Love (lost ball),2,0
6,1,10:56.0,A. Bradley makes 2-pt layup from 1 ft (assist by A. Johnson),,4,0
7,1,10:34.0,,K. Love makes 2-pt jump shot from 16 ft (assist by L. James),4,2
8,1,10:18.0,A. Horford misses 3-pt jump shot from 25 ft,,4,2
9,1,10:17.0,,Defensive rebound by K. Irving,4,2
10,1,10:07.0,,K. Love misses 3-pt jump shot from 25 ft,4,2
11,1,10:06.0,,Offensive rebound by T. Thompson,4,2
12,1,10:01.0,,L. James misses 3-pt jump shot from 25 ft,4,2
13,1,10:01.0,Defensive rebound by A. Johnson,,4,2
14,1,9:40.0,A. Horford makes 2-pt jump shot from 14 ft,,6,2
15,1,9:22.0,,T. Thompson misses 2-pt hook shot at rim,6,2
16,1,9:19.0,,Offensive rebound by K. Love,6,2
17,1,9:17.0,,Turnover by K. Love (lost ball; steal by J. Crowder),6,2
18,1,9:05.0,J. Crowder misses 3-pt jump shot from 24 ft,,6,2
19,1,9:04.0,,Defensive rebound by L. James,6,2
20,1,8:50.0,,L. James makes 3-pt jump shot from 24 ft (assist by K. Irving),6,5
21,1,8:38.0,Shooting foul by D. Liggins (drawn by I. Thomas),,6,5
22,1,8:38.0,I. Thomas makes free throw 1 of 2,,7,5
23,1,8:38.0,I. Thomas makes free throw 2 of 2,,8,5
24,1,8:26.0,,K. Irving misses 3-pt jump shot from 25 ft,8,5
25,1,8:26.0,Defensive rebound by A. Bradley,,8,5
26,1,8:19.0,A. Bradley makes 3-pt jump shot from 25 ft,,11,5
27,1,8:07.0,,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),11,8
28,1,7:46.0,A. Horford misses 2-pt jump shot from 9 ft,,11,8
29,1,7:46.0,,Defensive rebound by Team,11,8
30,1,7:28.0,,K. Love makes 3-pt jump shot from 26 ft (assist by D. Liggins),11,11
31,1,7:13.0,A. Horford makes 2-pt hook shot from 7 ft,,13,11
32,1,6:58.0,,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),13,14
33,1,6:44.0,A. Bradley misses 3-pt jump shot from 25 ft,,13,14
34,1,6:44.0,,Defensive rebound by K. Irving,13,14
35,1,6:37.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),13,16
36,1,6:36.0,Boston full timeout,,13,16
37,1,6:18.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by A. Horford),,16,16
38,1,5:53.0,,D. Liggins makes 3-pt jump shot from 23 ft (assist by T. Thompson),16,19
39,1,5:36.0,J. Crowder misses 2-pt jump shot from 15 ft,,16,19
40,1,5:36.0,,Defensive rebound by T. Thompson,16,19
41,1,5:31.0,,K. Love misses 3-pt jump shot from 24 ft,16,19
42,1,5:30.0,Defensive rebound by A. Bradley,,16,19
43,1,5:13.0,A. Horford misses 3-pt jump shot from 25 ft,,16,19
44,1,5:12.0,Offensive rebound by A. Johnson,,16,19
45,1,4:58.0,A. Bradley misses 3-pt jump shot from 24 ft,,16,19
46,1,4:58.0,,Defensive rebound by K. Love,16,19
47,1,4:50.0,,Turnover by L. James (bad pass; steal by A. Bradley),16,19
48,1,4:44.0,A. Bradley misses 2-pt layup from 1 ft (block by L. James),,16,19
49,1,4:42.0,,Defensive rebound by L. James,16,19
50,1,4:38.0,,L. James misses 2-pt layup from 1 ft (block by A. Horford),16,19
51,1,4:36.0,Defensive rebound by I. Thomas,,16,19
52,1,4:32.0,A. Bradley makes 2-pt layup from 1 ft (assist by I. Thomas),,18,19
53,1,4:09.0,M. Smart enters the game for I. Thomas,,18,19
54,1,4:04.0,,K. Love misses 3-pt jump shot from 26 ft,18,19
55,1,4:04.0,,Offensive rebound by T. Thompson,18,19
56,1,4:04.0,,I. Shumpert enters the game for D. Liggins,18,19
57,1,4:03.0,,Turnover by T. Thompson (lost ball; steal by A. Johnson),18,19
58,1,3:50.0,A. Bradley makes 2-pt layup at rim (assist by A. Johnson),,20,19
59,1,3:30.0,,K. Love misses 3-pt jump shot from 24 ft,20,19
60,1,3:30.0,Defensive rebound by A. Bradley,,20,19
61,1,3:22.0,M. Smart makes 3-pt jump shot from 24 ft (assist by A. Horford),,23,19
62,1,3:07.0,,K. Love makes 2-pt hook shot from 6 ft (assist by K. Irving),23,21
