,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHICAGO_ACTION,GOLDEN STATE_SCORE,CHICAGO_SCORE
391,4,3:33.0,D. Green enters the game for S. Livingston,,85,84
392,4,3:33.0,K. Thompson enters the game for D. West,,85,84
393,4,3:13.0,,Turnover by J. Butler (bad pass; steal by S. Curry),85,84
394,4,3:07.0,K. Thompson misses 3-pt jump shot from 23 ft,,85,84
395,4,3:06.0,,Defensive rebound by C. Felício,85,84
396,4,2:53.0,,Shooting foul by D. Green (drawn by J. Butler),85,84
397,4,2:53.0,Golden State full timeout,,85,84
398,4,2:53.0,,J. Butler makes free throw 1 of 2,85,85
399,4,2:53.0,,J. Butler makes free throw 2 of 2,85,86
400,4,2:34.0,D. Green misses 3-pt jump shot from 26 ft,,85,86
401,4,2:33.0,,Defensive rebound by J. Butler,85,86
402,4,2:19.0,,D. Wade makes 2-pt jump shot from 17 ft,85,88
403,4,2:07.0,S. Curry misses 3-pt jump shot from 25 ft,,85,88
404,4,2:06.0,,Defensive rebound by P. Zipser,85,88
405,4,1:41.0,,P. Zipser makes 3-pt jump shot from 25 ft (assist by C. Felício),85,91
406,4,1:41.0,Golden State full timeout,,85,91
407,4,1:27.0,S. Curry misses 2-pt layup from 2 ft,,85,91
408,4,1:26.0,,Defensive rebound by B. Portis,85,91
409,4,1:07.0,,J. Butler misses 2-pt jump shot from 8 ft,85,91
410,4,1:05.0,Defensive rebound by S. Curry,,85,91
411,4,1:01.0,S. Curry misses 3-pt jump shot from 26 ft,,85,91
412,4,1:01.0,Offensive rebound by Team,,85,91
413,4,0:57.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),,87,91
414,4,0:49.0,,J. Butler misses 3-pt jump shot from 25 ft,87,91
415,4,0:48.0,Defensive rebound by S. Curry,,87,91
416,4,0:32.0,S. Curry misses 2-pt jump shot from 19 ft,,87,91
417,4,0:31.0,,Defensive rebound by B. Portis,87,91
418,4,0:30.0,,Personal take foul by M. Barnes (drawn by B. Portis),87,91
419,4,0:28.0,,Personal foul by A. Iguodala (drawn by J. Butler),87,91
420,4,0:28.0,,J. Butler makes free throw 1 of 2,87,92
421,4,0:28.0,,J. Butler makes free throw 2 of 2,87,93
422,4,0:22.0,K. Thompson misses 3-pt jump shot from 25 ft,,87,93
423,4,0:20.0,,Defensive rebound by B. Portis,87,93
424,4,0:15.0,,Personal foul by D. Green (drawn by B. Portis),87,93
425,4,0:15.0,,B. Portis makes free throw 1 of 2,87,94
426,4,0:15.0,,B. Portis misses free throw 2 of 2,87,94
427,4,0:14.0,Defensive rebound by D. Green,,87,94
428,4,0:09.0,K. Thompson misses 3-pt jump shot from 26 ft,,87,94
429,4,0:09.0,,Defensive rebound by B. Portis,87,94
