,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MINNESOTA_ACTION,CLEVELAND_SCORE,MINNESOTA_SCORE
201,2,1:21.0,K. Irving misses 2-pt jump shot from 20 ft,,62,57
202,2,1:21.0,,Defensive rebound by G. Dieng,62,57
203,2,1:04.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),62,60
204,2,0:44.0,L. James makes 2-pt dunk at rim,,64,60
205,2,0:38.0,,Personal foul by K. Irving (drawn by R. Rubio),64,60
206,2,0:38.0,Cleveland full timeout,,64,60
207,2,0:38.0,,R. Rubio makes free throw 1 of 2,64,61
208,2,0:38.0,D. Williams enters the game for I. Shumpert,,64,60
209,2,0:38.0,K. Korver enters the game for K. Irving,,64,60
210,2,0:38.0,,R. Rubio misses free throw 2 of 2,64,61
211,2,0:38.0,Defensive rebound by D. Williams,,64,61
212,2,0:31.0,L. James makes 2-pt layup from 1 ft,,66,61
213,2,0:11.0,,A. Wiggins misses 3-pt jump shot from 25 ft,66,61
214,2,0:10.0,Defensive rebound by T. Thompson,,66,61
215,2,0:02.0,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),,69,61
216,2,0:01.0,,G. Dieng misses 3-pt jump shot from 61 ft,69,61
217,2,0:00.0,,Offensive rebound by Team,69,61
218,3,11:41.0,L. James makes 3-pt jump shot from 25 ft,,72,61
219,3,11:21.0,,A. Wiggins makes 2-pt jump shot from 5 ft,72,63
220,3,10:58.0,K. Irving makes 2-pt jump shot from 11 ft (assist by L. James),,74,63
221,3,10:34.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by A. Wiggins),74,65
222,3,10:14.0,C. Frye misses 3-pt jump shot from 24 ft,,74,65
223,3,10:13.0,,Defensive rebound by G. Dieng,74,65
224,3,10:02.0,,B. Rush misses 2-pt layup from 1 ft (block by C. Frye),74,65
225,3,10:01.0,,Offensive rebound by K. Towns,74,65
226,3,10:00.0,,K. Towns makes 2-pt layup from 1 ft,74,67
227,3,9:36.0,C. Frye misses 2-pt jump shot from 20 ft,,74,67
228,3,9:35.0,,Defensive rebound by B. Rush,74,67
229,3,9:28.0,,Shooting foul by K. Irving (drawn by A. Wiggins),74,67
230,3,9:28.0,,A. Wiggins makes free throw 1 of 2,74,68
231,3,9:28.0,,A. Wiggins makes free throw 2 of 2,74,69
232,3,9:16.0,,Violation by R. Rubio (kicked ball),74,69
233,3,9:16.0,Cleveland full timeout,,74,69
234,3,9:08.0,K. Irving misses 3-pt jump shot from 24 ft,,74,69
235,3,9:07.0,Offensive rebound by Team,,74,69
236,3,9:07.0,,Loose ball foul by G. Dieng (drawn by T. Thompson),74,69
237,3,8:50.0,I. Shumpert makes 3-pt jump shot from 25 ft (assist by L. James),,77,69
238,3,8:24.0,,K. Towns misses 2-pt jump shot from 18 ft,77,69
239,3,8:22.0,Defensive rebound by L. James,,77,69
240,3,8:15.0,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),,80,69
241,3,8:13.0,,Minnesota full timeout,80,69
242,3,8:01.0,,B. Rush misses 2-pt jump shot from 20 ft,80,69
243,3,7:59.0,Defensive rebound by K. Irving,,80,69
244,3,7:53.0,C. Frye misses 3-pt jump shot from 23 ft,,80,69
245,3,7:52.0,Offensive rebound by L. James,,80,69
246,3,7:51.0,L. James makes 2-pt layup from 1 ft,,82,69
247,3,7:23.0,,G. Dieng misses 2-pt jump shot from 9 ft,82,69
248,3,7:22.0,Defensive rebound by L. James,,82,69
249,3,7:16.0,I. Shumpert misses 3-pt jump shot from 24 ft,,82,69
250,3,7:15.0,,Defensive rebound by R. Rubio,82,69
251,3,7:10.0,,R. Rubio makes 2-pt layup from 1 ft,82,71
252,3,6:54.0,Shooting foul by R. Rubio (drawn by K. Irving),,82,71
253,3,6:54.0,K. Irving makes free throw 1 of 2,,83,71
254,3,6:54.0,K. Irving makes free throw 2 of 2,,84,71
255,3,6:42.0,,K. Towns makes 2-pt jump shot from 9 ft (assist by R. Rubio),84,73
256,3,6:23.0,K. Irving makes 3-pt jump shot from 26 ft (assist by L. James),,87,73
257,3,6:05.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),87,76
258,3,5:52.0,C. Frye misses 3-pt jump shot from 25 ft,,87,76
259,3,5:49.0,Offensive rebound by Team,,87,76
260,3,5:45.0,K. Irving misses 3-pt jump shot from 25 ft,,87,76
261,3,5:45.0,,Defensive rebound by K. Towns,87,76
262,3,5:31.0,,A. Wiggins makes 2-pt jump shot from 19 ft,87,78
263,3,5:15.0,Def 3 sec tech foul by G. Dieng,,87,78
264,3,5:15.0,K. Irving makes technical free throw,,88,78
265,3,5:15.0,J. Jones enters the game for C. Frye,,88,78
266,3,5:01.0,I. Shumpert misses 3-pt jump shot from 22 ft,,88,78
267,3,5:00.0,Offensive rebound by T. Thompson,,88,78
268,3,4:56.0,I. Shumpert misses 3-pt jump shot from 23 ft,,88,78
269,3,4:55.0,,Defensive rebound by R. Rubio,88,78
270,3,4:39.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by R. Rubio),88,81
271,3,4:23.0,K. Irving misses 3-pt jump shot from 26 ft,,88,81
272,3,4:21.0,,Defensive rebound by A. Wiggins,88,81
273,3,4:21.0,,Personal foul by K. Irving (drawn by A. Wiggins),88,81
274,3,4:21.0,K. Korver enters the game for K. Irving,,88,81
275,3,4:07.0,,Shooting foul by T. Thompson (drawn by K. Towns),88,81
276,3,4:07.0,,K. Towns makes free throw 1 of 2,88,82
277,3,4:07.0,,K. Towns makes free throw 2 of 2,88,83
278,3,3:50.0,I. Shumpert misses 3-pt jump shot from 23 ft,,88,83
279,3,3:49.0,,Defensive rebound by G. Dieng,88,83
280,3,3:36.0,,K. Towns misses 3-pt jump shot from 23 ft,88,83
281,3,3:35.0,Defensive rebound by Team,,88,83
282,3,3:21.0,Shooting block foul by G. Dieng (drawn by L. James),,88,83
283,3,3:21.0,L. James misses free throw 1 of 2,,88,83
284,3,3:21.0,Offensive rebound by Team,,88,83
285,3,3:21.0,L. James makes free throw 2 of 2,,89,83
286,3,3:08.0,,A. Wiggins makes 2-pt jump shot from 4 ft (assist by R. Rubio),89,85
287,3,3:08.0,,Shooting foul by J. Jones (drawn by A. Wiggins),89,85
288,3,3:08.0,,A. Wiggins misses free throw 1 of 1,89,85
289,3,3:08.0,Defensive rebound by K. Korver,,89,85
290,3,2:47.0,J. Jones misses 3-pt jump shot from 24 ft,,89,85
291,3,2:46.0,Offensive rebound by T. Thompson,,89,85
292,3,2:44.0,T. Thompson makes 2-pt layup from 1 ft,,91,85
293,3,2:24.0,,R. Rubio misses 2-pt layup from 3 ft,91,85
294,3,2:23.0,Defensive rebound by Team,,91,85
295,3,2:03.0,K. Korver misses 3-pt jump shot from 25 ft (block by B. Rush),,91,85
296,3,2:02.0,,Defensive rebound by R. Rubio,91,85
297,3,1:59.0,Offensive charge foul by K. Towns (drawn by J. Jones),,91,85
298,3,1:59.0,,Turnover by K. Towns (offensive foul),91,85
299,3,1:59.0,,N. Bjelica enters the game for K. Towns,91,85
300,3,1:49.0,Turnover by L. James (bad pass; steal by A. Wiggins),,91,85
301,3,1:46.0,,A. Wiggins makes 2-pt jump shot from 4 ft,91,87
302,3,1:46.0,,Shooting block foul by L. James (drawn by A. Wiggins),91,87
303,3,1:46.0,C. Frye enters the game for T. Thompson,,91,87
304,3,1:46.0,,A. Wiggins makes free throw 1 of 1,91,88
305,3,1:34.0,K. Korver misses 3-pt jump shot from 25 ft,,91,88
306,3,1:33.0,,Defensive rebound by R. Rubio,91,88
307,3,1:19.0,,A. Wiggins misses 2-pt jump shot from 21 ft,91,88
308,3,1:17.0,Defensive rebound by K. Korver,,91,88
309,3,1:04.0,L. James misses 2-pt layup from 1 ft,,91,88
310,3,1:02.0,,Defensive rebound by G. Dieng,91,88
311,3,0:54.0,,Turnover by R. Rubio (bad pass),91,88
312,3,0:36.0,C. Frye makes 2-pt jump shot from 23 ft (assist by L. James),,93,88
313,3,0:12.0,,A. Wiggins makes 3-pt jump shot from 26 ft,93,91
314,3,0:04.0,Turnover by L. James (bad pass; steal by R. Rubio),,93,91
315,3,0:00.0,,A. Wiggins makes 2-pt jump shot from 22 ft (assist by R. Rubio),93,93
316,4,11:44.0,,Personal foul by K. Korver (drawn by N. Bjelica),93,93
317,4,11:34.0,,A. Wiggins misses 2-pt layup from 2 ft,93,93
318,4,11:32.0,Defensive rebound by R. Jefferson,,93,93
319,4,11:29.0,D. Williams makes 2-pt dunk at rim (assist by R. Jefferson),,95,93
320,4,11:02.0,,S. Muhammad misses 3-pt jump shot from 25 ft,95,93
321,4,11:00.0,Defensive rebound by C. Frye,,95,93
322,4,10:38.0,C. Frye makes 2-pt jump shot from 23 ft (assist by R. Jefferson),,97,93
323,4,10:37.0,,Minnesota full timeout,97,93
324,4,10:37.0,,K. Dunn enters the game for R. Rubio,97,93
325,4,10:37.0,,B. Rush enters the game for A. Wiggins,97,93
326,4,10:23.0,,B. Rush misses 3-pt jump shot from 23 ft,97,93
327,4,10:21.0,,Offensive rebound by N. Bjelica,97,93
328,4,10:21.0,,N. Bjelica misses 2-pt layup at rim,97,93
329,4,10:20.0,,Offensive rebound by N. Bjelica,97,93
330,4,10:20.0,,N. Bjelica misses 2-pt layup from 2 ft,97,93
331,4,10:18.0,Defensive rebound by R. Jefferson,,97,93
332,4,10:07.0,Shooting foul by N. Bjelica (drawn by D. Williams),,97,93
333,4,10:07.0,D. Williams misses free throw 1 of 2,,97,93
334,4,10:07.0,Offensive rebound by Team,,97,93
335,4,10:07.0,,K. Towns enters the game for G. Dieng,97,93
336,4,10:07.0,D. Williams makes free throw 2 of 2,,98,93
337,4,9:56.0,,K. Towns misses 2-pt jump shot from 20 ft,98,93
338,4,9:55.0,Defensive rebound by D. Williams,,98,93
339,4,9:45.0,C. Frye misses 3-pt jump shot from 25 ft,,98,93
340,4,9:44.0,,Defensive rebound by B. Rush,98,93
341,4,9:36.0,,K. Towns makes 2-pt layup from 1 ft (assist by K. Dunn),98,95
342,4,9:28.0,K. Irving makes 2-pt jump shot from 15 ft,,100,95
343,4,9:09.0,,K. Dunn makes 2-pt jump shot from 19 ft,100,97
344,4,8:46.0,K. Irving misses 2-pt jump shot from 14 ft,,100,97
345,4,8:45.0,,Defensive rebound by B. Rush,100,97
346,4,8:38.0,,Turnover by N. Bjelica (bad pass),100,97
347,4,8:29.0,Personal foul by K. Dunn (drawn by K. Irving),,100,97
348,4,8:18.0,K. Irving misses 2-pt jump shot from 18 ft,,100,97
349,4,8:17.0,,Defensive rebound by K. Towns,100,97
350,4,8:03.0,,K. Towns misses 2-pt layup from 2 ft (block by K. Korver),100,97
351,4,8:02.0,,Offensive rebound by Team,100,97
352,4,7:56.0,,K. Dunn misses 2-pt layup from 2 ft (block by K. Irving),100,97
353,4,7:54.0,,Offensive rebound by Team,100,97
354,4,7:54.0,,Turnover by Team (shot clock),100,97
355,4,7:45.0,K. Korver makes 3-pt jump shot from 25 ft (assist by K. Irving),,103,97
356,4,7:20.0,,N. Bjelica makes 2-pt jump shot from 5 ft (assist by K. Towns),103,99
357,4,7:04.0,,A. Wiggins enters the game for S. Muhammad,103,99
358,4,7:04.0,,R. Rubio enters the game for K. Dunn,103,99
359,4,6:56.0,K. Irving makes 2-pt jump shot from 14 ft,,105,99
360,4,6:40.0,,K. Towns makes 2-pt jump shot from 7 ft (assist by R. Rubio),105,101
361,4,6:40.0,,Shooting foul by D. Williams (drawn by K. Towns),105,101
362,4,6:40.0,T. Thompson enters the game for C. Frye,,105,101
363,4,6:40.0,L. James enters the game for R. Jefferson,,105,101
364,4,6:40.0,,K. Towns makes free throw 1 of 1,105,102
365,4,6:18.0,K. Irving misses 3-pt jump shot from 25 ft,,105,102
366,4,6:17.0,,Defensive rebound by Team,105,102
367,4,6:17.0,,G. Dieng enters the game for N. Bjelica,105,102
368,4,6:03.0,,K. Towns misses 2-pt layup from 2 ft,105,102
369,4,6:02.0,,Offensive rebound by G. Dieng,105,102
370,4,5:55.0,,A. Wiggins makes 2-pt layup from 3 ft,105,104
371,4,5:33.0,Turnover by K. Korver (bad pass; steal by B. Rush),,105,104
372,4,5:28.0,,K. Towns misses 2-pt layup at rim,105,104
373,4,5:27.0,Defensive rebound by L. James,,105,104
374,4,5:22.0,D. Williams makes 2-pt dunk at rim (assist by L. James),,107,104
375,4,4:56.0,,A. Wiggins misses 3-pt jump shot from 25 ft,107,104
376,4,4:55.0,Defensive rebound by D. Williams,,107,104
377,4,4:50.0,K. Irving misses 2-pt layup from 2 ft,,107,104
378,4,4:48.0,,Defensive rebound by G. Dieng,107,104
379,4,4:33.0,,Minnesota full timeout,107,104
380,4,4:25.0,,A. Wiggins misses 3-pt jump shot from 25 ft,107,104
381,4,4:24.0,Defensive rebound by L. James,,107,104
382,4,4:03.0,K. Irving makes 2-pt layup from 2 ft,,109,104
383,4,3:52.0,,Personal foul by D. Williams (drawn by A. Wiggins),109,104
384,4,3:46.0,,A. Wiggins makes 2-pt jump shot from 19 ft (assist by R. Rubio),109,106
385,4,3:15.0,K. Irving misses 3-pt jump shot from 23 ft,,109,106
386,4,3:14.0,,Defensive rebound by K. Towns,109,106
