,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MILWAUKEE_ACTION,WASHINGTON_SCORE,MILWAUKEE_SCORE
0,1,11:43.0,M. Morris makes 2-pt layup at rim (assist by O. Porter),,2,0
1,1,11:19.0,,Turnover by J. Henson (dbl dribble),2,0
2,1,11:09.0,Personal foul by J. Henson (drawn by M. Morris),,2,0
3,1,11:03.0,M. Morris makes 2-pt layup at rim,,4,0
4,1,10:47.0,,J. Parker makes 3-pt jump shot from 26 ft (assist by J. Henson),4,3
5,1,10:35.0,B. Beal misses 3-pt jump shot from 23 ft,,4,3
6,1,10:33.0,,Defensive rebound by T. Snell,4,3
7,1,10:22.0,,M. Brogdon makes 3-pt jump shot from 25 ft (assist by M. Teletović),4,6
8,1,10:08.0,Shooting foul by J. Henson (drawn by O. Porter),,4,6
9,1,10:08.0,O. Porter makes free throw 1 of 2,,5,6
10,1,10:08.0,O. Porter makes free throw 2 of 2,,6,6
11,1,9:41.0,,M. Brogdon misses 2-pt jump shot from 16 ft,6,6
12,1,9:40.0,Defensive rebound by M. Morris,,6,6
13,1,9:29.0,J. Wall misses 3-pt jump shot from 26 ft,,6,6
14,1,9:28.0,Offensive rebound by Team,,6,6
15,1,9:21.0,B. Beal makes 2-pt hook shot from 4 ft (assist by O. Porter),,8,6
16,1,9:09.0,,Personal foul by M. Morris (drawn by M. Brogdon),8,6
17,1,9:05.0,,J. Parker makes 3-pt jump shot from 27 ft (assist by J. Henson),8,9
18,1,8:51.0,Turnover by B. Beal (bad pass; steal by J. Henson),,8,9
19,1,8:47.0,,Turnover by M. Brogdon (step out of bounds),8,9
20,1,8:28.0,M. Gortat misses 2-pt hook shot from 2 ft,,8,9
21,1,8:25.0,,Defensive rebound by J. Parker,8,9
22,1,8:10.0,,J. Henson misses 2-pt layup at rim,8,9
23,1,8:08.0,Defensive rebound by B. Beal,,8,9
24,1,8:00.0,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),,10,9
25,1,7:47.0,,M. Brogdon makes 2-pt layup from 1 ft,10,11
26,1,7:34.0,Turnover by M. Morris (bad pass; steal by M. Teletović),,10,11
27,1,7:26.0,,M. Brogdon misses 2-pt layup from 2 ft,10,11
28,1,7:23.0,Defensive rebound by O. Porter,,10,11
29,1,7:10.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,13,11
30,1,6:55.0,,J. Parker misses 2-pt jump shot from 18 ft,13,11
31,1,6:53.0,Defensive rebound by M. Gortat,,13,11
32,1,6:42.0,Turnover by B. Beal (bad pass; steal by M. Brogdon),,13,11
33,1,6:21.0,,T. Snell makes 3-pt jump shot from 28 ft (assist by J. Parker),13,14
34,1,6:06.0,B. Beal misses 3-pt jump shot from 26 ft,,13,14
35,1,6:05.0,,Defensive rebound by M. Teletović,13,14
36,1,5:57.0,,T. Snell misses 3-pt jump shot from 28 ft,13,14
37,1,5:56.0,Defensive rebound by M. Morris,,13,14
38,1,5:46.0,Personal foul by J. Parker (drawn by M. Gortat),,13,14
39,1,5:46.0,,Milwaukee full timeout,13,14
40,1,5:46.0,,G. Monroe enters the game for M. Teletović,13,14
41,1,5:46.0,,M. Beasley enters the game for J. Henson,13,14
42,1,5:36.0,O. Porter makes 3-pt jump shot from 26 ft (assist by M. Morris),,16,14
43,1,5:08.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Brogdon),16,17
44,1,4:54.0,M. Morris misses 3-pt jump shot from 22 ft,,16,17
45,1,4:53.0,,Defensive rebound by G. Monroe,16,17
46,1,4:43.0,,Def 3 sec tech foul by M. Morris,16,17
47,1,4:43.0,,M. Brogdon makes technical free throw,16,18
48,1,4:43.0,K. Oubre enters the game for M. Morris,,16,18
49,1,4:32.0,,T. Snell misses 3-pt jump shot from 24 ft,16,18
50,1,4:31.0,Defensive rebound by O. Porter,,16,18
51,1,4:27.0,B. Beal makes 2-pt layup at rim (assist by J. Wall),,18,18
52,1,4:16.0,,J. Parker makes 2-pt dunk at rim (assist by M. Brogdon),18,20
53,1,4:03.0,Turnover by M. Gortat (lost ball; steal by G. Monroe),,18,20
54,1,4:00.0,,G. Monroe misses 2-pt layup from 3 ft (block by O. Porter),18,20
55,1,3:59.0,,Offensive rebound by G. Monroe,18,20
56,1,3:54.0,,Personal foul by B. Beal (drawn by M. Beasley),18,20
57,1,3:54.0,,M. Dellavedova enters the game for M. Brogdon,18,20
58,1,3:39.0,,T. Snell makes 2-pt dunk at rim,18,22
59,1,3:17.0,M. Gortat misses 2-pt jump shot from 15 ft,,18,22
60,1,3:15.0,,Defensive rebound by M. Dellavedova,18,22
61,1,3:07.0,,J. Parker misses 2-pt jump shot from 5 ft,18,22
62,1,3:06.0,Defensive rebound by J. Wall,,18,22
63,1,2:59.0,B. Beal makes 3-pt jump shot from 28 ft (assist by J. Wall),,21,22
64,1,2:35.0,,J. Parker misses 3-pt jump shot from 27 ft,21,22
65,1,2:34.0,Defensive rebound by B. Beal,,21,22
66,1,2:24.0,J. Wall misses 2-pt jump shot from 17 ft,,21,22
67,1,2:23.0,,Defensive rebound by G. Monroe,21,22
68,1,2:13.0,,Shooting foul by K. Oubre (drawn by M. Beasley),21,22
69,1,2:13.0,Washington full timeout,,21,22
70,1,2:13.0,,M. Beasley makes free throw 1 of 2,21,23
71,1,2:13.0,S. Mac enters the game for B. Beal,,21,22
72,1,2:13.0,,J. Terry enters the game for T. Snell,21,23
73,1,2:13.0,,M. Beasley makes free throw 2 of 2,21,24
74,1,2:01.0,O. Porter misses 3-pt jump shot from 26 ft,,21,24
75,1,1:59.0,,Defensive rebound by M. Beasley,21,24
76,1,1:44.0,,M. Beasley misses 2-pt jump shot from 15 ft,21,24
77,1,1:43.0,Defensive rebound by S. Mac,,21,24
78,1,1:34.0,Turnover by J. Wall (bad pass; steal by M. Beasley),,21,24
79,1,1:30.0,,M. Beasley makes 2-pt layup from 1 ft,21,26
80,1,1:17.0,Turnover by J. Wall (bad pass; steal by G. Monroe),,21,26
81,1,1:12.0,Offensive charge foul by M. Beasley (drawn by J. Wall),,21,26
82,1,1:12.0,,Turnover by M. Beasley (offensive foul),21,26
83,1,1:12.0,,M. Teletović enters the game for J. Parker,21,26
84,1,0:59.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by O. Porter),,24,26
85,1,0:48.0,,Turnover by J. Terry (step out of bounds),24,26
86,1,0:39.0,Turnover by J. Wall (lost ball; steal by G. Monroe),,24,26
87,1,0:38.0,,M. Beasley makes 2-pt layup from 1 ft,24,28
88,1,0:38.0,,Shooting foul by O. Porter (drawn by M. Beasley),24,28
89,1,0:38.0,,M. Beasley makes free throw 1 of 1,24,29
90,1,0:25.0,Turnover by J. Wall (bad pass; steal by J. Terry),,24,29
91,1,0:04.0,,G. Monroe makes 2-pt jump shot from 18 ft,24,31
92,1,0:01.0,O. Porter misses 3-pt jump shot from 39 ft,,24,31
93,1,0:00.0,Offensive rebound by Team,,24,31
94,2,11:47.0,,M. Beasley makes 2-pt jump shot from 17 ft (assist by G. Monroe),24,33
95,2,11:24.0,M. Morris misses 2-pt jump shot from 15 ft,,24,33
96,2,11:23.0,,Defensive rebound by G. Monroe,24,33
97,2,11:19.0,,M. Beasley makes 2-pt layup from 1 ft (assist by M. Dellavedova),24,35
98,2,10:58.0,J. Smith misses 2-pt jump shot from 19 ft,,24,35
99,2,10:56.0,,Defensive rebound by M. Dellavedova,24,35
100,2,10:49.0,,M. Teletović misses 2-pt jump shot from 6 ft,24,35
101,2,10:48.0,,Offensive rebound by G. Monroe,24,35
102,2,10:45.0,,Turnover by G. Monroe (lost ball; steal by J. Smith),24,35
103,2,10:44.0,Personal take foul by J. Terry (drawn by K. Oubre),,24,35
104,2,10:34.0,Personal block foul by M. Dellavedova (drawn by T. Burke),,24,35
105,2,10:34.0,,M. Brogdon enters the game for M. Dellavedova,24,35
106,2,10:19.0,M. Morris misses 2-pt layup from 2 ft,,24,35
107,2,10:17.0,,Defensive rebound by G. Monroe,24,35
108,2,10:10.0,,Turnover by J. Terry (bad pass; steal by S. Mac),24,35
109,2,10:06.0,K. Oubre misses 2-pt layup at rim (block by M. Brogdon),,24,35
110,2,10:05.0,Offensive rebound by K. Oubre,,24,35
111,2,10:05.0,Turnover by K. Oubre (lost ball),,24,35
112,2,9:47.0,,M. Beasley misses 2-pt jump shot from 8 ft,24,35
113,2,9:46.0,Defensive rebound by J. Smith,,24,35
114,2,9:36.0,M. Morris makes 3-pt jump shot from 26 ft (assist by T. Burke),,27,35
115,2,9:16.0,,M. Brogdon misses 2-pt jump shot from 14 ft,27,35
