,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
0,1,11:41.0,,K. Leonard makes 2-pt dunk at rim,0,2
1,1,11:17.0,M. Gasol misses 2-pt jump shot from 18 ft,,0,2
2,1,11:16.0,,Defensive rebound by T. Parker,0,2
3,1,11:00.0,,L. Aldridge misses 2-pt jump shot from 21 ft,0,2
4,1,11:00.0,Defensive rebound by J. Green,,0,2
5,1,10:54.0,M. Conley makes 3-pt jump shot from 26 ft,,3,2
6,1,10:41.0,,T. Parker makes 2-pt jump shot from 17 ft,3,4
7,1,10:30.0,M. Conley makes 2-pt jump shot from 17 ft,,5,4
8,1,10:14.0,,T. Parker makes 2-pt jump shot from 8 ft,5,6
9,1,9:57.0,W. Selden misses 3-pt jump shot from 26 ft,,5,6
10,1,9:56.0,,Defensive rebound by K. Leonard,5,6
11,1,9:45.0,,Shooting foul by J. Green (drawn by D. Dedmon),5,6
12,1,9:45.0,,D. Dedmon makes free throw 1 of 2,5,7
13,1,9:45.0,,D. Dedmon makes free throw 2 of 2,5,8
14,1,9:28.0,V. Carter makes 2-pt layup at rim (assist by M. Conley),,7,8
15,1,9:14.0,,Shooting foul by W. Selden (drawn by L. Aldridge),7,8
16,1,9:14.0,,L. Aldridge makes free throw 1 of 2,7,9
17,1,9:14.0,,L. Aldridge makes free throw 2 of 2,7,10
18,1,8:55.0,V. Carter misses 2-pt layup from 4 ft,,7,10
19,1,8:53.0,,Defensive rebound by D. Dedmon,7,10
20,1,8:45.0,,T. Parker misses 2-pt jump shot from 16 ft,7,10
21,1,8:44.0,Defensive rebound by J. Green,,7,10
22,1,8:36.0,J. Green misses 2-pt jump shot from 19 ft,,7,10
23,1,8:35.0,,Defensive rebound by T. Parker,7,10
24,1,8:24.0,,L. Aldridge makes 2-pt jump shot from 6 ft,7,12
25,1,8:24.0,,Shooting foul by J. Green (drawn by L. Aldridge),7,12
26,1,8:24.0,,L. Aldridge makes free throw 1 of 1,7,13
27,1,8:14.0,Personal foul by D. Dedmon (drawn by M. Gasol),,7,13
28,1,8:06.0,M. Conley misses 2-pt jump shot from 14 ft,,7,13
29,1,8:05.0,,Defensive rebound by K. Leonard,7,13
30,1,7:54.0,,T. Parker misses 2-pt jump shot from 22 ft,7,13
31,1,7:53.0,Defensive rebound by M. Gasol,,7,13
32,1,7:42.0,Shooting foul by D. Green (drawn by M. Conley),,7,13
33,1,7:42.0,M. Conley makes free throw 1 of 3,,8,13
34,1,7:42.0,M. Conley makes free throw 2 of 3,,9,13
35,1,7:42.0,M. Conley makes free throw 3 of 3,,10,13
36,1,7:34.0,,Turnover by K. Leonard (step out of bounds),10,13
37,1,7:16.0,W. Selden misses 3-pt jump shot from 25 ft,,10,13
38,1,7:16.0,,Defensive rebound by D. Dedmon,10,13
39,1,7:06.0,,K. Leonard makes 2-pt jump shot from 13 ft,10,15
40,1,6:49.0,J. Green misses 2-pt jump shot from 21 ft,,10,15
41,1,6:48.0,,Defensive rebound by D. Dedmon,10,15
42,1,6:29.0,,Shooting foul by W. Selden (drawn by K. Leonard),10,15
43,1,6:29.0,,K. Leonard makes free throw 1 of 2,10,16
