,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:37.0,M. Gasol misses 2-pt jump shot from 8 ft,,0,0
1,1,11:37.0,,Defensive rebound by A. Roberson,0,0
2,1,11:20.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),0,2
3,1,11:08.0,T. Allen misses 2-pt jump shot from 5 ft,,0,2
4,1,11:08.0,Offensive rebound by J. Green,,0,2
5,1,10:46.0,M. Gasol misses 2-pt jump shot from 4 ft,,0,2
6,1,10:45.0,Offensive rebound by T. Allen,,0,2
7,1,10:45.0,T. Allen makes 2-pt layup from 2 ft,,2,2
8,1,10:28.0,,Turnover by S. Adams (lost ball; steal by M. Conley),2,2
9,1,10:23.0,M. Conley misses 3-pt jump shot from 24 ft,,2,2
10,1,10:22.0,,Defensive rebound by R. Westbrook,2,2
11,1,10:14.0,,D. Sabonis misses 3-pt jump shot from 23 ft,2,2
12,1,10:14.0,Defensive rebound by C. Parsons,,2,2
13,1,9:54.0,T. Allen makes 2-pt layup at rim (assist by M. Gasol),,4,2
14,1,9:45.0,,Shooting foul by J. Green (drawn by S. Adams),4,2
15,1,9:45.0,,S. Adams misses free throw 1 of 2,4,2
16,1,9:45.0,,Offensive rebound by Team,4,2
17,1,9:45.0,,S. Adams misses free throw 2 of 2,4,2
18,1,9:44.0,Defensive rebound by J. Green,,4,2
19,1,9:29.0,Turnover by J. Green (bad pass; steal by V. Oladipo),,4,2
20,1,9:17.0,,D. Sabonis makes 2-pt jump shot from 7 ft,4,4
21,1,8:55.0,C. Parsons misses 3-pt jump shot from 25 ft,,4,4
22,1,8:54.0,,Defensive rebound by V. Oladipo,4,4
23,1,8:43.0,,Offensive foul by D. Sabonis (drawn by J. Green),4,4
24,1,8:43.0,,Turnover by D. Sabonis (offensive foul),4,4
25,1,8:33.0,Shooting foul by A. Roberson (drawn by C. Parsons),,4,4
26,1,8:33.0,C. Parsons makes free throw 1 of 2,,5,4
