,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
386,4,7:36.0,,J. Harden enters the game for T. Williams,87,94
387,4,7:36.0,,M. Harrell enters the game for C. Onuaku,87,94
388,4,7:32.0,,J. Harden misses 3-pt jump shot from 25 ft,87,94
389,4,7:30.0,Defensive rebound by T. Harris,,87,94
390,4,7:21.0,A. Drummond makes 2-pt hook shot from 11 ft (assist by B. Udrih),,89,94
391,4,7:16.0,H. Ellenson enters the game for T. Harris,,89,94
392,4,7:16.0,B. Marjanović enters the game for A. Drummond,,89,94
393,4,7:07.0,,T. Ariza misses 3-pt jump shot from 23 ft,89,94
394,4,7:06.0,,Offensive rebound by Team,89,94
395,4,7:00.0,,E. Gordon misses 2-pt jump shot from 19 ft,89,94
396,4,6:59.0,Defensive rebound by B. Marjanović,,89,94
397,4,6:46.0,B. Marjanović makes 2-pt layup from 2 ft (assist by S. Johnson),,91,94
398,4,6:19.0,,T. Ariza misses 2-pt jump shot from 8 ft,91,94
399,4,6:18.0,,Offensive rebound by T. Ariza,91,94
400,4,6:18.0,,T. Ariza misses 2-pt layup from 2 ft,91,94
401,4,6:17.0,Defensive rebound by B. Marjanović,,91,94
402,4,5:58.0,B. Marjanović makes 2-pt dunk at rim (assist by S. Johnson),,93,94
403,4,5:42.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),93,97
404,4,5:30.0,Official timeout,,93,97
405,4,5:30.0,,T. Williams enters the game for P. Beverley,93,97
406,4,5:30.0,I. Smith enters the game for B. Udrih,,93,97
407,4,5:24.0,H. Ellenson misses 3-pt jump shot from 24 ft,,93,97
408,4,5:22.0,Offensive rebound by B. Marjanović,,93,97
409,4,5:22.0,B. Marjanović makes 2-pt layup from 1 ft,,95,97
410,4,5:22.0,Shooting foul by T. Williams (drawn by B. Marjanović),,95,97
411,4,5:22.0,B. Marjanović makes free throw 1 of 1,,96,97
412,4,4:57.0,,J. Harden misses 3-pt jump shot from 27 ft,96,97
413,4,4:57.0,,Offensive rebound by Team,96,97
414,4,4:57.0,,Turnover by Team (shot clock),96,97
415,4,4:44.0,B. Marjanović misses 2-pt hook shot from 7 ft,,96,97
416,4,4:43.0,,Defensive rebound by J. Harden,96,97
417,4,4:31.0,,Turnover by E. Gordon (bad pass),96,97
418,4,4:12.0,B. Marjanović misses 2-pt jump shot from 10 ft,,96,97
419,4,4:10.0,,Defensive rebound by M. Harrell,96,97
420,4,4:03.0,,Shooting foul by S. Johnson (drawn by J. Harden),96,97
421,4,4:03.0,,J. Harden makes free throw 1 of 3,96,98
422,4,4:03.0,,J. Harden misses free throw 2 of 3,96,98
423,4,4:03.0,,Offensive rebound by Team,96,98
424,4,4:03.0,,J. Harden makes free throw 3 of 3,96,99
425,4,3:49.0,Personal foul by M. Harrell (drawn by B. Marjanović),,96,99
426,4,3:36.0,S. Johnson makes 3-pt jump shot from 26 ft,,99,99
427,4,3:30.0,,Turnover by J. Harden (bad pass; steal by R. Bullock),99,99
428,4,3:12.0,S. Johnson misses 3-pt jump shot from 26 ft,,99,99
429,4,3:11.0,,Defensive rebound by J. Harden,99,99
430,4,3:05.0,,J. Harden makes 3-pt jump shot from 26 ft,99,102
431,4,2:47.0,H. Ellenson makes 2-pt layup from 2 ft,,101,102
432,4,2:26.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by T. Ariza),101,105
433,4,2:10.0,H. Ellenson misses 3-pt jump shot from 25 ft,,101,105
434,4,2:09.0,,Defensive rebound by E. Gordon,101,105
435,4,2:01.0,,J. Harden misses 3-pt jump shot from 31 ft,101,105
436,4,2:01.0,Defensive rebound by H. Ellenson,,101,105
437,4,1:51.0,Shooting foul by J. Harden (drawn by H. Ellenson),,101,105
438,4,1:51.0,,Houston full timeout,101,105
439,4,1:51.0,H. Ellenson makes free throw 1 of 2,,102,105
440,4,1:51.0,,P. Beverley enters the game for T. Williams,101,105
441,4,1:51.0,H. Ellenson makes free throw 2 of 2,,103,105
442,4,1:34.0,,T. Ariza misses 2-pt dunk at rim (block by H. Ellenson),103,105
443,4,1:33.0,Defensive rebound by H. Ellenson,,103,105
444,4,1:28.0,I. Smith misses 2-pt layup from 2 ft,,103,105
445,4,1:28.0,Offensive rebound by B. Marjanović,,103,105
446,4,1:28.0,B. Marjanović makes 2-pt layup at rim,,105,105
447,4,1:13.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),105,107
448,4,1:02.0,I. Smith makes 2-pt jump shot from 19 ft,,107,107
449,4,0:46.0,,J. Harden misses 3-pt jump shot from 26 ft,107,107
450,4,0:45.0,Defensive rebound by B. Marjanović,,107,107
451,4,0:32.0,S. Johnson makes 3-pt jump shot from 26 ft (assist by I. Smith),,110,107
452,4,0:21.0,,J. Harden misses 3-pt jump shot from 26 ft,110,107
453,4,0:20.0,Defensive rebound by H. Ellenson,,110,107
454,4,0:16.0,Personal take foul by J. Harden (drawn by S. Johnson),,110,107
455,4,0:16.0,S. Johnson makes free throw 1 of 2,,111,107
456,4,0:16.0,S. Johnson makes free throw 2 of 2,,112,107
457,4,0:16.0,,Houston full timeout,112,107
458,4,0:16.0,T. Harris enters the game for H. Ellenson,,112,107
459,4,0:16.0,M. Morris enters the game for B. Marjanović,,112,107
460,4,0:11.0,,M. Harrell makes 2-pt layup at rim,112,109
461,4,0:08.0,Detroit full timeout,,112,109
462,4,0:08.0,Detroit full timeout,,112,109
463,4,0:08.0,Personal take foul by J. Harden (drawn by T. Harris),,112,109
464,4,0:08.0,T. Harris makes free throw 1 of 2,,113,109
465,4,0:08.0,B. Udrih enters the game for I. Smith,,112,109
466,4,0:08.0,H. Ellenson enters the game for R. Bullock,,112,109
467,4,0:08.0,R. Bullock enters the game for H. Ellenson,,113,109
468,4,0:08.0,I. Smith enters the game for B. Udrih,,113,109
469,4,0:08.0,T. Harris makes free throw 2 of 2,,114,109
470,4,0:08.0,,Houston full timeout,114,109
471,4,0:04.0,,J. Harden misses 3-pt jump shot from 25 ft,114,109
472,4,0:03.0,Defensive rebound by T. Harris,,114,109
