,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BROOKLYN_ACTION,CHICAGO_SCORE,BROOKLYN_SCORE
31,1,8:16.0,,C. LeVert misses 3-pt jump shot from 25 ft,6,8
32,1,8:15.0,Defensive rebound by M. Carter-Williams,,6,8
33,1,8:05.0,N. Mirotić misses 3-pt jump shot from 24 ft,,6,8
34,1,8:04.0,,Defensive rebound by J. Lin,6,8
35,1,7:48.0,,Shooting foul by R. Lopez (drawn by C. LeVert),6,8
36,1,7:48.0,,C. LeVert makes free throw 1 of 2,6,9
37,1,7:48.0,,C. LeVert misses free throw 2 of 2,6,9
38,1,7:48.0,J. Lauvergne enters the game for R. Lopez,,6,9
39,1,7:46.0,Defensive rebound by J. Lauvergne,,6,9
40,1,7:35.0,J. Butler makes 2-pt jump shot from 18 ft,,8,9
41,1,7:19.0,,C. LeVert misses 3-pt jump shot from 25 ft,8,9
42,1,7:18.0,Defensive rebound by M. Carter-Williams,,8,9
43,1,7:05.0,N. Mirotić misses 2-pt jump shot from 21 ft,,8,9
44,1,7:03.0,,Defensive rebound by Team,8,9
45,1,6:52.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by J. Lin),8,12
46,1,6:38.0,J. Lauvergne misses 2-pt jump shot from 19 ft,,8,12
47,1,6:37.0,,Defensive rebound by R. Hollis-Jefferson,8,12
48,1,6:27.0,,C. LeVert makes 2-pt layup from 2 ft,8,14
49,1,6:27.0,Chicago full timeout,,8,14
50,1,6:27.0,P. Zipser enters the game for D. Wade,,8,14
51,1,6:17.0,J. Butler misses 2-pt jump shot from 9 ft,,8,14
52,1,6:16.0,,Defensive rebound by C. LeVert,8,14
53,1,6:12.0,,Shooting foul by P. Zipser (drawn by C. LeVert),8,14
54,1,6:12.0,,C. LeVert misses free throw 1 of 2,8,14
55,1,6:12.0,,Offensive rebound by Team,8,14
56,1,6:12.0,,C. LeVert misses free throw 2 of 2,8,14
57,1,6:11.0,,Offensive rebound by R. Foye,8,14
58,1,6:05.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by R. Foye),8,17
59,1,5:53.0,Shooting foul by R. Foye (drawn by J. Butler),,8,17
60,1,5:53.0,J. Butler makes free throw 1 of 2,,9,17
61,1,5:53.0,J. Butler makes free throw 2 of 2,,10,17
62,1,5:41.0,,B. Lopez makes 2-pt jump shot from 22 ft (assist by J. Lin),10,19
63,1,5:18.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,10,19
64,1,5:16.0,,Defensive rebound by C. LeVert,10,19
65,1,5:11.0,,Turnover by B. Lopez (dbl dribble),10,19
66,1,5:11.0,,I. Whitehead enters the game for R. Foye,10,19
67,1,4:51.0,P. Zipser misses 3-pt jump shot from 23 ft,,10,19
68,1,4:49.0,,Defensive rebound by Team,10,19
69,1,4:38.0,,Shooting foul by P. Zipser (drawn by R. Hollis-Jefferson),10,19
70,1,4:38.0,,R. Hollis-Jefferson makes free throw 1 of 2,10,20
71,1,4:38.0,,S. Dinwiddie enters the game for J. Lin,10,20
72,1,4:38.0,,K. McDaniels enters the game for C. LeVert,10,20
73,1,4:38.0,B. Portis enters the game for P. Zipser,,10,20
74,1,4:38.0,D. Valentine enters the game for N. Mirotić,,10,20
75,1,4:38.0,,R. Hollis-Jefferson makes free throw 2 of 2,10,21
76,1,4:23.0,Turnover by J. Butler (lost ball; steal by R. Hollis-Jefferson),,10,21
77,1,4:18.0,,I. Whitehead misses 2-pt layup from 1 ft,10,21
78,1,4:16.0,,Offensive rebound by I. Whitehead,10,21
79,1,4:12.0,,S. Dinwiddie makes 2-pt jump shot from 14 ft (assist by I. Whitehead),10,23
80,1,3:58.0,J. Lauvergne misses 3-pt jump shot from 24 ft,,10,23
81,1,3:57.0,,Defensive rebound by R. Hollis-Jefferson,10,23
82,1,3:51.0,,Turnover by B. Lopez (lost ball; steal by B. Portis),10,23
83,1,3:45.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,10,23
84,1,3:44.0,Offensive rebound by J. Lauvergne,,10,23
85,1,3:40.0,J. Lauvergne misses 2-pt layup from 2 ft (block by B. Lopez),,10,23
86,1,3:39.0,,Defensive rebound by B. Lopez,10,23
87,1,3:31.0,,R. Hollis-Jefferson makes 2-pt jump shot from 15 ft (assist by S. Dinwiddie),10,25
88,1,3:31.0,Chicago full timeout,,10,25
89,1,3:31.0,,T. Booker enters the game for R. Hollis-Jefferson,10,25
90,1,3:31.0,,Q. Acy enters the game for B. Lopez,10,25
91,1,3:18.0,D. Valentine misses 2-pt jump shot from 6 ft,,10,25
92,1,3:16.0,Offensive rebound by J. Lauvergne,,10,25
93,1,3:14.0,J. Lauvergne misses 2-pt dunk from 1 ft,,10,25
94,1,3:13.0,,Defensive rebound by T. Booker,10,25
95,1,3:08.0,,Turnover by I. Whitehead (lost ball),10,25
96,1,2:57.0,M. Carter-Williams misses 2-pt layup from 2 ft,,10,25
97,1,2:56.0,Offensive rebound by J. Lauvergne,,10,25
98,1,2:54.0,J. Lauvergne makes 2-pt layup from 2 ft,,12,25
99,1,2:48.0,,Q. Acy misses 2-pt layup from 2 ft,12,25
100,1,2:47.0,Defensive rebound by B. Portis,,12,25
101,1,2:38.0,Shooting foul by I. Whitehead (drawn by B. Portis),,12,25
102,1,2:38.0,,Brooklyn full timeout,12,25
103,1,2:38.0,B. Portis misses free throw 1 of 2,,12,25
104,1,2:38.0,Offensive rebound by Team,,12,25
105,1,2:38.0,B. Portis makes free throw 2 of 2,,13,25
106,1,2:28.0,,T. Booker makes 2-pt layup from 3 ft (assist by S. Dinwiddie),13,27
107,1,2:10.0,B. Portis makes 3-pt jump shot from 25 ft (assist by J. Butler),,16,27
108,1,1:51.0,,Turnover by K. McDaniels (lost ball; steal by M. Carter-Williams),16,27
109,1,1:48.0,M. Carter-Williams misses 2-pt layup from 2 ft (block by I. Whitehead),,16,27
110,1,1:47.0,Offensive rebound by Team,,16,27
111,1,1:40.0,Turnover by J. Butler (lost ball; steal by Q. Acy),,16,27
112,1,1:31.0,,I. Whitehead misses 2-pt layup from 1 ft (block by M. Carter-Williams),16,27
113,1,1:30.0,,Offensive rebound by Team,16,27
114,1,1:23.0,,Q. Acy makes 3-pt jump shot from 25 ft (assist by I. Whitehead),16,30
115,1,0:57.0,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by D. Valentine),,19,30
116,1,0:43.0,,Turnover by K. McDaniels (traveling),19,30
117,1,0:30.0,J. Butler makes 3-pt jump shot from 25 ft,,22,30
118,1,0:11.0,,S. Dinwiddie makes 2-pt layup from 2 ft,22,32
119,1,0:00.0,J. Butler makes 3-pt jump shot from 26 ft,,25,32
120,2,11:40.0,Turnover by D. Valentine (lost ball; steal by A. Goodwin),,25,32
121,2,11:36.0,,I. Whitehead makes 2-pt layup from 3 ft (assist by A. Goodwin),25,34
122,2,11:23.0,Turnover by D. Wade (bad pass; steal by T. Booker),,25,34
123,2,11:19.0,,K. McDaniels makes 2-pt layup from 2 ft,25,36
124,2,11:04.0,D. Wade misses 3-pt jump shot from 25 ft,,25,36
125,2,11:03.0,,Defensive rebound by K. McDaniels,25,36
126,2,10:54.0,,Q. Acy misses 3-pt jump shot from 25 ft,25,36
127,2,10:53.0,Defensive rebound by D. Wade,,25,36
128,2,10:45.0,B. Portis misses 2-pt jump shot from 12 ft,,25,36
129,2,10:44.0,,Defensive rebound by K. McDaniels,25,36
130,2,10:37.0,,T. Booker makes 2-pt layup from 2 ft (assist by K. McDaniels),25,38
131,2,10:37.0,,Shooting foul by C. Felício (drawn by T. Booker),25,38
132,2,10:37.0,J. Grant enters the game for M. Carter-Williams,,25,38
133,2,10:37.0,A. Morrow enters the game for D. Valentine,,25,38
134,2,10:37.0,,T. Booker makes free throw 1 of 1,25,39
135,2,10:25.0,J. Grant makes 2-pt layup from 1 ft,,27,39
136,2,10:10.0,,A. Goodwin makes 3-pt jump shot from 23 ft (assist by I. Whitehead),27,42
137,2,9:55.0,C. Felício makes 2-pt hook shot from 7 ft (assist by D. Wade),,29,42
138,2,9:43.0,Violation by B. Portis (kicked ball),,29,42
139,2,9:29.0,,Q. Acy misses 3-pt jump shot from 26 ft,29,42
140,2,9:28.0,Defensive rebound by C. Felício,,29,42
141,2,9:18.0,C. Felício makes 2-pt jump shot from 20 ft (assist by J. Grant),,31,42
142,2,8:53.0,,T. Booker misses 2-pt jump shot from 13 ft,31,42
143,2,8:52.0,Defensive rebound by Team,,31,42
144,2,8:52.0,,Loose ball foul by Q. Acy (drawn by C. Felício),31,42
145,2,8:52.0,Official timeout,,31,42
146,2,8:52.0,,S. Dinwiddie enters the game for I. Whitehead,31,42
147,2,8:36.0,J. Grant makes 3-pt jump shot from 25 ft (assist by B. Portis),,34,42
148,2,8:21.0,,K. McDaniels misses 2-pt jump shot from 7 ft,34,42
149,2,8:20.0,Defensive rebound by B. Portis,,34,42
150,2,8:13.0,Turnover by D. Wade (lost ball; steal by K. McDaniels),,34,42
151,2,8:10.0,,A. Goodwin misses 2-pt layup from 1 ft,34,42
152,2,8:08.0,Defensive rebound by C. Felício,,34,42
153,2,8:02.0,D. Wade makes 2-pt layup from 2 ft (assist by J. Grant),,36,42
154,2,7:41.0,,Q. Acy misses 3-pt jump shot from 24 ft,36,42
155,2,7:39.0,,Offensive rebound by T. Booker,36,42
156,2,7:35.0,,T. Booker misses 2-pt jump shot from 12 ft,36,42
157,2,7:33.0,Defensive rebound by B. Portis,,36,42
158,2,7:26.0,Turnover by D. Wade (bad pass),,36,42
159,2,7:26.0,,Brooklyn full timeout,36,42
160,2,7:26.0,J. Butler enters the game for D. Wade,,36,42
161,2,7:26.0,,B. Lopez enters the game for K. McDaniels,36,42
162,2,7:26.0,,J. Lin enters the game for Q. Acy,36,42
163,2,7:04.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,36,42
164,2,7:02.0,Defensive rebound by C. Felício,,36,42
165,2,6:50.0,A. Morrow misses 3-pt jump shot from 23 ft,,36,42
166,2,6:49.0,,Defensive rebound by T. Booker,36,42
167,2,6:35.0,,B. Lopez misses 2-pt jump shot from 21 ft,36,42
168,2,6:34.0,Defensive rebound by B. Portis,,36,42
169,2,6:25.0,J. Butler makes 3-pt jump shot from 25 ft,,39,42
170,2,6:09.0,,Turnover by T. Booker (bad pass),39,42
171,2,5:52.0,J. Butler misses 2-pt jump shot from 21 ft,,39,42
172,2,5:51.0,,Defensive rebound by A. Goodwin,39,42
173,2,5:32.0,,T. Booker misses 2-pt jump shot from 6 ft,39,42
174,2,5:31.0,Defensive rebound by J. Grant,,39,42
175,2,5:20.0,B. Portis misses 2-pt jump shot from 19 ft,,39,42
176,2,5:19.0,,Defensive rebound by S. Dinwiddie,39,42
177,2,5:13.0,,A. Goodwin makes 2-pt jump shot from 13 ft,39,44
178,2,4:49.0,Turnover by C. Felício (lost ball; steal by S. Dinwiddie),,39,44
179,2,4:42.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),39,47
180,2,4:42.0,Chicago full timeout,,39,47
181,2,4:42.0,R. Lopez enters the game for B. Portis,,39,47
182,2,4:42.0,N. Mirotić enters the game for C. Felício,,39,47
183,2,4:42.0,,C. LeVert enters the game for T. Booker,39,47
184,2,4:42.0,,R. Hollis-Jefferson enters the game for A. Goodwin,39,47
185,2,4:19.0,J. Grant misses 2-pt jump shot from 17 ft,,39,47
186,2,4:17.0,,Defensive rebound by R. Hollis-Jefferson,39,47
187,2,4:04.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,39,47
188,2,4:03.0,Defensive rebound by J. Butler,,39,47
189,2,3:43.0,Turnover by J. Grant (bad pass; steal by S. Dinwiddie),,39,47
190,2,3:31.0,,B. Lopez misses 2-pt jump shot from 14 ft,39,47
191,2,3:29.0,Defensive rebound by Team,,39,47
192,2,3:29.0,,Loose ball foul by B. Lopez (drawn by R. Lopez),39,47
193,2,3:29.0,D. Valentine enters the game for A. Morrow,,39,47
194,2,3:05.0,N. Mirotić misses 2-pt jump shot from 18 ft,,39,47
195,2,3:04.0,,Defensive rebound by J. Lin,39,47
196,2,2:58.0,,Turnover by J. Lin (lost ball),39,47
197,2,2:42.0,R. Lopez makes 2-pt jump shot from 19 ft,,41,47
198,2,2:24.0,,J. Lin misses 3-pt jump shot from 25 ft,41,47
199,2,2:23.0,Defensive rebound by N. Mirotić,,41,47
200,2,2:15.0,N. Mirotić misses 3-pt jump shot from 25 ft,,41,47
201,2,2:14.0,,Defensive rebound by R. Hollis-Jefferson,41,47
202,2,2:04.0,,Personal foul by D. Valentine (drawn by J. Lin),41,47
203,2,1:55.0,,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,41,47
204,2,1:54.0,Defensive rebound by J. Butler,,41,47
205,2,1:43.0,Turnover by J. Butler (bad pass; steal by J. Lin),,41,47
206,2,1:39.0,,Turnover by J. Lin (bad pass; steal by N. Mirotić),41,47
207,2,1:35.0,Shooting foul by C. LeVert (drawn by R. Lopez),,41,47
208,2,1:35.0,R. Lopez makes free throw 1 of 2,,42,47
209,2,1:35.0,R. Lopez makes free throw 2 of 2,,43,47
210,2,1:21.0,,R. Hollis-Jefferson makes 2-pt jump shot from 12 ft,43,49
211,2,1:01.0,J. Grant makes 2-pt layup from 3 ft,,45,49
212,2,0:49.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by N. Mirotić),45,49
213,2,0:47.0,,Offensive rebound by R. Hollis-Jefferson,45,49
214,2,0:45.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by J. Grant),45,49
215,2,0:36.0,D. Valentine misses 2-pt jump shot from 6 ft,,45,49
216,2,0:35.0,,Defensive rebound by Team,45,49
217,2,0:31.0,,J. Lin makes 2-pt layup from 2 ft,45,51
218,2,0:16.0,J. Butler misses 2-pt jump shot from 12 ft,,45,51
219,2,0:15.0,,Defensive rebound by C. LeVert,45,51
220,2,0:02.0,,J. Lin misses 2-pt layup from 3 ft,45,51
221,2,0:01.0,Defensive rebound by R. Lopez,,45,51
222,3,11:44.0,D. Wade misses 2-pt jump shot from 19 ft,,45,51
223,3,11:43.0,,Defensive rebound by J. Lin,45,51
224,3,11:33.0,,B. Lopez misses 2-pt jump shot from 7 ft,45,51
225,3,11:32.0,Defensive rebound by Team,,45,51
226,3,11:16.0,Shooting foul by J. Lin (drawn by N. Mirotić),,45,51
227,3,11:16.0,N. Mirotić misses free throw 1 of 2,,45,51
228,3,11:16.0,Offensive rebound by Team,,45,51
229,3,11:16.0,N. Mirotić makes free throw 2 of 2,,46,51
230,3,11:06.0,,R. Foye misses 3-pt jump shot from 25 ft,46,51
231,3,11:05.0,,Offensive rebound by R. Hollis-Jefferson,46,51
232,3,10:58.0,,B. Lopez makes 2-pt dunk at rim (assist by J. Lin),46,53
233,3,10:41.0,Personal foul by R. Hollis-Jefferson (drawn by J. Butler),,46,53
234,3,10:34.0,J. Butler misses 2-pt jump shot from 13 ft,,46,53
235,3,10:33.0,,Defensive rebound by R. Hollis-Jefferson,46,53
236,3,10:27.0,,J. Lin misses 3-pt jump shot from 25 ft,46,53
237,3,10:26.0,Defensive rebound by N. Mirotić,,46,53
238,3,10:15.0,R. Lopez misses 2-pt jump shot from 18 ft,,46,53
239,3,10:14.0,,Defensive rebound by R. Hollis-Jefferson,46,53
240,3,9:57.0,,R. Foye misses 3-pt jump shot from 25 ft,46,53
241,3,9:56.0,Defensive rebound by D. Wade,,46,53
242,3,9:49.0,Turnover by N. Mirotić (bad pass; steal by J. Lin),,46,53
243,3,9:46.0,,C. LeVert misses 2-pt layup from 1 ft (block by D. Wade),46,53
244,3,9:45.0,,Offensive rebound by Team,46,53
245,3,9:45.0,B. Portis enters the game for N. Mirotić,,46,53
246,3,9:32.0,,R. Hollis-Jefferson makes 2-pt jump shot from 12 ft (assist by C. LeVert),46,55
247,3,9:17.0,J. Butler makes 2-pt layup from 2 ft,,48,55
248,3,9:04.0,,B. Lopez misses 2-pt layup from 1 ft (block by R. Lopez),48,55
249,3,9:03.0,,Offensive rebound by B. Lopez,48,55
250,3,9:01.0,,B. Lopez misses 2-pt layup at rim,48,55
251,3,9:00.0,,Offensive rebound by B. Lopez,48,55
252,3,8:55.0,,R. Foye misses 3-pt jump shot from 24 ft,48,55
253,3,8:55.0,Defensive rebound by R. Lopez,,48,55
254,3,8:41.0,D. Wade makes 2-pt jump shot from 11 ft,,50,55
255,3,8:26.0,,J. Lin misses 2-pt jump shot from 5 ft,50,55
256,3,8:25.0,,Offensive rebound by J. Lin,50,55
257,3,8:21.0,,C. LeVert misses 3-pt jump shot from 24 ft,50,55
258,3,8:20.0,Defensive rebound by B. Portis,,50,55
259,3,8:09.0,B. Portis makes 3-pt jump shot from 24 ft (assist by J. Grant),,53,55
260,3,8:08.0,,Brooklyn full timeout,53,55
261,3,8:08.0,,T. Booker enters the game for R. Hollis-Jefferson,53,55
262,3,7:50.0,,Turnover by C. LeVert (bad pass),53,55
263,3,7:35.0,R. Lopez makes 2-pt dunk at rim (assist by D. Wade),,55,55
264,3,7:20.0,,C. LeVert makes 3-pt jump shot from 24 ft,55,58
265,3,7:02.0,J. Grant makes 3-pt jump shot from 25 ft,,58,58
266,3,6:49.0,,C. LeVert makes 2-pt layup from 1 ft,58,60
267,3,6:37.0,Shooting foul by C. LeVert (drawn by D. Wade),,58,60
268,3,6:37.0,D. Wade makes free throw 1 of 2,,59,60
269,3,6:37.0,,I. Whitehead enters the game for R. Foye,59,60
270,3,6:37.0,,S. Dinwiddie enters the game for J. Lin,59,60
271,3,6:37.0,D. Wade makes free throw 2 of 2,,60,60
272,3,6:17.0,,I. Whitehead makes 2-pt layup from 1 ft,60,62
273,3,6:01.0,B. Portis misses 3-pt jump shot from 25 ft,,60,62
274,3,6:00.0,Offensive rebound by J. Butler,,60,62
275,3,5:58.0,R. Lopez makes 2-pt dunk at rim (assist by J. Butler),,62,62
276,3,5:41.0,,T. Booker misses 2-pt jump shot from 5 ft,62,62
277,3,5:40.0,Defensive rebound by B. Portis,,62,62
278,3,5:29.0,B. Portis makes 2-pt jump shot from 9 ft,,64,62
279,3,5:14.0,,J. Hamilton enters the game for B. Lopez,64,62
280,3,5:14.0,,K. McDaniels enters the game for C. LeVert,64,62
281,3,5:14.0,P. Zipser enters the game for D. Wade,,64,62
282,3,5:10.0,,S. Dinwiddie makes 2-pt layup from 1 ft,64,64
283,3,5:10.0,,Shooting foul by R. Lopez (drawn by S. Dinwiddie),64,64
284,3,5:10.0,,S. Dinwiddie makes free throw 1 of 1,64,65
285,3,4:55.0,R. Lopez makes 2-pt jump shot from 19 ft (assist by J. Butler),,66,65
286,3,4:41.0,,K. McDaniels misses 2-pt jump shot from 10 ft,66,65
287,3,4:40.0,,Offensive rebound by J. Hamilton,66,65
288,3,4:39.0,,J. Hamilton misses 2-pt layup at rim,66,65
289,3,4:38.0,Defensive rebound by J. Butler,,66,65
290,3,4:31.0,J. Butler makes 2-pt layup from 1 ft,,68,65
291,3,4:08.0,,Shooting foul by J. Grant (drawn by K. McDaniels),68,65
292,3,4:08.0,,K. McDaniels makes free throw 1 of 2,68,66
293,3,4:08.0,,K. McDaniels makes free throw 2 of 2,68,67
294,3,3:44.0,J. Butler makes 3-pt jump shot from 23 ft (assist by B. Portis),,71,67
295,3,3:33.0,,Offensive foul by J. Hamilton (drawn by J. Grant),71,67
296,3,3:33.0,,Turnover by J. Hamilton (offensive foul),71,67
297,3,3:21.0,J. Butler misses 2-pt jump shot from 21 ft,,71,67
298,3,3:20.0,,Defensive rebound by T. Booker,71,67
299,3,3:05.0,,T. Booker misses 2-pt hook shot from 7 ft,71,67
300,3,3:04.0,Defensive rebound by J. Grant,,71,67
301,3,2:59.0,B. Portis misses 2-pt layup from 2 ft (block by J. Hamilton),,71,67
302,3,2:57.0,Offensive rebound by R. Lopez,,71,67
303,3,2:56.0,R. Lopez makes 2-pt layup from 2 ft,,73,67
304,3,2:43.0,,J. Hamilton misses 3-pt jump shot from 26 ft,73,67
305,3,2:42.0,Defensive rebound by B. Portis,,73,67
306,3,2:31.0,J. Butler misses 2-pt jump shot from 15 ft (block by K. McDaniels),,73,67
307,3,2:29.0,,Defensive rebound by I. Whitehead,73,67
308,3,2:27.0,,K. McDaniels makes 2-pt dunk at rim,73,69
309,3,2:07.0,J. Grant makes 3-pt jump shot from 23 ft,,76,69
310,3,1:39.0,,T. Booker makes 2-pt layup from 2 ft,76,71
311,3,1:26.0,J. Butler makes 2-pt layup from 1 ft,,78,71
312,3,1:15.0,,T. Booker makes 2-pt jump shot from 22 ft (assist by S. Dinwiddie),78,73
313,3,1:00.0,J. Grant makes 2-pt layup from 1 ft,,80,73
314,3,0:52.0,,K. McDaniels misses 3-pt jump shot from 25 ft,80,73
315,3,0:51.0,Defensive rebound by J. Butler,,80,73
316,3,0:42.0,J. Grant misses 3-pt jump shot from 25 ft,,80,73
317,3,0:40.0,,Defensive rebound by I. Whitehead,80,73
318,3,0:33.0,,I. Whitehead misses 3-pt jump shot from 25 ft,80,73
319,3,0:32.0,Defensive rebound by Team,,80,73
320,3,0:32.0,Chicago full timeout,,80,73
321,3,0:32.0,C. Felício enters the game for R. Lopez,,80,73
322,3,0:32.0,N. Mirotić enters the game for B. Portis,,80,73
323,3,0:32.0,,R. Hollis-Jefferson enters the game for J. Hamilton,80,73
324,3,0:10.0,J. Butler makes 2-pt jump shot from 17 ft,,82,73
325,3,0:05.0,,Personal foul by J. Grant (drawn by S. Dinwiddie),82,73
326,3,0:05.0,M. Carter-Williams enters the game for J. Grant,,82,73
327,3,0:05.0,,B. Lopez enters the game for T. Booker,82,73
328,3,0:05.0,,J. Lin enters the game for I. Whitehead,82,73
329,3,0:02.0,,J. Lin makes 2-pt jump shot from 17 ft (assist by R. Hollis-Jefferson),82,75
330,4,11:46.0,,S. Dinwiddie makes 2-pt layup from 2 ft,82,77
331,4,11:46.0,,Shooting foul by D. Valentine (drawn by S. Dinwiddie),82,77
332,4,11:46.0,,S. Dinwiddie makes free throw 1 of 1,82,78
333,4,11:35.0,M. Carter-Williams makes 2-pt layup from 1 ft,,84,78
334,4,11:24.0,,S. Dinwiddie misses 2-pt jump shot from 11 ft,84,78
335,4,11:23.0,,Offensive rebound by S. Dinwiddie,84,78
336,4,11:16.0,,Shooting foul by M. Carter-Williams (drawn by A. Goodwin),84,78
337,4,11:16.0,,A. Goodwin makes free throw 1 of 2,84,79
338,4,11:16.0,,A. Goodwin misses free throw 2 of 2,84,79
339,4,11:15.0,Defensive rebound by N. Mirotić,,84,79
340,4,11:07.0,Shooting foul by T. Booker (drawn by M. Carter-Williams),,84,79
341,4,11:07.0,M. Carter-Williams makes free throw 1 of 2,,85,79
342,4,11:07.0,M. Carter-Williams makes free throw 2 of 2,,86,79
343,4,10:53.0,,T. Booker misses 2-pt layup from 2 ft,86,79
344,4,10:52.0,Defensive rebound by N. Mirotić,,86,79
345,4,10:32.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,86,79
346,4,10:32.0,,Defensive rebound by K. McDaniels,86,79
347,4,10:28.0,,Personal foul by D. Valentine (drawn by T. Booker),86,79
348,4,10:28.0,D. Wade enters the game for D. Valentine,,86,79
349,4,10:21.0,,A. Goodwin misses 2-pt layup from 1 ft,86,79
350,4,10:20.0,Defensive rebound by C. Felício,,86,79
351,4,10:09.0,N. Mirotić misses 3-pt jump shot from 25 ft,,86,79
352,4,10:05.0,Offensive rebound by D. Wade,,86,79
353,4,10:01.0,Turnover by P. Zipser (lost ball; steal by T. Booker),,86,79
354,4,9:51.0,,A. Goodwin misses 3-pt jump shot from 25 ft,86,79
355,4,9:50.0,Defensive rebound by D. Wade,,86,79
356,4,9:41.0,D. Wade misses 2-pt jump shot from 22 ft,,86,79
357,4,9:40.0,Offensive rebound by C. Felício,,86,79
358,4,9:28.0,Turnover by D. Wade (lost ball; steal by K. McDaniels),,86,79
359,4,9:24.0,,S. Dinwiddie makes 2-pt layup from 2 ft (assist by R. Hollis-Jefferson),86,81
360,4,9:08.0,M. Carter-Williams misses 2-pt layup at rim,,86,81
361,4,9:07.0,Offensive rebound by C. Felício,,86,81
362,4,9:06.0,C. Felício makes 2-pt layup from 1 ft,,88,81
363,4,8:51.0,,Turnover by S. Dinwiddie (bad pass; steal by M. Carter-Williams),88,81
364,4,8:40.0,D. Wade misses 3-pt jump shot from 25 ft,,88,81
365,4,8:39.0,,Defensive rebound by Team,88,81
366,4,8:39.0,Official timeout,,88,81
367,4,8:39.0,,B. Lopez enters the game for T. Booker,88,81
368,4,8:39.0,,I. Whitehead enters the game for S. Dinwiddie,88,81
369,4,8:39.0,,J. Lin enters the game for A. Goodwin,88,81
370,4,8:22.0,,B. Lopez makes 2-pt layup from 1 ft (assist by J. Lin),88,83
371,4,8:10.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,88,83
372,4,8:09.0,,Defensive rebound by I. Whitehead,88,83
373,4,8:00.0,,J. Lin misses 2-pt jump shot from 6 ft,88,83
374,4,7:59.0,Defensive rebound by N. Mirotić,,88,83
375,4,7:48.0,D. Wade makes 2-pt jump shot from 13 ft,,90,83
376,4,7:29.0,,K. McDaniels misses 3-pt jump shot from 25 ft,90,83
377,4,7:28.0,Defensive rebound by P. Zipser,,90,83
