,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
0,1,11:43.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,0,0
1,1,11:42.0,,Defensive rebound by H. Whiteside,0,0
2,1,11:30.0,,D. Waiters misses 3-pt jump shot from 26 ft,0,0
3,1,11:29.0,Defensive rebound by R. Hibbert,,0,0
4,1,11:13.0,Turnover by N. Batum (bad pass; steal by G. Dragić),,0,0
5,1,11:09.0,,G. Dragić misses 2-pt layup from 4 ft (block by M. Kidd-Gilchrist),0,0
6,1,11:08.0,,Offensive rebound by Team,0,0
7,1,11:04.0,,D. Waiters misses 2-pt layup from 3 ft,0,0
8,1,11:03.0,,Offensive rebound by H. Whiteside,0,0
9,1,11:02.0,,H. Whiteside makes 2-pt hook shot from 3 ft,0,2
10,1,11:02.0,,Shooting foul by R. Hibbert (drawn by H. Whiteside),0,2
11,1,11:02.0,,H. Whiteside makes free throw 1 of 1,0,3
12,1,10:45.0,K. Walker misses 2-pt jump shot from 16 ft,,0,3
13,1,10:44.0,Offensive rebound by Team,,0,3
14,1,10:39.0,M. Williams makes 2-pt jump shot from 20 ft (assist by K. Walker),,2,3
15,1,10:20.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Waiters),2,6
16,1,10:03.0,M. Kidd-Gilchrist misses 2-pt jump shot from 6 ft,,2,6
17,1,10:02.0,,Defensive rebound by H. Whiteside,2,6
18,1,9:56.0,,D. Waiters misses 2-pt jump shot from 21 ft,2,6
19,1,9:55.0,Defensive rebound by M. Williams,,2,6
20,1,9:40.0,R. Hibbert misses 2-pt hook shot from 10 ft,,2,6
21,1,9:39.0,,Defensive rebound by D. Waiters,2,6
22,1,9:30.0,,Def 3 sec tech foul by R. Hibbert,2,6
23,1,9:30.0,,G. Dragić makes technical free throw,2,7
24,1,9:21.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by G. Dragić),2,10
25,1,8:59.0,Turnover by N. Batum (bad pass),,2,10
26,1,8:49.0,,G. Dragić misses 2-pt jump shot from 14 ft,2,10
27,1,8:48.0,Defensive rebound by M. Williams,,2,10
28,1,8:40.0,K. Walker misses 2-pt jump shot from 14 ft,,2,10
29,1,8:39.0,,Defensive rebound by H. Whiteside,2,10
30,1,8:23.0,,J. Winslow misses 3-pt jump shot from 25 ft,2,10
31,1,8:22.0,Defensive rebound by M. Williams,,2,10
32,1,8:11.0,N. Batum misses 3-pt jump shot from 26 ft,,2,10
33,1,8:10.0,,Defensive rebound by H. Whiteside,2,10
34,1,7:56.0,,D. Waiters misses 3-pt jump shot from 25 ft,2,10
35,1,7:55.0,Defensive rebound by N. Batum,,2,10
36,1,7:49.0,M. Williams makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),,5,10
37,1,7:33.0,,Turnover by J. Winslow (lost ball; steal by N. Batum),5,10
38,1,7:31.0,Shooting foul by J. Winslow (drawn by N. Batum),,5,10
39,1,7:31.0,N. Batum makes free throw 1 of 2,,6,10
40,1,7:31.0,C. Zeller enters the game for R. Hibbert,,6,10
41,1,7:31.0,N. Batum makes free throw 2 of 2,,7,10
42,1,7:14.0,,H. Whiteside makes 2-pt hook shot from 8 ft,7,12
43,1,6:53.0,Turnover by N. Batum (lost ball; steal by D. Waiters),,7,12
44,1,6:48.0,,D. Waiters makes 2-pt layup from 2 ft,7,14
45,1,6:39.0,Charlotte full timeout,,7,14
46,1,6:39.0,,T. Johnson enters the game for J. Winslow,7,14
47,1,6:31.0,M. Kidd-Gilchrist misses 2-pt jump shot from 10 ft,,7,14
48,1,6:30.0,,Defensive rebound by G. Dragić,7,14
49,1,6:16.0,,L. Babbitt misses 2-pt layup from 2 ft,7,14
50,1,6:15.0,Defensive rebound by M. Williams,,7,14
51,1,6:10.0,Shooting foul by D. Waiters (drawn by K. Walker),,7,14
52,1,6:10.0,K. Walker makes free throw 1 of 2,,8,14
53,1,6:10.0,K. Walker makes free throw 2 of 2,,9,14
54,1,5:52.0,,Turnover by H. Whiteside (lost ball; steal by C. Zeller),9,14
55,1,5:46.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,,11,14
56,1,5:27.0,,Shooting block foul by C. Zeller (drawn by T. Johnson),11,14
57,1,5:27.0,,T. Johnson makes free throw 1 of 2,11,15
58,1,5:27.0,,T. Johnson makes free throw 2 of 2,11,16
59,1,5:17.0,C. Zeller misses 2-pt jump shot from 5 ft,,11,16
60,1,5:16.0,,Defensive rebound by Team,11,16
61,1,5:16.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,11,16
62,1,5:00.0,,T. Johnson misses 2-pt jump shot from 10 ft (block by C. Zeller),11,16
63,1,4:59.0,,Offensive rebound by Team,11,16
64,1,4:56.0,,Turnover by G. Dragić (bad pass; steal by M. Williams),11,16
65,1,4:49.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by K. Walker),,14,16
66,1,4:47.0,,Miami full timeout,14,16
67,1,4:24.0,,Turnover by Team (shot clock),14,16
68,1,4:06.0,N. Batum misses 2-pt jump shot from 14 ft,,14,16
69,1,4:05.0,,Defensive rebound by H. Whiteside,14,16
70,1,3:49.0,,H. Whiteside makes 2-pt hook shot from 9 ft,14,18
71,1,3:29.0,N. Batum misses 2-pt jump shot from 16 ft,,14,18
72,1,3:28.0,,Defensive rebound by T. Johnson,14,18
73,1,3:17.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by G. Dragić),14,21
74,1,2:54.0,K. Walker misses 2-pt jump shot from 11 ft,,14,21
75,1,2:53.0,Offensive rebound by C. Zeller,,14,21
76,1,2:48.0,N. Batum misses 3-pt jump shot from 23 ft,,14,21
77,1,2:47.0,,Defensive rebound by T. Johnson,14,21
78,1,2:42.0,,J. Johnson enters the game for L. Babbitt,14,21
79,1,2:26.0,,T. Johnson misses 2-pt layup from 3 ft,14,21
80,1,2:25.0,,Offensive rebound by H. Whiteside,14,21
81,1,2:24.0,,H. Whiteside makes 2-pt layup from 2 ft,14,23
82,1,2:08.0,N. Batum makes 3-pt jump shot from 25 ft (assist by C. Zeller),,17,23
83,1,1:57.0,,Turnover by T. Johnson (bad pass),17,23
84,1,1:57.0,R. Sessions enters the game for K. Walker,,17,23
85,1,1:57.0,,J. Winslow enters the game for G. Dragić,17,23
86,1,1:46.0,M. Belinelli makes 2-pt jump shot from 16 ft (assist by R. Sessions),,19,23
87,1,1:36.0,,Offensive foul by H. Whiteside (drawn by M. Belinelli),19,23
88,1,1:36.0,,Turnover by H. Whiteside (offensive foul),19,23
89,1,1:36.0,,W. Reed enters the game for H. Whiteside,19,23
90,1,1:36.0,M. Kidd-Gilchrist enters the game for M. Williams,,19,23
91,1,1:36.0,J. Lamb enters the game for N. Batum,,19,23
92,1,1:23.0,M. Belinelli misses 2-pt jump shot from 16 ft,,19,23
93,1,1:22.0,,Defensive rebound by D. Waiters,19,23
94,1,1:19.0,Offensive charge foul by D. Waiters (drawn by M. Kidd-Gilchrist),,19,23
95,1,1:19.0,,Turnover by D. Waiters (offensive foul),19,23
96,1,1:19.0,,R. McGruder enters the game for D. Waiters,19,23
97,1,0:58.0,C. Zeller makes 2-pt layup from 3 ft,,21,23
98,1,0:32.0,,R. McGruder misses 2-pt jump shot from 22 ft,21,23
99,1,0:31.0,Defensive rebound by R. Sessions,,21,23
100,1,0:23.0,R. Sessions misses 2-pt jump shot from 10 ft,,21,23
101,1,0:22.0,,Defensive rebound by J. Johnson,21,23
102,1,0:06.0,,Personal foul by R. Sessions (drawn by J. Winslow),21,23
103,1,0:01.0,,J. Johnson misses 3-pt jump shot from 25 ft,21,23
104,1,0:00.0,,Offensive rebound by Team,21,23
105,2,11:36.0,,J. Winslow misses 3-pt jump shot from 24 ft,21,23
106,2,11:35.0,Defensive rebound by J. Lamb,,21,23
107,2,11:19.0,Shooting foul by T. Johnson (drawn by J. Lamb),,21,23
108,2,11:19.0,J. Lamb makes free throw 1 of 2,,22,23
109,2,11:19.0,J. Lamb makes free throw 2 of 2,,23,23
110,2,11:04.0,,R. McGruder makes 3-pt jump shot from 26 ft (assist by J. Winslow),23,26
111,2,10:43.0,M. Belinelli misses 2-pt jump shot from 18 ft,,23,26
112,2,10:42.0,,Defensive rebound by J. Johnson,23,26
113,2,10:33.0,,J. Winslow misses 3-pt jump shot from 24 ft,23,26
114,2,10:32.0,Defensive rebound by M. Kidd-Gilchrist,,23,26
115,2,10:28.0,Personal foul by T. Johnson (drawn by M. Belinelli),,23,26
116,2,10:22.0,,Violation by J. Winslow (def goaltending),23,26
117,2,10:22.0,J. Lamb makes 2-pt layup from 3 ft,,25,26
118,2,10:14.0,,Offensive foul by J. Johnson (drawn by M. Kidd-Gilchrist),25,26
119,2,10:14.0,,Turnover by J. Johnson (offensive foul),25,26
120,2,10:01.0,M. Belinelli misses 2-pt hook shot from 9 ft,,25,26
121,2,10:00.0,,Defensive rebound by J. Winslow,25,26
122,2,9:58.0,,Shooting foul by J. Lamb (drawn by J. Winslow),25,26
123,2,9:58.0,,J. Winslow misses free throw 1 of 2,25,26
124,2,9:58.0,,Offensive rebound by Team,25,26
125,2,9:58.0,,J. Winslow makes free throw 2 of 2,25,27
126,2,9:42.0,Shooting foul by R. McGruder (drawn by R. Sessions),,25,27
127,2,9:42.0,R. Sessions misses free throw 1 of 2,,25,27
128,2,9:42.0,Offensive rebound by Team,,25,27
129,2,9:42.0,R. Sessions makes free throw 2 of 2,,26,27
130,2,9:25.0,,J. Winslow misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),26,27
131,2,9:24.0,Defensive rebound by S. Hawes,,26,27
132,2,9:18.0,R. Sessions misses 2-pt jump shot from 9 ft,,26,27
133,2,9:17.0,,Defensive rebound by J. Winslow,26,27
134,2,9:12.0,,T. Johnson makes 2-pt dunk at rim (assist by J. Winslow),26,29
135,2,8:47.0,S. Hawes makes 2-pt hook shot from 8 ft,,28,29
136,2,8:32.0,,J. Winslow makes 2-pt jump shot from 19 ft,28,31
137,2,8:20.0,R. Sessions misses 2-pt layup from 1 ft (block by J. Johnson),,28,31
138,2,8:19.0,,Defensive rebound by J. Winslow,28,31
139,2,8:18.0,,Personal foul by J. Lamb (drawn by J. Winslow),28,31
140,2,8:18.0,Official timeout,,28,31
141,2,8:06.0,,J. Winslow makes 2-pt layup from 2 ft,28,33
142,2,7:50.0,J. Lamb makes 2-pt jump shot from 17 ft (assist by S. Hawes),,30,33
143,2,7:37.0,,J. Johnson misses 2-pt jump shot from 3 ft (block by S. Hawes),30,33
144,2,7:36.0,,Offensive rebound by Team,30,33
145,2,7:24.0,,J. Johnson misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),30,33
146,2,7:23.0,,Offensive rebound by T. Johnson,30,33
147,2,7:18.0,,T. Johnson misses 2-pt layup from 2 ft,30,33
148,2,7:17.0,,Offensive rebound by W. Reed,30,33
149,2,7:16.0,,W. Reed makes 2-pt layup from 2 ft,30,35
150,2,6:56.0,J. Lamb misses 3-pt jump shot from 25 ft,,30,35
151,2,6:55.0,Offensive rebound by M. Kidd-Gilchrist,,30,35
152,2,6:54.0,M. Belinelli misses 3-pt jump shot from 24 ft,,30,35
153,2,6:53.0,Offensive rebound by S. Hawes,,30,35
154,2,6:52.0,S. Hawes misses 2-pt layup from 1 ft,,30,35
155,2,6:51.0,Offensive rebound by J. Lamb,,30,35
156,2,6:49.0,J. Lamb misses 2-pt jump shot from 4 ft,,30,35
157,2,6:48.0,Offensive rebound by S. Hawes,,30,35
158,2,6:47.0,Shooting foul by J. Johnson (drawn by S. Hawes),,30,35
159,2,6:47.0,S. Hawes makes free throw 1 of 2,,31,35
160,2,6:47.0,,G. Dragić enters the game for T. Johnson,30,35
161,2,6:47.0,,D. Waiters enters the game for J. Winslow,30,35
162,2,6:47.0,S. Hawes makes free throw 2 of 2,,32,35
