,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CLEVELAND_ACTION,PORTLAND_SCORE,CLEVELAND_SCORE
389,4,4:26.0,C. McCollum misses 3-pt jump shot from 28 ft,,109,128
390,4,4:25.0,Offensive rebound by M. Plumlee,,109,128
391,4,4:21.0,M. Plumlee makes 2-pt layup from 1 ft,,111,128
392,4,4:03.0,,L. James makes 3-pt jump shot from 27 ft,111,131
393,4,4:01.0,Portland full timeout,,111,131
394,4,4:01.0,T. Quarterman enters the game for M. Harkless,,111,131
395,4,4:01.0,S. Napier enters the game for M. Plumlee,,111,131
396,4,4:01.0,N. Vonleh enters the game for C. McCollum,,111,131
397,4,4:01.0,J. Layman enters the game for D. Lillard,,111,131
398,4,4:01.0,P. Connaughton enters the game for E. Turner,,111,131
399,4,4:01.0,,C. Andersen enters the game for L. James,111,131
400,4,4:01.0,,J. Jones enters the game for K. Love,111,131
401,4,4:01.0,,J. McRae enters the game for K. Irving,111,131
402,4,4:01.0,,D. Liggins enters the game for I. Shumpert,111,131
403,4,3:39.0,P. Connaughton makes 3-pt jump shot from 24 ft (assist by S. Napier),,114,131
404,4,3:17.0,,C. Andersen misses 2-pt jump shot from 18 ft,114,131
405,4,3:17.0,Defensive rebound by N. Vonleh,,114,131
406,4,3:12.0,S. Napier makes 3-pt jump shot from 25 ft,,117,131
407,4,3:12.0,Shooting foul by J. McRae (drawn by S. Napier),,117,131
408,4,3:12.0,S. Napier makes free throw 1 of 1,,118,131
409,4,2:47.0,,C. Andersen makes 2-pt jump shot from 9 ft (assist by R. Jefferson),118,133
410,4,2:34.0,P. Connaughton makes 2-pt layup from 1 ft (assist by S. Napier),,120,133
411,4,2:21.0,,J. McRae misses 2-pt jump shot from 14 ft,120,133
412,4,2:18.0,Defensive rebound by P. Connaughton,,120,133
413,4,2:05.0,Turnover by N. Vonleh (traveling),,120,133
414,4,1:50.0,,D. Liggins misses 2-pt layup from 1 ft (block by T. Quarterman),120,133
415,4,1:49.0,Defensive rebound by N. Vonleh,,120,133
416,4,1:42.0,J. Layman misses 3-pt jump shot from 24 ft,,120,133
417,4,1:40.0,,Defensive rebound by J. Jones,120,133
418,4,1:30.0,,J. McRae misses 2-pt jump shot from 3 ft (block by T. Quarterman),120,133
419,4,1:30.0,,Offensive rebound by Team,120,133
420,4,1:27.0,,J. McRae makes 2-pt jump shot from 18 ft (assist by R. Jefferson),120,135
421,4,1:15.0,S. Napier misses 3-pt jump shot from 25 ft,,120,135
422,4,1:15.0,,Defensive rebound by C. Andersen,120,135
423,4,1:07.0,,D. Liggins makes 2-pt layup from 1 ft,120,137
424,4,1:07.0,,Shooting foul by J. Layman (drawn by D. Liggins),120,137
425,4,1:07.0,,D. Liggins misses free throw 1 of 1,120,137
426,4,1:06.0,Defensive rebound by J. Layman,,120,137
427,4,0:53.0,P. Connaughton makes 2-pt layup from 2 ft,,122,137
428,4,0:35.0,,C. Andersen misses 3-pt jump shot from 25 ft,122,137
429,4,0:34.0,Defensive rebound by N. Vonleh,,122,137
430,4,0:27.0,S. Napier misses 2-pt jump shot from 4 ft (block by C. Andersen),,122,137
431,4,0:26.0,,Defensive rebound by D. Liggins,122,137
432,4,0:23.0,,Turnover by D. Liggins (bad pass; steal by J. Layman),122,137
433,4,0:18.0,T. Quarterman makes 3-pt jump shot from 25 ft,,125,137
