,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SAN ANTONIO_ACTION,BROOKLYN_SCORE,SAN ANTONIO_SCORE
84,1,0:58.0,,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by K. Leonard),26,35
85,1,0:44.0,J. Harris misses 2-pt jump shot from 17 ft,,26,35
86,1,0:44.0,,Defensive rebound by K. Leonard,26,35
87,1,0:34.0,,K. Leonard makes 3-pt jump shot from 25 ft,26,38
88,1,0:18.0,A. Bennett misses 3-pt jump shot from 24 ft,,26,38
89,1,0:17.0,,Defensive rebound by D. Dedmon,26,38
90,1,0:04.0,,D. Dedmon makes 2-pt layup at rim (assist by P. Mills),26,40
91,1,0:04.0,,Shooting foul by A. Bennett (drawn by D. Dedmon),26,40
92,1,0:04.0,,D. Dedmon makes free throw 1 of 1,26,41
93,1,0:00.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft (block by K. Leonard),,26,41
94,1,0:00.0,,Defensive rebound by D. Dedmon,26,41
95,2,11:46.0,,J. Simmons makes 2-pt dunk at rim (assist by P. Mills),26,43
96,2,11:32.0,Personal foul by D. Dedmon (drawn by B. Lopez),,26,43
97,2,11:22.0,I. Whitehead makes 3-pt jump shot from 26 ft (assist by B. Lopez),,29,43
98,2,11:11.0,,Personal foul by C. LeVert (drawn by J. Simmons),29,43
99,2,11:11.0,,Personal foul by I. Whitehead,29,43
100,2,11:05.0,,D. Dedmon makes 2-pt hook shot from 7 ft (assist by J. Simmons),29,45
101,2,10:52.0,Shooting block foul by J. Simmons (drawn by B. Bogdanović),,29,45
102,2,10:52.0,B. Bogdanović makes free throw 1 of 2,,30,45
103,2,10:52.0,B. Bogdanović makes free throw 2 of 2,,31,45
104,2,10:40.0,,Turnover by M. Ginóbili (lost ball; steal by C. LeVert),31,45
105,2,10:35.0,Turnover by C. LeVert (lost ball; steal by D. Bertāns),,31,45
106,2,10:28.0,,P. Mills makes 2-pt layup from 1 ft (assist by J. Simmons),31,47
107,2,10:20.0,C. LeVert misses 3-pt jump shot from 24 ft,,31,47
108,2,10:20.0,,Defensive rebound by D. Dedmon,31,47
109,2,10:07.0,,P. Mills misses 2-pt jump shot from 16 ft (block by R. Hollis-Jefferson),31,47
110,2,10:06.0,Defensive rebound by R. Hollis-Jefferson,,31,47
111,2,10:03.0,Turnover by I. Whitehead (bad pass; steal by P. Mills),,31,47
112,2,9:58.0,,J. Simmons misses 2-pt layup from 3 ft (block by B. Lopez),31,47
113,2,9:56.0,Defensive rebound by B. Lopez,,31,47
114,2,9:48.0,B. Lopez misses 3-pt jump shot from 24 ft,,31,47
115,2,9:47.0,,Defensive rebound by D. Dedmon,31,47
116,2,9:31.0,,Personal foul by I. Whitehead (drawn by M. Ginóbili),31,47
117,2,9:31.0,,D. Green enters the game for M. Ginóbili,31,47
118,2,9:31.0,,D. Lee enters the game for D. Bertāns,31,47
119,2,9:23.0,,Turnover by P. Mills (bad pass; steal by R. Hollis-Jefferson),31,47
120,2,9:23.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by C. LeVert),,34,47
121,2,9:21.0,,San Antonio full timeout,34,47
122,2,9:10.0,,T. Parker enters the game for P. Mills,34,47
123,2,8:54.0,,J. Simmons makes 2-pt jump shot from 18 ft (assist by D. Dedmon),34,49
124,2,8:42.0,B. Lopez makes 2-pt jump shot from 13 ft,,36,49
125,2,8:20.0,,J. Simmons makes 3-pt jump shot from 24 ft (assist by D. Dedmon),36,52
126,2,8:07.0,C. LeVert makes 2-pt layup from 2 ft (assist by B. Lopez),,38,52
127,2,7:55.0,,T. Parker makes 2-pt jump shot from 17 ft,38,54
128,2,7:45.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,38,54
129,2,7:43.0,,Defensive rebound by D. Lee,38,54
130,2,7:30.0,,J. Simmons misses 2-pt jump shot from 17 ft,38,54
131,2,7:30.0,,Offensive rebound by D. Lee,38,54
132,2,7:26.0,,D. Green misses 3-pt jump shot from 24 ft,38,54
133,2,7:25.0,Defensive rebound by R. Hollis-Jefferson,,38,54
134,2,7:18.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,38,54
135,2,7:17.0,,Defensive rebound by D. Dedmon,38,54
136,2,6:59.0,,D. Lee makes 2-pt layup from 1 ft (assist by T. Parker),38,56
137,2,6:58.0,Brooklyn full timeout,,38,56
138,2,6:58.0,,P. Gasol enters the game for D. Dedmon,38,56
139,2,6:58.0,,K. Leonard enters the game for J. Simmons,38,56
140,2,6:58.0,L. Scola enters the game for B. Bogdanović,,38,56
141,2,6:58.0,J. Harris enters the game for R. Hollis-Jefferson,,38,56
142,2,6:43.0,I. Whitehead misses 3-pt jump shot from 25 ft,,38,56
143,2,6:43.0,Offensive rebound by B. Lopez,,38,56
144,2,6:34.0,C. LeVert misses 3-pt jump shot from 25 ft,,38,56
145,2,6:34.0,,Defensive rebound by D. Green,38,56
146,2,6:30.0,,K. Leonard makes 2-pt dunk at rim (assist by D. Green),38,58
147,2,6:11.0,I. Whitehead misses 2-pt layup from 1 ft,,38,58
148,2,6:10.0,Offensive rebound by B. Lopez,,38,58
149,2,6:04.0,J. Harris makes 2-pt layup from 1 ft (assist by C. LeVert),,40,58
150,2,5:50.0,,P. Gasol misses 2-pt jump shot from 15 ft,40,58
151,2,5:49.0,Defensive rebound by L. Scola,,40,58
152,2,5:39.0,J. Harris misses 2-pt jump shot from 20 ft,,40,58
153,2,5:39.0,,Defensive rebound by D. Lee,40,58
154,2,5:14.0,,D. Green misses 2-pt jump shot from 15 ft,40,58
155,2,5:11.0,Defensive rebound by L. Scola,,40,58
156,2,5:07.0,L. Scola makes 2-pt layup from 1 ft (assist by I. Whitehead),,42,58
157,2,4:46.0,,K. Leonard misses 2-pt jump shot from 14 ft,42,58
158,2,4:44.0,Defensive rebound by J. Harris,,42,58
159,2,4:39.0,C. LeVert misses 2-pt jump shot from 8 ft,,42,58
160,2,4:36.0,Offensive rebound by L. Scola,,42,58
161,2,4:35.0,L. Scola misses 2-pt layup from 3 ft,,42,58
162,2,4:35.0,Offensive rebound by Team,,42,58
163,2,4:35.0,,L. Aldridge enters the game for D. Lee,42,58
164,2,4:35.0,S. Kilpatrick enters the game for B. Lopez,,42,58
165,2,4:35.0,T. Booker enters the game for C. LeVert,,42,58
166,2,4:31.0,Shooting foul by D. Green (drawn by J. Harris),,42,58
167,2,4:31.0,J. Harris makes free throw 1 of 2,,43,58
168,2,4:31.0,J. Harris misses free throw 2 of 2,,43,58
169,2,4:29.0,,Defensive rebound by P. Gasol,43,58
170,2,4:19.0,,Personal foul by L. Scola (drawn by P. Gasol),43,58
171,2,4:12.0,,T. Parker misses 2-pt jump shot from 14 ft,43,58
172,2,4:09.0,Defensive rebound by T. Booker,,43,58
173,2,4:06.0,J. Harris makes 2-pt layup from 1 ft (assist by T. Booker),,45,58
174,2,3:50.0,,T. Parker misses 2-pt jump shot from 7 ft,45,58
175,2,3:49.0,Defensive rebound by L. Scola,,45,58
176,2,3:40.0,I. Whitehead misses 2-pt layup from 1 ft,,45,58
177,2,3:39.0,,Defensive rebound by P. Gasol,45,58
178,2,3:20.0,,K. Leonard makes 2-pt layup from 1 ft,45,60
179,2,3:02.0,T. Booker makes 2-pt jump shot from 9 ft,,47,60
180,2,2:44.0,,Shooting foul by L. Scola (drawn by K. Leonard),47,60
181,2,2:44.0,Official timeout,,47,60
182,2,2:44.0,,K. Leonard makes free throw 1 of 2,47,61
183,2,2:44.0,,P. Mills enters the game for T. Parker,47,60
184,2,2:44.0,,M. Ginóbili enters the game for D. Green,47,60
185,2,2:44.0,R. Hollis-Jefferson enters the game for I. Whitehead,,47,60
186,2,2:44.0,,K. Leonard makes free throw 2 of 2,47,62
187,2,2:30.0,Turnover by L. Scola (bad pass; steal by K. Leonard),,47,62
188,2,2:14.0,,P. Mills misses 3-pt jump shot from 25 ft,47,62
189,2,2:14.0,,Offensive rebound by Team,47,62
190,2,2:14.0,Loose ball foul by J. Harris (drawn by P. Gasol),,47,62
191,2,2:14.0,,P. Gasol makes free throw 1 of 2,47,63
192,2,2:14.0,,P. Gasol misses free throw 2 of 2,47,63
193,2,2:13.0,Defensive rebound by T. Booker,,47,63
194,2,2:02.0,Brooklyn full timeout,,47,63
195,2,1:46.0,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,,47,63
196,2,1:46.0,,Defensive rebound by P. Gasol,47,63
197,2,1:34.0,,Personal foul by J. Harris (drawn by K. Leonard),47,63
198,2,1:34.0,,K. Leonard makes free throw 1 of 2,47,64
199,2,1:34.0,,K. Leonard makes free throw 2 of 2,47,65
200,2,1:15.0,S. Kilpatrick misses 3-pt jump shot from 22 ft,,47,65
201,2,1:15.0,Offensive rebound by L. Scola,,47,65
202,2,1:15.0,L. Scola makes 2-pt layup at rim,,49,65
203,2,1:15.0,Shooting foul by L. Aldridge (drawn by L. Scola),,49,65
204,2,1:15.0,L. Scola makes free throw 1 of 1,,50,65
205,2,0:56.0,,K. Leonard misses 3-pt jump shot from 24 ft,50,65
206,2,0:55.0,Defensive rebound by R. Hollis-Jefferson,,50,65
207,2,0:49.0,Shooting foul by P. Mills (drawn by S. Kilpatrick),,50,65
208,2,0:49.0,S. Kilpatrick makes free throw 1 of 2,,51,65
209,2,0:49.0,S. Kilpatrick makes free throw 2 of 2,,52,65
210,2,0:34.0,,P. Gasol misses 2-pt jump shot from 18 ft,52,65
211,2,0:33.0,Defensive rebound by R. Hollis-Jefferson,,52,65
212,2,0:24.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by L. Aldridge),,52,65
213,2,0:24.0,,Defensive rebound by Team,52,65
214,2,0:05.0,,K. Leonard misses 2-pt jump shot from 11 ft,52,65
215,2,0:05.0,,Offensive rebound by L. Aldridge,52,65
216,2,0:05.0,,L. Aldridge makes 2-pt dunk at rim,52,67
217,2,0:01.0,Turnover by R. Hollis-Jefferson (bad pass; steal by P. Mills),,52,67
218,3,11:36.0,,L. Aldridge makes 2-pt jump shot from 21 ft (assist by T. Parker),52,69
219,3,11:14.0,T. Booker misses 3-pt jump shot from 22 ft,,52,69
220,3,11:13.0,,Defensive rebound by T. Parker,52,69
221,3,11:02.0,,T. Parker makes 2-pt layup from 1 ft (assist by P. Gasol),52,71
222,3,11:02.0,,Shooting foul by I. Whitehead (drawn by T. Parker),52,71
223,3,11:02.0,,T. Parker makes free throw 1 of 1,52,72
224,3,10:50.0,S. Kilpatrick misses 2-pt jump shot from 16 ft,,52,72
225,3,10:49.0,,Defensive rebound by L. Aldridge,52,72
226,3,10:34.0,,P. Gasol misses 2-pt jump shot from 7 ft,52,72
227,3,10:32.0,Defensive rebound by B. Bogdanović,,52,72
228,3,10:28.0,T. Booker makes 2-pt layup from 1 ft (assist by B. Bogdanović),,54,72
229,3,10:11.0,,P. Gasol misses 2-pt jump shot from 19 ft,54,72
230,3,10:11.0,Defensive rebound by B. Bogdanović,,54,72
231,3,10:07.0,B. Bogdanović misses 2-pt layup from 1 ft (block by P. Gasol),,54,72
232,3,10:06.0,,Defensive rebound by P. Gasol,54,72
233,3,9:59.0,,Shooting foul by S. Kilpatrick (drawn by K. Leonard),54,72
234,3,9:59.0,,K. Leonard makes free throw 1 of 2,54,73
235,3,9:59.0,,K. Leonard makes free throw 2 of 2,54,74
236,3,9:45.0,Shooting foul by P. Gasol (drawn by B. Lopez),,54,74
237,3,9:45.0,B. Lopez makes free throw 1 of 2,,55,74
238,3,9:45.0,B. Lopez makes free throw 2 of 2,,56,74
239,3,9:31.0,,Turnover by P. Gasol (bad pass; steal by I. Whitehead),56,74
240,3,9:26.0,S. Kilpatrick misses 2-pt layup from 1 ft (block by D. Green),,56,74
241,3,9:24.0,Offensive rebound by S. Kilpatrick,,56,74
242,3,9:16.0,I. Whitehead misses 3-pt jump shot from 25 ft,,56,74
243,3,9:13.0,,Defensive rebound by K. Leonard,56,74
244,3,9:02.0,,L. Aldridge makes 2-pt jump shot from 13 ft,56,76
245,3,8:52.0,I. Whitehead makes 2-pt layup from 1 ft,,58,76
246,3,8:37.0,,K. Leonard misses 2-pt jump shot from 10 ft,58,76
247,3,8:36.0,Defensive rebound by B. Lopez,,58,76
248,3,8:30.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,58,76
249,3,8:28.0,,Defensive rebound by D. Green,58,76
250,3,8:11.0,,Turnover by P. Gasol (traveling),58,76
251,3,7:59.0,Shooting foul by P. Gasol (drawn by B. Lopez),,58,76
252,3,7:59.0,B. Lopez makes free throw 1 of 2,,59,76
253,3,7:59.0,B. Lopez makes free throw 2 of 2,,60,76
254,3,7:43.0,,Turnover by P. Gasol (bad pass),60,76
255,3,7:38.0,Shooting foul by K. Leonard (drawn by B. Bogdanović),,60,76
256,3,7:38.0,B. Bogdanović makes free throw 1 of 2,,61,76
257,3,7:38.0,,San Antonio full timeout,61,76
258,3,7:38.0,B. Bogdanović misses free throw 2 of 2,,61,76
259,3,7:36.0,,Defensive rebound by L. Aldridge,61,76
260,3,7:23.0,,D. Green makes 2-pt jump shot from 19 ft (assist by L. Aldridge),61,78
261,3,7:16.0,Turnover by S. Kilpatrick (lost ball; steal by D. Green),,61,78
262,3,6:56.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by L. Aldridge),61,80
263,3,6:37.0,B. Lopez makes 2-pt jump shot from 9 ft,,63,80
264,3,6:16.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by T. Parker),63,83
265,3,5:59.0,I. Whitehead misses 3-pt jump shot from 24 ft,,63,83
266,3,5:59.0,,Defensive rebound by L. Aldridge,63,83
267,3,5:52.0,R. Foye enters the game for I. Whitehead,,63,83
268,3,5:45.0,,P. Gasol misses 2-pt jump shot from 18 ft,63,83
269,3,5:44.0,,Offensive rebound by K. Leonard,63,83
270,3,5:39.0,,K. Leonard makes 2-pt jump shot from 15 ft,63,85
271,3,5:27.0,Shooting foul by P. Gasol (drawn by B. Lopez),,63,85
272,3,5:27.0,B. Lopez makes free throw 1 of 2,,64,85
273,3,5:27.0,,P. Mills enters the game for T. Parker,64,85
274,3,5:27.0,,M. Ginóbili enters the game for D. Green,64,85
275,3,5:27.0,,D. Lee enters the game for P. Gasol,64,85
276,3,5:27.0,A. Bennett enters the game for T. Booker,,64,85
277,3,5:27.0,B. Lopez makes free throw 2 of 2,,65,85
278,3,5:11.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by M. Ginóbili),65,88
279,3,4:56.0,Personal foul by M. Ginóbili (drawn by B. Lopez),,65,88
280,3,4:56.0,B. Lopez makes free throw 1 of 2,,66,88
281,3,4:56.0,J. Harris enters the game for S. Kilpatrick,,66,88
282,3,4:56.0,B. Lopez makes free throw 2 of 2,,67,88
283,3,4:48.0,,Offensive foul by L. Aldridge (drawn by J. Harris),67,88
284,3,4:48.0,,Turnover by L. Aldridge (offensive foul),67,88
285,3,4:32.0,B. Lopez misses 2-pt jump shot from 7 ft,,67,88
286,3,4:31.0,Offensive rebound by A. Bennett,,67,88
287,3,4:31.0,A. Bennett misses 2-pt layup from 2 ft,,67,88
288,3,4:28.0,,Defensive rebound by D. Lee,67,88
289,3,4:21.0,,L. Aldridge misses 2-pt jump shot from 18 ft,67,88
290,3,4:21.0,Defensive rebound by B. Bogdanović,,67,88
291,3,4:08.0,B. Bogdanović misses 2-pt layup from 1 ft,,67,88
292,3,4:07.0,,Defensive rebound by M. Ginóbili,67,88
293,3,4:02.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),67,91
294,3,3:50.0,Turnover by A. Bennett (traveling),,67,91
295,3,3:50.0,T. Booker enters the game for B. Lopez,,67,91
296,3,3:50.0,,J. Simmons enters the game for K. Leonard,67,91
297,3,3:36.0,,L. Aldridge misses 2-pt jump shot from 17 ft,67,91
298,3,3:36.0,,Offensive rebound by D. Lee,67,91
299,3,3:22.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,67,91
300,3,3:21.0,Defensive rebound by A. Bennett,,67,91
301,3,3:07.0,Turnover by T. Booker (bad pass),,67,91
302,3,3:07.0,C. LeVert enters the game for B. Bogdanović,,67,91
303,3,3:07.0,,D. Bertāns enters the game for L. Aldridge,67,91
304,3,3:07.0,Brooklyn full timeout,,67,91
305,3,2:53.0,,Turnover by M. Ginóbili (bad pass; steal by R. Foye),67,91
306,3,2:40.0,J. Harris makes 3-pt jump shot from 24 ft (assist by T. Booker),,70,91
307,3,2:17.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by J. Simmons),70,94
308,3,1:56.0,A. Bennett misses 3-pt jump shot from 23 ft,,70,94
309,3,1:55.0,,Defensive rebound by D. Lee,70,94
310,3,1:38.0,,D. Bertāns misses 3-pt jump shot from 23 ft,70,94
311,3,1:37.0,Defensive rebound by R. Foye,,70,94
312,3,1:32.0,Turnover by R. Foye (bad pass; steal by P. Mills),,70,94
313,3,1:27.0,,P. Mills makes 2-pt layup from 1 ft,70,96
314,3,1:10.0,Turnover by J. Harris (lost ball; steal by M. Ginóbili),,70,96
315,3,1:04.0,,P. Mills makes 3-pt jump shot from 25 ft,70,99
316,3,1:04.0,Brooklyn full timeout,,70,99
317,3,0:45.0,J. Harris misses 2-pt jump shot from 5 ft,,70,99
318,3,0:45.0,,Defensive rebound by D. Bertāns,70,99
319,3,0:38.0,,Shooting foul by R. Foye (drawn by D. Lee),70,99
320,3,0:38.0,,D. Lee makes free throw 1 of 2,70,100
321,3,0:38.0,,D. Lee makes free throw 2 of 2,70,101
322,3,0:30.0,R. Foye misses 3-pt jump shot from 25 ft,,70,101
323,3,0:29.0,,Defensive rebound by D. Bertāns,70,101
324,3,0:11.0,,P. Mills misses 2-pt jump shot from 20 ft,70,101
325,3,0:11.0,Defensive rebound by C. LeVert,,70,101
326,3,0:10.0,Turnover by C. LeVert (lost ball),,70,101
327,3,0:07.0,,J. Simmons makes 2-pt layup from 1 ft (assist by D. Lee),70,103
328,4,11:59.0,Turnover by I. Whitehead (lost ball),,70,103
329,4,11:45.0,,P. Gasol misses 2-pt layup from 2 ft,70,103
330,4,11:45.0,Defensive rebound by A. Bennett,,70,103
331,4,11:37.0,S. Kilpatrick misses 2-pt jump shot from 14 ft,,70,103
332,4,11:34.0,Offensive rebound by B. Lopez,,70,103
333,4,11:30.0,Turnover by A. Bennett (lost ball; steal by D. Bertāns),,70,103
334,4,11:17.0,,J. Simmons makes 2-pt layup at rim (assist by M. Ginóbili),70,105
335,4,10:56.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,70,105
336,4,10:55.0,Offensive rebound by A. Bennett,,70,105
337,4,10:53.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by A. Bennett),,72,105
338,4,10:30.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by N. Laprovíttola),72,107
339,4,10:15.0,Turnover by I. Whitehead (lost ball; steal by M. Ginóbili),,72,107
340,4,10:12.0,,Personal take foul by B. Bogdanović (drawn by J. Simmons),72,107
341,4,10:12.0,,K. Anderson enters the game for M. Ginóbili,72,107
342,4,10:03.0,,N. Laprovíttola makes 3-pt jump shot from 25 ft (assist by P. Gasol),72,110
343,4,9:54.0,Personal foul by K. Anderson (drawn by B. Bogdanović),,72,110
344,4,9:54.0,S. Dinwiddie enters the game for I. Whitehead,,72,110
345,4,9:47.0,S. Dinwiddie makes 2-pt layup from 1 ft (assist by B. Lopez),,74,110
346,4,9:32.0,,N. Laprovíttola misses 2-pt layup at rim,74,110
347,4,9:29.0,Defensive rebound by A. Bennett,,74,110
348,4,9:17.0,A. Bennett misses 2-pt layup from 1 ft,,74,110
349,4,9:16.0,,Defensive rebound by K. Anderson,74,110
350,4,9:09.0,,P. Gasol makes 2-pt dunk at rim (assist by N. Laprovíttola),74,112
351,4,8:53.0,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by B. Lopez),,76,112
352,4,8:53.0,Shooting foul by K. Anderson (drawn by B. Bogdanović),,76,112
353,4,8:53.0,Official timeout,,76,112
354,4,8:53.0,,D. Lee enters the game for D. Bertāns,76,112
355,4,8:53.0,L. Scola enters the game for B. Lopez,,76,112
356,4,8:53.0,R. Hollis-Jefferson enters the game for A. Bennett,,76,112
357,4,8:53.0,B. Bogdanović makes free throw 1 of 1,,77,112
358,4,8:41.0,,P. Gasol makes 2-pt jump shot from 6 ft (assist by N. Laprovíttola),77,114
359,4,8:41.0,,Shooting foul by L. Scola (drawn by P. Gasol),77,114
360,4,8:41.0,R. Foye enters the game for B. Bogdanović,,77,114
361,4,8:41.0,J. Harris enters the game for S. Kilpatrick,,77,114
362,4,8:41.0,,P. Gasol makes free throw 1 of 1,77,115
363,4,8:23.0,S. Dinwiddie makes 2-pt jump shot from 19 ft,,79,115
364,4,8:10.0,,Turnover by K. Anderson (bad pass; steal by S. Dinwiddie),79,115
365,4,8:04.0,L. Scola makes 2-pt layup from 1 ft (assist by R. Foye),,81,115
366,4,7:59.0,,San Antonio full timeout,81,115
367,4,7:56.0,,Turnover by N. Laprovíttola (lost ball),81,115
368,4,7:45.0,Turnover by S. Dinwiddie (bad pass),,81,115
369,4,7:34.0,,N. Laprovíttola misses 3-pt jump shot from 24 ft,81,115
370,4,7:33.0,Defensive rebound by L. Scola,,81,115
371,4,7:24.0,Shooting foul by P. Gasol (drawn by L. Scola),,81,115
